s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 5.5005447E+000, 1.8908151E+000, 2.2135911E+000, 3.5406131E+000, 2.2197375E+000, 1.9171982E+000, 3.4734104E-001, 5.4796394E-001, 1.0421743E+000, 7.4270250E-001, 4.8564976E-001, 1.8126477E-001, 2.3409401E-001, 5.3151256E-001, 3.9097864E-001, 2.4966584E-001, 1.6177951E-001, 3.0953494E-001, 4.7960283E-001, 2.8610847E-001, 2.2198396E-001
 6.0000574E+000, 2.0327628E+000, 2.2776515E+000, 3.8376620E+000, 2.3214064E+000, 2.1487524E+000, 5.7018503E-001, 8.6511110E-001, 1.1752225E+000, 7.5681339E-001, 4.6406545E-001, 2.4512806E-001, 3.5666862E-001, 5.0116017E-001, 4.4434588E-001, 3.5548783E-001, 1.3582965E-001, 2.6421112E-001, 3.8989291E-001, 4.0231011E-001, 3.2499030E-001
 6.5009444E+000, 2.1868578E+000, 2.5100154E+000, 3.6252692E+000, 2.5924170E+000, 2.2473900E+000, 5.1349574E-001, 5.7795196E-001, 1.4068998E+000, 6.5539361E-001, 5.2116030E-001, 4.3044347E-001, 5.7642196E-001, 8.0267367E-001, 5.2453182E-001, 2.8127833E-001, 4.1272881E-001, 5.2542695E-001, 5.9435229E-001, 3.3039533E-001, 2.5820524E-001
 7.0005632E+000, 2.3858180E+000, 3.2948447E+000, 4.7927884E+000, 3.1773141E+000, 2.6711861E+000, 6.5149774E-001, 9.3774712E-001, 1.2553576E+000, 7.3529294E-001, 6.3782857E-001, 2.7518196E-001, 3.1882774E-001, 7.1854612E-001, 4.8722628E-001, 2.5228397E-001, 2.6491617E-001, 2.9921350E-001, 5.4320482E-001, 3.0411907E-001, 1.9409654E-001
 7.5005781E+000, 3.1481481E+000, 3.3456094E+000, 4.5217330E+000, 3.3287872E+000, 2.7203929E+000, 9.4839674E-001, 1.2608088E+000, 1.5223796E+000, 7.9349519E-001, 7.0130561E-001, 6.8667276E-001, 8.1979764E-001, 7.9338324E-001, 4.6195925E-001, 3.1023525E-001, 3.3186531E-001, 4.2138190E-001, 5.5141114E-001, 2.5408517E-001, 2.3044016E-001
 8.0007736E+000, 3.2030283E+000, 3.6860678E+000, 4.8468917E+000, 3.5304103E+000, 2.9107326E+000, 7.4443757E-001, 8.2279579E-001, 1.2625340E+000, 9.6018853E-001, 7.5017902E-001, 4.0760238E-001, 4.7967282E-001, 4.6347450E-001, 3.5123470E-001, 3.0283403E-001, 3.6586487E-001, 3.7540460E-001, 6.5075807E-001, 3.7198625E-001, 2.9550583E-001
 8.5005360E+000, 3.4495879E+000, 4.1969659E+000, 6.1493510E+000, 3.8547297E+000, 2.9029021E+000, 9.5146379E-001, 9.9693120E-001, 1.7595374E+000, 1.2007384E+000, 8.1135115E-001, 4.0161522E-001, 5.3828944E-001, 8.2897471E-001, 7.1421444E-001, 5.5045252E-001, 2.4630791E-001, 2.9972635E-001, 5.1579510E-001, 3.6243652E-001, 3.1285852E-001
 9.0002597E+000, 3.2159733E+000, 4.3497864E+000, 5.6294818E+000, 4.4179286E+000, 3.2694732E+000, 8.5497195E-001, 1.1082168E+000, 1.7698025E+000, 1.0614007E+000, 1.0546922E+000, 4.2197205E-001, 5.7947457E-001, 8.1902159E-001, 5.0690612E-001, 3.9341365E-001, 2.2302057E-001, 3.9698103E-001, 7.1529934E-001, 4.7939819E-001, 3.9524362E-001
 9.5001259E+000, 3.2521184E+000, 4.6280122E+000, 6.8485609E+000, 4.7105584E+000, 3.2626215E+000, 9.8916081E-001, 1.2955855E+000, 1.9068337E+000, 1.2202284E+000, 9.9539302E-001, 5.9554272E-001, 6.8480090E-001, 8.8226642E-001, 5.2143084E-001, 4.4805770E-001, 3.6169822E-001, 4.7635349E-001, 6.2212173E-001, 3.7572416E-001, 3.2366161E-001
 1.0000196E+001, 3.4736755E+000, 4.7603874E+000, 7.8791293E+000, 4.8782888E+000, 3.6587218E+000, 1.3012601E+000, 1.4629313E+000, 2.0694894E+000, 1.3261933E+000, 1.0701717E+000, 4.5534164E-001, 5.7565330E-001, 1.0302613E+000, 5.3285736E-001, 4.8652574E-001, 3.5767289E-001, 4.0739379E-001, 7.7041325E-001, 5.5074584E-001, 2.9273170E-001
 1.0500149E+001, 3.7985987E+000, 5.2630013E+000, 7.1308039E+000, 5.4677421E+000, 3.7959230E+000, 1.1034152E+000, 1.5148312E+000, 2.2522162E+000, 1.4804288E+000, 1.1590610E+000, 5.5623959E-001, 5.1650336E-001, 8.2652633E-001, 8.0957394E-001, 6.2373797E-001, 4.1777865E-001, 4.6358316E-001, 6.2655562E-001, 4.4762392E-001, 3.6564889E-001
 1.1000452E+001, 3.9055882E+000, 5.3835958E+000, 6.9033424E+000, 5.5030349E+000, 3.8587170E+000, 1.2993664E+000, 1.4756408E+000, 2.0801120E+000, 1.4121379E+000, 1.0986439E+000, 7.9240896E-001, 8.6365213E-001, 1.3235166E+000, 5.8850709E-001, 4.6063544E-001, 4.5839479E-001, 5.1115568E-001, 7.3767986E-001, 7.6593349E-001, 4.2671021E-001
 1.1500280E+001, 4.1257523E+000, 6.0486984E+000, 8.8702670E+000, 5.9192782E+000, 4.1188094E+000, 1.1599153E+000, 1.5804226E+000, 2.5544669E+000, 1.6515533E+000, 1.3071635E+000, 5.7463673E-001, 5.7552380E-001, 1.2285260E+000, 7.9916575E-001, 5.6323690E-001, 4.0564564E-001, 4.3751835E-001, 7.3569561E-001, 5.2600424E-001, 3.9661964E-001
 1.2000737E+001, 4.7125798E+000, 6.0642439E+000, 9.5164491E+000, 6.0900057E+000, 4.9497898E+000, 1.4898056E+000, 1.5397331E+000, 2.4369453E+000, 1.5836934E+000, 1.3953534E+000, 5.4199357E-001, 6.8530233E-001, 1.0840104E+000, 6.9588111E-001, 5.3826275E-001, 3.8966527E-001, 5.4032294E-001, 1.1330533E+000, 6.8622401E-001, 4.8431111E-001
 1.2500051E+001, 5.0460643E+000, 7.1773654E+000, 9.1581761E+000, 6.8608389E+000, 4.8861498E+000, 1.4776449E+000, 1.9937239E+000, 2.6261193E+000, 1.7546401E+000, 1.4012362E+000, 6.2767310E-001, 8.7804178E-001, 1.5246594E+000, 8.5081571E-001, 5.9828382E-001, 6.0007637E-001, 8.0087991E-001, 8.9113551E-001, 7.2861005E-001, 3.6711502E-001
 1.3000434E+001, 5.5530310E+000, 6.8754522E+000, 1.0648937E+001, 6.8142862E+000, 5.3117602E+000, 1.8154042E+000, 2.0136694E+000, 2.6181632E+000, 1.8451713E+000, 1.5381366E+000, 7.5562186E-001, 1.0115290E+000, 1.4255902E+000, 7.5472195E-001, 6.3117285E-001, 5.8300652E-001, 7.2306280E-001, 9.0010986E-001, 4.1149707E-001, 2.6547342E-001
 1.3500160E+001, 5.2177563E+000, 6.8870030E+000, 1.0852183E+001, 6.9589085E+000, 5.3754684E+000, 1.5493709E+000, 2.0581753E+000, 2.7467310E+000, 1.8656679E+000, 1.4757628E+000, 7.3915935E-001, 7.2204169E-001, 1.2895720E+000, 8.3082787E-001, 7.9662657E-001, 5.9315037E-001, 7.7148801E-001, 1.0811814E+000, 6.5501664E-001, 5.4846975E-001
 1.4000487E+001, 6.7600370E+000, 7.7880827E+000, 1.1924130E+001, 7.8144265E+000, 6.7629865E+000, 1.7349409E+000, 2.4902420E+000, 2.6901492E+000, 2.0769390E+000, 1.9590311E+000, 8.5353053E-001, 1.0050029E+000, 1.5507845E+000, 9.3129980E-001, 8.3223495E-001, 4.3782423E-001, 4.9868101E-001, 1.1876832E+000, 8.4410314E-001, 6.2066062E-001
 1.4500566E+001, 6.8046140E+000, 8.1248593E+000, 1.2500088E+001, 8.0943659E+000, 6.3593780E+000, 1.9179007E+000, 2.2631490E+000, 3.4811409E+000, 2.0325087E+000, 1.7475041E+000, 9.5975367E-001, 1.3287441E+000, 1.5939780E+000, 9.8565545E-001, 6.2586287E-001, 6.7531733E-001, 9.5020866E-001, 9.5413040E-001, 6.4779162E-001, 5.1952598E-001
 1.5000593E+001, 5.9509159E+000, 7.8762024E+000, 1.4136756E+001, 7.5199219E+000, 6.0256085E+000, 2.0986921E+000, 2.7640963E+000, 3.0155406E+000, 2.1500384E+000, 1.8918835E+000, 9.2233873E-001, 1.0716536E+000, 1.5980055E+000, 9.4241282E-001, 8.3467460E-001, 6.1832481E-001, 8.8484707E-001, 1.1888827E+000, 7.9639210E-001, 3.6174469E-001
 1.5500449E+001, 7.3359804E+000, 8.5765748E+000, 1.2330456E+001, 8.5498725E+000, 7.1590264E+000, 2.1306716E+000, 2.7190228E+000, 3.4706605E+000, 2.4836647E+000, 2.1091767E+000, 1.0247701E+000, 1.0625781E+000, 1.7167433E+000, 1.0007332E+000, 8.5251521E-001, 7.1639213E-001, 9.8692200E-001, 1.4358543E+000, 9.8184447E-001, 7.3026079E-001
 1.6000171E+001, 7.8640286E+000, 8.7617563E+000, 1.2714602E+001, 9.4503924E+000, 8.7377221E+000, 2.0017138E+000, 2.3108235E+000, 4.0680995E+000, 2.7721678E+000, 1.9424886E+000, 9.0727009E-001, 1.0615964E+000, 1.9703991E+000, 1.1135092E+000, 7.9655521E-001, 7.2936766E-001, 8.2574933E-001, 1.2922419E+000, 8.3059115E-001, 5.4737745E-001
 1.6500410E+001, 8.0683581E+000, 8.5068645E+000, 1.3703375E+001, 8.9669399E+000, 8.3886457E+000, 2.1685383E+000, 2.3433834E+000, 2.9970454E+000, 2.5105001E+000, 2.1678544E+000, 9.3654225E-001, 9.8232761E-001, 1.6582330E+000, 1.2073077E+000, 9.0443272E-001, 5.5915265E-001, 8.1239805E-001, 1.1813070E+000, 1.1060109E+000, 7.1654796E-001
 1.7000500E+001, 1.0247119E+001, 9.7303203E+000, 1.4325325E+001, 9.3569909E+000, 9.2778719E+000, 2.4465384E+000, 2.5057555E+000, 3.8594496E+000, 2.8308413E+000, 2.3086720E+000, 1.0064715E+000, 1.1095113E+000, 1.9570865E+000, 1.1243015E+000, 8.1777416E-001, 6.1503515E-001, 6.7628340E-001, 1.3829381E+000, 8.9440778E-001, 7.2336074E-001
 1.7500006E+001, 9.4029414E+000, 9.9590161E+000, 1.6186469E+001, 1.0319169E+001, 8.5226038E+000, 2.5101916E+000, 2.8637278E+000, 4.2613905E+000, 3.0712772E+000, 2.3611097E+000, 1.1559027E+000, 1.4202508E+000, 1.8732028E+000, 1.5058761E+000, 1.1245869E+000, 8.7793305E-001, 1.0839647E+000, 1.1304604E+000, 8.6678960E-001, 5.9061137E-001
 1.8000579E+001, 9.7242797E+000, 1.1444398E+001, 1.6100173E+001, 1.1828050E+001, 9.2354904E+000, 2.4310307E+000, 2.7514571E+000, 3.7825107E+000, 2.8424552E+000, 2.4091927E+000, 1.1381354E+000, 1.2666321E+000, 1.9675597E+000, 1.3120719E+000, 1.2789180E+000, 6.9674824E-001, 8.6727174E-001, 1.2952065E+000, 9.7216894E-001, 8.2481470E-001
 1.8500616E+001, 9.5138606E+000, 1.1032655E+001, 1.5068278E+001, 1.0881377E+001, 9.3525220E+000, 2.4591219E+000, 3.0512160E+000, 4.1494961E+000, 2.7784522E+000, 2.4362774E+000, 9.8780871E-001, 1.4510509E+000, 2.2130419E+000, 1.7130897E+000, 1.1855339E+000, 1.0736764E+000, 1.2464785E+000, 1.4018389E+000, 1.3609119E+000, 1.2902159E+000
 1.9000475E+001, 9.5951100E+000, 1.0746002E+001, 1.7142945E+001, 1.0801083E+001, 1.0130391E+001, 2.6184839E+000, 3.1937738E+000, 4.3962068E+000, 3.7443250E+000, 2.4843276E+000, 1.4376902E+000, 1.7091564E+000, 2.4283182E+000, 1.5412975E+000, 1.4004870E+000, 1.0348991E+000, 1.3181682E+000, 1.5551166E+000, 1.1845676E+000, 1.0601698E+000
 1.9500221E+001, 1.0330669E+001, 1.1807359E+001, 1.6808632E+001, 1.3688384E+001, 1.1335358E+001, 2.6918659E+000, 3.2933415E+000, 3.7490994E+000, 3.1104529E+000, 2.7549503E+000, 1.3694694E+000, 1.2491858E+000, 2.0642334E+000, 1.6113661E+000, 1.4909839E+000, 7.5441181E-001, 9.2732320E-001, 1.4640468E+000, 1.1781547E+000, 1.0290992E+000
 2.0000238E+001, 1.1685000E+001, 1.2394162E+001, 1.7057737E+001, 1.2882447E+001, 1.2647754E+001, 2.9401122E+000, 3.2467942E+000, 4.0649108E+000, 3.2475632E+000, 3.0220139E+000, 1.0776193E+000, 1.3661394E+000, 2.0468453E+000, 1.4169026E+000, 1.1291061E+000, 8.2861294E-001, 1.2324738E+000, 1.5289602E+000, 1.0094377E+000, 6.9679615E-001
 2.0500281E+001, 1.1488873E+001, 1.5886739E+001, 1.5943174E+001, 1.2406492E+001, 1.1683868E+001, 2.3634227E+000, 2.8621033E+000, 4.2270793E+000, 2.9022865E+000, 2.4960375E+000, 1.3204318E+000, 1.5040533E+000, 1.9943253E+000, 1.2303162E+000, 1.2008027E+000, 9.4524197E-001, 1.1195591E+000, 1.4675411E+000, 8.9561519E-001, 7.6236298E-001
 2.1000641E+001, 1.2243384E+001, 1.5260108E+001, 1.9511733E+001, 1.2830496E+001, 1.1519852E+001, 3.3945815E+000, 3.3301090E+000, 4.1869837E+000, 3.4027718E+000, 3.0489193E+000, 1.5571927E+000, 1.6414353E+000, 2.1363965E+000, 1.7542825E+000, 1.3099969E+000, 8.9328436E-001, 1.1098417E+000, 1.6644895E+000, 1.0953165E+000, 6.5793673E-001
 2.1500023E+001, 1.5231982E+001, 1.3633858E+001, 2.1207253E+001, 1.2893030E+001, 1.1461803E+001, 3.2739490E+000, 4.2955797E+000, 4.8418052E+000, 3.3341359E+000, 2.7315797E+000, 1.3336743E+000, 1.6495036E+000, 2.3786374E+000, 1.4015051E+000, 1.1860764E+000, 1.0645875E+000, 1.0852594E+000, 1.7796197E+000, 1.3079404E+000, 1.0731844E+000
 2.2000264E+001, 1.2297186E+001, 1.3321456E+001, 2.0524265E+001, 1.3998779E+001, 1.1905291E+001, 2.9536969E+000, 3.4191068E+000, 3.9546494E+000, 3.4497854E+000, 2.9710282E+000, 1.3054089E+000, 1.4674572E+000, 2.0884544E+000, 1.6895206E+000, 1.6024237E+000, 1.0303190E+000, 1.2798278E+000, 1.5830400E+000, 1.2608449E+000, 1.0414242E+000
 2.2500570E+001, 1.5912808E+001, 1.5337164E+001, 2.8421415E+001, 1.5193643E+001, 1.4210924E+001, 3.5608168E+000, 3.5093586E+000, 5.9575428E+000, 4.0613708E+000, 3.4671213E+000, 1.1810441E+000, 1.3056857E+000, 2.5372670E+000, 1.6706534E+000, 1.0130932E+000, 7.6063958E-001, 1.0553195E+000, 1.8459950E+000, 1.6625911E+000, 1.2686880E+000
 2.3000234E+001, 1.4561595E+001, 1.6150237E+001, 2.2527275E+001, 1.7703538E+001, 1.3660869E+001, 2.8342355E+000, 3.6810228E+000, 4.8044186E+000, 3.6593086E+000, 2.8043900E+000, 1.2861409E+000, 1.2791349E+000, 2.1015415E+000, 1.5954402E+000, 1.3902781E+000, 8.1100918E-001, 1.0083980E+000, 1.2962189E+000, 8.7891734E-001, 8.5908468E-001
 2.3500589E+001, 1.5668564E+001, 1.2446913E+001, 2.2853429E+001, 1.2816176E+001, 1.5273594E+001, 3.2743584E+000, 3.4997730E+000, 4.7769164E+000, 4.1483093E+000, 3.4450782E+000, 1.2543267E+000, 1.8762685E+000, 3.2318595E+000, 1.6880867E+000, 1.4542845E+000, 9.2048999E-001, 1.4654645E+000, 2.4493554E+000, 1.5263346E+000, 9.9398056E-001
 2.4000063E+001, 1.6002748E+001, 1.7383616E+001, 2.5748227E+001, 1.7751001E+001, 2.0768037E+001, 3.4503054E+000, 3.6208370E+000, 5.1501070E+000, 4.4803135E+000, 3.5323761E+000, 1.1941160E+000, 1.1189476E+000, 1.9937541E+000, 1.4303801E+000, 1.1834923E+000, 8.0028055E-001, 9.5919900E-001, 9.2249965E-001, 9.8842662E-001, 8.6754314E-001
 2.4500466E+001, 1.6205624E+001, 1.5563823E+001, 2.4078702E+001, 1.6814256E+001, 1.7432875E+001, 3.8272661E+000, 3.9267045E+000, 4.3570511E+000, 4.7503643E+000, 4.9093053E+000, 1.7799654E+000, 1.9959319E+000, 2.7225018E+000, 2.5737513E+000, 2.4663140E+000, 1.0436733E+000, 1.4792840E+000, 2.3395532E+000, 2.1305141E+000, 1.2697028E+000
 2.5000093E+001, 1.7058363E+001, 1.4895285E+001, 2.2355473E+001, 1.6547098E+001, 1.8252755E+001, 3.3220855E+000, 3.5356254E+000, 5.5899913E+000, 3.8853770E+000, 3.2359118E+000, 1.2726216E+000, 1.3050034E+000, 2.5987874E+000, 2.1883638E+000, 1.4469612E+000, 1.0537400E+000, 1.1810398E+000, 1.8177935E+000, 1.1696350E+000, 1.0382815E+000
 2.5500128E+001, 1.1877817E+001, 2.2306194E+001, 2.4415064E+001, 1.7029678E+001, 1.4445349E+001, 3.4324062E+000, 4.3823760E+000, 4.8986394E+000, 3.8665380E+000, 3.4144435E+000, 1.4794398E+000, 1.7423984E+000, 2.1081718E+000, 1.6001303E+000, 1.4618544E+000, 1.0662195E+000, 1.3317313E+000, 1.6997474E+000, 1.5738433E+000, 1.2097003E+000
 2.6000280E+001, 1.7684535E+001, 1.7289942E+001, 2.4511443E+001, 1.6979313E+001, 1.5246739E+001, 4.0217307E+000, 4.5793463E+000, 5.1652125E+000, 4.4151654E+000, 3.8111932E+000, 1.6934643E+000, 3.2990350E+000, 2.8400506E+000, 1.8788525E+000, 1.4992031E+000, 1.3318916E+000, 1.9872797E+000, 2.3301071E+000, 1.2835529E+000, 9.3486731E-001
 2.6500122E+001, 1.5351017E+001, 1.8923811E+001, 3.0789624E+001, 1.8374981E+001, 1.7249924E+001, 3.8256548E+000, 4.9521161E+000, 6.8010165E+000, 4.3074933E+000, 3.2457438E+000, 1.3749787E+000, 1.9337779E+000, 3.2240488E+000, 1.8182341E+000, 1.3924031E+000, 1.0223855E+000, 1.3413067E+000, 1.8825455E+000, 1.3671815E+000, 1.0149378E+000
 2.7000287E+001, 1.2358011E+001, 2.4671411E+001, 2.7203937E+001, 2.3715722E+001, 1.2888980E+001, 3.5965705E+000, 5.2329006E+000, 6.6576482E+000, 4.7502217E+000, 3.4841692E+000, 1.7198465E+000, 1.9114124E+000, 2.4355100E+000, 1.9073244E+000, 1.8274044E+000, 9.8954372E-001, 1.3008780E+000, 1.3890116E+000, 1.2551893E+000, 1.0418056E+000
 2.7500542E+001, 2.2786266E+001, 2.0192908E+001, 2.8362715E+001, 1.9394391E+001, 2.1717110E+001, 4.0669632E+000, 4.7439717E+000, 5.6892917E+000, 5.5101888E+000, 4.0149422E+000, 2.6178117E+000, 3.0689986E+000, 3.8258099E+000, 2.4625711E+000, 1.7375050E+000, 1.7465595E+000, 2.0046587E+000, 2.9515539E+000, 1.6721810E+000, 1.0836376E+000
 2.8000452E+001, 1.6695128E+001, 1.7859425E+001, 4.0033571E+001, 1.8481224E+001, 1.6291351E+001, 4.8588048E+000, 5.7061754E+000, 6.8027908E+000, 6.4006804E+000, 4.7633754E+000, 1.6718961E+000, 2.0721164E+000, 3.5328806E+000, 2.5932134E+000, 1.9712629E+000, 1.0488880E+000, 1.3681312E+000, 2.0297626E+000, 1.6225509E+000, 1.2773831E+000
 2.8500134E+001, 1.3777398E+001, 2.0907010E+001, 3.5884039E+001, 2.3971750E+001, 1.3458592E+001, 3.3635226E+000, 4.4512248E+000, 6.2249164E+000, 4.5513134E+000, 3.7667212E+000, 1.6834621E+000, 1.7766714E+000, 2.4427689E+000, 1.6956305E+000, 1.5229615E+000, 1.2635069E+000, 1.6426429E+000, 1.6850904E+000, 1.5651807E+000, 1.1755109E+000
 2.9000568E+001, 2.5774835E+001, 2.3686490E+001, 2.8527978E+001, 2.2819077E+001, 2.4769337E+001, 4.7583229E+000, 4.2250598E+000, 6.4098694E+000, 4.6316242E+000, 4.2173858E+000, 1.7281377E+000, 2.0660924E+000, 3.0130343E+000, 3.0006529E+000, 2.0663784E+000, 1.0185449E+000, 2.0042169E+000, 2.8103499E+000, 2.0558708E+000, 1.1310531E+000
 2.9500367E+001, 1.8101283E+001, 2.0794637E+001, 3.4638174E+001, 2.1604249E+001, 1.7964433E+001, 4.6060592E+000, 7.4624514E+000, 7.6344859E+000, 4.8617554E+000, 3.6415287E+000, 3.0068382E+000, 3.2277836E+000, 3.5477315E+000, 1.9076740E+000, 1.3999630E+000, 1.8160623E+000, 1.9593197E+000, 1.9221477E+000, 1.3779339E+000, 1.0423360E+000
 3.0000118E+001, 1.7056094E+001, 2.5852413E+001, 3.4180197E+001, 2.5703210E+001, 1.6217800E+001, 4.4500971E+000, 5.9065136E+000, 6.9192410E+000, 5.1597935E+000, 4.2624561E+000, 1.6637130E+000, 2.1535889E+000, 2.3165054E+000, 1.8239977E+000, 1.5180562E+000, 1.1525620E+000, 1.4460570E+000, 1.5981212E+000, 1.6041260E+000, 9.3484784E-001
 3.0500357E+001, 1.9014363E+001, 1.9483053E+001, 3.1108180E+001, 2.1743178E+001, 2.2184018E+001, 4.3184520E+000, 5.6033578E+000, 5.8863333E+000, 5.2916993E+000, 4.6637218E+000, 2.5783651E+000, 3.0869028E+000, 3.2602374E+000, 2.7889305E+000, 2.1839474E+000, 1.2980558E+000, 1.9487502E+000, 2.4410658E+000, 1.8024596E+000, 9.3211523E-001
 3.1000358E+001, 2.3648797E+001, 1.9225678E+001, 2.7035706E+001, 2.1398279E+001, 2.2124593E+001, 4.5427676E+000, 6.2470077E+000, 6.4026990E+000, 6.0872071E+000, 4.2534277E+000, 2.2485963E+000, 2.7405197E+000, 3.3487076E+000, 2.6828751E+000, 1.7928140E+000, 1.3798794E+000, 2.3385088E+000, 2.2933392E+000, 1.5621773E+000, 1.1372303E+000
 3.1500053E+001, 1.8571973E+001, 2.5516943E+001, 3.1915937E+001, 2.5258297E+001, 1.8353820E+001, 4.5302324E+000, 5.4634483E+000, 5.7487984E+000, 6.5395661E+000, 4.1668225E+000, 1.9126158E+000, 2.1076146E+000, 2.2037635E+000, 2.1564436E+000, 2.0011759E+000, 1.4023739E+000, 1.6401717E+000, 1.6182199E+000, 1.4735173E+000, 1.2961545E+000
