s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C
 6.5014876E+000, 1.2437220E+000, 2.1323252E+000, 4.7865059E+000, 2.0400117E+000, 1.2288316E+000, 3.9411316E-001, 5.0175856E-001, 9.6764339E-001, 6.9649852E-001, 4.2695933E-001, 2.0296327E-001, 2.5269341E-001, 3.5883122E-001, 2.5498737E-001, 1.6904597E-001, 1.8010965E-001, 1.9780256E-001, 3.0783353E-001, 1.9529946E-001, 1.0305860E-001, 2.5511228E-001, 1.6491861E-001, 1.1144535E-001, 1.2762411E-001, 1.3591114E-001, 2.0690596E+001, 2.0483096E+001, 2.0404011E+001, 2.0357299E+001, 2.0271565E+001
 7.0003295E+000, 1.4259697E+000, 2.3905369E+000, 4.4669931E+000, 2.3319033E+000, 1.4213666E+000, 4.4228862E-001, 6.8667995E-001, 1.0536830E+000, 5.1105239E-001, 4.4008074E-001, 2.0894593E-001, 3.4949420E-001, 5.2733236E-001, 3.9195648E-001, 2.8857729E-001, 1.6729834E-001, 2.6156094E-001, 3.4763731E-001, 3.8575585E-001, 2.7366848E-001, 2.1323963E-001, 2.0136959E-001, 1.7276199E-001, 1.4904463E-001, 1.1250710E-001, 2.0749068E+001, 2.0620941E+001, 2.0512894E+001, 2.0416555E+001, 2.0325696E+001
 7.5007986E+000, 1.5925160E+000, 2.7029288E+000, 5.8251751E+000, 2.6198702E+000, 1.6007613E+000, 4.9873716E-001, 6.8501360E-001, 1.2885196E+000, 6.8782129E-001, 4.9716276E-001, 2.3310907E-001, 2.7824570E-001, 4.3011997E-001, 3.6375009E-001, 2.8595697E-001, 1.6525708E-001, 2.2751974E-001, 4.0400325E-001, 2.0755641E-001, 1.6075687E-001, 3.1581105E-001, 1.9016276E-001, 1.7497847E-001, 1.4534473E-001, 1.4770746E-001, 2.0953542E+001, 2.0696234E+001, 2.0596591E+001, 2.0504745E+001, 2.0433102E+001
 8.0009995E+000, 1.7794366E+000, 2.9863069E+000, 6.0992135E+000, 2.9246255E+000, 1.7794121E+000, 5.5596985E-001, 7.5373384E-001, 1.6609636E+000, 7.6985827E-001, 5.5637409E-001, 2.2637645E-001, 4.2260021E-001, 7.1186129E-001, 5.2644639E-001, 3.6926181E-001, 1.7046386E-001, 2.6954620E-001, 3.8471390E-001, 4.2884272E-001, 3.8201169E-001, 2.4930437E-001, 1.8083862E-001, 1.3980022E-001, 1.2279468E-001, 1.1962993E-001, 2.1013711E+001, 2.0742265E+001, 2.0617994E+001, 2.0540958E+001, 2.0472548E+001
 8.5014712E+000, 2.0187499E+000, 3.3723470E+000, 6.5455774E+000, 3.2408437E+000, 1.9853523E+000, 6.2336533E-001, 7.7944903E-001, 1.3060391E+000, 8.6336896E-001, 6.3277249E-001, 3.4051361E-001, 3.6882541E-001, 6.1114949E-001, 4.1120375E-001, 2.4092478E-001, 3.6048766E-001, 4.4789297E-001, 4.6614196E-001, 2.2463264E-001, 2.0033647E-001, 3.0362665E-001, 2.0069336E-001, 1.1428206E-001, 1.0046148E-001, 8.6833344E-002, 2.1116837E+001, 2.0795361E+001, 2.0617243E+001, 2.0542130E+001, 2.0465014E+001
 9.0012859E+000, 2.1515294E+000, 3.6597852E+000, 8.7139944E+000, 3.5929094E+000, 2.1993857E+000, 6.8582146E-001, 1.0235100E+000, 1.7478301E+000, 1.0701810E+000, 7.2462918E-001, 3.8531291E-001, 4.2214669E-001, 6.9842995E-001, 4.0624118E-001, 2.7966585E-001, 2.0643561E-001, 2.5392041E-001, 4.5919056E-001, 3.0429554E-001, 1.4989496E-001, 3.2918840E-001, 2.0701957E-001, 1.3847042E-001, 1.3784132E-001, 9.5691238E-002, 2.1232851E+001, 2.0862873E+001, 2.0682425E+001, 2.0586947E+001, 2.0465796E+001
 9.5005745E+000, 2.4024408E+000, 4.0171728E+000, 8.4569043E+000, 4.0769075E+000, 2.3811023E+000, 7.5198318E-001, 9.1571743E-001, 2.0991472E+000, 9.8425016E-001, 7.5855355E-001, 3.0879899E-001, 4.1232074E-001, 1.0715005E+000, 5.6127983E-001, 3.2800398E-001, 2.7519778E-001, 3.7148221E-001, 6.3435600E-001, 4.0703313E-001, 2.1655654E-001, 4.6072937E-001, 2.1347034E-001, 1.3913771E-001, 1.1335492E-001, 1.6524768E-001, 2.1484292E+001, 2.0945393E+001, 2.0711521E+001, 2.0612369E+001, 2.0596057E+001
 1.0000385E+001, 2.6683683E+000, 4.5699041E+000, 9.4796632E+000, 4.2042908E+000, 2.6028636E+000, 8.0550822E-001, 1.0786262E+000, 1.8971438E+000, 1.1462710E+000, 9.1040730E-001, 3.0808824E-001, 4.9541988E-001, 7.3338446E-001, 5.9434155E-001, 4.2785817E-001, 1.7778205E-001, 3.8285368E-001, 4.6417121E-001, 4.5352495E-001, 2.8416230E-001, 3.2782266E-001, 2.7935601E-001, 2.2762101E-001, 1.4985585E-001, 1.1765803E-001, 2.1586101E+001, 2.1133996E+001, 2.0835620E+001, 2.0654109E+001, 2.0606818E+001
 1.0501603E+001, 2.7507911E+000, 4.7951589E+000, 1.0489706E+001, 4.4472604E+000, 2.7766536E+000, 1.1358851E+000, 1.4245586E+000, 2.1333395E+000, 1.1474049E+000, 8.9705216E-001, 4.2234278E-001, 8.0336983E-001, 9.2815116E-001, 3.6230706E-001, 3.3186628E-001, 2.1505236E-001, 4.2799999E-001, 6.5292425E-001, 3.6208277E-001, 3.3722085E-001, 4.7916171E-001, 2.8732101E-001, 1.1356059E-001, 1.2156736E-001, 1.5304180E-001, 2.1782590E+001, 2.1166264E+001, 2.0802879E+001, 2.0727264E+001, 2.0696231E+001
 1.1001281E+001, 2.9504253E+000, 5.1353917E+000, 1.3173948E+001, 4.9008710E+000, 3.0256643E+000, 9.2139845E-001, 1.5591604E+000, 2.3164966E+000, 1.2452555E+000, 9.1948422E-001, 5.5273157E-001, 9.6925132E-001, 1.0281140E+000, 5.0393741E-001, 3.6225573E-001, 4.6150525E-001, 6.6442808E-001, 7.4743275E-001, 2.6267424E-001, 2.0614177E-001, 5.2624788E-001, 3.0481555E-001, 2.7284891E-001, 2.0917815E-001, 1.1400351E-001, 2.2049417E+001, 2.1343537E+001, 2.1008588E+001, 2.0804551E+001, 2.0661529E+001
 1.1500202E+001, 3.1411959E+000, 5.3221644E+000, 1.1913610E+001, 5.0568131E+000, 3.1674240E+000, 9.4750944E-001, 1.2965120E+000, 2.2860513E+000, 1.7815426E+000, 1.1710213E+000, 3.7054214E-001, 4.8755900E-001, 8.2353142E-001, 7.4175767E-001, 6.0019735E-001, 2.8049508E-001, 5.4825432E-001, 4.3724879E-001, 5.2087796E-001, 3.4112183E-001, 3.2607266E-001, 2.3712138E-001, 2.4892422E-001, 1.7631483E-001, 1.8097947E-001, 2.1982767E+001, 2.1348360E+001, 2.1112325E+001, 2.0895513E+001, 2.0799668E+001
 1.2001231E+001, 3.4054594E+000, 6.0409498E+000, 1.3173527E+001, 5.4354475E+000, 3.3532954E+000, 1.3429023E+000, 1.9612965E+000, 2.0734202E+000, 1.6588852E+000, 1.2388065E+000, 3.9278335E-001, 4.9744948E-001, 5.6296876E-001, 5.4661272E-001, 6.2711344E-001, 2.2484272E-001, 3.3970858E-001, 4.4961349E-001, 5.7648976E-001, 4.2415603E-001, 4.0539904E-001, 3.0631194E-001, 1.7493402E-001, 1.3476185E-001, 1.3302273E-001, 2.2049012E+001, 2.1411311E+001, 2.1073827E+001, 2.0891683E+001, 2.0804267E+001
 1.2500548E+001, 3.5026851E+000, 6.0646788E+000, 1.4582464E+001, 5.6818558E+000, 3.4646348E+000, 1.4063862E+000, 2.0718130E+000, 2.5772053E+000, 2.0758096E+000, 1.1431602E+000, 4.4229998E-001, 6.0396526E-001, 8.3383380E-001, 5.7519368E-001, 5.5204882E-001, 2.4908632E-001, 3.7454531E-001, 3.9129559E-001, 4.8121066E-001, 3.8960063E-001, 2.5876791E-001, 2.6458562E-001, 1.8476834E-001, 1.5162986E-001, 1.2250421E-001, 2.1952806E+001, 2.1489773E+001, 2.1152883E+001, 2.0910074E+001, 2.0802770E+001
 1.3001010E+001, 3.8033331E+000, 6.7550242E+000, 1.4596030E+001, 6.6228316E+000, 3.7946877E+000, 1.3106178E+000, 2.0625561E+000, 2.8339546E+000, 1.7103608E+000, 1.2468898E+000, 8.1261829E-001, 8.6169762E-001, 1.0037523E+000, 1.2454836E+000, 6.1830549E-001, 3.5304801E-001, 6.9891525E-001, 9.8050846E-001, 8.1898991E-001, 4.9155619E-001, 6.4902394E-001, 3.7434440E-001, 2.3824178E-001, 1.0933197E-001, 9.4203357E-002, 2.2383985E+001, 2.1634889E+001, 2.1181644E+001, 2.0885815E+001, 2.0795204E+001
 1.3500432E+001, 3.8363948E+000, 6.7400354E+000, 1.5622257E+001, 6.2877763E+000, 3.8256994E+000, 1.3578513E+000, 1.9233053E+000, 2.9405149E+000, 1.7643288E+000, 1.3803786E+000, 6.2052161E-001, 8.4607082E-001, 8.3326932E-001, 6.8917987E-001, 5.0325425E-001, 6.1862844E-001, 6.9065457E-001, 4.9740897E-001, 3.9574753E-001, 2.7464436E-001, 5.7591153E-001, 4.7377154E-001, 3.3797306E-001, 2.7215683E-001, 1.9775167E-001, 2.2570735E+001, 2.1934679E+001, 2.1446359E+001, 2.1086049E+001, 2.0886773E+001
 1.4000674E+001, 4.0169427E+000, 6.8061938E+000, 1.5629008E+001, 6.4168197E+000, 3.8593932E+000, 1.4133027E+000, 2.3789174E+000, 3.1492620E+000, 1.9356628E+000, 1.3689233E+000, 5.0757893E-001, 8.8125845E-001, 1.1185381E+000, 8.4518432E-001, 5.9387081E-001, 3.4086785E-001, 5.0644296E-001, 7.0726618E-001, 5.2943381E-001, 4.0266655E-001, 4.7467664E-001, 3.5595889E-001, 4.4383798E-001, 3.6411077E-001, 3.1654282E-001, 2.2658589E+001, 2.2068732E+001, 2.1758831E+001, 2.1357601E+001, 2.1155385E+001
 1.4500873E+001, 4.3259425E+000, 8.0403674E+000, 2.2306686E+001, 7.0647228E+000, 4.2716504E+000, 1.3697355E+000, 2.2626410E+000, 3.8785101E+000, 2.3253227E+000, 1.3807909E+000, 6.0478403E-001, 6.6235565E-001, 1.4186217E+000, 7.6095870E-001, 6.2737855E-001, 3.2918141E-001, 5.1262910E-001, 1.1478079E+000, 8.0312566E-001, 5.3500007E-001, 9.3650320E-001, 6.6006602E-001, 2.9877984E-001, 1.4140897E-001, 1.5526115E-001, 2.3279284E+001, 2.2351935E+001, 2.1652922E+001, 2.1281933E+001, 2.1146795E+001
 1.5000534E+001, 4.1114295E+000, 6.8930459E+000, 1.7686272E+001, 6.9823508E+000, 4.1691052E+000, 1.4658422E+000, 2.0063898E+000, 3.2820656E+000, 1.9399152E+000, 1.6050523E+000, 8.5867418E-001, 1.0310820E+000, 1.2221631E+000, 1.0336795E+000, 7.2909191E-001, 3.4517133E-001, 6.6698224E-001, 9.4579482E-001, 6.0499599E-001, 5.2117391E-001, 4.2588519E-001, 3.9055511E-001, 4.4698055E-001, 4.1992521E-001, 2.5618111E-001, 2.3238151E+001, 2.2486958E+001, 2.2038002E+001, 2.1568068E+001, 2.1192655E+001
 1.5500182E+001, 4.5387721E+000, 7.8676919E+000, 2.1544398E+001, 7.5650436E+000, 4.4918445E+000, 1.6341784E+000, 3.3956486E+000, 4.7746878E+000, 2.2546007E+000, 1.5044314E+000, 8.5714020E-001, 9.2604546E-001, 1.3296743E+000, 1.2681511E+000, 7.0292014E-001, 4.2593305E-001, 6.6435719E-001, 7.7413400E-001, 7.8885577E-001, 7.2848358E-001, 5.2586600E-001, 3.7418894E-001, 2.9204352E-001, 2.2326481E-001, 1.9496288E-001, 2.3237982E+001, 2.2398734E+001, 2.1929289E+001, 2.1516699E+001, 2.1274422E+001
 1.6000270E+001, 4.7960919E+000, 8.6262478E+000, 2.1936643E+001, 7.9379484E+000, 4.7141938E+000, 1.6917817E+000, 2.5700311E+000, 4.2813178E+000, 2.5178662E+000, 1.5649235E+000, 7.7213249E-001, 1.0637419E+000, 1.1709153E+000, 9.5034826E-001, 8.0650370E-001, 4.9291641E-001, 6.0985386E-001, 7.4629168E-001, 9.7526509E-001, 6.3490301E-001, 6.1250009E-001, 3.0872543E-001, 2.2329650E-001, 1.7860943E-001, 1.7637617E-001, 2.3355208E+001, 2.2369135E+001, 2.1863212E+001, 2.1497140E+001, 2.1295723E+001
 1.6500140E+001, 4.9597288E+000, 8.8040800E+000, 2.3025279E+001, 7.8817626E+000, 4.7917901E+000, 1.7092830E+000, 2.6414578E+000, 5.2743715E+000, 3.1709143E+000, 1.8603287E+000, 8.8024455E-001, 1.2317918E+000, 1.4465079E+000, 1.0929489E+000, 1.0229109E+000, 4.6556313E-001, 6.1374813E-001, 8.0940986E-001, 7.8441658E-001, 5.2375305E-001, 5.4854475E-001, 4.2837661E-001, 3.0094492E-001, 2.6740115E-001, 2.2478728E-001, 2.3460272E+001, 2.2541043E+001, 2.1951708E+001, 2.1578123E+001, 2.1329145E+001
 1.7000185E+001, 4.9887000E+000, 8.7274591E+000, 2.2216586E+001, 8.2252876E+000, 4.9052486E+000, 1.5647061E+000, 2.3291922E+000, 5.2753062E+000, 2.8738632E+000, 1.8013994E+000, 6.6566711E-001, 1.0919443E+000, 1.7190946E+000, 1.6094406E+000, 1.0954432E+000, 4.1916958E-001, 6.7330923E-001, 9.0800581E-001, 1.2356372E+000, 9.4666340E-001, 7.4429253E-001, 5.2615526E-001, 3.1281601E-001, 2.8658086E-001, 2.3744024E-001, 2.3782712E+001, 2.2649067E+001, 2.1992868E+001, 2.1670374E+001, 2.1420018E+001
 1.7500814E+001, 5.2018405E+000, 9.2290469E+000, 2.7260336E+001, 8.9917357E+000, 5.2331736E+000, 1.7222953E+000, 2.7672550E+000, 5.4296178E+000, 2.7703379E+000, 1.7898261E+000, 6.7797304E-001, 1.6436153E+000, 1.7620989E+000, 8.8870852E-001, 7.7977162E-001, 5.5530467E-001, 8.7066457E-001, 1.1287874E+000, 6.5535813E-001, 5.1462495E-001, 5.7952205E-001, 4.1838999E-001, 4.1181022E-001, 3.5870704E-001, 3.3748300E-001, 2.3798249E+001, 2.2837298E+001, 2.2271144E+001, 2.1883075E+001, 2.1612999E+001
 1.8000401E+001, 5.3960998E+000, 1.0125513E+001, 2.4397217E+001, 8.8512370E+000, 5.3262441E+000, 2.3338251E+000, 4.1336253E+000, 6.6547257E+000, 3.4820460E+000, 2.2159395E+000, 1.1170508E+000, 1.5913948E+000, 2.2470747E+000, 1.9350810E+000, 1.0291784E+000, 6.8608535E-001, 9.0406973E-001, 1.0530063E+000, 7.8018146E-001, 6.0993346E-001, 5.9481426E-001, 2.7674064E-001, 3.5478830E-001, 2.4576743E-001, 1.6173802E-001, 2.3875894E+001, 2.2639041E+001, 2.2296873E+001, 2.1834129E+001, 2.1554142E+001
 1.8500674E+001, 5.3984462E+000, 1.0439231E+001, 2.7436067E+001, 9.7218008E+000, 5.4040155E+000, 1.7759786E+000, 2.6496460E+000, 6.7534214E+000, 3.6712729E+000, 1.8440306E+000, 7.2565604E-001, 8.4960211E-001, 1.5537504E+000, 1.1182974E+000, 8.5798264E-001, 5.5583053E-001, 8.5390076E-001, 1.0258100E+000, 8.5131914E-001, 6.4878373E-001, 8.3736527E-001, 7.2464007E-001, 3.5314446E-001, 1.4750072E-001, 1.5427273E-001, 2.4371784E+001, 2.3159274E+001, 2.2297023E+001, 2.1742768E+001, 2.1502728E+001
 1.9000122E+001, 6.0103402E+000, 1.0494913E+001, 3.1887702E+001, 1.0162888E+001, 5.9916211E+000, 2.5171305E+000, 3.9748722E+000, 7.7596213E+000, 4.1820827E+000, 2.7118183E+000, 9.1647792E-001, 1.2619382E+000, 2.7463088E+000, 1.8482739E+000, 1.2281547E+000, 4.3096357E-001, 7.7419172E-001, 1.3368072E+000, 1.1248823E+000, 7.6266955E-001, 1.2241996E+000, 6.9513422E-001, 4.4844034E-001, 3.6246488E-001, 2.5080421E-001, 2.5008432E+001, 2.3375793E+001, 2.2542560E+001, 2.1959196E+001, 2.1558890E+001
 1.9500204E+001, 6.0467375E+000, 1.1142733E+001, 3.3413679E+001, 1.0357441E+001, 5.8176430E+000, 2.3210768E+000, 3.3249132E+000, 7.6155224E+000, 3.8115732E+000, 2.5456086E+000, 9.2930409E-001, 1.5743012E+000, 2.3792513E+000, 1.3205978E+000, 1.1465536E+000, 5.1575442E-001, 1.0435143E+000, 1.2060694E+000, 9.3481209E-001, 6.2788937E-001, 9.3335899E-001, 7.3663111E-001, 6.2756003E-001, 5.1555264E-001, 4.2536061E-001, 2.5269246E+001, 2.3770488E+001, 2.2969675E+001, 2.2319052E+001, 2.1889305E+001
 2.0000535E+001, 6.1784069E+000, 1.1269176E+001, 3.7391931E+001, 1.0535734E+001, 6.1935915E+000, 2.4319439E+000, 4.7645497E+000, 9.4038740E+000, 3.3933651E+000, 2.5340287E+000, 1.0024078E+000, 1.4798292E+000, 2.5532810E+000, 1.4677244E+000, 1.3271138E+000, 5.9591475E-001, 1.0694881E+000, 1.2921267E+000, 1.0433907E+000, 8.4834720E-001, 7.7244665E-001, 6.0565844E-001, 2.6906957E-001, 2.5858219E-001, 2.4733935E-001, 2.5224833E+001, 2.3815932E+001, 2.2768083E+001, 2.2261460E+001, 2.1925558E+001
 2.0500817E+001, 6.2629262E+000, 1.1516634E+001, 3.9609844E+001, 1.1024770E+001, 6.3172790E+000, 2.7195732E+000, 5.2138453E+000, 1.0346398E+001, 5.1378231E+000, 2.8714636E+000, 1.3563682E+000, 2.9680271E+000, 3.3970504E+000, 2.6403832E+000, 1.3401686E+000, 6.7665962E-001, 1.0080225E+000, 1.2411062E+000, 1.1460641E+000, 5.5348285E-001, 8.5399504E-001, 8.0688507E-001, 5.8508638E-001, 3.6408962E-001, 2.0712482E-001, 2.5386813E+001, 2.4153821E+001, 2.2957995E+001, 2.2252837E+001, 2.1794821E+001
 2.1000475E+001, 6.6650082E+000, 1.3665895E+001, 3.4098458E+001, 1.1498231E+001, 6.5519061E+000, 2.7756516E+000, 4.4292641E+000, 9.6326503E+000, 4.2161121E+000, 2.8594836E+000, 1.5701551E+000, 1.9746784E+000, 3.1402519E+000, 1.9598600E+000, 1.6030181E+000, 7.8449355E-001, 1.2596898E+000, 1.8348406E+000, 1.2250129E+000, 1.1040459E+000, 1.0243597E+000, 7.1027745E-001, 4.7672846E-001, 4.6834524E-001, 4.4376300E-001, 2.5770717E+001, 2.4321216E+001, 2.3187173E+001, 2.2604133E+001, 2.2165045E+001
