r,Tmean02,Tmean04,Tmean06,Tmean08,Tmean10,Tmean12,Tmean14,Tmean16,Tmean18,Tmean20,Tmean30,Trms02,Trms04,Trms06,Trms08,Trms10,Trms12,Trms14,Trms16,Trms18,Trms20,Trms30,Wmean02,Wmean04,Wmean06,Wmean08,Wmean10,Wmean12,Wmean14,Wmean16,Wmean18,Wmean20,Wmean30,Wrms02,Wrms04,Wrms06,Wrms08,Wrms10,Wrms12,Wrms14,Wrms16,Wrms18,Wrms20,Wrms30,Vmean02,Vmean04,Vmean06,Vmean08,Vmean10,Vmean12,Vmean14,Vmean16,Vmean18,Vmean20,Vmean30,Vrms02,Vrms04,Vrms06,Vrms08,Vrms10,Vrms12,Vrms14,Vrms16,Vrms18,Vrms20,Vrms30
-56.8182,298.186,298.188,298.19,298.19,298.191,298.193,298.193,298.193,298.194,298.193,298.188,0.0428958039906003,0.0430722648580267,0.0434581407793753,0.0438249928693662,0.0443161370157644,0.0445946185094121,0.0446686691093433,0.0446883653762364,0.0443951573935717,0.0440134070483075,0.040988169024732,0.0116146,0.011611,0.0115709,0.0114792,0.0113231,0.0111128,0.0108578,0.0105649,0.0102379,0.00988092,0.007965,0.0124174876686067,0.0123733584769859,0.0124068932452891,0.0125511354068068,0.0128271197078689,0.0132433001929277,0.0137961588857189,0.0144761182642309,0.0152616840486232,0.0161320178527052,0.020971599843598,-0.000179972,-0.000181591,-0.000157974,-0.000160201,-0.000178047,-0.000194082,-0.000209291,-0.000227784,-0.000246724,-0.000264318,-0.000370258,0.00274083381473595,0.00274897981076617,0.00275551084193113,0.00276228347567732,0.00276930316144694,0.00277672288858647,0.00278514093000695,0.00279481663083645,0.00280574232601641,0.00281881712780379,0.00295327614692565
-55.303,298.188,298.19,298.192,298.193,298.195,298.196,298.197,298.198,298.198,298.198,298.194,0.0468795264481202,0.0471359735234141,0.047584661394193,0.0480628754861796,0.0486223199775576,0.0490084686559374,0.049159027655152,0.0491790605847651,0.0488943759547047,0.048440582160003,0.0445316741207873,0.0130967,0.0131038,0.0130562,0.012954,0.0127836,0.0125493,0.0122608,0.0119273,0.0115582,0.01116,0.00903298,0.0136267751137237,0.0136065792909166,0.0136821781891627,0.0138867922861977,0.0142434195332441,0.01475936990525,0.0154286097883121,0.0162340383146031,0.0171530463766644,0.0181599008807868,0.023663009107043,-0.000223265,-0.000240785,-0.0002257,-0.000224919,-0.00024325,-0.000265134,-0.000286188,-0.000309848,-0.000335323,-0.00035928,-0.000516576,0.00275788687222663,0.0027716006205801,0.00278414080103719,0.00279720932359378,0.002811028281608,0.00282568752695694,0.00284198522163645,0.00286062930139506,0.00288190041465697,0.00290626392469782,0.00313275597517585
-53.7879,298.191,298.193,298.195,298.196,298.198,298.2,298.201,298.202,298.203,298.203,298.199,0.0505502720071811,0.0508761240662061,0.0513807356895559,0.0519562315800521,0.052577086263885,0.0530563851011356,0.0532722254087437,0.053292682424513,0.0530130172693462,0.0524957141107729,0.0478133872466697,0.0145787,0.0145966,0.0145415,0.0144287,0.0142441,0.0139858,0.0136639,0.0132897,0.0128784,0.0124391,0.010101,0.0147371299783913,0.0147369603378716,0.01484836691357,0.0151047674593156,0.0155310978362767,0.0161335984826696,0.016904141504377,0.0178193714816208,0.0188556092449966,0.0199830177901137,0.0260781326018563,-0.000266558,-0.000299979,-0.000293427,-0.000289637,-0.000308452,-0.000336185,-0.000363086,-0.000391911,-0.000423922,-0.000454242,-0.000662895,0.00277483693214574,0.00279403829608687,0.00281248111104768,0.00283170619944937,0.00285214305391577,0.00287381975774404,0.00289771289122991,0.00292496324763235,0.00295609878048755,0.0029911552951995,0.00330249905374703
-52.2727,298.193,298.195,298.198,298.2,298.202,298.203,298.205,298.206,298.207,298.207,298.205,0.0539504402206321,0.0543340592998535,0.0548961747301212,0.0555580777205259,0.0562494444417009,0.0568083620605277,0.0570730233998515,0.0571,0.0568312414082255,0.0562561996583488,0.0508787775010367,0.0160606,0.0160902,0.016026,0.0159026,0.0157045,0.0154226,0.0150676,0.0146534,0.0142004,0.01372,0.0111761,0.0157699714647808,0.0157873366974927,0.0159305681003535,0.016233237508273,0.0167219915081906,0.0174022125030124,0.0182640630747925,0.0192785891599982,0.0204212389438055,0.0216583009490588,0.0282932854225168,-0.000223781,-0.000267185,-0.000266442,-0.00025642,-0.000271501,-0.000300967,-0.000330329,-0.000360994,-0.000395344,-0.000427774,-0.000670167,0.00283686094125179,0.00286400069832394,0.00289042730405039,0.00291738410223954,0.00294534378299037,0.00297441759005019,0.00300560809155152,0.00304037826593995,0.00307937168915998,0.00312254063224164,0.00349772783389446
-50.7576,298.193,298.196,298.199,298.201,298.204,298.205,298.208,298.209,298.211,298.211,298.211,0.0581187577293252,0.0587284428535271,0.0594176741382562,0.0602220059446711,0.0610317130678797,0.0617231723099194,0.0621461181410392,0.0622743928111708,0.0620440166333547,0.0613714102819872,0.054681715408352,0.0177659,0.0178017,0.0177169,0.017555,0.0173135,0.0169874,0.0165869,0.0161236,0.015614,0.0150695,0.0121985,0.0170472578440053,0.0170913135832212,0.0172886668080567,0.0176787442992991,0.0182857047991047,0.0191118287978937,0.0201382720212038,0.0213316900408758,0.0226604059981281,0.0240812167466679,0.0316005221475848,-0.000244124,-0.000293886,-0.000308704,-0.000303432,-0.000315926,-0.000347035,-0.000381877,-0.000416867,-0.000453566,-0.000492249,-0.000748699,0.00288684776183296,0.00292273844194105,0.00295810919338688,0.00299448660040415,0.00303247093967939,0.00307270402089105,0.00311592201442847,0.00316381099309045,0.00321922350886048,0.00328204204726265,0.00381883490085654
-49.2424,298.194,298.197,298.199,298.202,298.205,298.207,298.21,298.212,298.214,298.215,298.217,0.062151669325932,0.0629851569816254,0.0637968651267443,0.0647370064182767,0.0656576728189478,0.0664756346340522,0.0670536352482101,0.0672810523104388,0.0670847225529032,0.0663187756219911,0.0583696839121131,0.0195062,0.0195469,0.0194402,0.0192353,0.0189456,0.0185721,0.0181241,0.01761,0.0170414,0.0164293,0.0132113,0.0182795787697638,0.0183483786749674,0.0185968545727497,0.0190701861553578,0.0197897953501293,0.0207547825813715,0.0219375477207458,0.0233010085618627,0.0248065313980008,0.0264021211269095,0.0347662192364945,-0.000291931,-0.000348693,-0.000381145,-0.000382992,-0.000393944,-0.000427523,-0.000469008,-0.000509392,-0.000549301,-0.000595755,-0.000866807,0.00292561275632986,0.00296952689834593,0.00301332208699966,0.00305874320595894,0.00310655597084617,0.00315792336829126,0.00321330048392615,0.00327456867388668,0.00334692396089305,0.00343005830854229,0.00412840162774893
-47.7273,298.194,298.197,298.2,298.203,298.206,298.209,298.212,298.215,298.217,298.219,298.223,0.0659722669005697,0.0669964178146862,0.0679090568333856,0.0690082603751174,0.0700342773218943,0.0709609751905933,0.0716763559341572,0.0720095132604019,0.0718590286602874,0.0710183779031879,0.0619493341368574,0.0212546,0.0213035,0.0211753,0.0209268,0.020589,0.0201671,0.019669,0.0191017,0.0184724,0.0177928,0.0142304,0.019453714298303,0.0195449226143262,0.0198417993135703,0.0203938716285064,0.0212196842577829,0.0223152638344251,0.0236453378068489,0.0251693464356944,0.0268422987093133,0.0286043003759924,0.0377614883181264,-0.000231677,-0.00028538,-0.000328077,-0.000332851,-0.000337261,-0.000366582,-0.000407905,-0.000449332,-0.000490645,-0.000540639,-0.000805131,0.00303610935244434,0.00309272210196778,0.00314889345643831,0.00320647781841696,0.0032658689502183,0.00332854322489584,0.00339539393885305,0.00346917857712744,0.00355591057255381,0.00365542063243069,0.00448928724855071
-46.2121,298.192,298.195,298.198,298.202,298.206,298.209,298.213,298.216,298.219,298.221,298.228,0.0706651965255882,0.071874543476811,0.0730349231532422,0.0742872128969717,0.0755027151829654,0.0766340655322423,0.0775753182397597,0.0781727574030749,0.0781080661647694,0.0773852699161798,0.067376553785423,0.0232343,0.0232897,0.0231536,0.0228677,0.0224687,0.0219691,0.0213746,0.0207071,0.0199823,0.0192142,0.0152838,0.0209413944139353,0.0210589648368575,0.0214361377118174,0.0221247598857027,0.023133936111263,0.0244472493340253,0.0260296753725435,0.0278302892546951,0.0297893101632112,0.0318443087536847,0.0423060279392902,-0.00029182,-0.000344206,-0.000399623,-0.000422569,-0.000433145,-0.000462076,-0.00051074,-0.000563876,-0.000614529,-0.000668965,-0.00090504,0.00310293087257838,0.00317190794317868,0.00324087951025644,0.00331202355064091,0.00338545417927935,0.0034651118308072,0.00355418063694011,0.00365803225792228,0.00377384419392216,0.0039084395863311,0.00513511440963101
-44.697,298.189,298.193,298.196,298.2,298.205,298.209,298.213,298.217,298.221,298.224,298.233,0.0750653049017987,0.0764419387509239,0.0778239037828353,0.0792151500661332,0.0806009925497199,0.0819152000546907,0.0830564266026416,0.0838844443267046,0.0838929079243293,0.0832667400586813,0.0723980662725186,0.025214,0.0252759,0.0251319,0.0248086,0.0243485,0.0237711,0.0230801,0.0223125,0.0214921,0.0206357,0.0163371,0.0223302037608258,0.0224712482964343,0.0229198167531942,0.0237297492612122,0.0249014858994398,0.0264076882744401,0.0282132238498191,0.0302581228763451,0.0324699861410503,0.0347839043236955,0.0464076502314004,-0.000351963,-0.000403031,-0.000471169,-0.000512286,-0.00052903,-0.00055757,-0.000613575,-0.00067842,-0.000738413,-0.000797291,-0.00100495,0.00316834341573006,0.00324915373597495,0.00333031530038824,0.00341432277325973,0.00350095701201829,0.00359649829695497,0.0037061705303453,0.0038376034188019,0.00397984924337593,0.00414604630943746,0.00570833600973173
-43.1818,298.186,298.189,298.193,298.197,298.202,298.208,298.212,298.217,298.222,298.226,298.24,0.0800694073913377,0.0815407873398338,0.0831098068822206,0.0846524069356566,0.0861588648950298,0.0876704625287217,0.0889850549249704,0.0899916662808285,0.0901499861342197,0.0896744668230595,0.0883339685511751,0.0273768,0.0274272,0.0272506,0.0268633,0.0263198,0.0256529,0.0248662,0.0239892,0.0230542,0.022084,0.0173069,0.0239094960214556,0.024077250673613,0.0246165594671554,0.0255844484013238,0.026974840129276,0.0287470346296796,0.0308509319146116,0.0332138525317374,0.035756537863725,0.0384192660002765,0.051710830587025,-0.000304037,-0.000344546,-0.000411026,-0.00046429,-0.000489147,-0.000516577,-0.000570933,-0.000636456,-0.00070232,-0.000766893,-0.00103523,0.00333427653322276,0.00343553489285148,0.00353652371687226,0.00364020603812477,0.00374663849336976,0.00386251213590326,0.00399619819328321,0.00415290259938757,0.00433542385471132,0.00455395432563832,0.00668691259102435
-41.6667,298.18,298.183,298.187,298.193,298.199,298.205,298.211,298.217,298.222,298.227,298.248,0.0854949706123115,0.0870107464627215,0.0887173038363993,0.0904653524836995,0.0920745893284352,0.0937519599795119,0.0951993697458129,0.0963614030615993,0.0967139596955889,0.0964273820032464,0.108741436444439,0.0297104,0.0297301,0.0294955,0.0290211,0.0283745,0.0276058,0.0267197,0.0257231,0.0246567,0.0235519,0.0182013,0.0256175135405449,0.0258135816964636,0.026454961727434,0.0276021738274361,0.0292440250307648,0.0313249421388133,0.0337704012413237,0.0364927390038073,0.0394096434898871,0.0424712844166503,0.0577108308725494,-0.000372276,-0.000412609,-0.000483982,-0.000558309,-0.000603199,-0.000638353,-0.000693111,-0.000764116,-0.000847984,-0.000922702,-0.00128249,0.00343129713082385,0.00354936614059468,0.00366772408995006,0.00379,0.00391719287245344,0.00405539147308863,0.00421658629699429,0.00440481554664892,0.00464528793510155,0.00493877515179624,0.00781921351543747
-40.1515,298.173,298.176,298.181,298.187,298.194,298.201,298.208,298.215,298.222,298.228,298.275,0.0913923410357783,0.0929949998655842,0.0948676973474111,0.0967744801071026,0.0985067510376827,0.100327463837177,0.101885229547761,0.103091221740748,0.103551919344839,0.103689440156652,0.494815116988153,0.0321183,0.0321094,0.0318229,0.0312646,0.0305046,0.0296091,0.0286004,0.0274782,0.0262774,0.0250331,0.0190476,0.0274073347846886,0.0276271062545465,0.0283784249034368,0.0297222139148483,0.0316381099309045,0.0340571578379641,0.0368803470699504,0.0400017499617204,0.0433377433653392,0.0468400469683795,0.0641974298550962,-0.000333272,-0.000365719,-0.000430333,-0.000511764,-0.000568927,-0.000607292,-0.000658569,-0.000734196,-0.000826398,-0.000905836,-0.00128595,0.00363441879810239,0.0037774727000999,0.00391936219301049,0.00406404970442046,0.00421624240289858,0.00438026254920867,0.00457290935838444,0.00480163513815867,0.00509564519957974,0.00547631262803723,0.00930411199416688
-38.6364,298.163,298.166,298.171,298.178,298.186,298.195,298.204,298.212,298.221,298.229,298.346,0.0988413880922359,0.100636474501048,0.10268008570312,0.10475638405367,0.106670052029611,0.108612614368682,0.110179852967773,0.1112227494715,0.111653033993707,0.112808687608712,1.02092115268516,0.0347234,0.0346963,0.0343698,0.033734,0.0328314,0.0317418,0.0305559,0.0292922,0.0279466,0.026541,0.0198564,0.0295443734067927,0.0297796574862774,0.0306722513030915,0.0322741382534066,0.0345498191022761,0.037416306605543,0.0407412567307392,0.0443908774412041,0.0482892327543108,0.0523753758936392,0.0724609550033672,-0.000411386,-0.000449403,-0.00051499,-0.00060482,-0.000687577,-0.000742971,-0.000799514,-0.00088893,-0.000988876,-0.00109692,-0.001505,0.00377160443312922,0.00393795632276439,0.00410326699106943,0.00427148686056741,0.00445389716989515,0.00465446022649243,0.00489695823956055,0.00519283159750054,0.00555782331493185,0.00608498151188646,0.0116790838681808
-37.1212,298.151,298.154,298.159,298.167,298.176,298.187,298.198,298.208,298.219,298.23,298.517,0.106780616218488,0.108792003382602,0.111038731981233,0.113318577470775,0.115447390615813,0.117536377347611,0.119185150081711,0.120188601789022,0.121098720059297,0.139958565297019,2.71823656071358,0.0374669,0.0373896,0.0369791,0.0362398,0.0351972,0.0339376,0.0325826,0.0311595,0.0296517,0.0280666,0.0210266,0.0317789238332578,0.032030922559302,0.033077182467677,0.0349629804221551,0.0376275165271374,0.0409508241675305,0.0447824742505369,0.0489934689525043,0.0535030840232598,0.0582526394251797,0.0807832903514087,-0.000376646,-0.000410096,-0.000467309,-0.000556516,-0.000654405,-0.000720312,-0.000776916,-0.000861726,-0.000968479,-0.00109179,-0.00146367,0.00402770406062809,0.00422576620271401,0.00442062212816251,0.00461742352400124,0.0048302794950189,0.00507173540319288,0.00536537044387431,0.0057325474267554,0.00619774152413603,0.00689039186113533,0.0148185694316287
-35.6061,298.134,298.136,298.142,298.15,298.162,298.175,298.189,298.202,298.215,298.234,298.959,0.116675190164833,0.119000420167325,0.121584538490714,0.124121714458027,0.126555916495437,0.128930601487777,0.130817430031323,0.132006060466935,0.134610549363711,0.199948243303111,5.30364025929361,0.0405897,0.0403784,0.0397649,0.0388474,0.0376741,0.0363008,0.0347856,0.0331584,0.0314398,0.0296372,0.02313,0.0344776739354615,0.0347503956812005,0.036,0.0382700927618421,0.041444782542559,0.0453180979300765,0.0497546982706156,0.0546861956987319,0.0600029999250037,0.0656674957646475,0.0904346172657351,-0.000457885,-0.000502358,-0.000566847,-0.000667357,-0.000772155,-0.000861881,-0.000947328,-0.00102803,-0.00114756,-0.00127035,-0.00154444,0.00421313422525321,0.00444058554697463,0.00466527598326187,0.00489542643699198,0.00514180902017957,0.00543690169122084,0.00580800309917273,0.00628470365252014,0.00693922906380817,0.00793193545107372,0.0197595799550497
-34.0909,298.112,298.113,298.119,298.129,298.143,298.159,298.176,298.193,298.212,298.259,300.045,0.127601332281446,0.130190629463107,0.133059009465725,0.1357854925977,0.138427598404364,0.141031556752381,0.143408507418493,0.145807750136953,0.183588670674418,0.650817946894521,13.4881800106612,0.0438385,0.0435109,0.042703,0.0415505,0.0401479,0.0385732,0.036863,0.0350614,0.0331682,0.0311955,0.0270504,0.037547702992327,0.0378298823683077,0.0393424706900825,0.0420967932270381,0.0458992374664329,0.0504715761592602,0.0556486298124222,0.0613706770371649,0.0676184146516317,0.0743242894348812,0.100891030324801,-0.000435644,-0.000480819,-0.000541019,-0.000631002,-0.000740481,-0.000846256,-0.000958542,-0.00106537,-0.00116472,-0.00130039,-0.00137025,0.00454828539122162,0.00481870314503809,0.0050821353779686,0.00535134562516756,0.00566538612982381,0.00603854287059387,0.00647275057452394,0.00708007768318964,0.0079564942028509,0.00928855209384111,0.027372741916001
