s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 1.1000071E+001, 9.1306627E+000, 0.0000000E+000,-2.5242265E+000,-6.5795803E+000,-1.8911416E-002, 7.0179970E-003, 0.0000000E+000,-6.1479052E-002,-3.5113155E-002,-4.6516550E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.7525926E-002, 0.0000000E+000, 2.1951871E-005
 1.2000134E+001, 9.1289776E+000, 0.0000000E+000,-2.4246647E+000,-6.6016068E+000,-1.8124741E-002, 7.1539297E-003, 0.0000000E+000,-5.9056002E-002, 5.3014616E-002, 3.2679282E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 5.6164796E-002, 0.0000000E+000, 2.1951872E-005
 1.3000478E+001, 9.1216948E+000, 0.0000000E+000,-2.3707223E+000,-6.7746097E+000,-1.8092474E-002, 7.2868862E-003, 0.0000000E+000,-5.7983981E-002,-7.3580551E-002,-9.2426776E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 6.4806444E-002, 0.0000000E+000, 2.1951872E-005
 1.4000690E+001, 9.1353428E+000, 0.0000000E+000,-2.3278345E+000,-7.0342973E+000,-1.8087509E-002, 7.3273994E-003, 0.0000000E+000,-5.6674180E-002,-2.8028289E-001,-2.9422337E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 7.3448239E-002, 0.0000000E+000, 2.1951872E-005
 1.5000520E+001, 9.1123273E+000, 0.0000000E+000,-2.2648348E+000,-6.7961413E+000,-1.6921934E-002, 7.3058308E-003, 0.0000000E+000,-5.5315181E-002, 2.2388142E-003,-1.3580113E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 8.2088675E-002, 0.0000000E+000, 2.1951872E-005
 1.6000546E+001, 9.1272299E+000, 0.0000000E+000,-2.1782017E+000,-6.7816304E+000,-1.5678296E-002, 7.3176575E-003, 0.0000000E+000,-5.4167181E-002, 1.1980466E-001, 1.0486998E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 9.0728073E-002, 0.0000000E+000, 2.1951872E-005
 1.7000530E+001, 9.0995698E+000, 0.0000000E+000,-2.1092328E+000,-6.8448157E+000,-1.5377622E-002, 7.2695953E-003, 0.0000000E+000,-5.2871395E-002, 1.1630830E-001, 8.4541890E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 9.9369124E-002, 0.0000000E+000, 2.1951872E-005
 1.8000191E+001, 9.1275993E+000, 0.0000000E+000,-2.0597991E+000,-7.2562623E+000,-1.6117128E-002, 7.1508330E-003, 0.0000000E+000,-5.1455157E-002,-2.1845990E-001,-2.4888359E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 1.0800638E-001, 0.0000000E+000, 2.1951872E-005
 1.9000313E+001, 9.1303605E+000, 0.0000000E+000,-2.0004967E+000,-7.0316340E+000,-1.3402682E-002, 7.0121409E-003, 0.0000000E+000,-4.9330637E-002, 5.1517947E-002, 4.2508645E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 1.1664560E-001, 0.0000000E+000, 2.1951872E-005
 2.0000462E+001, 9.1167362E+000, 0.0000000E+000,-1.9199404E+000,-7.0979791E+000,-1.5612299E-002, 7.0048895E-003, 0.0000000E+000,-4.8672206E-002, 5.5260915E-002, 4.1537124E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 1.2528701E-001, 0.0000000E+000, 2.1951872E-005
 2.1000029E+001, 9.0828191E+000, 0.0000000E+000,-1.8495364E+000,-6.9482803E+000,-1.3164766E-002, 6.8197110E-003, 0.0000000E+000,-4.7366548E-002, 2.4454196E-001, 2.3129085E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 1.3392612E-001, 0.0000000E+000, 2.1951872E-005
 2.2000679E+001, 9.1036151E+000, 0.0000000E+000,-1.7446554E+000,-7.6683749E+000,-1.5015090E-002, 6.5322422E-003, 0.0000000E+000,-4.5095196E-002,-3.2794422E-001,-3.6299315E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 1.4256631E-001, 0.0000000E+000, 2.1951872E-005
 2.3000189E+001, 9.0732297E+000, 0.0000000E+000,-1.6863529E+000,-7.2153113E+000,-1.3165350E-002, 6.3625296E-003, 0.0000000E+000,-4.3584264E-002, 1.5142838E-001, 1.2117841E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 1.5120760E-001, 0.0000000E+000, 2.1951872E-005
 2.4000795E+001, 9.1113911E+000, 0.0000000E+000,-1.6280134E+000,-7.5437398E+000,-1.3708974E-002, 6.1818979E-003, 0.0000000E+000,-4.2477700E-002,-6.0031384E-002,-1.1036685E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 1.5984814E-001, 0.0000000E+000, 2.1951872E-005
 2.5000113E+001, 9.1036475E+000, 0.0000000E+000,-1.5381587E+000,-7.3155000E+000,-1.1383194E-002, 5.9889522E-003, 0.0000000E+000,-4.1041336E-002, 2.2416758E-001, 2.0355317E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 1.6848761E-001, 0.0000000E+000, 2.1951872E-005
 2.6000307E+001, 9.1030538E+000, 0.0000000E+000,-1.4502640E+000,-7.7686101E+000,-1.1784395E-002, 5.8842439E-003, 0.0000000E+000,-3.9883790E-002,-1.2852403E-001,-1.6160420E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 1.7712503E-001, 0.0000000E+000, 2.1951872E-005
 2.7000658E+001, 9.1259158E+000, 0.0000000E+000,-1.4107075E+000,-8.0636006E+000,-9.6045891E-003, 5.7330252E-003, 0.0000000E+000,-3.8959401E-002,-3.6405570E-001,-3.9122327E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 1.8576775E-001, 0.0000000E+000, 2.1951872E-005
 2.8000156E+001, 9.0222204E+000, 0.0000000E+000,-1.3125117E+000,-7.1395743E+000,-9.8998628E-003, 5.4602243E-003, 0.0000000E+000,-3.7677717E-002, 5.6484106E-001, 5.2801699E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 1.9440692E-001, 0.0000000E+000, 2.1951872E-005
 2.9000175E+001, 9.0738667E+000, 0.0000000E+000,-1.2232414E+000,-7.9319462E+000,-9.5094677E-003, 5.2744257E-003, 0.0000000E+000,-3.6831771E-002,-8.8204115E-002,-1.2238774E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.0304497E-001, 0.0000000E+000, 2.1951872E-005
 3.0000246E+001, 9.0744285E+000, 0.0000000E+000,-1.1599201E+000,-7.8913083E+000,-8.2912722E-003, 5.1033052E-003, 0.0000000E+000,-3.6339724E-002, 2.6817256E-002,-1.6327627E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.1168604E-001, 0.0000000E+000, 2.1951872E-005
 3.1000023E+001, 9.0305990E+000, 0.0000000E+000,-1.1079114E+000,-7.7184191E+000,-6.7299729E-003, 4.8683811E-003, 0.0000000E+000,-3.4359680E-002, 2.2763952E-001, 1.6804722E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.2032493E-001, 0.0000000E+000, 2.1951872E-005
 3.2000362E+001, 8.9431943E+000, 0.0000000E+000,-1.0141118E+000,-8.2747279E+000,-7.8135150E-003, 4.5487869E-003, 0.0000000E+000,-3.2778421E-002,-3.4025755E-001,-3.8168856E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.2896537E-001, 0.0000000E+000, 2.1951872E-005
 3.3000317E+001, 9.0522576E+000, 0.0000000E+000,-9.4856067E-001,-8.0280871E+000,-6.9246697E-003, 4.3720745E-003, 0.0000000E+000,-3.2339165E-002, 8.5110748E-002, 4.0718082E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.3760663E-001, 0.0000000E+000, 2.1951872E-005
 3.4000641E+001, 8.9986963E+000, 0.0000000E+000,-8.8080898E-001,-8.3509942E+000,-6.3484999E-003, 4.2270250E-003, 0.0000000E+000,-3.1308496E-002,-2.1515383E-001,-2.6653687E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.4624764E-001, 0.0000000E+000, 2.1951872E-005
 3.5000072E+001, 8.9014750E+000, 0.0000000E+000,-8.1255121E-001,-8.2271407E+000,-4.3136486E-003, 3.9147002E-003, 0.0000000E+000,-3.0207003E-002,-1.3021122E-001,-1.6882281E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.5488690E-001, 0.0000000E+000, 2.1951872E-005
 3.6000240E+001, 9.0778397E+000, 0.0000000E+000,-7.3288863E-001,-7.8584944E+000,-3.4861176E-003, 3.7244311E-003, 0.0000000E+000,-2.9817931E-002, 4.9406136E-001, 4.5687710E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.6352529E-001, 0.0000000E+000, 2.1951872E-005
 3.7000694E+001, 8.8128593E+000, 0.0000000E+000,-6.3175362E-001,-7.7659436E+000,-4.2412688E-003, 3.4956987E-003, 0.0000000E+000,-2.9352001E-002, 4.2986621E-001, 3.8506456E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.7216794E-001, 0.0000000E+000, 2.1951872E-005
 3.8000141E+001, 8.7865952E+000, 0.0000000E+000,-5.5567975E-001,-8.9359939E+000,-4.4592721E-003, 3.2175725E-003, 0.0000000E+000,-2.7846314E-002,-6.9738227E-001,-7.3416655E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.8080791E-001, 0.0000000E+000, 2.1951872E-005
 3.9000004E+001, 8.9374761E+000, 0.0000000E+000,-5.0843981E-001,-8.1846099E+000,-2.8210156E-003, 3.0719696E-003, 0.0000000E+000,-2.6834283E-002, 2.5337310E-001, 2.1784307E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.8944468E-001, 0.0000000E+000, 2.1951872E-005
 4.0000381E+001, 8.8956221E+000, 0.0000000E+000,-4.4946947E-001,-8.6176017E+000,-3.7569086E-003, 2.9234137E-003, 0.0000000E+000,-2.5614939E-002,-1.7043729E-001,-1.9789750E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.9808546E-001, 0.0000000E+000, 2.1951872E-005
 4.1000816E+001, 8.7859239E+000, 0.0000000E+000,-3.7891772E-001,-8.0157707E+000,-2.4111038E-003, 2.8631042E-003, 0.0000000E+000,-1.5500551E-002, 4.0084313E-001, 3.7618686E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 3.0672936E-001, 0.0000000E+000, 2.1951872E-005
 4.2000004E+001, 8.5856222E+000, 0.0000000E+000,-3.1291057E-001,-8.3668127E+000,-2.1604246E-003, 2.7072742E-003, 0.0000000E+000,-4.1092227E-003,-7.7002011E-002,-9.7663433E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 3.1536774E-001, 0.0000000E+000, 2.1951872E-005
 4.3000698E+001, 8.1039242E+000, 0.0000000E+000,-2.3374193E-001,-8.2877330E+000,-1.3227070E-003, 2.5357294E-003, 0.0000000E+000,-2.5402185E-003,-4.1720996E-001,-4.1887794E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 3.2400732E-001, 0.0000000E+000, 2.1951872E-005
 4.4000168E+001, 8.1753600E+000, 0.0000000E+000,-1.7856963E-001,-7.9037045E+000,-1.0249940E-003, 2.4237564E-003, 0.0000000E+000,-2.3135711E-003, 8.8462629E-002, 9.2171046E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 3.3264810E-001, 0.0000000E+000, 2.1951872E-005
 4.5000496E+001, 6.7925867E+000, 0.0000000E+000,-9.6818914E-002,-6.7043669E+000,-1.4943480E-003, 2.0536173E-003, 0.0000000E+000,-2.6307272E-003,-2.9789130E-002,-1.0670573E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 3.4128815E-001, 0.0000000E+000, 2.1951872E-005
 4.6001221E+001, 6.8189686E+000, 0.0000000E+000,-7.3511338E-002,-7.0076846E+000,-6.9706722E-004, 1.8892764E-003, 0.0000000E+000,-2.4850980E-003,-2.8633560E-001,-2.6352025E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 3.4993358E-001, 0.0000000E+000, 2.1951872E-005
 4.7000950E+001, 6.9841190E+000, 0.0000000E+000,-4.9686489E-002,-7.4919894E+000,-4.6493712E-004, 2.4819052E-003, 0.0000000E+000,-2.8777650E-003,-5.7242626E-001,-5.5841769E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 3.5857581E-001, 0.0000000E+000, 2.1951872E-005
 4.8000755E+001, 5.5081990E+000, 0.0000000E+000,-2.1110158E-002,-6.8445701E+000,-1.2316645E-004, 2.2854898E-003, 0.0000000E+000,-2.2387214E-003,-1.3804192E+000,-1.3575576E+000, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 3.6721582E-001, 0.0000000E+000, 2.1951872E-005
 4.9002804E+001, 3.1611063E+000, 0.0000000E+000,-6.5678121E-003,-4.5520135E+000, 3.6105517E-004, 2.0187509E-003, 0.0000000E+000,-5.3974919E-004,-1.4058052E+000,-1.3956349E+000, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 3.7586736E-001, 0.0000000E+000, 2.1951872E-005
 5.0003105E+001, 5.2299831E-001, 0.0000000E+000, 3.5182078E-005,-1.0552352E+000, 5.3762480E-004, 1.9488478E-003, 0.0000000E+000,-3.0735629E-004,-5.4089371E-001,-5.3002262E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 3.8452586E-001, 0.0000000E+000, 2.1951872E-005
 5.1002079E+001, 1.0760815E-004, 0.0000000E+000, 5.7616091E-004,-1.4390766E-002, 5.9032949E-004, 1.8941254E-003, 0.0000000E+000,-3.0704277E-004,-2.5167538E-002,-1.1529585E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 3.9316935E-001, 0.0000000E+000, 2.1951872E-005
 5.2001053E+001, 0.0000000E+000, 0.0000000E+000, 5.7583110E-004, 2.5775110E-003, 6.8274727E-004, 2.0118685E-003, 0.0000000E+000,-3.0923166E-004,-8.5843779E-003, 5.5387262E-003, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.0180569E-001, 0.0000000E+000, 2.1951872E-005
 5.3000031E+001, 0.0000000E+000, 0.0000000E+000, 5.5938938E-004, 1.0922704E-002, 6.4826479E-004, 1.7961327E-003, 0.0000000E+000,-3.2297202E-004,-2.7677198E-004, 1.3603519E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.1043663E-001, 0.0000000E+000, 2.1951872E-005
 5.4004803E+001, 0.0000000E+000, 0.0000000E+000, 5.4668525E-004, 6.3524006E-003, 6.0056679E-004, 1.6921833E-003, 0.0000000E+000,-3.0566951E-004,-5.1282565E-003, 8.8861664E-003, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.1909196E-001, 0.0000000E+000, 2.1951872E-005
 5.5003696E+001, 0.0000000E+000, 0.0000000E+000, 5.3193488E-004, 1.5252740E-002, 5.9905966E-004, 1.7007236E-003, 0.0000000E+000,-3.0408379E-004, 3.6189857E-003, 1.7780375E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.2774486E-001, 0.0000000E+000, 2.1951872E-005
 5.6002594E+001, 0.0000000E+000, 0.0000000E+000, 5.1641670E-004, 1.2123741E-002, 6.0672517E-004, 1.6927187E-003, 0.0000000E+000,-3.1099030E-004, 2.2110522E-004, 1.4628611E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.3637680E-001, 0.0000000E+000, 2.1951872E-005
 5.7005901E+001, 0.0000000E+000, 0.0000000E+000, 5.0349123E-004, 1.2463787E-002, 5.9694150E-004, 1.6982003E-003, 0.0000000E+000,-2.9829977E-004, 3.4256284E-004, 1.4964120E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.4502609E-001, 0.0000000E+000, 2.1951872E-005
 5.8005951E+001, 0.0000000E+000, 0.0000000E+000, 4.9041223E-004, 1.0220050E-002, 6.0402920E-004, 1.6659758E-003, 0.0000000E+000,-3.1000715E-004,-1.9538977E-003, 1.2670461E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.5367781E-001, 0.0000000E+000, 2.1951872E-005
 5.9005997E+001, 0.0000000E+000, 0.0000000E+000, 4.7966513E-004, 1.2644859E-002, 5.5166551E-004, 1.5328094E-003, 0.0000000E+000,-3.1952970E-004,-3.7091753E-005, 1.4889469E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.6231760E-001, 0.0000000E+000, 2.1951872E-005
 6.0006046E+001, 0.0000000E+000, 0.0000000E+000, 4.6944553E-004, 1.1102408E-002, 5.4322548E-004, 1.5345999E-003, 0.0000000E+000,-2.9334019E-004,-1.7749239E-003, 1.3356338E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.7095807E-001, 0.0000000E+000, 2.1951872E-005
 6.1000034E+001, 0.0000000E+000, 0.0000000E+000, 4.5872423E-004, 1.3653018E-002, 5.2894140E-004, 1.4928020E-003, 0.0000000E+000,-2.7393313E-004, 5.9955374E-004, 1.5859553E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.7957221E-001, 0.0000000E+000, 2.1951872E-005
 6.2000080E+001, 0.0000000E+000, 0.0000000E+000, 4.4772591E-004, 1.2185519E-002, 5.0968483E-004, 1.4048400E-003, 0.0000000E+000,-2.6650767E-004,-1.2251075E-003, 1.4281262E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.8818660E-001, 0.0000000E+000, 2.1951872E-005
 6.3000130E+001, 0.0000000E+000, 0.0000000E+000, 4.4004154E-004, 9.7983798E-003, 5.3200933E-004, 1.4446021E-003, 0.0000000E+000,-2.7864000E-004,-3.6389820E-003, 1.1936393E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.9682775E-001, 0.0000000E+000, 2.1951872E-005
 6.4000175E+001, 0.0000000E+000, 0.0000000E+000, 4.3134983E-004, 1.4405130E-002, 5.1603884E-004, 1.3589633E-003, 0.0000000E+000,-2.9948415E-004, 6.7509043E-004, 1.6411998E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 5.0546754E-001, 0.0000000E+000, 2.1951872E-005
 6.5000000E+001, 0.0000000E+000, 0.0000000E+000, 4.2247769E-004, 1.3891474E-002, 4.9633162E-004, 1.3448402E-003, 0.0000000E+000,-2.8045064E-004,-1.8975726E-004, 1.5874673E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 5.1410589E-001, 0.0000000E+000, 2.1951872E-005
