m,m/s,m/s,m/s,m/s,m/s,m/s,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,m/s,m/s,m/s,m/s,m/s,m/s,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/s/m2,kg/s/m2,kg/s/m2
-3.516E-01, 3.629E-01, 3.122E-01, 3.905E-01, 3.457E-01, 1.646E-01, 1.415E-01, 5.330E-02, 2.438E-02, 1.800E-02, 7.534E-02, 3.447E-02, 2.544E-02, 4.321E-01, 3.478E-01, 3.501E-01, 3.210E-01, 3.681E-01, 3.699E-01, 6.632E-02, 3.521E-02, 2.587E-02, 9.375E-02, 4.977E-02, 3.657E-02, 2.690E-02, 1.125E-02, 9.796E-03
-3.359E-01, 4.958E-01, 3.594E-01, 4.645E-01, 3.773E-01, 1.808E-01, 1.418E-01, 6.521E-02, 2.944E-02, 2.626E-02, 9.218E-02, 4.161E-02, 3.711E-02, 4.460E-01, 3.289E-01, 4.030E-01, 3.313E-01, 3.898E-01, 4.075E-01, 7.235E-02, 3.564E-02, 3.616E-02, 1.023E-01, 5.037E-02, 5.111E-02, 3.841E-02, 1.332E-02, 1.537E-02
-3.203E-01, 6.035E-01, 4.574E-01, 6.029E-01, 4.166E-01, 1.871E-01, 1.326E-01, 7.516E-02, 3.667E-02, 3.718E-02, 1.062E-01, 5.184E-02, 5.256E-02, 4.393E-01, 3.813E-01, 4.382E-01, 3.461E-01, 4.128E-01, 4.527E-01, 7.393E-02, 3.796E-02, 5.197E-02, 1.045E-01, 5.366E-02, 7.346E-02, 4.847E-02, 1.991E-02, 2.517E-02
-3.047E-01, 7.153E-01, 5.985E-01, 7.107E-01, 4.522E-01, 1.922E-01, 1.233E-01, 8.352E-02, 4.362E-02, 4.513E-02, 1.181E-01, 6.166E-02, 6.379E-02, 4.539E-01, 4.686E-01, 4.526E-01, 3.538E-01, 4.278E-01, 4.832E-01, 7.809E-02, 4.292E-02, 5.877E-02, 1.104E-01, 6.067E-02, 8.308E-02, 5.865E-02, 2.980E-02, 3.440E-02
-2.891E-01, 8.164E-01, 7.052E-01, 7.953E-01, 4.930E-01, 2.028E-01, 1.174E-01, 9.341E-02, 5.164E-02, 5.230E-02, 1.320E-01, 7.299E-02, 7.392E-02, 4.846E-01, 4.858E-01, 4.897E-01, 3.569E-01, 4.420E-01, 5.035E-01, 8.430E-02, 4.809E-02, 6.421E-02, 1.192E-01, 6.798E-02, 9.076E-02, 6.995E-02, 3.713E-02, 4.330E-02
-2.734E-01, 9.195E-01, 8.318E-01, 9.359E-01, 5.237E-01, 2.065E-01, 1.103E-01, 1.044E-01, 6.062E-02, 5.890E-02, 1.475E-01, 8.569E-02, 8.325E-02, 4.805E-01, 4.703E-01, 5.608E-01, 3.709E-01, 4.567E-01, 5.162E-01, 9.085E-02, 5.328E-02, 6.824E-02, 1.284E-01, 7.530E-02, 9.645E-02, 8.157E-02, 4.844E-02, 5.394E-02
-2.578E-01, 9.690E-01, 9.868E-01, 1.097E+00, 5.342E-01, 2.028E-01, 1.154E-01, 1.118E-01, 6.811E-02, 6.298E-02, 1.580E-01, 9.627E-02, 8.902E-02, 5.196E-01, 5.043E-01, 5.860E-01, 3.916E-01, 4.687E-01, 5.259E-01, 9.697E-02, 5.979E-02, 7.049E-02, 1.371E-01, 8.450E-02, 9.963E-02, 8.854E-02, 6.330E-02, 6.673E-02
-2.422E-01, 1.008E+00, 1.112E+00, 1.255E+00, 5.360E-01, 2.048E-01, 1.111E-01, 1.165E-01, 7.082E-02, 6.643E-02, 1.646E-01, 1.001E-01, 9.390E-02, 5.865E-01, 5.396E-01, 6.500E-01, 4.096E-01, 4.683E-01, 5.294E-01, 9.866E-02, 6.363E-02, 7.150E-02, 1.395E-01, 8.995E-02, 1.011E-01, 9.453E-02, 7.188E-02, 7.967E-02
-2.266E-01, 1.083E+00, 1.242E+00, 1.370E+00, 5.415E-01, 2.078E-01, 9.226E-02, 1.268E-01, 7.346E-02, 7.100E-02, 1.792E-01, 1.038E-01, 1.004E-01, 6.358E-01, 6.065E-01, 6.721E-01, 4.068E-01, 4.571E-01, 5.307E-01, 1.004E-01, 6.898E-02, 7.599E-02, 1.419E-01, 9.750E-02, 1.074E-01, 1.062E-01, 8.258E-02, 8.965E-02
-2.109E-01, 1.138E+00, 1.397E+00, 1.590E+00, 5.511E-01, 1.968E-01, 7.109E-02, 1.409E-01, 8.015E-02, 7.536E-02, 1.992E-01, 1.133E-01, 1.065E-01, 6.796E-01, 6.531E-01, 7.019E-01, 3.858E-01, 4.549E-01, 5.398E-01, 1.040E-01, 7.551E-02, 8.141E-02, 1.470E-01, 1.067E-01, 1.151E-01, 1.203E-01, 9.783E-02, 1.077E-01
-1.953E-01, 1.140E+00, 1.524E+00, 1.768E+00, 5.599E-01, 1.861E-01, 5.412E-02, 1.516E-01, 8.652E-02, 7.859E-02, 2.143E-01, 1.223E-01, 1.111E-01, 7.278E-01, 7.130E-01, 7.801E-01, 3.680E-01, 4.619E-01, 5.508E-01, 1.079E-01, 8.149E-02, 8.678E-02, 1.525E-01, 1.152E-01, 1.227E-01, 1.276E-01, 1.108E-01, 1.229E-01
-1.797E-01, 1.170E+00, 1.679E+00, 1.929E+00, 5.657E-01, 1.763E-01, 4.826E-02, 1.671E-01, 9.636E-02, 8.153E-02, 2.362E-01, 1.362E-01, 1.152E-01, 7.448E-01, 8.133E-01, 8.516E-01, 3.531E-01, 4.561E-01, 5.505E-01, 1.105E-01, 9.012E-02, 9.241E-02, 1.562E-01, 1.274E-01, 1.306E-01, 1.376E-01, 1.321E-01, 1.363E-01
-1.641E-01, 1.193E+00, 1.841E+00, 2.150E+00, 5.573E-01, 1.687E-01, 4.057E-02, 1.849E-01, 1.090E-01, 8.888E-02, 2.614E-01, 1.541E-01, 1.256E-01, 7.662E-01, 8.925E-01, 9.080E-01, 3.521E-01, 4.673E-01, 5.454E-01, 1.138E-01, 9.921E-02, 1.003E-01, 1.608E-01, 1.402E-01, 1.418E-01, 1.492E-01, 1.566E-01, 1.586E-01
-1.484E-01, 1.233E+00, 1.947E+00, 2.318E+00, 5.512E-01, 1.679E-01, 3.779E-02, 2.060E-01, 1.219E-01, 9.606E-02, 2.912E-01, 1.723E-01, 1.358E-01, 7.827E-01, 1.004E+00, 9.953E-01, 3.541E-01, 4.828E-01, 5.395E-01, 1.179E-01, 1.088E-01, 1.056E-01, 1.666E-01, 1.537E-01, 1.493E-01, 1.636E-01, 1.812E-01, 1.794E-01
-1.328E-01, 1.275E+00, 2.092E+00, 2.458E+00, 5.500E-01, 1.575E-01, 4.857E-02, 2.315E-01, 1.384E-01, 1.055E-01, 3.273E-01, 1.956E-01, 1.491E-01, 7.929E-01, 1.053E+00, 1.080E+00, 3.422E-01, 4.879E-01, 5.235E-01, 1.266E-01, 1.199E-01, 1.093E-01, 1.789E-01, 1.695E-01, 1.545E-01, 1.796E-01, 2.093E-01, 2.035E-01
-1.172E-01, 1.306E+00, 2.233E+00, 2.617E+00, 5.533E-01, 1.445E-01, 5.427E-02, 2.550E-01, 1.573E-01, 1.177E-01, 3.604E-01, 2.223E-01, 1.664E-01, 7.919E-01, 1.114E+00, 1.129E+00, 3.316E-01, 4.596E-01, 5.056E-01, 1.324E-01, 1.272E-01, 1.143E-01, 1.872E-01, 1.797E-01, 1.616E-01, 1.923E-01, 2.406E-01, 2.316E-01
-1.016E-01, 1.383E+00, 2.385E+00, 2.821E+00, 5.507E-01, 1.463E-01, 5.056E-02, 2.927E-01, 1.797E-01, 1.349E-01, 4.137E-01, 2.540E-01, 1.907E-01, 8.142E-01, 1.200E+00, 1.182E+00, 3.300E-01, 4.314E-01, 4.941E-01, 1.431E-01, 1.346E-01, 1.174E-01, 2.023E-01, 1.902E-01, 1.660E-01, 2.145E-01, 2.799E-01, 2.733E-01
-8.594E-02, 1.481E+00, 2.536E+00, 2.977E+00, 5.058E-01, 1.523E-01, 5.029E-02, 3.431E-01, 2.075E-01, 1.514E-01, 4.850E-01, 2.933E-01, 2.141E-01, 8.278E-01, 1.249E+00, 1.263E+00, 3.398E-01, 4.190E-01, 4.850E-01, 1.550E-01, 1.397E-01, 1.176E-01, 2.191E-01, 1.975E-01, 1.662E-01, 2.436E-01, 3.217E-01, 3.125E-01
-7.031E-02, 1.524E+00, 2.710E+00, 3.175E+00, 4.268E-01, 1.485E-01, 5.048E-02, 3.863E-01, 2.424E-01, 1.729E-01, 5.460E-01, 3.427E-01, 2.444E-01, 7.839E-01, 1.349E+00, 1.377E+00, 3.615E-01, 4.078E-01, 4.725E-01, 1.524E-01, 1.442E-01, 1.175E-01, 2.154E-01, 2.038E-01, 1.661E-01, 2.592E-01, 3.731E-01, 3.634E-01
-5.469E-02, 1.545E+00, 2.866E+00, 3.411E+00, 3.293E-01, 1.326E-01, 4.440E-02, 4.169E-01, 2.791E-01, 2.013E-01, 5.893E-01, 3.945E-01, 2.845E-01, 7.128E-01, 1.420E+00, 1.536E+00, 3.733E-01, 4.080E-01, 4.589E-01, 1.421E-01, 1.468E-01, 1.227E-01, 2.008E-01, 2.074E-01, 1.734E-01, 2.685E-01, 4.215E-01, 4.265E-01
-3.906E-02, 1.505E+00, 3.008E+00, 3.626E+00, 2.182E-01, 8.969E-02, 2.829E-02, 4.228E-01, 3.119E-01, 2.317E-01, 5.975E-01, 4.409E-01, 3.275E-01, 6.804E-01, 1.387E+00, 1.608E+00, 3.793E-01, 4.036E-01, 4.476E-01, 1.285E-01, 1.370E-01, 1.257E-01, 1.817E-01, 1.936E-01, 1.777E-01, 2.644E-01, 4.614E-01, 4.869E-01
-2.344E-02, 1.478E+00, 3.080E+00, 3.792E+00, 1.245E-01, 3.852E-02, 1.262E-02, 4.187E-01, 3.367E-01, 2.554E-01, 5.918E-01, 4.758E-01, 3.611E-01, 6.296E-01, 1.345E+00, 1.633E+00, 3.884E-01, 4.005E-01, 4.387E-01, 1.139E-01, 1.260E-01, 1.265E-01, 1.610E-01, 1.780E-01, 1.788E-01, 2.587E-01, 4.865E-01, 5.322E-01
-7.812E-03, 1.469E+00, 3.110E+00, 3.842E+00, 6.049E-02, 4.167E-03,-9.182E-04, 4.201E-01, 3.426E-01, 2.667E-01, 5.937E-01, 4.843E-01, 3.769E-01, 6.291E-01, 1.324E+00, 1.685E+00, 3.983E-01, 3.969E-01, 4.303E-01, 1.081E-01, 1.214E-01, 1.286E-01, 1.528E-01, 1.715E-01, 1.818E-01, 2.568E-01, 4.940E-01, 5.503E-01
 7.812E-03, 1.459E+00, 3.110E+00, 3.829E+00,-6.092E-02,-3.169E-02,-1.605E-02, 4.207E-01, 3.416E-01, 2.644E-01, 5.946E-01, 4.828E-01, 3.738E-01, 6.525E-01, 1.324E+00, 1.640E+00, 3.983E-01, 4.275E-01, 4.508E-01, 1.103E-01, 1.203E-01, 1.243E-01, 1.558E-01, 1.701E-01, 1.757E-01, 2.555E-01, 4.932E-01, 5.453E-01
 2.344E-02, 1.495E+00, 3.111E+00, 3.773E+00,-1.193E-01,-6.123E-02,-1.533E-02, 4.302E-01, 3.344E-01, 2.520E-01, 6.081E-01, 4.727E-01, 3.562E-01, 6.426E-01, 1.310E+00, 1.556E+00, 3.779E-01, 4.012E-01, 4.323E-01, 1.107E-01, 1.204E-01, 1.200E-01, 1.564E-01, 1.702E-01, 1.696E-01, 2.628E-01, 4.885E-01, 5.236E-01
 3.906E-02, 1.544E+00, 3.072E+00, 3.635E+00,-2.477E-01,-1.250E-01,-2.006E-02, 4.335E-01, 3.159E-01, 2.321E-01, 6.127E-01, 4.465E-01, 3.281E-01, 6.327E-01, 1.316E+00, 1.517E+00, 3.585E-01, 3.771E-01, 4.469E-01, 1.199E-01, 1.288E-01, 1.220E-01, 1.694E-01, 1.820E-01, 1.724E-01, 2.712E-01, 4.703E-01, 4.835E-01
 5.469E-02, 1.542E+00, 2.909E+00, 3.415E+00,-3.719E-01,-1.699E-01,-3.365E-02, 4.234E-01, 2.813E-01, 2.069E-01, 5.985E-01, 3.976E-01, 2.924E-01, 6.571E-01, 1.297E+00, 1.408E+00, 3.375E-01, 3.621E-01, 4.484E-01, 1.301E-01, 1.366E-01, 1.225E-01, 1.838E-01, 1.931E-01, 1.731E-01, 2.692E-01, 4.236E-01, 4.267E-01
 7.031E-02, 1.551E+00, 2.780E+00, 3.263E+00,-4.611E-01,-1.812E-01,-4.338E-02, 4.003E-01, 2.508E-01, 1.843E-01, 5.657E-01, 3.545E-01, 2.606E-01, 6.978E-01, 1.247E+00, 1.294E+00, 3.244E-01, 3.544E-01, 4.573E-01, 1.326E-01, 1.433E-01, 1.236E-01, 1.874E-01, 2.025E-01, 1.748E-01, 2.659E-01, 3.827E-01, 3.807E-01
 8.594E-02, 1.541E+00, 2.664E+00, 3.095E+00,-5.098E-01,-1.816E-01,-4.555E-02, 3.671E-01, 2.240E-01, 1.644E-01, 5.189E-01, 3.166E-01, 2.323E-01, 7.563E-01, 1.205E+00, 1.285E+00, 3.113E-01, 3.489E-01, 4.652E-01, 1.368E-01, 1.429E-01, 1.258E-01, 1.934E-01, 2.020E-01, 1.779E-01, 2.561E-01, 3.464E-01, 3.377E-01
 1.016E-01, 1.498E+00, 2.513E+00, 2.954E+00,-5.355E-01,-1.821E-01,-4.731E-02, 3.293E-01, 1.988E-01, 1.490E-01, 4.654E-01, 2.810E-01, 2.106E-01, 7.812E-01, 1.191E+00, 1.250E+00, 3.018E-01, 3.627E-01, 4.640E-01, 1.388E-01, 1.418E-01, 1.263E-01, 1.962E-01, 2.004E-01, 1.786E-01, 2.390E-01, 3.069E-01, 3.032E-01
 1.172E-01, 1.439E+00, 2.375E+00, 2.797E+00,-5.572E-01,-1.853E-01,-5.025E-02, 2.904E-01, 1.750E-01, 1.337E-01, 4.104E-01, 2.474E-01, 1.890E-01, 7.905E-01, 1.125E+00, 1.162E+00, 3.014E-01, 3.903E-01, 4.563E-01, 1.342E-01, 1.370E-01, 1.226E-01, 1.897E-01, 1.936E-01, 1.733E-01, 2.184E-01, 2.693E-01, 2.667E-01
 1.328E-01, 1.387E+00, 2.211E+00, 2.571E+00,-5.811E-01,-1.880E-01,-5.485E-02, 2.583E-01, 1.513E-01, 1.165E-01, 3.651E-01, 2.139E-01, 1.646E-01, 7.925E-01, 1.078E+00, 1.070E+00, 3.048E-01, 4.061E-01, 4.637E-01, 1.297E-01, 1.267E-01, 1.127E-01, 1.834E-01, 1.791E-01, 1.593E-01, 2.007E-01, 2.307E-01, 2.245E-01
 1.484E-01, 1.357E+00, 2.058E+00, 2.367E+00,-6.049E-01,-1.882E-01,-6.107E-02, 2.327E-01, 1.318E-01, 1.046E-01, 3.289E-01, 1.863E-01, 1.478E-01, 7.822E-01, 9.746E-01, 9.633E-01, 3.194E-01, 4.089E-01, 4.723E-01, 1.263E-01, 1.168E-01, 1.057E-01, 1.785E-01, 1.651E-01, 1.494E-01, 1.867E-01, 1.963E-01, 1.936E-01
 1.641E-01, 1.332E+00, 1.909E+00, 2.163E+00,-6.069E-01,-1.901E-01,-7.099E-02, 2.117E-01, 1.169E-01, 9.276E-02, 2.992E-01, 1.653E-01, 1.311E-01, 7.569E-01, 8.555E-01, 8.986E-01, 3.379E-01, 4.085E-01, 4.770E-01, 1.245E-01, 1.102E-01, 9.711E-02, 1.760E-01, 1.557E-01, 1.373E-01, 1.732E-01, 1.671E-01, 1.661E-01
 1.797E-01, 1.309E+00, 1.726E+00, 1.941E+00,-6.028E-01,-1.915E-01,-9.111E-02, 1.937E-01, 1.021E-01, 8.369E-02, 2.738E-01, 1.443E-01, 1.183E-01, 7.193E-01, 8.048E-01, 8.144E-01, 3.555E-01, 4.219E-01, 4.867E-01, 1.205E-01, 1.016E-01, 8.861E-02, 1.703E-01, 1.436E-01, 1.252E-01, 1.615E-01, 1.385E-01, 1.404E-01
 1.953E-01, 1.301E+00, 1.581E+00, 1.779E+00,-6.173E-01,-1.884E-01,-1.126E-01, 1.788E-01, 9.127E-02, 7.999E-02, 2.528E-01, 1.290E-01, 1.131E-01, 6.708E-01, 7.344E-01, 7.222E-01, 3.758E-01, 4.451E-01, 4.878E-01, 1.206E-01, 9.026E-02, 8.515E-02, 1.705E-01, 1.276E-01, 1.204E-01, 1.514E-01, 1.196E-01, 1.243E-01
 2.109E-01, 1.248E+00, 1.406E+00, 1.530E+00,-6.240E-01,-1.830E-01,-1.192E-01, 1.606E-01, 8.253E-02, 7.426E-02, 2.269E-01, 1.166E-01, 1.050E-01, 6.739E-01, 6.416E-01, 6.799E-01, 3.883E-01, 4.507E-01, 4.868E-01, 1.230E-01, 8.054E-02, 8.047E-02, 1.739E-01, 1.138E-01, 1.137E-01, 1.363E-01, 1.001E-01, 1.011E-01
 2.266E-01, 1.170E+00, 1.244E+00, 1.330E+00,-6.095E-01,-1.894E-01,-1.167E-01, 1.420E-01, 7.722E-02, 6.850E-02, 2.007E-01, 1.092E-01, 9.683E-02, 6.357E-01, 5.643E-01, 6.278E-01, 3.871E-01, 4.442E-01, 4.828E-01, 1.170E-01, 7.304E-02, 7.427E-02, 1.654E-01, 1.032E-01, 1.050E-01, 1.192E-01, 8.507E-02, 8.336E-02
 2.422E-01, 1.082E+00, 1.072E+00, 1.135E+00,-5.817E-01,-2.052E-01,-1.269E-01, 1.249E-01, 6.890E-02, 6.172E-02, 1.766E-01, 9.739E-02, 8.725E-02, 5.818E-01, 5.470E-01, 5.902E-01, 3.839E-01, 4.395E-01, 4.835E-01, 1.068E-01, 6.588E-02, 6.878E-02, 1.509E-01, 9.311E-02, 9.722E-02, 1.023E-01, 6.884E-02, 6.722E-02
 2.578E-01, 9.754E-01, 8.977E-01, 9.233E-01,-5.525E-01,-2.165E-01,-1.432E-01, 1.100E-01, 5.976E-02, 5.465E-02, 1.555E-01, 8.447E-02, 7.724E-02, 5.547E-01, 5.074E-01, 5.233E-01, 3.844E-01, 4.417E-01, 4.781E-01, 9.817E-02, 6.012E-02, 6.392E-02, 1.388E-01, 8.497E-02, 9.034E-02, 8.832E-02, 5.441E-02, 4.985E-02
 2.734E-01, 8.960E-01, 7.615E-01, 8.166E-01,-5.292E-01,-2.196E-01,-1.433E-01, 9.892E-02, 5.119E-02, 4.849E-02, 1.398E-01, 7.236E-02, 6.854E-02, 5.153E-01, 5.008E-01, 4.776E-01, 3.724E-01, 4.343E-01, 4.587E-01, 9.329E-02, 5.445E-02, 6.087E-02, 1.319E-01, 7.697E-02, 8.603E-02, 7.709E-02, 4.248E-02, 3.977E-02
 2.891E-01, 8.065E-01, 6.209E-01, 6.820E-01,-4.987E-01,-2.163E-01,-1.372E-01, 8.748E-02, 4.504E-02, 4.114E-02, 1.236E-01, 6.366E-02, 5.815E-02, 4.866E-01, 4.858E-01, 4.527E-01, 3.562E-01, 4.016E-01, 4.300E-01, 8.583E-02, 4.980E-02, 5.628E-02, 1.213E-01, 7.039E-02, 7.955E-02, 6.573E-02, 3.086E-02, 2.820E-02
 3.047E-01, 7.302E-01, 5.169E-01, 5.405E-01,-4.573E-01,-2.152E-01,-1.393E-01, 7.926E-02, 3.766E-02, 3.355E-02, 1.120E-01, 5.323E-02, 4.742E-02, 4.233E-01, 4.446E-01, 4.140E-01, 3.543E-01, 3.748E-01, 3.960E-01, 7.667E-02, 4.748E-02, 4.882E-02, 1.084E-01, 6.711E-02, 6.900E-02, 5.715E-02, 2.303E-02, 1.842E-02
 3.203E-01, 6.119E-01, 4.253E-01, 4.460E-01,-4.130E-01,-2.036E-01,-1.493E-01, 6.912E-02, 3.111E-02, 2.616E-02, 9.770E-02, 4.397E-02, 3.697E-02, 3.811E-01, 4.034E-01, 3.918E-01, 3.552E-01, 3.657E-01, 3.659E-01, 7.046E-02, 4.223E-02, 3.989E-02, 9.959E-02, 5.969E-02, 5.638E-02, 4.483E-02, 1.659E-02, 1.346E-02
 3.359E-01, 5.214E-01, 3.535E-01, 3.914E-01,-3.821E-01,-1.765E-01,-1.575E-01, 6.160E-02, 2.676E-02, 2.089E-02, 8.706E-02, 3.783E-02, 2.952E-02, 4.039E-01, 3.501E-01, 3.614E-01, 3.497E-01, 3.575E-01, 3.348E-01, 6.813E-02, 3.817E-02, 3.545E-02, 9.630E-02, 5.395E-02, 5.010E-02, 3.775E-02, 1.221E-02, 9.985E-03
 3.516E-01, 4.490E-01, 2.906E-01, 2.740E-01,-3.543E-01,-1.573E-01,-1.589E-01, 5.584E-02, 2.345E-02, 1.506E-02, 7.893E-02, 3.315E-02, 2.129E-02, 4.186E-01, 2.957E-01, 3.264E-01, 3.407E-01, 3.429E-01, 3.074E-01, 6.752E-02, 3.562E-02, 2.947E-02, 9.544E-02, 5.034E-02, 4.166E-02, 3.237E-02, 9.651E-03, 6.450E-03
 3.672E-01, 3.415E-01, 2.340E-01, 2.278E-01,-3.222E-01,-1.486E-01,-1.601E-01, 4.727E-02, 1.971E-02, 1.104E-02, 6.682E-02, 2.785E-02, 1.560E-02, 3.767E-01, 2.920E-01, 2.805E-01, 3.188E-01, 3.260E-01, 2.850E-01, 6.192E-02, 3.238E-02, 2.391E-02, 8.752E-02, 4.577E-02, 3.380E-02, 2.337E-02, 7.401E-03, 4.139E-03
 3.828E-01, 2.364E-01, 1.912E-01, 1.548E-01,-2.838E-01,-1.493E-01,-1.575E-01, 3.604E-02, 1.536E-02, 8.133E-03, 5.094E-02, 2.170E-02, 1.150E-02, 3.017E-01, 2.828E-01, 2.190E-01, 3.073E-01, 3.072E-01, 2.574E-01, 5.165E-02, 2.884E-02, 1.896E-02, 7.301E-02, 4.077E-02, 2.680E-02, 1.400E-02, 6.248E-03, 1.954E-03
 3.984E-01, 1.427E-01, 1.315E-01, 1.302E-01,-2.520E-01,-1.493E-01,-1.570E-01, 2.658E-02, 1.137E-02, 5.030E-03, 3.756E-02, 1.607E-02, 7.109E-03, 2.551E-01, 2.590E-01, 2.279E-01, 2.980E-01, 2.860E-01, 2.334E-01, 4.218E-02, 2.421E-02, 1.323E-02, 5.962E-02, 3.422E-02, 1.870E-02, 8.523E-03, 4.235E-03, 1.192E-03
 4.141E-01, 5.664E-02, 1.100E-01, 1.042E-01,-2.407E-01,-1.486E-01,-1.515E-01, 1.670E-02, 7.382E-03, 3.111E-03, 2.361E-02, 1.043E-02, 4.397E-03, 2.377E-01, 2.416E-01, 2.073E-01, 2.699E-01, 2.651E-01, 2.165E-01, 3.092E-02, 1.826E-02, 1.036E-02, 4.370E-02, 2.581E-02, 1.464E-02, 3.545E-03, 2.431E-03, 1.031E-03
 4.297E-01,-1.160E-02, 6.865E-02, 9.130E-02,-2.358E-01,-1.504E-01,-1.417E-01, 7.789E-03, 4.608E-03, 2.142E-03, 1.101E-02, 6.513E-03, 3.027E-03, 1.917E-01, 2.159E-01, 1.956E-01, 2.365E-01, 2.392E-01, 2.018E-01, 1.895E-02, 1.321E-02, 8.593E-03, 2.678E-02, 1.867E-02, 1.215E-02, 4.877E-04, 1.532E-03, 7.273E-04
