m,m/s,m/s,m/s,m/s,m/s,m/s,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,m/s,m/s,m/s,m/s,m/s,m/s,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/s/m2,kg/s/m2,kg/s/m2
-1.719E-01, 1.192E+00, 1.695E+00, 1.893E+00, 5.604E-01, 2.224E-01, 1.462E-01, 1.681E-01, 9.825E-02, 7.465E-02, 2.376E-01, 1.389E-01, 1.055E-01, 7.120E-01, 7.802E-01, 8.897E-01, 2.867E-01, 3.324E-01, 3.482E-01, 1.167E-01, 8.383E-02, 7.450E-02, 1.649E-01, 1.185E-01, 1.053E-01, 1.467E-01, 1.447E-01, 1.387E-01
-1.406E-01, 1.369E+00, 2.044E+00, 2.422E+00, 5.897E-01, 2.404E-01, 1.511E-01, 2.180E-01, 1.362E-01, 1.023E-01, 3.081E-01, 1.925E-01, 1.446E-01, 7.161E-01, 8.536E-01, 9.365E-01, 2.730E-01, 3.069E-01, 3.611E-01, 1.228E-01, 9.942E-02, 8.772E-02, 1.735E-01, 1.405E-01, 1.240E-01, 1.888E-01, 2.122E-01, 2.106E-01
-1.094E-01, 1.553E+00, 2.440E+00, 2.899E+00, 5.934E-01, 2.801E-01, 1.568E-01, 2.829E-01, 1.881E-01, 1.420E-01, 3.999E-01, 2.659E-01, 2.008E-01, 7.053E-01, 9.357E-01, 1.073E+00, 2.787E-01, 2.969E-01, 3.636E-01, 1.221E-01, 1.081E-01, 9.749E-02, 1.726E-01, 1.528E-01, 1.378E-01, 2.407E-01, 2.996E-01, 3.056E-01
-7.812E-02, 1.689E+00, 2.894E+00, 3.479E+00, 5.058E-01, 2.968E-01, 1.554E-01, 3.558E-01, 2.607E-01, 1.980E-01, 5.029E-01, 3.685E-01, 2.799E-01, 6.446E-01, 9.411E-01, 1.108E+00, 2.929E-01, 2.996E-01, 3.706E-01, 1.307E-01, 1.035E-01, 9.818E-02, 1.848E-01, 1.463E-01, 1.388E-01, 2.862E-01, 4.126E-01, 4.333E-01
-4.688E-02, 1.760E+00, 3.204E+00, 3.974E+00, 3.307E-01, 2.228E-01, 1.259E-01, 4.067E-01, 3.293E-01, 2.565E-01, 5.748E-01, 4.654E-01, 3.626E-01, 5.519E-01, 9.228E-01, 1.133E+00, 3.253E-01, 3.213E-01, 3.913E-01, 1.280E-01, 9.913E-02, 9.014E-02, 1.810E-01, 1.401E-01, 1.274E-01, 3.123E-01, 5.015E-01, 5.560E-01
-1.562E-02, 1.727E+00, 3.243E+00, 4.168E+00, 1.477E-01, 1.095E-01, 7.534E-02, 4.097E-01, 3.473E-01, 2.883E-01, 5.791E-01, 4.909E-01, 4.075E-01, 4.604E-01, 8.488E-01, 1.040E+00, 3.470E-01, 3.441E-01, 4.020E-01, 1.062E-01, 8.994E-02, 8.132E-02, 1.501E-01, 1.271E-01, 1.149E-01, 3.080E-01, 5.180E-01, 6.117E-01
 1.562E-02, 1.682E+00, 3.196E+00, 4.146E+00,-7.446E-02,-4.832E-02,-8.946E-03, 3.941E-01, 3.387E-01, 2.879E-01, 5.570E-01, 4.787E-01, 4.070E-01, 4.400E-01, 8.221E-01, 9.969E-01, 3.589E-01, 3.897E-01, 4.485E-01, 9.434E-02, 8.667E-02, 7.965E-02, 1.333E-01, 1.225E-01, 1.126E-01, 2.968E-01, 5.067E-01, 6.079E-01
 4.688E-02, 1.783E+00, 3.189E+00, 4.046E+00,-1.903E-01,-1.180E-01,-4.800E-02, 4.006E-01, 3.230E-01, 2.665E-01, 5.662E-01, 4.565E-01, 3.767E-01, 4.781E-01, 8.322E-01, 9.904E-01, 3.459E-01, 3.588E-01, 4.125E-01, 1.049E-01, 9.795E-02, 9.048E-02, 1.483E-01, 1.384E-01, 1.279E-01, 3.128E-01, 4.940E-01, 5.730E-01
 7.812E-02, 1.773E+00, 2.980E+00, 3.658E+00,-3.970E-01,-2.157E-01,-1.060E-01, 3.704E-01, 2.760E-01, 2.198E-01, 5.235E-01, 3.901E-01, 3.107E-01, 5.805E-01, 9.076E-01, 1.039E+00, 3.369E-01, 3.399E-01, 3.939E-01, 1.253E-01, 1.199E-01, 1.064E-01, 1.771E-01, 1.695E-01, 1.503E-01, 3.011E-01, 4.310E-01, 4.744E-01
 1.094E-01, 1.652E+00, 2.606E+00, 3.178E+00,-5.336E-01,-2.477E-01,-1.152E-01, 3.011E-01, 2.141E-01, 1.722E-01, 4.256E-01, 3.027E-01, 2.434E-01, 6.784E-01, 9.156E-01, 1.028E+00, 3.075E-01, 3.408E-01, 3.869E-01, 1.360E-01, 1.276E-01, 1.124E-01, 1.922E-01, 1.803E-01, 1.588E-01, 2.594E-01, 3.365E-01, 3.652E-01
 1.406E-01, 1.454E+00, 2.248E+00, 2.705E+00,-5.937E-01,-2.464E-01,-9.422E-02, 2.323E-01, 1.636E-01, 1.302E-01, 3.283E-01, 2.312E-01, 1.841E-01, 7.149E-01, 8.765E-01, 9.881E-01, 2.869E-01, 3.318E-01, 3.582E-01, 1.372E-01, 1.217E-01, 1.040E-01, 1.940E-01, 1.720E-01, 1.470E-01, 2.045E-01, 2.552E-01, 2.706E-01
 1.719E-01, 1.260E+00, 1.874E+00, 2.200E+00,-6.004E-01,-2.148E-01,-8.621E-02, 1.766E-01, 1.179E-01, 9.500E-02, 2.496E-01, 1.666E-01, 1.343E-01, 6.995E-01, 7.496E-01, 8.741E-01, 2.826E-01, 3.012E-01, 3.341E-01, 1.226E-01, 9.820E-02, 8.511E-02, 1.733E-01, 1.388E-01, 1.203E-01, 1.567E-01, 1.768E-01, 1.841E-01
 2.031E-01, 1.095E+00, 1.456E+00, 1.715E+00,-5.747E-01,-1.959E-01,-9.974E-02, 1.356E-01, 8.349E-02, 7.034E-02, 1.916E-01, 1.180E-01, 9.943E-02, 6.352E-01, 6.649E-01, 7.504E-01, 2.625E-01, 2.927E-01, 3.280E-01, 1.067E-01, 7.677E-02, 6.847E-02, 1.508E-01, 1.085E-01, 9.678E-02, 1.188E-01, 1.137E-01, 1.207E-01
 2.344E-01, 9.137E-01, 1.104E+00, 1.276E+00,-5.272E-01,-2.047E-01,-1.199E-01, 1.028E-01, 5.983E-02, 5.051E-02, 1.453E-01, 8.456E-02, 7.140E-02, 5.938E-01, 5.616E-01, 6.425E-01, 2.520E-01, 2.894E-01, 3.214E-01, 9.133E-02, 6.037E-02, 5.317E-02, 1.291E-01, 8.533E-02, 7.515E-02, 8.531E-02, 7.104E-02, 7.470E-02
 2.656E-01, 7.169E-01, 7.979E-01, 8.729E-01,-4.626E-01,-1.964E-01,-1.277E-01, 7.618E-02, 4.316E-02, 3.599E-02, 1.077E-01, 6.100E-02, 5.087E-02, 4.926E-01, 4.509E-01, 5.311E-01, 2.597E-01, 2.829E-01, 3.088E-01, 7.186E-02, 4.749E-02, 4.441E-02, 1.016E-01, 6.713E-02, 6.276E-02, 5.575E-02, 4.245E-02, 4.152E-02
 2.969E-01, 5.039E-01, 5.368E-01, 5.852E-01,-3.802E-01,-1.976E-01,-1.247E-01, 5.386E-02, 3.051E-02, 2.313E-02, 7.613E-02, 4.312E-02, 3.270E-02, 4.030E-01, 4.224E-01, 4.304E-01, 2.606E-01, 2.829E-01, 2.707E-01, 5.323E-02, 3.842E-02, 3.323E-02, 7.524E-02, 5.431E-02, 4.697E-02, 3.105E-02, 2.424E-02, 2.106E-02
 3.281E-01, 3.321E-01, 3.247E-01, 3.460E-01,-3.122E-01,-1.804E-01,-1.234E-01, 3.696E-02, 1.975E-02, 1.208E-02, 5.225E-02, 2.792E-02, 1.707E-02, 3.781E-01, 3.270E-01, 3.561E-01, 2.522E-01, 2.540E-01, 2.377E-01, 4.172E-02, 2.831E-02, 1.968E-02, 5.897E-02, 4.001E-02, 2.782E-02, 1.840E-02, 1.026E-02, 8.522E-03
 3.594E-01, 1.680E-01, 1.666E-01, 2.320E-01,-2.713E-01,-1.547E-01,-1.184E-01, 2.681E-02, 1.175E-02, 7.240E-03, 3.790E-02, 1.661E-02, 1.023E-02, 2.954E-01, 2.419E-01, 2.747E-01, 2.448E-01, 2.284E-01, 2.109E-01, 3.471E-02, 1.754E-02, 1.348E-02, 4.906E-02, 2.479E-02, 1.905E-02, 9.280E-03, 3.528E-03, 4.381E-03
 3.906E-01, 1.138E-01, 1.358E-01, 1.690E-01,-2.419E-01,-1.484E-01,-1.142E-01, 2.094E-02, 7.017E-03, 4.603E-03, 2.960E-02, 9.918E-03, 6.506E-03, 3.152E-01, 2.599E-01, 2.456E-01, 2.351E-01, 2.039E-01, 1.768E-01, 3.501E-02, 1.199E-02, 1.154E-02, 4.949E-02, 1.695E-02, 1.631E-02, 7.848E-03, 2.691E-03, 2.836E-03
 4.219E-01, 3.039E-02, 9.723E-02, 1.040E-01,-2.200E-01,-1.448E-01,-1.133E-01, 1.090E-02, 4.661E-03, 2.511E-03, 1.541E-02, 6.588E-03, 3.550E-03, 2.557E-01, 2.265E-01, 1.480E-01, 2.076E-01, 1.766E-01, 1.469E-01, 2.336E-02, 1.070E-02, 6.251E-03, 3.302E-02, 1.513E-02, 8.836E-03, 3.557E-03, 2.271E-03, 6.822E-04
 4.531E-01,-3.951E-02, 3.083E-02, 4.315E-02,-2.072E-01,-1.502E-01,-1.087E-01, 2.434E-03, 2.708E-03, 7.554E-04, 3.440E-03, 3.828E-03, 1.068E-03, 1.418E-01, 1.528E-01, 9.918E-02, 1.665E-01, 1.448E-01, 1.236E-01, 8.140E-03, 8.203E-03, 1.509E-03, 1.151E-02, 1.159E-02, 2.133E-03, 1.722E-05, 1.089E-03, 5.271E-05
 4.844E-01,-3.583E-02, 1.408E-02, 4.611E-02,-1.992E-01,-1.519E-01,-1.100E-01, 1.348E-04, 9.262E-04, 9.090E-05, 1.905E-04, 1.309E-03, 1.285E-04, 1.093E-01, 9.349E-02, 9.245E-02, 1.187E-01, 1.149E-01, 9.640E-02, 5.406E-04, 3.574E-03, 2.484E-04, 7.641E-04, 5.052E-03, 3.511E-04,-3.764E-05,-4.688E-05,-4.855E-07
