m,m/s,m/s,m/s,m/s,m/s,m/s,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,m/s,m/s,m/s,m/s,m/s,m/s,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/s/m2,kg/s/m2,kg/s/m2
-2.031E-01, 1.059E+00, 1.378E+00, 1.553E+00, 5.223E-01, 1.844E-01, 1.027E-01, 1.264E-01, 7.539E-02, 6.066E-02, 1.787E-01, 1.066E-01, 8.574E-02, 6.286E-01, 6.428E-01, 7.814E-01, 2.794E-01, 3.207E-01, 3.795E-01, 8.850E-02, 6.584E-02, 5.858E-02, 1.251E-01, 9.306E-02, 8.281E-02, 1.115E-01, 1.017E-01, 1.024E-01
-1.719E-01, 1.202E+00, 1.787E+00, 2.077E+00, 5.363E-01, 1.852E-01, 1.017E-01, 1.641E-01, 1.049E-01, 8.224E-02, 2.320E-01, 1.483E-01, 1.162E-01, 7.565E-01, 8.201E-01, 9.289E-01, 2.787E-01, 3.306E-01, 3.849E-01, 1.051E-01, 8.544E-02, 7.382E-02, 1.486E-01, 1.208E-01, 1.043E-01, 1.431E-01, 1.619E-01, 1.643E-01
-1.406E-01, 1.363E+00, 2.096E+00, 2.506E+00, 5.630E-01, 2.105E-01, 1.006E-01, 2.146E-01, 1.415E-01, 1.109E-01, 3.034E-01, 2.000E-01, 1.567E-01, 7.789E-01, 9.868E-01, 1.078E+00, 2.784E-01, 3.318E-01, 4.087E-01, 1.251E-01, 1.050E-01, 8.611E-02, 1.769E-01, 1.483E-01, 1.217E-01, 1.795E-01, 2.250E-01, 2.345E-01
-1.094E-01, 1.555E+00, 2.470E+00, 2.980E+00, 5.581E-01, 2.544E-01, 1.125E-01, 2.822E-01, 1.952E-01, 1.520E-01, 3.989E-01, 2.759E-01, 2.148E-01, 7.553E-01, 1.025E+00, 1.182E+00, 2.861E-01, 3.376E-01, 4.243E-01, 1.468E-01, 1.172E-01, 1.007E-01, 2.075E-01, 1.657E-01, 1.424E-01, 2.206E-01, 3.105E-01, 3.267E-01
-7.812E-02, 1.694E+00, 2.876E+00, 3.459E+00, 4.692E-01, 2.538E-01, 1.047E-01, 3.487E-01, 2.607E-01, 2.002E-01, 4.928E-01, 3.684E-01, 2.829E-01, 7.029E-01, 1.013E+00, 1.260E+00, 3.163E-01, 3.563E-01, 4.299E-01, 1.508E-01, 1.226E-01, 1.073E-01, 2.132E-01, 1.733E-01, 1.516E-01, 2.494E-01, 4.094E-01, 4.351E-01
-4.688E-02, 1.691E+00, 3.075E+00, 3.833E+00, 3.003E-01, 1.849E-01, 6.720E-02, 3.786E-01, 3.091E-01, 2.431E-01, 5.351E-01, 4.369E-01, 3.437E-01, 5.901E-01, 1.030E+00, 1.285E+00, 3.215E-01, 3.721E-01, 4.385E-01, 1.345E-01, 1.199E-01, 1.122E-01, 1.901E-01, 1.695E-01, 1.586E-01, 2.511E-01, 4.719E-01, 5.233E-01
-1.562E-02, 1.633E+00, 3.120E+00, 4.022E+00, 9.987E-02, 6.999E-02, 2.463E-02, 3.853E-01, 3.288E-01, 2.694E-01, 5.446E-01, 4.648E-01, 3.808E-01, 5.196E-01, 9.751E-01, 1.220E+00, 3.024E-01, 3.640E-01, 4.348E-01, 1.156E-01, 1.109E-01, 1.070E-01, 1.634E-01, 1.567E-01, 1.513E-01, 2.405E-01, 4.917E-01, 5.706E-01
 1.562E-02, 1.651E+00, 3.114E+00, 4.043E+00,-1.789E-01,-8.922E-02,-2.528E-02, 3.934E-01, 3.286E-01, 2.740E-01, 5.561E-01, 4.645E-01, 3.873E-01, 5.347E-01, 9.497E-01, 1.201E+00, 3.740E-01, 4.077E-01, 4.588E-01, 1.096E-01, 1.016E-01, 1.017E-01, 1.549E-01, 1.436E-01, 1.437E-01, 2.461E-01, 4.905E-01, 5.767E-01
 4.688E-02, 1.751E+00, 3.119E+00, 3.987E+00,-2.585E-01,-1.229E-01,-4.326E-02, 3.959E-01, 3.175E-01, 2.595E-01, 5.596E-01, 4.488E-01, 3.667E-01, 5.393E-01, 9.509E-01, 1.162E+00, 3.556E-01, 3.881E-01, 4.361E-01, 1.227E-01, 1.154E-01, 1.079E-01, 1.734E-01, 1.631E-01, 1.526E-01, 2.646E-01, 4.817E-01, 5.539E-01
 7.812E-02, 1.788E+00, 3.006E+00, 3.699E+00,-3.975E-01,-1.767E-01,-6.644E-02, 3.766E-01, 2.826E-01, 2.210E-01, 5.324E-01, 3.994E-01, 3.124E-01, 6.168E-01, 9.475E-01, 1.149E+00, 3.390E-01, 3.780E-01, 4.440E-01, 1.462E-01, 1.348E-01, 1.211E-01, 2.067E-01, 1.906E-01, 1.712E-01, 2.696E-01, 4.383E-01, 4.776E-01
 1.094E-01, 1.664E+00, 2.637E+00, 3.212E+00,-4.903E-01,-1.953E-01,-6.454E-02, 3.096E-01, 2.203E-01, 1.730E-01, 4.376E-01, 3.114E-01, 2.446E-01, 6.274E-01, 9.360E-01, 1.073E+00, 3.119E-01, 3.649E-01, 4.445E-01, 1.425E-01, 1.326E-01, 1.156E-01, 2.015E-01, 1.875E-01, 1.633E-01, 2.383E-01, 3.453E-01, 3.682E-01
 1.406E-01, 1.473E+00, 2.288E+00, 2.749E+00,-5.463E-01,-2.022E-01,-6.186E-02, 2.431E-01, 1.656E-01, 1.313E-01, 3.436E-01, 2.341E-01, 1.855E-01, 6.497E-01, 8.525E-01, 9.565E-01, 2.855E-01, 3.564E-01, 4.527E-01, 1.407E-01, 1.182E-01, 1.020E-01, 1.988E-01, 1.671E-01, 1.442E-01, 1.940E-01, 2.602E-01, 2.718E-01
 1.719E-01, 1.299E+00, 1.901E+00, 2.238E+00,-5.722E-01,-2.137E-01,-6.286E-02, 1.852E-01, 1.217E-01, 1.001E-01, 2.618E-01, 1.721E-01, 1.415E-01, 6.646E-01, 7.849E-01, 8.896E-01, 2.832E-01, 3.461E-01, 4.570E-01, 1.260E-01, 9.673E-02, 8.780E-02, 1.781E-01, 1.367E-01, 1.241E-01, 1.580E-01, 1.844E-01, 1.921E-01
 2.031E-01, 1.105E+00, 1.532E+00, 1.818E+00,-5.668E-01,-2.069E-01,-7.173E-02, 1.373E-01, 8.980E-02, 7.879E-02, 1.941E-01, 1.269E-01, 1.114E-01, 6.453E-01, 6.663E-01, 8.033E-01, 2.953E-01, 3.172E-01, 4.253E-01, 1.065E-01, 7.739E-02, 7.638E-02, 1.505E-01, 1.094E-01, 1.080E-01, 1.211E-01, 1.254E-01, 1.378E-01
 2.344E-01, 9.240E-01, 1.082E+00, 1.299E+00,-5.326E-01,-2.077E-01,-1.038E-01, 1.007E-01, 5.965E-02, 5.833E-02, 1.423E-01, 8.432E-02, 8.244E-02, 5.744E-01, 5.348E-01, 6.701E-01, 2.796E-01, 2.808E-01, 3.709E-01, 8.416E-02, 5.329E-02, 6.135E-02, 1.190E-01, 7.533E-02, 8.672E-02, 8.982E-02, 6.904E-02, 8.123E-02
 2.656E-01, 6.932E-01, 6.493E-01, 8.401E-01,-4.728E-01,-1.992E-01,-1.359E-01, 7.111E-02, 3.649E-02, 3.973E-02, 1.005E-01, 5.158E-02, 5.616E-02, 4.797E-01, 4.377E-01, 6.165E-01, 2.611E-01, 2.567E-01, 3.402E-01, 6.317E-02, 3.572E-02, 4.807E-02, 8.929E-02, 5.050E-02, 6.795E-02, 5.900E-02, 3.012E-02, 4.337E-02
 2.969E-01, 4.813E-01, 4.874E-01, 5.296E-01,-3.973E-01,-1.757E-01,-1.559E-01, 5.130E-02, 2.533E-02, 2.559E-02, 7.252E-02, 3.580E-02, 3.617E-02, 3.958E-01, 3.906E-01, 4.633E-01, 2.574E-01, 2.592E-01, 2.965E-01, 5.027E-02, 2.993E-02, 3.583E-02, 7.105E-02, 4.230E-02, 5.065E-02, 3.644E-02, 1.777E-02, 1.955E-02
 3.281E-01, 3.303E-01, 3.502E-01, 3.616E-01,-3.376E-01,-1.680E-01,-1.665E-01, 3.592E-02, 2.020E-02, 1.657E-02, 5.078E-02, 2.855E-02, 2.343E-02, 3.633E-01, 3.969E-01, 3.930E-01, 2.425E-01, 2.435E-01, 2.604E-01, 4.013E-02, 3.053E-02, 2.657E-02, 5.672E-02, 4.315E-02, 3.756E-02, 2.216E-02, 1.319E-02, 1.051E-02
 3.594E-01, 2.037E-01, 1.650E-01, 2.470E-01,-2.849E-01,-1.569E-01,-1.593E-01, 2.304E-02, 1.250E-02, 1.042E-02, 3.257E-02, 1.767E-02, 1.473E-02, 2.714E-01, 2.669E-01, 2.619E-01, 2.235E-01, 2.106E-01, 2.280E-01, 2.762E-02, 2.329E-02, 1.985E-02, 3.904E-02, 3.292E-02, 2.806E-02, 1.167E-02, 6.083E-03, 5.348E-03
 3.906E-01, 5.856E-02, 3.912E-02, 1.219E-01,-2.301E-01,-1.599E-01,-1.516E-01, 1.311E-02, 5.077E-03, 5.159E-03, 1.853E-02, 7.176E-03, 7.292E-03, 2.024E-01, 1.618E-01, 1.814E-01, 2.093E-01, 1.880E-01, 2.046E-01, 1.897E-02, 1.235E-02, 1.257E-02, 2.682E-02, 1.745E-02, 1.777E-02, 3.553E-03, 6.465E-04, 1.375E-03
 4.219E-01,-1.552E-02, 6.969E-03, 5.953E-02,-2.035E-01,-1.442E-01,-1.387E-01, 4.433E-03, 1.072E-03, 2.025E-03, 6.266E-03, 1.515E-03, 2.862E-03, 1.653E-01, 1.580E-01, 1.296E-01, 1.724E-01, 1.706E-01, 1.765E-01, 5.891E-03, 2.533E-03, 6.553E-03, 8.327E-03, 3.581E-03, 9.263E-03,-1.180E-04,-2.146E-04,-8.241E-05
 4.531E-01,-4.820E-02, 1.551E-03, 3.060E-02,-1.968E-01,-1.368E-01,-1.297E-01, 7.114E-04, 1.630E-04, 4.727E-04, 1.006E-03, 2.304E-04, 6.682E-04, 1.269E-01, 1.310E-01, 1.158E-01, 1.250E-01, 1.359E-01, 1.444E-01, 1.761E-03, 4.380E-04, 2.151E-03, 2.489E-03, 6.191E-04, 3.040E-03,-1.740E-04,-3.113E-05,-8.396E-05
 4.844E-01,-3.351E-02,-1.174E-03, 4.187E-02,-1.895E-01,-1.419E-01,-1.246E-01, 6.210E-05, 1.408E-05, 5.050E-05, 8.777E-05, 1.990E-05, 7.138E-05, 9.599E-02, 9.926E-02, 1.072E-01, 9.923E-02, 1.095E-01, 1.168E-01, 1.788E-04, 5.438E-05, 2.869E-04, 2.527E-04, 7.687E-05, 4.056E-04,-1.469E-05,-3.387E-06,-1.366E-05
