s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 5.0000954E+001, 8.5644801E-002, 3.3139422E-004,-1.5773996E-001, 4.1427952E-004, 1.2671136E-003, 0.0000000E+000,-7.8021994E-005,-8.2820825E-002,-7.0160390E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 3.8449641E-001, 0.0000000E+000, 2.1951872E-005
 5.1001110E+001, 2.5383788E-003, 3.8009569E-004,-2.2259905E-003, 4.3684728E-004, 1.2818251E-003, 0.0000000E+000,-1.3996949E-004,-9.8883303E-003, 2.2711868E-003, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 3.9313594E-001, 0.0000000E+000, 2.1951872E-005
 5.2000584E+001, 0.0000000E+000, 3.7139103E-004, 1.1954301E-002, 4.6292282E-004, 1.3554902E-003, 0.0000000E+000,-1.7931112E-004, 1.5820892E-003, 1.3964794E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.0177333E-001, 0.0000000E+000, 2.1951872E-005
 5.3000786E+001, 0.0000000E+000, 3.5816485E-004, 1.1121894E-002, 4.2616924E-004, 1.1670278E-003, 0.0000000E+000,-1.2659594E-004, 2.7121918E-004, 1.2946660E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.1041328E-001, 0.0000000E+000, 2.1951872E-005
 5.4001339E+001, 0.0000000E+000, 3.4815224E-004, 9.7059556E-003, 4.0858367E-004, 1.1244591E-003, 0.0000000E+000,-1.1612080E-004,-1.3461666E-003, 1.1471030E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.1905494E-001, 0.0000000E+000, 2.1951872E-005
 5.5000198E+001, 0.0000000E+000, 3.3855141E-004, 9.1261083E-003, 3.9330692E-004, 1.0681168E-003, 0.0000000E+000,-1.3346361E-004,-1.9826149E-003, 1.0792620E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.2769275E-001, 0.0000000E+000, 2.1951872E-005
 5.6000168E+001, 0.0000000E+000, 3.2824377E-004, 1.1304199E-002, 3.7470558E-004, 1.0206802E-003, 0.0000000E+000,-1.3499196E-004,-7.5675165E-005, 1.2892837E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.3632704E-001, 0.0000000E+000, 2.1951872E-005
 5.7000591E+001, 0.0000000E+000, 3.2087035E-004, 1.0747714E-002, 4.1702398E-004, 1.0679517E-003, 0.0000000E+000,-1.0603591E-004,-7.5566587E-004, 1.2447524E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.4496972E-001, 0.0000000E+000, 2.1951872E-005
 5.8000366E+001, 0.0000000E+000, 3.1173761E-004, 1.2352119E-002, 4.1455710E-004, 1.0528425E-003, 0.0000000E+000,-9.5090576E-005, 5.7023656E-004, 1.4036165E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.5360969E-001, 0.0000000E+000, 2.1951872E-005
 5.9000641E+001, 0.0000000E+000, 3.0340635E-004, 9.4568433E-003, 4.0651854E-004, 1.0412062E-003, 0.0000000E+000,-1.1104965E-004,-2.3770543E-003, 1.1096925E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.6225067E-001, 0.0000000E+000, 2.1951872E-005
 6.0000778E+001, 0.0000000E+000, 2.9828709E-004, 1.1513771E-002, 3.8551723E-004, 9.5512806E-004, 0.0000000E+000,-1.0565322E-004,-7.0376137E-004, 1.3047051E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.7089236E-001, 0.0000000E+000, 2.1951872E-005
 6.1000156E+001, 0.0000000E+000, 2.8994381E-004, 1.3030212E-002, 3.7841658E-004, 9.7349923E-004, 0.0000000E+000,-1.1869422E-004, 7.2313617E-004, 1.4553377E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.7952985E-001, 0.0000000E+000, 2.1951872E-005
 6.2001110E+001, 0.0000000E+000, 2.8294024E-004, 1.0668990E-002, 3.9503985E-004, 1.0415230E-003, 0.0000000E+000,-1.2200156E-004,-1.8047871E-003, 1.2266491E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.8817198E-001, 0.0000000E+000, 2.1951872E-005
 6.3000748E+001, 0.0000000E+000, 2.7676572E-004, 1.2584035E-002, 3.5496284E-004, 8.7608091E-004, 0.0000000E+000,-1.2292525E-004,-1.5687712E-004, 1.3968919E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.9681380E-001, 0.0000000E+000, 2.1951872E-005
 6.4000854E+001, 0.0000000E+000, 2.7016678E-004, 1.2141323E-002, 3.5331595E-004, 8.3595935E-004, 0.0000000E+000,-1.1489127E-004,-8.1405361E-004, 1.3485874E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 5.0545298E-001, 0.0000000E+000, 2.1951872E-005
 6.5000000E+001, 0.0000000E+000, 2.6403300E-004, 1.4315231E-002, 3.6577108E-004, 8.4861801E-004, 0.0000000E+000,-6.9742154E-005, 1.3053153E-003, 1.5723911E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 5.1408882E-001, 0.0000000E+000, 2.1951872E-005
