s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 4.5001587E+001, 0.0000000E+000, 3.0331599E-005,-1.1733917E-002, 2.1202149E-004, 3.7874927E-004, 0.0000000E+000,-5.2754566E-006,-2.3204555E-002,-1.1118090E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4129518E-001, 1.6122768E-004, 2.1951872E-005
 4.6000225E+001, 0.0000000E+000, 4.5646619E-005, 1.0593878E-002, 2.1550045E-004, 3.8013652E-004, 0.0000000E+000,-6.2088653E-006,-9.5929146E-004, 1.1228953E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4993492E-001, 1.6122768E-004, 2.1951872E-005
 4.7000698E+001, 0.0000000E+000, 4.6433900E-005, 1.1778891E-002, 2.1908201E-004, 3.8130554E-004, 0.0000000E+000,-4.7688292E-006, 1.5222515E-004, 1.2420943E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5857088E-001, 1.6122768E-004, 2.1951872E-005
 4.8001251E+001, 0.0000000E+000, 4.5794041E-005, 1.2103880E-002, 2.2163781E-004, 3.7491691E-004, 0.0000000E+000,-5.4038501E-006, 3.1652947E-004, 1.2740825E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6721606E-001, 1.6122768E-004, 2.1951872E-005
 4.9000374E+001, 0.0000000E+000, 4.4416631E-005, 1.2243977E-002, 2.2455674E-004, 3.9162969E-004, 0.0000000E+000,-5.7811534E-006, 3.2424875E-004, 1.2898799E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7585430E-001, 1.6122768E-004, 2.1951872E-005
 5.0000435E+001, 0.0000000E+000, 4.4720377E-005, 1.1952767E-002, 2.2637989E-004, 3.6058206E-004, 0.0000000E+000,-5.3926020E-006,-1.3514301E-004, 1.2579057E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8449015E-001, 1.6122768E-004, 2.1951872E-005
 5.1000805E+001, 0.0000000E+000, 4.3424955E-005, 1.2558290E-002, 2.2770095E-004, 3.3792461E-004, 0.0000000E+000,-5.2089511E-006, 3.0192212E-004, 1.3162131E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9313103E-001, 1.6122768E-004, 2.1951872E-005
 5.2001022E+001, 0.0000000E+000, 4.1637589E-005, 1.2379891E-002, 2.2886417E-004, 3.1577111E-004, 0.0000000E+000,-5.6711092E-006,-3.6674198E-005, 1.2960493E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0177335E-001, 1.6122768E-004, 2.1951872E-005
 5.3000732E+001, 0.0000000E+000, 3.9030414E-005, 1.2637415E-002, 2.3084871E-004, 3.2708903E-004, 0.0000000E+000,-6.1771281E-006, 2.2817819E-006, 1.3228206E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1041374E-001, 1.6122768E-004, 2.1951872E-005
 5.4000050E+001, 0.0000000E+000, 3.9960537E-005, 1.2445837E-002, 2.3243006E-004, 3.1935525E-004, 0.0000000E+000,-5.4931440E-006,-3.0887758E-004, 1.3032090E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1904911E-001, 1.6122768E-004, 2.1951872E-005
 5.5000069E+001, 0.0000000E+000, 3.9816500E-005, 1.3455661E-002, 2.3377733E-004, 3.1958256E-004, 0.0000000E+000,-5.9332873E-006, 5.5174776E-004, 1.4042905E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2768680E-001, 1.6122768E-004, 2.1951872E-005
 5.6000523E+001, 0.0000000E+000, 3.8751770E-005, 1.3353167E-002, 2.3477611E-004, 3.0097354E-004, 0.0000000E+000,-7.1343794E-006, 2.1201259E-004, 1.3920534E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3632880E-001, 1.6122768E-004, 2.1951872E-005
 5.7000053E+001, 0.0000000E+000, 3.8282088E-005, 1.2897077E-002, 2.3628397E-004, 3.2470947E-004, 0.0000000E+000,-6.8677151E-006,-3.1227986E-004, 1.3489485E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4496827E-001, 1.6122768E-004, 2.1951872E-005
 5.8001194E+001, 0.0000000E+000, 3.7505963E-005, 1.3639245E-002, 2.3579773E-004, 2.7378485E-004, 0.0000000E+000,-1.0856193E-005, 1.7522038E-004, 1.4175477E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5361137E-001, 1.6122768E-004, 2.1951872E-005
 5.9000992E+001, 0.0000000E+000, 3.7638523E-005, 1.3567457E-002, 2.3765287E-004, 2.9677842E-004, 0.0000000E+000,-9.7750873E-006,-6.8216181E-007, 1.4129752E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6225475E-001, 1.6122768E-004, 2.1951872E-005
 6.0000706E+001, 0.0000000E+000, 3.8692625E-005, 1.4276547E-002, 2.3913702E-004, 2.8119287E-004, 0.0000000E+000,-1.0019508E-005, 6.0271273E-004, 1.4825550E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7089226E-001, 1.6122768E-004, 2.1951872E-005
 6.1000763E+001, 0.0000000E+000, 3.7267015E-005, 1.4124915E-002, 2.4058783E-004, 2.8845968E-004, 0.0000000E+000,-1.0090604E-005, 2.8037758E-004, 1.4681139E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7953276E-001, 1.6122768E-004, 2.1951872E-005
 6.2000832E+001, 0.0000000E+000, 3.7340691E-005, 1.3933624E-002, 2.4149682E-004, 2.9692784E-004, 0.0000000E+000,-1.1723755E-005,-2.0672037E-005, 1.4497666E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8817189E-001, 1.6122768E-004, 2.1951872E-005
 6.3000206E+001, 0.0000000E+000, 3.5809693E-005, 1.4220428E-002, 2.4235682E-004, 2.6594365E-004, 0.0000000E+000,-1.1565588E-005, 2.8481353E-005, 1.4752973E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9680932E-001, 1.6122768E-004, 2.1951872E-005
 6.4000252E+001, 0.0000000E+000, 3.5093644E-005, 1.4153040E-002, 2.4436627E-004, 2.7184546E-004, 0.0000000E+000,-8.5425990E-006,-1.9412901E-004, 1.4695803E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0544805E-001, 1.6122768E-004, 2.1951872E-005
 6.5000000E+001, 0.0000000E+000, 3.4908580E-005, 1.4411741E-002, 2.4498933E-004, 2.5572903E-004, 0.0000000E+000,-1.1043190E-005,-7.0096943E-005, 1.4936324E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1408640E-001, 1.6122768E-004, 2.1951872E-005
