s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 9.0001545E+000, 9.0931942E+000,-1.9293965E+000,-7.0964063E+000,-1.3074875E-002, 1.0519867E-002, 0.0000000E+000,-2.1780984E-002, 2.8807691E-002, 4.3055479E-002, 3.2112000E-001, 0.0000000E+000, 1.7712113E-004, 0.0000000E+000, 0.0000000E+000, 3.0257567E-002, 0.0000000E+000, 2.1951869E-005
 1.0001868E+001, 9.0820982E+000,-1.9063721E+000,-7.3648995E+000,-1.2871801E-002, 1.0901459E-002, 0.0000000E+000,-2.1536747E-002,-2.4507602E-001,-2.1268058E-001, 3.2112000E-001, 0.0000000E+000, 1.7712114E-004, 0.0000000E+000, 0.0000000E+000, 3.8898235E-002, 0.0000000E+000, 2.1951871E-005
 1.1001377E+001, 9.0850974E+000,-1.7917606E+000,-6.8147667E+000,-1.2735350E-002, 1.1110606E-002, 0.0000000E+000,-2.1283842E-002, 4.6584752E-001, 4.5566148E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.7544635E-002, 0.0000000E+000, 2.1951871E-005
 1.2000545E+001, 9.0790629E+000,-1.8145278E+000,-7.4447635E+000,-1.5482622E-002, 1.1345567E-002, 0.0000000E+000,-2.1189386E-002,-2.1704743E-001,-2.0555479E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 5.6177534E-002, 0.0000000E+000, 2.1951872E-005
 1.3000242E+001, 9.0925805E+000,-1.8163424E+000,-7.6692935E+000,-1.2430259E-002, 1.1355763E-002, 0.0000000E+000,-2.1125626E-002,-4.2499796E-001,-4.1525555E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 6.4813311E-002, 0.0000000E+000, 2.1951872E-005
 1.4001962E+001, 9.0798017E+000,-1.7645545E+000,-7.2340024E+000,-1.1164793E-002, 1.1454616E-002, 0.0000000E+000,-2.0940361E-002, 4.2843074E-002, 6.0594315E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 7.3458992E-002, 0.0000000E+000, 2.1951872E-005
 1.5000984E+001, 9.0689268E+000,-1.6788952E+000,-7.2430749E+000,-1.0931544E-002, 1.1412867E-002, 0.0000000E+000,-2.0811955E-002, 1.1549094E-001, 1.2662605E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 8.2102592E-002, 0.0000000E+000, 2.1951872E-005
 1.6001961E+001, 9.0448634E+000,-1.6377753E+000,-7.5625549E+000,-1.0771973E-002, 1.1269602E-002, 0.0000000E+000,-2.0739476E-002,-1.9850445E-001,-1.7570864E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 9.0742383E-002, 0.0000000E+000, 2.1951872E-005
 1.7000448E+001, 9.0771417E+000,-1.6032031E+000,-7.4294016E+000,-1.0247621E-002, 1.1156159E-002, 0.0000000E+000,-2.0537412E-002, 5.5912076E-003, 2.4908174E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 9.9380007E-002, 0.0000000E+000, 2.1951872E-005
 1.8000460E+001, 9.0853423E+000,-1.5510732E+000,-7.3505641E+000,-9.3277433E-003, 1.1003968E-002, 0.0000000E+000,-2.0452762E-002, 1.4221864E-001, 1.6492850E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 1.0801378E-001, 0.0000000E+000, 2.1951872E-005
 1.9000330E+001, 9.0827661E+000,-1.5054084E+000,-7.6162899E+000,-9.4002818E-003, 1.0879798E-002, 0.0000000E+000,-2.0378762E-002,-5.9050609E-002,-5.7831456E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 1.1665380E-001, 0.0000000E+000, 2.1951872E-005
 2.0000469E+001, 9.0818284E+000,-1.4977683E+000,-7.7339374E+000,-9.7263776E-003, 1.0750970E-002, 0.0000000E+000,-2.0302564E-002,-1.9128211E-001,-1.6915522E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 1.2529333E-001, 0.0000000E+000, 2.1951872E-005
 2.1000164E+001, 9.0849095E+000,-1.4423211E+000,-7.5063683E+000,-8.4647774E-003, 1.0636880E-002, 0.0000000E+000,-2.0242986E-002, 1.1479314E-001, 1.1814920E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 1.3393231E-001, 0.0000000E+000, 2.1951872E-005
 2.2000574E+001, 9.0723854E+000,-1.3569474E+000,-7.8328486E+000,-8.5490449E-003, 1.0498212E-002, 0.0000000E+000,-2.0121931E-002,-1.3163331E-001,-1.3558341E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 1.4257436E-001, 0.0000000E+000, 2.1951872E-005
 2.3000872E+001, 9.0773994E+000,-1.3346178E+000,-7.8078245E+000,-8.1430952E-003, 1.0341904E-002, 0.0000000E+000,-2.0042365E-002,-9.2887850E-002,-8.2886462E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 1.5121525E-001, 0.0000000E+000, 2.1951872E-005
 2.4000326E+001, 9.0469787E+000,-1.3377401E+000,-7.7298025E+000,-7.6724070E-003, 1.0095931E-002, 0.0000000E+000,-1.9937623E-002,-4.8161026E-002,-3.8078018E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 1.5985431E-001, 0.0000000E+000, 2.1951872E-005
 2.5001350E+001, 9.0224062E+000,-1.1978377E+000,-7.4243540E+000,-6.8169544E-003, 9.6299172E-003, 0.0000000E+000,-1.9534479E-002, 3.5084493E-001, 3.8349301E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 1.6849595E-001, 0.0000000E+000, 2.1951872E-005
 2.6001383E+001, 8.9841654E+000,-1.1247056E+000,-8.0954358E+000,-7.1906358E-003, 9.4357661E-003, 0.0000000E+000,-1.9227498E-002,-2.6176679E-001,-2.5295833E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 1.7714156E-001, 0.0000000E+000, 2.1951872E-005
 2.7002001E+001, 9.0683081E+000,-1.0587297E+000,-7.7845424E+000,-6.3948671E-003, 9.2652292E-003, 0.0000000E+000,-1.9187426E-002, 1.7801352E-001, 2.0871898E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 1.8578432E-001, 0.0000000E+000, 2.1951872E-005
 2.8000805E+001, 9.0140712E+000,-9.9637639E-001,-8.2949493E+000,-6.2439522E-003, 9.0255864E-003, 0.0000000E+000,-1.9146840E-002,-3.0337920E-001,-2.9361967E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 1.9442149E-001, 0.0000000E+000, 2.1951872E-005
 2.9000824E+001, 9.0539501E+000,-9.6429791E-001,-7.9807367E+000,-6.2103425E-003, 8.7519106E-003, 0.0000000E+000,-1.9074030E-002, 7.5854432E-002, 9.2383052E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 2.0305674E-001, 0.0000000E+000, 2.1951872E-005
 3.0001232E+001, 9.0604085E+000,-8.8607855E-001,-7.9216228E+000,-5.9160196E-003, 8.4754421E-003, 0.0000000E+000,-1.9095425E-002, 2.3525601E-001, 2.3617110E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 2.1169863E-001, 0.0000000E+000, 2.1951872E-005
 3.1001015E+001, 9.0156891E+000,-8.4135670E-001,-8.4536241E+000,-7.2051728E-003, 8.1360954E-003, 0.0000000E+000,-1.9216667E-002,-3.0648251E-001,-2.9757737E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 2.2033874E-001, 0.0000000E+000, 2.1951872E-005
 3.2000893E+001, 8.9931797E+000,-7.3358318E-001,-7.9608616E+000,-5.5474876E-003, 7.8054756E-003, 0.0000000E+000,-2.0975465E-002, 2.4935115E-001, 2.8001747E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 2.2897742E-001, 0.0000000E+000, 2.1951872E-005
 3.3000679E+001, 8.9030423E+000,-6.6943763E-001,-8.3007956E+000,-5.3506522E-003, 7.4204133E-003, 0.0000000E+000,-2.1959669E-002,-1.2340511E-001,-8.7080823E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 2.3761746E-001, 0.0000000E+000, 2.1951872E-005
 3.4001762E+001, 9.0598243E+000,-6.3860315E-001,-8.5911773E+000,-5.1835125E-003, 6.9722019E-003, 0.0000000E+000,-2.2237500E-002,-2.4118652E-001,-1.9040501E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 2.4626053E-001, 0.0000000E+000, 2.1951872E-005
 3.5000538E+001, 8.9966236E+000,-5.8884202E-001,-8.2873934E+000,-5.6619874E-003, 6.9696722E-003, 0.0000000E+000,-2.2530851E-002, 4.0675663E-002, 9.9165009E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 2.5489922E-001, 0.0000000E+000, 2.1951872E-005
 3.6000797E+001, 8.9407240E+000,-5.1221857E-001,-8.1904266E+000,-5.3769571E-003, 6.8024210E-003, 0.0000000E+000,-2.3560222E-002, 1.4890668E-001, 2.1594412E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 2.6353576E-001, 0.0000000E+000, 2.1951872E-005
 3.7000702E+001, 8.9357878E+000,-4.6003455E-001,-8.4340892E+000,-5.7966503E-003, 6.4286865E-003, 0.0000000E+000,-2.4950891E-002,-4.5654328E-002, 1.7345177E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 2.7217626E-001, 0.0000000E+000, 2.1951872E-005
 3.8000717E+001, 9.0031245E+000,-4.0625032E-001,-8.5026821E+000,-5.5941373E-003, 6.2113937E-003, 0.0000000E+000,-2.6026922E-002,-4.6748027E-003, 6.8782386E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 2.8081567E-001, 0.0000000E+000, 2.1951872E-005
 3.9001469E+001, 8.9884922E+000,-3.7752450E-001,-8.6467895E+000,-6.7944071E-003, 6.0549641E-003, 0.0000000E+000,-2.7294105E-002,-1.1032592E-001,-6.3855256E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 2.8945914E-001, 0.0000000E+000, 2.1951872E-005
 4.0001152E+001, 9.0291318E+000,-3.2975126E-001,-8.6119256E+000,-5.6096534E-003, 5.8416768E-003, 0.0000000E+000,-2.7280973E-002, 1.1570457E-002, 6.0406066E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 2.9810046E-001, 0.0000000E+000, 2.1951872E-005
 4.1001389E+001, 8.7878603E+000,-2.7287383E-001,-8.1943899E+000,-5.6014239E-003, 5.5651864E-003, 0.0000000E+000,-2.8292297E-002, 2.1306147E-001, 2.9226807E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 3.0674091E-001, 0.0000000E+000, 2.1951872E-005
 4.2002075E+001, 8.6983539E+000,-2.2047221E-001,-8.5981060E+000,-5.6030024E-003, 5.2311190E-003, 0.0000000E+000,-2.9095954E-002,-2.0081026E-001,-1.4969212E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 3.1538562E-001, 0.0000000E+000, 2.1951872E-005
 4.3002407E+001, 8.5483922E+000,-1.7525936E-001,-8.4137189E+000,-5.7735897E-003, 5.0046879E-003, 0.0000000E+000,-2.2981473E-002,-1.3908447E-001,-6.4336457E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 3.2402982E-001, 0.0000000E+000, 2.1951872E-005
 4.4002510E+001, 8.1189198E+000,-1.3101645E-001,-8.3926712E+000,-5.4982099E-003, 4.7672908E-003, 0.0000000E+000,-1.6451987E-002,-4.9215079E-001,-4.2195075E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 3.3267191E-001, 0.0000000E+000, 2.1951872E-005
 4.5000607E+001, 7.7017079E+000,-8.2933294E-002,-7.5866134E+000,-4.9904056E-003, 4.5042067E-003, 0.0000000E+000,-1.3665515E-002,-3.5739116E-002, 1.8009466E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 3.4130593E-001, 0.0000000E+000, 2.1951872E-005
 4.6001057E+001, 5.9548369E+000,-4.6072441E-002,-7.4353915E+000,-1.7930520E-003, 3.8492875E-003, 0.0000000E+000,-5.8355893E-003,-1.5657120E+000,-1.5304064E+000, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 3.4994139E-001, 0.0000000E+000, 2.1951872E-005
 4.7002895E+001, 4.1397876E+000,-1.9733839E-002,-5.2417530E+000, 3.4961780E-005, 3.7275912E-003, 0.0000000E+000,-3.3195678E-003,-1.1456544E+000,-1.1212563E+000, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 3.5859178E-001, 0.0000000E+000, 2.1951872E-005
 4.8003925E+001, 3.0413640E+000,-7.0480418E-003,-3.5495540E+000, 1.7390520E-004, 3.4971760E-003, 0.0000000E+000,-2.3821658E-003,-5.4862076E-001,-5.1394912E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 3.6725088E-001, 0.0000000E+000, 2.1951872E-005
 4.9007774E+001, 1.7590886E+000,-1.8840309E-003,-2.5133725E+000, 4.0145414E-004, 3.2717763E-003, 0.0000000E+000,-7.3154659E-004,-7.6470311E-001,-7.5322628E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 3.7591867E-001, 0.0000000E+000, 2.1951872E-005
 5.0002899E+001, 3.1409624E-001, 1.9628267E-004,-6.3007773E-001, 4.7112616E-004, 3.2259244E-003, 0.0000000E+000,-7.4597483E-004,-3.2564378E-001,-3.1283413E-001, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 3.8457471E-001, 0.0000000E+000, 2.1951872E-005
 5.1003941E+001, 3.6266083E-003, 4.2380000E-004,-1.5255155E-002, 5.2145381E-004, 3.4787950E-003, 0.0000000E+000,-7.3397457E-004,-2.1035605E-002,-7.9384724E-003, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 3.9320020E-001, 0.0000000E+000, 2.1951872E-005
 5.2004982E+001, 0.0000000E+000, 4.1439515E-004, 6.8704407E-003, 5.2854849E-004, 3.4510484E-003, 0.0000000E+000,-7.5733830E-004,-8.9143810E-004, 1.0507094E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.0184884E-001, 0.0000000E+000, 2.1951872E-005
 5.3006023E+001, 0.0000000E+000, 4.0138534E-004, 5.9014044E-003, 5.4583898E-004, 3.5166605E-003, 0.0000000E+000,-8.2319536E-004,-1.9294976E-003, 9.5420939E-003, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.1049880E-001, 0.0000000E+000, 2.1951872E-005
 5.4010452E+001, 0.0000000E+000, 3.8982112E-004, 7.3576825E-003, 5.5842952E-004, 3.4986081E-003, 0.0000000E+000,-8.1811438E-004,-1.6222208E-003, 1.0986427E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.1915746E-001, 0.0000000E+000, 2.1951872E-005
 5.5004364E+001, 0.0000000E+000, 3.7849217E-004, 7.2841167E-003, 5.5974883E-004, 3.5261797E-003, 0.0000000E+000,-8.3914179E-004,-1.3071510E-003, 1.0909396E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.2778732E-001, 0.0000000E+000, 2.1951872E-005
 5.6008739E+001, 0.0000000E+000, 3.6750012E-004, 7.2670422E-003, 5.6219057E-004, 3.5060314E-003, 0.0000000E+000,-8.5009144E-004,-1.4064508E-003, 1.0852673E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.3642278E-001, 0.0000000E+000, 2.1951872E-005
 5.7002651E+001, 0.0000000E+000, 3.5790881E-004, 7.2061745E-003, 5.5150505E-004, 3.4818187E-003, 0.0000000E+000,-8.5341897E-004,-1.9223418E-003, 1.0743988E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.4505504E-001, 0.0000000E+000, 2.1951872E-005
 5.8007027E+001, 0.0000000E+000, 3.4916709E-004, 7.8712168E-003, 5.5019356E-004, 3.4084802E-003, 0.0000000E+000,-8.4985645E-004,-1.3896938E-003, 1.1329201E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.5368613E-001, 0.0000000E+000, 2.1951872E-005
 5.9000938E+001, 0.0000000E+000, 3.4001452E-004, 8.3286811E-003, 5.3749019E-004, 3.3612086E-003, 0.0000000E+000,-8.3260735E-004,-1.0082752E-003, 1.1734787E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.6232040E-001, 0.0000000E+000, 2.1951872E-005
 6.0005314E+001, 0.0000000E+000, 3.3101943E-004, 9.0853600E-003, 5.1834483E-004, 3.2786123E-003, 0.0000000E+000,-8.2992361E-004,-7.6076923E-004, 1.2383413E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.7095299E-001, 0.0000000E+000, 2.1951872E-005
 6.1009686E+001, 0.0000000E+000, 3.2336532E-004, 8.2119950E-003, 5.4791820E-004, 3.3854894E-003, 0.0000000E+000,-8.6025014E-004,-1.6274918E-003, 1.1608518E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.7962854E-001, 0.0000000E+000, 2.1951872E-005
 6.2003601E+001, 0.0000000E+000, 3.1554718E-004, 8.9628187E-003, 5.4475568E-004, 3.3470581E-003, 0.0000000E+000,-8.4636236E-004,-1.0634447E-003, 1.2323817E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.8826277E-001, 0.0000000E+000, 2.1951872E-005
 6.3007973E+001, 0.0000000E+000, 3.0820414E-004, 9.3856042E-003, 5.2535115E-004, 3.3360706E-003, 0.0000000E+000,-8.2921336E-004,-9.4494354E-004, 1.2726017E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 4.9689657E-001, 0.0000000E+000, 2.1951872E-005
 6.4001884E+001, 0.0000000E+000, 3.0158216E-004, 8.8243957E-003, 5.2970070E-004, 3.2651460E-003, 0.0000000E+000,-8.1811620E-004,-1.6629559E-003, 1.2102708E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 5.0552695E-001, 0.0000000E+000, 2.1951872E-005
 6.5000000E+001, 0.0000000E+000, 2.9476727E-004, 9.8431131E-003, 5.1989233E-004, 3.1857605E-003, 0.0000000E+000,-7.9721459E-004,-8.5631006E-004, 1.3046319E-002, 3.2112000E-001, 0.0000000E+000, 1.7712115E-004, 0.0000000E+000, 0.0000000E+000, 5.1413333E-001, 0.0000000E+000, 2.1951872E-005
