s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 3.6002100E+002, 5.6686179E+002, 0.0000000E+000,-2.0523236E+002,-3.4902556E+002, 6.5725457E+000, 6.6910793E+000, 0.0000000E+000, 0.0000000E+000, 1.8995169E+001, 2.5867493E+001, 0.0000000E+000, 1.3131769E-002, 0.0000000E+000
 3.9002429E+002, 5.9910132E+002, 0.0000000E+000,-2.0003162E+002,-4.1025180E+002, 6.1548030E+000, 7.3845104E+000, 0.0000000E+000, 0.0000000E+000,-2.7628081E+000, 2.3572147E+000, 0.0000000E+000, 1.3131769E-002, 0.0000000E+000
 4.2001450E+002, 6.4983605E+002, 0.0000000E+000,-2.1661194E+002,-4.2505433E+002, 8.1094643E+000, 7.1213119E+000, 0.0000000E+000, 0.0000000E+000, 1.6137686E+001, 2.3400558E+001, 0.0000000E+000, 1.3131769E-002, 0.0000000E+000
 4.5003214E+002, 5.4413849E+002, 0.0000000E+000,-1.8749942E+002,-3.8838518E+002, 7.8264480E+000, 7.4076343E+000, 0.0000000E+000, 0.0000000E+000,-2.2535799E+001,-1.6512026E+001, 0.0000000E+000, 1.3131769E-002, 0.0000000E+000
 4.8000912E+002, 6.3319015E+002, 0.0000000E+000,-2.0934762E+002,-4.5092566E+002, 1.0590277E+001, 7.3314608E+000, 0.0000000E+000, 0.0000000E+000,-1.5578657E+001,-9.1613952E+000, 0.0000000E+000, 1.3131769E-002, 0.0000000E+000
 5.1001669E+002, 6.1526433E+002, 0.0000000E+000,-1.8933904E+002,-4.3981304E+002, 8.4242654E+000, 7.4584318E+000, 0.0000000E+000, 0.0000000E+000,-4.0737062E+000, 1.9949408E+000, 0.0000000E+000, 1.3131769E-002, 0.0000000E+000
 5.4002661E+002, 5.7606108E+002, 0.0000000E+000,-1.9486478E+002,-3.4867597E+002, 1.0717332E+001, 7.2728909E+000, 0.0000000E+000, 0.0000000E+000, 4.3996103E+001, 5.0510547E+001, 0.0000000E+000, 1.3131769E-002, 0.0000000E+000
 5.7000861E+002, 5.9625923E+002, 0.0000000E+000,-1.8244675E+002,-4.4513961E+002, 9.8587490E+000, 7.5230309E+000, 0.0000000E+000, 0.0000000E+000,-2.0737705E+001,-1.3945355E+001, 0.0000000E+000, 1.3131769E-002, 0.0000000E+000
 6.0000281E+002, 6.0112421E+002, 0.0000000E+000,-1.9237132E+002,-3.8877625E+002, 1.0201275E+001, 7.2505417E+000, 0.0000000E+000, 0.0000000E+000, 3.0744734E+001, 3.7428463E+001, 0.0000000E+000, 1.3131858E-002, 0.0000000E+000
 6.3001849E+002, 5.9886682E+002, 0.0000000E+000,-1.8819629E+002,-4.0257504E+002, 1.1210195E+001, 7.4286140E+000, 0.0000000E+000, 0.0000000E+000, 2.0724206E+001, 2.6734301E+001, 0.0000000E+000, 1.5869885E-002, 0.0000000E+000
 6.6002179E+002, 7.5431337E+002, 0.0000000E+000,-2.3045004E+002,-4.8799788E+002, 1.1552890E+001, 7.6742777E+000, 0.0000000E+000, 0.0000000E+000, 4.7768712E+001, 5.5092616E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 6.9001038E+002, 7.3108776E+002, 0.0000000E+000,-2.2605871E+002,-5.2984075E+002, 1.5130875E+001, 7.5096472E+000, 0.0000000E+000, 0.0000000E+000,-9.7107116E+000,-2.1711872E+000, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 7.2001984E+002, 7.0515266E+002, 0.0000000E+000,-2.1805586E+002,-5.2704040E+002, 1.6579706E+001, 7.2948017E+000, 0.0000000E+000, 0.0000000E+000,-2.2838247E+001,-1.6069100E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 7.5001410E+002, 7.6679716E+002, 0.0000000E+000,-2.3440625E+002,-5.1499146E+002, 1.5608870E+001, 7.7187903E+000, 0.0000000E+000, 0.0000000E+000, 3.3632167E+001, 4.0727109E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 7.8000299E+002, 7.7730806E+002, 0.0000000E+000,-2.3811647E+002,-5.2853045E+002, 1.8198107E+001, 8.2965963E+000, 0.0000000E+000, 0.0000000E+000, 2.8862055E+001, 3.7155842E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 8.1000391E+002, 7.4100479E+002, 0.0000000E+000,-2.3099587E+002,-5.6870615E+002, 1.7875463E+001, 8.1359046E+000, 0.0000000E+000, 0.0000000E+000,-4.0398065E+001,-3.2685856E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 8.4003156E+002, 7.2129857E+002, 0.0000000E+000,-2.3557142E+002,-5.0720364E+002, 1.7674576E+001, 7.9936541E+000, 0.0000000E+000, 0.0000000E+000,-3.1005837E+000, 4.1917391E+000, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 8.7000006E+002, 7.7962031E+002, 0.0000000E+000,-2.3641707E+002,-5.4065966E+002, 1.8449943E+001, 8.7656884E+000, 0.0000000E+000, 0.0000000E+000, 2.1037898E+001, 2.9759208E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 9.0003589E+002, 7.2403088E+002, 0.0000000E+000,-2.2036786E+002,-5.1403742E+002, 1.7339591E+001, 8.2199073E+000, 0.0000000E+000, 0.0000000E+000, 7.4673383E+000, 1.5185099E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 9.3002289E+002, 7.3674470E+002, 0.0000000E+000,-2.3369448E+002,-5.2912907E+002, 1.8351518E+001, 7.6717132E+000, 0.0000000E+000, 0.0000000E+000,-8.2655484E+000,-5.5624755E-002, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 9.6000201E+002, 7.5685918E+002, 0.0000000E+000,-2.2354085E+002,-5.4925528E+002, 1.9474314E+001, 8.2969138E+000, 0.0000000E+000, 0.0000000E+000, 3.4137970E+000, 1.1834282E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 9.9001740E+002, 7.4856873E+002, 0.0000000E+000,-2.3173814E+002,-4.8376854E+002, 1.9887568E+001, 8.2587375E+000, 0.0000000E+000, 0.0000000E+000, 5.2307766E+001, 6.1208352E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.0200046E+003, 7.5753253E+002, 0.0000000E+000,-2.2407767E+002,-5.8155241E+002, 1.8846578E+001, 7.9975985E+000, 0.0000000E+000, 0.0000000E+000,-2.9229619E+001,-2.1253384E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.0500205E+003, 7.6952140E+002, 0.0000000E+000,-2.2956749E+002,-5.6097127E+002, 1.9497641E+001, 8.0679744E+000, 0.0000000E+000, 0.0000000E+000,-2.2101430E+000, 6.5482583E+000, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.0800067E+003, 7.3466076E+002, 0.0000000E+000,-2.2299105E+002,-5.2325730E+002, 2.0561684E+001, 8.6773039E+000, 0.0000000E+000, 0.0000000E+000, 9.6237784E+000, 1.7651393E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.1100059E+003, 7.6009507E+002, 0.0000000E+000,-2.2747600E+002,-5.5468820E+002, 2.1023347E+001, 8.6237856E+000, 0.0000000E+000, 0.0000000E+000,-2.0327772E-001, 7.5780047E+000, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.1400220E+003, 7.4256114E+002, 0.0000000E+000,-2.2454991E+002,-5.3752121E+002, 2.1498731E+001, 8.2674463E+000, 0.0000000E+000, 0.0000000E+000, 2.3390303E+000, 1.0256206E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.1700010E+003, 7.7791731E+002, 0.0000000E+000,-2.3006513E+002,-5.5538951E+002, 2.1876813E+001, 8.4456168E+000, 0.0000000E+000, 0.0000000E+000, 1.4234917E+001, 2.2785100E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.2000046E+003, 7.1525279E+002, 0.0000000E+000,-2.1649685E+002,-5.5134801E+002, 2.1099603E+001, 8.5121958E+000, 0.0000000E+000, 0.0000000E+000,-3.0815703E+001,-2.2980281E+001, 0.0000000E+000, 1.6414711E-002, 0.0000000E+000
 1.2300264E+003, 7.6891768E+002, 0.0000000E+000,-2.2752627E+002,-5.4807592E+002, 2.2056842E+001, 8.8728598E+000, 0.0000000E+000, 0.0000000E+000, 1.5564873E+001, 2.4245192E+001, 0.0000000E+000, 1.9153510E-002, 0.0000000E+000
 1.2600046E+003, 8.4188401E+002, 0.0000000E+000,-2.5872326E+002,-5.8088289E+002, 2.2482098E+001, 8.4076545E+000, 0.0000000E+000, 0.0000000E+000, 2.5463992E+001, 3.3167615E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.2900216E+003, 8.8340739E+002, 0.0000000E+000,-2.7516137E+002,-6.1584795E+002, 2.3887266E+001, 8.3255408E+000, 0.0000000E+000, 0.0000000E+000, 1.5068070E+001, 2.4610879E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.3200009E+003, 8.8984110E+002, 0.0000000E+000,-2.7389162E+002,-6.0672174E+002, 2.5672978E+001, 8.6340830E+000, 0.0000000E+000, 0.0000000E+000, 3.5253799E+001, 4.3534804E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.3500017E+003, 8.9647197E+002, 0.0000000E+000,-2.8110109E+002,-6.2079750E+002, 2.5635823E+001, 8.7023967E+000, 0.0000000E+000, 0.0000000E+000, 1.8180109E+001, 2.8911588E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.3800186E+003, 8.7553179E+002, 0.0000000E+000,-2.6878968E+002,-6.7557145E+002, 2.5263405E+001, 8.5785890E+000, 0.0000000E+000, 0.0000000E+000,-4.3325594E+001,-3.4987346E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.4100061E+003, 8.9213760E+002, 0.0000000E+000,-2.7507370E+002,-6.3196530E+002, 2.8905476E+001, 8.4515907E+000, 0.0000000E+000, 0.0000000E+000, 1.3734846E+001, 2.2455666E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.4400072E+003, 9.1414849E+002, 0.0000000E+000,-2.8526769E+002,-6.3759459E+002, 2.8595221E+001, 8.2980675E+000, 0.0000000E+000, 0.0000000E+000, 1.8568372E+001, 2.8179492E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.4700281E+003, 8.6997762E+002, 0.0000000E+000,-2.6838945E+002,-6.2613288E+002, 2.8991310E+001, 8.5087591E+000, 0.0000000E+000, 0.0000000E+000, 4.1330320E+000, 1.2955364E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.5000192E+003, 9.5838158E+002, 0.0000000E+000,-2.9400278E+002,-6.8133787E+002, 2.6810683E+001, 8.6386129E+000, 0.0000000E+000, 0.0000000E+000, 8.6945285E+000, 1.8490230E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.5300135E+003, 8.8429475E+002, 0.0000000E+000,-2.6221552E+002,-6.6350276E+002, 2.7824742E+001, 8.5445898E+000, 0.0000000E+000, 0.0000000E+000,-1.5405563E+001,-5.0541978E+000, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.5600066E+003, 8.9049342E+002, 0.0000000E+000,-2.7325975E+002,-6.3953678E+002, 2.7848811E+001, 8.6338835E+000, 0.0000000E+000, 0.0000000E+000, 3.4650829E+000, 1.4179587E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.5900146E+003, 9.2212367E+002, 0.0000000E+000,-2.8011257E+002,-6.7908720E+002, 2.8820000E+001, 9.1447083E+000, 0.0000000E+000, 0.0000000E+000,-7.3721462E+000, 8.8861166E-001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.6200162E+003, 8.6033623E+002, 0.0000000E+000,-2.6503101E+002,-5.8036259E+002, 2.8977661E+001, 8.6694027E+000, 0.0000000E+000, 0.0000000E+000, 4.1304403E+001, 5.2589696E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.6500139E+003, 9.1239437E+002, 0.0000000E+000,-2.8668163E+002,-6.8765708E+002, 2.8930818E+001, 8.4803813E+000, 0.0000000E+000, 0.0000000E+000,-3.4581262E+001,-2.4533141E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.6800009E+003, 8.9477307E+002, 0.0000000E+000,-2.6168632E+002,-6.4124950E+002, 3.0812873E+001, 8.3895905E+000, 0.0000000E+000, 0.0000000E+000, 2.1334553E+001, 3.1039723E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.7100083E+003, 9.5027779E+002, 0.0000000E+000,-2.7603754E+002,-6.7302826E+002, 3.0889866E+001, 8.5777517E+000, 0.0000000E+000, 0.0000000E+000, 3.0070507E+001, 4.0679608E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.7400061E+003, 8.4925176E+002, 0.0000000E+000,-2.5305743E+002,-6.4700154E+002, 3.0952630E+001, 8.3249917E+000, 0.0000000E+000, 0.0000000E+000,-2.1751306E+001,-1.1529584E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.7700027E+003, 9.1410121E+002, 0.0000000E+000,-2.7381952E+002,-7.1164874E+002, 3.1176060E+001, 8.9326457E+000, 0.0000000E+000, 0.0000000E+000,-3.9159255E+001,-3.1258342E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
 1.8000000E+003, 8.9688715E+002, 0.0000000E+000,-2.6472085E+002,-6.0833946E+002, 3.2437480E+001, 8.7887564E+000, 0.0000000E+000, 0.0000000E+000, 5.6005293E+001, 6.5053075E+001, 0.0000000E+000, 1.9697653E-002, 0.0000000E+000
