x (m),R4,R5,R6,R7,R8
0.35,0.010028,0.016331,0.031882,0.031974,0.037165
0.36,0.0084747,0.013792,0.02897,0.02749,0.032881
0.37,0.0069915,0.011417,0.025742,0.023102,0.02874
0.38,0.0055082,0.0093681,0.022566,0.01909,0.024277
0.39,0.0042093,0.0074431,0.019637,0.015681,0.020159
0.4,0.0033675,0.0057505,0.016995,0.012847,0.016473
0.41,0.0025449,0.0042868,0.014557,0.01018,0.013317
0.42,0.0017223,0.0031882,0.012233,0.0078938,0.011045
0.43,0.0011591,0.002324,0.010064,0.0059831,0.0094605
0.44,0.00085543,0.001694,0.0081682,0.0043549,0.0082356
0.45,0.00055176,0.0012094,0.0066606,0.0030114,0.0068613
0.46,0.0002481,0.00081201,0.005313,0.0018524,0.0054843
0.47,0.00014028,0.0005286,0.0041519,0.0010555,0.0042725
0.48,9.78E-05,0.00028319,0.0031854,0.00063782,0.0033097
0.49,5.52E-05,0.00015585,0.0024122,0.00035857,0.0027517
0.5,1.27E-05,4.54E-05,0.0018045,0.00014852,0.0022806
