x (m),R4,R5,R6,R7,R8
-0.16,0.12805,0.17167,0.15992,0.19643,0.22302
-0.15,0.13239,0.17214,0.1568,0.19922,0.22388
-0.14,0.13703,0.17281,0.15257,0.19796,0.22227
-0.13,0.14167,0.17348,0.14593,0.19369,0.22076
-0.12,0.14631,0.17415,0.13685,0.18678,0.21452
-0.11,0.14711,0.1765,0.12836,0.17883,0.20235
-0.1,0.14641,0.17951,0.11972,0.16801,0.18455
-0.09,0.14571,0.1823,0.11005,0.15364,0.16114
-0.08,0.14501,0.18502,0.09846,0.13918,0.13533
-0.07,0.13845,0.18762,0.088511,0.12548,0.11065
-0.06,0.13054,0.19021,0.078309,0.11486,0.089335
-0.05,0.12263,0.19394,0.067353,0.10532,0.069703
-0.04,0.11472,0.19787,0.055991,0.092591,0.054439
-0.03,0.093009,0.19777,0.041826,0.08143,0.038678
-0.02,0.069874,0.19725,0.030849,0.069431,0.020497
-0.01,0.04674,0.18931,0.022034,0.058587,0.004242
0,0.023605,0.18099,0.012954,0.049113,-0.0048247
0.01,-0.0051502,0.16033,0.0042291,0.040443,-0.016868
0.02,-0.033905,0.13947,-0.0062151,0.032061,-0.032259
0.03,-0.062661,0.11464,-0.020583,0.020901,-0.047496
0.04,-0.090013,0.090237,-0.040363,0.0056042,-0.062989
0.05,-0.1038,0.070011,-0.065728,-0.015249,-0.079436
0.06,-0.11759,0.05024,-0.09012,-0.037327,-0.093958
0.07,-0.13138,0.033256,-0.11166,-0.061003,-0.11143
0.08,-0.14331,0.016282,-0.12993,-0.08535,-0.13086
0.09,-0.14714,-0.00065242,-0.14556,-0.11003,-0.14572
0.1,-0.15098,-0.017208,-0.15979,-0.13202,-0.15709
0.11,-0.15482,-0.032529,-0.17276,-0.14968,-0.16881
0.12,-0.15652,-0.046688,-0.18379,-0.16672,-0.18217
0.13,-0.15279,-0.057881,-0.19135,-0.18095,-0.19233
0.14,-0.14905,-0.067962,-0.19496,-0.19034,-0.2001
0.15,-0.14532,-0.075766,-0.19627,-0.19823,-0.20504
0.16,-0.14106,-0.082814,-0.19601,-0.20342,-0.20899
0.17,-0.13593,-0.088606,-0.19473,-0.20312,-0.21106
0.18,-0.13079,-0.094637,-0.19359,-0.19698,-0.20895
0.19,-0.12566,-0.101,-0.19283,-0.19031,-0.20239
0.2,-0.12121,-0.10701,-0.19201,-0.18504,-0.19421
0.21,-0.11755,-0.11263,-0.19086,-0.18084,-0.19144
0.22,-0.11388,-0.11902,-0.18906,-0.18064,-0.19159
0.23,-0.11022,-0.12613,-0.18623,-0.18433,-0.19253
0.24,-0.10871,-0.13429,-0.18214,-0.18772,-0.19078
0.25,-0.1089,-0.14328,-0.17752,-0.18921,-0.18558
0.26,-0.10908,-0.15263,-0.17349,-0.18964,-0.17788
0.27,-0.10926,-0.16222,-0.16919,-0.18875,-0.16566
0.28,-0.10955,-0.17027,-0.16504,-0.1876,-0.15209
0.29,-0.10989,-0.17751,-0.16142,-0.18631,-0.14355
0.3,-0.11024,-0.18282,-0.15912,-0.18495,-0.14164
0.31,-0.11058,-0.18732,-0.1597,-0.18259,-0.14206
0.32,-0.11157,-0.19032,-0.16122,-0.18028,-0.13939
0.33,-0.11278,-0.19269,-0.16268,-0.17957,-0.13471
0.34,-0.11398,-0.1932,-0.16396,-0.17941,-0.13094
0.35,-0.115,-0.19343,-0.16567,-0.17813,-0.13061
0.36,-0.11485,-0.19459,-0.16862,-0.17579,-0.13226
0.37,-0.11451,-0.1958,-0.17164,-0.17376,-0.13294
0.38,-0.11418,-0.19659,-0.17472,-0.17292,-0.13268
0.39,-0.11345,-0.19682,-0.17775,-0.17336,-0.13425
0.4,-0.11176,-0.1957,-0.18033,-0.17448,-0.14009
0.41,-0.11002,-0.19494,-0.18208,-0.17479,-0.14695
0.42,-0.10828,-0.19483,-0.18253,-0.17377,-0.15205
0.43,-0.10671,-0.19503,-0.18153,-0.172,-0.15484
0.44,-0.1053,-0.19553,-0.17936,-0.1698,-0.15601
0.45,-0.1039,-0.19525,-0.1768,-0.16824,-0.15623
0.46,-0.10249,-0.19449,-0.17367,-0.1672,-0.15671
0.47,-0.10064,-0.19332,-0.17194,-0.16603,-0.15699
0.48,-0.098642,-0.19203,-0.17133,-0.16469,-0.15704
0.49,-0.096643,-0.19005,-0.1716,-0.16283,-0.15708
0.5,-0.094644,-0.18799,-0.17259,-0.15997,-0.15716
