x (m),R4,R5,R6,R7,R8
0.39,-0.12028,-0.22677,-0.20959,-0.20172,-0.20849
0.4,-0.11857,-0.22665,-0.20701,-0.20132,-0.20352
0.41,-0.1169,-0.22584,-0.20486,-0.20065,-0.19763
0.42,-0.11523,-0.22394,-0.20444,-0.20021,-0.19197
0.43,-0.1133,-0.22136,-0.20465,-0.19943,-0.18756
0.44,-0.11111,-0.21811,-0.20514,-0.19754,-0.18437
0.45,-0.10892,-0.21483,-0.20604,-0.19485,-0.18279
0.46,-0.10673,-0.21152,-0.20556,-0.19197,-0.18287
0.47,-0.10461,-0.20813,-0.20437,-0.18965,-0.18388
0.48,-0.1025,-0.20471,-0.20243,-0.18734,-0.18379
0.49,-0.1004,-0.20122,-0.19994,-0.18459,-0.18285
0.5,-0.098296,-0.19771,-0.19744,-0.1814,-0.18211
