x (m),R4,R5,R6,R7,R8
0.19,0.79968,0.99735,0.91341,1.1061,1.0128
0.2,0.73079,0.94328,0.89889,1.072,0.99988
0.21,0.66457,0.87803,0.88449,1.0337,0.99327
0.22,0.59836,0.80969,0.8625,0.99501,0.99003
0.23,0.53215,0.73844,0.83521,0.95411,0.97739
0.24,0.47606,0.67113,0.80537,0.91142,0.94811
0.25,0.42784,0.60689,0.77388,0.86807,0.90735
0.26,0.37963,0.54254,0.73949,0.82281,0.86443
0.27,0.33141,0.47812,0.70082,0.77475,0.82725
0.28,0.29018,0.41533,0.65773,0.72514,0.79036
0.29,0.2526,0.3534,0.61038,0.67259,0.74602
0.3,0.21503,0.29211,0.55702,0.61419,0.6929
0.31,0.17745,0.23109,0.49518,0.54888,0.63179
0.32,0.14466,0.1775,0.42796,0.47705,0.56562
0.33,0.11347,0.12722,0.36094,0.40726,0.49757
0.34,0.082279,0.088771,0.29614,0.34028,0.43431
0.35,0.052471,0.05483,0.23391,0.2747,0.3704
0.36,0.031577,0.032128,0.17776,0.21221,0.30021
0.37,0.012067,0.012785,0.13117,0.1543,0.23252
0.38,-0.007443,-0.00039757,0.093886,0.10389,0.17425
0.39,-0.024067,-0.012107,0.06508,0.062262,0.12334
0.4,-0.03353,-0.021581,0.041582,0.027651,0.078795
0.41,-0.042694,-0.028846,0.020328,0.002437,0.036677
0.42,-0.051858,-0.032587,0.0011708,-0.015408,0.0036037
0.43,-0.056722,-0.034286,-0.015401,-0.031864,-0.017723
0.44,-0.057286,-0.033941,-0.027827,-0.047695,-0.031205
0.45,-0.05785,-0.03296,-0.03445,-0.057413,-0.041472
0.46,-0.058413,-0.031598,-0.036182,-0.060038,-0.049863
0.47,-0.057337,-0.030274,-0.036624,-0.059139,-0.054532
0.48,-0.055714,-0.028963,-0.036844,-0.056927,-0.057115
0.49,-0.054091,-0.027808,-0.037237,-0.054534,-0.058081
0.5,-0.052468,-0.026676,-0.037819,-0.052184,-0.056369
