s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 9.0003176E+000, 8.9945782E+000,-1.7074649E+000,-7.2802742E+000,-5.5837930E-002, 1.9647088E-003, 0.0000000E+000,-1.2062911E-001,-1.0756417E-001,-1.6766326E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0243662E-002, 1.7759854E-004, 2.1951869E-005
 1.0000206E+001, 9.1373908E+000,-1.6771116E+000,-7.4984337E+000,-5.5053735E-002, 2.0246869E-003, 0.0000000E+000,-1.1902757E-001,-1.5926361E-001,-2.1021111E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8884081E-002, 1.7759855E-004, 2.1951871E-005
 1.1000265E+001, 8.8879082E+000,-1.5438368E+000,-6.8895833E+000,-5.2799415E-002, 2.0514062E-003, 0.0000000E+000,-1.1680194E-001, 3.3767228E-001, 2.8693814E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7523769E-002, 1.7759855E-004, 2.1951871E-005
 1.2000221E+001, 8.9703434E+000,-1.4877692E+000,-7.2709127E+000,-4.9768917E-002, 2.0471291E-003, 0.0000000E+000,-1.1358141E-001, 9.6999132E-002, 5.0358436E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6163665E-002, 1.7759855E-004, 2.1951872E-005
 1.3000144E+001, 9.0839843E+000,-1.4510073E+000,-8.1773805E+000,-4.8753492E-002, 2.0675544E-003, 0.0000000E+000,-1.1157850E-001,-6.5451035E-001,-7.0266795E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4803254E-002, 1.7759855E-004, 2.1951872E-005
 1.4000103E+001, 8.9270747E+000,-1.3643664E+000,-6.9816782E+000,-4.2126315E-002, 2.0521596E-003, 0.0000000E+000,-1.0932599E-001, 4.8016459E-001, 4.3162999E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3442736E-002, 1.7759855E-004, 2.1951872E-005
 1.5000107E+001, 8.8739991E+000,-1.2998510E+000,-8.0214419E+000,-4.2074351E-002, 1.9785477E-003, 0.0000000E+000,-1.0698089E-001,-5.5239471E-001,-5.9437048E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2082538E-002, 1.7759855E-004, 2.1951872E-005
 1.6000324E+001, 9.1313780E+000,-1.2479393E+000,-7.4465271E+000,-4.0497252E-002, 1.9828101E-003, 0.0000000E+000,-1.0473052E-001, 3.5715667E-001, 2.9366666E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0723636E-002, 1.7759855E-004, 2.1951872E-005
 1.7000149E+001, 8.9744193E+000,-1.1744009E+000,-7.9971874E+000,-3.5073603E-002, 1.9775979E-003, 0.0000000E+000,-1.0225198E-001,-2.8885213E-001,-3.3251696E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9363941E-002, 1.7759855E-004, 2.1951872E-005
 1.8000370E+001, 9.0154362E+000,-1.1016480E+000,-7.6220782E+000,-3.3744732E-002, 1.9536006E-003, 0.0000000E+000,-1.0024060E-001, 2.0844150E-001, 1.5967834E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0800404E-001, 1.7759855E-004, 2.1951872E-005
 1.9000120E+001, 8.9750370E+000,-1.0216288E+000,-8.0370285E+000,-3.1474549E-002, 1.8710309E-003, 0.0000000E+000,-9.7247691E-002,-1.7656944E-001,-2.1047149E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1664383E-001, 1.7759855E-004, 2.1951872E-005
 2.0000116E+001, 8.8243492E+000,-9.5059770E-001,-7.9709599E+000,-2.6575313E-002, 1.8075138E-003, 0.0000000E+000,-9.4718281E-002,-1.7579018E-001,-2.1669452E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2528257E-001, 1.7759855E-004, 2.1951872E-005
 2.1000397E+001, 8.9944019E+000,-8.7762683E-001,-7.7076004E+000,-2.4833639E-002, 1.7709538E-003, 0.0000000E+000,-9.1715107E-002, 3.4550929E-001, 2.9439683E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3392425E-001, 1.7759855E-004, 2.1951872E-005
 2.2000002E+001, 9.0542907E+000,-8.3552299E-001,-7.9496663E+000,-2.1836782E-002, 1.6988265E-003, 0.0000000E+000,-8.7562057E-002, 2.0327350E-001, 1.6140134E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4256343E-001, 1.7759855E-004, 2.1951872E-005
 2.3000259E+001, 8.7778973E+000,-7.6041882E-001,-8.4900975E+000,-2.1002267E-002, 1.6323004E-003, 0.0000000E+000,-8.3347086E-002,-5.3900808E-001,-5.7533605E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5120293E-001, 1.7759855E-004, 2.1951872E-005
 2.4000259E+001, 8.9486978E+000,-7.1330998E-001,-8.0256868E+000,-2.0555723E-002, 1.5545057E-003, 0.0000000E+000,-7.8400347E-002, 1.4512959E-001, 1.1229944E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5984420E-001, 1.7759855E-004, 2.1951872E-005
