s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 4.0001156E+001, 8.6514294E-001,-7.1592184E-003,-9.5441641E-001, 8.2507020E-004, 1.9326279E-003, 0.0000000E+000,-2.0642456E-003,-1.0915068E-001,-9.5739237E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9809558E-001, 1.6122768E-004, 2.1951872E-005
 4.1000900E+001, 7.1496714E-001,-5.4237364E-003,-8.5615117E-001, 8.0190763E-004, 1.8659846E-003, 0.0000000E+000,-1.6810230E-003,-1.5681955E-001,-1.4562089E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0673530E-001, 1.6122768E-004, 2.1951872E-005
 4.2000252E+001, 3.9439653E-001,-3.1059963E-003,-7.2010738E-001, 7.8969514E-004, 1.8044603E-003, 0.0000000E+000,-1.2689557E-003,-3.3790434E-001,-3.2749165E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1537196E-001, 1.6122768E-004, 2.1951872E-005
 4.3002441E+001, 7.4087835E-002,-1.1647296E-003,-4.7341895E-001, 7.9468377E-004, 1.7291703E-003, 0.0000000E+000,-3.4132449E-004,-4.0898429E-001,-3.9831332E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2402052E-001, 1.6122768E-004, 2.1951872E-005
 4.4001301E+001, 9.4360273E-004,-2.7399192E-004,-2.0776979E-001, 7.8505557E-004, 1.7120830E-003, 0.0000000E+000, 2.0311265E-007,-2.1596144E-001,-2.0460284E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3266738E-001, 1.6122768E-004, 2.1951872E-005
 4.5001423E+001, 2.0761715E-005, 3.8229297E-005,-6.3483846E-002, 7.9859486E-004, 1.7125215E-003, 0.0000000E+000, 1.9358847E-007,-7.2807622E-002,-6.0913546E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4130130E-001, 1.6122768E-004, 2.1951872E-005
 4.6000252E+001, 0.0000000E+000, 8.3703087E-005, 5.2511478E-003, 7.8866219E-004, 1.6910866E-003, 0.0000000E+000, 1.8227181E-007,-4.3185714E-003, 7.8147819E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4993763E-001, 1.6122768E-004, 2.1951872E-005
 4.7000347E+001, 0.0000000E+000, 8.8748675E-005, 9.2735930E-003, 7.7604266E-004, 1.6308817E-003, 0.0000000E+000,-6.7750602E-008,-4.3185336E-004, 1.1769198E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5857130E-001, 1.6122768E-004, 2.1951872E-005
 4.8000443E+001, 0.0000000E+000, 8.4394485E-005, 1.0554661E-002, 7.8608870E-004, 1.6387166E-003, 0.0000000E+000, 1.6503633E-007, 5.7233616E-004, 1.3064025E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6721341E-001, 1.6122768E-004, 2.1951872E-005
 4.9000538E+001, 0.0000000E+000, 8.1448614E-005, 9.3733473E-003, 7.5031212E-004, 1.5406745E-003, 0.0000000E+000, 1.3255326E-007,-8.5474519E-004, 1.1745915E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7585309E-001, 1.6122768E-004, 2.1951872E-005
 5.0000633E+001, 0.0000000E+000, 8.0784295E-005, 1.0563279E-002, 7.5173055E-004, 1.5201586E-003, 0.0000000E+000, 4.6341803E-008, 1.7955270E-004, 1.2915999E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8449447E-001, 1.6122768E-004, 2.1951872E-005
 5.1000732E+001, 0.0000000E+000, 7.6037490E-005, 1.0496574E-002, 7.3387005E-004, 1.4722296E-003, 0.0000000E+000, 1.1092766E-007,-1.6569644E-004, 1.2778822E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9313536E-001, 1.6122768E-004, 2.1951872E-005
 5.2000828E+001, 0.0000000E+000, 7.0442800E-005, 1.0981671E-002, 7.4323230E-004, 1.4788500E-003, 0.0000000E+000, 1.2071777E-007, 2.8185315E-004, 1.3274317E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0177577E-001, 1.6122768E-004, 2.1951872E-005
 5.3000195E+001, 0.0000000E+000, 7.1065747E-005, 1.0404879E-002, 7.3079373E-004, 1.4352347E-003, 0.0000000E+000, 1.2669184E-007,-5.5045610E-004, 1.2642100E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1041325E-001, 1.6122768E-004, 2.1951872E-005
 5.4001038E+001, 0.0000000E+000, 7.0241983E-005, 1.0526786E-002, 7.2779251E-004, 1.3942594E-003, 0.0000000E+000,-1.0565555E-007,-6.7590796E-004, 1.2718975E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1905361E-001, 1.6122768E-004, 2.1951872E-005
 5.5001884E+001, 0.0000000E+000, 7.2016295E-005, 1.1180572E-002, 7.1288123E-004, 1.3816144E-003, 0.0000000E+000,-2.4747829E-007,-1.7810298E-004, 1.3346836E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2770095E-001, 1.6122768E-004, 2.1951872E-005
 5.6001369E+001, 0.0000000E+000, 6.8593625E-005, 1.1914209E-002, 7.1432977E-004, 1.3455788E-003, 0.0000000E+000, 1.5445662E-007, 3.9523713E-004, 1.4042866E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3634284E-001, 1.6122768E-004, 2.1951872E-005
 5.7000114E+001, 0.0000000E+000, 6.9379261E-005, 1.1814892E-002, 7.1807929E-004, 1.3442975E-003, 0.0000000E+000,-8.7528313E-007, 1.3977785E-004, 1.3945773E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4497476E-001, 1.6122768E-004, 2.1951872E-005
 5.8000336E+001, 0.0000000E+000, 6.5433692E-005, 1.1668585E-002, 7.1529415E-004, 1.3347240E-003, 0.0000000E+000, 8.8618578E-008,-1.8303854E-004, 1.3784126E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5361033E-001, 1.6122768E-004, 2.1951872E-005
 5.9000557E+001, 0.0000000E+000, 6.4136694E-005, 1.1303937E-002, 7.0346317E-004, 1.2804761E-003, 0.0000000E+000, 1.1719331E-008,-7.2518975E-004, 1.3352025E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6225194E-001, 1.6122768E-004, 2.1951872E-005
 6.0000778E+001, 0.0000000E+000, 6.2512191E-005, 1.2108915E-002, 6.9097982E-004, 1.2740126E-003, 0.0000000E+000,-5.7837474E-008,-1.5433083E-004, 1.4136362E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7089397E-001, 1.6122768E-004, 2.1951872E-005
 6.1000999E+001, 0.0000000E+000, 6.3288067E-005, 1.2371388E-002, 6.8064941E-004, 1.2349236E-003, 0.0000000E+000,-1.0228156E-007,-7.1592486E-005, 1.4350147E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7953579E-001, 1.6122768E-004, 2.1951872E-005
 6.2001221E+001, 0.0000000E+000, 6.5516493E-005, 1.2990160E-002, 6.9715361E-004, 1.2259938E-003, 0.0000000E+000,-2.6622275E-007, 4.4773067E-004, 1.4978558E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8817782E-001, 1.6122768E-004, 2.1951872E-005
 6.3001442E+001, 0.0000000E+000, 6.3009250E-005, 1.2408766E-002, 6.8949501E-004, 1.2104281E-003, 0.0000000E+000,-4.7514977E-007,-3.7911180E-004, 1.4371223E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9681985E-001, 1.6122768E-004, 2.1951872E-005
 6.4001175E+001, 0.0000000E+000, 5.9488968E-005, 1.3284055E-002, 6.7611460E-004, 1.2085129E-003, 0.0000000E+000,-1.3672152E-006, 3.6510501E-004, 1.5226804E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0545947E-001, 1.6122768E-004, 2.1951872E-005
 6.5000000E+001, 0.0000000E+000, 6.1275958E-005, 1.2689455E-002, 6.6931724E-004, 1.1711781E-003, 0.0000000E+000,-3.6024184E-007,-4.0871534E-004, 1.4590866E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1409696E-001, 1.6122768E-004, 2.1951872E-005
