s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
 1.8000368E+001, 3.1267668E+001, 0.0000000E+000,-1.0668323E+001,-1.6511570E+001,-3.5821213E+000,-2.9687234E-003, 0.0000000E+000, 0.0000000E+000, 4.4323880E-001, 5.0268502E-001,-6.0229068E-001,-5.6481194E-004, 6.4699998E-004,-1.0454695E-002, 7.3179801E-005
 2.0000000E+001, 3.1780067E+001, 0.0000000E+000,-1.0829631E+001,-1.8074275E+001,-3.6387875E+000,-5.6742294E-003, 0.0000000E+000, 0.0000000E+000,-8.2186084E-001,-7.6830058E-001,-5.9607122E-001,-7.3459761E-004, 6.4699998E-004,-1.1331886E-002, 9.0853735E-005
 2.2000029E+001, 3.2491321E+001, 0.0000000E+000,-1.1175068E+001,-1.7159570E+001,-3.6460249E+000,-8.8543676E-003, 0.0000000E+000, 0.0000000E+000, 4.5575474E-001, 5.0180318E-001,-5.9963632E-001,-8.8157500E-004, 6.4699998E-004,-1.0600026E-002, 1.0996660E-004
 2.4000092E+001, 3.2280622E+001, 0.0000000E+000,-1.1012835E+001,-1.6698384E+001,-3.6442841E+000,-9.3825006E-003, 0.0000000E+000, 0.0000000E+000, 8.5712370E-001, 9.1573597E-001,-6.0138601E-001,-9.6759585E-004, 6.4699998E-004,-1.0287130E-002, 1.1611538E-004
 2.6000105E+001, 3.2985951E+001, 0.0000000E+000,-1.1214594E+001,-1.8793509E+001,-3.6552119E+000,-1.3046610E-002, 0.0000000E+000, 0.0000000E+000,-7.2199262E-001,-6.9041034E-001,-5.9322918E-001,-1.1477721E-003, 6.4699998E-004,-1.1319106E-002, 1.3207711E-004
 2.8000050E+001, 3.3536163E+001, 0.0000000E+000,-1.1411545E+001,-1.8751416E+001,-3.8597039E+000,-1.8639212E-002, 0.0000000E+000, 0.0000000E+000,-5.5136729E-001,-5.0514091E-001,-5.9332381E-001,-1.3389409E-003, 6.4699998E-004,-1.1139039E-002, 1.6335519E-004
 3.0000046E+001, 3.4807594E+001, 0.0000000E+000,-1.1809305E+001,-1.6913547E+001,-3.7513288E+000,-2.7227299E-002, 0.0000000E+000, 0.0000000E+000, 2.2638017E+000, 2.3061858E+000,-6.0035048E-001,-1.5213165E-003, 6.4699998E-004,-9.8517639E-003, 2.1305680E-004
 3.2000019E+001, 3.6372575E+001, 0.0000000E+000,-1.2631322E+001,-2.0184758E+001,-3.9604011E+000,-3.7030145E-002, 0.0000000E+000, 0.0000000E+000,-4.8286018E-001,-4.4093619E-001,-5.8743846E-001,-2.2379517E-003, 6.4699998E-004,-1.1158719E-002, 2.8428137E-004
 3.4000206E+001, 3.8860863E+001, 0.0000000E+000,-1.3533795E+001,-1.9625260E+001,-4.3341836E+000,-4.7038014E-002, 0.0000000E+000, 0.0000000E+000, 1.2891799E+000, 1.3205867E+000,-5.8919411E-001,-2.8205382E-003, 6.4699998E-004,-1.0468661E-002, 3.8072768E-004
 3.6000198E+001, 4.1363933E+001, 0.0000000E+000,-1.4567975E+001,-2.1835879E+001,-4.2906554E+000,-5.6568899E-002, 0.0000000E+000, 0.0000000E+000, 5.9301939E-001, 6.1285463E-001,-5.8017341E-001,-3.8741162E-003, 6.4699998E-004,-1.0950024E-002, 4.9481762E-004
 3.8000179E+001, 4.4367662E+001, 0.0000000E+000,-1.5787510E+001,-2.3287426E+001,-4.5745638E+000,-6.6739734E-002, 0.0000000E+000, 0.0000000E+000, 6.3102209E-001, 6.5142235E-001,-5.7417968E-001,-4.9128415E-003, 6.4699998E-004,-1.0876010E-002, 6.1670645E-004
 4.0000061E+001, 4.7981395E+001, 0.0000000E+000,-1.7206640E+001,-2.3395521E+001,-4.7014616E+000,-7.6280865E-002, 0.0000000E+000, 0.0000000E+000, 2.5718311E+000, 2.6014906E+000,-5.7343908E-001,-5.7127426E-003, 6.4699998E-004,-1.0185101E-002, 7.5561670E-004
 4.2000271E+001, 5.1153794E+001, 0.0000000E+000,-1.8294368E+001,-2.6920689E+001,-5.2797707E+000,-8.8850862E-002, 0.0000000E+000, 0.0000000E+000, 5.7815347E-001, 5.7011533E-001,-5.5917834E-001,-7.3611162E-003, 6.4699998E-004,-1.0914535E-002, 9.0379681E-004
 4.4000095E+001, 5.4773238E+001, 0.0000000E+000,-1.9784775E+001,-2.8482941E+001,-5.1017541E+000,-9.9796415E-002, 0.0000000E+000, 0.0000000E+000, 1.3199338E+000, 1.3039717E+000,-5.5259668E-001,-8.6533321E-003, 6.4699998E-004,-1.0803205E-002, 1.0576351E-003
 4.6000027E+001, 5.8684470E+001, 0.0000000E+000,-2.1247902E+001,-3.1571049E+001,-5.6969744E+000,-1.1058244E-001, 0.0000000E+000, 0.0000000E+000, 1.1826650E-001, 5.7962005E-002,-5.4039599E-001,-1.0233768E-002, 6.4699998E-004,-1.1092453E-002, 1.2032093E-003
 4.8000156E+001, 6.2262283E+001, 0.0000000E+000,-2.2539268E+001,-3.2861798E+001,-5.7057457E+000,-1.2114437E-001, 0.0000000E+000, 0.0000000E+000, 1.0991847E+000, 1.0343267E+000,-5.3487409E-001,-1.1467907E-002, 6.4699999E-004,-1.0787659E-002, 1.3537734E-003
 5.0000027E+001, 6.6513841E+001, 0.0000000E+000,-2.4196178E+001,-3.4672784E+001,-5.6829594E+000,-1.3186058E-001, 0.0000000E+000, 0.0000000E+000, 1.8830381E+000, 1.8300586E+000,-5.2756370E-001,-1.2637997E-002, 6.4699999E-004,-1.0638447E-002, 1.5265773E-003
 5.2000141E+001, 7.1452866E+001, 0.0000000E+000,-2.5903283E+001,-3.7582900E+001,-6.4812150E+000,-1.4534559E-001, 0.0000000E+000, 0.0000000E+000, 1.4234125E+000, 1.3401214E+000,-5.1584324E-001,-1.4584722E-002, 6.4699999E-004,-1.0572451E-002, 1.7362756E-003
 5.4000065E+001, 7.5349757E+001, 0.0000000E+000,-2.7263471E+001,-3.9925688E+001,-6.2127117E+000,-1.5467464E-001, 0.0000000E+000, 0.0000000E+000, 1.8915416E+000, 1.7932114E+000,-5.0643289E-001,-1.6029087E-002, 6.4699999E-004,-1.0603182E-002, 1.8945782E-003
 5.6000149E+001, 7.9264414E+001, 0.0000000E+000,-2.8759299E+001,-4.2951928E+001,-6.5452566E+000,-1.6581947E-001, 0.0000000E+000, 0.0000000E+000, 9.7051871E-001, 8.4211072E-001,-4.9464118E-001,-1.7644639E-002, 6.4699999E-004,-1.0790832E-002, 2.0772344E-003
 5.8000175E+001, 8.4140367E+001, 0.0000000E+000,-3.0495982E+001,-4.5709300E+001,-6.4180928E+000,-1.7881886E-001, 0.0000000E+000, 0.0000000E+000, 1.4760641E+000, 1.3381743E+000,-4.8341963E-001,-1.9519850E-002, 6.4699999E-004,-1.0619071E-002, 2.2806637E-003
 6.0000038E+001, 8.9889413E+001, 0.0000000E+000,-3.2617251E+001,-4.8013876E+001,-6.9564115E+000,-1.8966443E-001, 0.0000000E+000, 0.0000000E+000, 2.2268472E+000, 2.1122092E+000,-4.7419777E-001,-2.0936123E-002, 6.4699999E-004,-1.0626982E-002, 2.4901029E-003
 6.2000084E+001, 9.5629041E+001, 0.0000000E+000,-3.5323344E+001,-5.0004868E+001,-7.1951647E+000,-2.0306001E-001, 0.0000000E+000, 0.0000000E+000, 3.0265898E+000, 2.9026047E+000,-4.6573590E-001,-2.2715282E-002, 6.4699999E-004,-1.0447926E-002, 2.7164004E-003
 6.4000061E+001, 1.0035132E+002, 0.0000000E+000,-3.6545938E+001,-5.3762973E+001,-7.5065239E+000,-2.1804233E-001, 0.0000000E+000, 0.0000000E+000, 2.4397526E+000, 2.3178430E+000,-4.5123794E-001,-2.4986609E-002, 6.4699999E-004,-1.0413674E-002, 2.9269344E-003
 6.6000069E+001, 1.0402218E+002, 0.0000000E+000,-3.7977452E+001,-5.7383335E+001,-7.4374927E+000,-2.2680635E-001, 0.0000000E+000, 0.0000000E+000, 1.1471755E+000, 9.9709410E-001,-4.3744384E-001,-2.6825650E-002, 6.4699999E-004,-1.0760294E-002, 3.0905107E-003
 6.8000229E+001, 1.1112149E+002, 0.0000000E+000,-4.0457687E+001,-5.8547882E+001,-7.6582038E+000,-2.4340030E-001, 0.0000000E+000, 0.0000000E+000, 4.3817702E+000, 4.2143223E+000,-4.3234237E-001,-2.7762894E-002, 6.4699999E-004,-1.0457153E-002, 3.3289385E-003
 7.0000137E+001, 1.1621200E+002, 0.0000000E+000,-4.2103368E+001,-6.1532979E+001,-8.2993465E+000,-2.5999571E-001, 0.0000000E+000, 0.0000000E+000, 4.2021339E+000, 4.0163095E+000,-4.2095847E-001,-2.9696765E-002, 6.4699998E-004,-1.0265435E-002, 3.5867756E-003
 7.2000069E+001, 1.2111174E+002, 0.0000000E+000,-4.4514890E+001,-6.6540584E+001,-8.4529709E+000,-2.7267113E-001, 0.0000000E+000, 0.0000000E+000, 1.5262333E+000, 1.3306207E+000,-4.0196294E-001,-3.2469397E-002, 6.4699992E-004,-1.0702269E-002, 3.8098938E-003
 7.4000137E+001, 1.2960816E+002, 0.0000000E+000,-4.7523372E+001,-6.9701768E+001,-8.8521358E+000,-2.9250674E-001, 0.0000000E+000, 0.0000000E+000, 3.4652666E+000, 3.2383817E+000,-3.8936811E-001,-3.4837668E-002, 6.4699996E-004,-1.0567773E-002, 4.1156422E-003
 7.6000137E+001, 1.3735929E+002, 0.0000000E+000,-5.0150171E+001,-7.5097936E+001,-9.1912994E+000,-3.1170884E-001, 0.0000000E+000, 0.0000000E+000, 2.8340357E+000, 2.6081728E+000,-3.6961453E-001,-3.8143059E-002, 6.4699998E-004,-1.0381598E-002, 4.4433327E-003
 7.8000122E+001, 1.4530739E+002, 0.0000000E+000,-5.3722076E+001,-7.7232264E+001,-9.5273257E+000,-3.3451840E-001, 0.0000000E+000, 0.0000000E+000, 4.6716273E+000, 4.4912063E+000,-3.6255776E-001,-3.9558495E-002, 6.4699817E-004,-1.0309329E-002, 4.7636358E-003
 8.0000175E+001, 1.5079508E+002, 0.0000000E+000,-5.5289398E+001,-8.1517632E+001,-9.7968700E+000,-3.5001711E-001, 0.0000000E+000, 0.0000000E+000, 4.0934191E+000, 3.8411615E+000,-3.4804316E-001,-4.1565617E-002, 6.4699998E-004,-1.0333110E-002, 5.0200789E-003
 8.2000023E+001, 1.5798910E+002, 0.0000000E+000,-5.8157519E+001,-8.5901812E+001,-1.0400813E+001,-3.7470112E-001, 0.0000000E+000, 0.0000000E+000, 3.4128301E+000, 3.1542496E+000,-3.3089515E-001,-4.4616439E-002, 6.4699997E-004,-1.0292998E-002, 5.3997153E-003
 8.4000114E+001, 1.7373545E+002, 0.0000000E+000,-6.3961577E+001,-9.0957272E+001,-1.1161472E+001,-4.0019322E-001, 0.0000000E+000, 0.0000000E+000, 7.5153160E+000, 7.2549361E+000,-3.1855319E-001,-4.7004890E-002, 6.4699553E-004,-9.8739216E-003, 5.8719820E-003
 8.6000145E+001, 1.7864023E+002, 0.0000000E+000,-6.6949125E+001,-9.8684721E+001,-1.1724944E+001,-4.1643235E-001, 0.0000000E+000, 0.0000000E+000, 1.1305136E+000, 8.6501037E-001,-2.8853928E-001,-5.2437438E-002, 6.4698946E-004,-1.0261022E-002, 6.1518248E-003
 8.8000160E+001, 1.8902626E+002, 0.0000000E+000,-7.1415657E+001,-9.9298421E+001,-1.2398593E+001,-4.4066965E-001, 0.0000000E+000, 0.0000000E+000, 5.7135646E+000, 5.4729215E+000,-2.8915668E-001,-5.2643424E-002, 6.4692674E-004,-1.0101719E-002, 6.4705373E-003
 9.0000229E+001, 1.9771783E+002, 0.0000000E+000,-7.5266613E+001,-1.0456082E+002,-1.3514384E+001,-4.6499585E-001, 0.0000000E+000, 0.0000000E+000, 4.2173691E+000, 3.9110178E+000,-2.7190451E-001,-5.6266613E-002, 6.4698427E-004,-1.0055854E-002, 6.9988390E-003
 9.2000084E+001, 2.0691116E+002, 0.0000000E+000,-7.8617564E+001,-1.1244631E+002,-1.3286780E+001,-4.7989108E-001, 0.0000000E+000, 0.0000000E+000, 2.3759004E+000, 2.0806184E+000,-2.4951839E-001,-6.0112146E-002, 6.4696855E-004,-9.9591249E-003, 7.3161571E-003
 9.4000061E+001, 2.1575907E+002, 0.0000000E+000,-8.2375579E+001,-1.1238227E+002,-1.4004071E+001,-4.9465776E-001, 0.0000000E+000, 0.0000000E+000, 6.8091356E+000, 6.5024879E+000,-2.5280223E-001,-5.9808524E-002, 6.4694929E-004,-9.4588108E-003, 7.6761148E-003
 9.6000168E+001, 2.2548892E+002, 0.0000000E+000,-8.7293563E+001,-1.1926563E+002,-1.4818777E+001,-5.1667531E-001, 0.0000000E+000, 0.0000000E+000, 3.9394672E+000, 3.5942777E+000,-2.4103649E-001,-6.2279272E-002, 6.4696352E-004,-9.4142058E-003, 8.1028459E-003
 9.8000214E+001, 2.3292104E+002, 0.0000000E+000,-9.1545020E+001,-1.2432304E+002,-1.5279032E+001,-5.3167856E-001, 0.0000000E+000, 0.0000000E+000, 1.6018760E+000, 1.2422647E+000,-2.1898306E-001,-6.7234367E-002, 6.4659643E-004,-9.6720016E-003, 8.3016177E-003
 1.0000018E+002, 2.3373616E+002, 0.0000000E+000,-9.2240526E+001,-1.2589748E+002,-1.6080175E+001,-5.4818456E-001, 0.0000000E+000, 0.0000000E+000,-6.7248779E-001,-1.0302030E+000,-2.2021859E-001,-6.6993966E-002, 6.4675928E-004,-9.3599833E-003, 8.5232596E-003
 1.0200012E+002, 2.4506535E+002, 0.0000000E+000,-9.6331904E+001,-1.2968072E+002,-1.5783115E+001,-5.6178327E-001, 0.0000000E+000, 0.0000000E+000, 3.1046594E+000, 2.7078286E+000,-2.1417174E-001,-6.8887695E-002, 6.4642762E-004,-9.3458952E-003, 8.8409844E-003
 1.0400008E+002, 2.5042852E+002, 0.0000000E+000,-9.9968669E+001,-1.3225122E+002,-1.6506902E+001,-5.7893722E-001, 0.0000000E+000, 0.0000000E+000, 1.4671903E+000, 1.1227821E+000,-2.0175674E-001,-7.0952432E-002, 6.4610123E-004,-9.4362627E-003, 9.0660804E-003
 1.0600021E+002, 2.5373224E+002, 0.0000000E+000,-1.0128886E+002,-1.3207391E+002,-1.7109127E+001,-5.8254871E-001, 0.0000000E+000, 0.0000000E+000, 3.0502861E+000, 2.6777959E+000,-2.0762582E-001,-6.9612459E-002, 6.4650166E-004,-9.1724160E-003, 9.1792595E-003
 1.0800005E+002, 2.5615616E+002, 0.0000000E+000,-1.0330585E+002,-1.3477068E+002,-1.7465385E+001,-5.9606210E-001, 0.0000000E+000, 0.0000000E+000, 3.9101905E-001, 1.8184943E-002,-1.9718384E-001,-7.2730923E-002, 6.4599911E-004,-9.2704948E-003, 9.3212615E-003
 1.1000007E+002, 2.6673937E+002, 0.0000000E+000,-1.0709378E+002,-1.3758318E+002,-1.8214590E+001,-6.1789387E-001, 0.0000000E+000, 0.0000000E+000, 3.5655860E+000, 3.2299292E+000,-1.9582563E-001,-7.3456641E-002, 6.4638099E-004,-9.1654473E-003, 9.8194787E-003
 1.1200017E+002, 2.7563249E+002, 0.0000000E+000,-1.1146279E+002,-1.4328819E+002,-1.7971454E+001,-6.3019166E-001, 0.0000000E+000, 0.0000000E+000, 2.6398463E+000, 2.2798705E+000,-1.8834313E-001,-7.4235441E-002, 6.4621232E-004,-8.9679226E-003, 1.0047397E-002
 1.1400003E+002, 2.7864137E+002, 0.0000000E+000,-1.1378227E+002,-1.4579950E+002,-1.8291095E+001,-6.3064921E-001, 0.0000000E+000, 0.0000000E+000, 5.8293599E-001, 1.3785588E-001,-1.8179118E-001,-7.6074482E-002, 6.4632961E-004,-8.9645233E-003, 1.0257478E-002
 1.1600011E+002, 2.8056837E+002, 0.0000000E+000,-1.1518958E+002,-1.4474275E+002,-1.8855903E+001,-6.5273664E-001, 0.0000000E+000, 0.0000000E+000, 1.4752622E+000, 1.1274039E+000,-1.7903408E-001,-7.6540174E-002, 6.4618417E-004,-8.7519018E-003, 1.0356395E-002
 1.1800015E+002, 2.8711529E+002, 0.0000000E+000,-1.1889941E+002,-1.4854399E+002,-1.9145007E+001,-6.6425237E-001, 0.0000000E+000, 0.0000000E+000, 2.1698447E-001,-1.3736733E-001,-1.7714605E-001,-7.7898012E-002, 6.4573123E-004,-8.7938334E-003, 1.0656035E-002
 1.2000004E+002, 2.9523711E+002, 0.0000000E+000,-1.2215323E+002,-1.5082659E+002,-1.9616626E+001,-6.6954559E-001, 0.0000000E+000, 0.0000000E+000, 2.4309611E+000, 1.9711214E+000,-1.7350972E-001,-7.8282689E-002, 6.4480710E-004,-8.8842361E-003, 1.0847866E-002
 1.2200013E+002, 3.0266384E+002, 0.0000000E+000,-1.2599213E+002,-1.5370357E+002,-1.9604648E+001,-6.8430229E-001, 0.0000000E+000, 0.0000000E+000, 3.1025280E+000, 2.6791819E+000,-1.6880494E-001,-8.0239399E-002, 6.4552164E-004,-8.5429182E-003, 1.1231447E-002
 1.2400002E+002, 3.0924670E+002, 0.0000000E+000,-1.2917902E+002,-1.5852626E+002,-2.0472630E+001,-6.9432234E-001, 0.0000000E+000, 0.0000000E+000, 8.2349383E-001, 3.7447171E-001,-1.6575578E-001,-8.0006161E-002, 6.4601420E-004,-8.4568559E-003, 1.1514180E-002
 1.2600013E+002, 3.1279930E+002, 0.0000000E+000,-1.3104484E+002,-1.6064509E+002,-2.0268296E+001,-7.0404885E-001, 0.0000000E+000, 0.0000000E+000, 5.3443855E-001, 1.3702863E-001,-1.6241608E-001,-8.1085231E-002, 6.4574919E-004,-8.4541251E-003, 1.1642780E-002
 1.2800002E+002, 3.1740726E+002, 0.0000000E+000,-1.3546080E+002,-1.5959838E+002,-2.0820083E+001,-7.1956852E-001, 0.0000000E+000, 0.0000000E+000, 1.2431117E+000, 8.0842306E-001,-1.6098685E-001,-8.2941182E-002, 6.4539316E-004,-8.2411118E-003, 1.1977399E-002
 1.3000006E+002, 3.2268295E+002, 0.0000000E+000,-1.3752724E+002,-1.6443437E+002,-2.1054048E+001,-7.2320458E-001, 0.0000000E+000, 0.0000000E+000,-6.1938178E-001,-1.0559044E+000,-1.5626099E-001,-8.2882435E-002, 6.4560532E-004,-8.3714184E-003, 1.2020773E-002
 1.3200000E+002, 3.2325795E+002, 0.0000000E+000,-1.3814767E+002,-1.6302846E+002,-2.0620115E+001,-7.3090133E-001, 0.0000000E+000, 0.0000000E+000, 1.1833467E+000, 7.3080620E-001,-1.5393177E-001,-8.3696581E-002, 6.4369020E-004,-8.5023859E-003, 1.2026261E-002
 1.3400005E+002, 3.2930313E+002, 0.0000000E+000,-1.4199631E+002,-1.6287214E+002,-2.1140698E+001,-7.3999654E-001, 0.0000000E+000, 0.0000000E+000, 3.0271324E+000, 2.5539940E+000,-1.5409663E-001,-8.4442195E-002, 6.4441989E-004,-8.3935261E-003, 1.2483657E-002
 1.3600018E+002, 3.3594596E+002, 0.0000000E+000,-1.4664005E+002,-1.6425016E+002,-2.1950536E+001,-7.5054214E-001, 0.0000000E+000, 0.0000000E+000, 2.8552666E+000, 2.3546755E+000,-1.4865947E-001,-8.6204659E-002, 6.4406187E-004,-8.2783036E-003, 1.2504000E-002
 1.3800024E+002, 3.4655370E+002, 0.0000000E+000,-1.4927210E+002,-1.7524383E+002,-2.1814243E+001,-7.6240666E-001, 0.0000000E+000, 0.0000000E+000,-1.1137956E-001,-5.3888815E-001,-1.4747192E-001,-8.6405752E-002, 6.4440649E-004,-8.0337601E-003, 1.3086280E-002
 1.4000020E+002, 3.5633420E+002, 0.0000000E+000,-1.5548389E+002,-1.7647581E+002,-2.2200099E+001,-7.8276473E-001, 0.0000000E+000, 0.0000000E+000, 1.9274508E+000, 1.3916386E+000,-1.4393696E-001,-8.6685691E-002, 6.4440011E-004,-7.8205564E-003, 1.3602640E-002
 1.4200018E+002, 3.5561138E+002, 0.0000000E+000,-1.5636511E+002,-1.7908473E+002,-2.2571204E+001,-7.9091711E-001, 0.0000000E+000, 0.0000000E+000,-2.7708935E+000,-3.2005766E+000,-1.3847277E-001,-8.8028291E-002, 6.4443403E-004,-7.8956063E-003, 1.3589618E-002
 1.4400017E+002, 3.6338177E+002, 0.0000000E+000,-1.5886802E+002,-1.7632996E+002,-2.2888472E+001,-7.9096628E-001, 0.0000000E+000, 0.0000000E+000, 4.9933988E+000, 4.5043488E+000,-1.4043621E-001,-8.8226102E-002, 6.4295280E-004,-7.9538289E-003, 1.3497975E-002
 1.4600009E+002, 3.6124740E+002, 0.0000000E+000,-1.6061571E+002,-1.7913614E+002,-2.2560614E+001,-8.0332020E-001, 0.0000000E+000, 0.0000000E+000,-1.2968535E+000,-1.8683831E+000,-1.3556658E-001,-8.9189198E-002, 6.4351449E-004,-8.0849098E-003, 1.3912388E-002
 1.4800002E+002, 3.8370274E+002, 0.0000000E+000,-1.6823223E+002,-1.8286562E+002,-2.3598615E+001,-8.1903843E-001, 0.0000000E+000, 0.0000000E+000, 8.6628685E+000, 8.1872395E+000,-1.3890455E-001,-8.9091083E-002, 6.4432683E-004,-7.5486625E-003, 1.4456194E-002
 1.5000017E+002, 3.8348096E+002, 0.0000000E+000,-1.7067487E+002,-1.9274523E+002,-2.3883430E+001,-8.2953695E-001, 0.0000000E+000, 0.0000000E+000,-4.1282655E+000,-4.6521102E+000,-1.2816651E-001,-9.1921228E-002, 6.4330524E-004,-7.6090471E-003, 1.4626510E-002
 1.5200006E+002, 3.7109988E+002, 0.0000000E+000,-1.6474661E+002,-1.8452487E+002,-2.3391654E+001,-8.1895169E-001, 0.0000000E+000, 0.0000000E+000,-1.8316051E+000,-2.3821988E+000,-1.3403868E-001,-9.0016528E-002, 6.4123158E-004,-7.9727163E-003, 1.4165304E-002
 1.5400005E+002, 3.7645822E+002, 0.0000000E+000,-1.6687705E+002,-1.8557787E+002,-2.3074990E+001,-8.4131855E-001, 0.0000000E+000, 0.0000000E+000, 5.8490358E-001, 8.6990899E-002,-1.3293403E-001,-9.1156631E-002, 6.4235601E-004,-7.6646704E-003, 1.4454496E-002
 1.5600011E+002, 3.9659063E+002, 0.0000000E+000,-1.7594143E+002,-1.9268874E+002,-2.3759532E+001,-8.5555080E-001, 0.0000000E+000, 0.0000000E+000, 3.8775328E+000, 3.3453746E+000,-1.2292774E-001,-9.2281946E-002, 6.4320251E-004,-7.6890228E-003, 1.5124988E-002
 1.5800000E+002, 3.8861971E+002, 0.0000000E+000,-1.7628295E+002,-1.8821969E+002,-2.4296922E+001,-8.5024742E-001, 0.0000000E+000, 0.0000000E+000,-4.1118008E-001,-1.0300977E+000,-1.2522527E-001,-9.2804024E-002, 6.4251945E-004,-7.9134115E-003, 1.4881905E-002
 1.6000017E+002, 4.0168747E+002, 0.0000000E+000,-1.8147073E+002,-1.9074619E+002,-2.4884492E+001,-8.6940464E-001, 0.0000000E+000, 0.0000000E+000, 4.2251991E+000, 3.7166484E+000,-1.2499383E-001,-9.2254477E-002, 6.4205438E-004,-7.5276589E-003, 1.5354023E-002
 1.6200003E+002, 4.1136217E+002, 0.0000000E+000,-1.8657046E+002,-2.0042196E+002,-2.5246696E+001,-8.7903078E-001, 0.0000000E+000, 0.0000000E+000,-1.2387266E+000,-1.7559747E+000,-1.2328648E-001,-9.3192638E-002, 6.4428180E-004,-7.2873518E-003, 1.6011098E-002
 1.6400021E+002, 4.0727054E+002, 0.0000000E+000,-1.8494760E+002,-1.9543101E+002,-2.5373760E+001,-8.8409310E-001, 0.0000000E+000, 0.0000000E+000, 1.2323700E+000, 6.3408059E-001,-1.2168748E-001,-9.3100060E-002, 6.4244936E-004,-7.4473418E-003, 1.5555873E-002
 1.6600011E+002, 4.1212960E+002, 0.0000000E+000,-1.8718067E+002,-1.9984699E+002,-2.4966779E+001,-9.0723805E-001, 0.0000000E+000, 0.0000000E+000,-2.4053163E-001,-7.7207793E-001,-1.2050853E-001,-9.4403856E-002, 6.4213884E-004,-7.4179108E-003, 1.6124515E-002
 1.6800020E+002, 4.2155052E+002, 0.0000000E+000,-1.9097631E+002,-2.0245977E+002,-2.5499381E+001,-9.0851962E-001, 0.0000000E+000, 0.0000000E+000, 2.2811204E+000, 1.7065444E+000,-1.2316802E-001,-9.3044726E-002, 6.4023608E-004,-7.3545730E-003, 1.6213978E-002
 1.7000012E+002, 4.3439545E+002, 0.0000000E+000,-1.9800422E+002,-2.0651652E+002,-2.6048145E+001,-9.1581908E-001, 0.0000000E+000, 0.0000000E+000, 3.4623284E+000, 2.9107458E+000,-1.1745323E-001,-9.5312701E-002, 6.4229914E-004,-7.3981938E-003, 1.6710546E-002
