s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
 1.0320013E+003, 3.6455805E+001, 0.0000000E+000,-1.0038047E+001,-2.7132306E+001, 6.4032783E-001, 2.6786872E-002, 0.0000000E+000, 0.0000000E+000, 7.6980929E-002,-4.7433775E-002,-5.6490374E-001,-2.5005550E-003, 6.4699969E-004,-1.0670672E-002, 2.7519078E-004
 1.0440022E+003, 3.6205346E+001, 0.0000000E+000,-9.9635036E+000,-2.7060023E+001, 5.9855709E-001, 2.7326338E-002, 0.0000000E+000, 0.0000000E+000,-6.8148780E-002,-1.9229699E-001,-5.6522855E-001,-2.3965128E-003, 6.4699963E-004,-1.0747304E-002, 2.6482826E-004
 1.0560016E+003, 3.5891659E+001, 0.0000000E+000,-9.8714208E+000,-2.6904000E+001, 6.3179597E-001, 2.7275451E-002, 0.0000000E+000, 0.0000000E+000,-1.0731521E-001,-2.2469076E-001,-5.6583343E-001,-2.2954049E-003, 6.4699962E-004,-1.0751421E-002, 2.5228933E-004
 1.0680022E+003, 3.5640110E+001, 0.0000000E+000,-9.7982037E+000,-2.6631735E+001, 6.6186436E-001, 2.7204309E-002, 0.0000000E+000, 0.0000000E+000, 1.1548402E-002,-1.0076017E-001,-5.6689968E-001,-2.1893191E-003, 6.4699965E-004,-1.0703484E-002, 2.4214953E-004
 1.0800005E+003, 3.5344448E+001, 0.0000000E+000,-9.7038326E+000,-2.6398136E+001, 6.6236940E-001, 2.7112475E-002, 0.0000000E+000, 0.0000000E+000, 4.0637436E-002,-6.8038602E-002,-5.6775560E-001,-2.0865153E-003, 6.4699968E-004,-1.0687067E-002, 2.3054197E-004
 1.0920015E+003, 3.5166009E+001, 0.0000000E+000,-9.6508822E+000,-2.6233725E+001, 6.6155764E-001, 2.7365026E-002, 0.0000000E+000, 0.0000000E+000, 7.3400066E-002,-2.9676366E-002,-5.6836725E-001,-2.0030845E-003, 6.4699966E-004,-1.0698995E-002, 2.2204089E-004
 1.1040027E+003, 3.5082902E+001, 0.0000000E+000,-9.6313715E+000,-2.6412099E+001, 6.1009091E-001, 2.7241302E-002, 0.0000000E+000, 0.0000000E+000,-2.1711152E-001,-3.2323643E-001,-5.6775653E-001,-1.9944735E-003, 6.4699961E-004,-1.0800501E-002, 2.1907462E-004
 1.1160001E+003, 3.5083831E+001, 0.0000000E+000,-9.6342918E+000,-2.6182282E+001, 6.3977317E-001, 2.6864777E-002, 0.0000000E+000, 0.0000000E+000, 3.7451887E-002,-6.6104227E-002,-5.6857098E-001,-1.9752060E-003, 6.4699966E-004,-1.0703205E-002, 2.1955574E-004
 1.1280005E+003, 3.4900242E+001, 0.0000000E+000,-9.5803929E+000,-2.6141820E+001, 6.2944025E-001, 2.6951283E-002, 0.0000000E+000, 0.0000000E+000,-6.5196137E-002,-1.6557938E-001,-5.6872142E-001,-1.9186609E-003, 6.4699963E-004,-1.0750442E-002, 2.1120728E-004
 1.1400026E+003, 3.4705297E+001, 0.0000000E+000,-9.5154640E+000,-2.5884871E+001, 6.6287817E-001, 2.6876359E-002, 0.0000000E+000, 0.0000000E+000, 9.1768733E-002,-5.2833837E-003,-5.6971346E-001,-1.8350009E-003, 6.4699972E-004,-1.0675627E-002, 2.0366891E-004
 1.1520016E+003, 3.4678128E+001, 0.0000000E+000,-9.5153862E+000,-2.5967512E+001, 6.0356935E-001, 2.7055240E-002, 0.0000000E+000, 0.0000000E+000,-7.6558028E-002,-1.7414548E-001,-5.6940117E-001,-1.8307739E-003, 6.4699965E-004,-1.0760926E-002, 2.0220690E-004
 1.1640009E+003, 3.4609872E+001, 0.0000000E+000,-9.4967751E+000,-2.5812949E+001, 6.0883696E-001, 2.7060362E-002, 0.0000000E+000, 0.0000000E+000, 3.4262918E-002,-6.3955513E-002,-5.6998960E-001,-1.7993139E-003, 6.4699969E-004,-1.0706872E-002, 1.9973654E-004
 1.1760002E+003, 3.4518219E+001, 0.0000000E+000,-9.4687501E+000,-2.5746041E+001, 6.3930414E-001, 2.7248461E-002, 0.0000000E+000, 0.0000000E+000, 6.3011756E-002,-3.0019541E-002,-5.7023944E-001,-1.7725976E-003, 6.4699968E-004,-1.0689991E-002, 1.9608425E-004
 1.1880006E+003, 3.4391090E+001, 0.0000000E+000,-9.4304619E+000,-2.5773763E+001, 6.4679430E-001, 2.6984579E-002, 0.0000000E+000, 0.0000000E+000,-4.5270075E-002,-1.3935541E-001,-5.7017275E-001,-1.7293072E-003, 6.4699971E-004,-1.0727847E-002, 1.9160651E-004
 1.2000000E+003, 3.4371700E+001, 0.0000000E+000,-9.4277930E+000,-2.5669619E+001, 6.4532382E-001, 2.7266678E-002, 0.0000000E+000, 0.0000000E+000, 3.9494364E-002,-5.3121519E-002,-5.7054367E-001,-1.7112235E-003, 6.4699967E-004,-1.0703452E-002, 1.8977039E-004
