s,m/s,kg/m2/s,C,C
 3.7283150E+000, 1.8404876E+000, 3.1242005E-002, 6.3080941E+001, 6.4710606E+001
 3.7296970E+000, 1.8392991E+000, 3.4485136E-002, 6.3086702E+001, 6.4697183E+001
 3.7310790E+000, 1.8380556E+000, 3.2432566E-002, 6.3090690E+001, 6.4685681E+001
 3.7324610E+000, 1.8356516E+000, 3.2522619E-002, 6.3096379E+001, 6.4674111E+001
 3.7338430E+000, 1.8345241E+000, 3.6743817E-002, 6.3101851E+001, 6.4660328E+001
 3.7352250E+000, 1.8341984E+000, 3.6435165E-002, 6.3106465E+001, 6.4648739E+001
 3.7366070E+000, 1.8339067E+000, 3.5916728E-002, 6.3111260E+001, 6.4637136E+001
 3.7379890E+000, 1.8288746E+000, 3.5513005E-002, 6.3114486E+001, 6.4623061E+001
 3.7393710E+000, 1.8295722E+000, 3.0793521E-002, 6.3049580E+001, 6.4745946E+001
 3.7407530E+000, 1.8315038E+000, 3.0570018E-002, 6.3056098E+001, 6.4693272E+001
 3.7421349E+000, 1.8297028E+000, 3.3223975E-002, 6.3062333E+001, 6.4667247E+001
 3.7435169E+000, 1.8314457E+000, 3.3017909E-002, 6.3067302E+001, 6.4655944E+001
 3.7448989E+000, 1.8316392E+000, 3.3221051E-002, 6.3072196E+001, 6.4645378E+001
 3.7462809E+000, 1.8324055E+000, 3.2256876E-002, 6.3076867E+001, 6.4636050E+001
 3.7476629E+000, 1.8336606E+000, 3.7315667E-002, 6.3081863E+001, 6.4626579E+001
 3.7490449E+000, 1.8356997E+000, 3.6229166E-002, 6.3086345E+001, 6.4617591E+001
 3.7504269E+000, 1.8378859E+000, 3.6739035E-002, 6.3090732E+001, 6.4606077E+001
 3.7518089E+000, 1.8377334E+000, 2.5411722E-002, 6.2988860E+001, 6.4702880E+001
 3.7531909E+000, 1.8391651E+000, 2.6245305E-002, 6.2996225E+001, 6.4693651E+001
 3.7545729E+000, 1.8416385E+000, 3.0106862E-002, 6.3004346E+001, 6.4684625E+001
 3.7559548E+000, 1.8416421E+000, 3.1988927E-002, 6.3010610E+001, 6.4676481E+001
 3.7573368E+000, 1.8450165E+000, 3.3667779E-002, 6.3016012E+001, 6.4668357E+001
 3.7587188E+000, 1.8453987E+000, 3.0751178E-002, 6.3021729E+001, 6.4660729E+001
 3.7601008E+000, 1.8460667E+000, 3.3944873E-002, 6.3027264E+001, 6.4653754E+001
 3.7614828E+000, 1.8480281E+000, 3.6208051E-002, 6.3032554E+001, 6.4646363E+001
 3.7628648E+000, 1.8469977E+000, 3.3384522E-002, 6.3037255E+001, 6.4639698E+001
 3.7642468E+000, 1.8482858E+000, 3.5947624E-002, 6.3006338E+001, 6.4681051E+001
 3.7656288E+000, 1.8495793E+000, 3.3402248E-002, 6.3009983E+001, 6.4673832E+001
 3.7670108E+000, 1.8485860E+000, 3.5023287E-002, 6.3015526E+001, 6.4669202E+001
 3.7683928E+000, 1.8477838E+000, 3.4918729E-002, 6.3020228E+001, 6.4662790E+001
 3.7697747E+000, 1.8455272E+000, 3.5179180E-002, 6.3025486E+001, 6.4656219E+001
 3.7711567E+000, 1.8434953E+000, 3.6029686E-002, 6.3030161E+001, 6.4649702E+001
 3.7725387E+000, 1.8406452E+000, 3.6852891E-002, 6.3034355E+001, 6.4643730E+001
 3.7739207E+000, 1.8387308E+000, 3.4444609E-002, 6.3038685E+001, 6.4637227E+001
 3.7753027E+000, 1.8370275E+000, 3.7452971E-002, 6.3043500E+001, 6.4631006E+001
 3.7766847E+000, 1.8354098E+000, 3.8424132E-002, 6.3026177E+001, 6.4631418E+001
 3.7780667E+000, 1.8332616E+000, 3.3302456E-002, 6.3029222E+001, 6.4601288E+001
 3.7794487E+000, 1.8306341E+000, 3.6054072E-002, 6.3033935E+001, 6.4580353E+001
 3.7808307E+000, 1.8270451E+000, 3.3474870E-002, 6.3037887E+001, 6.4590611E+001
 3.7822127E+000, 1.8243111E+000, 3.7182983E-002, 6.3043817E+001, 6.4591888E+001
 3.7835946E+000, 1.8214605E+000, 3.8782817E-002, 6.3048136E+001, 6.4589868E+001
 3.7849766E+000, 1.8173901E+000, 3.6166840E-002, 6.3051680E+001, 6.4590027E+001
 3.7863586E+000, 1.8137104E+000, 3.7120484E-002, 6.3055844E+001, 6.4590692E+001
 3.7877406E+000, 1.8082546E+000, 3.9770086E-002, 6.3059239E+001, 6.4578895E+001
 3.7891226E+000, 1.8046777E+000, 4.2941805E-002, 6.3048762E+001, 6.4703499E+001
 3.7905046E+000, 1.8014421E+000, 3.4619604E-002, 6.3049661E+001, 6.4650071E+001
 3.7918866E+000, 1.7980407E+000, 3.8156565E-002, 6.3054283E+001, 6.4616885E+001
 3.7932686E+000, 1.7943865E+000, 3.6269884E-002, 6.3058000E+001, 6.4586819E+001
 3.7946506E+000, 1.7908262E+000, 3.5833590E-002, 6.3062641E+001, 6.4592589E+001
 3.7960326E+000, 1.7863552E+000, 3.8805757E-002, 6.3066787E+001, 6.4591962E+001
 3.7974145E+000, 1.7835792E+000, 3.8914346E-002, 6.3069850E+001, 6.4575170E+001
 3.7987965E+000, 1.7795865E+000, 3.8940111E-002, 6.3073858E+001, 6.4575415E+001
 3.8001785E+000, 1.7774332E+000, 3.8316733E-002, 6.3076861E+001, 6.4574939E+001
 3.8015605E+000, 1.7749003E+000, 4.0781223E-002, 6.3070156E+001, 6.4765786E+001
 3.8029425E+000, 1.7713404E+000, 3.4073203E-002, 6.3072519E+001, 6.4766107E+001
 3.8043245E+000, 1.7692060E+000, 3.8712490E-002, 6.3076611E+001, 6.4741411E+001
 3.8057065E+000, 1.7682756E+000, 3.8147928E-002, 6.3079829E+001, 6.4656388E+001
 3.8070885E+000, 1.7669597E+000, 4.0470292E-002, 6.3082835E+001, 6.4583120E+001
 3.8084705E+000, 1.7673240E+000, 3.8795261E-002, 6.3086332E+001, 6.4600886E+001
 3.8098525E+000, 1.7653951E+000, 4.2458997E-002, 6.3089612E+001, 6.4580215E+001
 3.8112344E+000, 1.7659654E+000, 3.8508431E-002, 6.3091880E+001, 6.4566679E+001
 3.8126164E+000, 1.7643201E+000, 3.8548516E-002, 6.3095396E+001, 6.4624256E+001
 3.8139984E+000, 1.7660083E+000, 4.7910863E-002, 6.3086162E+001, 6.4723659E+001
 3.8153804E+000, 1.7677796E+000, 4.0118452E-002, 6.3087608E+001, 6.4703155E+001
 3.8167624E+000, 1.7679220E+000, 4.1145767E-002, 6.3091316E+001, 6.4680540E+001
 3.8181444E+000, 1.7698070E+000, 3.8356330E-002, 6.3093083E+001, 6.4658763E+001
 3.8195264E+000, 1.7728873E+000, 3.8389325E-002, 6.3096982E+001, 6.4637911E+001
 3.8209084E+000, 1.7760901E+000, 4.3798613E-002, 6.3101545E+001, 6.4632177E+001
 3.8222904E+000, 1.7779887E+000, 4.1966781E-002, 6.3104583E+001, 6.4651241E+001
 3.8236724E+000, 1.7813884E+000, 4.1205708E-002, 6.3107151E+001, 6.4643445E+001
 3.8250543E+000, 1.7848725E+000, 4.4691404E-002, 6.3111558E+001, 6.4640832E+001
 3.8264363E+000, 1.7882918E+000, 5.6350193E-002, 6.3125637E+001, 6.4769010E+001
 3.8278183E+000, 1.7916369E+000, 4.5331842E-002, 6.3123802E+001, 6.4765445E+001
 3.8292003E+000, 1.7960742E+000, 4.2020753E-002, 6.3125544E+001, 6.4712558E+001
 3.8305823E+000, 1.8022082E+000, 4.2045228E-002, 6.3128588E+001, 6.4672310E+001
 3.8319643E+000, 1.8073525E+000, 4.5412958E-002, 6.3131763E+001, 6.4667053E+001
 3.8333463E+000, 1.8129506E+000, 4.2472954E-002, 6.3133572E+001, 6.4662349E+001
 3.8347283E+000, 1.8174749E+000, 4.1749003E-002, 6.3136074E+001, 6.4658810E+001
 3.8361103E+000, 1.8225158E+000, 4.2073230E-002, 6.3138351E+001, 6.4653550E+001
 3.8374923E+000, 1.8261252E+000, 4.1449654E-002, 6.3141391E+001, 6.4648057E+001
 3.8388742E+000, 1.8345536E+000, 8.0872836E-002, 6.3213747E+001, 6.4747623E+001
 3.8402562E+000, 1.8394939E+000, 5.7669450E-002, 6.3204197E+001, 6.4751054E+001
 3.8416382E+000, 1.8436778E+000, 4.4282481E-002, 6.3201855E+001, 6.4750261E+001
 3.8430202E+000, 1.8498646E+000, 4.3629962E-002, 6.3203402E+001, 6.4748451E+001
 3.8444022E+000, 1.8570842E+000, 4.3127639E-002, 6.3206061E+001, 6.4749471E+001
 3.8457842E+000, 1.8644159E+000, 4.3791229E-002, 6.3209324E+001, 6.4745960E+001
 3.8471662E+000, 1.8725406E+000, 4.3840384E-002, 6.3211807E+001, 6.4742712E+001
 3.8485482E+000, 1.8796287E+000, 4.5698687E-002, 6.3214621E+001, 6.4738465E+001
 3.8499302E+000, 1.8882142E+000, 4.3273680E-002, 6.3216610E+001, 6.4677396E+001
 3.8513122E+000, 1.9015678E+000, 9.8696910E-002, 6.3333240E+001, 6.4832419E+001
 3.8526942E+000, 1.9095969E+000, 8.2931744E-002, 6.3320890E+001, 6.4814210E+001
 3.8540761E+000, 1.9169752E+000, 6.3035755E-002, 6.3311852E+001, 6.4793012E+001
 3.8554581E+000, 1.9245235E+000, 4.7947663E-002, 6.3308730E+001, 6.4772121E+001
 3.8568401E+000, 1.9332699E+000, 4.8782407E-002, 6.3308070E+001, 6.4751601E+001
 3.8582221E+000, 1.9450019E+000, 4.6673774E-002, 6.3308357E+001, 6.4730643E+001
 3.8596041E+000, 1.9578095E+000, 4.7777536E-002, 6.3309929E+001, 6.4710074E+001
 3.8609861E+000, 1.9728452E+000, 4.7747305E-002, 6.3311148E+001, 6.4690500E+001
 3.8623681E+000, 1.9884957E+000, 4.5098815E-002, 6.3312189E+001, 6.4671193E+001
 3.8636047E+000, 2.0101974E+000, 1.1060225E-001, 6.3457372E+001, 6.4949296E+001
 3.8648412E+000, 2.0242035E+000, 9.4396346E-002, 6.3445549E+001, 6.4931277E+001
 3.8660778E+000, 2.0366131E+000, 7.3856677E-002, 6.3436744E+001, 6.4914400E+001
 3.8673144E+000, 2.0487411E+000, 6.5881648E-002, 6.3432423E+001, 6.4897992E+001
 3.8685510E+000, 2.0645331E+000, 6.0138163E-002, 6.3430188E+001, 6.4882383E+001
 3.8697876E+000, 2.0809116E+000, 5.9600554E-002, 6.3430004E+001, 6.4866352E+001
 3.8710242E+000, 2.0980400E+000, 6.0384705E-002, 6.3429768E+001, 6.4850159E+001
 3.8722608E+000, 2.1151900E+000, 5.6863887E-002, 6.3429789E+001, 6.4833598E+001
 3.8734973E+000, 2.1347010E+000, 5.4965634E-002, 6.3430106E+001, 6.4817795E+001
 3.8747339E+000, 2.1660196E+000, 1.3433702E-001, 6.3635804E+001, 6.5261617E+001
 3.8759705E+000, 2.1861862E+000, 1.1897581E-001, 6.3620740E+001, 6.5240899E+001
 3.8772071E+000, 2.2044905E+000, 9.6066801E-002, 6.3606137E+001, 6.5223051E+001
 3.8784437E+000, 2.2228786E+000, 8.5349295E-002, 6.3598044E+001, 6.5205524E+001
 3.8796803E+000, 2.2420846E+000, 7.4629476E-002, 6.3591887E+001, 6.5189193E+001
 3.8809168E+000, 2.2634954E+000, 7.2691477E-002, 6.3588605E+001, 6.5172294E+001
 3.8821534E+000, 2.2857618E+000, 6.9981653E-002, 6.3586959E+001, 6.5155663E+001
 3.8833900E+000, 2.3083537E+000, 6.6179140E-002, 6.3585054E+001, 6.5139654E+001
 3.8846266E+000, 2.3313823E+000, 6.6780926E-002, 6.3584245E+001, 6.5123602E+001
 3.8858632E+000, 2.3715314E+000, 1.6790059E-001, 6.3843247E+001, 6.5495713E+001
 3.8870998E+000, 2.3963827E+000, 1.5533065E-001, 6.3825463E+001, 6.5478046E+001
 3.8883364E+000, 2.4171879E+000, 1.3776887E-001, 6.3807505E+001, 6.5462514E+001
 3.8895729E+000, 2.4369133E+000, 1.1665078E-001, 6.3793735E+001, 6.5447916E+001
 3.8908095E+000, 2.4558278E+000, 1.0223745E-001, 6.3784401E+001, 6.5432882E+001
 3.8920461E+000, 2.4737542E+000, 9.6273726E-002, 6.3777764E+001, 6.5418113E+001
 3.8932827E+000, 2.4942995E+000, 9.4906850E-002, 6.3773659E+001, 6.5403902E+001
 3.8945193E+000, 2.5145342E+000, 9.0408072E-002, 6.3769772E+001, 6.5389995E+001
 3.8957559E+000, 2.5364170E+000, 8.8283107E-002, 6.3766741E+001, 6.5377282E+001
 3.8969924E+000, 2.5738657E+000, 1.9416705E-001, 6.4028763E+001, 6.5707291E+001
 3.8982290E+000, 2.5928995E+000, 1.8218189E-001, 6.4010930E+001, 6.5694791E+001
 3.8994656E+000, 2.6086829E+000, 1.6592612E-001, 6.3992588E+001, 6.5684236E+001
 3.9007022E+000, 2.6196547E+000, 1.4920019E-001, 6.3977735E+001, 6.5673325E+001
 3.9019388E+000, 2.6313685E+000, 1.3471250E-001, 6.3966288E+001, 6.5662738E+001
 3.9031754E+000, 2.6400904E+000, 1.2336426E-001, 6.3957479E+001, 6.5652583E+001
 3.9044119E+000, 2.6501858E+000, 1.1942723E-001, 6.3950909E+001, 6.5642075E+001
 3.9056485E+000, 2.6615722E+000, 1.1181517E-001, 6.3945655E+001, 6.5631849E+001
 3.9068851E+000, 2.6724506E+000, 1.0852813E-001, 6.3941474E+001, 6.5621889E+001
 3.9081217E+000, 2.7001045E+000, 2.1651040E-001, 6.4179175E+001, 6.5887787E+001
 3.9093583E+000, 2.7124634E+000, 2.0259558E-001, 6.4161497E+001, 6.5876764E+001
 3.9105949E+000, 2.7197573E+000, 1.8615805E-001, 6.4143196E+001, 6.5867224E+001
 3.9119551E+000, 2.7219339E+000, 1.7006156E-001, 6.4127081E+001, 6.5857969E+001
 3.9133154E+000, 2.7197523E+000, 1.5240165E-001, 6.4113799E+001, 6.5847781E+001
 3.9146756E+000, 2.7222550E+000, 1.4044715E-001, 6.4103354E+001, 6.5837929E+001
 3.9160358E+000, 2.7234930E+000, 1.3563498E-001, 6.4095987E+001, 6.5827932E+001
 3.9173961E+000, 2.7252770E+000, 1.3227510E-001, 6.4089933E+001, 6.5818028E+001
 3.9187563E+000, 2.7267870E+000, 1.2941371E-001, 6.4085045E+001, 6.5808523E+001
 3.9201166E+000, 2.7487322E+000, 2.3685931E-001, 6.4301597E+001, 6.6013948E+001
 3.9214768E+000, 2.7530392E+000, 2.2878493E-001, 6.4283554E+001, 6.6003740E+001
 3.9228371E+000, 2.7527824E+000, 2.1173382E-001, 6.4263442E+001, 6.5994174E+001
 3.9241973E+000, 2.7495682E+000, 1.8874262E-001, 6.4246631E+001, 6.5984688E+001
 3.9255575E+000, 2.7443898E+000, 1.7695523E-001, 6.4234344E+001, 6.5975594E+001
 3.9269178E+000, 2.7413384E+000, 1.6271502E-001, 6.4224277E+001, 6.5966275E+001
 3.9282780E+000, 2.7395151E+000, 1.5729902E-001, 6.4216378E+001, 6.5957357E+001
 3.9296383E+000, 2.7421907E+000, 1.5106651E-001, 6.4210102E+001, 6.5948188E+001
 3.9309985E+000, 2.7480947E+000, 1.5361161E-001, 6.4205472E+001, 6.5939093E+001
 3.9323588E+000, 2.7756119E+000, 2.5722191E-001, 6.4423791E+001, 6.6250933E+001
 3.9337190E+000, 2.7880894E+000, 2.4813902E-001, 6.4406526E+001, 6.6240706E+001
 3.9350792E+000, 2.7967865E+000, 2.2901948E-001, 6.4387589E+001, 6.6232183E+001
 3.9364395E+000, 2.8046033E+000, 2.1488883E-001, 6.4372401E+001, 6.6223388E+001
 3.9377997E+000, 2.8148806E+000, 1.9922329E-001, 6.4359526E+001, 6.6214652E+001
 3.9391600E+000, 2.8285595E+000, 1.9077343E-001, 6.4348631E+001, 6.6206384E+001
 3.9405202E+000, 2.8460729E+000, 1.8141476E-001, 6.4339256E+001, 6.6197765E+001
 3.9418805E+000, 2.8718180E+000, 1.8093918E-001, 6.4332537E+001, 6.6189205E+001
 3.9432407E+000, 2.8961200E+000, 1.7898119E-001, 6.4327195E+001, 6.6181015E+001
 3.9446009E+000, 2.9440705E+000, 2.8786146E-001, 6.4533369E+001, 6.6406197E+001
 3.9459612E+000, 2.9776021E+000, 2.7338975E-001, 6.4515143E+001, 6.6397230E+001
 3.9473214E+000, 3.0044789E+000, 2.5791084E-001, 6.4495970E+001, 6.6388898E+001
 3.9486817E+000, 3.0303770E+000, 2.4624009E-001, 6.4478583E+001, 6.6380747E+001
 3.9500419E+000, 3.0561745E+000, 2.2751331E-001, 6.4463577E+001, 6.6372840E+001
 3.9514022E+000, 3.0783383E+000, 2.0956081E-001, 6.4450886E+001, 6.6364635E+001
 3.9527624E+000, 3.1082329E+000, 2.0095310E-001, 6.4441614E+001, 6.6356811E+001
 3.9541226E+000, 3.1401104E+000, 1.9133834E-001, 6.4434079E+001, 6.6348686E+001
 3.9554829E+000, 3.1759461E+000, 1.8985884E-001, 6.4428465E+001, 6.6340601E+001
 3.9568431E+000, 3.2484085E+000, 3.0792126E-001, 6.4611258E+001, 6.6376824E+001
 3.9582034E+000, 3.2848522E+000, 2.9839815E-001, 6.4594380E+001, 6.6368807E+001
 3.9595636E+000, 3.3087500E+000, 2.8171923E-001, 6.4575416E+001, 6.6360824E+001
 3.9609239E+000, 3.3110050E+000, 2.6529029E-001, 6.4558398E+001, 6.6353208E+001
 3.9622841E+000, 3.3235008E+000, 2.4719071E-001, 6.4543495E+001, 6.6345287E+001
 3.9636443E+000, 3.3372171E+000, 2.3386403E-001, 6.4530945E+001, 6.6337724E+001
 3.9650046E+000, 3.3516174E+000, 2.2552288E-001, 6.4521387E+001, 6.6329868E+001
 3.9663648E+000, 3.3626423E+000, 2.1836057E-001, 6.4513354E+001, 6.6322041E+001
 3.9677251E+000, 3.3737150E+000, 2.1118599E-001, 6.4504950E+001, 6.6314568E+001
 3.9690853E+000, 3.4171182E+000, 3.1284477E-001, 6.4635238E+001, 6.6269019E+001
 3.9704455E+000, 3.4381090E+000, 3.0212243E-001, 6.4619263E+001, 6.6261390E+001
 3.9718058E+000, 3.4401923E+000, 2.8593733E-001, 6.4602508E+001, 6.6253977E+001
 3.9731660E+000, 3.4369662E+000, 2.5933419E-001, 6.4586995E+001, 6.6246269E+001
 3.9745263E+000, 3.4330254E+000, 2.4285904E-001, 6.4574706E+001, 6.6238913E+001
 3.9758865E+000, 3.4267763E+000, 2.3501807E-001, 6.4565305E+001, 6.6231261E+001
 3.9772468E+000, 3.4205104E+000, 2.2766428E-001, 6.4557446E+001, 6.6223625E+001
 3.9786070E+000, 3.4169816E+000, 2.2460715E-001, 6.4551075E+001, 6.6216336E+001
 3.9799672E+000, 3.4122356E+000, 2.1952707E-001, 6.4544194E+001, 6.6208747E+001
 3.9813275E+000, 3.4486277E+000, 3.2634838E-001, 6.4658686E+001, 6.6153922E+001
 3.9826877E+000, 3.4530418E+000, 3.1476100E-001, 6.4642664E+001, 6.6137687E+001
 3.9840480E+000, 3.4505294E+000, 2.9502801E-001, 6.4624590E+001, 6.6123309E+001
 3.9854082E+000, 3.4467497E+000, 2.7719339E-001, 6.4608660E+001, 6.6109060E+001
 3.9867685E+000, 3.4393654E+000, 2.6136497E-001, 6.4595779E+001, 6.6094507E+001
 3.9881287E+000, 3.4348757E+000, 2.5028580E-001, 6.4584296E+001, 6.6080435E+001
 3.9894889E+000, 3.4294252E+000, 2.3645475E-001, 6.4574261E+001, 6.6066395E+001
 3.9908492E+000, 3.4284159E+000, 2.2892418E-001, 6.4566077E+001, 6.6052581E+001
 3.9922094E+000, 3.4265080E+000, 2.2348302E-001, 6.4559154E+001, 6.6038941E+001
 3.9937057E+000, 3.4521790E+000, 3.2590403E-001, 6.4666785E+001, 6.6233012E+001
 3.9952020E+000, 3.4654362E+000, 3.1289922E-001, 6.4650020E+001, 6.6216412E+001
 3.9966982E+000, 3.4729375E+000, 2.9571786E-001, 6.4632383E+001, 6.6201440E+001
 3.9981945E+000, 3.4734658E+000, 2.7604434E-001, 6.4616461E+001, 6.6186574E+001
 3.9996908E+000, 3.4723765E+000, 2.6176331E-001, 6.4603020E+001, 6.6171914E+001
 4.0011870E+000, 3.4776346E+000, 2.4535647E-001, 6.4590896E+001, 6.6157331E+001
 4.0026833E+000, 3.4815890E+000, 2.3704401E-001, 6.4581925E+001, 6.6142993E+001
 4.0041796E+000, 3.4902140E+000, 2.2972915E-001, 6.4573072E+001, 6.6128340E+001
 4.0056758E+000, 3.4938887E+000, 2.2455418E-001, 6.4565613E+001, 6.6114452E+001
 4.0071721E+000, 3.5153412E+000, 2.9509274E-001, 6.4632649E+001, 6.6036433E+001
 4.0086684E+000, 3.5253492E+000, 2.8483238E-001, 6.4618485E+001, 6.6022803E+001
 4.0101646E+000, 3.5277353E+000, 2.7117164E-001, 6.4603902E+001, 6.6008660E+001
 4.0116609E+000, 3.5317295E+000, 2.5505809E-001, 6.4590037E+001, 6.5994520E+001
 4.0131572E+000, 3.5176248E+000, 2.3845215E-001, 6.4578565E+001, 6.5980710E+001
 4.0146534E+000, 3.5185261E+000, 2.2522965E-001, 6.4569049E+001, 6.5966713E+001
 4.0161497E+000, 3.5183892E+000, 2.1636130E-001, 6.4560658E+001, 6.5953380E+001
 4.0176460E+000, 3.5190726E+000, 2.1278177E-001, 6.4554539E+001, 6.5939759E+001
 4.0191422E+000, 3.5207568E+000, 2.0616653E-001, 6.4547805E+001, 6.5926840E+001
 4.0206385E+000, 3.5456740E+000, 2.7980833E-001, 6.4602865E+001, 6.5777281E+001
 4.0221348E+000, 3.5526790E+000, 2.7523810E-001, 6.4591464E+001, 6.5767886E+001
 4.0236310E+000, 3.5570447E+000, 2.5848566E-001, 6.4577970E+001, 6.5758327E+001
 4.0251273E+000, 3.5600381E+000, 2.4121947E-001, 6.4566139E+001, 6.5749159E+001
 4.0266236E+000, 3.5614841E+000, 2.2714553E-001, 6.4555517E+001, 6.5739729E+001
 4.0281198E+000, 3.5645874E+000, 2.1998113E-001, 6.4547001E+001, 6.5730346E+001
 4.0296161E+000, 3.5862426E+000, 2.1188503E-001, 6.4539871E+001, 6.5721312E+001
 4.0311124E+000, 3.5983567E+000, 2.0715165E-001, 6.4533970E+001, 6.5711987E+001
 4.0326086E+000, 3.6098034E+000, 2.0273681E-001, 6.4528433E+001, 6.5703011E+001
 4.0341049E+000, 3.6424095E+000, 2.6824392E-001, 6.4572267E+001, 6.6018245E+001
 4.0356012E+000, 3.6608944E+000, 2.5758481E-001, 6.4561793E+001, 6.6000871E+001
 4.0370974E+000, 3.6791033E+000, 2.4239216E-001, 6.4549976E+001, 6.5987141E+001
 4.0385937E+000, 3.6947022E+000, 2.2945601E-001, 6.4539945E+001, 6.5973197E+001
 4.0400900E+000, 3.7144478E+000, 2.1688801E-001, 6.4531696E+001, 6.5959190E+001
 4.0415862E+000, 3.7323371E+000, 2.1418891E-001, 6.4525508E+001, 6.5945887E+001
 4.0430825E+000, 3.7506050E+000, 2.0512416E-001, 6.4518728E+001, 6.5932238E+001
 4.0445788E+000, 3.7703712E+000, 1.9765358E-001, 6.4512280E+001, 6.5919115E+001
 4.0460750E+000, 3.7870703E+000, 1.8973666E-001, 6.4506421E+001, 6.5905712E+001
 4.0475713E+000, 3.8316284E+000, 2.6735033E-001, 6.4559211E+001, 6.6130114E+001
 4.0490676E+000, 3.8565719E+000, 2.5969279E-001, 6.4549886E+001, 6.6114796E+001
 4.0505638E+000, 3.8725956E+000, 2.4526376E-001, 6.4538682E+001, 6.6101758E+001
 4.0522097E+000, 3.8840286E+000, 2.3512513E-001, 6.4528427E+001, 6.6088094E+001
 4.0538556E+000, 3.8945935E+000, 2.2143978E-001, 6.4519282E+001, 6.6073964E+001
 4.0555015E+000, 3.9045594E+000, 2.1003038E-001, 6.4510704E+001, 6.6059513E+001
 4.0571474E+000, 3.9194499E+000, 2.0448373E-001, 6.4503854E+001, 6.6045427E+001
 4.0587933E+000, 3.9391058E+000, 1.9607435E-001, 6.4497752E+001, 6.6031479E+001
 4.0604392E+000, 3.9515846E+000, 1.9173616E-001, 6.4492674E+001, 6.6017807E+001
 4.0620851E+000, 3.9734392E+000, 2.3852479E-001, 6.4521677E+001, 6.5964261E+001
 4.0637310E+000, 3.9978962E+000, 2.3048647E-001, 6.4512923E+001, 6.5951231E+001
 4.0653769E+000, 4.0145940E+000, 2.1212069E-001, 6.4503107E+001, 6.5937624E+001
 4.0670228E+000, 4.0354264E+000, 2.0157957E-001, 6.4495090E+001, 6.5924323E+001
 4.0684692E+000, 4.0560987E+000, 1.9898456E-001, 6.4488550E+001, 6.5911409E+001
 4.0699156E+000, 4.0801431E+000, 1.9280890E-001, 6.4483250E+001, 6.5899978E+001
 4.0713619E+000, 4.1066338E+000, 1.8919997E-001, 6.4478653E+001, 6.5888759E+001
 4.0728083E+000, 4.1354403E+000, 1.8602276E-001, 6.4473953E+001, 6.5877539E+001
 4.0742547E+000, 4.1675138E+000, 1.7999482E-001, 6.4469094E+001, 6.5866517E+001
 4.0757011E+000, 4.2089500E+000, 2.0629374E-001, 6.4479336E+001, 6.5708519E+001
 4.0772921E+000, 4.2519337E+000, 2.0120230E-001, 6.4472547E+001, 6.5699657E+001
 4.0788832E+000, 4.3006782E+000, 1.9009312E-001, 6.4465669E+001, 6.5690171E+001
 4.0804742E+000, 4.3282366E+000, 1.8227875E-001, 6.4459562E+001, 6.5681001E+001
 4.0820652E+000, 4.3838416E+000, 1.7607620E-001, 6.4454141E+001, 6.5672018E+001
 4.0836562E+000, 4.4898983E+000, 1.7259389E-001, 6.4449265E+001, 6.5662770E+001
 4.0852473E+000, 4.5478687E+000, 1.6506700E-001, 6.4445076E+001, 6.5653938E+001
 4.0868383E+000, 4.6064877E+000, 1.6299751E-001, 6.4440977E+001, 6.5645103E+001
 4.0884293E+000, 4.6602765E+000, 1.5516193E-001, 6.4436542E+001, 6.5636427E+001
 4.0900203E+000, 4.7185467E+000, 1.8096490E-001, 6.4439843E+001, 6.5599946E+001
 4.0916114E+000, 4.7737947E+000, 1.7558665E-001, 6.4434314E+001, 6.5591487E+001
 4.0932024E+000, 4.8105598E+000, 1.6686652E-001, 6.4428730E+001, 6.5582665E+001
 4.0947934E+000, 4.8343635E+000, 1.6451478E-001, 6.4423135E+001, 6.5574169E+001
 4.0963845E+000, 4.8465064E+000, 1.6100799E-001, 6.4419653E+001, 6.5565804E+001
 4.0979755E+000, 4.8385018E+000, 1.5712667E-001, 6.4415309E+001, 6.5557167E+001
 4.0995665E+000, 4.8195361E+000, 1.4967169E-001, 6.4411520E+001, 6.5548926E+001
 4.1011575E+000, 4.7880588E+000, 1.5088802E-001, 6.4408287E+001, 6.5540409E+001
 4.1027486E+000, 4.7439783E+000, 1.4767548E-001, 6.4405532E+001, 6.5532283E+001
 4.1043396E+000, 4.6903733E+000, 1.5420971E-001, 6.4391611E+001, 6.5783568E+001
 4.1059306E+000, 4.6216738E+000, 1.5379717E-001, 6.4388184E+001, 6.5757202E+001
 4.1075216E+000, 4.5410065E+000, 1.4738950E-001, 6.4384948E+001, 6.5733724E+001
 4.1091127E+000, 4.4527422E+000, 1.4522192E-001, 6.4382422E+001, 6.5710479E+001
 4.1107037E+000, 4.3314989E+000, 1.4193168E-001, 6.4379497E+001, 6.5687288E+001
 4.1122947E+000, 4.2466102E+000, 1.4243467E-001, 6.4376363E+001, 6.5664445E+001
 4.1138857E+000, 4.1637828E+000, 1.4270467E-001, 6.4374357E+001, 6.5641311E+001
 4.1154768E+000, 4.0793762E+000, 1.3560082E-001, 6.4371197E+001, 6.5618841E+001
 4.1170678E+000, 4.0065946E+000, 1.3278782E-001, 6.4368822E+001, 6.5596712E+001
 4.1186588E+000, 3.9444128E+000, 1.2776292E-001, 6.4311340E+001, 6.6013899E+001
