s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 3.600E+01, 4.279E+01, 0.000E+00,-1.231E+01,-2.671E+01,-3.691E+00, 6.280E-01, 0.000E+00, 0.000E+00, 7.272E-01, 7.031E-01, 0.000E+00, 9.418E-04, 0.000E+00
 3.800E+01, 4.460E+01, 0.000E+00,-1.289E+01,-2.604E+01,-4.243E+00, 6.565E-01, 0.000E+00, 0.000E+00, 2.128E+00, 2.087E+00, 0.000E+00, 1.002E-03, 0.000E+00
 4.000E+01, 4.920E+01, 0.000E+00,-1.414E+01,-3.115E+01,-3.839E+00, 7.232E-01, 0.000E+00, 0.000E+00, 8.421E-01, 7.909E-01, 0.000E+00, 1.063E-03, 0.000E+00
 4.200E+01, 4.868E+01, 0.000E+00,-1.409E+01,-3.242E+01,-3.852E+00, 7.331E-01, 0.000E+00, 0.000E+00,-9.236E-01,-9.508E-01, 0.000E+00, 1.103E-03, 0.000E+00
 4.400E+01, 5.062E+01, 0.000E+00,-1.468E+01,-3.430E+01,-4.023E+00, 7.406E-01, 0.000E+00, 0.000E+00,-1.604E+00,-1.642E+00, 0.000E+00, 1.123E-03, 0.000E+00
 4.600E+01, 5.287E+01, 0.000E+00,-1.539E+01,-3.057E+01,-3.856E+00, 7.516E-01, 0.000E+00, 0.000E+00, 3.873E+00, 3.807E+00, 0.000E+00, 1.143E-03, 0.000E+00
 4.800E+01, 5.379E+01, 0.000E+00,-1.545E+01,-3.504E+01,-4.029E+00, 7.962E-01, 0.000E+00, 0.000E+00, 1.287E-01, 5.810E-02, 0.000E+00, 1.162E-03, 0.000E+00
 5.000E+01, 5.234E+01, 0.000E+00,-1.526E+01,-3.376E+01,-3.849E+00, 7.742E-01, 0.000E+00, 0.000E+00, 2.877E-01, 2.374E-01, 0.000E+00, 1.182E-03, 0.000E+00
 5.200E+01, 5.511E+01, 0.000E+00,-1.584E+01,-3.542E+01,-4.057E+00, 8.218E-01, 0.000E+00, 0.000E+00, 6.545E-01, 6.159E-01, 0.000E+00, 1.202E-03, 0.000E+00
 5.400E+01, 5.416E+01, 0.000E+00,-1.585E+01,-3.625E+01,-4.142E+00, 8.319E-01, 0.000E+00, 0.000E+00,-1.207E+00,-1.260E+00, 0.000E+00, 1.222E-03, 0.000E+00
 5.600E+01, 5.671E+01, 0.000E+00,-1.643E+01,-3.608E+01,-4.037E+00, 8.159E-01, 0.000E+00, 0.000E+00, 1.020E+00, 9.735E-01, 0.000E+00, 1.241E-03, 0.000E+00
 5.800E+01, 5.717E+01, 0.000E+00,-1.645E+01,-3.582E+01,-4.056E+00, 8.343E-01, 0.000E+00, 0.000E+00, 1.728E+00, 1.674E+00, 0.000E+00, 1.261E-03, 0.000E+00
 6.000E+01, 5.892E+01, 0.000E+00,-1.700E+01,-4.051E+01,-3.947E+00, 8.516E-01, 0.000E+00, 0.000E+00,-1.636E+00,-1.687E+00, 0.000E+00, 1.281E-03, 0.000E+00
 6.200E+01, 5.903E+01, 0.000E+00,-1.709E+01,-3.697E+01,-4.025E+00, 8.649E-01, 0.000E+00, 0.000E+00, 1.858E+00, 1.806E+00, 0.000E+00, 1.295E-03, 0.000E+00
 6.400E+01, 5.883E+01, 0.000E+00,-1.707E+01,-4.116E+01,-4.201E+00, 8.584E-01, 0.000E+00, 0.000E+00,-2.683E+00,-2.741E+00, 0.000E+00, 1.305E-03, 0.000E+00
 6.600E+01, 6.015E+01, 0.000E+00,-1.750E+01,-3.704E+01,-3.829E+00, 8.455E-01, 0.000E+00, 0.000E+00, 2.668E+00, 2.631E+00, 0.000E+00, 1.314E-03, 0.000E+00
 6.800E+01, 5.876E+01, 0.000E+00,-1.693E+01,-4.099E+01,-3.866E+00, 8.933E-01, 0.000E+00, 0.000E+00,-2.109E+00,-2.135E+00, 0.000E+00, 1.323E-03, 0.000E+00
 7.000E+01, 6.319E+01, 0.000E+00,-1.816E+01,-3.948E+01,-3.808E+00, 8.818E-01, 0.000E+00, 0.000E+00, 2.707E+00, 2.630E+00, 0.000E+00, 1.332E-03, 0.000E+00
 7.200E+01, 5.960E+01, 0.000E+00,-1.722E+01,-4.195E+01,-3.889E+00, 8.966E-01, 0.000E+00, 0.000E+00,-2.473E+00,-2.555E+00, 0.000E+00, 1.342E-03, 0.000E+00
 7.400E+01, 6.053E+01, 0.000E+00,-1.749E+01,-3.859E+01,-3.928E+00, 8.815E-01, 0.000E+00, 0.000E+00, 1.467E+00, 1.397E+00, 0.000E+00, 1.351E-03, 0.000E+00
 7.600E+01, 6.228E+01, 0.000E+00,-1.828E+01,-4.022E+01,-3.813E+00, 9.157E-01, 0.000E+00, 0.000E+00, 9.349E-01, 8.831E-01, 0.000E+00, 1.360E-03, 0.000E+00
 7.800E+01, 6.369E+01, 0.000E+00,-1.828E+01,-4.290E+01,-4.033E+00, 9.271E-01, 0.000E+00, 0.000E+00,-5.648E-01,-5.881E-01, 0.000E+00, 1.369E-03, 0.000E+00
 8.000E+01, 6.385E+01, 0.000E+00,-1.863E+01,-3.944E+01,-3.752E+00, 9.182E-01, 0.000E+00, 0.000E+00, 3.017E+00, 2.941E+00, 0.000E+00, 1.378E-03, 0.000E+00
 8.200E+01, 6.117E+01, 0.000E+00,-1.762E+01,-4.462E+01,-3.765E+00, 9.424E-01, 0.000E+00, 0.000E+00,-3.839E+00,-3.896E+00, 0.000E+00, 1.383E-03, 0.000E+00
 8.400E+01, 6.328E+01, 0.000E+00,-1.854E+01,-4.118E+01,-3.792E+00, 9.342E-01, 0.000E+00, 0.000E+00, 7.510E-01, 7.007E-01, 0.000E+00, 1.383E-03, 0.000E+00
 8.600E+01, 6.097E+01, 0.000E+00,-1.746E+01,-4.091E+01,-3.483E+00, 9.231E-01, 0.000E+00, 0.000E+00, 8.051E-02, 3.269E-02, 0.000E+00, 1.383E-03, 0.000E+00
 8.800E+01, 6.513E+01, 0.000E+00,-1.877E+01,-4.049E+01,-3.750E+00, 9.409E-01, 0.000E+00, 0.000E+00, 3.087E+00, 3.058E+00, 0.000E+00, 1.383E-03, 0.000E+00
 9.000E+01, 6.199E+01, 0.000E+00,-1.795E+01,-4.653E+01,-3.241E+00, 9.276E-01, 0.000E+00, 0.000E+00,-4.741E+00,-4.804E+00, 0.000E+00, 1.383E-03, 0.000E+00
 9.200E+01, 6.305E+01, 0.000E+00,-1.805E+01,-4.134E+01,-3.922E+00, 9.662E-01, 0.000E+00, 0.000E+00, 7.968E-01, 7.068E-01, 0.000E+00, 1.383E-03, 0.000E+00
 9.400E+01, 6.455E+01, 0.000E+00,-1.843E+01,-4.281E+01,-3.688E+00, 9.878E-01, 0.000E+00, 0.000E+00, 6.502E-01, 6.042E-01, 0.000E+00, 1.383E-03, 0.000E+00
 9.600E+01, 6.083E+01, 0.000E+00,-1.766E+01,-4.033E+01,-3.444E+00, 9.456E-01, 0.000E+00, 0.000E+00, 3.652E-01, 3.353E-01, 0.000E+00, 1.383E-03, 0.000E+00
 9.800E+01, 6.446E+01, 0.000E+00,-1.848E+01,-4.236E+01,-3.884E+00, 9.883E-01, 0.000E+00, 0.000E+00, 7.408E-01, 7.272E-01, 0.000E+00, 1.383E-03, 0.000E+00
 1.000E+02, 6.175E+01, 0.000E+00,-1.793E+01,-4.495E+01,-3.454E+00, 9.498E-01, 0.000E+00, 0.000E+00,-3.577E+00,-3.637E+00, 0.000E+00, 1.383E-03, 0.000E+00
