s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
 2.200E+01, 2.425E+01, 0.000E+00,-7.062E+00,-1.287E+01,-2.223E+00, 2.287E-01, 0.000E+00, 0.000E+00, 2.405E+00, 2.326E+00, 0.000E+00, 5.177E-04, 0.000E+00, 0.000E+00, 3.166E-05
 2.400E+01, 2.734E+01, 0.000E+00,-7.955E+00,-1.514E+01,-2.462E+00, 2.773E-01, 0.000E+00, 0.000E+00, 2.134E+00, 2.070E+00, 0.000E+00, 5.783E-04, 0.000E+00, 0.000E+00, 4.435E-05
 2.600E+01, 3.036E+01, 0.000E+00,-8.888E+00,-1.801E+01,-2.678E+00, 3.290E-01, 0.000E+00, 0.000E+00, 1.162E+00, 1.115E+00, 0.000E+00, 6.389E-04, 0.000E+00, 0.000E+00, 6.691E-05
 2.800E+01, 3.401E+01, 0.000E+00,-9.954E+00,-2.106E+01,-2.941E+00, 3.786E-01, 0.000E+00, 0.000E+00, 5.079E-01, 4.396E-01, 0.000E+00, 6.995E-04, 0.000E+00, 0.000E+00, 8.294E-05
 3.000E+01, 3.636E+01, 0.000E+00,-1.067E+01,-1.830E+01,-3.066E+00, 4.252E-01, 0.000E+00, 0.000E+00, 4.843E+00, 4.740E+00, 0.000E+00, 7.601E-04, 0.000E+00, 0.000E+00, 9.230E-05
 3.200E+01, 3.990E+01, 0.000E+00,-1.169E+01,-2.597E+01,-3.310E+00, 4.722E-01, 0.000E+00, 0.000E+00,-4.355E-01,-5.959E-01, 0.000E+00, 8.207E-04, 0.000E+00, 0.000E+00, 1.003E-04
 3.400E+01, 4.290E+01, 0.000E+00,-1.261E+01,-2.454E+01,-3.530E+00, 5.190E-01, 0.000E+00, 0.000E+00, 2.849E+00, 2.748E+00, 0.000E+00, 8.813E-04, 0.000E+00, 0.000E+00, 1.163E-04
 3.600E+01, 4.597E+01, 0.000E+00,-1.356E+01,-2.742E+01,-3.510E+00, 5.757E-01, 0.000E+00, 0.000E+00, 2.180E+00, 2.066E+00, 0.000E+00, 9.419E-04, 0.000E+00, 0.000E+00, 1.505E-04
 3.800E+01, 5.074E+01, 0.000E+00,-1.503E+01,-3.082E+01,-3.612E+00, 6.234E-01, 0.000E+00, 0.000E+00, 2.006E+00, 1.902E+00, 0.000E+00, 1.002E-03, 0.000E+00, 0.000E+00, 1.987E-04
 4.000E+01, 5.365E+01, 0.000E+00,-1.594E+01,-3.355E+01,-3.962E+00, 6.771E-01, 0.000E+00, 0.000E+00, 1.053E+00, 8.784E-01, 0.000E+00, 1.063E-03, 0.000E+00, 0.000E+00, 2.643E-04
 4.200E+01, 5.913E+01, 0.000E+00,-1.770E+01,-3.781E+01,-4.108E+00, 7.182E-01, 0.000E+00, 0.000E+00, 3.949E-01, 2.338E-01, 0.000E+00, 1.103E-03, 0.000E+00, 0.000E+00, 3.451E-04
 4.400E+01, 6.079E+01, 0.000E+00,-1.841E+01,-3.478E+01,-4.289E+00, 7.395E-01, 0.000E+00, 0.000E+00, 4.247E+00, 4.053E+00, 0.000E+00, 1.123E-03, 0.000E+00, 0.000E+00, 4.228E-04
 4.600E+01, 6.511E+01, 0.000E+00,-1.970E+01,-4.189E+01,-4.242E+00, 7.616E-01, 0.000E+00, 0.000E+00, 2.891E-01, 5.115E-02, 0.000E+00, 1.143E-03, 0.000E+00, 0.000E+00, 5.210E-04
 4.800E+01, 6.858E+01, 0.000E+00,-2.088E+01,-4.158E+01,-4.791E+00, 7.911E-01, 0.000E+00, 0.000E+00, 2.365E+00, 2.122E+00, 0.000E+00, 1.162E-03, 0.000E+00, 0.000E+00, 6.271E-04
 5.000E+01, 7.192E+01, 0.000E+00,-2.199E+01,-4.549E+01,-4.649E+00, 8.201E-01, 0.000E+00, 0.000E+00, 9.259E-01, 6.047E-01, 0.000E+00, 1.182E-03, 0.000E+00, 0.000E+00, 7.304E-04
 5.200E+01, 7.654E+01, 0.000E+00,-2.356E+01,-4.885E+01,-4.664E+00, 8.494E-01, 0.000E+00, 0.000E+00, 4.997E-01, 3.162E-01, 0.000E+00, 1.202E-03, 0.000E+00, 0.000E+00, 8.432E-04
 5.400E+01, 7.994E+01, 0.000E+00,-2.472E+01,-5.065E+01,-4.761E+00, 8.594E-01, 0.000E+00, 0.000E+00, 9.537E-01, 6.664E-01, 0.000E+00, 1.222E-03, 0.000E+00, 0.000E+00, 9.484E-04
 5.600E+01, 8.228E+01, 0.000E+00,-2.556E+01,-5.278E+01,-5.039E+00, 9.085E-01, 0.000E+00, 0.000E+00, 7.953E-02,-1.840E-01, 0.000E+00, 1.241E-03, 0.000E+00, 0.000E+00, 1.068E-03
 5.800E+01, 8.717E+01, 0.000E+00,-2.722E+01,-5.369E+01,-5.066E+00, 9.278E-01, 0.000E+00, 0.000E+00, 2.426E+00, 2.118E+00, 0.000E+00, 1.261E-03, 0.000E+00, 0.000E+00, 1.164E-03
 6.000E+01, 8.993E+01, 0.000E+00,-2.801E+01,-5.682E+01,-5.048E+00, 9.406E-01, 0.000E+00, 0.000E+00, 1.158E+00, 9.915E-01, 0.000E+00, 1.281E-03, 0.000E+00, 0.000E+00, 1.276E-03
 6.200E+01, 9.454E+01, 0.000E+00,-2.955E+01,-5.892E+01,-5.120E+00, 1.003E+00, 0.000E+00, 0.000E+00, 2.212E+00, 1.956E+00, 0.000E+00, 1.295E-03, 0.000E+00, 0.000E+00, 1.399E-03
 6.400E+01, 9.982E+01, 0.000E+00,-3.142E+01,-6.324E+01,-5.497E+00, 1.022E+00, 0.000E+00, 0.000E+00, 1.136E+00, 6.893E-01, 0.000E+00, 1.305E-03, 0.000E+00, 0.000E+00, 1.595E-03
 6.600E+01, 1.029E+02, 0.000E+00,-3.245E+01,-6.656E+01,-5.415E+00, 1.023E+00, 0.000E+00, 0.000E+00,-2.672E-01,-5.287E-01, 0.000E+00, 1.314E-03, 0.000E+00, 0.000E+00, 1.721E-03
 6.800E+01, 1.068E+02, 0.000E+00,-3.379E+01,-6.471E+01,-5.718E+00, 1.047E+00, 0.000E+00, 0.000E+00, 3.998E+00, 3.671E+00, 0.000E+00, 1.323E-03, 0.000E+00, 0.000E+00, 1.821E-03
 7.000E+01, 1.115E+02, 0.000E+00,-3.534E+01,-6.931E+01,-6.109E+00, 1.088E+00, 0.000E+00, 0.000E+00, 2.200E+00, 1.798E+00, 0.000E+00, 1.332E-03, 0.000E+00, 0.000E+00, 1.956E-03
 7.200E+01, 1.161E+02, 0.000E+00,-3.708E+01,-7.014E+01,-5.649E+00, 1.143E+00, 0.000E+00, 0.000E+00, 4.642E+00, 4.384E+00, 0.000E+00, 1.342E-03, 0.000E+00, 0.000E+00, 2.181E-03
 7.400E+01, 1.215E+02, 0.000E+00,-3.884E+01,-8.092E+01,-6.174E+00, 1.150E+00, 0.000E+00, 0.000E+00,-2.779E+00,-3.285E+00, 0.000E+00, 1.351E-03, 0.000E+00, 0.000E+00, 2.376E-03
 7.600E+01, 1.271E+02, 0.000E+00,-4.086E+01,-7.921E+01,-6.586E+00, 1.184E+00, 0.000E+00, 0.000E+00, 2.184E+00, 1.595E+00, 0.000E+00, 1.360E-03, 0.000E+00, 0.000E+00, 2.561E-03
 7.800E+01, 1.309E+02, 0.000E+00,-4.216E+01,-8.654E+01,-6.829E+00, 1.221E+00, 0.000E+00, 0.000E+00,-2.786E+00,-3.428E+00, 0.000E+00, 1.369E-03, 0.000E+00, 0.000E+00, 2.683E-03
 8.000E+01, 1.343E+02, 0.000E+00,-4.345E+01,-8.058E+01,-6.191E+00, 1.212E+00, 0.000E+00, 0.000E+00, 5.649E+00, 5.310E+00, 0.000E+00, 1.378E-03, 0.000E+00, 0.000E+00, 2.796E-03
 8.200E+01, 1.388E+02, 0.000E+00,-4.496E+01,-8.861E+01,-6.800E+00, 1.269E+00, 0.000E+00, 0.000E+00, 1.069E-01,-3.235E-01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 3.042E-03
 8.400E+01, 1.480E+02, 0.000E+00,-4.793E+01,-9.085E+01,-7.060E+00, 1.311E+00, 0.000E+00, 0.000E+00, 3.967E+00, 3.429E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 3.286E-03
 8.600E+01, 1.526E+02, 0.000E+00,-5.003E+01,-9.999E+01,-6.950E+00, 1.362E+00, 0.000E+00, 0.000E+00,-2.543E+00,-2.987E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 3.559E-03
 8.800E+01, 1.598E+02, 0.000E+00,-5.225E+01,-9.895E+01,-7.205E+00, 1.391E+00, 0.000E+00, 0.000E+00, 3.376E+00, 2.802E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 3.811E-03
 9.000E+01, 1.661E+02, 0.000E+00,-5.445E+01,-1.018E+02,-7.264E+00, 1.426E+00, 0.000E+00, 0.000E+00, 4.535E+00, 3.960E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 4.101E-03
 9.200E+01, 1.767E+02, 0.000E+00,-5.817E+01,-1.097E+02,-7.835E+00, 1.469E+00, 0.000E+00, 0.000E+00, 3.192E+00, 2.505E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 4.459E-03
 9.400E+01, 1.859E+02, 0.000E+00,-6.139E+01,-1.205E+02,-8.241E+00, 1.516E+00, 0.000E+00, 0.000E+00,-2.003E+00,-2.758E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 4.771E-03
 9.600E+01, 1.910E+02, 0.000E+00,-6.331E+01,-1.189E+02,-8.132E+00, 1.586E+00, 0.000E+00, 0.000E+00, 2.910E+00, 2.286E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 5.016E-03
 9.800E+01, 2.017E+02, 0.000E+00,-6.686E+01,-1.263E+02,-8.456E+00, 1.667E+00, 0.000E+00, 0.000E+00, 2.658E+00, 1.804E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 5.474E-03
 1.000E+02, 2.162E+02, 0.000E+00,-7.193E+01,-1.344E+02,-9.060E+00, 1.745E+00, 0.000E+00, 0.000E+00, 3.312E+00, 2.598E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 6.044E-03
 1.020E+02, 2.293E+02, 0.000E+00,-7.651E+01,-1.458E+02,-9.180E+00, 1.798E+00, 0.000E+00, 0.000E+00, 2.986E-01,-4.555E-01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 6.534E-03
 1.040E+02, 2.398E+02, 0.000E+00,-8.017E+01,-1.466E+02,-9.037E+00, 1.892E+00, 0.000E+00, 0.000E+00, 6.541E+00, 5.845E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 6.968E-03
 1.060E+02, 2.562E+02, 0.000E+00,-8.609E+01,-1.619E+02,-9.966E+00, 1.935E+00, 0.000E+00, 0.000E+00, 1.283E+00, 1.831E-01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 7.490E-03
 1.080E+02, 2.640E+02, 0.000E+00,-8.856E+01,-1.632E+02,-9.835E+00, 2.026E+00, 0.000E+00, 0.000E+00, 5.197E+00, 4.450E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 8.047E-03
 1.100E+02, 2.828E+02, 0.000E+00,-9.514E+01,-1.863E+02,-1.092E+01, 2.125E+00, 0.000E+00, 0.000E+00,-6.171E+00,-7.482E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 8.648E-03
 1.120E+02, 3.057E+02, 0.000E+00,-1.027E+02,-1.875E+02,-1.048E+01, 2.194E+00, 0.000E+00, 0.000E+00, 8.206E+00, 7.208E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 9.399E-03
 1.140E+02, 3.223E+02, 0.000E+00,-1.085E+02,-1.955E+02,-1.087E+01, 2.383E+00, 0.000E+00, 0.000E+00, 1.099E+01, 9.841E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.018E-02
 1.160E+02, 3.466E+02, 0.000E+00,-1.173E+02,-2.239E+02,-1.188E+01, 2.516E+00, 0.000E+00, 0.000E+00,-2.510E+00,-3.925E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.118E-02
 1.180E+02, 3.722E+02, 0.000E+00,-1.257E+02,-2.315E+02,-1.311E+01, 2.671E+00, 0.000E+00, 0.000E+00, 6.149E+00, 4.536E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.202E-02
 1.200E+02, 3.958E+02, 0.000E+00,-1.336E+02,-2.479E+02,-1.403E+01, 2.890E+00, 0.000E+00, 0.000E+00, 4.989E+00, 3.093E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.314E-02
 1.220E+02, 4.300E+02, 0.000E+00,-1.454E+02,-2.736E+02,-1.388E+01, 3.054E+00, 0.000E+00, 0.000E+00, 1.869E+00, 1.613E-01, 0.000E+00, 1.310E-03, 0.000E+00, 0.000E+00, 1.465E-02
 1.240E+02, 4.710E+02, 0.000E+00,-1.594E+02,-2.936E+02,-1.475E+01, 3.292E+00, 0.000E+00, 0.000E+00, 8.456E+00, 6.524E+00, 0.000E+00, 1.166E-03, 0.000E+00, 0.000E+00, 1.607E-02
 1.260E+02, 4.965E+02, 0.000E+00,-1.689E+02,-3.189E+02,-1.378E+01, 3.492E+00, 0.000E+00, 0.000E+00,-2.440E-01,-1.575E+00, 0.000E+00, 1.021E-03, 0.000E+00, 0.000E+00, 1.779E-02
 1.280E+02, 5.413E+02, 0.000E+00,-1.834E+02,-3.422E+02,-1.552E+01, 3.670E+00, 0.000E+00, 0.000E+00, 6.023E+00, 3.835E+00, 0.000E+00, 8.758E-04, 0.000E+00, 0.000E+00, 1.965E-02
 1.300E+02, 5.959E+02, 0.000E+00,-2.030E+02,-3.743E+02,-1.663E+01, 4.032E+00, 0.000E+00, 0.000E+00, 8.616E+00, 5.952E+00, 0.000E+00, 7.309E-04, 0.000E+00, 0.000E+00, 2.196E-02
 1.320E+02, 6.500E+02, 0.000E+00,-2.210E+02,-4.117E+02,-1.801E+01, 4.365E+00, 0.000E+00, 0.000E+00, 6.451E+00, 3.541E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.443E-02
 1.340E+02, 6.980E+02, 0.000E+00,-2.361E+02,-4.500E+02,-1.703E+01, 4.696E+00, 0.000E+00, 0.000E+00, 1.692E+00,-3.714E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.619E-02
 1.360E+02, 7.650E+02, 0.000E+00,-2.592E+02,-4.848E+02,-1.782E+01, 5.196E+00, 0.000E+00, 0.000E+00, 1.075E+01, 8.325E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.890E-02
 1.380E+02, 8.469E+02, 0.000E+00,-2.864E+02,-5.484E+02,-1.800E+01, 5.736E+00, 0.000E+00, 0.000E+00, 1.729E+00,-1.035E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.227E-02
 1.400E+02, 9.288E+02, 0.000E+00,-3.139E+02,-5.985E+02,-1.962E+01, 6.220E+00, 0.000E+00, 0.000E+00, 5.609E+00, 3.105E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.536E-02
 1.420E+02, 1.014E+03, 0.000E+00,-3.412E+02,-6.493E+02,-2.268E+01, 6.824E+00, 0.000E+00, 0.000E+00, 9.363E+00, 7.240E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.920E-02
 1.440E+02, 1.091E+03, 0.000E+00,-3.677E+02,-7.012E+02,-2.216E+01, 7.252E+00, 0.000E+00, 0.000E+00, 9.328E+00, 7.338E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.229E-02
 1.460E+02, 1.148E+03, 0.000E+00,-3.872E+02,-7.397E+02,-2.108E+01, 7.565E+00, 0.000E+00, 0.000E+00, 9.521E+00, 8.011E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.440E-02
 1.480E+02, 1.224E+03, 0.000E+00,-4.119E+02,-7.950E+02,-2.240E+01, 7.976E+00, 0.000E+00, 0.000E+00, 3.832E+00, 2.632E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.710E-02
 1.500E+02, 1.282E+03, 0.000E+00,-4.304E+02,-8.329E+02,-2.314E+01, 8.367E+00, 0.000E+00, 0.000E+00, 5.223E+00, 3.786E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.977E-02
 1.520E+02, 1.304E+03, 0.000E+00,-4.383E+02,-8.556E+02,-2.194E+01, 8.459E+00, 0.000E+00, 0.000E+00,-2.064E+00,-2.979E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.077E-02
 1.540E+02, 1.348E+03, 0.000E+00,-4.526E+02,-8.777E+02,-2.392E+01, 8.793E+00, 0.000E+00, 0.000E+00, 3.351E+00, 2.291E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.231E-02
 1.560E+02, 1.381E+03, 0.000E+00,-4.646E+02,-8.882E+02,-2.266E+01, 8.915E+00, 0.000E+00, 0.000E+00, 1.532E+01, 1.425E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.377E-02
 1.580E+02, 1.409E+03, 0.000E+00,-4.733E+02,-9.336E+02,-2.317E+01, 9.102E+00, 0.000E+00, 0.000E+00,-1.110E+01,-1.166E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.507E-02
 1.600E+02, 1.489E+03, 0.000E+00,-5.027E+02,-9.675E+02,-2.671E+01, 9.607E+00, 0.000E+00, 0.000E+00, 1.861E+00, 2.015E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.817E-02
 1.620E+02, 1.506E+03, 0.000E+00,-5.069E+02,-9.831E+02,-2.593E+01, 9.652E+00, 0.000E+00, 0.000E+00, 5.084E-02,-1.187E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.926E-02
 1.640E+02, 1.543E+03, 0.000E+00,-5.197E+02,-1.000E+03,-2.649E+01, 9.759E+00, 0.000E+00, 0.000E+00, 7.271E+00, 6.546E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.057E-02
 1.660E+02, 1.552E+03, 0.000E+00,-5.227E+02,-1.018E+03,-2.477E+01, 9.791E+00, 0.000E+00, 0.000E+00,-4.430E+00,-3.193E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.085E-02
 1.680E+02, 1.570E+03, 0.000E+00,-5.282E+02,-1.016E+03,-2.430E+01, 9.979E+00, 0.000E+00, 0.000E+00, 1.216E+01, 1.156E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.167E-02
 1.700E+02, 1.626E+03, 0.000E+00,-5.491E+02,-1.069E+03,-2.793E+01, 1.021E+01, 0.000E+00, 0.000E+00,-1.001E+01,-1.015E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.421E-02
 1.720E+02, 1.687E+03, 0.000E+00,-5.677E+02,-1.085E+03,-2.572E+01, 1.047E+01, 0.000E+00, 0.000E+00, 1.779E+01, 1.902E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.686E-02
 1.740E+02, 1.673E+03, 0.000E+00,-5.643E+02,-1.090E+03,-2.887E+01, 1.059E+01, 0.000E+00, 0.000E+00,-1.362E+00, 7.636E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.668E-02
 1.760E+02, 1.699E+03, 0.000E+00,-5.724E+02,-1.111E+03,-2.710E+01, 1.062E+01, 0.000E+00, 0.000E+00,-1.469E+00,-5.962E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.808E-02
 1.780E+02, 1.771E+03, 0.000E+00,-5.958E+02,-1.155E+03,-2.699E+01, 1.085E+01, 0.000E+00, 0.000E+00, 9.959E-01, 3.314E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.964E-02
 1.800E+02, 1.718E+03, 0.000E+00,-5.788E+02,-1.127E+03,-2.792E+01, 1.060E+01, 0.000E+00, 0.000E+00,-7.605E+00,-5.516E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.889E-02
 1.820E+02, 1.746E+03, 0.000E+00,-5.879E+02,-1.128E+03,-2.759E+01, 1.086E+01, 0.000E+00, 0.000E+00, 1.249E+01, 1.324E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.948E-02
 1.840E+02, 1.781E+03, 0.000E+00,-6.008E+02,-1.153E+03,-2.962E+01, 1.086E+01, 0.000E+00, 0.000E+00, 6.735E+00, 8.525E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.005E-02
 1.860E+02, 1.809E+03, 0.000E+00,-6.088E+02,-1.180E+03,-2.851E+01, 1.120E+01, 0.000E+00, 0.000E+00, 4.653E-01, 2.061E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.246E-02
 1.880E+02, 1.877E+03, 0.000E+00,-6.331E+02,-1.228E+03,-3.029E+01, 1.151E+01, 0.000E+00, 0.000E+00,-5.357E+00,-3.612E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.473E-02
 1.900E+02, 1.917E+03, 0.000E+00,-6.446E+02,-1.241E+03,-2.770E+01, 1.143E+01, 0.000E+00, 0.000E+00, 1.293E+01, 1.565E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.602E-02
 1.920E+02, 1.887E+03, 0.000E+00,-6.345E+02,-1.250E+03,-2.864E+01, 1.140E+01, 0.000E+00, 0.000E+00,-1.847E+01,-1.538E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.625E-02
 1.940E+02, 1.912E+03, 0.000E+00,-6.447E+02,-1.222E+03,-2.755E+01, 1.148E+01, 0.000E+00, 0.000E+00, 2.406E+01, 2.824E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.724E-02
 1.960E+02, 1.933E+03, 0.000E+00,-6.502E+02,-1.261E+03,-2.852E+01, 1.165E+01, 0.000E+00, 0.000E+00, 2.369E+00, 5.295E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.732E-02
 1.980E+02, 1.939E+03, 0.000E+00,-6.535E+02,-1.285E+03,-3.084E+01, 1.183E+01, 0.000E+00, 0.000E+00,-2.136E+01,-1.834E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.900E-02
 2.000E+02, 1.999E+03, 0.000E+00,-6.736E+02,-1.275E+03,-3.050E+01, 1.203E+01, 0.000E+00, 0.000E+00, 2.828E+01, 3.194E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.062E-02
 2.020E+02, 1.989E+03, 0.000E+00,-6.682E+02,-1.331E+03,-2.756E+01, 1.197E+01, 0.000E+00, 0.000E+00,-2.764E+01,-2.553E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.117E-02
 2.040E+02, 1.988E+03, 0.000E+00,-6.682E+02,-1.268E+03,-2.929E+01, 1.184E+01, 0.000E+00, 0.000E+00, 3.222E+01, 3.436E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.979E-02
 2.060E+02, 2.026E+03, 0.000E+00,-6.826E+02,-1.335E+03,-3.116E+01, 1.188E+01, 0.000E+00, 0.000E+00,-1.912E+01,-1.132E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.158E-02
 2.080E+02, 1.999E+03, 0.000E+00,-6.741E+02,-1.295E+03,-3.213E+01, 1.212E+01, 0.000E+00, 0.000E+00, 4.436E+00, 9.443E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.361E-02
 2.100E+02, 2.073E+03, 0.000E+00,-6.968E+02,-1.347E+03,-2.873E+01, 1.205E+01, 0.000E+00, 0.000E+00, 7.221E+00, 1.226E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.398E-02
 2.120E+02, 2.095E+03, 0.000E+00,-7.057E+02,-1.370E+03,-3.088E+01, 1.258E+01, 0.000E+00, 0.000E+00,-4.829E+00, 1.075E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.713E-02
