r(cm),T_mean(K),T_rms(K),uz_mean(m/s),ur_mean(m/s),uz_rms(m/z),ur_rms(m/s),uz'T'(K-m/s),ur'T'(K-m/s),uz'ur'(m/s)^2
-4.91222,871.561,356.00140449,0.372869,0.25253043,0.45613814,0.27054472,162.3858174,96.31430061,0.24006519
-4.21277,953.596,324.28845184,0.435203,0.23640051,0.42042597,0.25436413,136.33928837,82.48734952,0.20192305
-3.51225,1013.23,288.44375535,0.481969,0.21074692,0.37906728,0.2435866,109.33958872,70.2610349,0.1660378
-2.81086,1046.07,255.16876768,0.509985,0.18006005,0.34169431,0.23426442,87.18971545,59.7769631,0.13810344
-2.24039,1054.89,233.98888863,0.521912,0.15371663,0.31262677,0.22626004,73.15119147,52.94233442,0.11454624
-2.10876,1058.13,227.70090031,0.525508,0.14771731,0.30422853,0.22449962,69.27311075,51.11876591,0.10785523
-1.94987,1055.99,224.69979973,0.525277,0.13927901,0.29707928,0.2231058,66.75365525,50.13182959,0.10098876
-1.40614,1049.46,213.25430828,0.525173,0.11049403,0.26974117,0.21819198,57.5234671,46.53037872,0.07097753
-0.703157,1024.14,213.0875407,0.507448,0.06703915,0.2568811,0.21694469,54.73816204,46.22821119,0.01363598
-0.0,1002.3,216.30395281,0.488232,0.02296769,0.26044577,0.21855226,56.33544991,47.27371855,0.06582503
0.0308389,1002.21,216.33446327,0.488027,0.0210545,0.26063269,0.21860378,56.38383348,47.2915311,0.06705995
0.703157,1000.07,216.94100581,0.483423,0.02437845,0.26486355,0.21977527,57.45976489,47.67826847,0.09046801
1.40614,1013.49,218.95022265,0.487591,0.06995987,0.27910016,0.22230995,61.10904244,48.6748141,0.11245252
1.95471,1026.5,226.51622458,0.493992,0.10374683,0.29847445,0.22767783,67.60930657,51.57272333,0.12887665
2.10876,1029.84,229.07793434,0.495632,0.11331141,0.30443259,0.22906861,69.73878816,52.47456496,0.13330371
2.24291,1031.1,232.76705093,0.496865,0.12104205,0.31036559,0.23098631,72.2428833,53.76600148,0.13527783
2.81086,1035.44,248.46710044,0.501337,0.15375235,0.33532522,0.23870957,83.31728394,59.31147428,0.1430711
3.51225,1012.24,278.14762268,0.48588,0.18791372,0.37840587,0.24698668,105.25269225,68.69875782,0.15491382
4.21277,961.011,313.45765264,0.448031,0.2167215,0.42307683,0.25479136,132.61666851,79.86630105,0.17994502
4.91222,893.717,345.87570022,0.395617,0.24051281,0.45339387,0.26559682,156.81792174,91.86348558,0.21092942
5.61044,822.979,369.32235242,0.336138,0.25868509,0.46520103,0.27630563,171.80913942,102.04584581,0.23757759
6.30725,771.598,381.95680384,0.29132,0.27713184,0.4590403,0.28072199,175.33356706,107.22367429,0.24811022
7.00248,747.546,388.64122272,0.271816,0.29938024,0.44007386,0.27736568,171.03084204,107.79573531,0.2383065
7.69596,746.454,397.52358421,0.274143,0.32364874,0.41537814,0.26730342,165.1226074,106.25941482,0.21247177
8.3875,763.172,411.58231255,0.292928,0.34982231,0.38929295,0.25136782,160.22609213,103.45854789,0.17356055
9.07375,783.274,429.12702082,0.317985,0.37590952,0.36635092,0.2322205,157.21108088,99.65209077,0.12580896
9.76,790.949,445.9024557,0.339298,0.39840252,0.35128194,0.21270464,156.63747882,94.84552354,0.07719688
10.4462,775.144,454.23231941,0.346838,0.41333786,0.3416226,0.19359658,155.17602541,87.93782381,0.04269482
11.1325,732.357,447.7711469,0.334395,0.41550046,0.32927041,0.17257351,147.43778715,77.27344063,0.02520625
11.8188,664.652,423.78060361,0.302012,0.40179731,0.31386303,0.15109816,133.00906323,64.03246951,0.01968944
12.505,578.915,383.20360124,0.255172,0.37461312,0.29580128,0.13674976,113.35211753,52.4030021,0.02128845
13.1912,485.94,322.25766089,0.201533,0.34326742,0.26052159,0.12991377,83.95507891,41.86570859,0.02171292
13.5839,438.4,278.05143409,0.172109,0.3268511,0.22699141,0.12766419,63.11528695,35.49721054,0.0318092
13.8775,400.941,238.40721466,0.150363,0.31451078,0.19901281,0.12595255,47.44609058,30.02799752,0.03643604
14.5638,340.281,149.5098659,0.115824,0.28947453,0.13377593,0.12187513,20.00082166,18.2215344,0.02835066
15.25,308.288,78.32649616,0.106172,0.26622533,0.0977551,0.11355345,7.65681463,8.89424399,0.03043701
15.75,296.758,33.74122108,0.10872,0.24335331,0.08730011,0.10353516,2.94561247,3.4934028,0.04239875
16.0087,295.113,23.5061694,0.109631,0.23155509,0.08344387,0.09979567,1.96144582,2.34581397,0.04335767
16.25,293.604,7.91209201,0.110438,0.21915089,0.07957104,0.09645842,0.62957337,0.7631879,0.04394938
16.9317,293.071,0.95512931,0.109768,0.20129062,0.06978753,0.08726998,0.06665612,0.08335412,0.04468011
17.6223,293.02,0.07684211,0.119068,0.18562748,0.06240617,0.0736734,0.00479542,0.00566122,0.04019029
18.3221,293.017,0.00488392,0.115404,0.16578645,0.05574487,0.06396918,0.00027225,0.00031242,0.03416427
18.9045,293.017,0.00247224,0.109777,0.15140039,0.0507069,0.06027724,0.00012536,0.00014902,0.03337812
19.0312,293.017,0.00232665,0.108387,0.14814039,0.04954664,0.05948625,0.00011528,0.0001384,0.03317858
19.7496,293.017,0.00228326,0.107934,0.13757729,0.04536706,0.05384713,0.00010358,0.00012295,0.03033443
20.4775,293.017,0.00226027,0.100444,0.12619626,0.0408332,0.0481233,9.229e-05,0.00010877,0.02725445
