r(cm),T_mean(K),T_rms(K),uz_mean(m/s),ur_mean(m/s),uz_rms(m/s),ur_rms(m/s),uz'T'(K-m/s),ur'T'(K-m/s),uz'ur'(m/s)^2
1.40614,1102.83,254.04133522,0.488699,0.10950566,0.30327842,0.23664765,77.04525474,60.11828485,0.108527
1.95471,1121.01,256.45467436,0.492529,0.13883834,0.32160379,0.24793834,82.47679614,63.58494602,0.12702614
2.10876,1125.58,257.42882511,0.493404,0.14702707,0.32751947,0.25098494,84.3129511,64.61075817,0.13255101
2.24291,1126.89,261.19877488,0.493916,0.15294344,0.33376339,0.25315668,87.17858837,66.12421434,0.1361515
2.81086,1131.32,277.44458906,0.495665,0.17808752,0.36027351,0.26185035,99.95593516,72.64896392,0.15107741
3.51225,1115.51,309.87400665,0.492984,0.20976053,0.39632058,0.2670081,122.80944521,82.73887123,0.17129495
4.21277,1073.42,347.94970901,0.472515,0.24127903,0.43121224,0.27356999,150.04017507,95.18859878,0.20194704
4.91222,1000.65,382.51274489,0.425364,0.26421447,0.46348786,0.28081232,177.29001505,107.41429196,0.23750913
5.61044,911.313,406.13052089,0.366342,0.27821606,0.48200415,0.28475179,195.75659625,115.64639144,0.26626141
6.30725,840.335,417.54999701,0.318804,0.29045617,0.47854153,0.2867229,199.81501619,119.72114503,0.27580466
7.00248,809.691,422.75524834,0.296035,0.30647008,0.45822702,0.28514239,193.71787678,120.54543999,0.26226234
7.69596,813.804,431.54489917,0.299747,0.32922938,0.43028363,0.27709237,185.6867046,119.57779769,0.22875877
8.3875,833.681,446.07174311,0.320531,0.35692817,0.40173623,0.26401314,179.20318122,117.76880317,0.18059366
9.07375,851.961,462.38187681,0.346735,0.38521497,0.37847853,0.24862991,175.00161446,114.96196614,0.12401148
9.76,855.233,475.50709774,0.367396,0.40855501,0.36191988,0.23038036,172.09547206,109.54749608,0.05379433
10.4462,832.744,479.43299845,0.373203,0.42060807,0.35032699,0.20541948,167.95831931,98.48487868,0.06935901
11.1325,776.258,469.60089438,0.358482,0.41620701,0.34222215,0.18049273,160.70782775,84.75954798,0.09047209
11.8188,691.401,449.10021153,0.324981,0.39679153,0.3356382,0.16497445,150.73518575,74.09005882,0.09033914
12.505,596.649,416.67013332,0.280147,0.37116136,0.31885263,0.15515389,132.85636807,64.64799071,0.08297165
13.1912,505.012,361.65591382,0.2289,0.3470903,0.27743161,0.14733343,100.33478359,53.28400799,0.0782785
13.5839,459.909,319.63885871,0.200023,0.33446508,0.24291995,0.14619941,77.64665419,46.73101312,0.07596771
13.8775,424.456,283.4487608,0.178871,0.325254,0.21409764,0.14503847,60.68571111,41.11097578,0.07412867
14.5638,361.525,196.16294247,0.140305,0.30422701,0.14976682,0.14275789,29.37869985,28.00380697,0.05392964
15.25,321.745,121.05205492,0.12142,0.280932,0.1101213,0.13525344,13.33040926,16.37270639,0.02735529
15.75,304.075,70.69278605,0.117342,0.25696001,0.09681999,0.12407176,6.84447467,8.77097838,0.04819758
16.0087,300.057,53.57536747,0.116181,0.24441601,0.09319447,0.11895345,4.9929282,6.37297496,0.04999607
16.25,296.414,32.12818078,0.115143,0.231292,0.08955976,0.11427583,2.87739205,3.67147449,0.05111104
16.9317,293.58,7.15920387,0.111691,0.211356,0.0804296,0.10303357,0.57581188,0.73763832,0.0519211
17.6223,293.073,0.87235371,0.120342,0.194274,0.07236747,0.08715152,0.06313003,0.07602696,0.04665388
18.3221,293.022,0.06231886,0.116751,0.173414,0.06406817,0.07555177,0.00399265,0.0047083,0.03944132
18.9045,293.02,0.01405471,0.110747,0.157934,0.05787461,0.0705035,0.00081341,0.00099091,0.03816674
19.0312,293.02,0.00490883,0.109275,0.154445,0.05644883,0.06941443,0.0002771,0.00034074,0.03784774
19.7496,293.02,0.00180571,0.108618,0.142823,0.05132855,0.06251256,9.268e-05,0.00011288,0.03429828
20.4775,293.02,0.00176075,0.101046,0.13084,0.04590654,0.05569509,8.083e-05,9.807e-05,0.0306664
