r(cm),T_mean(K),T_rms(K),uz_mean(m/s),ur_mean(m/s),uz_rms(m/z),ur_rms(m/s),uz'T'(K-m/s),ur'T'(K-m/s),uz'ur'(m/s)^2
-10.4462,562.501,415.89541955,0.597552,0.18996041,0.49007142,0.3236632,203.81846023,134.61004426,0.24445942
-9.76,595.407,433.0219394,0.662706,0.19437806,0.51726106,0.32783215,223.98538562,141.95851433,0.24731169
-9.07375,631.913,451.27596878,0.723032,0.19888457,0.55285622,0.33278269,249.49072628,150.17683166,0.24138556
-8.3875,666.116,466.13195557,0.774304,0.201878,0.58892444,0.33818513,274.51650247,157.63889451,0.22396067
-7.69596,692.814,472.22981693,0.816473,0.20422723,0.61921483,0.34006102,292.41170364,160.58695508,0.19033831
-7.00248,716.043,473.64754829,0.854406,0.20554371,0.65644421,0.33471032,310.92319035,158.53472365,0.14435023
-6.30725,741.232,475.88864244,0.897094,0.20228911,0.70787852,0.32467504,336.8713482,154.50916285,0.08607921
-5.61044,776.378,477.10795424,0.958017,0.19172804,0.76115964,0.31514097,363.15531945,150.35626427,0.05473108
-4.91222,842.907,472.2478163,1.05772,0.17290418,0.80024684,0.30921298,377.91482124,146.02515687,0.08740997
-4.21277,944.406,454.86591431,1.18795,0.1488235,0.81335601,0.3040237,369.96792543,138.29001665,0.09685551
-3.51225,1054.06,419.85830943,1.30907,0.12453865,0.79648101,0.29714256,334.40917054,124.75777222,0.10978806
-2.81086,1141.63,372.18006395,1.39245,0.10348501,0.75914689,0.29118319,282.53933792,108.37257946,0.1289541
-2.23182,1183.89,333.40365925,1.42828,0.08934217,0.72563972,0.2868262,241.9309372,95.62890546,0.14007234
-2.10876,1193.1,324.4780424,1.43626,0.08648695,0.71830634,0.28584834,233.07463548,92.75151122,0.14270964
-1.96029,1198.17,317.62871407,1.44187,0.08220884,0.70976123,0.28528555,225.44054597,90.61488181,0.13929293
-1.40614,1219.26,289.3632665,1.46521,0.06750709,0.67593565,0.283311,195.590947,81.97979501,0.12834477
-0.703157,1225.11,274.14412268,1.48441,0.03721363,0.63711459,0.28295311,174.66122015,77.56993091,0.09522668
-0.0,1213.62,273.45639506,1.47913,0.01609181,0.62444936,0.28239154,170.75967018,77.22177162,0.05577356
0.0493423,1212.82,274.09487409,1.47754,0.01740074,0.62603514,0.28250919,171.59302363,77.43431968,0.05017011
0.703157,1200.76,283.04522607,1.4549,0.04788575,0.64794753,0.28437084,183.39845475,80.48980937,0.07243991
1.40614,1186.05,305.90325268,1.42156,0.07481549,0.69539773,0.2890924,212.72442688,88.43430562,0.11315149
1.94944,1164.38,334.72824799,1.39568,0.08847321,0.73158937,0.28938865,244.88362662,96.86655653,0.11738433
2.10876,1157.69,342.87752916,1.38769,0.09239135,0.74199394,0.28937376,254.41304718,99.21975925,0.11813382
2.2428,1147.84,351.7029997,1.37949,0.09588578,0.74932436,0.28885008,263.53962599,101.58943795,0.11755926
2.81086,1104.33,387.3538434,1.3417,0.10982408,0.78026598,0.28664148,302.23902634,111.03168027,0.11323939
3.51225,1016.93,429.90464059,1.25511,0.1294668,0.81409152,0.29109727,349.98172154,125.14406679,0.11447336
4.21277,912.939,460.00434781,1.1385,0.14951693,0.82703446,0.30394168,380.43944793,139.81449379,0.11022536
4.91222,822.715,472.03601558,1.02657,0.17153446,0.80695105,0.31739761,380.90995926,149.82310404,0.10360169
5.61044,763.068,474.21619542,0.941585,0.19103507,0.76371723,0.32460749,362.16707689,153.93413065,0.08161415
6.30725,732.564,474.97789422,0.891488,0.20485501,0.70963159,0.32768207,337.05932046,155.64174031,0.06980358
7.00248,715.084,475.44189971,0.861008,0.21130152,0.65763136,0.33222169,312.66550106,157.95211335,0.14490562
7.69596,696.401,474.09809112,0.828943,0.20997014,0.61660765,0.33504343,292.33251212,158.84345203,0.19720583
8.3875,671.369,469.01172693,0.786733,0.20516459,0.58597952,0.33172772,274.83126748,155.58419068,0.23255584
9.07375,639.209,457.05579528,0.73327,0.19871562,0.55739573,0.32752043,254.76094873,149.69511056,0.24647328
9.76,601.032,438.17462272,0.669493,0.19212674,0.52556636,0.32559631,230.28984203,142.66804226,0.24892777
10.4462,561.841,417.61824673,0.595927,0.1876269,0.49236369,0.32229564,205.6200596,134.59654168,0.24399889
11.1325,525.579,396.01136347,0.517473,0.18528041,0.45836448,0.31921365,181.51754419,126.4122338,0.23159915
11.8188,491.806,369.12870384,0.439217,0.18502458,0.41725771,0.31636143,154.02179918,116.77808437,0.21464331
12.505,460.711,337.79135572,0.36347,0.18570199,0.3661994,0.30976301,123.69899153,104.63526799,0.19093598
13.1912,433.642,308.33618017,0.294611,0.18616004,0.31188059,0.30098548,96.16406859,92.80471259,0.16020674
13.5839,421.024,296.37830555,0.259089,0.18693037,0.28177278,0.294028,83.51133932,87.14351952,0.13850206
13.8775,411.415,286.7150153,0.232694,0.18724442,0.2568227,0.28895476,73.63492479,82.84766778,0.11970936
14.5638,391.6,266.48752316,0.17872,0.18977891,0.21121719,0.27164879,56.28674496,72.39101365,0.06796602
15.25,371.605,241.51500989,0.138314,0.19174788,0.18377786,0.25065457,44.38511047,60.53684121,0.03300455
15.75,353.85,214.6171009,0.113327,0.19145569,0.16779571,0.23073331,36.01182864,49.51931484,0.0559877
16.0087,344.641,197.07105318,0.10344,0.19036372,0.16085584,0.22111224,31.70002903,43.5748226,0.05749885
16.25,336.118,179.17505407,0.0949151,0.18900942,0.15457814,0.21233571,27.6965458,38.04526243,0.05818235
16.9317,318.242,132.98120168,0.0798009,0.18368908,0.14254017,0.19131137,18.95516306,25.44081647,0.05395324
17.6223,305.049,86.67744805,0.0712361,0.17657646,0.13192157,0.16765926,11.43462482,14.53227642,0.0500601
18.3221,297.639,47.70272529,0.0679538,0.16883887,0.12042965,0.14563825,5.74482239,6.94734145,0.04505508
18.9045,294.853,25.61208699,0.0670589,0.1623183,0.11063544,0.13105967,2.83360445,3.35671176,0.03999091
19.0312,294.313,18.72209924,0.0669146,0.16084822,0.10846336,0.12789231,2.03066175,2.39441245,0.03884339
19.7496,293.25,3.70480769,0.0666056,0.1529101,0.09679354,0.11342752,0.35860146,0.42022714,0.03458666
20.4775,293.053,0.43018601,0.066315,0.14525404,0.08618718,0.1012697,0.03707652,0.04356481,0.03124093
