r(cm),T_mean(K),T_rms(K),uz_mean(m/s),ur_mean(m/s),uz_rms(m/s),ur_rms(m/s),uz'T'(K-m/s),ur'T'(K-m/s),uz'ur'(m/s)^2
-11.1325,547.37,410.44975332,0.477019,0.24473816,0.43691303,0.26151028,179.33084737,107.33682792,0.18471486
-10.4462,593.631,434.68609364,0.543554,0.25307303,0.46506344,0.2679168,202.15660852,116.45970581,0.19805136
-9.76,643.124,454.40510561,0.604633,0.26333191,0.48756025,0.27662505,221.54986811,125.69983646,0.1956643
-9.07375,686.197,470.56136688,0.650292,0.27143497,0.51609592,0.285537,242.85480218,134.36268236,0.17069426
-8.3875,719.558,478.92379352,0.6822,0.27430155,0.54218078,0.29459793,259.66327673,141.08995791,0.13192358
-7.69596,746.213,478.28129798,0.707576,0.27278689,0.56597615,0.30333322,270.69580665,145.07860433,0.06100607
-7.00248,767.387,474.78100215,0.730102,0.26711178,0.60021496,0.30866111,284.97066092,146.54643049,0.11181941
-6.30725,787.471,473.51557525,0.755553,0.25551824,0.64781093,0.30498736,306.74856479,144.41626385,0.16591907
-5.61044,822.04,469.95744488,0.801472,0.23838528,0.6923684,0.29599311,325.38368373,139.10416475,0.19195135
-4.91222,894.992,457.66144692,0.886994,0.21601255,0.71633372,0.2887013,327.83832728,132.12745578,0.19438696
-4.21277,998.999,431.39077412,0.993848,0.18883315,0.71117438,0.28315566,306.7940667,122.15073953,0.18466106
-3.51225,1101.96,388.44690757,1.08492,0.16201287,0.67875106,0.28012983,263.65874985,108.81556503,0.17462961
-2.81086,1177.03,338.32676513,1.14058,0.137043,0.63411829,0.27755587,214.53918824,93.90457905,0.17106019
-2.23456,1206.3,303.0275565,1.15963,0.11682099,0.59903923,0.27339496,181.52539435,82.84620771,0.16538068
-2.10876,1212.87,294.62705239,1.16398,0.11250945,0.59099577,0.27250108,174.12334165,80.28618965,0.16427806
-1.95464,1213.6,289.53773502,1.16592,0.1059238,0.58301887,0.27164167,168.8059624,78.65051447,0.1583181
-1.40614,1219.38,268.47327614,1.17511,0.08407265,0.5514762,0.26871091,148.05662233,72.14169856,0.13701741
-0.703157,1205.97,260.22528701,1.17716,0.04333759,0.52062174,0.26550124,135.47894268,69.09013518,0.09643417
-0.0,1189.69,260.17647857,1.16718,0.01553981,0.50924748,0.26236612,132.49421712,68.26149274,0.027985
0.0537251,1189.58,260.53022857,1.16627,0.01774754,0.51043511,0.26222994,132.98377549,68.3188255,0.01199417
0.703157,1186.59,265.86180621,1.15377,0.05705364,0.5265273,0.26106628,139.98349959,69.40755144,0.08850441
1.40614,1188.57,280.78782025,1.13875,0.0941409,0.56743282,0.2666092,159.32822338,74.86061743,0.1273567
1.95191,1179.16,304.46953871,1.12506,0.11326082,0.60388078,0.27299652,183.86330341,83.11912455,0.1438089
2.10876,1176.23,311.0892155,1.12094,0.11877509,0.61411318,0.27470905,191.04398794,85.45902164,0.14803763
2.2405,1169.99,319.43074367,1.11703,0.12336538,0.62187539,0.2747239,198.64611812,87.75525896,0.14957805
2.81086,1139.78,354.21744734,1.09725,0.14252861,0.65490992,0.2741264,231.9805192,97.1003529,0.15383527
3.51225,1069.02,399.63107987,1.04399,0.16980269,0.69192413,0.27260286,276.51438678,108.94057585,0.1612316
4.21277,965.826,437.31681879,0.95045,0.19383538,0.72197091,0.27735328,315.73002317,121.29125257,0.17851882
4.91222,867.175,459.68793763,0.850235,0.21681145,0.72472754,0.28430626,333.14850591,130.69215712,0.19068907
5.61044,802.073,468.71953234,0.776514,0.23891394,0.69682279,0.29045924,326.61445203,136.14392067,0.18572922
6.30725,773.011,475.39983172,0.741122,0.25756043,0.65293644,0.29417867,310.40587564,139.85249031,0.15843358
7.00248,765.335,483.05072197,0.732409,0.27245011,0.60668443,0.29594671,293.05935288,142.95727262,0.09964397
7.69596,755.873,486.69908568,0.723941,0.280794,0.56689858,0.29488761,275.90902056,143.52152973,0.08276436
8.3875,733.493,485.12163423,0.701199,0.28170315,0.53683983,0.28909831,260.43261426,140.24784389,0.14759197
9.07375,698.365,477.82423547,0.66306,0.2761532,0.51371977,0.28059182,245.46775537,134.07357234,0.17800985
9.76,651.943,461.7445181,0.611033,0.26695944,0.49131762,0.27178132,226.86321593,125.49353268,0.19050326
10.4462,597.966,437.46199835,0.54536,0.25716303,0.46630248,0.26298185,203.9896134,115.04456544,0.18980848
11.1325,546.749,411.42800099,0.472281,0.24709659,0.43800228,0.25839865,180.20640377,106.31243977,0.18232999
11.8188,503.457,382.74273344,0.399016,0.2380326,0.40138261,0.25698767,153.62627749,98.36016288,0.17411717
12.505,462.311,344.57074745,0.326728,0.2301332,0.35027846,0.25199815,120.695711,86.83119117,0.1609124
13.1912,425.637,303.15111743,0.259117,0.22303755,0.28689249,0.24587374,86.97177849,74.53689778,0.1366452
13.5839,410.804,285.26811949,0.224683,0.22045136,0.25187656,0.24246996,71.85235178,69.16894982,0.11636281
13.8775,399.311,270.27929998,0.199032,0.21814605,0.22191981,0.24029198,59.98032964,64.94594947,0.09958185
14.5638,376.615,242.16523285,0.149251,0.21472266,0.17544059,0.22938776,42.4856109,55.54974114,0.04990898
15.25,353.76,212.32051243,0.116087,0.2110231,0.15238537,0.21285837,32.35453916,45.19419835,0.03792315
15.75,335.773,183.49822887,0.0989913,0.20660189,0.14075333,0.19667135,25.82798682,36.08884425,0.04879559
16.0087,328.011,165.5276412,0.0933198,0.2037042,0.13561858,0.18765436,22.44862411,31.06198303,0.0496033
16.25,320.911,147.07039131,0.0883035,0.20087382,0.13089461,0.17901752,19.25072212,26.32817718,0.0503576
16.9317,307.56,97.80552132,0.0804561,0.19255748,0.12050934,0.15796338,11.78647841,15.44969029,0.04834599
17.6223,298.43,50.05516956,0.0765935,0.18231248,0.11054637,0.1380722,5.53341731,6.91122731,0.04468434
18.3221,294.301,15.92937538,0.0755033,0.1719572,0.10036135,0.12134096,1.59869357,1.93288566,0.04033569
18.9045,293.37,5.65419313,0.07549,0.16386711,0.09144731,0.10959297,0.51706074,0.61965984,0.03670652
19.0312,293.221,2.91233068,0.0755036,0.1620231,0.08953284,0.10709138,0.26074925,0.3118855,0.03592817
19.7496,293.046,0.33109213,0.0752566,0.15260305,0.07945263,0.09527595,0.02630614,0.03154512,0.0328626
20.4775,293.027,0.02479619,0.0747127,0.14373603,0.07079795,0.0853702,0.00175552,0.00211686,0.0303095
