r(cm),T_mean(K),T_rms(K),uz_mean(m/s),ur_mean(m/s),uz_rms(m/z),ur_rms(m/s),uz'T'(K-m/s),ur'T'(K-m/s),uz'ur'(m/s)^2
-10.4462,551.234,397.21656562,0.576689,0.18019436,0.47200742,0.30125302,187.48916441,119.66269127,0.23581103
-9.76,600.173,425.46915282,0.670585,0.18640602,0.50953508,0.31061373,216.79145976,132.15656024,0.24671497
-9.07375,639.913,445.88339283,0.744647,0.19530116,0.53679978,0.31699042,239.35010559,141.3407623,0.23801115
-8.3875,664.804,454.83623426,0.793791,0.20524817,0.56388829,0.32093363,256.47682492,145.97224381,0.21606496
-7.69596,681.397,454.32697477,0.827645,0.21292392,0.59478063,0.32552668,270.22488511,147.89555215,0.19386648
-7.00248,694.506,450.27880252,0.851864,0.21530319,0.63183067,0.3295259,284.49995907,148.37852849,0.16344595
-6.30725,705.044,448.64351104,0.871872,0.21007015,0.68064087,0.32628822,305.36511168,146.38709091,0.11266719
-5.61044,719.647,447.09730485,0.90144,0.19784094,0.73259675,0.31911788,327.54203304,142.67674314,0.03651329
-4.91222,752.83,440.55533137,0.953961,0.18163853,0.77372734,0.31041102,340.86970561,136.75322883,0.04961269
-4.21277,822.352,427.590926,1.04503,0.16382802,0.79416119,0.29611592,339.57611978,126.61648183,0.03241049
-3.51225,919.668,405.2283307,1.16223,0.14367635,0.78891825,0.27981681,319.69202417,113.38969769,0.00858813
-2.81086,1010.93,371.79026346,1.2648,0.12066614,0.76186941,0.27162456,283.25562918,100.98736837,0.0370934
-2.23182,1066.14,334.91192872,1.32652,0.10129503,0.72582367,0.2703794,243.08700525,90.55328638,0.0565447
-2.10876,1077.99,326.57924,1.33993,0.09733157,0.71787812,0.27008043,234.44409194,88.20266237,0.06093134
-1.96029,1086.93,317.12615786,1.35107,0.09245003,0.7067871,0.27026239,224.14067639,85.70727368,0.05726136
-1.40614,1121.39,278.42144314,1.39419,0.07533831,0.66293816,0.27069898,184.57619838,75.36840181,0.05019697
-0.703157,1140.43,248.81659912,1.42356,0.05298366,0.615382,0.27024885,153.1172552,67.24239935,0.05292053
-0.0,1139.05,243.6585726,1.42888,0.02792845,0.59115226,0.26934907,144.03931699,65.62920924,0.0936117
0.0493423,1138.33,244.15609761,1.42808,0.02578251,0.59171108,0.26953679,144.46986775,65.80905028,0.09433414
0.703157,1128.55,250.97828591,1.41699,0.01123995,0.59919613,0.27238437,150.38521717,68.36256274,0.10244252
1.40614,1111.66,270.22046555,1.3919,0.03877043,0.63308925,0.27629617,171.07367219,74.66088088,0.09061429
1.94944,1090.93,296.74163847,1.3654,0.05906412,0.66288234,0.27836543,196.70479242,82.60261314,0.07637094
2.10876,1084.52,304.25893578,1.35722,0.06483228,0.67156459,0.27899241,204.32952779,84.8859333,0.07059858
2.2428,1075.4,313.74145407,1.34713,0.06945642,0.68046896,0.2794724,213.49131968,87.68207582,0.06088465
2.81086,1035.51,351.61769011,1.30229,0.08811958,0.71712133,0.28151145,252.15254511,98.98440549,0.04942713
3.51225,958.691,400.19870065,1.21629,0.11309234,0.76269784,0.28898427,305.23068583,115.65113053,0.10316307
4.21277,866.327,432.8128926,1.10383,0.13946285,0.78933706,0.29966625,341.63525774,129.69941547,0.12198705
4.91222,783.051,447.35891631,0.990683,0.16421188,0.78703748,0.30746715,352.08823559,137.54816933,0.12125366
5.61044,726.717,450.15219648,0.90876,0.18638277,0.75370618,0.31325791,339.28249071,141.01373613,0.10947388
6.30725,695.571,449.71324197,0.86029,0.20298265,0.70599646,0.31971773,317.49595636,143.78129907,0.11074501
7.00248,680.778,449.84441755,0.831329,0.2121494,0.65707914,0.32430149,295.58338431,145.8852132,0.13860409
7.69596,668.355,446.91050558,0.805639,0.21441126,0.6094276,0.32311566,272.35959696,144.40378454,0.17707123
8.3875,645.931,438.78012717,0.766837,0.20969358,0.56891564,0.31821032,249.62887477,139.62436622,0.20900803
9.07375,612.762,426.60637595,0.711608,0.20128822,0.5363758,0.31047229,228.82133665,132.44945788,0.22921601
9.76,573.565,409.87193122,0.640138,0.19236738,0.5037688,0.30248355,206.48068938,123.97951868,0.2372626
10.4462,534.815,388.43274836,0.558165,0.18559216,0.4681645,0.29705297,181.85042381,115.38510221,0.23363503
11.1325,497.245,360.55928777,0.474134,0.18415506,0.4283048,0.28993641,154.42927292,104.53926434,0.21819345
11.8188,460.492,326.55933611,0.392923,0.1854864,0.38008946,0.2822281,124.12176275,92.16422072,0.195437
12.505,429.869,293.88943499,0.319752,0.18634359,0.32923244,0.27563926,96.75793597,81.0074655,0.16990277
13.1912,404.798,263.59097101,0.255456,0.18871361,0.27972308,0.2663841,73.73247757,70.21644421,0.13786506
13.5839,392.215,247.7329207,0.222687,0.19127604,0.2512242,0.25855701,62.23650548,64.05308277,0.11398354
13.8775,382.264,234.12069537,0.198384,0.19284713,0.22747813,0.25287427,53.25733817,59.20309899,0.09301409
14.5638,361.244,203.85779357,0.151552,0.19560617,0.18163893,0.23477535,37.028511,47.86078468,0.0333799
15.25,342.33,172.46390927,0.119014,0.19597208,0.15567884,0.21428723,26.84898066,36.95681301,0.04692899
15.75,326.962,141.44539582,0.100094,0.19442628,0.14424978,0.19589927,20.40346771,27.7090495,0.05706921
16.0087,319.617,123.19740257,0.0932144,0.19276523,0.14002714,0.18608649,17.25097997,22.92537198,0.05787755
16.25,313.053,104.21660136,0.087545,0.19086385,0.13645256,0.1771996,14.22062162,18.46714053,0.05806458
16.9317,301.833,63.19303759,0.0787303,0.1844384,0.12680457,0.1570622,8.01316621,9.92523778,0.05339907
17.6223,295.865,31.0255701,0.0742688,0.17624623,0.11586932,0.139298,3.5949118,4.32179973,0.04695325
18.3221,293.709,11.04517994,0.0725234,0.16783911,0.10474636,0.12407636,1.1569424,1.37044575,0.0411766
18.9045,293.23,4.3214928,0.0717565,0.16102487,0.09584774,0.11320316,0.41420533,0.48920664,0.03726413
19.0312,293.157,2.75288213,0.0716166,0.15952182,0.09391092,0.11086582,0.25852568,0.30520054,0.03644054
19.7496,293.045,0.53950996,0.0707509,0.15144164,0.0841908,0.0995523,0.04542177,0.05370946,0.03294924
20.4775,293.027,0.08029863,0.0697203,0.14375553,0.0757385,0.08975049,0.0060817,0.00720684,0.03002682
