r(cm),T_mean(K),T_rms(K),uz_mean(m/s),ur_mean(m/s),uz_rms(m/z),ur_rms(m/s),uz'T'(K-m/s),ur'T'(K-m/s),uz'ur'(m/s)^2
-0.0,1212.08,315.85835433,1.97133,0.01508353,0.84549808,0.3360383,267.05763152,106.14050487,0.08434032
0.0493423,1209.98,317.03627553,1.96798,0.01557724,0.84739424,0.33624696,268.65471413,106.60248475,0.08273494
0.703157,1181.92,332.30407762,1.92329,0.02777204,0.87208371,0.33900528,289.79697338,112.65283694,0.05889703
1.40614,1136.89,360.09998611,1.85049,0.03485754,0.91659151,0.34317833,330.06459077,123.57851177,0.0367252
1.95621,1098.06,387.4041817,1.79681,0.0355269,0.94579385,0.34595352,366.40449115,134.0238392,0.08444999
2.10876,1086.98,394.60739983,1.7812,0.03559859,0.95358534,0.34683003,376.2918314,136.86169649,0.09432492
2.24029,1074.78,401.8469858,1.76538,0.03631969,0.95882689,0.34767793,385.30169461,139.71332646,0.1058787
2.81086,1021.93,431.65611313,1.69628,0.03928279,0.98079509,0.35164288,423.36619444,151.78879937,0.14666697
3.51225,933.4,461.26131422,1.57057,0.05075979,0.99002929,0.36153622,456.66221258,166.76267302,0.18262256
4.21277,837.096,473.68766081,1.41943,0.06859657,0.96489533,0.37349506,457.05901232,176.92000139,0.20401274
4.91222,752.447,468.41541392,1.27095,0.08839435,0.90820482,0.38314496,425.41713796,179.4710048,0.21236643
5.61044,693.838,457.67455686,1.15184,0.10433461,0.84046118,0.3932953,384.65769945,180.00125389,0.22510082
6.30725,659.116,446.04147789,1.06857,0.11420601,0.77120036,0.40378401,343.98734969,180.10441661,0.24733815
7.00248,634.146,433.65424015,1.00235,0.11816046,0.70735917,0.40863571,306.74930479,177.20660753,0.26825648
7.69596,613.761,425.65713902,0.944043,0.11700825,0.65879891,0.41000812,280.42245799,174.52288413,0.28486508
8.3875,593.794,418.86632713,0.889925,0.112955,0.62420509,0.410883,261.45849531,172.10505325,0.29535055
9.07375,571.67,408.70160264,0.834007,0.10946586,0.59328155,0.40793526,242.47512114,166.72379636,0.2996579
9.76,549.045,395.9621194,0.769419,0.10775774,0.56234865,0.40742756,222.66876183,161.32588179,0.29969127
10.4462,526.298,381.05117767,0.694217,0.10886487,0.53049034,0.40885701,202.1439685,155.79544393,0.29165522
11.1325,503.355,363.06610968,0.615617,0.11194463,0.49483634,0.40553787,179.65830365,147.237055,0.27480197
11.8188,481.497,342.32878932,0.539669,0.11629946,0.45540202,0.39867641,155.89722223,136.47841281,0.25370985
12.505,461.19,320.86601565,0.466035,0.12202745,0.41243424,0.39051691,132.3361304,125.30360356,0.22913952
13.1912,442.598,300.73360304,0.394848,0.12784408,0.3725104,0.38438578,112.02639553,115.59771985,0.20493997
13.5839,432.453,289.8941186,0.355458,0.13188056,0.35145412,0.37998938,101.88448298,110.15668757,0.19011084
13.8775,424.821,281.48481309,0.325985,0.13495791,0.33472526,0.37641615,94.22007738,105.95543038,0.17780011
14.5638,406.335,261.74071139,0.260049,0.14361005,0.29205205,0.36042905,76.44191137,94.33895592,0.13968593
15.25,388.32,242.16564579,0.20396,0.15146744,0.25259295,0.33848607,61.16933563,81.96969788,0.09718261
15.75,372.794,223.11925063,0.165681,0.15626601,0.225632,0.31695858,50.34284304,70.71956034,0.06095843
16.0087,364.6,211.19161915,0.149745,0.15788524,0.21490091,0.3037148,45.38527059,64.14201977,0.03910368
16.25,356.967,199.38455306,0.135118,0.15925847,0.20468317,0.29090711,40.81066233,58.00238389,0.021261
16.9317,339.947,168.4401971,0.106808,0.16145488,0.18784329,0.25760521,31.64036008,43.39107293,0.05580441
17.6223,324.175,133.48969998,0.0859731,0.16205031,0.17471892,0.22667179,23.32317583,30.25834913,0.05802912
18.3221,311.202,97.43982759,0.072568,0.16044733,0.16032904,0.20088955,15.62243369,19.57464329,0.05477197
18.9045,303.795,71.26598066,0.0656209,0.15773131,0.14776772,0.18196658,10.5308117,12.96802673,0.05277063
19.0312,302.201,64.2474124,0.0641563,0.1571133,0.14495448,0.17765057,9.31294997,11.41358925,0.0522537
19.7496,296.768,35.01628193,0.0592516,0.15240701,0.1313225,0.15715355,4.59842582,5.50293287,0.0456922
20.4775,294.122,13.42043218,0.056874,0.14669424,0.11910416,0.13924792,1.59842925,1.86876726,0.03815798
