r(cm),T_mean(K),T_rms(K),uz_mean(m/s),ur_mean(m/s),uz_rms(m/s),ur_rms(m/s),uz'T'(K-m/s),ur'T'(K-m/s),uz'ur'(m/s)^2
-7.69596,564.049,374.87064436,1.09118,0.05712915,0.67728871,0.48833749,253.89565605,183.06338795,0.32219306
-7.00248,576.041,382.84853402,1.15154,0.05687272,0.72342933,0.48648799,276.96385965,186.25121205,0.33013428
-6.30725,588.58,391.27995093,1.21264,0.05580741,0.78361789,0.48617028,306.61397016,190.22868284,0.33606965
-5.61044,606.516,402.2660811,1.28623,0.05241318,0.86030111,0.48389312,346.06995611,194.65378756,0.34729066
-4.91222,639.296,414.11471841,1.39049,0.04419947,0.942424,0.47866771,390.27165031,198.22334541,0.3589984
-4.21277,694.686,424.60452188,1.53622,0.03158283,1.02492439,0.47175502,435.1875295,200.30931521,0.36502816
-3.51225,769.323,427.4997076,1.71171,0.02006479,1.08199353,0.46516077,462.55191791,198.85609227,0.36107188
-2.81086,846.076,420.03928388,1.87585,0.01313367,1.10298685,0.4532389,463.29780826,190.37814276,0.33697415
-2.24304,896.466,409.68768593,1.97118,0.01126003,1.10731206,0.43919957,453.65211579,179.93465443,0.29864276
-2.10876,908.339,407.3143749,1.99386,0.01091378,1.10852154,0.43578933,451.51675727,177.50325847,0.2888537
-1.94576,920.446,403.84898168,2.01488,0.01070541,1.1064312,0.43401511,446.83111335,175.2765622,0.2773688
-1.40614,960.179,392.85875324,2.08517,0.0101828,1.100777,0.42786767,432.44987915,168.091558,0.23530042
-0.703157,1002.41,380.42739123,2.16303,0.00951199,1.08685786,0.42740639,413.47049895,162.59709696,0.1851733
-0.0445383,1021.56,374.22720371,2.20296,0.00909883,1.07409031,0.42561269,401.95381429,159.27584601,0.10439234
0.0,1022.85,373.81412493,2.20566,-0.00911213,1.07326138,0.42548953,401.20026537,159.05399626,0.09628266
0.703157,1015.19,375.53029172,2.19021,-0.01202087,1.05807372,0.42317932,397.33873327,158.91665488,0.13935322
1.40614,980.767,386.17742037,2.12048,-0.01518363,1.05002381,0.42409093,405.49548598,163.77434276,0.22284418
1.95615,941.116,399.07893956,2.04603,-0.01341585,1.05128968,0.43310287,419.54757232,172.84223592,0.27757939
2.10876,930.135,402.49596271,2.0252,-0.01306989,1.05134676,0.4355961,423.16282444,175.32567054,0.29105944
2.23529,918.834,406.34345079,2.00366,-0.012575,1.0520076,0.43888753,427.47640028,178.3390716,0.30052853
2.81086,867.655,422.80373697,1.9047,-0.01115478,1.0536935,0.45373685,445.50555104,191.84163716,0.34074022
3.51225,798.764,440.54398191,1.75501,-0.00892211,1.04486841,0.46914718,460.31049114,206.67996842,0.36803558
4.21277,735.78,445.13368778,1.60405,-0.0059245,1.01140991,0.48297776,450.21262177,214.98967297,0.38205208
4.91222,683.246,437.50314285,1.4639,-0.01324682,0.9571959,0.49324663,418.77621663,215.79695171,0.38591789
5.61044,642.006,423.70390605,1.33871,-0.02479417,0.88995506,0.50154761,377.07743303,212.50768096,0.38276946
6.30725,611.501,409.55829866,1.23482,-0.03471009,0.81875088,0.50916553,335.32621656,208.53296943,0.37518877
7.00248,591.241,399.35447913,1.15108,-0.04229931,0.75610581,0.51435935,301.954243,205.41170994,0.36174534
7.69596,576.202,389.70501665,1.08014,-0.0485708,0.69971208,0.51900301,272.68130921,202.258075,0.34616388
8.3875,559.219,377.37779479,1.00819,-0.05396977,0.64986075,0.5193088,245.24301838,195.97560985,0.32825662
9.07375,540.611,363.86948209,0.931943,-0.05772167,0.60734833,0.51215679,220.9955241,186.3582268,0.30820044
9.76,523.008,349.33937654,0.858262,-0.05928376,0.56939442,0.50087161,198.91188999,174.97417467,0.28834102
10.4462,505.756,332.24990594,0.788302,-0.06068802,0.53197274,0.49044763,176.74789405,162.95117969,0.27175183
11.1325,489.469,315.31967906,0.717934,-0.06339844,0.49982397,0.48138076,157.60433349,151.78882802,0.26216994
11.8188,474.784,300.90596538,0.648398,-0.06692791,0.47740654,0.47165203,143.6544744,141.92291024,0.25476791
12.505,461.894,288.92905704,0.581659,-0.07079123,0.45663552,0.46083465,131.9352708,133.14852005,0.24349316
13.1912,451.154,279.64280788,0.517012,-0.07478007,0.43215159,0.45100606,120.84808511,126.12060218,0.23143515
13.6291,444.359,274.1251539,0.477087,-0.07801079,0.41582929,0.44545283,113.98926864,122.10982442,0.22501476
13.8775,440.489,270.81986633,0.454682,-0.07992131,0.406245,0.44247637,110.01921659,119.83139015,0.22094479
14.5638,427.427,258.1327178,0.393655,-0.08688821,0.37795238,0.43118104,97.56187452,111.30193275,0.20845587
15.25,412.871,242.42421496,0.336427,-0.09515624,0.34684435,0.41528738,84.08346817,100.6757165,0.18917931
15.75,399.399,227.86706651,0.291349,-0.10208664,0.31972332,0.39886616,72.85441454,90.88846078,0.16516204
15.9881,392.652,220.37150451,0.271815,-0.10522859,0.30736835,0.39003653,67.7352248,85.95293729,0.15276989
16.25,385.239,211.8987966,0.250423,-0.10872879,0.29359649,0.37971882,62.2127433,80.46196037,0.13788716
16.9317,369.661,192.94221933,0.208141,-0.11667357,0.26425631,0.35372543,50.98619988,68.24856954,0.10870179
17.6223,354.921,172.97832234,0.170936,-0.12358476,0.23627103,0.32408836,40.86976653,56.06025998,0.07987753
18.3221,342.018,152.8734771,0.140598,-0.12907921,0.21099052,0.29342479,32.2548546,44.85686807,0.04307878
19.0312,330.658,132.43715491,0.11482,-0.13399772,0.18840701,0.26269914,24.95208787,34.79112716,0.03963292
19.1307,329.186,129.5723736,0.111618,-0.13454699,0.18568603,0.25878892,24.05977905,33.53189485,0.04305506
19.7496,319.941,109.62162195,0.0919875,-0.13780343,0.16848947,0.23326082,18.4700885,25.57042939,0.05865613
20.4775,310.477,84.95092701,0.0737775,-0.13924114,0.15284306,0.20690985,12.98415936,17.57718315,0.06233779
