time(sec),flameHeight(cm)
-3.90109,32.4584
-3.89873,33.2917
-3.89664,33.7083
-3.89431,34.1249
-3.89226,34.5417
-3.88998,35.375
-3.88795,35.7917
-3.88572,36.2084
-3.88372,37.0417
-3.8815,37.4584
-3.87951,37.8751
-3.87728,38.7083
-3.87528,39.125
-3.87309,39.5416
-3.87113,39.9582
-3.86894,40.7916
-3.86698,40.7916
-3.86489,40.3749
-3.86293,38.7084
-3.86083,39.125
-3.85884,39.5416
-3.85673,40.375
-3.85472,40.375
-3.85261,40.7916
-3.85058,41.2083
-3.8485,41.6249
-3.84652,42.0416
-3.84448,42.4583
-3.84256,42.4584
-3.84058,43.2916
-3.83873,43.7084
-3.83679,44.125
-3.83497,44.5417
-3.83304,44.9584
-3.83123,45.7917
-3.82935,46.2084
-3.82755,46.6251
-3.82566,47.0417
-3.82385,47.4584
-3.82192,48.2917
-3.82017,48.7083
-3.81831,49.125
-3.81664,49.5417
-3.81484,50.3751
-3.81322,50.7917
-3.81147,51.2084
-3.80988,51.6251
-3.80818,52.0418
-3.80662,52.4584
-3.80495,53.2917
-3.80341,53.2917
-3.80176,54.1249
-3.80024,54.5416
-3.79861,54.9583
-3.7971,55.375
-3.79549,55.7916
-3.794,56.625
-3.79241,57.0417
-3.79093,57.4584
-3.78935,57.8751
-3.78794,58.2917
-3.7864,58.7083
-3.78501,59.125
-3.78347,59.5417
-3.78211,59.9583
-3.7806,59.9584
-3.77926,59.9584
-3.77773,59.9583
-3.77638,59.9584
-3.77484,59.9584
-3.77348,59.9583
-3.77193,57.875
-3.77056,58.2917
-3.76899,58.7083
-3.7676,58.7083
-3.76598,59.5417
-3.76457,59.9583
-3.76289,59.9583
-3.76144,60.5834
-3.75971,61.4167
-3.75817,61.4167
-3.75641,62.2501
-3.75491,63.0833
-3.75315,63.9167
-3.75167,63.9167
-3.74993,64.75
-3.74842,64.75
-3.74666,65.5833
-3.74515,66.4167
-3.74339,66.4167
-3.74192,67.25
-3.7402,67.25
-3.73876,68.0834
-3.73706,68.9166
-3.73564,68.9167
-3.73395,69.7502
-3.73254,70.584
-3.73085,70.584
-3.72944,71.416
-3.72777,71.416
-3.7264,72.25
-3.72476,72.25
-3.72339,73.083
-3.72174,73.083
-3.72038,73.084
-3.71873,73.084
-3.71737,73.084
-3.71575,73.083
-3.7144,73.916
-3.71279,71.416
-3.71144,71.417
-3.70982,72.25
-3.70844,72.25
-3.70679,73.084
-3.70541,73.084
-3.7038,73.917
-3.70246,73.917
-3.70087,74.75
-3.69953,41.2083
-3.69793,41.2083
-3.69658,41.2083
-3.69497,41.2083
-3.6936,41.2083
-3.69195,41.6249
-3.69052,41.6249
-3.68881,41.6249
-3.68735,41.6249
-3.68562,41.6249
-3.68413,41.6249
-3.68237,41.6249
-3.68083,41.6249
-3.67903,42.0416
-3.67749,42.0416
-3.67569,42.0416
-3.67414,42.4584
-3.67234,42.4584
-3.67079,42.4584
-3.66894,42.4584
-3.66732,42.875
-3.66536,43.2917
-3.66375,43.7084
-3.6618,44.125
-3.66018,44.5417
-3.65823,45.375
-3.65661,45.3751
-3.65465,46.2083
-3.65301,46.6251
-3.65103,47.0418
-3.64938,47.4584
-3.64737,48.2917
-3.64567,48.7083
-3.64358,49.1249
-3.64179,49.9584
-3.6396,50.375
-3.63776,51.2084
-3.6355,51.6251
-3.63353,52.4584
-3.63111,52.8751
-3.62913,53.7083
-3.62677,54.125
-3.62488,54.9583
-3.62259,55.375
-3.62077,55.7916
-3.61856,56.625
-3.61681,51.6251
-3.61467,52.0418
-3.61299,52.4584
-3.61092,52.8751
-3.60929,53.2917
-3.60727,53.7083
-3.60569,54.125
-3.60373,54.5417
-3.60219,54.9583
-3.60027,55.375
-3.59875,55.7916
-3.59686,56.2084
-3.59537,56.625
-3.59351,57.0416
-3.59202,57.0417
-3.59018,57.4583
-3.5887,57.875
-3.58686,58.2917
-3.58538,58.7083
-3.58354,59.125
-3.58207,59.5416
-3.58023,59.9583
-3.57875,59.9583
-3.57692,60.5833
-3.57544,60.5834
-3.5736,61.4167
-3.57211,61.4167
-3.57031,62.2501
-3.56889,62.2501
-3.56708,63.0833
-3.56566,63.0833
-3.56382,63.0834
-3.56232,63.0834
-3.56057,63.9167
-3.5591,63.9167
-3.55728,63.9167
-3.55573,63.9167
-3.55404,64.75
-3.55254,64.75
-3.55083,65.5833
-3.54928,65.5833
-3.5476,65.5833
-3.54595,66.4166
-3.54415,66.4166
-3.54247,66.4167
-3.54067,66.4167
-3.53898,41.2083
-3.53716,27.0417
-3.53546,27.0417
-3.53364,26.625
-3.53193,26.625
-3.53008,26.625
-3.52836,26.625
-3.52648,26.625
-3.52472,26.2084
-3.5228,25.7917
-3.52099,25.7917
-3.51901,25.7917
-3.51712,25.7917
-3.51506,26.2083
-3.51307,26.2083
-3.51092,26.2083
-3.50879,26.2083
-3.50647,26.2083
-3.50422,25.7917
-3.50188,25.7917
-3.49961,25.3751
-3.49727,25.3751
-3.49502,24.9584
-3.49263,24.9584
-3.49036,25.3751
-3.48793,25.7917
-3.4856,25.7917
-3.48314,26.2084
-3.48075,26.2084
-3.47824,26.6251
-3.47582,26.6251
-3.47335,26.6251
-3.47096,27.0418
-3.4685,27.0418
-3.46604,27.4584
-3.4635,27.8751
-3.4611,27.8751
-3.45852,28.2917
-3.4561,28.2917
-3.4535,28.7083
-3.45107,28.7083
-3.44863,29.125
-3.4463,29.5416
-3.44391,29.5417
-3.44159,29.9583
-3.43923,30.3749
-3.43702,30.375
-3.43466,30.7917
-3.43245,31.2084
-3.43008,31.2084
-3.42793,31.625
-3.42558,32.0417
-3.42339,32.4583
-3.42099,32.8751
-3.41881,32.8751
-3.41644,33.2917
-3.41429,33.7083
-3.41195,34.125
-3.40984,34.5417
-3.40751,34.9584
-3.40543,35.375
-3.40316,35.7917
-3.40113,36.6251
-3.39886,37.0417
-3.3969,37.4584
-3.39476,37.8751
-3.39277,38.2917
-3.39066,38.7084
-3.3887,39.125
-3.38662,39.9582
-3.3847,40.375
-3.38271,40.7917
-3.38089,41.2083
-3.37899,41.6249
-3.37724,42.0417
-3.37541,42.4584
-3.37372,42.875
-3.37197,43.2917
-3.37034,43.7084
-3.36865,44.125
-3.36702,44.5417
-3.36539,44.9583
-3.36383,45.375
-3.36224,45.7917
-3.36073,45.7917
-3.35917,46.2084
-3.3577,46.625
-3.35619,47.0417
-3.35476,47.0417
-3.35328,47.4584
-3.35189,44.5417
-3.35041,44.9584
-3.34904,44.9584
-3.34759,45.3751
-3.34625,45.7917
-3.34483,45.7917
-3.34352,46.2084
-3.34212,46.6251
-3.34082,46.6251
-3.33942,47.0418
-3.33812,47.0418
-3.33671,47.0418
-3.33538,47.4584
-3.33394,47.875
-3.33257,48.2916
-3.3311,48.2917
-3.32969,48.7083
-3.32823,49.5416
-3.32686,49.9584
-3.32543,50.3751
-3.32406,51.2083
-3.32262,51.625
-3.32127,52.0417
-3.31982,52.4584
-3.31847,52.8751
-3.31703,53.2917
-3.31567,53.7083
-3.3142,54.125
-3.31282,54.5417
-3.31129,54.5417
-3.30989,54.9583
-3.30837,55.375
-3.30693,55.7917
-3.30539,56.2084
-3.30387,54.125
-3.30231,54.5417
-3.30079,54.5417
-3.29922,54.9583
-3.29768,55.375
-3.2961,55.7916
-3.29453,55.7916
-3.29294,56.2084
-3.29138,44.125
-3.28978,44.5416
-3.2882,44.5416
-3.28658,44.125
-3.28499,44.125
-3.28337,44.5416
-3.28178,44.5416
-3.28017,44.5416
-3.27858,44.5417
-3.27696,44.5417
-3.27539,44.9583
-3.27383,45.3751
-3.2723,45.7917
-3.27077,46.2084
-3.26922,47.0417
-3.26769,47.0417
-3.26614,47.4584
-3.2646,47.875
-3.26304,47.4584
-3.26147,47.875
-3.25985,47.875
-3.25823,45.375
-3.25662,45.7917
-3.255,45.7917
-3.25338,46.2084
-3.25176,46.2084
-3.25012,46.6251
-3.24852,47.0417
-3.24691,47.4584
-3.24532,47.875
-3.24368,48.2917
-3.24209,48.7083
-3.24048,49.1249
-3.23891,49.5417
-3.23733,49.9584
-3.23576,50.3751
-3.2342,50.7917
-3.23269,51.2084
-3.23111,51.6251
-3.22965,52.0418
-3.22813,52.4584
-3.22668,52.8751
-3.22522,53.2917
-3.22378,53.7083
-3.22236,49.5416
-3.22092,49.1249
-3.21952,48.7083
-3.21811,47.875
-3.2167,46.2084
-3.2153,42.0416
-3.21389,41.2083
-3.21251,40.7916
-3.2111,40.375
-3.20971,39.5416
-3.20831,37.875
-3.20692,35.375
-3.20553,33.7083
-3.20414,32.4584
-3.20275,31.2084
-3.20135,29.5417
-3.19996,28.7083
-3.19855,27.4584
-3.19713,27.4584
-3.19571,27.4584
-3.19427,27.0417
-3.19281,27.0417
-3.19138,27.0417
-3.1899,27.0417
-3.18842,26.625
-3.18692,26.625
-3.18542,26.625
-3.18385,26.2083
-3.18233,22.0418
-3.18072,22.4584
-3.17912,22.4584
-3.17734,22.875
-3.17572,22.875
-3.17394,23.2917
-3.17231,23.2917
-3.17053,23.7083
-3.16889,24.1249
-3.16711,24.125
-3.16546,24.5416
-3.16367,24.5416
-3.16202,24.9584
-3.16022,24.9584
-3.15857,25.375
-3.15676,25.375
-3.15509,25.7917
-3.15326,18.7083
-3.15155,15.375
-3.14965,15.375
-3.14792,15.7917
-3.14609,15.7917
-3.14439,16.2083
-3.14259,16.2084
-3.14092,16.625
-3.13917,16.6251
-3.13739,17.0417
-3.13529,17.0417
-3.13323,17.4583
-3.13112,17.4583
-3.12909,17.8751
-3.12701,17.8751
-3.12499,18.2917
-3.12288,18.7083
-3.1208,18.7083
-3.11859,19.125
-3.1164,19.125
-3.11408,19.5416
-3.11185,19.9583
-3.10949,19.9583
-3.10721,20.375
-3.10481,20.375
-3.10248,20.375
-3.1,19.5416
-3.09758,19.9584
-3.095,19.9584
-3.09245,20.375
-3.08975,20.7917
-3.08711,21.2084
-3.08441,21.6251
-3.08183,22.0417
-3.07917,22.4584
-3.07663,22.875
-3.07399,23.2917
-3.07148,23.2917
-3.06877,24.125
-3.06604,24.5417
-3.06308,25.3751
-3.06019,25.7917
-3.05721,26.625
-3.05431,27.0418
-3.05129,27.0418
-3.04838,27.875
-3.04544,28.2917
-3.0426,29.1249
-3.03966,29.5416
-3.03688,31.2084
-3.03402,31.625
-3.03126,32.4583
-3.02849,32.4584
-3.02581,32.875
-3.0231,33.2917
-3.02047,33.7083
-3.01778,34.125
-3.01515,34.5417
-3.01253,34.9583
-3.00995,35.375
-3.0074,35.7917
-3.00486,36.2083
-3.00234,36.2084
-2.99981,36.6251
-2.99729,37.0417
-2.99476,37.4584
-2.99221,37.4583
-2.98964,37.875
-2.98712,37.8751
-2.98459,38.2917
-2.98204,38.7083
-2.97946,39.125
-2.97693,39.5416
-2.97433,39.9582
-2.97205,39.9582
-2.96952,40.375
-2.96713,40.375
-2.96445,40.7917
-2.9621,41.2083
-2.9595,41.625
-2.95709,42.0417
-2.95461,42.4584
-2.95229,42.875
-2.9499,43.2916
-2.94766,43.7084
-2.94534,44.125
-2.94316,44.5416
-2.94091,44.5417
-2.93879,44.9583
-2.93658,45.375
-2.9345,45.7917
-2.93232,46.2083
-2.93028,46.6251
-2.92812,46.6251
-2.92609,47.0417
-2.92395,47.4584
-2.92194,47.875
-2.9198,47.875
-2.91779,48.2917
-2.91562,48.7083
-2.91364,49.1249
-2.91147,49.5416
-2.9095,49.9583
-2.90731,49.9584
-2.90535,50.3751
-2.90316,50.7917
-2.90118,51.2083
-2.89896,51.6251
-2.89697,51.6251
-2.89474,52.0418
-2.89273,52.4584
-2.89047,52.8751
-2.88846,52.8751
-2.88626,53.2917
-2.88429,53.2917
-2.88214,53.7083
-2.8802,54.1249
-2.87806,54.1249
-2.87615,54.1249
-2.87403,53.2917
-2.87213,53.7083
-2.87003,53.7083
-2.86814,53.7083
-2.86605,53.7083
-2.86417,52.0418
-2.86209,52.0418
-2.86022,52.0418
-2.85816,52.0418
-2.85629,52.4584
-2.85421,52.0418
-2.85236,52.4584
-2.85029,52.4584
-2.84844,52.4584
-2.84639,52.8751
-2.84453,53.2917
-2.84252,53.7083
-2.84068,54.125
-2.8387,54.5417
-2.83689,54.9583
-2.83493,55.375
-2.83315,55.7916
-2.83122,56.2084
-2.82947,57.0417
-2.82756,57.4583
-2.82584,58.2917
-2.82398,58.7083
-2.82229,59.5417
-2.82047,59.9583
-2.81881,60.5834
-2.81701,61.4167
-2.81538,62.25
-2.8136,62.2501
-2.81199,63.0834
-2.81022,63.9167
-2.80862,63.9167
-2.80686,64.75
-2.80526,65.5833
-2.80351,65.5833
-2.80193,66.4167
-2.80017,67.25
-2.79859,67.25
-2.79685,68.0834
-2.79527,68.9167
-2.79351,68.9167
-2.79192,69.7502
-2.79015,69.7502
-2.78854,70.584
-2.78674,70.583
-2.78512,31.625
-2.78329,31.625
-2.78162,31.625
-2.77972,31.625
-2.77794,31.625
-2.77601,32.0417
-2.77418,32.0417
-2.77218,32.0417
-2.77022,32.0417
-2.7682,32.0417
-2.7662,32.0417
-2.76423,32.0417
-2.76212,32.4583
-2.76015,32.875
-2.75799,33.2917
-2.75605,33.2917
-2.75391,33.7083
-2.75199,34.1249
-2.74984,34.5416
-2.7479,34.5416
-2.74572,34.9583
-2.74371,34.9583
-2.74149,35.375
-2.73947,35.375
-2.73726,35.375
-2.73521,35.375
-2.733,35.375
-2.7309,35.375
-2.72866,35.7917
-2.72653,38.2917
-2.72428,35.7917
-2.72215,36.2083
-2.71994,36.625
-2.71784,37.0417
-2.71564,37.0417
-2.71354,37.4584
-2.71132,37.8751
-2.7092,37.8751
-2.70705,37.8751
-2.70499,40.3749
-2.70288,40.7916
-2.70083,41.2083
-2.69873,42.0417
-2.69668,42.4584
-2.69457,42.875
-2.69249,38.7083
-2.69036,39.125
-2.6883,39.5416
-2.68619,39.5416
-2.68413,39.9582
-2.68202,39.9582
-2.67996,39.9582
-2.67782,39.9582
-2.67573,39.5416
-2.67357,39.9583
-2.67145,39.9582
-2.66927,40.3749
-2.66717,28.7083
-2.66496,27.0418
-2.66286,27.0418
-2.66061,27.0418
-2.65852,24.125
-2.65624,24.5417
-2.65414,24.9584
-2.65189,24.9584
-2.64975,25.3751
-2.64752,25.7917
-2.64533,26.2083
-2.64314,26.2084
-2.64099,26.625
-2.63882,27.0418
-2.63671,27.4584
-2.63458,27.4584
-2.63222,27.8751
-2.63004,28.2917
-2.62768,28.7083
-2.62548,29.1249
-2.62307,29.1249
-2.62083,29.5417
-2.61842,29.9583
-2.61619,29.5417
-2.61384,26.2084
-2.61162,26.6251
-2.60921,26.6251
-2.60702,27.0418
-2.60461,27.4584
-2.60241,27.4584
-2.59999,27.8751
-2.59781,28.2917
-2.59538,28.2917
-2.59281,28.7083
-2.59038,29.125
-2.58798,29.5417
-2.5855,29.5417
-2.58293,29.9583
-2.58017,30.375
-2.5773,30.7917
-2.57428,31.2084
-2.57153,31.625
-2.56855,31.625
-2.56588,32.0417
-2.56301,32.4584
-2.56045,32.8751
-2.55765,31.625
-2.55515,32.0417
-2.55247,32.0417
-2.55004,32.4583
-2.54738,32.4583
-2.54497,32.8751
-2.54228,32.0417
-2.53982,32.4583
-2.53729,32.4583
-2.53496,32.4583
-2.53251,31.2084
-2.53024,31.625
-2.52782,31.625
-2.52556,32.0417
-2.52312,32.4584
-2.52082,32.875
-2.51841,33.2917
-2.51614,33.7083
-2.5138,34.125
-2.51159,34.5417
-2.50928,34.9583
-2.50708,35.375
-2.50479,35.7916
-2.50264,36.2083
-2.50042,36.6251
-2.49834,37.0417
-2.49616,37.0417
-2.4941,37.4584
-2.49194,37.8751
-2.4899,38.2917
-2.48775,38.7083
-2.48571,38.7083
-2.48357,39.125
-2.48152,38.7083
-2.47942,38.7083
-2.47738,39.125
-2.47525,39.5416
-2.47322,36.6251
-2.47109,37.0417
-2.46906,37.4584
-2.46692,37.4584
-2.46486,37.4584
-2.46272,37.4584
-2.46067,37.4584
-2.45868,37.8751
-2.45678,37.8751
-2.45491,32.875
-2.45314,33.2917
-2.45139,33.7083
-2.4497,34.125
-2.44802,34.5416
-2.44639,34.9583
-2.44477,35.375
-2.44317,35.7916
-2.44158,36.2083
-2.44,36.625
-2.43844,37.0417
-2.43691,37.4584
-2.43537,37.8751
-2.43387,38.2917
-2.43235,38.7083
-2.43087,38.7083
-2.42933,39.125
-2.42785,39.5416
-2.42629,40.3749
-2.42479,40.7916
-2.42321,41.2083
-2.42167,41.6249
-2.42006,42.0417
-2.4185,42.4584
-2.41685,42.875
-2.41526,43.2916
-2.41358,43.7084
-2.41195,44.125
-2.41022,44.5417
-2.40855,44.9583
-2.40678,45.375
-2.40506,45.7917
-2.40325,46.6251
-2.40148,46.6251
-2.39963,47.4584
-2.39782,47.875
-2.39591,48.2917
-2.39405,48.7083
-2.39215,49.1249
-2.39028,42.4583
-2.38837,39.5416
-2.38648,39.5416
-2.38454,39.5416
-2.38261,39.5416
-2.38064,39.9582
-2.37873,39.9582
-2.37675,39.125
-2.37489,39.5416
-2.37291,39.9582
-2.37104,40.375
-2.36906,41.2083
-2.36714,41.6249
-2.36514,42.0417
-2.36323,42.4583
-2.36125,46.2083
-2.35935,46.625
-2.35737,47.0417
-2.35548,47.4584
-2.35351,47.875
-2.35162,48.2917
-2.34963,49.1249
-2.34771,49.5416
-2.34573,49.9584
-2.34389,50.3751
-2.34198,50.7917
-2.34017,50.7917
-2.33826,51.2083
-2.33644,51.625
-2.33462,31.625
-2.33294,31.2083
-2.33117,30.3749
-2.32949,30.3749
-2.32764,30.7916
-2.32611,31.2084
-2.3243,31.625
-2.32274,31.625
-2.3209,32.0417
-2.31925,32.4584
-2.3173,32.875
-2.3157,33.2917
-2.31377,33.2917
-2.31211,32.4584
-2.31012,32.4584
-2.30843,32.4584
-2.3065,32.4584
-2.30483,32.0417
-2.30289,32.0416
-2.30119,32.0416
-2.29922,32.875
-2.29747,32.8751
-2.29547,33.7083
-2.29366,33.7083
-2.29159,34.5416
-2.28974,34.9583
-2.28761,35.375
-2.28573,32.8751
-2.28348,36.625
-2.28154,29.9583
-2.27921,29.9583
-2.27716,30.3749
-2.27487,30.3749
-2.2728,29.9583
-2.27059,29.125
-2.26849,29.5417
-2.26644,29.9583
-2.26437,30.3749
-2.2624,30.7916
-2.26029,31.625
-2.25835,32.0416
-2.25615,32.4583
-2.25419,32.875
-2.25185,33.2917
-2.24985,33.2917
-2.24768,33.7083
-2.24571,34.125
-2.24359,34.5416
-2.24164,34.9583
-2.23944,35.375
-2.23751,35.7916
-2.23524,34.5417
-2.23322,34.9583
-2.23093,35.375
-2.22889,35.7916
-2.22655,36.2083
-2.22449,36.625
-2.22218,37.0417
-2.2201,35.7917
-2.21788,36.2083
-2.21578,36.625
-2.21353,36.625
-2.21144,36.625
-2.20914,21.2084
-2.20704,20.7917
-2.20478,20.7917
-2.20273,20.7917
-2.20048,18.2917
-2.19847,18.7084
-2.19623,18.7084
-2.19423,19.125
-2.19198,19.125
-2.18999,19.5417
-2.18775,19.9584
-2.18576,19.9584
-2.18348,20.3751
-2.18149,20.3751
-2.17919,20.7917
-2.17715,20.7917
-2.17476,21.2084
-2.17278,21.6251
-2.17035,21.6251
-2.16841,22.0418
-2.16599,22.4584
-2.16407,22.4584
-2.16167,22.875
-2.15974,23.2917
-2.15739,23.2917
-2.15543,23.7083
-2.15304,23.7083
-2.15104,24.125
-2.14869,24.5417
-2.1467,24.5417
-2.14435,24.9584
-2.14229,24.9584
-2.13989,25.3751
-2.13777,25.7917
-2.13533,25.7917
-2.13321,26.2084
-2.1308,26.2084
-2.12868,24.9584
-2.12624,25.3751
-2.12414,25.3751
-2.12165,25.7917
-2.11958,26.2083
-2.11704,26.2084
-2.1151,26.6251
-2.1125,27.0418
-2.11017,27.0418
-2.10727,27.4584
-2.10491,27.8751
-2.10198,28.2917
-2.09957,28.2917
-2.09673,28.7083
-2.09432,29.125
-2.09158,29.5417
-2.08925,29.5417
-2.08659,29.9583
-2.08432,30.375
-2.08168,30.7916
-2.07942,30.7917
-2.07671,31.2084
-2.07441,31.625
-2.07171,32.0417
-2.06931,32.4583
-2.06661,32.4584
-2.06417,32.8751
-2.0614,33.2917
-2.05891,33.7083
-2.05603,33.7083
-2.05358,35.7917
-2.05076,36.2083
-2.04838,36.625
-2.04559,37.0417
-2.04328,37.4584
-2.04051,38.2917
-2.03826,38.2917
-2.03553,39.125
