r(cm),T_mean(K),T_rms(K),uz_mean(m/s),ur_mean(m/s),uz_rms(m/z),ur_rms(m/s),uz'T'(K-m/s),ur'T'(K-m/s),uz'ur'(m/s)^2
2.10876,1081.74,244.41092447,0.813694,0.10455425,0.42899767,0.23610956,104.85171687,57.70775567,0.14534229
2.23544,1078.52,251.01493979,0.810954,0.11104862,0.4369508,0.23774891,109.68117829,59.67852928,0.14665176
2.81086,1063.9,279.05339991,0.798509,0.14055161,0.4713905,0.24505826,131.54312068,68.38434177,0.15245832
3.51225,1013.96,325.03230609,0.756905,0.1735542,0.52530563,0.25314591,170.7412988,82.28059778,0.16211361
4.21277,940.498,367.69144673,0.693067,0.20621407,0.567164,0.25946044,208.54135076,95.40138461,0.18064061
4.91222,856.327,397.05793028,0.614146,0.2346623,0.58691737,0.26575465,233.04019645,105.51999279,0.20084942
5.61044,788.299,412.81836199,0.545325,0.25956503,0.58272978,0.27133801,240.56155451,112.01331309,0.21285573
6.30725,752.378,421.28256551,0.508474,0.28578173,0.55761367,0.27379434,234.91291558,115.34478304,0.20735331
7.00248,742.088,430.65995867,0.499751,0.31147252,0.52354751,0.27181907,225.47095098,117.06158881,0.18680827
7.69596,747.179,443.41402774,0.509592,0.334521,0.48853352,0.2646554,216.62261572,117.35191625,0.15699495
8.3875,752.543,455.55789972,0.524721,0.35400805,0.45793013,0.25199183,208.61368627,114.79686666,0.11774536
9.07375,744.945,461.68387453,0.530518,0.36609802,0.4376037,0.23630379,202.03457265,109.09764819,0.0683921
9.76,713.944,457.33357629,0.513243,0.36678635,0.42462807,0.22154273,194.19667501,101.31892776,0.02847086
10.4462,657.306,438.25563316,0.467356,0.35469129,0.40558106,0.20543814,177.74818629,90.03442066,0.06047862
11.1325,586.056,405.51942,0.401668,0.33302669,0.3789525,0.18834538,153.67259948,76.37771123,0.07076045
11.8188,515.902,365.23280247,0.33052,0.30849616,0.35170158,0.17746686,128.45295298,64.81672027,0.06968274
12.505,452.753,315.04364777,0.262282,0.28618889,0.31260054,0.17147417,98.48281562,54.02184657,0.07351307
13.1912,397.876,253.19972354,0.198008,0.26617044,0.25065035,0.16750809,63.46460036,42.41300192,0.07583584
13.6077,371.659,215.72134804,0.164585,0.25559418,0.21069623,0.16552437,45.45167408,35.70713941,0.06737081
13.8775,354.673,187.48173244,0.142931,0.24874201,0.18013995,0.16422629,33.77294908,30.78942918,0.06126515
14.5638,324.807,131.04159645,0.107192,0.23490138,0.12911313,0.15519112,16.91919051,20.33649223,0.02664036
15.25,308.151,95.18865479,0.0920139,0.22385929,0.10833882,0.14138177,10.31262657,13.4579402,0.03722541
15.75,300.799,72.54233247,0.0888149,0.21513738,0.09974924,0.12892407,7.23604221,9.35245274,0.04439653
15.9937,298.859,63.0430012,0.088953,0.21051179,0.09633997,0.12320779,6.0735609,7.76738867,0.04445039
16.25,296.819,51.1857402,0.0890982,0.2056473,0.09261944,0.11689583,4.74079441,5.98339955,0.044507
16.9317,294.369,27.10881775,0.0905126,0.19343445,0.08486466,0.10370439,2.30058052,2.81130333,0.0411719
17.6223,293.277,6.63239776,0.0918275,0.1796412,0.07655782,0.09225559,0.50776192,0.61187579,0.03756601
18.3221,293.049,0.84352001,0.0914783,0.16745999,0.06843566,0.0826099,0.05772685,0.0696831,0.0353889
19.0312,293.022,0.0656096,0.0916834,0.15617584,0.06137817,0.07375389,0.004027,0.00483896,0.03256553
19.3429,293.021,0.04943197,0.0907273,0.15128978,0.05886485,0.07089982,0.00290981,0.00350472,0.03149679
19.7496,293.02,0.00395488,0.08948,0.1449157,0.05541507,0.06699406,0.00021916,0.00026495,0.03004569
20.4775,293.02,0.00251414,0.0872078,0.13538159,0.05028588,0.06108838,0.00012643,0.00015358,0.02836541
