,z(cm),TMean(K),X_CH3OHMean,X_CO2Mean,X_COMean,X_H2Mean,X_H2OMean,X_N2Mean,X_O2Mean,T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uruz_cov(m/s)
558,111.6,454.38,0.0,0.008,0.0,0.0,0.016,0.7805,0.1954,142.8076,0.5382,0.9675,0.0005,2.7366,-0.0379
559,111.8,453.98,0.0,0.008,0.0,0.0,0.016,0.7805,0.1955,142.3833,0.5388,0.9664,0.0005,2.7359,-0.038
560,112.0,453.6,0.0,0.008,0.0,0.0,0.016,0.7806,0.1955,142.0176,0.539,0.9658,0.0,2.7354,-0.0382
561,112.2,453.23,0.0,0.008,0.0,0.0,0.0159,0.7806,0.1955,141.6651,0.5391,0.9652,-0.0005,2.7348,-0.0383
562,112.4,452.85,0.0,0.0079,0.0,0.0,0.0159,0.7806,0.1956,141.3082,0.5392,0.9646,-0.0011,2.7343,-0.0384
563,112.6,452.48,0.0,0.0079,0.0,0.0,0.0158,0.7806,0.1956,140.9539,0.5393,0.9641,-0.0016,2.7338,-0.0385
564,112.8,452.1,0.0,0.0079,0.0,0.0,0.0158,0.7807,0.1956,140.5987,0.5394,0.9635,-0.0022,2.7333,-0.0386
565,113.0,451.73,0.0,0.0079,0.0,0.0,0.0158,0.7807,0.1957,140.2426,0.5395,0.9629,-0.0028,2.7328,-0.0387
566,113.2,451.35,0.0,0.0079,0.0,0.0,0.0157,0.7807,0.1957,139.8857,0.5396,0.9624,-0.0033,2.7323,-0.0389
567,113.4,450.98,0.0,0.0078,0.0,0.0,0.0157,0.7807,0.1957,139.5278,0.5398,0.9618,-0.0039,2.7317,-0.039
568,113.6,450.6,0.0,0.0078,0.0,0.0,0.0156,0.7808,0.1958,139.169,0.5399,0.9612,-0.0044,2.7312,-0.0391
569,113.8,450.23,0.0,0.0078,0.0,0.0,0.0156,0.7808,0.1958,138.8092,0.54,0.9607,-0.005,2.7307,-0.0392
570,114.0,449.85,0.0,0.0078,0.0,0.0,0.0156,0.7808,0.1958,138.4485,0.5401,0.9601,-0.0055,2.7302,-0.0393
571,114.2,449.48,0.0,0.0078,0.0,0.0,0.0155,0.7808,0.1959,138.0869,0.5402,0.9595,-0.0061,2.7297,-0.0394
572,114.4,449.1,0.0,0.0077,0.0,0.0,0.0155,0.7809,0.1959,137.7244,0.5403,0.9589,-0.0067,2.7291,-0.0395
573,114.6,448.73,0.0,0.0077,0.0,0.0,0.0154,0.7809,0.196,137.3608,0.5404,0.9584,-0.0072,2.7286,-0.0397
574,114.8,448.35,0.0,0.0077,0.0,0.0,0.0154,0.7809,0.196,136.9964,0.5405,0.9578,-0.0078,2.7281,-0.0398
575,115.0,447.98,0.0,0.0077,0.0,0.0,0.0153,0.7809,0.196,136.6309,0.5407,0.9572,-0.0083,2.7276,-0.0399
576,115.2,447.61,0.0,0.0076,0.0,0.0,0.0153,0.781,0.1961,136.2644,0.5408,0.9567,-0.0089,2.7271,-0.04
577,115.4,447.23,0.0,0.0076,0.0,0.0,0.0153,0.781,0.1961,135.897,0.5409,0.9561,-0.0095,2.7265,-0.0401
578,115.6,446.86,0.0,0.0076,0.0,0.0,0.0152,0.781,0.1962,135.5286,0.541,0.9555,-0.01,2.726,-0.0402
579,115.8,446.5,0.0,0.0076,0.0,0.0,0.0152,0.781,0.1962,135.1518,0.5409,0.9553,-0.0105,2.7253,-0.0393
580,116.0,446.14,0.0,0.0076,0.0,0.0,0.0151,0.781,0.1962,134.7776,0.5407,0.9552,-0.0109,2.7245,-0.0385
581,116.2,445.78,0.0,0.0076,0.0,0.0,0.0151,0.7811,0.1963,134.4024,0.5406,0.955,-0.0114,2.7238,-0.0377
582,116.4,445.43,0.0,0.0075,0.0,0.0,0.0151,0.7811,0.1963,134.0224,0.5405,0.9548,-0.0118,2.723,-0.0369
583,116.6,445.07,0.0,0.0075,0.0,0.0,0.015,0.7811,0.1963,133.6451,0.5404,0.9546,-0.0123,2.7223,-0.036
584,116.8,444.71,0.0,0.0075,0.0,0.0,0.015,0.7812,0.1964,133.2666,0.5403,0.9544,-0.0128,2.7215,-0.0352
585,117.0,444.35,0.0,0.0075,0.0,0.0,0.015,0.7812,0.1964,132.8872,0.5402,0.9542,-0.0132,2.7208,-0.0344
586,117.2,443.99,0.0,0.0075,0.0,0.0,0.0149,0.7812,0.1964,132.5028,0.5401,0.954,-0.0137,2.72,-0.0336
587,117.4,443.63,0.0,0.0074,0.0,0.0,0.0149,0.7812,0.1965,132.1212,0.5399,0.9538,-0.0141,2.7193,-0.0327
588,117.6,443.28,0.0,0.0074,0.0,0.0,0.0148,0.7812,0.1965,131.7384,0.5398,0.9536,-0.0146,2.7185,-0.0319
589,117.8,442.92,0.0,0.0074,0.0,0.0,0.0148,0.7813,0.1965,131.3545,0.5397,0.9534,-0.0151,2.7178,-0.0311
590,118.0,442.56,0.0,0.0074,0.0,0.0,0.0148,0.7813,0.1966,130.9656,0.5396,0.9532,-0.0155,2.717,-0.0303
591,118.2,442.2,0.0,0.0074,0.0,0.0,0.0147,0.7813,0.1966,130.5795,0.5395,0.953,-0.016,2.7163,-0.0295
592,118.4,441.84,0.0,0.0073,0.0,0.0,0.0147,0.7813,0.1966,130.1922,0.5394,0.9528,-0.0164,2.7155,-0.0286
593,118.6,441.49,0.0,0.0073,0.0,0.0,0.0146,0.7814,0.1967,129.8037,0.5392,0.9526,-0.0169,2.7148,-0.0278
594,118.8,441.13,0.0,0.0073,0.0,0.0,0.0146,0.7814,0.1967,129.4102,0.5391,0.9524,-0.0174,2.7141,-0.027
595,119.0,440.77,0.0,0.0073,0.0,0.0,0.0146,0.7814,0.1968,129.0194,0.539,0.9522,-0.0178,2.7133,-0.0262
596,119.2,440.41,0.0,0.0073,0.0,0.0,0.0145,0.7814,0.1968,128.6274,0.5389,0.952,-0.0183,2.7126,-0.0253
597,119.4,440.05,0.0,0.0072,0.0,0.0,0.0145,0.7814,0.1968,128.2303,0.5388,0.9518,-0.0187,2.7118,-0.0245
598,119.6,439.7,0.0,0.0072,0.0,0.0,0.0144,0.7815,0.1969,127.8397,0.5389,0.9515,-0.0188,2.7111,-0.024
599,119.8,439.36,0.0,0.0072,0.0,0.0,0.0144,0.7815,0.1969,127.448,0.5393,0.951,-0.0183,2.7104,-0.024
600,120.0,439.02,0.0,0.0072,0.0,0.0,0.0144,0.7815,0.1969,127.0551,0.5397,0.9505,-0.0177,2.7098,-0.024
601,120.2,438.68,0.0,0.0072,0.0,0.0,0.0143,0.7815,0.197,126.6649,0.5401,0.95,-0.0171,2.7091,-0.024
602,120.4,438.34,0.0,0.0071,0.0,0.0,0.0143,0.7816,0.197,126.2696,0.5405,0.9495,-0.0166,2.7084,-0.024
603,120.6,437.99,0.0,0.0071,0.0,0.0,0.0143,0.7816,0.197,125.873,0.5409,0.949,-0.016,2.7078,-0.0241
604,120.8,437.65,0.0,0.0071,0.0,0.0,0.0142,0.7816,0.1971,125.4791,0.5413,0.9485,-0.0154,2.7071,-0.0241
605,121.0,437.31,0.0,0.0071,0.0,0.0,0.0142,0.7816,0.1971,125.08,0.5417,0.948,-0.0149,2.7064,-0.0241
606,121.2,436.97,0.0,0.0071,0.0,0.0,0.0141,0.7816,0.1971,124.6796,0.5421,0.9475,-0.0143,2.7058,-0.0241
607,121.4,436.63,0.0,0.0071,0.0,0.0,0.0141,0.7817,0.1972,124.2819,0.5424,0.9469,-0.0138,2.7051,-0.0241
608,121.6,436.28,0.0,0.007,0.0,0.0,0.0141,0.7817,0.1972,123.879,0.5428,0.9464,-0.0132,2.7044,-0.0241
609,121.8,435.94,0.0,0.007,0.0,0.0,0.014,0.7817,0.1972,123.4747,0.5432,0.9459,-0.0126,2.7038,-0.0241
610,122.0,435.6,0.0,0.007,0.0,0.0,0.014,0.7817,0.1973,123.0731,0.5436,0.9454,-0.0121,2.7031,-0.0241
611,122.2,435.26,0.0,0.007,0.0,0.0,0.014,0.7818,0.1973,122.6662,0.544,0.9449,-0.0115,2.7024,-0.0242
612,122.4,434.92,0.0,0.007,0.0,0.0,0.0139,0.7818,0.1973,122.2579,0.5444,0.9444,-0.011,2.7018,-0.0242
613,122.6,434.58,0.0,0.0069,0.0,0.0,0.0139,0.7818,0.1974,121.8524,0.5448,0.9439,-0.0104,2.7011,-0.0242
614,122.8,434.23,0.0,0.0069,0.0,0.0,0.0138,0.7818,0.1974,121.4413,0.5452,0.9434,-0.0098,2.7004,-0.0242
615,123.0,433.89,0.0,0.0069,0.0,0.0,0.0138,0.7818,0.1974,121.0289,0.5456,0.9429,-0.0093,2.6997,-0.0242
616,123.2,433.55,0.0,0.0069,0.0,0.0,0.0138,0.7819,0.1975,120.6192,0.546,0.9423,-0.0087,2.6991,-0.0242
617,123.4,433.21,0.0,0.0069,0.0,0.0,0.0137,0.7819,0.1975,120.204,0.5464,0.9418,-0.0081,2.6984,-0.0242
618,123.6,432.87,0.0,0.0068,0.0,0.0,0.0137,0.7819,0.1975,119.7873,0.5468,0.9413,-0.0076,2.6977,-0.0242
619,123.8,432.54,0.0,0.0068,0.0,0.0,0.0137,0.7819,0.1976,119.4111,0.5471,0.9406,-0.0073,2.6972,-0.0246
620,124.0,432.23,0.0,0.0068,0.0,0.0,0.0136,0.782,0.1976,119.0546,0.5473,0.9397,-0.0072,2.6968,-0.0253
621,124.2,431.91,0.0,0.0068,0.0,0.0,0.0136,0.782,0.1976,118.7013,0.5475,0.9388,-0.0072,2.6963,-0.026
622,124.4,431.6,0.0,0.0068,0.0,0.0,0.0136,0.782,0.1977,118.3469,0.5477,0.938,-0.0071,2.6959,-0.0266
623,124.6,431.29,0.0,0.0068,0.0,0.0,0.0135,0.782,0.1977,117.9915,0.5479,0.9371,-0.007,2.6954,-0.0273
624,124.8,430.97,0.0,0.0067,0.0,0.0,0.0135,0.782,0.1977,117.635,0.5481,0.9362,-0.007,2.695,-0.028
625,125.0,430.66,0.0,0.0067,0.0,0.0,0.0135,0.782,0.1978,117.2774,0.5484,0.9353,-0.0069,2.6946,-0.0286
626,125.2,430.35,0.0,0.0067,0.0,0.0,0.0134,0.7821,0.1978,116.9145,0.5486,0.9344,-0.0068,2.6941,-0.0293
627,125.4,430.03,0.0,0.0067,0.0,0.0,0.0134,0.7821,0.1978,116.5547,0.5488,0.9336,-0.0068,2.6937,-0.03
628,125.6,429.72,0.0,0.0067,0.0,0.0,0.0134,0.7821,0.1978,116.1938,0.549,0.9327,-0.0067,2.6932,-0.0306
629,125.8,429.4,0.0,0.0067,0.0,0.0,0.0133,0.7821,0.1979,115.8318,0.5492,0.9318,-0.0066,2.6928,-0.0313
630,126.0,429.09,0.0,0.0066,0.0,0.0,0.0133,0.7822,0.1979,115.4686,0.5494,0.9309,-0.0066,2.6923,-0.032
631,126.2,428.78,0.0,0.0066,0.0,0.0,0.0133,0.7822,0.1979,115.1043,0.5496,0.93,-0.0065,2.6919,-0.0326
632,126.4,428.46,0.0,0.0066,0.0,0.0,0.0132,0.7822,0.198,114.7345,0.5498,0.9291,-0.0064,2.6915,-0.0333
633,126.6,428.15,0.0,0.0066,0.0,0.0,0.0132,0.7822,0.198,114.3678,0.5501,0.9283,-0.0064,2.691,-0.034
634,126.8,427.84,0.0,0.0066,0.0,0.0,0.0132,0.7822,0.198,114.0,0.5503,0.9274,-0.0063,2.6906,-0.0346
635,127.0,427.52,0.0,0.0066,0.0,0.0,0.0131,0.7822,0.1981,113.631,0.5505,0.9265,-0.0062,2.6901,-0.0353
636,127.2,427.21,0.0,0.0065,0.0,0.0,0.0131,0.7823,0.1981,113.2608,0.5507,0.9256,-0.0062,2.6897,-0.036
637,127.4,426.9,0.0,0.0065,0.0,0.0,0.0131,0.7823,0.1981,112.8893,0.5509,0.9247,-0.0061,2.6892,-0.0366
638,127.6,426.58,0.0,0.0065,0.0,0.0,0.013,0.7823,0.1982,112.5122,0.5511,0.9238,-0.006,2.6888,-0.0373
639,127.8,426.27,0.0,0.0065,0.0,0.0,0.013,0.7823,0.1982,112.1383,0.5513,0.9229,-0.006,2.6884,-0.038
640,128.0,425.95,0.0,0.0065,0.0,0.0,0.013,0.7824,0.1982,111.7631,0.5516,0.922,-0.0059,2.6879,-0.0387
641,128.2,425.67,0.0,0.0065,0.0,0.0,0.0129,0.7824,0.1982,111.4271,0.5517,0.9213,-0.0063,2.6874,-0.0385
642,128.4,425.39,0.0,0.0064,0.0,0.0,0.0129,0.7824,0.1983,111.1081,0.5519,0.9206,-0.0068,2.6868,-0.038
643,128.6,425.11,0.0,0.0064,0.0,0.0,0.0129,0.7824,0.1983,110.7881,0.552,0.9199,-0.0074,2.6861,-0.0376
644,128.8,424.84,0.0,0.0064,0.0,0.0,0.0128,0.7824,0.1983,110.4672,0.5522,0.9192,-0.008,2.6855,-0.0371
645,129.0,424.56,0.0,0.0064,0.0,0.0,0.0128,0.7824,0.1983,110.1499,0.5524,0.9185,-0.0086,2.6849,-0.0366
646,129.2,424.29,0.0,0.0064,0.0,0.0,0.0128,0.7825,0.1984,109.8271,0.5525,0.9178,-0.0091,2.6843,-0.0361
647,129.4,424.01,0.0,0.0064,0.0,0.0,0.0127,0.7825,0.1984,109.5034,0.5527,0.9171,-0.0097,2.6837,-0.0356
648,129.6,423.73,0.0,0.0064,0.0,0.0,0.0127,0.7825,0.1984,109.1788,0.5528,0.9164,-0.0103,2.6831,-0.0351
649,129.8,423.46,0.0,0.0063,0.0,0.0,0.0127,0.7825,0.1984,108.8531,0.553,0.9157,-0.0109,2.6825,-0.0346
650,130.0,423.18,0.0,0.0063,0.0,0.0,0.0127,0.7825,0.1985,108.5265,0.5531,0.915,-0.0114,2.6819,-0.0342
651,130.2,422.91,0.0,0.0063,0.0,0.0,0.0126,0.7826,0.1985,108.2035,0.5533,0.9143,-0.012,2.6813,-0.0337
652,130.4,422.63,0.0,0.0063,0.0,0.0,0.0126,0.7826,0.1985,107.8749,0.5535,0.9136,-0.0126,2.6806,-0.0332
653,130.6,422.36,0.0,0.0063,0.0,0.0,0.0126,0.7826,0.1986,107.5453,0.5536,0.9129,-0.0132,2.68,-0.0327
654,130.8,422.08,0.0,0.0063,0.0,0.0,0.0125,0.7826,0.1986,107.2147,0.5538,0.9122,-0.0137,2.6794,-0.0322
655,131.0,421.8,0.0,0.0063,0.0,0.0,0.0125,0.7826,0.1986,106.8831,0.5539,0.9115,-0.0143,2.6788,-0.0317
656,131.2,421.53,0.0,0.0062,0.0,0.0,0.0125,0.7826,0.1986,106.5505,0.5541,0.9108,-0.0149,2.6782,-0.0312
657,131.4,421.25,0.0,0.0062,0.0,0.0,0.0125,0.7826,0.1987,106.2168,0.5542,0.9101,-0.0154,2.6776,-0.0308
658,131.6,420.98,0.0,0.0062,0.0,0.0,0.0124,0.7827,0.1987,105.8867,0.5544,0.9094,-0.016,2.677,-0.0303
659,131.8,420.7,0.0,0.0062,0.0,0.0,0.0124,0.7827,0.1987,105.5509,0.5546,0.9087,-0.0166,2.6764,-0.0298
660,132.0,420.42,0.0,0.0062,0.0,0.0,0.0124,0.7827,0.1988,105.2141,0.5547,0.908,-0.0172,2.6758,-0.0293
661,132.2,420.15,0.0,0.0062,0.0,0.0,0.0123,0.7827,0.1988,104.8761,0.5549,0.9073,-0.0177,2.6751,-0.0288
662,132.4,419.87,0.0,0.0062,0.0,0.0,0.0123,0.7827,0.1988,104.5371,0.555,0.9066,-0.0183,2.6745,-0.0283
663,132.6,419.6,0.0,0.0061,0.0,0.0,0.0123,0.7828,0.1988,104.1969,0.5552,0.9059,-0.0189,2.6739,-0.0278
664,132.8,419.34,0.0,0.0061,0.0,0.0,0.0122,0.7828,0.1988,103.8797,0.555,0.9055,-0.0193,2.6729,-0.0273
665,133.0,419.1,0.0,0.0061,0.0,0.0,0.0122,0.7828,0.1989,103.5712,0.5546,0.9053,-0.0195,2.6717,-0.0268
666,133.2,418.86,0.0,0.0061,0.0,0.0,0.0122,0.7828,0.1989,103.2618,0.5542,0.9051,-0.0197,2.6704,-0.0263
667,133.4,418.62,0.0,0.0061,0.0,0.0,0.0122,0.7828,0.1989,102.9466,0.5538,0.9049,-0.02,2.6691,-0.0258
668,133.6,418.38,0.0,0.0061,0.0,0.0,0.0121,0.7828,0.1989,102.6353,0.5534,0.9047,-0.0202,2.6679,-0.0253
669,133.8,418.13,0.0,0.0061,0.0,0.0,0.0121,0.7829,0.199,102.323,0.553,0.9045,-0.0205,2.6666,-0.0248
670,134.0,417.89,0.0,0.006,0.0,0.0,0.0121,0.7829,0.199,102.0098,0.5525,0.9043,-0.0207,2.6654,-0.0243
671,134.2,417.65,0.0,0.006,0.0,0.0,0.0121,0.7829,0.199,101.6956,0.5521,0.9041,-0.0209,2.6641,-0.0238
672,134.4,417.41,0.0,0.006,0.0,0.0,0.012,0.7829,0.199,101.3805,0.5517,0.9038,-0.0212,2.6629,-0.0233
673,134.6,417.17,0.0,0.006,0.0,0.0,0.012,0.7829,0.1991,101.0643,0.5513,0.9036,-0.0214,2.6616,-0.0227
674,134.8,416.93,0.0,0.006,0.0,0.0,0.012,0.7829,0.1991,100.7472,0.5509,0.9034,-0.0217,2.6604,-0.0222
675,135.0,416.69,0.0,0.006,0.0,0.0,0.012,0.7829,0.1991,100.4291,0.5505,0.9032,-0.0219,2.6591,-0.0217
676,135.2,416.45,0.0,0.006,0.0,0.0,0.0119,0.783,0.1991,100.1099,0.5501,0.903,-0.0221,2.6579,-0.0212
677,135.4,416.2,0.0,0.006,0.0,0.0,0.0119,0.783,0.1992,99.7893,0.5497,0.9028,-0.0224,2.6566,-0.0207
678,135.6,415.96,0.0,0.0059,0.0,0.0,0.0119,0.783,0.1992,99.4676,0.5493,0.9026,-0.0226,2.6553,-0.0202
679,135.8,415.72,0.0,0.0059,0.0,0.0,0.0119,0.783,0.1992,99.1453,0.5489,0.9024,-0.0229,2.6541,-0.0197
680,136.0,415.48,0.0,0.0059,0.0,0.0,0.0118,0.783,0.1992,98.8216,0.5485,0.9022,-0.0231,2.6528,-0.0192
681,136.2,415.24,0.0,0.0059,0.0,0.0,0.0118,0.783,0.1992,98.4972,0.548,0.902,-0.0233,2.6516,-0.0187
682,136.4,415.0,0.0,0.0059,0.0,0.0,0.0118,0.783,0.1993,98.1713,0.5476,0.9018,-0.0236,2.6503,-0.0181
683,136.6,414.76,0.0,0.0059,0.0,0.0,0.0118,0.7831,0.1993,97.8443,0.5472,0.9016,-0.0238,2.6491,-0.0176
684,136.8,414.52,0.0,0.0059,0.0,0.0,0.0117,0.7831,0.1993,97.5167,0.5468,0.9014,-0.0241,2.6478,-0.0171
685,137.0,414.27,0.0,0.0059,0.0,0.0,0.0117,0.7831,0.1994,97.1874,0.5464,0.9012,-0.0243,2.6466,-0.0166
686,137.2,414.03,0.0,0.0058,0.0,0.0,0.0117,0.7831,0.1994,96.8576,0.546,0.9009,-0.0245,2.6453,-0.0161
687,137.4,413.79,0.0,0.0058,0.0,0.0,0.0116,0.7831,0.1994,96.5262,0.5456,0.9007,-0.0248,2.644,-0.0156
688,137.6,413.56,0.0,0.0058,0.0,0.0,0.0116,0.7831,0.1994,96.2102,0.5452,0.9006,-0.025,2.6429,-0.0151
689,137.8,413.35,0.0,0.0058,0.0,0.0,0.0116,0.7832,0.1994,95.9344,0.5451,0.9007,-0.025,2.642,-0.0149
690,138.0,413.13,0.0,0.0058,0.0,0.0,0.0116,0.7832,0.1995,95.6572,0.545,0.9008,-0.025,2.6411,-0.0146
691,138.2,412.92,0.0,0.0058,0.0,0.0,0.0116,0.7832,0.1995,95.3792,0.5448,0.9009,-0.025,2.6403,-0.0143
692,138.4,412.71,0.0,0.0058,0.0,0.0,0.0115,0.7832,0.1995,95.101,0.5447,0.901,-0.025,2.6394,-0.014
693,138.6,412.49,0.0,0.0058,0.0,0.0,0.0115,0.7832,0.1995,94.8214,0.5446,0.9011,-0.025,2.6385,-0.0138
694,138.8,412.28,0.0,0.0057,0.0,0.0,0.0115,0.7832,0.1995,94.541,0.5444,0.9012,-0.025,2.6377,-0.0135
695,139.0,412.07,0.0,0.0057,0.0,0.0,0.0115,0.7832,0.1996,94.2603,0.5443,0.9013,-0.025,2.6368,-0.0132
696,139.2,411.86,0.0,0.0057,0.0,0.0,0.0114,0.7832,0.1996,93.9782,0.5442,0.9014,-0.0251,2.6359,-0.0129
697,139.4,411.64,0.0,0.0057,0.0,0.0,0.0114,0.7833,0.1996,93.6953,0.544,0.9015,-0.0251,2.635,-0.0127
698,139.6,411.43,0.0,0.0057,0.0,0.0,0.0114,0.7833,0.1996,93.412,0.5439,0.9016,-0.0251,2.6342,-0.0124
699,139.8,411.22,0.0,0.0057,0.0,0.0,0.0114,0.7833,0.1996,93.1273,0.5438,0.9017,-0.0251,2.6333,-0.0121
700,140.0,411.0,0.0,0.0057,0.0,0.0,0.0114,0.7833,0.1997,92.8418,0.5436,0.9018,-0.0251,2.6324,-0.0118
701,140.2,410.79,0.0,0.0057,0.0,0.0,0.0113,0.7833,0.1997,92.5559,0.5435,0.9019,-0.0251,2.6315,-0.0115
702,140.4,410.58,0.0,0.0057,0.0,0.0,0.0113,0.7833,0.1997,92.2686,0.5434,0.902,-0.0251,2.6307,-0.0113
703,140.6,410.36,0.0,0.0056,0.0,0.0,0.0113,0.7833,0.1997,91.9804,0.5432,0.9021,-0.0251,2.6298,-0.011
704,140.8,410.15,0.0,0.0056,0.0,0.0,0.0113,0.7834,0.1998,91.6919,0.5431,0.9022,-0.0252,2.6289,-0.0107
705,141.0,409.94,0.0,0.0056,0.0,0.0,0.0112,0.7834,0.1998,91.4019,0.543,0.9023,-0.0252,2.628,-0.0104
706,141.2,409.73,0.0,0.0056,0.0,0.0,0.0112,0.7834,0.1998,91.1109,0.5429,0.9024,-0.0252,2.6272,-0.0102
707,141.4,409.51,0.0,0.0056,0.0,0.0,0.0112,0.7834,0.1998,90.8196,0.5427,0.9025,-0.0252,2.6263,-0.0099
708,141.6,409.3,0.0,0.0056,0.0,0.0,0.0112,0.7834,0.1998,90.5268,0.5426,0.9026,-0.0252,2.6254,-0.0096
709,141.8,409.09,0.0,0.0056,0.0,0.0,0.0112,0.7834,0.1998,90.233,0.5425,0.9027,-0.0252,2.6245,-0.0093
710,142.0,408.87,0.0,0.0056,0.0,0.0,0.0111,0.7834,0.1999,89.9389,0.5423,0.9028,-0.0252,2.6237,-0.009
711,142.2,408.66,0.0,0.0056,0.0,0.0,0.0111,0.7834,0.1999,89.6432,0.5422,0.9029,-0.0253,2.6228,-0.0088
712,142.4,408.45,0.0,0.0055,0.0,0.0,0.0111,0.7835,0.1999,89.3465,0.5421,0.903,-0.0253,2.6219,-0.0085
713,142.6,408.24,0.0,0.0055,0.0,0.0,0.0111,0.7835,0.1999,89.0494,0.5419,0.9031,-0.0253,2.621,-0.0082
714,142.8,408.02,0.0,0.0055,0.0,0.0,0.011,0.7835,0.2,88.7716,0.5416,0.9032,-0.0253,2.6205,-0.008
715,143.0,407.81,0.0,0.0055,0.0,0.0,0.011,0.7835,0.2,88.5042,0.5412,0.9032,-0.0254,2.6202,-0.0078
716,143.2,407.6,0.0,0.0055,0.0,0.0,0.011,0.7835,0.2,88.2355,0.5408,0.9032,-0.0254,2.6199,-0.0076
717,143.4,407.39,0.0,0.0055,0.0,0.0,0.011,0.7835,0.2,87.9665,0.5404,0.9032,-0.0254,2.6195,-0.0074
718,143.6,407.18,0.0,0.0055,0.0,0.0,0.0109,0.7835,0.2,87.6961,0.5399,0.9032,-0.0255,2.6192,-0.0072
719,143.8,406.97,0.0,0.0055,0.0,0.0,0.0109,0.7836,0.2,87.4254,0.5395,0.9033,-0.0255,2.6189,-0.007
720,144.0,406.76,0.0,0.0055,0.0,0.0,0.0109,0.7836,0.2001,87.1533,0.5391,0.9033,-0.0256,2.6185,-0.0068
721,144.2,406.55,0.0,0.0054,0.0,0.0,0.0109,0.7836,0.2001,86.881,0.5387,0.9033,-0.0256,2.6182,-0.0066
722,144.4,406.34,0.0,0.0054,0.0,0.0,0.0109,0.7836,0.2001,86.6072,0.5383,0.9033,-0.0257,2.6179,-0.0064
723,144.6,406.13,0.0,0.0054,0.0,0.0,0.0108,0.7836,0.2001,86.3331,0.5378,0.9033,-0.0257,2.6175,-0.0062
724,144.8,405.92,0.0,0.0054,0.0,0.0,0.0108,0.7836,0.2002,86.0575,0.5374,0.9033,-0.0258,2.6172,-0.006
725,145.0,405.71,0.0,0.0054,0.0,0.0,0.0108,0.7836,0.2002,85.7817,0.537,0.9034,-0.0258,2.6169,-0.0058
726,145.2,405.5,0.0,0.0054,0.0,0.0,0.0108,0.7836,0.2002,85.5044,0.5366,0.9034,-0.0259,2.6165,-0.0056
727,145.4,405.29,0.0,0.0054,0.0,0.0,0.0107,0.7837,0.2002,85.2268,0.5362,0.9034,-0.0259,2.6162,-0.0054
728,145.6,405.08,0.0,0.0054,0.0,0.0,0.0107,0.7837,0.2002,84.9476,0.5357,0.9034,-0.026,2.6159,-0.0052
729,145.8,404.87,0.0,0.0054,0.0,0.0,0.0107,0.7837,0.2002,84.6682,0.5353,0.9034,-0.026,2.6155,-0.005
730,146.0,404.66,0.0,0.0053,0.0,0.0,0.0107,0.7837,0.2003,84.3872,0.5349,0.9034,-0.026,2.6152,-0.0048
731,146.2,404.45,0.0,0.0053,0.0,0.0,0.0107,0.7837,0.2003,84.1059,0.5345,0.9035,-0.0261,2.6149,-0.0046
732,146.4,404.24,0.0,0.0053,0.0,0.0,0.0106,0.7837,0.2003,83.823,0.5341,0.9035,-0.0261,2.6145,-0.0044
733,146.6,404.03,0.0,0.0053,0.0,0.0,0.0106,0.7837,0.2003,83.5398,0.5336,0.9035,-0.0262,2.6142,-0.0042
734,146.8,403.82,0.0,0.0053,0.0,0.0,0.0106,0.7838,0.2004,83.255,0.5332,0.9035,-0.0262,2.6139,-0.004
735,147.0,403.61,0.0,0.0053,0.0,0.0,0.0106,0.7838,0.2004,82.9699,0.5328,0.9035,-0.0263,2.6135,-0.0038
736,147.2,403.4,0.0,0.0053,0.0,0.0,0.0106,0.7838,0.2004,82.6831,0.5324,0.9035,-0.0263,2.6132,-0.0036
737,147.4,403.19,0.0,0.0053,0.0,0.0,0.0105,0.7838,0.2004,82.396,0.5319,0.9036,-0.0264,2.6129,-0.0034
738,147.6,402.98,0.0,0.0053,0.0,0.0,0.0105,0.7838,0.2004,82.1072,0.5315,0.9036,-0.0264,2.6125,-0.0031
739,147.8,402.77,0.0,0.0052,0.0,0.0,0.0105,0.7838,0.2004,81.8181,0.5311,0.9036,-0.0265,2.6122,-0.0029
740,148.0,402.56,0.0,0.0052,0.0,0.0,0.0105,0.7838,0.2005,81.5273,0.5307,0.9036,-0.0265,2.6119,-0.0027
741,148.2,402.36,0.0,0.0052,0.0,0.0,0.0104,0.7839,0.2005,81.2693,0.5302,0.9035,-0.0266,2.6113,-0.0027
742,148.4,402.17,0.0,0.0052,0.0,0.0,0.0104,0.7839,0.2005,81.0278,0.5298,0.9033,-0.0267,2.6107,-0.0027
743,148.6,401.98,0.0,0.0052,0.0,0.0,0.0104,0.7839,0.2005,80.7849,0.5293,0.9032,-0.0267,2.61,-0.0027
744,148.8,401.78,0.0,0.0052,0.0,0.0,0.0104,0.7839,0.2006,80.5413,0.5289,0.903,-0.0268,2.6093,-0.0026
745,149.0,401.59,0.0,0.0052,0.0,0.0,0.0104,0.7839,0.2006,80.2976,0.5285,0.9029,-0.0269,2.6087,-0.0026
746,149.2,401.39,0.0,0.0052,0.0,0.0,0.0103,0.7839,0.2006,80.0525,0.528,0.9027,-0.027,2.608,-0.0026
747,149.4,401.2,0.0,0.0052,0.0,0.0,0.0103,0.7839,0.2006,79.8066,0.5276,0.9025,-0.0271,2.6073,-0.0026
