,z(cm),TMean(K),X_CH3OHMean,X_CO2Mean,X_COMean,X_H2Mean,X_H2OMean,X_N2Mean,X_O2Mean,T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uruz_cov(m/s)
936,187.2,381.05,0.0,0.004,0.0,0.0,0.0079,0.7853,0.2028,54.0046,0.4517,0.9757,-0.0008,2.4892,-0.0176
937,187.4,380.94,0.0,0.004,0.0,0.0,0.0079,0.7853,0.2028,53.873,0.4517,0.9755,-0.0007,2.4889,-0.0176
938,187.6,380.83,0.0,0.004,0.0,0.0,0.0079,0.7853,0.2028,53.741,0.4517,0.9752,-0.0006,2.4886,-0.0176
939,187.8,380.73,0.0,0.004,0.0,0.0,0.0079,0.7853,0.2028,53.6088,0.4517,0.975,-0.0005,2.4883,-0.0176
940,188.0,380.62,0.0,0.0039,0.0,0.0,0.0079,0.7854,0.2028,53.4762,0.4517,0.9747,-0.0005,2.488,-0.0175
941,188.2,380.51,0.0,0.0039,0.0,0.0,0.0079,0.7854,0.2028,53.3432,0.4516,0.9744,-0.0004,2.4877,-0.0175
942,188.4,380.4,0.0,0.0039,0.0,0.0,0.0079,0.7854,0.2028,53.21,0.4516,0.9742,-0.0003,2.4874,-0.0175
943,188.6,380.3,0.0,0.0039,0.0,0.0,0.0079,0.7854,0.2028,53.0764,0.4516,0.9739,-0.0002,2.4871,-0.0175
944,188.8,380.19,0.0,0.0039,0.0,0.0,0.0079,0.7854,0.2028,52.9424,0.4516,0.9737,-0.0001,2.4868,-0.0175
945,189.0,380.08,0.0,0.0039,0.0,0.0,0.0078,0.7854,0.2028,52.8081,0.4516,0.9734,-0.0001,2.4865,-0.0175
946,189.2,379.97,0.0,0.0039,0.0,0.0,0.0078,0.7854,0.2029,52.6735,0.4516,0.9732,0.0,2.4862,-0.0175
947,189.4,379.87,0.0,0.0039,0.0,0.0,0.0078,0.7854,0.2029,52.5386,0.4516,0.9729,0.0001,2.4859,-0.0175
948,189.6,379.76,0.0,0.0039,0.0,0.0,0.0078,0.7854,0.2029,52.4032,0.4516,0.9726,0.0002,2.4855,-0.0175
949,189.8,379.65,0.0,0.0039,0.0,0.0,0.0078,0.7854,0.2029,52.2676,0.4516,0.9724,0.0003,2.4852,-0.0175
950,190.0,379.54,0.0,0.0039,0.0,0.0,0.0078,0.7854,0.2029,52.1316,0.4516,0.9721,0.0003,2.4849,-0.0174
951,190.2,379.44,0.0,0.0039,0.0,0.0,0.0078,0.7854,0.2029,51.9952,0.4516,0.9719,0.0004,2.4846,-0.0174
952,190.4,379.33,0.0,0.0039,0.0,0.0,0.0078,0.7854,0.2029,51.8585,0.4515,0.9716,0.0005,2.4843,-0.0174
953,190.6,379.22,0.0,0.0039,0.0,0.0,0.0078,0.7854,0.2029,51.7214,0.4515,0.9713,0.0006,2.484,-0.0174
954,190.8,379.11,0.0,0.0039,0.0,0.0,0.0077,0.7854,0.2029,51.5839,0.4515,0.9711,0.0007,2.4837,-0.0174
955,191.0,379.01,0.0,0.0039,0.0,0.0,0.0077,0.7854,0.203,51.4461,0.4515,0.9708,0.0007,2.4834,-0.0174
956,191.2,378.9,0.0,0.0039,0.0,0.0,0.0077,0.7854,0.203,51.3079,0.4515,0.9706,0.0008,2.4831,-0.0174
957,191.4,378.79,0.0,0.0039,0.0,0.0,0.0077,0.7855,0.203,51.1693,0.4515,0.9703,0.0009,2.4828,-0.0174
958,191.6,378.69,0.0,0.0038,0.0,0.0,0.0077,0.7855,0.203,51.0304,0.4515,0.9701,0.001,2.4825,-0.0174
959,191.8,378.58,0.0,0.0038,0.0,0.0,0.0077,0.7855,0.203,50.8911,0.4515,0.9698,0.0011,2.4822,-0.0174
960,192.0,378.47,0.0,0.0038,0.0,0.0,0.0077,0.7855,0.203,50.7514,0.4515,0.9695,0.0011,2.4819,-0.0173
961,192.2,378.36,0.0,0.0038,0.0,0.0,0.0077,0.7855,0.203,50.6113,0.4515,0.9693,0.0012,2.4816,-0.0173
962,192.4,378.26,0.0,0.0038,0.0,0.0,0.0077,0.7855,0.203,50.4708,0.4514,0.969,0.0013,2.4813,-0.0173
963,192.6,378.15,0.0,0.0038,0.0,0.0,0.0076,0.7855,0.203,50.3299,0.4514,0.9688,0.0014,2.481,-0.0173
964,192.8,378.04,0.0,0.0038,0.0,0.0,0.0076,0.7855,0.203,50.1886,0.4514,0.9685,0.0015,2.4806,-0.0173
965,193.0,377.93,0.0,0.0038,0.0,0.0,0.0076,0.7855,0.203,50.047,0.4514,0.9682,0.0015,2.4803,-0.0173
966,193.2,377.83,0.0,0.0038,0.0,0.0,0.0076,0.7855,0.203,49.9049,0.4514,0.968,0.0016,2.48,-0.0173
967,193.4,377.72,0.0,0.0038,0.0,0.0,0.0076,0.7855,0.2031,49.7624,0.4514,0.9677,0.0017,2.4797,-0.0173
968,193.6,377.61,0.0,0.0038,0.0,0.0,0.0076,0.7855,0.2031,49.6196,0.4514,0.9675,0.0018,2.4794,-0.0173
969,193.8,377.52,0.0,0.0038,0.0,0.0,0.0076,0.7855,0.2031,49.4995,0.4513,0.9673,0.0018,2.479,-0.0174
970,194.0,377.44,0.0,0.0038,0.0,0.0,0.0076,0.7855,0.2031,49.4146,0.4511,0.9673,0.0019,2.4784,-0.0179
971,194.2,377.36,0.0,0.0038,0.0,0.0,0.0076,0.7855,0.2031,49.3295,0.4508,0.9673,0.002,2.4779,-0.0183
972,194.4,377.28,0.0,0.0038,0.0,0.0,0.0076,0.7856,0.2031,49.2433,0.4506,0.9673,0.002,2.4773,-0.0187
973,194.6,377.2,0.0,0.0038,0.0,0.0,0.0076,0.7856,0.2031,49.1579,0.4504,0.9673,0.0021,2.4767,-0.0191
974,194.8,377.12,0.0,0.0038,0.0,0.0,0.0075,0.7856,0.2031,49.0714,0.4502,0.9674,0.0021,2.4761,-0.0196
975,195.0,377.04,0.0,0.0038,0.0,0.0,0.0075,0.7856,0.2031,48.9857,0.4499,0.9674,0.0022,2.4755,-0.02
976,195.2,376.96,0.0,0.0038,0.0,0.0,0.0075,0.7856,0.2031,48.8989,0.4497,0.9674,0.0023,2.475,-0.0204
977,195.4,376.88,0.0,0.0038,0.0,0.0,0.0075,0.7856,0.2031,48.8129,0.4495,0.9674,0.0023,2.4744,-0.0208
978,195.6,376.8,0.0,0.0038,0.0,0.0,0.0075,0.7856,0.2032,48.7258,0.4492,0.9674,0.0024,2.4738,-0.0213
979,195.8,376.72,0.0,0.0038,0.0,0.0,0.0075,0.7856,0.2032,48.6395,0.449,0.9674,0.0024,2.4732,-0.0217
980,196.0,376.64,0.0,0.0037,0.0,0.0,0.0075,0.7856,0.2032,48.552,0.4488,0.9674,0.0025,2.4727,-0.0221
981,196.2,376.56,0.0,0.0037,0.0,0.0,0.0075,0.7856,0.2032,48.4655,0.4486,0.9674,0.0025,2.4721,-0.0226
982,196.4,376.48,0.0,0.0037,0.0,0.0,0.0075,0.7856,0.2032,48.3787,0.4483,0.9674,0.0026,2.4715,-0.023
983,196.6,376.41,0.0,0.0037,0.0,0.0,0.0075,0.7856,0.2032,48.2908,0.4481,0.9674,0.0027,2.4709,-0.0234
984,196.8,376.33,0.0,0.0037,0.0,0.0,0.0075,0.7856,0.2032,48.2037,0.4479,0.9674,0.0027,2.4704,-0.0238
985,197.0,376.25,0.0,0.0037,0.0,0.0,0.0075,0.7856,0.2032,48.1155,0.4476,0.9674,0.0028,2.4698,-0.0243
986,197.2,376.17,0.0,0.0037,0.0,0.0,0.0075,0.7856,0.2032,48.0281,0.4474,0.9674,0.0028,2.4692,-0.0247
987,197.4,376.09,0.0,0.0037,0.0,0.0,0.0074,0.7856,0.2032,47.9395,0.4472,0.9674,0.0029,2.4686,-0.0251
988,197.6,376.01,0.0,0.0037,0.0,0.0,0.0074,0.7856,0.2032,47.8519,0.447,0.9675,0.003,2.4681,-0.0255
989,197.8,375.93,0.0,0.0037,0.0,0.0,0.0074,0.7856,0.2032,47.763,0.4467,0.9675,0.003,2.4675,-0.026
990,198.0,375.85,0.0,0.0037,0.0,0.0,0.0074,0.7856,0.2032,47.6749,0.4465,0.9675,0.0031,2.4669,-0.0264
991,198.2,375.77,0.0,0.0037,0.0,0.0,0.0074,0.7856,0.2032,47.5868,0.4463,0.9675,0.0031,2.4663,-0.0268
992,198.4,375.69,0.0,0.0037,0.0,0.0,0.0074,0.7856,0.2032,47.4974,0.446,0.9675,0.0032,2.4657,-0.0272
993,198.6,375.61,0.0,0.0037,0.0,0.0,0.0074,0.7856,0.2032,47.4089,0.4458,0.9675,0.0032,2.4652,-0.0277
994,198.8,375.53,0.0,0.0037,0.0,0.0,0.0074,0.7856,0.2033,47.3191,0.4456,0.9675,0.0033,2.4646,-0.0281
995,199.0,375.45,0.0,0.0037,0.0,0.0,0.0074,0.7857,0.2033,47.2303,0.4454,0.9675,0.0034,2.464,-0.0285
996,199.2,375.37,0.0,0.0037,0.0,0.0,0.0074,0.7857,0.2033,47.1402,0.4451,0.9675,0.0034,2.4634,-0.0289
997,199.4,375.3,0.0,0.0037,0.0,0.0,0.0074,0.7857,0.2033,47.051,0.4449,0.9675,0.0035,2.4629,-0.0294
998,199.6,375.22,0.0,0.0037,0.0,0.0,0.0074,0.7857,0.2033,46.9606,0.4447,0.9675,0.0035,2.4623,-0.0298
999,199.8,375.14,0.0,0.0037,0.0,0.0,0.0073,0.7857,0.2033,46.8711,0.4444,0.9675,0.0036,2.4617,-0.0302
1000,200.0,375.06,0.0,0.0037,0.0,0.0,0.0073,0.7857,0.2033,46.7803,0.4442,0.9675,0.0036,2.4611,-0.0306
