,z(cm),TMean(K),X_CH3OHMean,X_CO2Mean,X_COMean,X_H2Mean,X_H2OMean,X_N2Mean,X_O2Mean,T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uruz_cov(m/s)
561,112.2,447.81,0.0,0.0076,0.0,0.0,0.0151,0.781,0.1962,137.3281,0.5168,0.9672,0.0126,2.718,-0.0077
562,112.4,447.47,0.0,0.0075,0.0,0.0,0.0151,0.7811,0.1963,136.9197,0.517,0.9668,0.0127,2.7171,-0.0078
563,112.6,447.13,0.0,0.0075,0.0,0.0,0.0151,0.7811,0.1963,136.5137,0.5172,0.9664,0.0128,2.7163,-0.008
564,112.8,446.79,0.0,0.0075,0.0,0.0,0.015,0.7811,0.1963,136.1029,0.5174,0.966,0.013,2.7154,-0.0082
565,113.0,446.45,0.0,0.0075,0.0,0.0,0.015,0.7811,0.1964,135.6908,0.5176,0.9656,0.0131,2.7146,-0.0084
566,113.2,446.11,0.0,0.0075,0.0,0.0,0.015,0.7812,0.1964,135.2812,0.5178,0.9652,0.0132,2.7137,-0.0085
567,113.4,445.77,0.0,0.0075,0.0,0.0,0.0149,0.7812,0.1964,134.8666,0.518,0.9649,0.0133,2.7129,-0.0087
568,113.6,445.43,0.0,0.0074,0.0,0.0,0.0149,0.7812,0.1965,134.4507,0.5182,0.9645,0.0134,2.7121,-0.0089
569,113.8,445.09,0.0,0.0074,0.0,0.0,0.0148,0.7812,0.1965,134.0373,0.5184,0.9641,0.0136,2.7112,-0.009
570,114.0,444.76,0.0,0.0074,0.0,0.0,0.0148,0.7812,0.1965,133.6376,0.5186,0.9636,0.0136,2.7104,-0.0091
571,114.2,444.43,0.0,0.0074,0.0,0.0,0.0148,0.7813,0.1966,133.3042,0.5187,0.9628,0.0134,2.7099,-0.0089
572,114.4,444.11,0.0,0.0074,0.0,0.0,0.0147,0.7813,0.1966,132.9699,0.5188,0.9621,0.0132,2.7094,-0.0086
573,114.6,443.78,0.0,0.0073,0.0,0.0,0.0147,0.7813,0.1966,132.6348,0.5189,0.9613,0.0129,2.7089,-0.0084
574,114.8,443.46,0.0,0.0073,0.0,0.0,0.0147,0.7813,0.1966,132.3027,0.519,0.9606,0.0127,2.7084,-0.0082
575,115.0,443.13,0.0,0.0073,0.0,0.0,0.0146,0.7813,0.1967,131.9659,0.5191,0.9598,0.0125,2.7079,-0.0079
576,115.2,442.81,0.0,0.0073,0.0,0.0,0.0146,0.7814,0.1967,131.6283,0.5192,0.9591,0.0122,2.7073,-0.0077
577,115.4,442.48,0.0,0.0073,0.0,0.0,0.0146,0.7814,0.1968,131.2898,0.5193,0.9583,0.012,2.7068,-0.0074
578,115.6,442.16,0.0,0.0073,0.0,0.0,0.0145,0.7814,0.1968,130.9504,0.5195,0.9576,0.0118,2.7063,-0.0072
579,115.8,441.83,0.0,0.0072,0.0,0.0,0.0145,0.7814,0.1968,130.6139,0.5196,0.9568,0.0115,2.7058,-0.007
580,116.0,441.51,0.0,0.0072,0.0,0.0,0.0145,0.7814,0.1968,130.2728,0.5197,0.956,0.0113,2.7053,-0.0067
581,116.2,441.18,0.0,0.0072,0.0,0.0,0.0144,0.7815,0.1969,129.9308,0.5198,0.9553,0.0111,2.7048,-0.0065
582,116.4,440.86,0.0,0.0072,0.0,0.0,0.0144,0.7815,0.1969,129.5878,0.5199,0.9545,0.0108,2.7043,-0.0063
583,116.6,440.53,0.0,0.0072,0.0,0.0,0.0144,0.7815,0.1969,129.244,0.52,0.9538,0.0106,2.7037,-0.006
584,116.8,440.21,0.0,0.0072,0.0,0.0,0.0143,0.7815,0.197,128.8992,0.5201,0.953,0.0104,2.7032,-0.0058
585,117.0,439.88,0.0,0.0071,0.0,0.0,0.0143,0.7816,0.197,128.5574,0.5203,0.9522,0.0102,2.7027,-0.0055
586,117.2,439.56,0.0,0.0071,0.0,0.0,0.0143,0.7816,0.197,128.2108,0.5204,0.9515,0.0099,2.7022,-0.0053
587,117.4,439.23,0.0,0.0071,0.0,0.0,0.0142,0.7816,0.1971,127.8632,0.5205,0.9507,0.0097,2.7017,-0.0051
588,117.6,438.91,0.0,0.0071,0.0,0.0,0.0142,0.7816,0.1971,127.5147,0.5206,0.95,0.0095,2.7012,-0.0048
589,117.8,438.58,0.0,0.0071,0.0,0.0,0.0141,0.7816,0.1971,127.1652,0.5207,0.9492,0.0092,2.7006,-0.0046
590,118.0,438.26,0.0,0.007,0.0,0.0,0.0141,0.7817,0.1972,126.8188,0.5208,0.9484,0.009,2.7001,-0.0044
591,118.2,437.93,0.0,0.007,0.0,0.0,0.0141,0.7817,0.1972,126.4674,0.5209,0.9477,0.0088,2.6996,-0.0041
592,118.4,437.61,0.0,0.007,0.0,0.0,0.014,0.7817,0.1972,126.115,0.5211,0.9469,0.0085,2.6991,-0.0039
593,118.6,437.28,0.0,0.007,0.0,0.0,0.014,0.7817,0.1972,125.7617,0.5212,0.9461,0.0083,2.6986,-0.0036
594,118.8,436.96,0.0,0.007,0.0,0.0,0.014,0.7817,0.1973,125.4073,0.5213,0.9454,0.0081,2.6981,-0.0034
595,119.0,436.63,0.0,0.007,0.0,0.0,0.0139,0.7818,0.1973,125.056,0.5214,0.9446,0.0078,2.6975,-0.0032
596,119.2,436.31,0.0,0.0069,0.0,0.0,0.0139,0.7818,0.1974,124.6996,0.5215,0.9438,0.0076,2.697,-0.0029
597,119.4,435.98,0.0,0.0069,0.0,0.0,0.0139,0.7818,0.1974,124.3584,0.5219,0.9436,0.0074,2.6961,-0.0031
598,119.6,435.66,0.0,0.0069,0.0,0.0,0.0138,0.7818,0.1974,124.0202,0.5224,0.9435,0.0073,2.6951,-0.0033
599,119.8,435.34,0.0,0.0069,0.0,0.0,0.0138,0.7818,0.1974,123.6851,0.5229,0.9433,0.0071,2.6941,-0.0035
600,120.0,435.02,0.0,0.0069,0.0,0.0,0.0138,0.7819,0.1975,123.345,0.5233,0.9432,0.007,2.6931,-0.0037
601,120.2,434.7,0.0,0.0069,0.0,0.0,0.0137,0.7819,0.1975,123.0041,0.5238,0.9431,0.0068,2.692,-0.0039
602,120.4,434.38,0.0,0.0068,0.0,0.0,0.0137,0.7819,0.1975,122.6662,0.5243,0.9429,0.0066,2.691,-0.0041
603,120.6,434.05,0.0,0.0068,0.0,0.0,0.0137,0.7819,0.1976,122.3233,0.5248,0.9428,0.0065,2.69,-0.0044
604,120.8,433.73,0.0,0.0068,0.0,0.0,0.0136,0.7819,0.1976,121.9795,0.5252,0.9427,0.0063,2.689,-0.0046
605,121.0,433.41,0.0,0.0068,0.0,0.0,0.0136,0.782,0.1976,121.6388,0.5257,0.9425,0.0061,2.688,-0.0048
606,121.2,433.09,0.0,0.0068,0.0,0.0,0.0136,0.782,0.1977,121.293,0.5262,0.9424,0.006,2.687,-0.005
607,121.4,432.77,0.0,0.0068,0.0,0.0,0.0135,0.782,0.1977,120.9463,0.5266,0.9423,0.0058,2.686,-0.0052
608,121.6,432.44,0.0,0.0067,0.0,0.0,0.0135,0.782,0.1977,120.5985,0.5271,0.9421,0.0057,2.6849,-0.0054
609,121.8,432.12,0.0,0.0067,0.0,0.0,0.0135,0.782,0.1978,120.2539,0.5276,0.942,0.0055,2.6839,-0.0056
610,122.0,431.8,0.0,0.0067,0.0,0.0,0.0134,0.7821,0.1978,119.9041,0.5281,0.9418,0.0053,2.6829,-0.0059
611,122.2,431.48,0.0,0.0067,0.0,0.0,0.0134,0.7821,0.1978,119.5533,0.5285,0.9417,0.0052,2.6819,-0.0061
612,122.4,431.16,0.0,0.0067,0.0,0.0,0.0134,0.7821,0.1978,119.2057,0.529,0.9416,0.005,2.6809,-0.0063
613,122.6,430.83,0.0,0.0067,0.0,0.0,0.0133,0.7821,0.1979,118.8529,0.5295,0.9414,0.0049,2.6799,-0.0065
614,122.8,430.51,0.0,0.0066,0.0,0.0,0.0133,0.7822,0.1979,118.4989,0.5299,0.9413,0.0047,2.6789,-0.0067
615,123.0,430.19,0.0,0.0066,0.0,0.0,0.0132,0.7822,0.1979,118.144,0.5304,0.9412,0.0045,2.6778,-0.0069
616,123.2,429.87,0.0,0.0066,0.0,0.0,0.0132,0.7822,0.198,117.7922,0.5309,0.941,0.0044,2.6768,-0.0072
617,123.4,429.55,0.0,0.0066,0.0,0.0,0.0132,0.7822,0.198,117.4351,0.5313,0.9409,0.0042,2.6758,-0.0074
618,123.6,429.22,0.0,0.0066,0.0,0.0,0.0131,0.7822,0.198,117.0769,0.5318,0.9408,0.004,2.6748,-0.0076
619,123.8,428.9,0.0,0.0066,0.0,0.0,0.0131,0.7822,0.1981,116.7219,0.5323,0.9406,0.0039,2.6738,-0.0078
620,124.0,428.58,0.0,0.0065,0.0,0.0,0.0131,0.7823,0.1981,116.3615,0.5327,0.9405,0.0037,2.6728,-0.008
621,124.2,428.26,0.0,0.0065,0.0,0.0,0.013,0.7823,0.1981,116.0,0.5332,0.9404,0.0036,2.6717,-0.0082
622,124.4,427.94,0.0,0.0065,0.0,0.0,0.013,0.7823,0.1982,115.6417,0.5336,0.9402,0.0034,2.6707,-0.0084
623,124.6,427.61,0.0,0.0065,0.0,0.0,0.013,0.7823,0.1982,115.2779,0.5341,0.9401,0.0032,2.6697,-0.0087
624,124.8,427.29,0.0,0.0065,0.0,0.0,0.0129,0.7824,0.1982,114.913,0.5346,0.94,0.0031,2.6687,-0.0089
625,125.0,426.98,0.0,0.0064,0.0,0.0,0.0129,0.7824,0.1982,114.56,0.5349,0.9398,0.0031,2.6678,-0.0092
626,125.2,426.68,0.0,0.0064,0.0,0.0,0.0129,0.7824,0.1983,114.2191,0.535,0.9396,0.0034,2.6671,-0.0098
627,125.4,426.38,0.0,0.0064,0.0,0.0,0.0128,0.7824,0.1983,113.8771,0.5352,0.9394,0.0037,2.6664,-0.0103
628,125.6,426.08,0.0,0.0064,0.0,0.0,0.0128,0.7824,0.1983,113.5341,0.5354,0.9393,0.0039,2.6657,-0.0108
629,125.8,425.78,0.0,0.0064,0.0,0.0,0.0128,0.7824,0.1984,113.1901,0.5355,0.9391,0.0042,2.665,-0.0113
630,126.0,425.49,0.0,0.0064,0.0,0.0,0.0127,0.7825,0.1984,112.845,0.5357,0.9389,0.0044,2.6643,-0.0118
631,126.2,425.19,0.0,0.0064,0.0,0.0,0.0127,0.7825,0.1984,112.4989,0.5359,0.9387,0.0047,2.6636,-0.0123
632,126.4,424.89,0.0,0.0063,0.0,0.0,0.0127,0.7825,0.1984,112.1517,0.536,0.9386,0.005,2.6628,-0.0128
633,126.6,424.59,0.0,0.0063,0.0,0.0,0.0127,0.7825,0.1985,111.8034,0.5362,0.9384,0.0052,2.6621,-0.0133
634,126.8,424.29,0.0,0.0063,0.0,0.0,0.0126,0.7825,0.1985,111.454,0.5363,0.9382,0.0055,2.6614,-0.0139
635,127.0,423.99,0.0,0.0063,0.0,0.0,0.0126,0.7826,0.1985,111.1036,0.5365,0.938,0.0057,2.6607,-0.0144
636,127.2,423.69,0.0,0.0063,0.0,0.0,0.0126,0.7826,0.1986,110.752,0.5367,0.9378,0.006,2.66,-0.0149
637,127.4,423.39,0.0,0.0063,0.0,0.0,0.0125,0.7826,0.1986,110.3993,0.5368,0.9377,0.0062,2.6593,-0.0154
638,127.6,423.09,0.0,0.0062,0.0,0.0,0.0125,0.7826,0.1986,110.0454,0.537,0.9375,0.0065,2.6585,-0.0159
639,127.8,422.79,0.0,0.0062,0.0,0.0,0.0125,0.7826,0.1987,109.6905,0.5372,0.9373,0.0068,2.6578,-0.0164
640,128.0,422.49,0.0,0.0062,0.0,0.0,0.0124,0.7827,0.1987,109.3343,0.5373,0.9371,0.007,2.6571,-0.0169
641,128.2,422.19,0.0,0.0062,0.0,0.0,0.0124,0.7827,0.1987,108.9771,0.5375,0.9369,0.0073,2.6564,-0.0174
642,128.4,421.89,0.0,0.0062,0.0,0.0,0.0124,0.7827,0.1987,108.6186,0.5376,0.9368,0.0075,2.6557,-0.018
643,128.6,421.6,0.0,0.0062,0.0,0.0,0.0123,0.7827,0.1988,108.2589,0.5378,0.9366,0.0078,2.655,-0.0185
644,128.8,421.3,0.0,0.0061,0.0,0.0,0.0123,0.7827,0.1988,107.8981,0.538,0.9364,0.0081,2.6543,-0.019
645,129.0,421.0,0.0,0.0061,0.0,0.0,0.0123,0.7827,0.1988,107.536,0.5381,0.9362,0.0083,2.6535,-0.0195
646,129.2,420.7,0.0,0.0061,0.0,0.0,0.0122,0.7828,0.1989,107.1728,0.5383,0.936,0.0086,2.6528,-0.02
647,129.4,420.4,0.0,0.0061,0.0,0.0,0.0122,0.7828,0.1989,106.8082,0.5385,0.9359,0.0088,2.6521,-0.0205
648,129.6,420.1,0.0,0.0061,0.0,0.0,0.0122,0.7828,0.1989,106.4425,0.5386,0.9357,0.0091,2.6514,-0.021
649,129.8,419.8,0.0,0.0061,0.0,0.0,0.0121,0.7828,0.1989,106.0754,0.5388,0.9355,0.0094,2.6507,-0.0216
650,130.0,419.5,0.0,0.0061,0.0,0.0,0.0121,0.7829,0.199,105.7071,0.5389,0.9353,0.0096,2.65,-0.0221
651,130.2,419.2,0.0,0.006,0.0,0.0,0.0121,0.7829,0.199,105.3376,0.5391,0.9351,0.0099,2.6492,-0.0226
652,130.4,418.9,0.0,0.006,0.0,0.0,0.012,0.7829,0.199,104.9667,0.5393,0.935,0.0101,2.6485,-0.0231
653,130.6,418.6,0.0,0.006,0.0,0.0,0.012,0.7829,0.1991,104.5945,0.5394,0.9348,0.0104,2.6478,-0.0236
654,130.8,418.3,0.0,0.006,0.0,0.0,0.012,0.7829,0.1991,104.2209,0.5396,0.9346,0.0106,2.6471,-0.0241
655,131.0,418.01,0.0,0.006,0.0,0.0,0.012,0.7829,0.1991,103.8509,0.5397,0.9343,0.0109,2.6464,-0.0245
656,131.2,417.78,0.0,0.006,0.0,0.0,0.0119,0.783,0.1991,103.5278,0.5396,0.9335,0.0107,2.6457,-0.0238
657,131.4,417.54,0.0,0.0059,0.0,0.0,0.0119,0.783,0.1992,103.1988,0.5394,0.9327,0.0105,2.645,-0.0232
658,131.6,417.31,0.0,0.0059,0.0,0.0,0.0119,0.783,0.1992,102.8688,0.5393,0.9318,0.0103,2.6443,-0.0225
659,131.8,417.07,0.0,0.0059,0.0,0.0,0.0119,0.783,0.1992,102.5378,0.5392,0.931,0.0101,2.6436,-0.0219
660,132.0,416.84,0.0,0.0059,0.0,0.0,0.0118,0.783,0.1992,102.2106,0.539,0.9302,0.0099,2.6429,-0.0212
661,132.2,416.6,0.0,0.0059,0.0,0.0,0.0118,0.783,0.1992,101.8774,0.5389,0.9293,0.0097,2.6422,-0.0206
662,132.4,416.37,0.0,0.0059,0.0,0.0,0.0118,0.783,0.1993,101.5431,0.5388,0.9285,0.0095,2.6415,-0.0199
663,132.6,416.13,0.0,0.0059,0.0,0.0,0.0118,0.7831,0.1993,101.2077,0.5386,0.9277,0.0093,2.6408,-0.0193
664,132.8,415.9,0.0,0.0059,0.0,0.0,0.0117,0.7831,0.1993,100.8762,0.5385,0.9268,0.0091,2.6401,-0.0187
665,133.0,415.67,0.0,0.0058,0.0,0.0,0.0117,0.7831,0.1993,100.5385,0.5384,0.926,0.0089,2.6394,-0.018
666,133.2,415.43,0.0,0.0058,0.0,0.0,0.0117,0.7831,0.1994,100.1998,0.5383,0.9252,0.0087,2.6387,-0.0174
667,133.4,415.2,0.0,0.0058,0.0,0.0,0.0117,0.7831,0.1994,99.8614,0.5381,0.9243,0.0086,2.638,-0.0167
668,133.6,414.96,0.0,0.0058,0.0,0.0,0.0116,0.7831,0.1994,99.5214,0.538,0.9235,0.0084,2.6373,-0.0161
669,133.8,414.73,0.0,0.0058,0.0,0.0,0.0116,0.7832,0.1994,99.1806,0.5379,0.9227,0.0082,2.6366,-0.0154
670,134.0,414.49,0.0,0.0058,0.0,0.0,0.0116,0.7832,0.1995,98.8383,0.5377,0.9218,0.008,2.6359,-0.0148
671,134.2,414.26,0.0,0.0058,0.0,0.0,0.0116,0.7832,0.1995,98.4947,0.5376,0.921,0.0078,2.6352,-0.0141
672,134.4,414.02,0.0,0.0058,0.0,0.0,0.0115,0.7832,0.1995,98.1504,0.5375,0.9201,0.0076,2.6345,-0.0135
673,134.6,413.79,0.0,0.0058,0.0,0.0,0.0115,0.7832,0.1995,97.8044,0.5373,0.9193,0.0074,2.6338,-0.0128
674,134.8,413.55,0.0,0.0057,0.0,0.0,0.0115,0.7832,0.1996,97.4572,0.5372,0.9185,0.0072,2.6331,-0.0122
675,135.0,413.32,0.0,0.0057,0.0,0.0,0.0115,0.7832,0.1996,97.1092,0.5371,0.9176,0.007,2.6324,-0.0115
676,135.2,413.08,0.0,0.0057,0.0,0.0,0.0114,0.7832,0.1996,96.7595,0.5369,0.9168,0.0068,2.6317,-0.0109
677,135.4,412.85,0.0,0.0057,0.0,0.0,0.0114,0.7833,0.1996,96.4085,0.5368,0.9159,0.0066,2.631,-0.0102
678,135.6,412.61,0.0,0.0057,0.0,0.0,0.0114,0.7833,0.1996,96.0568,0.5367,0.9151,0.0064,2.6303,-0.0096
679,135.8,412.38,0.0,0.0057,0.0,0.0,0.0114,0.7833,0.1997,95.7032,0.5365,0.9142,0.0063,2.6296,-0.0089
680,136.0,412.14,0.0,0.0057,0.0,0.0,0.0113,0.7833,0.1997,95.3488,0.5364,0.9134,0.0061,2.6289,-0.0083
681,136.2,411.91,0.0,0.0057,0.0,0.0,0.0113,0.7833,0.1997,94.9926,0.5363,0.9125,0.0059,2.6282,-0.0076
682,136.4,411.68,0.0,0.0056,0.0,0.0,0.0113,0.7833,0.1997,94.6351,0.5361,0.9117,0.0057,2.6275,-0.007
683,136.6,411.44,0.0,0.0056,0.0,0.0,0.0113,0.7834,0.1998,94.2767,0.536,0.9108,0.0055,2.6268,-0.0063
684,136.8,411.21,0.0,0.0056,0.0,0.0,0.0112,0.7834,0.1998,93.9165,0.5359,0.91,0.0053,2.6261,-0.0057
685,137.0,410.97,0.0,0.0056,0.0,0.0,0.0112,0.7834,0.1998,93.5548,0.5357,0.9091,0.0051,2.6254,-0.005
686,137.2,410.74,0.0,0.0056,0.0,0.0,0.0112,0.7834,0.1998,93.1923,0.5356,0.9083,0.0049,2.6247,-0.0044
687,137.4,410.5,0.0,0.0056,0.0,0.0,0.0112,0.7834,0.1998,92.8278,0.5355,0.9074,0.0047,2.624,-0.0037
688,137.6,410.28,0.0,0.0056,0.0,0.0,0.0111,0.7834,0.1999,92.4981,0.5352,0.9068,0.0047,2.6231,-0.0036
689,137.8,410.07,0.0,0.0056,0.0,0.0,0.0111,0.7834,0.1999,92.2063,0.5349,0.9065,0.0048,2.6221,-0.0041
690,138.0,409.86,0.0,0.0055,0.0,0.0,0.0111,0.7835,0.1999,91.9141,0.5345,0.9062,0.0049,2.6211,-0.0046
691,138.2,409.65,0.0,0.0055,0.0,0.0,0.0111,0.7835,0.1999,91.6204,0.5341,0.9059,0.005,2.62,-0.005
692,138.4,409.44,0.0,0.0055,0.0,0.0,0.011,0.7835,0.1999,91.3263,0.5338,0.9056,0.0051,2.619,-0.0055
693,138.6,409.23,0.0,0.0055,0.0,0.0,0.011,0.7835,0.2,91.0313,0.5334,0.9052,0.0052,2.618,-0.006
694,138.8,409.02,0.0,0.0055,0.0,0.0,0.011,0.7835,0.2,90.7348,0.5331,0.9049,0.0053,2.617,-0.0064
695,139.0,408.81,0.0,0.0055,0.0,0.0,0.011,0.7835,0.2,90.4378,0.5327,0.9046,0.0054,2.6159,-0.0069
696,139.2,408.6,0.0,0.0055,0.0,0.0,0.011,0.7835,0.2,90.1399,0.5323,0.9043,0.0055,2.6149,-0.0073
697,139.4,408.39,0.0,0.0055,0.0,0.0,0.0109,0.7836,0.2,89.8404,0.532,0.904,0.0056,2.6139,-0.0078
698,139.6,408.18,0.0,0.0055,0.0,0.0,0.0109,0.7836,0.2001,89.5405,0.5316,0.9036,0.0057,2.6129,-0.0083
699,139.8,407.97,0.0,0.0054,0.0,0.0,0.0109,0.7836,0.2001,89.2396,0.5313,0.9033,0.0058,2.6119,-0.0087
700,140.0,407.76,0.0,0.0054,0.0,0.0,0.0109,0.7836,0.2001,88.9371,0.5309,0.903,0.0059,2.6108,-0.0092
701,140.2,407.55,0.0,0.0054,0.0,0.0,0.0108,0.7836,0.2001,88.6341,0.5305,0.9027,0.006,2.6098,-0.0097
702,140.4,407.34,0.0,0.0054,0.0,0.0,0.0108,0.7836,0.2001,88.3295,0.5302,0.9024,0.0061,2.6088,-0.0101
703,140.6,407.13,0.0,0.0054,0.0,0.0,0.0108,0.7836,0.2002,88.0244,0.5298,0.902,0.0062,2.6078,-0.0106
704,140.8,406.92,0.0,0.0054,0.0,0.0,0.0108,0.7836,0.2002,87.7183,0.5295,0.9017,0.0063,2.6067,-0.0111
705,141.0,406.71,0.0,0.0054,0.0,0.0,0.0108,0.7836,0.2002,87.4105,0.5291,0.9014,0.0064,2.6057,-0.0115
706,141.2,406.5,0.0,0.0054,0.0,0.0,0.0107,0.7837,0.2002,87.1022,0.5287,0.9011,0.0065,2.6047,-0.012
707,141.4,406.29,0.0,0.0054,0.0,0.0,0.0107,0.7837,0.2002,86.7929,0.5284,0.9008,0.0066,2.6037,-0.0125
708,141.6,406.08,0.0,0.0053,0.0,0.0,0.0107,0.7837,0.2003,86.4818,0.528,0.9004,0.0067,2.6027,-0.0129
709,141.8,405.87,0.0,0.0053,0.0,0.0,0.0107,0.7837,0.2003,86.1702,0.5276,0.9001,0.0068,2.6016,-0.0134
710,142.0,405.66,0.0,0.0053,0.0,0.0,0.0106,0.7837,0.2003,85.8574,0.5273,0.8998,0.0069,2.6006,-0.0139
711,142.2,405.45,0.0,0.0053,0.0,0.0,0.0106,0.7837,0.2003,85.543,0.5269,0.8995,0.007,2.5996,-0.0143
712,142.4,405.24,0.0,0.0053,0.0,0.0,0.0106,0.7837,0.2003,85.2279,0.5266,0.8992,0.0071,2.5986,-0.0148
713,142.6,405.03,0.0,0.0053,0.0,0.0,0.0106,0.7838,0.2004,84.9117,0.5262,0.8988,0.0072,2.5975,-0.0153
714,142.8,404.82,0.0,0.0053,0.0,0.0,0.0106,0.7838,0.2004,84.5937,0.5258,0.8985,0.0073,2.5965,-0.0157
715,143.0,404.61,0.0,0.0053,0.0,0.0,0.0105,0.7838,0.2004,84.2751,0.5255,0.8982,0.0074,2.5955,-0.0162
716,143.2,404.4,0.0,0.0053,0.0,0.0,0.0105,0.7838,0.2004,83.9547,0.5251,0.8979,0.0075,2.5945,-0.0167
717,143.4,404.19,0.0,0.0052,0.0,0.0,0.0105,0.7838,0.2004,83.6337,0.5247,0.8976,0.0076,2.5935,-0.0171
718,143.6,403.98,0.0,0.0052,0.0,0.0,0.0105,0.7838,0.2005,83.3115,0.5244,0.8972,0.0077,2.5924,-0.0176
719,143.8,403.77,0.0,0.0052,0.0,0.0,0.0104,0.7838,0.2005,82.9873,0.524,0.8969,0.0078,2.5914,-0.0181
720,144.0,403.56,0.0,0.0052,0.0,0.0,0.0104,0.7839,0.2005,82.6626,0.5236,0.8966,0.0079,2.5904,-0.0185
721,144.2,403.35,0.0,0.0052,0.0,0.0,0.0104,0.7839,0.2005,82.3365,0.5233,0.8963,0.008,2.5894,-0.019
722,144.4,403.14,0.0,0.0052,0.0,0.0,0.0104,0.7839,0.2006,82.0085,0.5229,0.8959,0.0081,2.5884,-0.0194
723,144.6,402.95,0.0,0.0052,0.0,0.0,0.0104,0.7839,0.2006,81.7258,0.5227,0.8957,0.0082,2.5874,-0.0197
724,144.8,402.77,0.0,0.0052,0.0,0.0,0.0103,0.7839,0.2006,81.5064,0.5227,0.8956,0.0083,2.5864,-0.0198
725,145.0,402.6,0.0,0.0052,0.0,0.0,0.0103,0.7839,0.2006,81.2859,0.5228,0.8954,0.0084,2.5855,-0.0199
726,145.2,402.43,0.0,0.0052,0.0,0.0,0.0103,0.7839,0.2006,81.0654,0.5228,0.8953,0.0085,2.5845,-0.02
727,145.4,402.26,0.0,0.0051,0.0,0.0,0.0103,0.7839,0.2006,80.8437,0.5228,0.8951,0.0086,2.5836,-0.02
728,145.6,402.09,0.0,0.0051,0.0,0.0,0.0103,0.7839,0.2006,80.622,0.5228,0.895,0.0087,2.5827,-0.0201
729,145.8,401.92,0.0,0.0051,0.0,0.0,0.0103,0.784,0.2007,80.3996,0.5229,0.8948,0.0088,2.5817,-0.0202
730,146.0,401.75,0.0,0.0051,0.0,0.0,0.0102,0.784,0.2007,80.1761,0.5229,0.8947,0.0089,2.5808,-0.0203
731,146.2,401.57,0.0,0.0051,0.0,0.0,0.0102,0.784,0.2007,79.9525,0.5229,0.8945,0.0091,2.5799,-0.0203
732,146.4,401.4,0.0,0.0051,0.0,0.0,0.0102,0.784,0.2007,79.7277,0.523,0.8944,0.0092,2.5789,-0.0204
733,146.6,401.23,0.0,0.0051,0.0,0.0,0.0102,0.784,0.2007,79.5028,0.523,0.8942,0.0093,2.578,-0.0205
734,146.8,401.06,0.0,0.0051,0.0,0.0,0.0102,0.784,0.2007,79.2774,0.523,0.8941,0.0094,2.577,-0.0205
735,147.0,400.89,0.0,0.0051,0.0,0.0,0.0101,0.784,0.2008,79.0506,0.523,0.8939,0.0095,2.5761,-0.0206
736,147.2,400.72,0.0,0.0051,0.0,0.0,0.0101,0.784,0.2008,78.8239,0.5231,0.8938,0.0096,2.5752,-0.0207
737,147.4,400.55,0.0,0.0051,0.0,0.0,0.0101,0.784,0.2008,78.5964,0.5231,0.8936,0.0097,2.5742,-0.0208
738,147.6,400.37,0.0,0.005,0.0,0.0,0.0101,0.784,0.2008,78.3677,0.5231,0.8935,0.0098,2.5733,-0.0208
739,147.8,400.2,0.0,0.005,0.0,0.0,0.0101,0.7841,0.2008,78.139,0.5232,0.8933,0.0099,2.5724,-0.0209
740,148.0,400.03,0.0,0.005,0.0,0.0,0.0101,0.7841,0.2008,77.9089,0.5232,0.8932,0.01,2.5714,-0.021
741,148.2,399.86,0.0,0.005,0.0,0.0,0.01,0.7841,0.2009,77.6788,0.5232,0.8931,0.0101,2.5705,-0.0211
742,148.4,399.69,0.0,0.005,0.0,0.0,0.01,0.7841,0.2009,77.448,0.5232,0.8929,0.0102,2.5695,-0.0211
743,148.6,399.52,0.0,0.005,0.0,0.0,0.01,0.7841,0.2009,77.2159,0.5233,0.8928,0.0104,2.5686,-0.0212
744,148.8,399.35,0.0,0.005,0.0,0.0,0.01,0.7841,0.2009,76.9838,0.5233,0.8926,0.0105,2.5677,-0.0213
745,149.0,399.18,0.0,0.005,0.0,0.0,0.01,0.7841,0.2009,76.7502,0.5233,0.8925,0.0106,2.5667,-0.0213
746,149.2,399.0,0.0,0.005,0.0,0.0,0.0099,0.7841,0.2009,76.5167,0.5234,0.8923,0.0107,2.5658,-0.0214
747,149.4,398.83,0.0,0.005,0.0,0.0,0.0099,0.7842,0.201,76.2824,0.5234,0.8922,0.0108,2.5649,-0.0215
748,149.6,398.66,0.0,0.005,0.0,0.0,0.0099,0.7842,0.201,76.0467,0.5234,0.892,0.0109,2.5639,-0.0216
749,149.8,398.49,0.0,0.0049,0.0,0.0,0.0099,0.7842,0.201,75.8109,0.5234,0.8919,0.011,2.563,-0.0216
750,150.0,398.32,0.0,0.0049,0.0,0.0,0.0099,0.7842,0.201,75.5745,0.5235,0.8917,0.0111,2.562,-0.0217
751,150.2,398.15,0.0,0.0049,0.0,0.0,0.0099,0.7842,0.201,75.3366,0.5235,0.8916,0.0112,2.5611,-0.0218
752,150.4,397.98,0.0,0.0049,0.0,0.0,0.0098,0.7842,0.201,75.0986,0.5235,0.8914,0.0113,2.5602,-0.0219
