s,kg/m2/s,Kw,Hz,m2/s2/Hz2
10.5,0.00481183,6.86177,69.10299,24372.1780878011
10.6,0.00504023,7.04198,69.76744,36274.105843391
10.7,0.00546529,7.45284,70.43189,27932.381482227
10.8,0.00556676,7.66334,71.09635,23216.196537856
10.9,0.00574628,7.92768,71.7608,29805.374385307
11,0.00600315,8.29344,72.42525,29147.6512770287
11.1,0.0061767,8.86989,73.0897,33738.6178330892
11.2,0.00671425,9.18849,73.75415,34366.7521189342
11.3,0.00721132,9.93875,74.4186,23814.8014753909
11.4,0.00730109,9.49654,75.08306,18953.9543937609
11.5,0.00713221,9.46322,75.74751,23861.042767531
11.6,0.00734305,10.1955,76.41196,31556.0267732444
11.7,0.00844408,11.5426,77.07641,21792.2145974652
11.8,0.00930384,11.7912,77.74086,24349.8099306413
11.9,0.00879239,11.5819,78.40532,24671.3504083298
12,0.0083813,11.3022,79.06977,18799.2037509145
12.1,0.00964462,12.8385,79.73422,28225.7827477206
12.2,0.0111699,13.6225,80.39867,23425.3434430416
12.3,0.0112415,14.2917,81.06312,20298.3305150946
12.4,0.0109303,14.4986,81.72757,28082.7409920129
12.5,0.0115781,14.9267,82.39203,22922.2055433824
12.6,0.0129296,16.3833,83.05648,24248.8472491594
12.7,0.0128545,17.0907,83.72093,18903.6132628802
12.8,0.0120975,17.8035,84.38538,22649.9952766777
12.9,0.0126894,18.2281,85.04983,29569.8268398019
13,0.0141365,19.0336,85.71429,28854.1573295518
13.1,0.014598,19.0543,86.37874,30227.8578666109
13.2,0.012644,19.5538,87.04319,23642.4752942289
13.3,0.0125229,19.8302,87.70764,23109.7459327909
13.4,0.0147891,19.022,88.37209,31691.6985806887
13.5,0.0151572,21.7025,89.03654,30504.7484741693
13.6,0.0138323,20.0203,89.701,28322.7220203033
13.7,0.0127542,19.0021,90.36545,28533.6295887364
13.8,0.0143554,21.1665,91.0299,24644.7365024072
13.9,0.0158318,22.5998,91.69435,25432.2381282376
14,0.0149172,19.1725,92.3588,26854.333142639
14.1,0.0113157,23.1454,93.02326,26474.1954125622
14.2,0.0136561,18.3707,93.68771,29287.1594235591
14.3,0.0159368,21.9521,94.35216,25460.2095874855
14.4,0.0148726,19.4526,95.01661,29067.5015076752
14.5,0.0109333,19.4035,95.68106,28067.5116812526
14.6,0.0130753,18.0547,96.34551,28508.3354551389
14.7,0.0158256,22.8051,97.00997,28164.7746997317
14.8,0.0157242,22.017,97.67442,26166.2725141877
14.9,0.0116784,19.5163,98.33887,31818.7637691121
15,0.0128929,18.6862,99.00332,27600.3896612992
15.1,0.0156878,21.7799,99.66777,28382.9864076487
15.2,0.015858,22.5698,,
15.3,0.0127327,20.2949,,
15.4,0.0116031,18.6135,,
15.5,0.0144239,20.0322,,
15.6,0.0163669,23.5979,,
15.7,0.0148471,20.4725,,
15.8,0.0108653,20.9874,,
15.9,0.0132326,18.3179,,
16,0.0159165,23.9007,,
16.1,0.0159809,23.115,,
16.2,0.010884,19.0801,,
16.3,0.0120578,16.5355,,
16.4,0.0151052,21.4783,,
16.5,0.0165822,22.8899,,
16.6,0.0124918,22.0991,,
16.7,0.011901,17.0141,,
16.8,0.0145681,22.0057,,
16.9,0.0164671,22.7283,,
17,0.0139252,20.4966,,
17.1,0.0110995,18.4809,,
17.2,0.0139964,18.7091,,
17.3,0.0160626,23.1376,,
17.4,0.0156727,23.2119,,
17.5,0.0110434,20.4149,,
17.6,0.0135186,18.6823,,
17.7,0.0159883,23.7785,,
17.8,0.0158621,21.79,,
17.9,0.010458,21.0368,,
18,0.012268,17.7883,,
18.1,0.0154497,21.2004,,
18.2,0.0163348,21.3563,,
18.3,0.0109253,21.6706,,
18.4,0.0117733,19.3014,,
18.5,0.0150036,20.2926,,
18.6,0.016359,21.6354,,
18.7,0.0114804,20.2775,,
18.8,0.0114388,17.989,,
18.9,0.0140683,20.2052,,
19,0.0160501,21.375,,
19.1,0.0128671,18.8674,,
19.2,0.0106438,18.0296,,
19.3,0.0132598,18.6415,,
19.4,0.0160774,23.0922,,
19.5,0.0145849,20.6855,,
19.6,0.00995769,18.4,,
19.7,0.01272,17.2394,,
19.8,0.0155151,22.2248,,
19.9,0.0154999,21.4612,,
20,0.0104768,19.7885,,
20.1,0.0117544,17.8232,,
20.2,0.0147734,20.0359,,
20.3,0.0156444,21.6322,,
20.4,0.0120746,20.0336,,
20.5,0.0112684,17.6876,,
20.6,0.0140171,19.1004,,
20.7,0.0156597,21.6596,,
20.8,0.0129533,21.797,,
20.9,0.0116449,18.9429,,
21,0.013854,18.7831,,
21.1,0.0157617,21.5647,,
21.2,0.0144101,20.645,,
21.3,0.0116976,21.3769,,
21.4,0.0136673,18.8764,,
21.5,0.0159226,20.8992,,
21.6,0.0148454,21.9868,,
21.7,0.0117024,21.3477,,
21.8,0.0136788,18.3304,,
21.9,0.0158035,20.5798,,
22,0.0150239,21.2614,,
22.1,0.0119795,24.4806,,
22.2,0.0139776,19.3341,,
22.3,0.0163628,22.2483,,
22.4,0.0146493,21.4072,,
22.5,0.0121345,20.5773,,
22.6,0.0145818,20.1021,,
22.7,0.016264,22.9973,,
22.8,0.0143271,22.2213,,
22.9,0.0118966,23.1227,,
23,0.0142167,18.5475,,
23.1,0.0158388,22.2142,,
23.2,0.0147452,22.0513,,
23.3,0.0120916,21.6093,,
23.4,0.0138344,18.6062,,
23.5,0.0158959,21.9182,,
23.6,0.0152747,22.7441,,
23.7,0.011877,21.3101,,
23.8,0.0135451,20.6782,,
23.9,0.0161697,21.9544,,
24,0.0164235,21.4398,,
24.1,0.0108471,24.902,,
24.2,0.012841,18.1911,,
24.3,0.0158085,22.4555,,
24.4,0.0169831,21.1978,,
24.5,0.0107719,22.0103,,
24.6,0.0118451,17.7724,,
24.7,0.0151585,20.7608,,
24.8,0.016811,23.0196,,
24.9,0.0119596,21.1709,,
25,0.0115864,17.7247,,
25.1,0.0144129,20.4085,,
25.2,0.0164844,21.3737,,
25.3,0.0133562,19.7487,,
25.4,0.0114589,16.7528,,
25.5,0.0139087,19.0465,,
25.6,0.0158936,23.3869,,
25.7,0.0150577,20.4958,,
25.8,0.0110793,23.1918,,
25.9,0.0129124,18.5471,,
26,0.0156071,20.9238,,
26.1,0.0161194,22.1382,,
26.2,0.0109692,21.6904,,
26.3,0.0131725,18.6291,,
26.4,0.0160323,22.6914,,
26.5,0.0161601,20.3274,,
26.6,0.0106519,21.4415,,
26.7,0.0125194,17.5423,,
26.8,0.0154449,21.654,,
26.9,0.0156042,21.1278,,
27,0.011681,21.8469,,
27.1,0.0120515,16.9974,,
27.2,0.0146531,19.3529,,
27.3,0.0151309,21.5709,,
27.4,0.0131633,23.6171,,
27.5,0.0130178,20.7177,,
27.6,0.0152497,18.9122,,
27.7,0.0148682,21.5259,,
27.8,0.0138005,21.7861,,
27.9,0.0138626,19.9819,,
28,0.0145264,20.1745,,
28.1,0.0144607,25.3306,,
28.2,0.014643,21.1259,,
28.3,0.0148897,20.5167,,
28.4,0.0143039,21.4389,,
28.5,0.0139607,21.2959,,
28.6,0.0148758,25.1482,,
28.7,0.0163784,21.0489,,
28.8,0.0134749,21.8816,,
28.9,0.0129678,21.1191,,
29,0.0147268,22.1048,,
29.1,0.0159411,24.1442,,
29.2,0.0149914,21.6496,,
29.3,0.0114538,19.5606,,
29.4,0.0134151,19.5168,,
29.5,0.0159316,22.6817,,
29.6,0.0158731,21.5307,,
29.7,0.0113204,24.0152,,
29.8,0.0129944,18.6953,,
29.9,0.0157743,21.7046,,
30,0.0159729,21.5885,,
30.1,0.0112122,20.7924,,
30.2,0.0124476,18.0568,,
30.3,0.014912,20.6574,,
30.4,0.0157484,22.0046,,
30.5,0.0122554,21.0122,,
30.6,0.0121328,19.0182,,
30.7,0.0151059,19.9826,,
30.8,0.0159671,21.6133,,
30.9,0.0133939,23.9575,,
31,0.0124742,21.8305,,
31.1,0.0150324,20.9436,,
31.2,0.0158643,24.1817,,
31.3,0.0131279,21.4139,,
31.4,0.0122173,21.6922,,
31.5,0.0147444,20.0879,,
31.6,0.0164616,23.0531,,
31.7,0.0142064,20.073,,
31.8,0.0118001,21.9489,,
31.9,0.0143365,19.7041,,
32,0.0164656,25.0795,,
32.1,0.015416,20.4238,,
32.2,0.0110455,23.898,,
32.3,0.0133343,19.0629,,
32.4,0.0163524,21.4157,,
32.5,0.015706,20.8811,,
32.6,0.0107992,23.5048,,
32.7,0.0120991,19.3366,,
32.8,0.0152356,20.7764,,
32.9,0.0159508,21.2896,,
33,0.0112303,24.5159,,
33.1,0.011958,17.3663,,
33.2,0.0150544,19.7147,,
33.3,0.0161856,21.3697,,
33.4,0.0118406,23.1073,,
33.5,0.0128083,19.4704,,
33.6,0.0151848,21.3409,,
33.7,0.0157718,21.5883,,
33.8,0.0122771,21.1946,,
33.9,0.0126961,17.9673,,
34,0.0151614,20.5075,,
34.1,0.0155607,21.6516,,
34.2,0.0129924,22.7483,,
34.3,0.0130245,19.1079,,
34.4,0.0153708,20.0679,,
34.5,0.015105,21.7542,,
34.6,0.0135727,26.0329,,
34.7,0.0132783,20.3493,,
34.8,0.0151576,19.9114,,
34.9,0.0146383,22.5065,,
35,0.0149902,22.5359,,
35.1,0.0145143,20.316,,
35.2,0.0140531,23.9174,,
35.3,0.0139593,22.5997,,
35.4,0.0154823,21.2766,,
35.5,0.0155358,21.9118,,
35.6,0.013615,20.7642,,
35.7,0.0134823,23.5875,,
35.8,0.0157063,21.2708,,
35.9,0.0155203,22.8792,,
36,0.0139374,21.1111,,
36.1,0.0128612,21.1343,,
36.2,0.0146774,20.6588,,
36.3,0.0158312,23.4333,,
36.4,0.0138477,20.9497,,
36.5,0.0121145,21.0503,,
36.6,0.0145992,19.8683,,
36.7,0.0164717,22.0731,,
36.8,0.0134471,21.4971,,
36.9,0.0121367,20.3492,,
37,0.0142606,20.8435,,
37.1,0.0163964,24.2402,,
37.2,0.0145925,19.9053,,
37.3,0.0111621,23.8904,,
37.4,0.0132983,18.7366,,
37.5,0.0156308,20.9235,,
37.6,0.0154703,20.3272,,
37.7,0.0112787,25.6509,,
37.8,0.0131372,16.8016,,
37.9,0.0157947,20.9902,,
38,0.0155088,22.4434,,
38.1,0.0119622,22.3425,,
38.2,0.0134824,19.1189,,
38.3,0.0153059,22.5343,,
38.4,0.01602,23.5709,,
38.5,0.0124371,20.1653,,
38.6,0.0123844,19.0997,,
38.7,0.014982,19.6012,,
38.8,0.016236,21.5432,,
38.9,0.0132901,22.9873,,
39,0.0131328,17.8723,,
39.1,0.0152463,19.3593,,
39.2,0.0157944,23.4421,,
39.3,0.01432,22.4731,,
39.4,0.0143511,19.1276,,
39.5,0.0138212,22.7536,,
39.6,0.0143111,26.1099,,
39.7,0.0152623,21.7042,,
39.8,0.0147594,19.8917,,
39.9,0.0131364,24.4813,,
40,0.0143473,20.5286,,
40.1,0.0161685,23.3701,,
40.2,0.0155825,21.197,,
40.3,0.0119684,22.9558,,
40.4,0.0135133,18.6572,,
40.5,0.0158817,22.5176,,
40.6,0.0156253,20.8396,,
40.7,0.0115156,21.8723,,
40.8,0.0126,18.1883,,
40.9,0.0151472,19.1498,,
41,0.0157761,22.1729,,
41.1,0.0121703,22.0583,,
41.2,0.0127803,18.7246,,
41.3,0.0154596,20.9846,,
41.4,0.0161901,22.1434,,
41.5,0.0130278,24.9471,,
41.6,0.0133457,21.1684,,
41.7,0.0154372,22.6804,,
41.8,0.0165162,23.3402,,
41.9,0.0131455,20.5631,,
42,0.0128792,19.9665,,
42.1,0.0155036,21.4072,,
42.2,0.0166064,21.6875,,
42.3,0.0123921,23.2067,,
42.4,0.0130307,18.4756,,
42.5,0.0153583,21.2132,,
42.6,0.0161208,23.9437,,
42.7,0.0127718,20.5059,,
42.8,0.0124088,18.9475,,
42.9,0.0149317,21.175,,
43,0.0163734,23.142,,
43.1,0.0140933,20.6666,,
43.2,0.0115827,22.384,,
43.3,0.0144681,19.7041,,
43.4,0.016096,23.396,,
43.5,0.0145263,21.2953,,
43.6,0.0119404,19.0382,,
43.7,0.0134538,18.832,,
43.8,0.0159793,21.5401,,
43.9,0.0145555,21.1578,,
44,0.0128272,23.0052,,
44.1,0.0137389,20.1613,,
44.2,0.0154236,21.3774,,
44.3,0.0147497,22.5951,,
44.4,0.0134188,21.01,,
44.5,0.0143386,21.0796,,
44.6,0.0148934,22.219,,
44.7,0.0153753,23.6856,,
44.8,0.0136828,20.7368,,
44.9,0.0138667,20.8968,,
45,0.0153201,21.1498,,
45.1,0.0154769,22.4316,,
45.2,0.0132787,22.8905,,
45.3,0.0134846,20.5068,,
45.4,0.0146243,21.2478,,
45.5,0.0148396,22.6146,,
45.6,0.0140148,21.688,,
45.7,0.0135878,20.6473,,
45.8,0.0142503,21.539,,
45.9,0.0155307,21.7267,,
46,0.0145942,22.5479,,
46.1,0.0131084,22.4334,,
46.2,0.0142455,20.8475,,
46.3,0.0159565,19.8314,,
46.4,0.0138359,24.7567,,
46.5,0.0130662,21.3285,,
46.6,0.014785,20.8383,,
46.7,0.0154449,21.6084,,
46.8,0.0138374,22.0555,,
46.9,0.0135076,19.9666,,
47,0.0149937,21.5737,,
47.1,0.0157117,21.3179,,
47.2,0.0138329,22.3844,,
47.3,0.0134589,21.9651,,
47.4,0.0149486,21.169,,
47.5,0.015657,20.9624,,
47.6,0.0137599,22.4255,,
47.7,0.0133494,20.6182,,
47.8,0.0153163,21.0027,,
47.9,0.0160057,21.7459,,
48,0.0132552,21.4239,,
48.1,0.0131404,20.5875,,
48.2,0.0152174,21.5644,,
48.3,0.0158958,22.6347,,
48.4,0.0133148,23.7005,,
48.5,0.0130207,19.5052,,
48.6,0.0150264,21.3827,,
48.7,0.0165119,22.148,,
48.8,0.0126212,22.7289,,
48.9,0.0136122,20.7246,,
49,0.0157238,20.7649,,
49.1,0.0159028,22.1739,,
49.2,0.0128169,22.7027,,
49.3,0.013701,19.7597,,
49.4,0.0155115,21.4283,,
49.5,0.015504,22.3178,,
49.6,0.0124221,24.7976,,
49.7,0.0136172,19.2578,,
49.8,0.015613,20.5243,,
49.9,0.0162844,23.8573,,
50,0.0123311,21.4017,,
