s,kg/m2/s,kW,Hz,m2/s2/Hz2
3.6,0.00077863,14.4231,11.64725,34003.6695307991
3.7,0.000799894,15.1188,11.98003,13330.7585144837
3.8,0.000817705,15.6677,12.31281,20888.7764473889
3.9,0.00083179,16.0716,12.64559,4200.48913486778
4,0.000847526,16.3963,12.97837,17042.808712166
4.1,0.000870378,16.598,13.31115,17146.9903268181
4.2,0.000891593,16.7443,13.64393,5996.80941892165
4.3,0.000904676,16.7475,13.97671,2919.91338410412
4.4,0.000912021,16.559,14.30948,3647.03350091532
4.5,0.000912362,16.2632,14.64226,3395.16453031115
4.6,0.000917126,16.0396,14.97504,7877.61881210758
4.7,0.000931305,15.9794,15.30782,2753.06044749485
4.8,0.000950742,16.0947,15.6406,6369.55357748959
4.9,0.000976876,16.3353,15.97338,7199.18899031504
5,0.00101367,16.7705,16.30616,4830.99305337336
5.1,0.0010545,17.4104,16.63894,5271.21013941996
5.2,0.00109645,18.2162,16.97171,9151.32459170175
5.3,0.0011372,19.1179,17.30449,4393.63730941949
5.4,0.00118092,19.9135,17.63727,1756.84452072713
5.5,0.00121706,20.4516,17.97005,2765.28691560671
5.6,0.00125452,20.9182,18.30283,1429.40270787639
5.7,0.00129175,21.3907,18.63561,4860.43217707156
5.8,0.00133453,22.0586,18.96839,2885.39943555885
5.9,0.00138977,22.7613,19.30116,5635.3372693991
6,0.00146455,23.8114,19.63394,1281.72777842408
6.1,0.00155133,25.1583,19.96672,2719.30855058321
6.2,0.00163983,26.5479,20.2995,2661.93371140493
6.3,0.00171467,27.7783,20.63228,3077.55243026937
6.4,0.00177849,28.9579,20.96506,3278.38893530039
6.5,0.00183527,29.9408,21.29784,4574.92906081306
6.6,0.00190317,30.9993,21.63062,2153.90399724224
6.7,0.00197401,32.0587,21.96339,2460.67463476904
6.8,0.00206025,33.2412,22.29617,1154.69868609713
6.9,0.00215207,34.3939,22.62895,2299.26073000761
7,0.00225568,35.8537,22.96173,1255.56717150087
7.1,0.00235286,37.2207,23.29451,3676.76205008694
7.2,0.00244863,38.4478,23.62729,2362.18933624007
7.3,0.0025604,39.6177,23.96007,1458.33171765187
7.4,0.00264696,41.4622,24.29285,3290.16257703353
7.5,0.00274554,43.8047,24.62562,3860.97306703078
7.6,0.00282785,45.4818,24.9584,899.830720145259
7.7,0.00294685,47.0643,25.29118,2201.35685748608
7.8,0.00309815,49.1712,25.62396,1591.74048644756
7.9,0.00328535,51.3886,25.95674,1479.82448739433
8,0.00345496,53.3697,26.28952,2139.69571870987
8.1,0.0036035,56.2973,26.6223,3166.55815234875
8.2,0.00373835,58.0915,26.95507,2617.43627703927
8.3,0.00379808,59.4283,27.28785,2458.63636802684
8.4,0.00389859,60.4661,27.62063,1435.82956850965
8.5,0.00402482,62.9033,27.95341,1417.47301220457
8.6,0.00421054,65.1735,28.28619,706.256145032436
8.7,0.00437808,66.7595,28.61897,2745.90777937917
8.8,0.00454181,68.8277,28.95175,1987.24975449625
8.9,0.00471905,72.5748,29.28453,1092.11963511404
9,0.00474957,75.9113,29.6173,1137.3506085119
9.1,0.00487941,78.7679,29.95008,2234.46725508443
9.2,0.00511583,80.2127,30.28286,1398.85155219835
9.3,0.00550471,82.8942,30.61564,2631.63599499901
9.4,0.00587645,85.3439,30.94842,2424.25220773597
9.5,0.00609163,87.4469,31.2812,1244.66709029941
9.6,0.00612085,90.9142,31.61398,2436.85335260712
9.7,0.0058569,95.2735,31.94676,1672.63168606507
9.8,0.00610312,95.9535,32.27953,3997.57112120191
9.9,0.00673316,95.2422,32.61231,1087.1612267664
10,0.00715892,100.102,32.94509,2377.89121510582
10.1,0.00735744,105.885,33.27787,960.715735082592
10.2,0.00728039,114.511,33.61065,1927.33546600802
10.3,0.00749557,117.749,33.94343,2064.16678857612
10.4,0.008107,117.583,34.27621,2142.01385968258
10.5,0.00854352,117.663,34.60899,828.789168216987
10.6,0.00882357,122.115,34.94176,978.672655838124
10.7,0.00899912,130.377,35.27454,1306.68677136845
10.8,0.00901463,132.041,35.60732,1290.66790169036
10.9,0.00870384,136.682,35.9401,1967.53193076736
11,0.00896276,147.038,36.27288,1692.81242588732
11.1,0.00995295,139.405,36.60566,2126.52510327901
11.2,0.01017,143.826,36.93844,942.941106185223
11.3,0.0101903,148.75,37.27121,1308.3406352688
11.4,0.00964663,164.333,37.60399,3230.13276814298
11.5,0.010108,157.043,37.93677,1600.37894115848
11.6,0.010735,156.297,38.26955,3972.87382527109
11.7,0.0110838,155.407,38.60233,1004.09299545461
11.8,0.0111609,171.329,38.93511,1955.5643588327
11.9,0.0113247,189.133,39.26789,1407.35052101998
12,0.0118408,171.716,39.60067,1995.32802916159
12.1,0.0114574,166.877,39.93344,2788.38438950402
12.2,0.0119238,171.746,40.26622,2039.61787255744
12.3,0.0118295,177.374,40.599,1412.50754363661
12.4,0.0121907,193.096,40.93178,2157.62483644764
12.5,0.0134198,203.056,41.26456,3311.05017191284
12.6,0.0146146,184.311,41.59734,3387.9440023207
12.7,0.014872,180.201,41.93012,1737.512249926
12.8,0.0135965,195.296,42.2629,2081.38449084539
12.9,0.0126228,225.295,42.59567,1111.78077861722
13,0.014239,225.484,42.92845,1744.5146734181
13.1,0.0152562,236.794,43.26123,2606.67168056796
13.2,0.0173711,220.745,43.59401,2486.63349051384
13.3,0.0175675,200.779,43.92679,1546.84842976902
13.4,0.0147539,220.602,44.25957,1130.93075358066
13.5,0.0118556,301.005,44.59235,2402.60574265919
13.6,0.0141822,256.566,44.92512,1374.86873752666
13.7,0.0162981,248.922,45.2579,1280.10889250295
13.8,0.018488,234.706,45.59068,1156.6216010832
13.9,0.0192147,199.689,45.92346,1508.90022547675
14,0.0150022,228.856,46.25624,1491.22616981971
14.1,0.0119183,340.112,46.58902,1262.63536203817
14.2,0.0133721,252.85,46.9218,1209.46668852117
14.3,0.0164203,273.116,47.25458,1971.8802899496
14.4,0.0185775,290.138,47.58735,1464.79670420075
14.5,0.0199974,268.981,47.92013,2158.86209397679
14.6,0.0170441,249.24,48.25291,1395.87139470688
14.7,0.0149648,275.461,48.58569,1615.62966321116
14.8,0.0117862,259.909,48.91847,1956.10680873812
14.9,0.0126923,210.278,49.25125,1643.64989123078
15,0.0164058,241.653,49.58403,1435.06134657788
15.1,0.0175822,270.836,49.91681,1607.47719119321
15.2,0.018038,278.734,50.24958,1820.98651559448
15.3,0.0163313,245.955,50.58236,1703.76920597249
15.4,0.0137693,245.382,50.91514,1107.76981046342
15.5,0.0148819,335.76,51.24792,1984.95751948951
15.6,0.0167255,290.475,51.5807,1224.39553460244
15.7,0.0185005,300.212,51.91348,2108.42811811942
15.8,0.019427,271.03,52.24626,1432.9859666498
15.9,0.0163881,248.874,52.57903,2165.42933659571
16,0.0123377,306.479,52.91181,1341.13348486465
16.1,0.0146505,274.13,53.24459,1815.33143227526
16.2,0.0161698,263.47,53.57737,1502.15060048986
16.3,0.0187412,264.524,53.91015,1655.61050831991
16.4,0.0190841,267.616,54.24293,1641.76231233192
16.5,0.0150962,265.12,54.57571,1552.5815266848
16.6,0.0131281,315.472,54.90849,1592.83559594974
16.7,0.013788,227.164,55.24126,1525.5978096255
16.8,0.0160581,246.565,55.57404,1434.11003320697
16.9,0.0179246,261.806,55.90682,1818.13918281679
17,0.0186824,254.196,56.2396,1245.75461546303
17.1,0.0163452,245.086,56.57238,1769.90624658801
17.2,0.0123136,263.038,56.90516,1443.62351823944
17.3,0.0141826,348.037,57.23794,1739.42108425296
17.4,0.0160455,245.236,57.57072,1787.77513746848
17.5,0.018475,263.607,57.90349,1730.40200002793
17.6,0.0194819,252.802,58.23627,1771.16290848317
17.7,0.0146155,265.917,58.56905,1668.28157094456
17.8,0.0124388,380.281,58.90183,2362.97937057301
17.9,0.013979,239.039,59.23461,1470.26134066588
18,0.0171024,256.597,59.56739,1922.24664302911
18.1,0.0188259,265.817,59.90017,1723.42150807546
18.2,0.0191275,255.261,60.23295,2054.79620080403
18.3,0.0150113,263.053,60.56572,1257.9630629345
18.4,0.0124056,314.915,60.8985,2468.54580448639
18.5,0.0144893,244.952,61.23128,1496.75360160447
18.6,0.0167913,253.584,61.56406,1845.82502523262
18.7,0.0188551,242.431,61.89684,1506.95199475085
18.8,0.0189464,241.955,62.22962,2109.38645880082
18.9,0.0149869,271.161,62.5624,1756.10870380489
19,0.013133,425.995,62.89517,2201.15955042387
19.1,0.0152722,250.156,63.22795,1488.32725481279
19.2,0.0180139,259.16,63.56073,1519.14770474948
19.3,0.0195265,236.549,63.89351,1747.50044453436
19.4,0.0177395,216.91,64.22629,1582.65831179011
19.5,0.0126684,301.348,64.55907,1809.04112198438
19.6,0.0143768,387.102,64.89185,1922.90649347167
19.7,0.0164419,256.901,65.22463,1689.30209951069
19.8,0.0188659,292.369,65.5574,1624.60798244749
19.9,0.0205878,255.821,65.89018,1723.75448748073
20,0.0180211,239.802,66.22296,1623.25355333429
20.1,0.0131193,278.513,66.55574,2053.08184086807
20.2,0.0137668,414.257,66.88852,1544.36392064493
20.3,0.0154398,238.111,67.2213,1485.91110526392
20.4,0.0180035,250.261,67.55408,1780.7057999856
20.5,0.0196093,254.871,67.88686,2049.86451826174
20.6,0.0172983,259.957,68.21963,2203.90888545765
20.7,0.0136091,283.761,68.55241,1931.02564819308
20.8,0.014762,460.554,68.88519,1301.33768601785
20.9,0.0152529,249.041,69.21797,1807.50481303549
21,0.019181,243.474,69.55075,1915.17062307608
21.1,0.0198803,238.828,69.88353,1661.79371780932
21.2,0.0168937,237.676,70.21631,2499.50838405557
21.3,0.0134799,338.156,70.54908,1659.84746471831
21.4,0.015967,355.004,70.88186,1657.64434689941
21.5,0.017823,277.471,71.21464,1679.64945850105
21.6,0.0199185,275.362,71.54742,2016.49977946443
21.7,0.0199151,239.344,71.8802,2153.23899226629
21.8,0.014402,252.843,72.21298,1879.56180970423
21.9,0.0126597,329.631,72.54576,1527.73267591971
22,0.0162992,428.975,72.87854,1534.74081690263
22.1,0.0188534,281.767,73.21131,1754.91990671646
22.2,0.0204279,272.829,73.54409,2676.07057006466
22.3,0.019469,257.817,73.87687,1572.5736766047
22.4,0.014462,268.17,74.20965,1528.84157645039
22.5,0.0126727,359.238,74.54243,2130.96214427931
22.6,0.0153489,252.235,74.87521,2278.89654464659
22.7,0.0184446,263.461,75.20799,2982.12056917382
22.8,0.0205665,255.024,75.54077,2111.85962488865
22.9,0.0187642,232.62,75.87354,1592.94017609593
23,0.0133726,274.066,76.20632,1556.00562899337
23.1,0.0133263,409.617,76.5391,2308.92730304459
23.2,0.0157421,274.014,76.87188,1127.83196374
23.3,0.0192396,278.603,77.20466,2369.52444702013
23.4,0.0203212,251.027,77.53744,1092.20967543002
23.5,0.0182525,244.884,77.87022,2864.33810636228
23.6,0.0131045,262.627,78.203,769.434524945663
23.7,0.01332,360.112,78.53577,3277.52320186658
23.8,0.0158069,288.898,78.86855,2386.87204897155
23.9,0.0191382,266.158,79.20133,2301.20776116912
24,0.0203274,240.168,79.53411,2617.30134521885
24.1,0.0174853,235.468,79.86689,2554.83208830739
24.2,0.0127404,288.147,80.19967,1716.87076352772
24.3,0.0143482,480.51,80.53245,1990.21131778494
24.4,0.0169143,263.993,80.86522,1895.30796931187
24.5,0.0196244,263.258,81.198,1105.36302844605
24.6,0.0198925,255.102,81.53078,7416.88608563051
24.7,0.0157479,241.271,81.86356,2145.30285668472
24.8,0.0127973,308.135,82.19634,3744.93848239096
24.9,0.0157707,369.852,82.52912,2457.38960538203
25,0.0178758,258.307,82.8619,3480.37889191931
25.1,0.019791,259.151,83.19468,2272.1720861599
25.2,0.019066,234.812,83.52745,3141.29638909779
25.3,0.0147069,256.984,83.86023,2822.43187968367
25.4,0.0134223,321.937,84.19301,2464.68128470317
25.5,0.0167295,366.178,84.52579,1546.63092320059
25.6,0.0188043,274.312,84.85857,2595.66947347034
25.7,0.0201031,242.992,85.19135,2200.63984158203
25.8,0.0178986,235.656,85.52413,3887.3859774763
25.9,0.0132041,283.875,85.85691,2474.12858386215
26,0.0140037,357.704,86.18968,2140.4311353286
26.1,0.0170635,288.287,86.52246,2238.92358620643
26.2,0.0197001,288.276,86.85524,3212.90684484087
26.3,0.0209071,255.88,87.18802,2579.96702049446
26.4,0.0160875,255.616,87.5208,2540.47086195389
26.5,0.0121214,295.348,87.85358,2018.93665274648
26.6,0.0145,431.891,88.18636,3145.80705628461
26.7,0.0179084,276.535,88.51913,2730.21873293673
26.8,0.019832,274.942,88.85191,3237.84581420233
26.9,0.0194971,255.18,89.18469,2180.77798575267
27,0.0150866,247.749,89.51747,2626.84991019782
27.1,0.0132413,276.99,89.85025,2540.72780151554
27.2,0.015354,341.421,90.18303,2760.00819400847
27.3,0.0183562,271.736,90.51581,2870.22184053451
27.4,0.0200592,271.747,90.84859,3172.92989297897
27.5,0.0191342,252.451,91.18136,2680.39723121826
27.6,0.0136129,261.118,91.51414,2651.64168585052
27.7,0.0133223,359.322,91.84692,3002.20722144864
27.8,0.0157725,242.823,92.1797,2705.29479444867
27.9,0.018768,263.749,92.51248,3029.69689473647
28,0.0199788,257.782,92.84526,2537.29799086509
28.1,0.0181413,258.007,93.17804,3066.5510340971
28.2,0.0142608,272.893,93.51082,2679.6422038371
28.3,0.0145848,339.94,93.84359,3271.45830947969
28.4,0.0170248,273.564,94.17637,2496.75082466633
28.5,0.0187187,264.482,94.50915,3352.65971573524
28.6,0.0197736,257.891,94.84193,3421.38025843104
28.7,0.0174495,255.619,95.17471,2872.78795346246
28.8,0.0137146,271.624,95.50749,3685.75810569122
28.9,0.0152266,421.117,95.84027,3071.36993227111
29,0.0174915,255.552,96.17304,3381.26434782029
29.1,0.0193409,255.776,96.50582,2623.14978681318
29.2,0.0190356,236.374,96.8386,2913.06237822508
29.3,0.0153987,266.338,97.17138,3099.14671059395
29.4,0.0138803,347.504,97.50416,3722.85911694553
29.5,0.0165621,296.599,97.83694,2490.16047847067
29.6,0.0188554,280.309,98.16972,3505.20987168073
29.7,0.0196159,251.438,98.5025,3206.01524729835
29.8,0.0178105,235.78,98.83527,3467.51787454267
29.9,0.0137928,263.393,99.16805,2651.90544542336
30,0.0143956,382.557,99.50083,3256.77316988414
30.1,0.0165561,281.427,99.83361,2772.13747749703
30.2,0.0194418,293.522,,
30.3,0.0199464,243.672,,
30.4,0.0161031,264.724,,
30.5,0.0137005,342.41,,
30.6,0.0141104,252.333,,
30.7,0.0170331,253.165,,
30.8,0.0192186,266.467,,
30.9,0.0189614,258.542,,
31,0.0153855,264.474,,
31.1,0.0136212,309.323,,
31.2,0.016419,330.571,,
31.3,0.0179507,258.517,,
31.4,0.0191755,257.802,,
31.5,0.0183222,276.805,,
31.6,0.016486,296.32,,
31.7,0.0142376,353.755,,
31.8,0.0171774,268.685,,
31.9,0.0191547,258.546,,
32,0.0193875,245.323,,
32.1,0.0159579,252.624,,
32.2,0.0136152,346.356,,
32.3,0.0148864,271.319,,
32.4,0.0182761,301.695,,
32.5,0.0201013,289.773,,
32.6,0.0196365,253.714,,
32.7,0.014204,250.349,,
32.8,0.0123663,359.288,,
32.9,0.01504,259.568,,
33,0.0185037,252.457,,
33.1,0.0199526,257.127,,
33.2,0.0186508,257.718,,
33.3,0.014734,273.652,,
33.4,0.0134313,314.29,,
33.5,0.0162748,370.38,,
33.6,0.0181722,251.159,,
33.7,0.0198225,249.562,,
33.8,0.017671,244.236,,
33.9,0.0136525,266.297,,
34,0.0140378,323.918,,
34.1,0.0170771,276.694,,
34.2,0.0187434,239.984,,
34.3,0.0196066,235.977,,
34.4,0.01654,245.697,,
34.5,0.0134746,301.041,,
34.6,0.0151615,396.068,,
34.7,0.0174021,271.218,,
34.8,0.0196279,260.69,,
34.9,0.0191734,243.686,,
35,0.0147564,256.148,,
35.1,0.0132482,333.192,,
35.2,0.016275,328.448,,
35.3,0.0183636,266.574,,
35.4,0.0197405,246.603,,
35.5,0.0178776,238.395,,
35.6,0.0144063,276.986,,
35.7,0.013528,376.877,,
35.8,0.0165281,266.538,,
35.9,0.0185513,263.945,,
36,0.0197801,261.996,,
36.1,0.0179139,234.577,,
36.2,0.0128787,297.52,,
36.3,0.0146898,471.572,,
36.4,0.0174017,283.634,,
36.5,0.0198996,289.663,,
36.6,0.0201226,232.589,,
36.7,0.0155772,245.129,,
36.8,0.0122916,291.675,,
36.9,0.0154135,317.957,,
37,0.0174194,255.048,,
37.1,0.0194424,254.292,,
37.2,0.0194581,264.399,,
37.3,0.0160185,272.514,,
37.4,0.0136308,337.469,,
37.5,0.0154211,302.126,,
37.6,0.0166548,238.141,,
37.7,0.0188251,250.872,,
37.8,0.0188212,268.262,,
37.9,0.0170803,267.199,,
38,0.014469,282.536,,
38.1,0.0160289,378.186,,
38.2,0.0178542,274.441,,
38.3,0.0192952,287.89,,
38.4,0.018763,262.573,,
38.5,0.0148378,264.937,,
38.6,0.0147094,367.027,,
38.7,0.0159135,253.618,,
38.8,0.0188731,279.566,,
38.9,0.0197972,263.653,,
39,0.0175582,236.402,,
39.1,0.0131689,273.401,,
39.2,0.0139609,396.875,,
39.3,0.0170083,283.38,,
39.4,0.0191353,291.904,,
39.5,0.0197029,262.304,,
39.6,0.0172123,262.464,,
39.7,0.0131104,303.203,,
39.8,0.0139325,373.698,,
39.9,0.0167298,267.783,,
40,0.0198717,275.771,,
40.1,0.0204696,244.408,,
40.2,0.015529,238.213,,
40.3,0.0123954,343.643,,
40.4,0.0150318,274.735,,
40.5,0.0180697,279.391,,
40.6,0.0202758,263.685,,
40.7,0.0189514,237.508,,
40.8,0.0133801,257.766,,
40.9,0.0132686,380.833,,
41,0.0151684,252.725,,
41.1,0.0183544,266.142,,
41.2,0.0198125,277.437,,
41.3,0.0190903,279.529,,
41.4,0.0143656,273.087,,
41.5,0.0142378,345.527,,
41.6,0.0150911,248.889,,
41.7,0.0184671,255.858,,
41.8,0.0203364,264.128,,
41.9,0.0189488,242.886,,
42,0.0141882,264.496,,
42.1,0.0135671,404.814,,
42.2,0.0159948,244.279,,
42.3,0.0189104,257.391,,
42.4,0.0202263,250.411,,
42.5,0.0181199,252.505,,
42.6,0.013694,269.1,,
42.7,0.0141095,364.511,,
42.8,0.0163197,243.201,,
42.9,0.0185332,246.87,,
43,0.0193499,263.67,,
43.1,0.0172099,275.01,,
43.2,0.0141728,295.42,,
43.3,0.015134,332.571,,
43.4,0.0182228,267.815,,
43.5,0.0193173,249.56,,
43.6,0.0191614,245.666,,
43.7,0.0148437,255.281,,
43.8,0.0139283,367.691,,
43.9,0.0162067,284.769,,
44,0.0190538,284.116,,
44.1,0.020109,254.161,,
44.2,0.0178036,237.176,,
44.3,0.0137156,267.512,,
44.4,0.0142073,407.61,,
44.5,0.017158,295.206,,
44.6,0.0195481,277.853,,
44.7,0.0201265,273.143,,
44.8,0.0173194,272.337,,
44.9,0.013358,285.837,,
45,0.0145596,368.979,,
45.1,0.0174475,256.968,,
45.2,0.0195899,264.476,,
45.3,0.0197113,249.874,,
45.4,0.0165818,258.352,,
45.5,0.0133354,278.623,,
45.6,0.0156425,359.614,,
45.7,0.0180494,263.257,,
45.8,0.0197929,265.912,,
45.9,0.0192886,254.987,,
46,0.0150799,263.122,,
46.1,0.0137213,331.443,,
46.2,0.0169518,303.709,,
46.3,0.0188539,282.125,,
46.4,0.020604,257.784,,
46.5,0.0178686,240.896,,
46.6,0.0130332,305.649,,
46.7,0.0148454,392.604,,
46.8,0.0169568,269.905,,
46.9,0.0197527,286.499,,
47,0.0205651,256.648,,
47.1,0.0170267,260.444,,
47.2,0.0131996,282.621,,
47.3,0.0149202,372.969,,
47.4,0.0173126,263.62,,
47.5,0.0190474,253.901,,
47.6,0.0193799,278.218,,
47.7,0.0169374,294.232,,
47.8,0.015236,293.84,,
47.9,0.0161705,361.864,,
48,0.0184041,249.602,,
48.1,0.0191133,240.375,,
48.2,0.0175821,243.21,,
48.3,0.0151645,309.051,,
48.4,0.0162898,332.952,,
48.5,0.0181204,284.201,,
48.6,0.0194603,280.49,,
48.7,0.0191855,241.147,,
48.8,0.0150629,266.023,,
48.9,0.0143626,380.187,,
49,0.0165019,269.608,,
49.1,0.0185131,275.978,,
49.2,0.0198517,256.505,,
49.3,0.0189828,245.067,,
49.4,0.013499,280.417,,
49.5,0.0144995,392.313,,
49.6,0.016858,277.998,,
49.7,0.0192528,280.227,,
49.8,0.0196181,250.729,,
49.9,0.0170174,262.246,,
50,0.0143651,281.224,,
,,0.0311009,,
,,0.0898666,,
,,0.162478,,
,,0.243284,,
,,0.330693,,
,,0.423212,,
,,0.518463,,
,,0.615993,,
,,0.715868,,
,,0.817877,,
,,0.921764,,
,,1.02713,,
,,1.1354,,
,,1.24967,,
,,1.37214,,
,,1.51408,,
,,1.69061,,
,,1.91354,,
,,2.18774,,
,,2.51645,,
,,2.901,,
,,3.29374,,
,,3.65548,,
,,4.07108,,
,,4.66429,,
,,5.45224,,
,,6.39179,,
,,7.39551,,
,,8.40976,,
,,9.39476,,
,,10.3822,,
,,11.3398,,
,,12.2502,,
,,13.0265,,
,,13.7326,,
,,14.4231,,
,,15.1188,,
,,15.6677,,
,,16.0716,,
,,16.3963,,
,,16.598,,
,,16.7443,,
,,16.7475,,
,,16.559,,
,,16.2632,,
,,16.0396,,
,,15.9794,,
,,16.0947,,
,,16.3353,,
,,16.7705,,
,,17.4104,,
,,18.2162,,
,,19.1179,,
,,19.9135,,
,,20.4516,,
,,20.9182,,
,,21.3907,,
,,22.0586,,
,,22.7613,,
,,23.8114,,
,,25.1583,,
,,26.5479,,
,,27.7783,,
,,28.9579,,
,,29.9408,,
,,30.9993,,
,,32.0587,,
,,33.2412,,
,,34.3939,,
,,35.8537,,
,,37.2207,,
,,38.4478,,
,,39.6177,,
,,41.4622,,
,,43.8047,,
,,45.4818,,
,,47.0643,,
,,49.1712,,
,,51.3886,,
,,53.3697,,
,,56.2973,,
,,58.0915,,
,,59.4283,,
,,60.4661,,
,,62.9033,,
,,65.1735,,
,,66.7595,,
,,68.8277,,
,,72.5748,,
,,75.9113,,
,,78.7679,,
,,80.2127,,
,,82.8942,,
,,85.3439,,
,,87.4469,,
,,90.9142,,
,,95.2735,,
,,95.9535,,
,,95.2422,,
,,100.102,,
,,105.885,,
,,114.511,,
,,117.749,,
,,117.583,,
,,117.663,,
,,122.115,,
,,130.377,,
,,132.041,,
,,136.682,,
,,147.038,,
,,139.405,,
,,143.826,,
,,148.75,,
,,164.333,,
,,157.043,,
,,156.297,,
,,155.407,,
,,171.329,,
,,189.133,,
,,171.716,,
,,166.877,,
,,171.746,,
,,177.374,,
,,193.096,,
,,203.056,,
,,184.311,,
,,180.201,,
,,195.296,,
,,225.295,,
,,225.484,,
,,236.794,,
,,220.745,,
,,200.779,,
,,220.602,,
,,301.005,,
,,256.566,,
,,248.922,,
,,234.706,,
,,199.689,,
,,228.856,,
,,340.112,,
,,252.85,,
,,273.116,,
,,290.138,,
,,268.981,,
,,249.24,,
,,275.461,,
,,259.909,,
,,210.278,,
,,241.653,,
,,270.836,,
,,278.734,,
,,245.955,,
,,245.382,,
,,335.76,,
,,290.475,,
,,300.212,,
,,271.03,,
,,248.874,,
,,306.479,,
,,274.13,,
,,263.47,,
,,264.524,,
,,267.616,,
,,265.12,,
,,315.472,,
,,227.164,,
,,246.565,,
,,261.806,,
,,254.196,,
,,245.086,,
,,263.038,,
,,348.037,,
,,245.236,,
,,263.607,,
,,252.802,,
,,265.917,,
,,380.281,,
,,239.039,,
,,256.597,,
,,265.817,,
,,255.261,,
,,263.053,,
,,314.915,,
,,244.952,,
,,253.584,,
,,242.431,,
,,241.955,,
,,271.161,,
,,425.995,,
,,250.156,,
,,259.16,,
,,236.549,,
,,216.91,,
,,301.348,,
,,387.102,,
,,256.901,,
,,292.369,,
,,255.821,,
,,239.802,,
,,278.513,,
,,414.257,,
,,238.111,,
,,250.261,,
,,254.871,,
,,259.957,,
,,283.761,,
,,460.554,,
,,249.041,,
,,243.474,,
,,238.828,,
,,237.676,,
,,338.156,,
,,355.004,,
,,277.471,,
,,275.362,,
,,239.344,,
,,252.843,,
,,329.631,,
,,428.975,,
,,281.767,,
,,272.829,,
,,257.817,,
,,268.17,,
,,359.238,,
,,252.235,,
,,263.461,,
,,255.024,,
,,232.62,,
,,274.066,,
,,409.617,,
,,274.014,,
,,278.603,,
,,251.027,,
,,244.884,,
,,262.627,,
,,360.112,,
,,288.898,,
,,266.158,,
,,240.168,,
,,235.468,,
,,288.147,,
,,480.51,,
,,263.993,,
,,263.258,,
,,255.102,,
,,241.271,,
,,308.135,,
,,369.852,,
,,258.307,,
,,259.151,,
,,234.812,,
,,256.984,,
,,321.937,,
,,366.178,,
,,274.312,,
,,242.992,,
,,235.656,,
,,283.875,,
,,357.704,,
,,288.287,,
,,288.276,,
,,255.88,,
,,255.616,,
,,295.348,,
,,431.891,,
,,276.535,,
,,274.942,,
,,255.18,,
,,247.749,,
,,276.99,,
,,341.421,,
,,271.736,,
,,271.747,,
,,252.451,,
,,261.118,,
,,359.322,,
,,242.823,,
,,263.749,,
,,257.782,,
,,258.007,,
,,272.893,,
,,339.94,,
,,273.564,,
,,264.482,,
,,257.891,,
,,255.619,,
,,271.624,,
,,421.117,,
,,255.552,,
,,255.776,,
,,236.374,,
,,266.338,,
,,347.504,,
,,296.599,,
,,280.309,,
,,251.438,,
,,235.78,,
,,263.393,,
,,382.557,,
,,281.427,,
,,293.522,,
,,243.672,,
,,264.724,,
,,342.41,,
,,252.333,,
,,253.165,,
,,266.467,,
,,258.542,,
,,264.474,,
,,309.323,,
,,330.571,,
,,258.517,,
,,257.802,,
,,276.805,,
,,296.32,,
,,353.755,,
,,268.685,,
,,258.546,,
,,245.323,,
,,252.624,,
,,346.356,,
