cm,K,K,cm,K,K,K,K,K,K,K,K,K,K
55,1209.3,417.049157773997,12.5,1074.4,409.646188801995,744.15,341.804037424955,597.99,262.234627766815,514.34,202.071769428587,464.38,149.207908637579
57.2,1190.4,421.80564244685,13,1048.1,410.71888196186,730.29,335.678417536785,588.07,253.864136892157,508.63,196.499363866655,461.23,146.136922097053
59.4,1171.6,426.204176422522,13.5,1021.8,411.788780808803,716.42,329.423739278152,578.82,246.908890078911,503.18,191.251143787429,458.08,143.275957508579
61.6,1152.8,430.360314155476,14,995.43,412.85590706686,703.73,324.561242294886,569.57,239.754040633312,497.73,185.85209172888,454.93,140.356688476182
63.8,1134.1,434.165866921848,14.5,969.32,413.037528561268,691.13,319.71862629506,560.34,232.411273392665,492.44,180.6682041755,451.79,137.375398088595
66,1115.5,437.744217551757,15,943.31,412.746895809042,678.52,314.804701362607,552,226.825924444275,487.4,175.906225017763,448.65,134.554821541259
68.2,1096.7,440.908153700972,15.5,917.31,412.456058265605,666.44,309.730528040101,543.65,221.09726366466,482.36,171.011695506477,445.51,131.745967680229
70.4,1077.8,443.587646356388,16,891.9,411.873767069475,654.68,304.520935240912,535.31,215.216170396186,477.38,166.177615821145,442.37,128.872029548696
72.6,1058.6,445.926002830066,16.5,868.64,410.280391927277,642.92,299.222325370284,527.64,210.173737655303,472.63,161.888850758784,439.3,126.138812425042
74.8,1039.3,447.850421457879,17,845.37,408.6685698705,631.14,293.681800593772,520.13,205.234012775661,467.87,157.483332451406,436.28,123.519229272207
77,1020.1,449.321711026743,17.5,822.11,407.050365434058,619.31,287.704709728569,512.62,200.169927811347,463.14,153.009803607481,433.27,120.838735511424
79.2,1001.2,450.277692096777,18,802.14,404.549131750397,607.47,281.602556806574,505.58,195.320249846246,458.73,149.234714460142,430.32,118.249735729092
81.4,982.97,450.577407334189,18.5,783.01,401.808412057289,595.64,275.36521203667,498.82,190.562325762465,454.32,145.361618042728,427.52,115.896505555603
83.6,965.4,450.333209967908,19,763.87,399.048869187722,583.96,268.942373009535,492.06,185.679831968903,449.91,141.378923464567,424.71,113.494493258484
85.8,948.48,449.644303866957,19.5,746.28,396.270109899801,572.29,262.364250613532,485.68,181.069047603394,445.96,138.039849318956,421.94,111.094554321983
88,932.27,448.486343158853,20,731.21,393.459019467085,560.61,255.61494479001,479.81,176.895449347913,442.07,134.707089642676,419.4,109.050447041725
90.2,916.63,446.911624373321,20.5,716.14,390.627699990669,549.49,249.19069003476,473.94,172.62386856979,438.17,131.289755883694,416.87,106.967284718273
92.4,901.54,444.960672419485,21,701.07,387.76281410161,538.63,242.833276138177,467.98,168.252786009623,433.72,127.530388535439,414.33,104.847508315649
94.6,886.96,442.628512411932,21.5,689.12,385.05843712351,527.77,236.304887803871,461.66,163.80170939279,429.06,123.567795157153,411.48,102.532921542303
96.8,872.9,439.897715383929,22,677.33,382.321853939845,517.04,229.734629518495,455.34,159.229394271284,424.65,119.866592510174,408.59,100.13990213696
99,859.16,436.909601634022,22.5,665.55,379.578713839435,506.54,223.242021134015,449.57,155.016128193166,420.54,116.524675498368,405.77,97.820754444034
101.2,845.68,433.739553188316,23,654.84,376.563407675255,496.04,216.554842938227,443.95,150.821086058946,416.48,113.212190156361,403.09,95.6692218009533
103.4,832.34,430.348695827,23.5,645.29,373.22915213043,486.22,210.023808174216,438.35,146.611732136279,412.64,110.349444946497,400.4,93.4681764024526
105.6,819.08,426.837205501114,24,635.75,369.878358382861,477.57,203.943619659944,432.77,142.471049690806,408.8,107.40577265678,397.81,91.5193968511594
107.8,806,423.143001832714,24.5,626.2,366.496930410065,468.93,197.673974007708,427.19,138.206367436526,405.22,104.952370149511,395.23,89.5862712696538
110,793.2,419.201622134266,25,617.59,362.229209203234,460.78,191.616805108529,421.9,134.279559129452,401.66,102.479266195655,392.7,87.7371073149782
112.2,780.78,414.849370253831,25.5,609.04,357.86869100272,453.43,186.051068258153,416.62,130.25743740762,398.3,100.284595028349,390.28,86.1202647464579
114.4,768.72,410.146315355874,26,600.49,353.440235400555,446.08,180.313615681124,411.44,126.328935719415,395.05,98.2176155279693,387.86,84.4718888151555
116.6,757.07,405.253007391679,26.5,592.15,349.213401804684,439.11,174.879958828906,406.34,122.482651832821,391.88,96.2221388247008,385.55,83.0379431344491
118.8,745.89,400.174961735489,27,584.11,345.340411767867,432.72,170.032349863195,401.26,118.574870862253,388.85,94.368956760155,383.28,81.6400636942427
121,734.77,394.512357220911,27.5,576.08,341.423490697404,426.33,165.042418789837,396.3,115.043470045023,385.82,92.4845933115349,381.04,80.2477414012382
123.2,723.69,388.329756778952,28,568.04,337.461108870341,420.28,160.281003241183,391.33,111.400179533069,382.89,90.6018763602609,378.85,78.9056398491261
125.4,712.93,381.850756186236,28.5,560.49,334.095794645787,414.7,155.929471236197,386.67,108.138799697426,379.96,88.6797609378825,376.66,77.5409569195532
127.6,702.41,375.059995200768,29,553.02,330.802055616346,409.12,151.452962995116,382.15,105,377.07,86.6816012773184,374.5,76.1314652426971
129.8,692.09,368.008152083619,29.5,545.55,327.475189899937,403.69,146.965982458527,377.78,101.921538449927,374.19,84.6303727984227,372.36,74.689356671483
132,681.84,360.624458405139,30,537.87,323.712835704734,398.45,142.506140218589,373.83,99.1619886851812,371.37,82.5493791618084,370.22,73.213386754063
134.2,671.63,352.973086792747,30.5,529.7,318.967082941171,393.22,137.902139214734,369.88,96.3254898767715,368.57,80.4288505450625,368.13,71.6875163469903
136.4,661.5,345.137653697767,31,521.52,314.154420627818,388.05,133.382907450693,366.34,93.5777751391857,365.83,78.2572680330715,366.04,70.128453569147
138.6,651.49,337.120156620751,31.5,513.34,309.266875044839,382.96,129.007751705082,362.86,90.7788521628248,363.2,76.0361756008283,363.99,68.513502318886
140.8,641.8,329.195990255046,32,503.97,302.858052559281,377.86,124.47891387701,359.53,87.9340662087225,360.58,73.7488982968559,361.95,66.8505796534331
143,632.38,321.263132027315,32.5,494.23,295.844553777824,373.07,120.361954121724,356.39,85.0541004302556,358.09,71.412883991616,359.93,65.1621055522303
145.2,623.29,313.336879412558,33,484.48,288.660700477221,368.6,116.777566338745,353.25,82.0767933096804,355.6,68.9978260527098,357.95,63.4964565940494
147.4,614.56,305.533958832729,33.5,474.79,281.199217637603,364.14,113.079617968934,350.45,79.3441869326292,353.23,66.6055553238617,355.97,61.7859207263273
149.6,605.93,297.625603737313,34,465.29,273.184919056671,359.95,109.471457467232,347.65,76.5140509971861,350.88,64.1537216379533,354.06,60.2129554165879
151.8,597.78,290.086194087206,34.5,455.78,264.928292184885,356.07,105.966975987805,345.03,73.8457852554904,348.64,61.7454451761424,352.18,58.6890108964191
154,589.7,282.421670556634,35,446.28,256.405928168598,352.19,102.342562016006,342.53,71.2741187248218,346.5,59.3708682772957,350.32,57.1611756352159
156.2,582.29,275.176307119636,35.5,437.29,247.699414613761,348.59,98.7760092330116,340.06,68.6731388535576,344.42,56.9903500603392,348.57,55.8005376318186
158.4,574.91,267.77229132231,36,428.55,238.732067389364,345.26,95.2738159202202,337.75,66.3181724718045,342.51,54.785947103249,346.81,54.4049630089021
160.6,568.24,260.883115590105,36.5,419.81,229.412292608744,341.93,91.6378742660479,335.44,63.8756604662527,340.6,52.489046476384,345.16,53.0782441307171
162.8,561.58,253.808983292554,37,411.1,219.76123407007,338.95,88.3306288894175,333.35,61.6846820531645,338.15,49.6497734133803,343.56,51.7803051362195
165,555.39,247.214481776453,37.5,402.62,210.116634277251,336.28,85.3422521380822,331.34,59.534023885506,335.78,46.7771311647048,342,50.4668207835604
167.2,549.29,240.574312843246,38,394.13,200.00749985938,333.61,82.2453646110223,329.14,57.0070171119311,334.33,45.2448892141422,340.64,49.2645917470144
169.4,543.45,234.130305599254,38.5,385.65,189.356806056714,331.08,79.096776166921,326.54,53.7224347921797,332.87,43.6589051626355,339.29,48.0333217672898
171.6,537.91,227.953942716506,39,377.62,179.195424048718,328.68,75.8788508083774,324.48,50.965674723288,331.42,42.0130931972403,337.63,46.3907318329858
173.8,532.37,221.605505346776,39.5,369.91,169.266062753288,326.28,72.518273559152,323.04,48.9775458756357,329.97,40.3360880601974,335.77,44.4150875266502
176,527.39,215.893492259494,40,362.21,158.713578499132,323.97,69.0028984898461,321.61,46.9041575982343,328.6,39.0358809302416,334.46,43.047648019375
178.2,522.45,210.090456708533,40.5,354.56,147.516100816148,321.73,65.3062018494415,320.18,44.73589163077,327.22,37.6908476954287,333.34,41.8891394039076
180.4,517.66,204.352636391117,41,348.21,138.094170767632,319.5,61.3872951024884,318.86,42.7971961698427,325.85,36.2960052898387,332.22,40.69766578073
182.6,513.39,199.276190248609,41.5,341.86,127.97656035384,317.59,57.8791845139511,317.67,41.1144743369048,324.47,34.8453727200614,331.1,39.4702419551743
184.8,509.12,194.064422293217,42,335.5,116.987178784686,315.92,54.6644308485875,316.47,39.3598780485916,323.17,33.4723766709208,329.98,38.380984875326
187,505.03,189.010581714358,42.5,330.02,106.686456497533,314.25,51.2493902402751,315.28,37.524658559406,322.05,32.4468796650772,328.85,37.2987935461725
189.2,501.31,184.420714671644,43,325.42,97.3087868591527,312.37,47.2514550040525,314.09,35.593538739496,320.94,31.389807262868,327.73,36.184250717681
191.4,497.59,179.713661139046,43.5,320.82,86.9264056544385,310.35,42.6298017823213,313.13,34.0910545451442,319.83,30.2952141434914,326.61,35.0328417345781
193.6,493.96,175.085693304736,44,316.21,75.1225665163272,309.3,40.1659059402374,312.25,32.6925067867241,318.71,29.1595610392201,325.5,33.8821486921948
195.8,490.58,170.868370390778,44.5,313.4,67.4180984602799,308.44,38.1038055842195,311.37,31.2325151084571,317.6,27.9778483804599,324.49,32.956031314465
198,487.19,166.541286172528,45,310.67,59.0491320850696,307.58,35.9221380210032,310.49,29.7005050462109,316.63,26.9938881971457,323.48,32.0015624618549
200.2,483.82,162.132661731065,45.5,307.94,49.2798133113347,306.75,33.70904923014,309.61,28.0850494035528,315.83,26.2436659024611,322.48,31.0178980590239
202.4,480.75,158.300347441185,46,305.87,40.6915224586154,306.19,32.3666495022268,308.74,26.417986297218,315.02,25.4713564617199,321.47,30.0021665884316
204.6,477.68,154.369686143362,46.5,304.73,35.9861084308932,305.63,30.9643343219259,308.14,25.2873486154638,314.21,24.675088652323,320.47,28.9509930745044
206.8,474.61,150.336289697465,47,303.59,30.564358327961,305.07,29.4961014373086,307.53,24.1039415863879,313.4,23.8520439375748,319.57,28.0469249651366
209,471.71,146.652650845459,47.5,302.45,23.9457720694072,304.51,27.9506708327367,306.92,22.8593525717593,312.59,22.9995652132818,318.77,27.3067757159281
211.2,468.9,143.146777819132,48,301.63,18.8233897053639,304.11,26.7164743182928,306.31,21.5427481998003,311.78,22.1142488002645,317.98,26.5458094621354
213.4,466.09,139.556440195356,48.5,300.98,13.8607359111989,303.81,25.6733324677573,305.71,20.1405064484486,311.12,21.4385167397374,317.18,25.7625697476009
215.6,463.29,135.893340528519,49,300.82,12.6688594593199,303.51,24.5857682409967,305.1,18.633035179487,310.5,20.804086137103,316.39,24.9545587017683
217.8,460.67,132.819426289982,49.5,300.66,11.3525327570547,303.21,23.4478143970819,304.61,17.4338750712514,309.88,20.1496898239154,315.6,24.1197014906901
220,458.05,129.668808894044,50,300.5,9.86159216354033,302.91,22.2519662052593,304.24,16.6385095486345,309.25,19.4733150747375,314.8,23.2546769489494
