s,kg/m2/s,Kw,Hz,m2/s2/Hz2
12.8,0.0156021,21.4265,84.38538,2951.7923246199
12.9,0.0152037,23.2057,85.04983,2961.25119975832
13,0.0146076,22.3396,85.71429,2722.68428829936
13.1,0.0148255,21.3769,86.37874,2764.34169271285
13.2,0.0152546,21.0725,87.04319,2678.61067489737
13.3,0.0148433,21.8703,87.70764,2795.05115366596
13.4,0.0141811,21.0253,88.37209,3069.30307731521
13.5,0.0142503,20.7368,89.03654,2963.03703604033
13.6,0.0147431,20.197,89.701,2800.57245805056
13.7,0.0148727,21.3833,90.36545,2922.80302303701
13.8,0.0150228,21.7976,91.0299,3024.09014357211
13.9,0.0152796,23.213,91.69435,3471.11969712787
14,0.015463,23.2107,92.3588,3269.73014864559
14.1,0.0150562,23.0346,93.02326,3528.9264528393
14.2,0.0153665,22.9323,93.68771,3461.03076796957
14.3,0.0155794,22.3855,94.35216,3535.22728673301
14.4,0.0151696,22.4533,95.01661,3458.84176190452
14.5,0.0146225,21.7461,95.68106,3430.96504252884
14.6,0.0145977,22.4691,96.34551,3368.31627516798
14.7,0.0156047,21.3676,97.00997,3447.76262066824
14.8,0.0156456,22.3915,97.67442,3299.57328560657
14.9,0.0153012,23.3092,98.33887,3614.88467757193
15,0.0156671,21.1816,99.00332,3607.98224756966
15.1,0.0155049,21.0225,99.66777,3656.56301701411
15.2,0.0148035,21.9605,,
15.3,0.0147904,21.7449,,
15.4,0.0152698,23.2489,,
15.5,0.0159645,22.138,,
15.6,0.0150203,22.4321,,
15.7,0.0147701,21.9105,,
15.8,0.01479,20.4045,,
15.9,0.0149583,22.9133,,
16,0.0155284,23.0868,,
16.1,0.0155856,23.612,,
16.2,0.0146356,22.5475,,
16.3,0.0146391,21.4073,,
16.4,0.0143721,19.9735,,
16.5,0.0146249,20.5331,,
16.6,0.0148986,21.3938,,
16.7,0.0147854,22.5013,,
16.8,0.0154791,21.2523,,
16.9,0.0148477,22.972,,
17,0.0145154,22.9041,,
17.1,0.0152593,21.3832,,
17.2,0.0156402,21.5492,,
17.3,0.0142582,25.9619,,
17.4,0.0144562,21.6946,,
17.5,0.0149232,19.7489,,
17.6,0.01516,20.8567,,
17.7,0.01459,22.3695,,
17.8,0.0147005,23.2356,,
17.9,0.0146057,20.5379,,
18,0.0145753,22.5999,,
18.1,0.0146243,21.1683,,
18.2,0.0146144,22.2828,,
18.3,0.0145648,22.6864,,
18.4,0.0150945,21.87,,
18.5,0.0159504,22.0394,,
18.6,0.014103,22.1783,,
18.7,0.0141764,20.3903,,
18.8,0.0142342,19.8637,,
18.9,0.0142226,22.2162,,
19,0.0143675,21.3145,,
19.1,0.0145,21.8472,,
19.2,0.0146772,21.3451,,
19.3,0.0151322,23.198,,
19.4,0.0151646,22.4481,,
19.5,0.0149,21.9425,,
19.6,0.0150634,24.4161,,
19.7,0.0151625,20.5927,,
19.8,0.0145965,20.8837,,
19.9,0.0143661,22.9278,,
20,0.0151829,21.4948,,
20.1,0.0146729,23.5388,,
20.2,0.0148665,22.4549,,
20.3,0.0151351,21.0472,,
20.4,0.0149346,20.3865,,
20.5,0.0140834,21.2183,,
20.6,0.0140936,21.479,,
20.7,0.0148448,21.0955,,
20.8,0.0152857,22.3656,,
20.9,0.0148506,23.2093,,
21,0.0150788,22.1356,,
21.1,0.015439,21.1949,,
21.2,0.015202,23.3575,,
21.3,0.0149804,22.7709,,
21.4,0.0150995,21.5775,,
21.5,0.0146393,20.8667,,
21.6,0.0146378,22.1629,,
21.7,0.0151678,23.1709,,
21.8,0.0151261,23.3919,,
21.9,0.0154142,20.0153,,
22,0.0150611,21.4599,,
22.1,0.014738,22.0698,,
22.2,0.0148871,22.0737,,
22.3,0.0152386,23.0876,,
22.4,0.015632,22.1889,,
22.5,0.0144704,23.8466,,
22.6,0.0145375,22.5924,,
22.7,0.0160671,20.4212,,
22.8,0.0156837,21.7783,,
22.9,0.0142864,23.0546,,
23,0.0141687,20.8337,,
23.1,0.0148787,22.6236,,
23.2,0.0154242,24.2236,,
23.3,0.0154873,22.4358,,
23.4,0.0152729,22.1563,,
23.5,0.0143222,22.7724,,
23.6,0.0143288,21.0461,,
23.7,0.0153944,21.5366,,
23.8,0.015366,22.6263,,
23.9,0.0146785,22.1742,,
24,0.0148596,20.7529,,
24.1,0.0155872,21.0738,,
24.2,0.015274,22.9228,,
24.3,0.0144465,23.6,,
24.4,0.0148607,21.6292,,
24.5,0.0154003,21.0791,,
24.6,0.0151399,23.8229,,
24.7,0.0143859,22.0239,,
24.8,0.015117,22.3002,,
24.9,0.0157904,23.7641,,
25,0.0153137,22.7582,,
25.1,0.0142108,22.7557,,
25.2,0.0143758,21.3524,,
25.3,0.0149959,22.3682,,
25.4,0.0153703,20.9339,,
25.5,0.0142609,21.478,,
25.6,0.0141358,20.8375,,
25.7,0.0149037,21.2803,,
25.8,0.0152355,22.0299,,
25.9,0.0150066,23.3864,,
26,0.0152199,22.902,,
26.1,0.0153149,21.7901,,
26.2,0.0151541,22.2961,,
26.3,0.0147297,22.7976,,
26.4,0.014509,21.9667,,
26.5,0.0150957,22.2351,,
26.6,0.0156273,21.8267,,
26.7,0.0149031,22.2873,,
26.8,0.0145507,22.6485,,
26.9,0.0150988,21.4593,,
27,0.0147502,24.3946,,
27.1,0.0149548,24.0393,,
27.2,0.0158961,20.7411,,
27.3,0.0146096,21.9584,,
27.4,0.0144411,22.7905,,
27.5,0.0153247,21.0092,,
27.6,0.0157561,22.7766,,
27.7,0.0149755,22.1991,,
27.8,0.0151464,21.69,,
27.9,0.0153586,23.3133,,
28,0.0159412,23.5251,,
28.1,0.0153689,22.2022,,
28.2,0.0144515,22.1307,,
28.3,0.0144007,20.5291,,
28.4,0.0149557,22.1838,,
28.5,0.0154858,21.5412,,
28.6,0.0150845,20.8095,,
28.7,0.0139228,20.8716,,
28.8,0.014045,20.921,,
28.9,0.0152951,21.7405,,
29,0.0152764,22.4293,,
29.1,0.0145885,23.3868,,
29.2,0.0143612,22.325,,
29.3,0.0146043,22.2693,,
29.4,0.0151425,22.6095,,
29.5,0.0157448,19.6838,,
29.6,0.0140869,21.0768,,
29.7,0.0134558,22.0408,,
29.8,0.0145481,20.1459,,
29.9,0.015237,21.3715,,
30,0.0154184,21.9356,,
30.1,0.0150531,22.7194,,
30.2,0.0142661,22.7207,,
30.3,0.0145586,22.1149,,
30.4,0.0155171,22.3391,,
30.5,0.0156183,20.7146,,
30.6,0.0138754,22.7111,,
30.7,0.0142955,21.9342,,
30.8,0.015144,22.4057,,
30.9,0.0154008,22.2714,,
31,0.0152309,21.6644,,
31.1,0.0147981,21.2044,,
31.2,0.0147445,22.605,,
31.3,0.0144978,22.8393,,
31.4,0.0149226,22.5543,,
31.5,0.0154326,22.1193,,
31.6,0.0150441,24.2451,,
31.7,0.0146154,22.2392,,
31.8,0.0150469,21.0302,,
31.9,0.0150249,21.3949,,
32,0.0151834,22.244,,
32.1,0.0146671,21.6235,,
32.2,0.0148723,21.0796,,
32.3,0.0151876,21.3854,,
32.4,0.014999,23.7496,,
32.5,0.0145372,22.8619,,
32.6,0.0149031,21.1754,,
32.7,0.015298,21.9703,,
32.8,0.0147918,22.9117,,
32.9,0.0145056,21.8037,,
33,0.0148711,19.8462,,
33.1,0.0151051,21.9666,,
33.2,0.0153845,23.3046,,
33.3,0.0161269,23.303,,
33.4,0.0153582,23.4521,,
33.5,0.0151612,22.0028,,
33.6,0.0150029,20.9065,,
33.7,0.0147553,23.1678,,
33.8,0.0148437,23.3109,,
33.9,0.015297,21.4473,,
34,0.0144351,21.8782,,
34.1,0.0143885,20.7666,,
34.2,0.0145872,21.9035,,
34.3,0.0150575,22.7116,,
34.4,0.0152757,21.6908,,
34.5,0.0148952,22.3931,,
34.6,0.0143518,22.4025,,
34.7,0.0145694,21.8727,,
34.8,0.0158702,21.4741,,
34.9,0.0148967,21.3745,,
35,0.0142127,22.7343,,
35.1,0.0148348,21.1093,,
35.2,0.0153319,23.7952,,
35.3,0.0157218,23.1391,,
35.4,0.0151815,23.0982,,
35.5,0.014836,21.5367,,
35.6,0.014233,22.2871,,
35.7,0.0146966,20.6611,,
35.8,0.0155055,22.2392,,
35.9,0.0156447,22.1219,,
36,0.0148374,23.2181,,
36.1,0.0144325,20.5945,,
36.2,0.0147109,20.8708,,
36.3,0.0144013,22.4682,,
36.4,0.0151831,21.7294,,
36.5,0.0152008,21.4396,,
36.6,0.0145634,23.0792,,
36.7,0.0141875,21.7164,,
36.8,0.0147625,21.1205,,
36.9,0.0144384,21.5664,,
37,0.0144124,22.1545,,
37.1,0.0146116,20.2839,,
37.2,0.0149325,22.1544,,
37.3,0.0147891,22.7746,,
37.4,0.0150537,22.4865,,
37.5,0.0154026,22.3938,,
37.6,0.0149383,22.5659,,
37.7,0.0143001,21.1702,,
37.8,0.014449,21.1855,,
37.9,0.0142311,20.5634,,
38,0.0142234,22.4864,,
38.1,0.0149733,22.7068,,
38.2,0.0158027,22.9406,,
38.3,0.0152295,22.2361,,
38.4,0.0145656,22.0344,,
38.5,0.0144561,22.0951,,
38.6,0.0151319,21.6498,,
38.7,0.015695,23.0394,,
38.8,0.0156518,21.4852,,
38.9,0.0145041,21.5161,,
39,0.01375,21.9887,,
39.1,0.0150092,21.8861,,
39.2,0.015241,23.0237,,
39.3,0.0152111,22.2567,,
39.4,0.0139562,21.2692,,
39.5,0.0138756,21.9753,,
39.6,0.0145527,22.4687,,
39.7,0.0157158,20.4188,,
39.8,0.0152938,21.125,,
39.9,0.0144433,23.1677,,
40,0.0146768,22.1561,,
40.1,0.0154051,21.1509,,
40.2,0.0153215,21.1691,,
40.3,0.0141595,22.6915,,
40.4,0.0140617,22.3387,,
40.5,0.0141711,22.9828,,
40.6,0.01488,20.3216,,
40.7,0.0152047,21.4479,,
40.8,0.0146367,21.5668,,
40.9,0.0147454,22.0253,,
41,0.0154795,23.1549,,
41.1,0.0156276,22.444,,
41.2,0.0148743,21.018,,
41.3,0.0139941,23.3314,,
41.4,0.0151486,21.4667,,
41.5,0.0161021,22.9164,,
41.6,0.0156048,21.9966,,
41.7,0.0140791,22.6651,,
41.8,0.014206,19.671,,
41.9,0.014872,22.5675,,
42,0.0154219,23.628,,
42.1,0.0157915,22.6926,,
42.2,0.0148062,22.5751,,
42.3,0.0143658,22.2,,
42.4,0.0151546,21.8664,,
42.5,0.0155778,21.01,,
42.6,0.0142425,23.1167,,
42.7,0.0143271,22.1103,,
42.8,0.0150526,21.774,,
42.9,0.0155894,23.3616,,
43,0.0151889,21.5325,,
43.1,0.0145404,21.7496,,
43.2,0.0147787,22.0993,,
43.3,0.0149373,21.6823,,
43.4,0.0147062,21.7047,,
43.5,0.014324,22.4494,,
43.6,0.0144767,21.5622,,
43.7,0.0153734,21.0832,,
43.8,0.0152841,21.7932,,
43.9,0.014426,22.1899,,
44,0.0146204,20.3373,,
44.1,0.0149117,21.202,,
44.2,0.0143835,22.2633,,
44.3,0.0149228,22.9627,,
44.4,0.0148755,22.4429,,
44.5,0.0150279,22.1057,,
44.6,0.0151577,21.5146,,
44.7,0.0151475,22.8302,,
44.8,0.0141972,22.1236,,
44.9,0.0150394,21.3744,,
45,0.0153029,21.6067,,
45.1,0.0150292,23.7953,,
45.2,0.0141168,22.9162,,
45.3,0.0148818,20.9751,,
45.4,0.015444,20.7392,,
45.5,0.0146424,22.8846,,
45.6,0.0143728,21.2345,,
45.7,0.0146888,19.5468,,
45.8,0.0153882,20.8466,,
45.9,0.0151279,21.4669,,
46,0.0144238,22.1704,,
46.1,0.0142739,21.6886,,
46.2,0.0145976,21.5245,,
46.3,0.0149183,22.4307,,
46.4,0.0152491,22.4786,,
46.5,0.0154334,23.0841,,
46.6,0.0150774,22.6702,,
46.7,0.0142685,22.9362,,
46.8,0.0142015,22.031,,
46.9,0.0151039,21.9966,,
47,0.015784,22.9948,,
47.1,0.0156116,21.3378,,
47.2,0.0141412,21.8212,,
47.3,0.0142935,21.6984,,
47.4,0.0150263,20.7368,,
47.5,0.0157759,21.2468,,
47.6,0.0151944,22.6829,,
47.7,0.0138672,23.2528,,
47.8,0.0141323,21.8055,,
47.9,0.0154287,21.2026,,
48,0.0156551,22.4153,,
48.1,0.0146453,20.3596,,
48.2,0.013502,20.0345,,
48.3,0.0140929,19.6157,,
48.4,0.0150537,21.0414,,
48.5,0.0151259,22.8259,,
48.6,0.0149099,23.1992,,
48.7,0.0149799,22.655,,
48.8,0.0150249,20.7297,,
48.9,0.0139281,22.3403,,
49,0.0140751,23.1812,,
49.1,0.0148839,21.749,,
49.2,0.0159838,20.7567,,
49.3,0.0151343,21.3259,,
49.4,0.0134355,21.1039,,
49.5,0.0133452,21.0159,,
49.6,0.0145349,20.1203,,
49.7,0.0151911,21.5156,,
49.8,0.0143298,22.8135,,
49.9,0.0142392,22.2886,,
50,0.0150134,23.302,,
