cm,K,K,cm,K,K,K,K,K,K,K,K,K,K
41.8,1332.1,368.998644983962,9.5,1143.2,412.28630828588,803.45,367.872260438321,668.9,314.463034393552,589.2,255.393813550759,532.67,195.289528649132
44,1321.8,375.486351283239,10,1123.5,412.698437118436,780.74,357.812800218215,652.66,304.632565560545,579.05,246.835977928664,527.47,189.673403512459
46.2,1310.6,381.71979251802,10.5,1103.8,413.110154801356,760.84,349.413794804956,637.45,295.607848339654,568.93,238.035711606473,521.89,184.149395871939
48.4,1298.3,387.981958343426,11,1084.2,412.868017652131,742.7,342.081861547788,622.25,286.298794967775,558.8,228.897356909161,516.31,178.457277800599
50.6,1285.1,393.890847824623,11.5,1064.7,412.177146382475,724.56,334.574356459069,608.19,277.874072198181,549.57,220.615049350673,510.67,172.838074509062
52.8,1271.3,399.574773978538,12,1045.1,411.472963874906,707.52,327.627837645094,595.68,270.856050329322,540.65,212.457054483959,504.8,167.979165374757
55,1256.9,405.166632387219,12.5,1025.5,410.743228793854,693.54,322.567822325786,583.16,263.653181281774,531.74,203.970586114763,498.93,162.975458275165
57.2,1241.6,410.828431343304,13,1005.2,409.792630485225,679.56,317.427156998263,571.36,256.674891643106,523.54,196.506997330884,493.06,157.813180691601
59.4,1226.1,416.100949289953,13.5,984.96,408.839821935193,665.59,312.189045291471,562.05,251.06572844576,515.87,189.828870301648,487.31,153.691248937602
61.6,1210.1,420.998812349869,14,964.68,407.884787654553,654.1,307.905829759685,552.75,245.328351398692,508.21,182.904346585859,481.55,149.469060343604
63.8,1193.8,425.628946384054,14.5,944.65,406.9766578073,642.79,303.633002158856,543.5,239.474424521701,501.02,176.629555850656,475.8,145.120639469374
66,1177,430.104638431161,15,924.74,406.103435099976,631.48,299.300851986759,536.77,234.635888133082,494.53,171.534253139133,470.23,141.201982988908
68.2,1159.9,434.200414555307,15.5,904.84,405.228330697645,620.55,295.426809886984,530.03,229.69545054267,488.04,166.282891483159,464.71,137.338996646983
70.4,1142.5,437.744217551757,16,884.9,404.190549122564,609.86,291.828716887149,523.3,224.644163066838,481.76,161.207940251093,459.19,133.367912182804
72.6,1124.7,440.998866211694,16.5,864.85,402.591604482756,599.17,288.185704017392,517.13,220.022726098919,476.18,157.136883003323,453.85,129.637957404458
74.8,1106.9,444.027026204487,17,844.8,400.986284054704,588.89,284.957891626114,511.08,215.425161018856,470.59,152.960779286718,448.64,126.10313239567
77,1089,446.799731423375,17.5,824.75,399.361991180933,579.52,282.733089680002,505.03,210.724939197998,465.05,148.741386305224,443.44,122.466321901166
79.2,1071.3,449.188156566934,18,804.35,397.303410506379,570.16,280.488858958783,498.87,206.317716156417,460.12,145.444147355609,438.41,118.991596341927
81.4,1054,451.120826386901,18.5,783.86,395.120234865288,560.8,278.230120583664,492.62,202.061871712602,455.19,142.073924419649,433.69,115.969823661158
83.6,1037,452.647765928431,19,763.37,392.912203933652,554.31,276.289703029266,486.38,197.711911629016,450.26,138.621787609308,428.98,112.862748504544
85.8,1020.4,453.673891688733,19.5,744.02,391.024295920343,547.82,274.337383526198,480.43,193.59493795035,445.85,135.812370570578,424.35,109.745159346552
88,1004.3,454.136543343519,20,726.54,389.640860280336,541.32,272.371070416812,474.86,189.849940742682,441.49,133.030071788299,420.33,107.130761221976
90.2,988.7,453.971364735707,20.5,709.05,388.239616731729,536.1,269.907391525316,469.3,186.026879778165,437.14,130.188325129406,416.31,104.450945424156
92.4,973.66,453.254895174889,21,691.57,386.846222677694,531.46,267.20029940103,463.72,182.054936763604,432.16,127.204559666704,412.29,101.705457080729
94.6,959.16,451.973450547706,21.5,679.06,386.71695075339,526.82,264.463608082473,458.07,177.741385163951,426.95,124.116880399082,408.07,98.7917000562294
96.8,945.08,450.188849262173,22,666.82,386.652298583624,522.28,261.432591694303,452.43,173.31762749357,422.07,121.383689184338,403.82,95.7794341181864
99,931.13,448.073654659588,22.5,654.58,386.587635601554,517.95,257.856549267223,447.68,169.263108798108,417.59,119.104995697074,399.84,92.9117861199536
101.2,917.07,445.825077805186,23,644.51,386.186483450677,513.61,254.228243906927,443.17,165.239220525879,413.16,116.820374935197,396.31,90.3891586419522
103.4,902.8,443.260645670242,23.5,636.8,385.421846812035,509.37,250.485528524105,438.77,161.111762450791,408.94,114.634200830293,392.77,87.7940772489808
105.6,888.5,440.499716231464,24,629.08,384.642691338338,505.31,246.570476740424,434.56,156.872559741977,404.73,112.405515878893,389.64,85.6294341917544
107.8,874.38,437.321392113398,24.5,621.36,383.861954353385,501.25,242.592250494528,430.35,152.515572975352,400.78,110.054531937581,386.57,83.5056884289927
110,860.56,433.808713605432,25,615.65,381.62809120923,496.99,238.629419812394,426.41,148.256534425974,396.85,107.652217812733,383.62,81.4923309275173
112.2,847.05,429.767378938886,25.5,610.07,379.275625370258,492.4,234.729631704223,422.49,143.885371042368,393.17,105.07140429251,380.9,79.7853369987243
114.4,833.83,425.299894192322,26,604.5,376.921742540809,487.82,230.766115363586,418.66,139.685360721874,389.62,102.366986865884,378.19,78.0416555436903
116.6,821.08,420.618592076004,26.5,598.63,374.112282610448,482.98,226.903063002684,414.93,135.635541065017,386.16,99.4288690471736,375.67,76.5401855236842
118.8,809.1,416.112965431264,27,592.29,370.607609204128,477.77,223.237541645665,411.21,131.529464379659,382.85,96.1405221537724,373.2,75.0812892803527
121,796.83,410.70670800463,27.5,585.96,367.069475712705,472.57,219.508541975022,407.57,127.859297667397,379.57,92.7032901250004,370.8,73.6349101988995
123.2,784.34,404.697417832138,28,579.63,363.496905076233,467.18,215.559736500117,403.94,124.080618953969,376.43,88.9033182732793,368.55,72.2717095411476
125.4,772.12,398.509723846232,28.5,571.33,358.901100583434,461.53,211.314930849668,400.3,120.353645561736,373.29,84.9335034011903,366.31,70.8822968025162
127.6,760.24,392.109678533953,29,562.68,354.062141438477,455.89,206.980675426475,396.65,116.584733134317,370.36,81.0425814001504,364.23,69.4096535072752
129.8,748.72,385.668251221176,29.5,554.03,349.170445484723,450.31,202.556165050585,392.98,112.760808794545,367.47,77.0019480273064,362.19,67.8874067850584
132,737.58,379.236074233452,30,545.19,344.23828956117,444.83,198.037875165333,389.24,109.013760599293,364.73,73.2372855859637,360.18,66.2797103192221
134.2,726.89,372.746562693742,30.5,535.94,339.352324288489,439.34,193.411478459785,385.49,105.128492807611,362.11,69.6282988446508,358.24,64.4701481307434
136.4,716.63,366.210322082816,31,526.69,334.394976038815,433.94,188.862383761299,382.06,102.171424576542,359.61,66.2434902462121,356.31,62.6083061582088
138.6,706.73,359.652610167089,31.5,517.44,329.363021603822,428.64,184.431559121534,378.7,99.3146514870792,357.37,63.5861620165897,354.41,60.6728934533371
140.8,697.42,353.086391694724,32,509.23,324.62285809844,423.33,179.89441347635,375.55,96.8271656096573,355.16,60.8834953004507,352.52,58.6677083240858
143,688.44,346.525612329017,32.5,501.34,319.921865460928,418.14,175.428047928488,372.71,94.8851937870182,353.32,59.2064185709624,350.65,56.6524491968353
145.2,679.87,340.014705564333,33,493.46,315.165036131865,413.08,171.061392488194,369.87,92.9042517864495,351.49,57.4813013074687,348.85,54.8197044866169
147.4,671.63,333.511618988005,33.5,485.57,309.895143556655,408.01,166.58031096141,367.19,91.0955542274155,349.82,56.1497996434538,347.06,52.9235297386711
149.6,663.49,326.940361534027,34,477.6,302.927384037825,403.06,162.126493825038,364.52,89.2502100837864,348.2,54.9053731432544,345.38,51.2532925771604
151.8,655.87,320.468407179241,34.5,469.64,295.79722784367,398.24,157.711762402175,361.97,87.5779652652424,346.61,53.7121960079831,343.75,49.6739368280792
154,648.29,313.929928487234,35,461.68,288.490901069687,393.41,153.166575988366,359.51,86.0226714302689,345.05,52.5670999770769,342.15,48.0978169982797
156.2,641.09,307.761271117729,35.5,452.58,279.089591350161,388.58,148.63377812597,357.11,84.481358890586,343.51,51.4237299308403,340.71,46.7814065628643
158.4,633.9,301.492951824748,36,442.93,268.39523095614,383.76,144.111068277215,354.98,83.1209961441753,342.01,50.3348785634772,339.28,45.4257636149355
160.6,627.11,295.62137947043,36.5,433.27,257.256681157166,378.95,139.438158335514,352.84,81.7386077689118,340.51,49.2209305072547,337.94,44.1735214806336
162.8,620.32,289.632525797777,37,423.56,245.64812232134,374.18,134.785014003783,350.83,80.3343015156042,338.53,47.6256233555006,336.65,42.9709203997308
165,613.89,283.92604670935,37.5,413.53,233.72419643674,369.45,130.134545759379,348.85,78.9050061783155,336.61,46.0434577328854,335.38,41.7528442144963
167.2,607.54,278.185190116225,38,403.49,221.158314336133,364.72,125.315601582564,346.54,77.196502511448,335.43,45.154180315891,334.23,40.6583324793332
169.4,601.39,272.51788932105,38.5,393.45,207.834068429601,360.31,120.731106182293,343.53,74.9159529072413,334.25,44.2459037652075,333.09,39.5322653031672
171.6,595.5,266.960671260768,39,384.08,195.043584872715,356.15,116.34001891009,341.04,72.9849299513263,333.07,43.3197414581389,331.66,38.1628091209229
173.8,589.6,261.283371074395,39.5,375.18,182.449993148808,351.99,111.781035958699,339.18,71.5171308149313,331.89,42.3815997810371,330.04,36.5909824956915
176,584.36,255.828067263934,40,366.29,168.917139450087,348.39,107.796103825695,337.31,70.018568965668,330.73,41.5258955351959,328.91,35.5584026637868
178.2,579.18,250.279843375371,40.5,357.46,154.359968903858,345.22,104.283268073071,335.44,68.4872250861429,329.57,40.6509532483557,327.96,34.7145502635422
180.4,574.13,244.687555874834,41,350.35,142.242750254626,342.05,100.647901120689,333.68,67.0492356406842,328.41,39.7580180592544,327,33.8496676497717
182.6,569.51,239.255093989658,41.5,343.23,128.996123972777,339.42,97.5930325381889,332.03,65.7092078783484,327.25,38.8445620389779,326.05,32.962099447699
184.8,564.89,233.696384225345,42,336.11,114.219087721799,337.19,94.9742070248549,330.38,64.3412775751306,326.12,37.952602018834,325.14,32.225766088644
187,560.34,228.146882512122,42.5,330.12,101.014850393395,334.96,92.2810923212334,328.73,62.9428312041967,325.09,37.1658445350028,324.24,31.5109504775721
189.2,555.94,222.746492677214,43,325.27,90.1221393443365,332.17,88.4075788606384,327.08,61.5134131714377,324.05,36.363443181305,323.35,30.7790513174139
191.4,551.55,217.211878128246,43.5,320.42,77.7167935519731,328.99,83.5697313624975,325.74,60.2544604158066,323.02,35.5429317867843,322.45,30.0291525021936
193.6,547.22,211.738045707426,44,315.56,62.9102535362877,326.96,80.110548618768,324.5,59.0338885725818,321.98,34.701584978211,321.57,29.295221453336
195.8,543.07,206.649461649432,44.5,312.92,55.6551884373775,325.15,76.8439978137525,323.26,57.7866766651276,320.95,33.8408037729602,320.83,28.7781166861211
198,538.92,201.432370784837,45,310.38,47.9280711066072,323.34,73.4322817294955,322.02,56.5128304016,320.04,33.1164611635966,320.1,28.2515486301194
200.2,534.78,196.112212776257,45.5,307.85,38.6859147494279,321.56,69.9178088901533,320.78,55.2096006143859,319.27,32.5484254611494,319.36,27.7149779000453
202.4,530.77,191.421001982541,46,305.98,30.7926939386602,319.96,66.8056883805563,319.57,53.8878464962184,318.49,31.9702987161522,318.63,27.1678118368042
204.6,526.77,186.61189672687,46.5,305.06,27.6264366142288,318.36,63.5413251356942,318.66,52.7057871585275,317.72,31.3810452343449,317.89,26.6093968364561
206.8,522.76,181.675534951738,47,304.14,24.0466213843026,316.75,60.0999168052669,317.75,51.4956308826293,316.94,30.7808381952149,317.23,26.1130235706247
209,518.86,177.110135226644,47.5,303.22,19.8307841499019,315.15,56.4490921096168,316.84,50.2573377727074,316.17,30.1686923813413,316.66,25.6830683525158
211.2,515.04,172.731004744371,48,302.58,17.268468374468,313.88,53.4761629139563,315.93,48.9877535716836,315.39,29.5438656915442,316.08,25.2455936749366
213.4,511.21,168.240898713719,48.5,302.08,15.1119158282463,312.81,50.9136523930468,315.02,47.6833304205988,314.74,28.9841335906389,315.51,24.8006048313343
215.6,507.4,163.667345551885,49,301.92,14.1672156756365,311.74,48.2161798569733,314.11,46.3432843031221,314.11,28.4334310275774,314.93,24.3472791087629
217.8,504.08,160.099968769516,49.5,301.76,13.1552270980018,310.67,45.358571406075,313.27,44.9310583004674,313.49,27.8718495977572,314.36,23.8853511592357
220,500.77,156.451270368764,50,301.6,12.0581922359863,309.6,42.3072097874582,312.52,43.4361600512753,312.86,27.2985347592137,313.78,23.4145254062516
