y-position,avgTimeRange_2.4,avgTimeRange_7.3,avgTimeRange_11.9,avgTimeRange_16.7,avgTimeRange_21.4,avgTimeRange_26.2,avgTimeRange_30.9,avgTimeRange_35.5,avgTimeRange_40.3,avgTimeRange_45.0,avgTimeRange_49.8,avgTimeRange_54.6,avgTimeRange_59.3,avgTimeRange_64.0,avgTimeRange_68.8
0,103.64624742420395,110.01602514257347,103.31194691822326,104.07933780854593,103.37366306518022,100.33013973511915,100.87882459118151,99.12882093333363,99.83934460489955,97.97949426486738,97.889036922008,97.42522654609597,98.23529662517626,98.96755886202806,99.57018887685683
0.05,110.77263503535848,123.54609412437311,120.08491469986633,121.82103653405125,121.53640776187622,118.7322130123473,118.30010029831607,115.9379069337982,116.19779230954494,113.78187551680774,112.98547635646743,111.60157163075854,111.8643062967118,112.82379825713171,112.95686225435597
0.1,96.36417944343982,104.07093875796501,97.11393223359977,98.50510532954657,96.90802261423254,94.11314710140219,93.85188389846927,91.81932833483157,92.5467785303425,90.70268118290676,90.1408015992804,89.43712428225267,90.04630029512406,90.49126698477711,91.15749105184608
0.15,94.44586946811786,103.01632994523268,97.36300786631445,97.892877712196,97.55658496322549,94.55840694583466,94.18456767789617,92.30997367753939,92.68354047321505,90.63264082877217,90.0976570993797,89.0379728885078,89.46378656389314,90.02018337302574,90.30416047835892
0.2,83.30504810558872,94.03680362579291,89.24216426007132,90.19549273867426,89.25820580713322,86.65732334789479,86.31908743980182,84.59933093140252,85.10177328561399,83.27976336967902,82.65795986445903,81.76459181385559,82.18924450880888,82.55950189255034,82.93527033699884
0.25,80.46528466341846,88.37696697669817,83.24040300902487,83.62294724030559,82.88816828389176,80.34317428202606,79.87055020761314,78.23069435316903,78.58380465132551,76.87999605246895,76.30952161697833,75.48709552400943,75.92483914517945,76.34334566340532,76.65866503711327
0.3,73.37895759169204,81.55388207172052,77.13332004112951,77.49445157672868,76.81309679779443,74.47706306984122,74.01127355337226,72.56476043855028,72.84191749207781,71.28673588866488,70.7280707501191,69.98940694163393,70.37678513560947,70.69529993742131,70.97873913701423
0.35,67.09442635416991,74.39643657149504,70.29607954497573,70.47573126247151,69.71931690732738,67.61526263221589,67.11187673229338,65.7961831871388,66.01899274642946,64.64254813400787,64.10158659522851,63.453464260768335,63.83474123884655,64.10824319298801,64.35204497998426
0.4,61.32033609840601,67.76396228393237,64.03195453395436,64.06379881098998,63.377470630067094,61.4530470221571,60.930179419915724,59.76746263508767,59.92445983064729,58.708170681463834,58.20531465310547,57.63488590232159,57.98825339193519,58.22155562820389,58.431674197072915
0.45,55.190017891299746,61.245005634781634,57.94964592473914,57.88772597160801,57.19708375287104,55.46220097140672,54.935862505455304,53.91190411240968,54.045273903914456,52.983636721469864,52.500197917084435,52.006221020971324,52.328837797091765,52.51244505215985,52.69091530823836
0.5,49.55999469867094,55.05608020511683,52.09427101126023,51.979709511888046,51.313797169235166,49.75771712015109,49.23712348696785,48.338617631514474,48.451518981963744,47.521364633656745,47.05814591226518,46.62510350809475,46.91554531554019,47.06977869300679,47.21433530361043
0.55,44.688204461752576,49.59850971574285,46.88462911422474,46.72567891595254,46.13294182945924,44.72736981870698,44.224531630622835,43.4366338319708,43.53477622670521,42.70264246494579,42.259482975595276,41.8766395170169,42.133736788203564,42.27361644421099,42.39023425364346
0.6,41.14491160895374,45.656859954151955,43.12217577341218,42.94945097229355,42.42316097309313,41.13584574730966,40.65949803558715,39.94544707733487,40.041747591638654,39.26694500426725,38.83890381457092,38.488744174940805,38.719630617208004,38.85577548568438,38.952536263508534
