m,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,kg/m2/s,kg/m2/s,kg/m2/s
0.28,6.18,16.9,4.35,-0.15,11.14,-0.72,6.02,28.04,3.63,112.16,147.25,157.61,3.55E-08,1.12E-06,7.83E-06
0.29,6.12,17.63,4.24,-0.02,6.6,-0.84,6.1,24.23,3.4,112.95,145.77,159.26,3.88E-08,1.27E-06,9.30E-06
0.3,6.04,17.96,4.14,0.14,3.95,-0.86,6.18,21.91,3.28,113.6,145.6,161.31,4.18E-08,1.49E-06,1.14E-05
0.31,5.91,16.83,4.06,0.32,3.79,-0.87,6.24,20.62,3.19,114.13,147,163.51,4.44E-08,1.76E-06,1.39E-05
0.32,6.19,16.63,3.71,0.48,3.87,-0.89,6.67,20.5,2.82,114.61,148.59,165.77,4.70E-08,2.09E-06,1.72E-05
0.33,6.03,14.68,3.66,0.48,3.75,-0.91,6.51,18.44,2.75,115.05,150.13,168.12,4.99E-08,2.49E-06,2.14E-05
0.34,5.84,11.87,3.62,0.49,2.76,-0.93,6.32,14.64,2.69,115.62,151.18,170.58,5.38E-08,2.96E-06,2.68E-05
0.35,5.62,8.98,3.59,0.49,0.84,-0.96,6.12,9.82,2.63,116.25,151.86,173.14,5.85E-08,3.57E-06,3.38E-05
0.36,5.41,7.09,3.56,0.51,-0.37,-0.98,5.91,6.72,2.59,116.93,153,175.73,6.37E-08,4.31E-06,4.26E-05
0.37,5.22,5.97,3.55,0.54,-0.76,-0.97,5.76,5.21,2.57,117.63,154.69,178.44,6.95E-08,5.20E-06,5.39E-05
0.38,5.03,5.28,3.54,0.56,-0.79,-0.9,5.59,4.49,2.64,118.38,156.71,181.34,7.62E-08,6.32E-06,6.87E-05
0.39,4.85,4.82,3.54,0.52,-0.79,-0.83,5.37,4.03,2.71,119.14,158.62,184.22,8.37E-08,7.63E-06,8.70E-05
0.4,4.65,4.5,3.54,0.51,-0.78,-0.87,5.16,3.72,2.68,120.1,160.62,187.11,9.35E-08,9.27E-06,0.000110174
0.41,4.46,4.29,3.56,0.55,-0.78,-0.93,5.01,3.51,2.63,120.99,162.74,190,1.04E-07,1.14E-05,0.000138542
0.42,4.28,4.14,3.59,0.66,-0.79,-0.96,4.94,3.36,2.63,122.07,165.04,193,1.17E-07,1.42E-05,0.00017307
0.43,4.1,4.05,3.62,0.8,-0.81,-0.96,4.9,3.24,2.66,123.02,167.3,195.99,1.31E-07,1.76E-05,0.000212595
0.44,3.93,4.01,3.65,0.94,-0.85,-0.93,4.87,3.16,2.72,123.96,169.45,199.08,1.45E-07,2.15E-05,0.000258157
0.45,3.79,3.99,3.68,0.84,-0.86,-0.93,4.62,3.13,2.76,124.71,171.77,202.16,1.59E-07,2.67E-05,0.000308497
0.46,3.67,3.98,3.72,0.06,-0.86,-0.88,3.73,3.12,2.84,125.06,174.07,205.26,1.76E-07,3.29E-05,0.000360231
0.48,3.59,3.99,3.78,-0.46,-0.86,-0.8,3.13,3.12,2.98,125.54,176.04,208.09,1.93E-07,3.93E-05,0.000405081
0.49,3.53,3.98,3.86,-0.49,-0.86,-0.81,3.04,3.13,3.05,126.33,177.86,210.51,2.10E-07,4.62E-05,0.000438636
0.5,3.48,3.98,3.97,-0.48,-0.86,-0.91,3,3.13,3.06,126.81,179.55,212.65,2.22E-07,5.36E-05,0.000463471
0.51,3.45,3.99,4.09,-0.48,-0.86,-1.08,2.97,3.12,3.02,127.21,181.05,214.7,2.31E-07,6.10E-05,0.000484262
0.52,3.44,3.99,4.24,-0.5,-0.88,-1.23,2.93,3.11,3.01,127.62,182.53,216.79,2.41E-07,6.91E-05,0.000500702
0.53,3.43,3.99,4.41,-0.55,-0.9,-1.31,2.88,3.09,3.1,128.13,184.1,218.94,2.53E-07,7.88E-05,0.000508945
0.54,3.43,3.98,4.6,-0.57,-0.94,-1.45,2.86,3.04,3.15,128.78,185.73,221.18,2.72E-07,9.06E-05,0.000509226
0.55,3.44,3.97,4.81,-0.58,-0.98,-1.7,2.86,2.99,3.11,129.37,187.03,223.4,2.90E-07,0.000102044,0.000503078
0.56,3.45,3.96,5.04,-0.58,-1.01,-1.94,2.86,2.95,3.11,129.84,188.39,225.81,3.09E-07,0.000115163,0.00049231
0.57,3.45,3.97,5.32,-0.59,-1.02,-1.96,2.86,2.95,3.36,130.36,189.77,228.37,3.31E-07,0.000129457,0.000477376
0.58,3.45,3.99,5.63,-0.59,-1.03,-1.69,2.86,2.96,3.94,130.93,191.02,231.01,3.54E-07,0.000143788,0.000463662
0.59,3.46,4.03,6,-0.6,-1.04,-1.26,2.86,2.99,4.74,131.43,192.3,233.46,3.74E-07,0.000159686,0.000452482
0.6,3.48,4.09,6.42,-0.62,-1.05,-0.76,2.86,3.03,5.66,131.89,193.42,235.71,3.94E-07,0.000174951,0.000444056
0.61,3.51,4.15,6.9,-0.65,-1.08,-0.77,2.87,3.07,6.13,132.24,194.46,237.73,4.10E-07,0.000190055,0.000439625
0.62,3.56,4.23,7.44,-0.67,-1.12,-0.66,2.9,3.12,6.78,132.55,195.3,240.04,4.24E-07,0.000203042,0.00043993
0.63,3.63,4.33,8.06,-0.65,-1.22,0.14,2.98,3.11,8.19,132.88,195.97,242.97,4.37E-07,0.000214239,0.000441709
0.64,3.71,4.45,8.75,-0.54,-1.32,0.41,3.17,3.12,9.17,133.2,196.56,245.72,4.49E-07,0.000224518,0.000446011
0.65,3.8,4.57,9.55,-0.35,-1.39,0.01,3.46,3.18,9.57,133.42,197.2,247.76,4.55E-07,0.000235087,0.000451298
0.66,3.91,4.71,10.49,-0.14,-1.4,-0.12,3.78,3.31,10.37,133.68,198.05,250.21,4.63E-07,0.000248947,0.000457971
0.67,4.04,4.85,11.61,0.08,-1.37,-0.08,4.12,3.48,11.53,134.01,199.12,252.76,4.74E-07,0.000267012,0.000464336
0.68,4.2,5,12.98,0.32,-1.28,0.15,4.52,3.72,13.13,134.33,200.3,255.62,4.84E-07,0.00028754,0.000470715
0.69,4.39,5.14,14.56,0.69,-0.99,0.72,5.08,4.15,15.28,134.65,201.54,258.43,4.90E-07,0.000307833,0.000476064
0.7,4.61,5.28,16.31,1.16,-0.69,1.52,5.78,4.6,17.82,135.12,202.89,261.33,5.02E-07,0.000331575,0.000479092
0.71,4.88,5.43,18.21,1.73,-0.71,2.4,6.61,4.73,20.62,135.71,204.24,264.04,5.18E-07,0.000361434,0.000479879
0.72,5.16,5.61,20.32,2.36,-0.8,3.37,7.53,4.81,23.7,136.27,205.65,266.83,5.30E-07,0.000395627,0.000480397
0.73,5.55,5.31,21.13,2.66,-0.84,4.5,8.22,4.47,25.62,136.74,207.13,269.86,5.47E-07,0.000432696,0.000481379
0.74,5.77,5.49,22.11,2.7,-0.8,3.89,8.47,4.69,26,136.81,208.47,271.22,5.49E-07,0.0004667,0.000481723
0.75,6.02,5.73,23.47,2.8,-0.59,1.8,8.82,5.14,25.28,136.87,209.76,271.23,5.47E-07,0.000497274,0.000482098
0.76,6.29,6.05,25.32,2.86,0.02,1.86,9.15,6.07,27.18,137.03,211.34,273.19,5.49E-07,0.000527778,0.000482448
0.77,6.55,6.43,27.57,2.78,0.96,3.26,9.32,7.39,30.83,137.23,213.22,276.7,5.58E-07,0.000559638,0.00048358
0.78,6.8,6.83,30.33,2.5,2.64,9.15,9.3,9.48,39.48,137.45,215.58,284.43,5.71E-07,0.000589703,0.000484938
0.79,7.04,7.11,32.05,2.28,3.24,12.61,9.32,10.35,44.66,137.6,216.9,289.71,5.82E-07,0.000610629,0.000487254
0.8,7.28,7.36,32.62,2.27,3.51,11.13,9.55,10.87,43.75,137.86,218.11,290.59,5.93E-07,0.000634562,0.000489783
0.81,7.54,7.53,33.1,2.23,3.49,9.65,9.77,11.02,42.75,137.98,219.09,291.38,5.99E-07,0.000657894,0.000493899
0.82,7.82,7.72,33.76,2.12,3.46,8.85,9.95,11.18,42.61,138.11,220.38,292.88,6.09E-07,0.000689565,0.000498241
0.83,8.15,7.95,34.27,1.94,3.33,8.96,10.1,11.28,43.24,138.2,221.44,295.1,6.20E-07,0.000715839,0.000502728
0.84,8.51,8.23,34.65,1.93,2.94,9.08,10.45,11.18,43.72,138.47,222.45,297.08,6.37E-07,0.000742742,0.000506897
0.85,8.92,8.58,34.75,1.97,2.49,9.14,10.89,11.07,43.89,138.7,223.23,298.95,6.50E-07,0.000765138,0.000512214
0.86,9.35,9.02,34.57,1.97,2.16,9.08,11.32,11.18,43.65,138.87,224.17,300.85,6.60E-07,0.000789183,0.000518056
0.87,9.82,9.55,34.21,1.94,1.33,8.95,11.75,10.88,43.17,138.94,224.54,302.64,6.65E-07,0.000808618,0.000525021
0.88,10.33,10.18,33.78,1.92,1.09,8.88,12.25,11.28,42.65,139.03,225.23,304.43,6.70E-07,0.000823424,0.000532323
0.89,10.91,10.87,33.53,1.99,1.11,8.92,12.91,11.98,42.45,139.04,225.93,306.35,6.67E-07,0.000833774,0.000540361
0.9,11.61,11.62,33.49,2.27,1.32,9.54,13.89,12.94,43.03,139.09,226.79,308.71,6.60E-07,0.000844286,0.000547491
0.91,12.54,12.38,33.49,2.57,1.54,11.93,15.11,13.92,45.42,139.25,227.82,312.73,6.61E-07,0.000853609,0.00055392
0.92,13.8,13.33,33.48,2.78,1.76,12.47,16.58,15.09,45.95,139.46,229.14,314.9,6.70E-07,0.000863848,0.000559961
0.93,15.5,14.67,33.62,3.19,1.99,12.11,18.69,16.66,45.73,139.7,230.35,316.52,6.74E-07,0.000873179,0.000568705
0.94,17.6,16.82,33.85,5.02,2.18,11.93,22.62,18.99,45.78,140.75,231.59,318.14,6.77E-07,0.000884182,0.000577052
0.95,19.82,19.56,34.11,7.33,2.75,11.52,27.16,22.31,45.63,141.95,232.97,319.6,6.72E-07,0.000893205,0.000587112
0.96,24.01,24.84,33.99,6.45,11.17,11.76,30.46,36.01,45.75,141.38,241.14,323.58,6.77E-07,0.000908462,0.000611215
0.97,25.42,26.36,33.61,6.49,11.05,12.98,31.9,37.41,46.59,141.31,241.97,326.82,6.75E-07,0.000915286,0.00062548
0.98,26.23,27.39,32.86,5.91,9.36,13.6,32.14,36.75,46.46,140.67,241.33,329.36,6.56E-07,0.000920199,0.000640487
0.99,27.06,27.99,31.67,4.6,8.99,12.98,31.66,36.97,44.65,139.68,241.75,330.73,6.41E-07,0.0009214,0.000658085
1,28.17,29.26,30.14,3.4,8.95,12.6,31.57,38.22,42.74,138.67,242.35,332.2,6.19E-07,0.000926133,0.000675848
1.01,29.34,29.68,27.99,3.15,9.21,12.57,32.49,38.88,40.56,138.32,243.21,334.05,6.04E-07,0.000925064,0.000695835
1.02,30.41,31.04,25.43,2.78,9.5,12.57,33.19,40.53,38.01,137.83,243.94,335.7,5.86E-07,0.000930686,0.000713726
1.03,31.18,32.03,22.93,2.88,9.85,12.87,34.06,41.88,35.8,137.54,245.01,337.64,5.64E-07,0.000934865,0.000732585
1.04,31.26,32.94,21.21,3.73,10.19,12.75,34.99,43.13,33.97,137.65,246.03,338.92,5.41E-07,0.0009405,0.000749436
1.05,30.84,33.06,20.15,5.14,10.84,12.89,35.99,43.9,33.04,138.15,247.48,340.54,5.23E-07,0.000940334,0.000768619
1.06,29.87,33.52,19.37,5.76,11.27,13.01,35.63,44.79,32.37,138.15,248.51,341.84,5.04E-07,0.000942657,0.000785544
1.07,28.46,33.92,18.78,6.25,11.4,13.32,34.71,45.32,32.09,138.25,249.28,343.38,4.96E-07,0.000935566,0.000803422
1.08,26.44,34.21,18.26,5.77,11.28,13.86,32.21,45.49,32.12,137.75,249.72,344.9,4.85E-07,0.000923188,0.000818396
1.09,23.76,34.08,17.75,4.57,11.18,14.64,28.33,45.27,32.38,136.89,250.14,346.83,4.76E-07,0.000911205,0.000835934
1.1,20.76,33.99,16.8,1.79,11.29,15.06,22.55,45.28,31.86,135.05,250.68,348.34,4.63E-07,0.00090253,0.000853949
1.11,17.89,33.85,15.48,0.46,10.71,14.11,18.35,44.56,29.59,134.05,250.5,348.28,4.49E-07,0.000893509,0.000872215
1.12,13.57,37.88,13.69,-0.2,9.63,10.22,13.37,47.52,23.91,133.39,249.87,344.82,4.41E-07,0.000903494,0.000904992
1.13,12.88,37.65,13.35,-0.74,9.62,5.52,12.14,47.27,18.88,132.93,250.2,340.54,4.31E-07,0.000895912,0.000925475
1.14,12.35,36.75,13.08,-0.83,9.78,3.11,11.52,46.53,16.2,132.69,250.52,338.77,4.19E-07,0.000890976,0.000945689
1.15,11.91,35.78,12.91,-0.8,10.06,2.13,11.11,45.85,15.04,132.65,251.31,338.97,4.13E-07,0.000886184,0.000974203
1.16,11.5,34.6,12.76,-0.86,10.16,1.5,10.64,44.76,14.26,132.34,251.69,339.39,3.97E-07,0.000884413,0.001000719
1.17,11.1,33.91,12.75,-0.93,10.26,1.58,10.17,44.16,14.33,132.02,252.14,340.9,3.83E-07,0.000882159,0.001033762
1.18,10.71,33.72,13.01,-0.94,10.08,1.65,9.77,43.8,14.66,131.74,252.13,341.81,3.67E-07,0.000882844,0.001055608
1.19,10.34,34.51,13.56,-0.85,9.86,1.81,9.49,44.37,15.37,131.59,252.14,343.48,3.55E-07,0.00088474,0.001094709
1.2,10.02,35.56,14.51,-0.74,9.93,2.36,9.27,45.49,16.87,131.26,252.12,345.03,3.37E-07,0.000884779,0.001120899
1.21,9.73,37.54,15.73,-0.71,10.31,3.95,9.02,47.86,19.68,130.88,252.51,348.31,3.19E-07,0.000884698,0.001162327
1.22,9.49,40.35,17.22,-0.66,10.59,6.81,8.83,50.94,24.03,130.48,252.63,353.12,3.01E-07,0.000882882,0.001205556
1.23,9.29,43.5,18.72,-0.6,10.45,9.02,8.68,53.95,27.75,130.21,252.57,357.35,2.88E-07,0.000881534,0.001257932
1.24,9.12,46.7,20.24,-0.55,10.28,8.87,8.57,56.98,29.11,129.56,252.36,358.37,2.66E-07,0.000883965,0.001299544
1.25,8.98,49.53,21.61,-0.42,10.38,7.33,8.56,59.91,28.95,129.03,252.59,357.75,2.47E-07,0.000884631,0.001344932
1.26,8.85,51.49,22.95,-0.11,11,3.96,8.74,62.49,26.9,128.53,252.89,354.8,2.28E-07,0.000891288,0.001388542
1.27,8.69,52.16,23.97,0.17,11.94,3.5,8.86,64.11,27.47,128.12,253.64,355.34,2.12E-07,0.000894311,0.001433429
1.28,8.49,51.51,24.47,0.15,12.83,3.81,8.63,64.34,28.28,127.39,254.19,356.75,1.95E-07,0.000894791,0.001477018
1.29,8.24,49.97,24.37,0.01,13.12,4.38,8.25,63.09,28.74,126.61,254.36,358.65,1.78E-07,0.000897659,0.001531778
1.3,7.97,47.99,23.97,-0.1,13.45,4.76,7.87,61.45,28.73,125.92,254.08,359.98,1.63E-07,0.000906492,0.001571842
1.31,7.7,45.41,23.49,-0.11,13.85,5.9,7.58,59.27,29.38,125.13,254,362.33,1.48E-07,0.000913529,0.001616566
1.32,7.43,42.7,22.65,-0.1,12.52,6.46,7.33,55.23,29.11,124.26,252.43,363.64,1.33E-07,0.000923522,0.001648531
1.33,7.2,40.51,21.54,-0.02,9.61,6.55,7.19,50.12,28.09,123.55,249.58,364.5,1.21E-07,0.00093973,0.001686242
1.34,7.02,38.59,20.22,0.11,8.06,4.21,7.13,46.66,24.43,122.73,247.73,362.13,1.08E-07,0.000954574,0.00172002
1.35,6.84,37.33,18.97,0.45,7.99,2.32,7.29,45.33,21.29,122.17,247.26,360.69,9.86E-08,0.000968997,0.001772795
1.36,6.62,36.58,17.98,0.53,8.05,-0.07,7.15,44.63,17.92,121.44,246.64,358.52,8.86E-08,0.000989482,0.00182266
1.37,6.4,36.09,17.16,0.64,8.18,-0.4,7.05,44.27,16.76,120.77,246.44,359.11,8.06E-08,0.001000966,0.001883612
1.38,6.16,35.64,16.46,0.48,8.33,-0.58,6.64,43.97,15.89,119.86,245.8,359.57,7.26E-08,0.001018032,0.001928377
1.39,5.89,35.25,15.69,0.55,8.86,-0.36,6.44,44.11,15.34,119.27,246.03,360.77,6.67E-08,0.001029935,0.001987158
1.4,5.61,34.57,14.8,0.49,10.13,-0.32,6.1,44.7,14.47,118.45,246.37,361.27,6.03E-08,0.001045684,0.002021228
1.41,5.34,33.6,13.73,0.6,11.13,0.25,5.94,44.73,13.98,118.12,247.18,363.24,5.70E-08,0.001048647,0.00210679
1.43,5.34,33.6,13.73,0.6,11.13,0.25,5.94,44.73,13.98,118.12,247.18,363.24,5.70E-08,0.001048647,0.00210679
