s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
99.8,1.73,1.92,1.91,1.78,1.61,1.44
100,1.74,1.89,1.79,1.55,1.34,1.13
100,1.88,2.12,2.1,1.9,1.61,1.3
100,1.78,1.96,1.96,1.82,1.64,1.4
101,1.83,2.03,1.91,1.58,1.32,1.09
101,1.69,1.9,1.94,1.87,1.61,1.33
101,1.78,1.97,1.88,1.6,1.43,1.26
101,1.87,2.07,2.07,1.99,1.74,1.43
101,1.65,1.88,1.89,1.75,1.47,1.21
102,1.81,2.05,2.06,1.95,1.87,1.63
102,1.98,2.34,2.39,2,1.61,1.2
102,1.75,2,2.08,2.16,1.87,1.48
102,1.97,2.26,2.22,1.84,1.55,1.22
102,1.79,1.98,1.96,1.84,1.61,1.34
103,1.77,2.01,1.97,1.73,1.48,1.21
103,1.84,2.12,2.13,1.93,1.68,1.4
103,1.75,1.92,1.89,1.76,1.55,1.31
103,1.77,1.97,1.92,1.75,1.51,1.25
103,1.79,2.04,2.04,1.84,1.67,1.48
104,1.82,2.02,2,1.89,1.63,1.34
104,1.87,2.11,2.08,1.82,1.58,1.32
104,1.78,1.98,1.95,1.82,1.68,1.5
104,1.77,1.98,1.94,1.76,1.54,1.32
104,1.83,2.03,2.04,1.94,1.76,1.54
105,2.02,2.3,2.2,1.82,1.55,1.27
105,1.81,2.06,2.16,2.2,1.88,1.48
105,1.87,2.11,2.06,1.76,1.59,1.39
105,1.72,1.96,2,1.96,1.7,1.34
105,1.87,2.05,2.04,1.85,1.74,1.67
106,1.94,2.2,2.18,1.98,1.74,1.43
106,1.91,2.14,2.11,1.95,1.69,1.43
106,1.67,1.89,1.91,1.83,1.59,1.29
106,2,2.16,2.1,1.86,1.7,1.54
106,1.89,2.22,2.23,1.97,1.66,1.34
107,1.85,2.03,2.05,1.97,1.78,1.54
107,1.93,2.17,2.04,1.66,1.42,1.19
107,2.11,2.41,2.59,2.61,2.16,1.68
107,1.83,2.1,2.04,1.73,1.53,1.29
107,1.83,2.06,2.11,2.08,1.86,1.56
108,1.89,2.11,2.05,1.79,1.62,1.44
108,1.92,2.19,2.23,2.14,1.87,1.56
108,1.96,2.17,2.11,1.9,1.76,1.59
108,1.87,2.1,2.12,2.05,1.7,1.31
108,2.01,2.29,2.34,2.13,2.04,1.81
109,1.97,2.26,2.34,2.33,2.04,1.63
109,1.92,2.15,2.11,1.89,1.76,1.57
109,1.94,2.21,2.26,2.11,1.77,1.41
109,2.01,2.24,2.31,2.22,2.12,1.89
109,2.04,2.39,2.37,2.01,1.72,1.4
110,1.88,2.16,2.27,2.37,2.09,1.68
110,1.81,2.05,2.05,1.87,1.72,1.55
110,2.02,2.28,2.28,2.11,1.89,1.63
110,2,2.28,2.33,2.23,2.06,1.74
110,1.89,2.14,2.16,2.05,1.79,1.53
111,1.87,2.15,2.21,2.09,1.89,1.64
111,2.05,2.31,2.36,2.14,2.02,1.78
111,2.08,2.44,2.56,2.55,2.06,1.56
111,1.89,2.17,2.2,2.07,2.07,1.91
111,1.88,2.2,2.27,2.18,1.76,1.3
112,1.87,2.1,2.14,2,1.96,1.82
112,1.87,2.17,2.24,2.14,1.85,1.5
112,1.99,2.26,2.28,2.13,1.98,1.79
112,1.81,2.08,2.11,1.96,1.74,1.48
112,2.03,2.27,2.31,2.19,2.04,1.79
113,1.97,2.25,2.23,2.08,1.78,1.43
113,1.98,2.26,2.3,2.12,1.96,1.75
113,1.99,2.22,2.29,2.2,1.97,1.65
113,2.01,2.27,2.26,2.08,1.87,1.61
113,1.88,2.17,2.21,2.1,1.91,1.65
114,2.01,2.22,2.27,2.24,2.11,1.88
114,1.92,2.24,2.26,2,1.71,1.44
114,1.92,2.2,2.29,2.34,2.25,1.95
114,1.91,2.19,2.26,2.2,1.95,1.67
114,2.01,2.31,2.37,2.3,2.29,2.03
115,2.03,2.34,2.43,2.34,2.03,1.6
115,2.09,2.37,2.44,2.4,2.27,1.99
115,1.98,2.28,2.29,2,1.72,1.4
115,2.02,2.27,2.38,2.43,2.2,1.85
115,2.24,2.55,2.42,2.07,1.89,1.67
116,2.16,2.55,2.77,2.82,2.28,1.71
116,2.18,2.53,2.63,2.51,2.28,1.81
116,1.98,2.32,2.37,2.16,1.8,1.38
116,2.34,2.62,2.64,2.51,2.37,2.2
116,2.01,2.36,2.35,2.05,1.71,1.33
117,1.97,2.2,2.26,2.21,2.07,1.86
117,1.85,2.16,2.2,2.1,1.81,1.47
117,1.99,2.24,2.31,2.23,2.21,2.13
117,2.16,2.54,2.55,2.33,2.03,1.69
117,1.99,2.29,2.45,2.5,2.32,2.02
118,1.87,2.14,2.16,1.99,1.81,1.56
118,2.03,2.25,2.27,2.12,1.95,1.7
118,2.03,2.33,2.31,2.06,1.86,1.64
118,1.97,2.23,2.34,2.4,2.22,1.9
118,2.09,2.38,2.32,2.07,1.93,1.75
119,1.96,2.27,2.38,2.37,2.05,1.66
119,2.01,2.26,2.31,2.11,2.04,1.97
119,2.04,2.35,2.41,2.36,2.04,1.61
119,1.91,2.19,2.3,2.33,2.25,2.1
119,2.08,2.36,2.39,2.25,2.06,1.77
120,2.08,2.36,2.37,2.19,1.98,1.72
120,2,2.29,2.33,2.22,2.02,1.76
120,2.01,2.21,2.22,2.15,2.01,1.82
120,2.19,2.49,2.46,2.22,1.98,1.73
120,2.07,2.36,2.52,2.66,2.55,2.17
121,2.03,2.36,2.39,2.13,1.89,1.63
121,1.92,2.17,2.3,2.37,2.3,2.07
121,2.07,2.38,2.37,2.13,1.97,1.81
121,1.92,2.19,2.36,2.5,2.37,2.05
121,2.11,2.44,2.4,2.07,1.94,1.81
122,1.97,2.26,2.39,2.47,2.18,1.79
122,1.88,2.18,2.24,2.1,1.97,1.84
122,1.94,2.17,2.24,2.15,2.03,1.82
122,2.21,2.55,2.52,2.39,2.18,1.92
122,2.22,2.63,2.73,2.37,2.02,1.65
123,2.14,2.49,2.61,2.69,2.45,1.97
123,1.86,2.15,2.22,2.18,2.01,1.78
123,1.92,2.16,2.18,2.06,1.89,1.73
123,2.12,2.42,2.52,2.51,2.37,2.07
123,2.02,2.3,2.34,2.21,2.07,1.9
124,1.99,2.23,2.27,2.18,2.02,1.76
124,2.11,2.39,2.4,2.19,2.05,1.87
124,1.94,2.18,2.29,2.38,2.16,1.83
124,2.05,2.36,2.41,2.22,2.07,1.92
124,2.08,2.39,2.49,2.54,2.44,2.19
125,2.01,2.31,2.39,2.33,2.15,1.91
125,2.07,2.32,2.36,2.3,2.26,2.12
125,2.17,2.51,2.57,2.41,2.18,1.82
125,2.01,2.26,2.35,2.36,2.26,2.1
125,1.91,2.2,2.25,2.11,1.92,1.69
126,2.08,2.3,2.39,2.41,2.32,2.12
126,2.08,2.4,2.44,2.21,2.01,1.78
126,1.98,2.23,2.32,2.41,2.23,1.95
126,2.13,2.47,2.54,2.34,2.19,2.03
126,2.18,2.52,2.67,2.86,2.8,2.48
127,2.05,2.37,2.47,2.38,2.2,1.98
127,2.13,2.45,2.49,2.34,2.21,1.94
127,2.23,2.55,2.68,2.8,2.67,2.35
127,2.2,2.5,2.51,2.27,2.09,1.83
127,2.27,2.7,2.95,3.11,2.68,2.18
128,1.99,2.36,2.58,2.57,2.6,2.32
128,2.11,2.4,2.43,2.26,2.03,1.75
128,2.18,2.45,2.53,2.53,2.39,2.17
128,2.23,2.56,2.68,2.66,2.53,2.3
128,2.2,2.52,2.62,2.55,2.39,2.1
129,2.12,2.45,2.54,2.47,2.2,1.85
129,2.08,2.33,2.4,2.33,2.26,2.1
129,2.26,2.59,2.6,2.47,2.33,2.05
129,2.27,2.63,2.84,3.03,2.75,2.33
129,2.16,2.51,2.63,2.55,2.58,2.4
130,2.06,2.29,2.38,2.36,2.25,2.04
130,2.1,2.38,2.4,2.27,2.13,1.95
130,2.13,2.42,2.55,2.6,2.45,2.25
130,2.19,2.53,2.62,2.58,2.55,2.4
130,2.11,2.47,2.65,2.8,2.55,2.18
131,2.19,2.47,2.55,2.4,2.33,2.13
131,2.22,2.55,2.54,2.34,2.17,1.99
131,2.09,2.42,2.59,2.68,2.39,1.98
131,2.09,2.4,2.51,2.41,2.41,2.32
131,2.09,2.41,2.49,2.44,2.25,1.96
132,2.24,2.5,2.61,2.64,2.57,2.45
132,2.4,2.8,2.72,2.41,2.26,2.01
132,2.26,2.62,2.85,3.01,2.62,2.07
132,1.98,2.28,2.43,2.39,2.48,2.52
132,2.05,2.36,2.45,2.43,2.3,2.06
133,2.2,2.42,2.5,2.51,2.49,2.42
133,2.22,2.57,2.62,2.46,2.32,2.11
133,2.29,2.59,2.74,2.94,2.84,2.47
133,2.11,2.44,2.52,2.41,2.32,2.18
133,2.15,2.41,2.48,2.47,2.37,2.16
134,2.3,2.68,2.78,2.64,2.49,2.27
134,2.25,2.52,2.68,2.77,2.55,2.17
134,2.46,2.9,2.88,2.49,2.3,2.1
134,2.24,2.61,2.89,3.16,2.84,2.29
134,2.13,2.45,2.5,2.27,2.23,2.12
135,2.19,2.5,2.62,2.66,2.47,2.09
135,2.29,2.63,2.77,2.78,2.77,2.68
135,2.12,2.43,2.48,2.37,2.24,2.06
135,2.22,2.54,2.68,2.73,2.62,2.38
135,2.3,2.66,2.75,2.65,2.56,2.38
136,2.08,2.34,2.43,2.43,2.29,2.04
136,2.36,2.67,2.71,2.54,2.44,2.33
136,2.22,2.56,2.7,2.8,2.68,2.44
136,2.22,2.58,2.72,2.79,2.68,2.48
136,2.24,2.61,2.83,2.97,2.88,2.54
137,2.24,2.58,2.7,2.61,2.59,2.51
137,2.14,2.45,2.54,2.5,2.35,2.11
137,2.28,2.6,2.72,2.79,2.76,2.65
137,2.21,2.51,2.59,2.55,2.43,2.2
137,2.28,2.61,2.78,2.89,2.82,2.69
138,2.32,2.61,2.61,2.49,2.44,2.28
138,2.51,2.95,3.14,3.01,2.62,2.21
138,2.36,2.79,3.11,3.39,3.36,2.99
138,2.37,2.77,2.77,2.51,2.42,2.3
138,2.4,2.83,3.12,3.37,3,2.44
139,2.17,2.58,2.79,2.81,2.99,2.93
139,2.23,2.57,2.7,2.71,2.62,2.37
139,2.27,2.58,2.75,2.92,2.76,2.55
139,2.4,2.75,2.83,2.69,2.68,2.55
139,2.21,2.61,2.81,2.93,2.66,2.22
140,2.17,2.48,2.62,2.68,2.77,2.82
140,2.08,2.42,2.57,2.66,2.56,2.33
140,2.47,2.87,2.98,2.9,2.98,2.97
140,2.26,2.63,2.85,3.02,2.75,2.23
140,2.22,2.6,2.75,2.75,2.92,2.95
141,2.3,2.64,2.86,2.91,2.7,2.34
141,2.51,2.89,2.95,2.83,2.82,2.72
141,2.3,2.74,2.94,2.96,2.49,1.98
141,2.36,2.74,2.98,3.13,3.29,3.01
141,2.27,2.64,2.77,2.6,2.47,2.34
142,2.32,2.71,2.93,3.18,3.13,2.8
142,2.38,2.74,2.83,2.78,2.75,2.64
142,2.42,2.79,3.01,3.22,3.1,2.78
142,2.43,2.82,2.97,2.87,2.87,2.66
142,2.32,2.67,2.75,2.72,2.6,2.41
143,2.32,2.68,2.87,3.02,2.88,2.61
143,2.34,2.67,2.8,2.85,2.94,2.96
143,2.14,2.47,2.61,2.65,2.54,2.3
143,2.49,2.83,2.92,2.9,2.86,2.83
143,2.34,2.75,2.89,2.78,2.62,2.35
144,2.3,2.64,2.78,2.86,2.86,2.73
144,2.3,2.67,2.79,2.72,2.62,2.52
144,2.34,2.65,2.76,2.81,2.79,2.73
144,2.52,2.94,3.06,2.97,2.85,2.59
144,2.34,2.71,2.93,3.2,3.16,2.95
145,2.37,2.74,2.87,2.76,2.76,2.7
145,2.29,2.65,2.81,2.95,2.9,2.62
145,2.34,2.69,2.87,2.99,3.06,3.06
145,2.41,2.82,3.06,3.21,3.24,3.17
145,2.55,2.97,3.08,3,2.96,2.75
146,2.6,3.07,3.36,3.49,3.23,2.85
146,2.64,3.11,3.32,3.34,3.36,3.04
146,2.47,2.92,3.19,3.46,3.15,2.72
146,2.56,3,3.25,3.4,3.6,3.41
146,2.18,2.56,2.76,2.89,2.83,2.67
147,2.5,2.84,2.89,2.81,2.82,2.79
147,2.43,2.84,3.08,3.22,2.94,2.55
147,2.59,3.06,3.33,3.42,3.54,3.28
147,2.22,2.56,2.77,2.96,2.9,2.78
147,2.75,3.05,3.08,2.9,2.93,2.9
148,2.53,3,3.16,3.16,2.9,2.49
148,2.4,2.78,2.96,3.09,3.12,3.09
148,2.25,2.55,2.65,2.67,2.52,2.32
148,2.57,2.98,3.12,3,2.96,2.84
148,2.57,3.07,3.38,3.74,3.64,3.23
149,2.37,2.68,2.87,2.94,2.99,2.99
149,2.55,3.03,3.07,2.72,2.57,2.37
149,2.63,3.11,3.52,3.99,3.62,2.97
149,2.59,3.04,3.19,3.14,3.24,3.21
149,2.7,3.17,3.44,3.49,3.15,2.64
150,2.63,3.01,3.23,3.38,3.49,3.26
150,2.46,2.91,3.07,3,2.92,2.8
150,2.57,3,3.27,3.58,3.53,3.22
150,2.49,2.92,3.08,3.01,3.02,3
150,2.62,3.06,3.33,3.59,3.39,3
151,2.5,2.95,3.11,2.94,2.88,2.8
151,2.25,2.64,2.92,3.21,3.2,2.89
151,2.51,2.89,3.01,3.01,3.11,3.22
151,2.5,3,3.36,3.61,3.46,3.03
151,2.48,2.87,3.1,3.2,3.35,3.35
152,2.58,3.05,3.23,3.19,2.91,2.55
152,2.23,2.6,2.85,3.06,3.11,3.03
152,2.33,2.74,2.93,2.95,2.97,2.99
152,2.39,2.78,2.97,3.09,3.03,2.75
152,2.32,2.71,2.9,3.06,3.04,2.99
153,2.37,2.78,3.03,3.08,3.15,3.09
153,2.58,3.01,3.14,3.16,3.16,3
153,2.35,2.8,3.09,3.26,2.98,2.66
153,2.68,3.11,3.4,3.61,3.89,3.8
153,2.77,3.32,3.59,3.58,3.37,3
154,2.51,2.99,3.34,3.64,3.66,3.31
154,2.34,2.75,2.92,2.91,2.91,2.89
154,2.35,2.74,2.96,3.12,3.18,3.04
154,2.42,2.82,2.98,3.06,3.07,3.04
154,2.25,2.61,2.79,2.91,2.95,2.91
155,2.33,2.68,2.78,2.72,2.71,2.71
155,2.44,2.81,3,3.11,3.03,2.8
155,2.28,2.64,2.77,2.77,2.78,2.81
155,2.52,2.89,3.11,3.34,3.32,3.09
155,2.62,3.09,3.31,3.36,3.38,3.3
156,2.35,2.67,2.86,3.01,3.07,3.01
156,2.58,3,3.03,2.9,2.85,2.77
156,2.71,3.22,3.56,3.76,3.57,3.24
156,2.35,2.73,2.94,3,3.06,3.03
156,2.28,2.63,2.73,2.72,2.73,2.71
157,2.26,2.63,2.8,2.93,2.9,2.82
157,2.45,2.82,3.01,3.17,3.29,3.41
157,2.32,2.71,2.9,2.95,2.94,2.82
157,2.46,2.8,2.93,3,3.03,3.03
157,2.4,2.85,3.11,3.34,3.2,2.94
158,2.48,2.92,3.17,3.26,3.43,3.37
158,2.37,2.74,2.93,3.08,3.12,3
158,2.59,2.99,3.17,3.21,3.17,3.1
158,2.45,2.82,2.92,2.94,3,2.99
158,2.4,2.77,2.97,3.18,3.07,2.91
159,2.52,2.94,3.14,3.27,3.49,3.52
159,2.44,2.82,3.05,3.31,3.3,3.22
159,2.56,3.03,3.25,3.29,3.4,3.3
159,2.43,2.75,2.92,3.01,3.02,2.87
159,2.51,2.95,3.07,3.02,3.01,3
160,2.44,2.81,3.08,3.38,3.32,3.08
160,2.37,2.79,2.93,2.91,2.95,2.96
160,2.52,2.95,3.23,3.5,3.34,3.07
160,2.43,2.85,3.06,3.1,3.26,3.28
160,2.26,2.64,2.82,2.92,2.86,2.65
161,2.62,3.04,3.18,3.21,3.25,3.28
161,2.1,2.47,2.69,2.85,2.89,2.84
161,2.56,2.92,3.09,3.22,3.28,3.25
161,2.46,2.93,3.16,3.34,3.25,3.05
161,2.45,2.89,3.14,3.31,3.44,3.42
162,2.27,2.64,2.81,2.91,2.96,2.97
162,2.52,2.9,3.05,3.12,3.17,3.17
162,2.36,2.78,3.01,3.12,3.09,3
162,2.6,3.03,3.21,3.18,3.2,3.1
162,2.42,2.84,3.09,3.36,3.33,3.22
163,2.32,2.7,2.91,3.01,3.08,3.08
163,2.37,2.73,2.92,3.03,3.07,3.02
163,2.76,3.27,3.54,3.83,3.9,3.77
163,2.36,2.8,3.06,3.2,3.2,3.06
163,2.39,2.76,2.92,2.97,3.05,3.07
164,2.4,2.82,3.06,3.24,3.14,2.97
164,2.59,3.02,3.3,3.54,3.84,3.91
164,2.45,2.92,3.19,3.49,3.45,3.26
164,2.51,2.97,3.31,3.62,3.96,4.03
164,2.46,2.93,3.15,3.29,3.34,3.33
165,2.6,3.02,3.33,3.67,3.98,4.15
165,2.56,3.03,3.24,3.32,3.29,3.21
165,2.43,2.78,3.02,3.22,3.36,3.34
165,2.59,3.04,3.18,3.17,3.12,3.1
165,2.58,3,3.29,3.68,3.87,3.62
166,2.5,2.94,3.11,3.11,3.14,3.2
166,2.52,2.94,3.17,3.42,3.52,3.39
166,2.53,2.97,3.18,3.3,3.35,3.38
166,2.46,2.88,3.13,3.3,3.26,3.14
166,2.43,2.81,2.93,2.92,2.99,3.02
167,2.45,2.88,3.07,3.23,3.25,3.21
167,2.58,2.97,3.21,3.47,3.6,3.68
167,2.54,2.99,3.16,3.12,3.18,3.19
167,2.58,3,3.26,3.53,3.6,3.5
167,2.35,2.78,2.98,3.06,3.08,3.12
168,2.39,2.77,3.02,3.21,3.3,3.2
168,2.58,2.99,3.13,3.19,3.23,3.3
168,2.6,3.13,3.51,3.9,3.85,3.56
168,2.5,2.93,3.19,3.34,3.51,3.62
168,2.59,3.13,3.42,3.52,3.52,3.27
169,2.55,2.94,3.18,3.35,3.46,3.41
169,2.71,3.2,3.31,3.29,3.27,3.22
169,2.7,3.23,3.63,3.81,3.64,3.44
169,2.56,3.06,3.41,3.79,4.04,3.92
169,2.29,2.68,2.92,3.08,3.18,3.31
170,2.76,3.24,3.43,3.46,3.45,3.32
170,2.42,2.87,3.2,3.54,3.63,3.45
170,2.52,3,3.27,3.48,3.61,3.76
170,2.53,2.91,3.12,3.33,3.46,3.44
170,2.54,3.02,3.22,3.23,3.19,3.11
171,2.61,3.05,3.34,3.62,3.68,3.54
171,2.47,2.88,3.07,3.21,3.33,3.42
171,2.77,3.26,3.46,3.49,3.4,3.15
171,2.66,3.15,3.46,3.81,3.9,3.82
171,2.75,3.25,3.55,3.77,3.77,3.62
172,2.62,3.08,3.35,3.52,3.6,3.46
172,2.51,2.97,3.23,3.43,3.55,3.63
172,2.44,2.85,3.08,3.28,3.38,3.44
172,2.41,2.83,3.06,3.24,3.35,3.4
172,2.31,2.67,2.87,3.01,3.16,3.22
173,2.62,3.09,3.28,3.37,3.42,3.42
173,2.51,2.92,3.2,3.45,3.56,3.6
173,2.43,2.83,3.05,3.19,3.31,3.41
173,2.64,3.1,3.28,3.35,3.32,3.21
173,2.47,2.86,3.14,3.4,3.5,3.46
174,2.65,3.17,3.44,3.52,3.59,3.6
174,2.56,3.08,3.5,4.1,4.25,3.95
174,2.56,3.09,3.39,3.54,3.76,4.09
174,2.69,3.17,3.51,3.94,4.16,3.91
174,2.61,3.12,3.39,3.54,3.65,3.85
175,2.42,2.84,3.13,3.38,3.54,3.38
175,2.59,3.02,3.19,3.3,3.45,3.65
175,2.52,2.91,3.16,3.43,3.46,3.32
175,2.59,3.07,3.28,3.32,3.47,3.61
175,2.42,2.84,3.13,3.49,3.58,3.41
176,2.39,2.79,3.01,3.1,3.25,3.4
176,2.52,3,3.23,3.36,3.35,3.23
176,2.42,2.78,3.02,3.25,3.42,3.53
176,2.52,2.97,3.08,2.99,3.01,3.01
176,2.45,2.88,3.2,3.56,3.61,3.46
177,2.46,2.88,3.11,3.27,3.4,3.57
177,2.53,2.93,3.18,3.43,3.6,3.54
177,2.45,2.88,3.07,3.12,3.24,3.37
177,2.43,2.84,3.14,3.53,3.55,3.36
177,2.63,3.11,3.4,3.56,3.86,4.06
178,2.58,3.07,3.39,3.73,3.8,3.57
178,2.56,2.98,3.28,3.56,3.74,3.9
178,2.5,2.96,3.26,3.48,3.6,3.52
178,2.52,2.98,3.25,3.44,3.64,3.78
178,2.62,3.05,3.31,3.52,3.64,3.6
179,2.64,3.13,3.43,3.69,3.77,3.78
179,2.64,3.09,3.39,3.67,3.88,3.87
179,2.65,3.13,3.4,3.69,3.76,3.73
179,2.69,3.15,3.47,3.77,4.07,4.13
179,2.57,2.99,3.21,3.29,3.39,3.47
180,2.39,2.79,3.01,3.17,3.26,3.27
180,2.41,2.78,2.98,3.15,3.33,3.48
180,2.55,3.01,3.18,3.27,3.34,3.33
180,2.58,3.03,3.39,3.72,3.75,3.7
180,2.45,2.86,3.03,3.07,3.26,3.48
181,2.41,2.85,3.16,3.5,3.51,3.28
181,2.79,3.26,3.49,3.63,3.83,4.02
181,2.41,2.91,3.27,3.67,3.69,3.53
181,2.48,2.94,3.19,3.29,3.49,3.66
181,2.24,2.62,2.82,2.97,2.95,2.8
182,2.39,2.76,2.94,3.03,3.13,3.28
182,2.45,2.9,3.19,3.46,3.4,3.19
182,2.46,2.92,3.21,3.38,3.57,3.57
182,2.34,2.72,2.91,3.06,3.08,3.11
182,2.52,2.92,3.14,3.32,3.53,3.65
183,2.43,2.87,3.13,3.39,3.47,3.45
183,2.49,2.89,3.12,3.28,3.43,3.49
183,2.43,2.83,3.07,3.29,3.35,3.27
183,2.69,3.07,3.18,3.2,3.34,3.4
183,2.55,3.04,3.31,3.43,3.25,3.02
184,2.78,3.26,3.63,3.98,4.19,4.13
184,2.53,2.99,3.21,3.35,3.31,3.22
184,2.51,2.94,3.22,3.39,3.48,3.4
184,2.51,2.94,3.2,3.43,3.56,3.65
184,2.55,2.94,3.18,3.37,3.49,3.45
185,2.49,2.91,3.11,3.2,3.27,3.32
185,2.75,3.16,3.36,3.6,3.7,3.66
185,2.55,3.04,3.29,3.42,3.49,3.55
185,2.6,2.98,3.19,3.33,3.49,3.49
185,2.75,3.24,3.49,3.72,3.71,3.64
186,2.59,3.08,3.49,3.89,4.17,4.13
186,2.55,3.03,3.29,3.35,3.49,3.58
186,2.54,3.02,3.36,3.76,3.76,3.53
186,2.63,3.08,3.32,3.43,3.56,3.66
186,2.5,2.98,3.23,3.36,3.36,3.27
187,2.58,3.04,3.33,3.58,3.63,3.48
187,2.45,2.85,3.07,3.25,3.41,3.58
187,2.64,3.04,3.22,3.36,3.48,3.5
187,2.63,3.09,3.3,3.43,3.51,3.54
187,2.72,3.17,3.45,3.66,3.74,3.68
188,2.51,2.93,3.17,3.35,3.46,3.45
188,2.63,3.09,3.38,3.65,3.71,3.58
188,2.67,3.14,3.43,3.68,3.87,3.96
188,2.57,2.99,3.26,3.53,3.67,3.69
188,2.56,3.02,3.27,3.46,3.6,3.77
189,2.51,2.94,3.24,3.52,3.6,3.53
189,2.47,2.88,3.12,3.38,3.54,3.67
189,2.62,3.12,3.39,3.46,3.54,3.46
189,2.65,3.09,3.3,3.53,3.65,3.72
189,2.53,2.98,3.24,3.5,3.5,3.5
190,2.7,3.11,3.35,3.54,3.7,3.72
190,2.55,3.02,3.25,3.32,3.33,3.31
190,2.61,3.04,3.28,3.57,3.76,3.82
190,2.38,2.83,3.09,3.2,3.22,3.2
190,2.52,2.89,3.15,3.43,3.62,3.68
191,2.54,3,3.17,3.22,3.34,3.47
191,2.63,3.1,3.43,3.82,3.88,3.79
191,2.68,3.15,3.4,3.48,3.64,3.77
191,2.64,3.06,3.23,3.35,3.36,3.24
191,2.66,3.1,3.33,3.54,3.64,3.72
192,2.69,3.17,3.49,3.77,3.98,3.97
192,2.55,2.96,3.19,3.32,3.5,3.64
192,2.41,2.84,3.11,3.38,3.43,3.43
192,2.69,3.12,3.27,3.37,3.52,3.69
192,2.49,2.99,3.31,3.62,3.67,3.57
193,2.56,2.99,3.25,3.47,3.7,3.93
193,2.46,2.92,3.2,3.4,3.44,3.33
193,2.69,3.12,3.37,3.57,3.78,3.88
193,2.46,2.91,3.19,3.46,3.48,3.34
193,2.65,3.06,3.38,3.7,3.97,4.13
194,2.66,3.15,3.35,3.4,3.52,3.59
194,2.5,2.92,3.23,3.6,3.73,3.65
194,2.43,2.85,3.09,3.24,3.4,3.58
194,2.55,2.98,3.25,3.52,3.51,3.42
194,2.53,2.98,3.22,3.37,3.53,3.57
195,2.78,3.32,3.71,3.89,3.9,3.83
195,2.58,3.05,3.34,3.58,3.69,3.56
195,2.6,2.97,3.19,3.42,3.54,3.64
195,2.81,3.38,3.73,3.82,3.92,3.82
195,2.68,3.15,3.53,4,4.07,4.03
196,2.67,3.15,3.39,3.39,3.51,3.55
196,2.57,3.07,3.49,4.02,4.01,3.79
196,2.75,3.25,3.47,3.49,3.7,3.76
196,2.5,2.98,3.31,3.71,3.58,3.32
196,2.78,3.26,3.55,3.72,3.97,3.98
197,2.36,2.81,3.1,3.35,3.47,3.52
197,2.83,3.28,3.55,3.85,4.14,4.41
197,2.85,3.44,3.77,3.75,3.66,3.42
197,2.73,3.31,3.83,4.54,4.64,4.39
197,2.64,3.16,3.41,3.58,3.74,3.93
198,2.83,3.34,3.76,4.21,4.25,4.07
198,2.76,3.32,3.64,3.74,3.95,3.96
198,2.61,3.03,3.37,3.82,3.94,3.84
198,2.75,3.3,3.52,3.67,3.86,4.01
198,2.82,3.37,3.79,4.16,4.05,3.83
199,2.62,3.15,3.45,3.53,3.79,3.74
199,2.69,3.24,3.71,4.31,4.43,4.2
199,2.48,2.98,3.34,3.63,3.99,4.19
199,2.48,2.88,3.12,3.34,3.49,3.53
199,2.79,3.28,3.53,3.76,3.92,4.09
200,2.77,3.3,3.76,4.44,4.9,4.7
200,2.6,3.12,3.4,3.39,3.52,3.65
200,2.66,3.17,3.54,4.04,4.14,3.97
