s,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW,kW,kW,kW,kW,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m,m,m,deg
 1.8000004E+001, 3.1948680E+001, 3.0632376E+001, 3.1714630E+001, 2.4317260E+001, 6.2397757E+000, 3.8892325E+001, 2.3118367E+001, 1.2877154E+001, 4.5516134E+000, 2.3842942E+001, 1.6263550E+001, 1.0361071E+001, 3.8373975E+000, 1.3184716E+001, 9.8709295E+000, 7.3439728E+000, 2.8907526E+000, 7.7869709E+000, 6.0693151E+000, 4.7122510E+000, 2.5320615E+000, 4.4176730E+000, 3.7004634E+000, 3.2609217E+000, 2.0842137E+000, 2.7139237E+000, 2.1924570E+000, 2.0090000E+000, 1.6157643E+000, 9.3432776E-001, 9.5869828E-001, 8.2406547E-001, 6.2998729E-001, 4.5432648E-001, 3.0449833E-001, 4.1615597E+000, 3.1335533E+000, 1.0280064E+000, 4.0394067E+000, 3.1539127E+000, 8.8549400E-001, 5.4586577E+000, 5.6237293E+000, 9.3529275E+000, 1.1966135E+000, 1.3891978E+000, 3.8931203E+000, 3.8628741E+000, 8.4465551E-001,-8.0662573E-001,-2.3166063E-001, 3.3198381E-001, 2.2800505E-001, 1.3694200E-001,-6.0545694E-002, 9.6408790E-003, 1.0690916E-001, 1.7916115E-001, 1.8663475E-001, 1.9780238E-001, 2.3467841E-001, 2.4184128E-001, 3.0909693E-001, 3.9248940E-001, 4.4549883E-001, 1.4403084E-001, 1.0073505E-001, 5.7330125E-001, 4.4596198E+000
 2.0001464E+001, 3.4359820E+001, 2.9498865E+001, 3.2623060E+001, 2.5747289E+001, 6.0897348E+000, 4.0129902E+001, 2.3320113E+001, 1.2292837E+001, 3.9657149E+000, 2.8342155E+001, 1.4069248E+001, 8.6997887E+000, 3.5422012E+000, 1.7861860E+001, 9.1481542E+000, 6.3769033E+000, 3.1727792E+000, 1.0737551E+001, 6.0026372E+000, 4.3000810E+000, 2.1143687E+000, 6.1461040E+000, 4.2017011E+000, 3.0229883E+000, 1.5416207E+000, 4.2452541E+000, 2.9792552E+000, 2.4019246E+000, 1.4565129E+000, 9.2253831E-001, 9.2950905E-001, 8.0024713E-001, 6.2662227E-001, 4.5762442E-001, 3.1446995E-001, 4.2723857E+000, 3.1913869E+000, 1.0809987E+000, 4.0353929E+000, 3.0438375E+000, 9.9155540E-001, 5.4532337E+000, 5.7734941E+000, 1.4612664E+001, 1.3399397E+000, 1.4608091E+000, 3.7214947E+000, 3.9055927E+000, 8.9205838E-001,-8.1902427E-001,-2.7475655E-001, 3.4974898E-001, 2.5591595E-001, 2.0279108E-001,-3.9581018E-002, 1.7132177E-002, 7.9807929E-002, 1.1094000E-001, 1.4246379E-001, 1.6307982E-001, 1.7953560E-001, 2.3946702E-001, 3.1204232E-001, 3.3021985E-001, 2.5270795E-001, 8.0167555E-002, 7.5414953E-002, 5.9454287E-001, 4.4175176E+000
 2.2000690E+001, 3.0813394E+001, 2.8773480E+001, 3.2456934E+001, 2.5574793E+001, 6.3927527E+000, 3.8059008E+001, 2.5222288E+001, 1.4183026E+001, 4.8185458E+000, 2.3571068E+001, 1.5410783E+001, 1.0498801E+001, 4.7343207E+000, 1.3316397E+001, 9.2006121E+000, 6.8758518E+000, 3.5758201E+000, 8.1923926E+000, 6.2614866E+000, 5.0986762E+000, 2.6781216E+000, 4.9928441E+000, 4.0174542E+000, 3.3933784E+000, 1.9547635E+000, 3.1269103E+000, 2.5034458E+000, 2.2068754E+000, 1.3883764E+000, 9.5131622E-001, 9.6369716E-001, 8.2406283E-001, 6.3832627E-001, 4.6395276E-001, 3.1661215E-001, 4.1976465E+000, 3.1981443E+000, 9.9950226E-001, 3.7967244E+000, 2.9765635E+000, 8.2016095E-001, 5.1307086E+000, 5.6724953E+000, 1.0145359E+001, 1.1083256E+000, 1.3506787E+000, 3.6079853E+000, 3.8839420E+000, 8.9946235E-001,-8.1376244E-001,-2.7356116E-001, 3.6280725E-001, 2.7335598E-001, 2.3471952E-001,-2.9005900E-003, 2.6835705E-002, 1.1506391E-001, 2.1180864E-001, 2.7672477E-001, 3.0112054E-001, 3.0537987E-001, 3.4005481E-001, 4.1391539E-001, 5.4517577E-001, 6.5552848E-001, 1.4665180E-001, 9.7883956E-002, 5.9976557E-001, 4.4595469E+000
 2.4000185E+001, 3.3280692E+001, 2.7134726E+001, 2.9490842E+001, 2.3021037E+001, 6.7084617E+000, 3.5102404E+001, 2.3428158E+001, 1.3963099E+001, 4.7422274E+000, 2.2392488E+001, 1.5150380E+001, 1.1382905E+001, 4.9498488E+000, 1.2714805E+001, 9.8295901E+000, 8.2620175E+000, 4.5225762E+000, 7.0771355E+000, 5.4650423E+000, 4.4770732E+000, 2.7476288E+000, 3.9493520E+000, 2.9257551E+000, 2.3430940E+000, 1.2715223E+000, 2.6540347E+000, 2.2247212E+000, 1.6966008E+000, 9.2965141E-001, 9.7696790E-001, 1.0000992E+000, 8.5913360E-001, 6.6186169E-001, 4.7359754E-001, 3.1516722E-001, 4.0336436E+000, 3.1380099E+000, 8.9563371E-001, 4.0652306E+000, 3.1269968E+000, 9.3823383E-001, 5.4935549E+000, 5.4508697E+000, 9.6997363E+000, 1.2678836E+000, 1.2103158E+000, 3.7772456E+000, 3.7791698E+000, 8.9252479E-001,-8.4730382E-001,-2.4719900E-001, 3.6036706E-001, 2.3972531E-001, 1.0705109E-001,-2.6596536E-002, 5.2349430E-002, 1.0703953E-001, 1.8881216E-001, 2.2751040E-001, 3.1471798E-001, 3.8599339E-001, 4.4270987E-001, 4.9008966E-001, 5.2431679E-001, 5.2636711E-001, 2.0158105E-001, 1.0811619E-001, 6.0212775E-001, 4.7165449E+000
 2.6000733E+001, 3.0306762E+001, 2.7767527E+001, 3.0515797E+001, 2.4424037E+001, 6.4275861E+000, 3.8332528E+001, 2.3147147E+001, 1.2537887E+001, 4.0796440E+000, 2.6259369E+001, 1.3947415E+001, 8.0388053E+000, 2.6797781E+000, 1.6232416E+001, 8.8509847E+000, 5.8112387E+000, 2.0339318E+000, 1.0354689E+001, 6.2212041E+000, 3.9275236E+000, 1.8507545E+000, 6.2771428E+000, 4.0656048E+000, 2.9001968E+000, 1.6759162E+000, 4.1652980E+000, 2.7665312E+000, 2.0725121E+000, 1.2880357E+000, 9.5441516E-001, 9.6201319E-001, 8.2167204E-001, 6.3935509E-001, 4.7135316E-001, 3.2432395E-001, 4.1062998E+000, 3.1346203E+000, 9.7167948E-001, 4.2537767E+000, 3.2180627E+000, 1.0357139E+000, 5.7483469E+000, 5.5490537E+000, 1.2506948E+001, 1.3996134E+000, 1.3130804E+000, 3.8659393E+000, 3.7496362E+000, 8.9110131E-001,-8.3244792E-001,-2.4659622E-001, 3.4222179E-001, 2.4772683E-001, 1.8790916E-001,-6.7078249E-003, 3.2418787E-002, 6.7103968E-002, 1.3323828E-001, 1.7007404E-001, 2.1060908E-001, 2.5978593E-001, 2.5692529E-001, 2.3555479E-001, 2.7588321E-001, 3.0033785E-001, 1.0995294E-001, 1.5804917E-001, 6.1553170E-001, 4.7224887E+000
 2.8000233E+001, 3.2735869E+001, 2.7734616E+001, 3.1851230E+001, 2.5099908E+001, 6.5486174E+000, 3.7852370E+001, 2.3729441E+001, 1.3668617E+001, 4.5330595E+000, 2.3507719E+001, 1.3619040E+001, 8.8150680E+000, 3.5980728E+000, 1.4185201E+001, 9.0663162E+000, 5.9934749E+000, 2.7133885E+000, 9.4407024E+000, 6.0122364E+000, 4.1992469E+000, 2.0430529E+000, 6.4078697E+000, 4.4251336E+000, 3.0733574E+000, 1.5246705E+000, 4.4568833E+000, 3.4509491E+000, 2.4628947E+000, 1.2407103E+000, 9.7173860E-001, 9.7722162E-001, 8.3620678E-001, 6.4806953E-001, 4.7238688E-001, 3.2502070E-001, 4.1385217E+000, 3.1202323E+000, 1.0182894E+000, 3.9852971E+000, 3.0942794E+000, 8.9101772E-001, 5.3855366E+000, 5.5925969E+000, 1.0847243E+001, 1.2040780E+000, 1.3760667E+000, 3.6777858E+000, 3.7036238E+000, 8.6113201E-001,-8.1308881E-001,-2.3528889E-001, 3.2315215E-001, 2.2303359E-001, 6.5798067E-002,-2.8443442E-004, 5.4412806E-002, 1.2525957E-001, 1.3233663E-001, 1.4692988E-001, 1.6486877E-001, 2.2634229E-001, 3.0504470E-001, 3.7771988E-001, 4.5582356E-001, 5.4484238E-001, 8.7599150E-002, 1.2357522E-001, 6.1780467E-001, 4.6707677E+000
 3.0000722E+001, 3.7790519E+001, 2.7300446E+001, 3.0574039E+001, 2.4709739E+001, 7.0855415E+000, 3.5671408E+001, 2.3190484E+001, 1.4248061E+001, 5.1751872E+000, 2.4415049E+001, 1.4612283E+001, 9.9691586E+000, 4.0585035E+000, 1.3061623E+001, 8.6043349E+000, 6.4698039E+000, 2.7289692E+000, 7.8261268E+000, 5.2547150E+000, 4.0031845E+000, 1.7885179E+000, 5.1458181E+000, 3.3274813E+000, 2.5222249E+000, 1.4232494E+000, 3.7030260E+000, 2.4628113E+000, 1.9171854E+000, 1.1820784E+000, 9.9013852E-001, 1.0007848E+000, 8.4846709E-001, 6.5048931E-001, 4.6823678E-001, 3.1745598E-001, 4.0336842E+000, 3.1100948E+000, 9.2358936E-001, 4.1225219E+000, 3.1125527E+000, 1.0099691E+000, 5.5709755E+000, 5.4509246E+000, 1.0220871E+001, 1.3648232E+000, 1.2480937E+000, 3.6752588E+000, 3.6663093E+000, 9.6856981E-001,-8.6007964E-001,-2.8855636E-001, 4.3737840E-001, 3.2667297E-001, 2.2204829E-001,-3.3674153E-002, 3.4085927E-002, 1.0814892E-001, 1.7970938E-001, 2.6794139E-001, 3.8453125E-001, 4.3892717E-001, 4.6263343E-001, 4.8519414E-001, 5.4424735E-001, 6.0352844E-001, 1.5400655E-001, 1.2976399E-001, 6.1761468E-001, 4.7249241E+000
 3.2000436E+001, 3.7966314E+001, 2.9228743E+001, 3.0453192E+001, 2.3946315E+001, 6.2351356E+000, 3.8532317E+001, 2.3954464E+001, 1.2420192E+001, 4.1084564E+000, 2.7420365E+001, 1.3619984E+001, 7.6036810E+000, 2.8845753E+000, 1.7335037E+001, 8.2690402E+000, 5.3459578E+000, 2.2420887E+000, 1.1329212E+001, 5.4597112E+000, 3.6772971E+000, 1.6022540E+000, 7.2360384E+000, 3.9288168E+000, 2.8576450E+000, 1.3234506E+000, 5.1246190E+000, 3.0163982E+000, 2.3049629E+000, 1.1718141E+000, 9.7702973E-001, 9.8966873E-001, 8.5073638E-001, 6.6653005E-001, 4.9106261E-001, 3.3783860E-001, 4.1895116E+000, 3.1859760E+000, 1.0035356E+000, 4.3321622E+000, 3.2338851E+000, 1.0982771E+000, 5.8542732E+000, 5.6615021E+000, 1.4681267E+001, 1.4841582E+000, 1.3561291E+000, 3.8044260E+000, 3.7380311E+000, 8.5013869E-001,-8.0402637E-001,-2.2946185E-001, 3.5914711E-001, 2.6139517E-001, 8.9869842E-002,-5.0850095E-002,-1.1722591E-002, 1.7863441E-002, 9.9854772E-002, 1.2071647E-001, 1.4646741E-001, 2.2356144E-001, 2.6880880E-001, 2.8311085E-001, 2.9863875E-001, 3.6678338E-001, 1.4466839E-001, 1.4128121E-001, 6.2612884E-001, 4.7385240E+000
 3.4000566E+001, 3.2063556E+001, 3.0758774E+001, 3.2449535E+001, 2.4845237E+001, 6.2362938E+000, 3.9511594E+001, 2.2385948E+001, 1.1643937E+001, 3.9450521E+000, 2.6309458E+001, 1.4078616E+001, 8.7543067E+000, 3.3141939E+000, 1.5229052E+001, 9.6619596E+000, 6.8423097E+000, 3.0821534E+000, 9.2312592E+000, 6.5933158E+000, 4.6489555E+000, 2.0485629E+000, 5.6652985E+000, 4.5284716E+000, 3.5663531E+000, 1.4377038E+000, 3.8446703E+000, 3.3084815E+000, 2.6970702E+000, 1.5863994E+000, 9.8802719E-001, 9.9792542E-001, 8.5750798E-001, 6.7116718E-001, 4.9020396E-001, 3.3574695E-001, 4.1795978E+000, 3.2007727E+000, 9.7882512E-001, 4.0195818E+000, 3.0985103E+000, 9.2107143E-001, 5.4318673E+000, 5.6481052E+000, 1.0970201E+001, 1.2446911E+000, 1.3227366E+000, 3.6029160E+000, 3.7302008E+000, 8.8631660E-001,-8.3041812E-001,-2.6092978E-001, 3.2976232E-001, 2.5972900E-001, 5.8217692E-002,-6.6681679E-002, 1.3430561E-002, 5.9681031E-002, 6.5582827E-002, 1.1404775E-001, 1.4456239E-001, 1.4920774E-001, 1.9822642E-001, 2.5905543E-001, 3.2512509E-001, 3.2970006E-001, 2.0017490E-001, 1.1062964E-001, 6.3020669E-001, 4.8166765E+000
 3.6000716E+001, 2.6720336E+001, 2.7120050E+001, 3.3198687E+001, 2.4874387E+001, 6.2874052E+000, 3.7875542E+001, 2.4112350E+001, 1.3322579E+001, 4.6270463E+000, 2.6229327E+001, 1.2923781E+001, 7.8313739E+000, 3.0562748E+000, 1.5956201E+001, 7.9070532E+000, 4.8830856E+000, 2.1142436E+000, 1.0604730E+001, 5.3486279E+000, 3.2644907E+000, 1.5427586E+000, 7.3057062E+000, 3.6691540E+000, 2.3408807E+000, 1.0679084E+000, 5.0419974E+000, 2.7426702E+000, 1.9044503E+000, 1.0375127E+000, 9.9769873E-001, 1.0038570E+000, 8.5323844E-001, 6.5983382E-001, 4.8179380E-001, 3.3033235E-001, 4.1163059E+000, 3.1249304E+000, 9.9137550E-001, 4.2194326E+000, 3.1648405E+000, 1.0545921E+000, 5.7019360E+000, 5.5625755E+000, 1.3768890E+001, 1.4251245E+000, 1.3396966E+000, 3.6640947E+000, 3.6065468E+000, 9.3152798E-001,-8.2476490E-001,-3.0502368E-001, 3.8046274E-001, 2.9588089E-001, 1.5683647E-001,-8.0755510E-003, 6.8020989E-002, 1.1199741E-001, 2.0485225E-001, 2.6948593E-001, 3.0296127E-001, 3.1017225E-001, 3.3579867E-001, 4.3161931E-001, 4.6709316E-001, 5.1502653E-001, 1.0620310E-001, 1.4574005E-001, 6.3016871E-001, 4.7929700E+000
 3.8000943E+001, 3.6313558E+001, 2.5843110E+001, 3.0677677E+001, 2.4693969E+001, 6.6746034E+000, 3.5385083E+001, 2.5093140E+001, 1.5713114E+001, 5.4683886E+000, 2.2915161E+001, 1.4610805E+001, 1.0222162E+001, 4.5497044E+000, 1.3426160E+001, 8.6815118E+000, 6.4632404E+000, 2.9636003E+000, 8.4025016E+000, 5.6239367E+000, 4.0136510E+000, 2.1234378E+000, 4.9889534E+000, 3.8226985E+000, 2.6068407E+000, 1.5591270E+000, 3.3208253E+000, 2.6312794E+000, 2.0860123E+000, 1.2092333E+000, 1.0410987E+000, 1.0652258E+000, 9.0165817E-001, 6.8907773E-001, 4.9657678E-001, 3.3290764E-001, 4.0987307E+000, 3.1652910E+000, 9.3343964E-001, 4.1920667E+000, 3.2141610E+000, 9.7790570E-001, 5.6649550E+000, 5.5388252E+000, 1.0649961E+001, 1.3214942E+000, 1.2614049E+000, 3.7023385E+000, 3.6346566E+000, 8.5841727E-001,-7.6287769E-001,-2.6693843E-001, 3.1172782E-001, 2.6720810E-001, 6.7581581E-002, 7.3840081E-002, 9.4335378E-002, 9.6248344E-002, 1.3587560E-001, 1.6947976E-001, 2.2354742E-001, 3.2365978E-001, 4.3059879E-001, 5.3493311E-001, 6.2084919E-001, 6.8804609E-001, 1.0053102E-001, 1.0904352E-001, 6.2828176E-001, 4.7490788E+000
 4.0000566E+001, 1.9623444E+001, 2.6745388E+001, 2.9233645E+001, 2.4209092E+001, 6.9809861E+000, 3.5333533E+001, 2.3998705E+001, 1.3883495E+001, 4.8816198E+000, 2.1661024E+001, 1.3543180E+001, 8.7677751E+000, 3.5951750E+000, 1.2190325E+001, 8.4185581E+000, 6.3026613E+000, 2.7092499E+000, 7.5868420E+000, 5.1718499E+000, 3.8328348E+000, 1.8349765E+000, 4.8230641E+000, 3.1212483E+000, 2.2980088E+000, 1.4633800E+000, 3.1973264E+000, 2.1269417E+000, 1.7570409E+000, 1.0361471E+000, 1.0302326E+000, 1.0350768E+000, 8.7081026E-001, 6.6515959E-001, 4.7731096E-001, 3.2241803E-001, 3.9357504E+000, 3.0965643E+000, 8.3918616E-001, 4.1496203E+000, 3.1384312E+000, 1.0111891E+000, 5.6075950E+000, 5.3185817E+000, 1.0477881E+001, 1.3664718E+000, 1.1340353E+000, 3.5777333E+000, 3.5260902E+000, 9.0950621E-001,-8.1157154E-001,-2.5639069E-001, 3.8009216E-001, 3.0913178E-001, 2.4000911E-001,-1.3380132E-002, 3.4652604E-002, 5.3837186E-002, 1.0184419E-001, 1.7414048E-001, 2.6111236E-001, 3.4854342E-001, 4.4191951E-001, 5.6444624E-001, 6.9798170E-001, 7.9404059E-001, 1.2468022E-001, 1.5418291E-001, 6.2596020E-001, 4.7684594E+000
 4.2000106E+001, 2.7647578E+001, 2.7418310E+001, 3.0746867E+001, 2.4094599E+001, 6.0354517E+000, 3.9745077E+001, 2.4741978E+001, 1.3201705E+001, 4.3934322E+000, 2.9195992E+001, 1.4521704E+001, 8.7306824E+000, 3.5850539E+000, 1.7368746E+001, 8.2533610E+000, 5.3477378E+000, 2.5663860E+000, 9.5524515E+000, 5.0382553E+000, 3.3260603E+000, 1.5485733E+000, 5.2924778E+000, 3.0948898E+000, 2.1947264E+000, 1.1930133E+000, 3.2683950E+000, 2.2978790E+000, 1.7818667E+000, 1.1513610E+000, 1.0295965E+000, 1.0534366E+000, 8.9914485E-001, 6.9568069E-001, 5.0299364E-001, 3.3907748E-001, 4.1168743E+000, 3.1897145E+000, 9.2715984E-001, 4.1902608E+000, 3.2017167E+000, 9.8854413E-001, 5.6625146E+000, 5.5633437E+000, 1.2970053E+001, 1.3358704E+000, 1.2529187E+000, 3.6343060E+000, 3.6248015E+000, 8.9537555E-001,-7.9831253E-001,-3.0008536E-001, 3.3910797E-001, 2.7280192E-001, 1.0692178E-001,-4.6063739E-002, 8.7479696E-003, 6.0037399E-002, 1.2331376E-001, 2.0413834E-001, 2.8363857E-001, 3.1496891E-001, 2.7396360E-001, 2.9151216E-001, 3.4926358E-001, 4.4877895E-001, 1.3404200E-001, 1.7036656E-001, 6.2506792E-001, 4.8248265E+000
 4.4001082E+001, 3.5573659E+001, 2.7111895E+001, 3.1680054E+001, 2.4794605E+001, 6.4515755E+000, 3.6464081E+001, 2.4370973E+001, 1.3893883E+001, 4.8929369E+000, 2.3425903E+001, 1.3883514E+001, 8.9800763E+000, 4.3847733E+000, 1.3755622E+001, 8.0201408E+000, 5.3361531E+000, 2.7960415E+000, 8.2659816E+000, 4.9933976E+000, 3.6514984E+000, 1.8980314E+000, 5.6969242E+000, 3.6025102E+000, 2.5972376E+000, 1.4345769E+000, 3.9199602E+000, 2.6136752E+000, 1.8939375E+000, 1.1448382E+000, 1.0457540E+000, 1.0630748E+000, 9.0245294E-001, 6.9242135E-001, 5.0293951E-001, 3.4098008E-001, 4.0537976E+000, 3.1381327E+000, 9.1566485E-001, 4.0927693E+000, 3.1777620E+000, 9.1500733E-001, 5.5307693E+000, 5.4781049E+000, 1.0990883E+001, 1.2364964E+000, 1.2373849E+000, 3.5789521E+000, 3.5331181E+000, 9.2976732E-001,-7.5664983E-001,-3.4959617E-001, 3.7000430E-001, 3.1158099E-001, 1.8171698E-001, 1.6192310E-002, 6.5997603E-002, 1.2748360E-001, 1.4287999E-001, 1.2471999E-001, 1.4637673E-001, 1.3766916E-001, 1.5684035E-001, 1.9508924E-001, 2.7538015E-001, 3.2543589E-001, 1.3564279E-001, 1.3290222E-001, 6.2336675E-001, 4.8141336E+000
 4.6000507E+001, 2.8334989E+001, 2.9274137E+001, 3.3490213E+001, 2.5737594E+001, 7.3758986E+000, 3.8181988E+001, 2.6821397E+001, 1.4911032E+001, 4.9514108E+000, 2.4452027E+001, 1.5267587E+001, 9.6756693E+000, 3.5428022E+000, 1.4317765E+001, 8.1856941E+000, 5.7757116E+000, 2.5422339E+000, 8.9677909E+000, 4.9362004E+000, 3.4527633E+000, 1.8836927E+000, 5.5294979E+000, 2.8318302E+000, 2.0309106E+000, 1.2737300E+000, 3.4638049E+000, 1.9548733E+000, 1.4071233E+000, 9.8772182E-001, 1.0625504E+000, 1.0788805E+000, 9.0833325E-001, 6.8892041E-001, 4.9605595E-001, 3.3381243E-001, 4.1437590E+000, 3.2123063E+000, 9.3145268E-001, 4.1077957E+000, 3.2184845E+000, 8.8931123E-001, 5.5510753E+000, 5.5996743E+000, 1.0723973E+001, 1.2017719E+000, 1.2587198E+000, 3.6122404E+000, 3.6065553E+000, 7.9137303E-001,-7.3890322E-001,-2.7675937E-001, 2.5852138E-001, 1.0405127E-001, 3.0678591E-002,-2.3426696E-002,-1.5420587E-003, 4.7422822E-002, 1.2155154E-001, 7.9960376E-002, 1.9380213E-001, 2.9409590E-001, 3.8221062E-001, 4.3837062E-001, 5.0794281E-001, 6.0948826E-001, 1.4076898E-001, 5.6154322E-002, 6.2201744E-001, 4.8208163E+000
 4.8001076E+001, 3.4145815E+001, 2.6739234E+001, 3.1892785E+001, 2.3965993E+001, 6.7607324E+000, 3.8353189E+001, 2.4599680E+001, 1.3427172E+001, 4.8258004E+000, 2.7367769E+001, 1.4518064E+001, 8.7904858E+000, 3.8338306E+000, 1.6783951E+001, 9.0902714E+000, 5.5978463E+000, 2.7951714E+000, 1.0746259E+001, 6.0297635E+000, 3.6009149E+000, 1.8998055E+000, 6.7608076E+000, 4.0289572E+000, 2.6484510E+000, 1.3861308E+000, 4.4354887E+000, 3.0478196E+000, 2.1134454E+000, 1.2831490E+000, 1.0537940E+000, 1.0737883E+000, 9.1599736E-001, 7.0904467E-001, 5.1531343E-001, 3.4838515E-001, 4.2316176E+000, 3.1797961E+000, 1.0518215E+000, 4.1546463E+000, 3.2387701E+000, 9.1587625E-001, 5.6143869E+000, 5.7184022E+000, 1.2361740E+001, 1.2376706E+000, 1.4213805E+000, 3.6144147E+000, 3.5383911E+000, 8.5704670E-001,-7.9250503E-001,-2.8185368E-001, 3.1929812E-001, 1.9494143E-001, 8.0079336E-002, 7.4225352E-004, 1.4219622E-001, 1.4053464E-001, 1.1796716E-001, 1.3036892E-001, 1.4735639E-001, 1.9516675E-001, 2.7065243E-001, 2.9265329E-001, 3.1915148E-001, 3.7869859E-001, 1.0490886E-001, 1.6817416E-001, 6.2243935E-001, 4.8375942E+000
 5.0000889E+001, 3.4675320E+001, 2.7698014E+001, 3.4367133E+001, 2.5817868E+001, 8.0327962E+000, 3.7593408E+001, 2.7644260E+001, 1.6354135E+001, 5.6642041E+000, 2.2740396E+001, 1.4990962E+001, 1.1143598E+001, 5.3984575E+000, 1.2464502E+001, 7.6085905E+000, 5.7163240E+000, 3.3135200E+000, 7.6119332E+000, 4.7294918E+000, 3.4374731E+000, 2.3206480E+000, 4.9675057E+000, 3.0692425E+000, 2.3078269E+000, 1.7055007E+000, 3.4450965E+000, 2.3086242E+000, 1.6138345E+000, 1.1193266E+000, 1.0862309E+000, 1.0933333E+000, 9.1896951E-001, 7.0412780E-001, 5.0616005E-001, 3.4233910E-001, 4.2386260E+000, 3.1909892E+000, 1.0476368E+000, 4.0448736E+000, 3.0921057E+000, 9.5276789E-001, 5.4660454E+000, 5.7278730E+000, 1.0301708E+001, 1.2875242E+000, 1.4157254E+000, 3.4012248E+000, 3.5277386E+000, 7.8424417E-001,-7.4944684E-001,-2.9176093E-001, 3.0805070E-001, 1.0202756E-001, 1.6491464E-001, 2.6390086E-002, 5.5528154E-002, 6.7463875E-002, 1.1357653E-001, 1.4031720E-001, 2.1244873E-001, 2.7811445E-001, 3.1596381E-001, 3.5556709E-001, 3.8428013E-001, 4.5371668E-001, 8.8701541E-002, 1.3723962E-001, 6.2033644E-001, 4.8149040E+000
 5.2000558E+001, 3.7587173E+001, 2.9839882E+001, 3.4219399E+001, 2.5580066E+001, 7.4591625E+000, 4.0984437E+001, 2.6380409E+001, 1.5192843E+001, 5.3041878E+000, 2.2273117E+001, 1.4855590E+001, 1.0532143E+001, 4.4469917E+000, 1.0887251E+001, 7.9298219E+000, 6.2137479E+000, 3.6376743E+000, 6.3114149E+000, 4.8026830E+000, 3.9959155E+000, 2.5201456E+000, 3.8521554E+000, 2.8653419E+000, 2.3798957E+000, 1.8256964E+000, 2.7098754E+000, 1.9521730E+000, 1.6814717E+000, 1.3071105E+000, 1.1091696E+000, 1.1235869E+000, 9.4328218E-001, 7.1356894E-001, 5.0827877E-001, 3.3822650E-001, 4.2157824E+000, 3.2216687E+000, 9.9411372E-001, 4.1761055E+000, 3.2485684E+000, 9.2753704E-001, 5.6433858E+000, 5.6970032E+000, 8.4727008E+000, 1.2534284E+000, 1.3433969E+000, 3.5819648E+000, 3.5432739E+000, 8.5050369E-001,-7.7908778E-001,-2.6518086E-001, 3.1715877E-001, 2.3179304E-001, 7.1534102E-002,-2.8655269E-002, 7.1768505E-002, 1.0471911E-001, 1.2358791E-001, 1.4827203E-001, 2.1301657E-001, 2.9440803E-001, 3.4228186E-001, 4.0067296E-001, 4.7218664E-001, 5.6146986E-001, 1.9113410E-001, 8.7457502E-002, 6.1767005E-001, 4.8473503E+000
 5.4001258E+001, 4.2744186E+001, 2.7291018E+001, 3.2618839E+001, 2.5544675E+001, 7.1527480E+000, 3.7014500E+001, 2.4926987E+001, 1.4853646E+001, 5.5070925E+000, 2.3373422E+001, 1.3452064E+001, 8.6179116E+000, 4.6645513E+000, 1.3856450E+001, 8.4136971E+000, 5.9475114E+000, 3.3256957E+000, 8.8434113E+000, 5.6838098E+000, 4.0549746E+000, 2.2937492E+000, 5.6245448E+000, 4.0043917E+000, 3.0919380E+000, 1.6064073E+000, 3.8630992E+000, 3.0036373E+000, 2.3346945E+000, 1.4152394E+000, 1.0946623E+000, 1.1131453E+000, 9.4075846E-001, 7.2101722E-001, 5.1844243E-001, 3.4797889E-001, 4.2314711E+000, 3.1850247E+000, 1.0464463E+000, 4.1527391E+000, 3.2039771E+000, 9.4876198E-001, 5.6118096E+000, 5.7182041E+000, 1.1325698E+001, 1.2821108E+000, 1.4141167E+000, 3.5006699E+000, 3.4733814E+000, 9.6254435E-001,-8.1679891E-001,-2.8679035E-001, 3.6655031E-001, 3.5619573E-001, 1.2722492E-001,-2.5824162E-002, 5.6351623E-002, 1.5357080E-001, 1.3632215E-001, 1.6644657E-001, 2.1468054E-001, 3.5911203E-001, 4.9545260E-001, 4.9061734E-001, 4.5645712E-001, 4.3128915E-001, 1.7050311E-001, 7.4877140E-002, 6.1621961E-001, 4.8874106E+000
