s,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW,kW,kW,kW,kW,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m,m,m,deg
Time,HRR,HF 10-1,HF 10-2,HF 10-3,HF 10-4,HF 30-1,HF 30-2,HF 30-3,HF 30-4,HF 50-1,HF 50-2,HF 50-3,HF 50-4,HF 70-1,HF 70-2,HF 70-3,HF 70-4,HF 90-1,HF 90-2,HF 90-3,HF 90-4,HF 110-1,HF 110-2,HF 110-3,HF 110-4,HF 130-1,HF 130-2,HF 130-3,HF 130-4,HFG 10,HFG 35,HFG 60,HFG 85,HFG 110,HFG 135,GHF tot  y0,GHF rad  y0,GHF con  y0,GHF tot  x0,GHF rad  x0,GHF conv x0,PANEL_GAUGE_HF_X,PANEL_GAUGE_HF_Y,PANEL_GAUGE_HF_LINE,PANEL_CONV_HF_X,PANEL_CONV_HF_Y,PANEL_RAD_HF_X,PANEL_RAD_HF_Y,Vmag burn ctr,U burn ctr,V burn ctr,W burn ctr,W vert burner-1,W vert burner-2,W vert burner-3,W vert burner-4,W vert burner-5,W vert burner-6,W vert burner-7,W vert burner-8,W vert burner-9,W vert burner-10,W vert burner-11,W vert burner-12,W vert burner-13,x_max,y_max,L_F,tilt
 9.0000418E+001, 3.9070721E+001, 3.1731222E+001, 4.7623572E+001, 4.6359557E+001, 1.3163198E+001, 4.8889919E+001, 4.0401987E+001, 2.2217480E+001, 7.6008500E+000, 2.9798154E+001, 2.4391972E+001, 1.6372627E+001, 7.7206720E+000, 1.5177277E+001, 1.2942474E+001, 8.9391312E+000, 4.5995298E+000, 6.8903045E+000, 5.9205533E+000, 4.2519508E+000, 2.6180911E+000, 4.0693423E+000, 3.2393125E+000, 2.5250996E+000, 1.7052229E+000, 2.7014808E+000, 2.3585176E+000, 1.7282545E+000, 1.3439226E+000, 1.4842185E+000, 1.4535755E+000, 1.1885282E+000, 8.9439134E-001, 5.8764296E-001, 3.8467360E-001, 5.3381470E+000, 3.7899484E+000, 1.5481986E+000, 4.6264164E+000, 3.5090558E+000, 1.1173607E+000, 6.2519141E+000, 7.2137122E+000, 8.6133757E+000, 1.5099468E+000, 2.0921603E+000, 3.3250075E+000, 3.5305528E+000, 4.8525595E-001,-2.4528065E-001,-3.0163576E-001, 1.3787015E-001, 1.5305532E-001, 8.7862141E-002, 4.3974836E-003,-9.6102900E-003, 2.3760538E-002, 7.5825095E-002, 8.4324736E-002, 1.0644241E-001, 1.6605579E-001, 2.0583377E-001, 2.3291810E-001, 2.5910988E-001, 2.2042019E-001, 1.4438467E-001, 9.4686431E-002, 6.1040720E-001, 4.3435505E+000
 9.2000070E+001, 3.5483166E+001, 2.9989328E+001, 4.6169427E+001, 4.7407265E+001, 1.3026988E+001, 4.7523554E+001, 3.9162682E+001, 2.0887089E+001, 7.2568532E+000, 2.8065006E+001, 2.3129500E+001, 1.3597243E+001, 6.5404219E+000, 1.3282873E+001, 1.1232795E+001, 7.7873922E+000, 3.4981953E+000, 6.7222340E+000, 5.8666908E+000, 4.8582279E+000, 2.7497651E+000, 3.3646508E+000, 3.1455438E+000, 2.6253027E+000, 1.9355742E+000, 2.2533924E+000, 2.1419939E+000, 1.8470115E+000, 1.1396982E+000, 1.4831681E+000, 1.4541819E+000, 1.1928351E+000, 9.0451883E-001, 5.9982530E-001, 3.9097768E-001, 5.1340844E+000, 3.7123019E+000, 1.4217824E+000, 4.6710549E+000, 3.5272725E+000, 1.1437824E+000, 6.3122363E+000, 6.9379519E+000, 8.7259784E+000, 1.5456519E+000, 1.9213276E+000, 3.3299259E+000, 3.4009440E+000, 4.0668622E-001,-2.2300940E-001,-2.6411158E-001, 6.7392281E-002, 1.2455772E-001, 2.9850364E-003,-6.9165573E-003, 2.3751058E-003, 4.6418352E-002, 9.6702641E-002, 1.2388308E-001, 1.6656709E-001, 2.1921399E-001, 2.8624263E-001, 4.4115264E-001, 6.0220205E-001, 7.2300720E-001, 1.3634565E-001, 1.6845615E-001, 6.1076208E-001, 4.3787164E+000
 9.4000235E+001, 3.6458427E+001, 2.9397133E+001, 4.3478569E+001, 4.5435325E+001, 1.4357188E+001, 4.7706354E+001, 3.6326579E+001, 1.7613704E+001, 6.6957443E+000, 3.0308431E+001, 2.0685077E+001, 1.1560856E+001, 4.7275392E+000, 1.6017852E+001, 1.1373486E+001, 6.7150530E+000, 3.1093854E+000, 7.9479292E+000, 5.7646565E+000, 3.6133966E+000, 2.0453597E+000, 4.2020548E+000, 3.3343646E+000, 2.2298651E+000, 1.3542170E+000, 2.5117592E+000, 2.1786321E+000, 1.6119071E+000, 1.0192499E+000, 1.4959539E+000, 1.4747682E+000, 1.2202734E+000, 9.3189959E-001, 6.2004315E-001, 4.0691864E-001, 4.9730807E+000, 3.6446567E+000, 1.3284239E+000, 5.0643223E+000, 3.7383554E+000, 1.3259669E+000, 6.8436788E+000, 6.7203793E+000, 9.4771822E+000, 1.7918471E+000, 1.7951675E+000, 3.5715816E+000, 3.2925091E+000, 5.0671743E-001,-3.1552014E-001,-2.1755509E-001, 2.5334644E-001, 3.2788814E-001,-1.0969565E-002,-3.0020808E-002, 1.1438556E-003, 4.0456647E-002, 8.0882069E-002, 1.2428063E-001, 1.4996610E-001, 1.9449115E-001, 2.3800424E-001, 2.7508815E-001, 3.1952159E-001, 3.5528618E-001, 5.2595092E-002, 1.4433310E-001, 6.1172033E-001, 4.3786038E+000
 9.6000234E+001, 3.5394054E+001, 3.1796006E+001, 4.5827227E+001, 4.4457534E+001, 1.4121805E+001, 4.6624956E+001, 3.5752341E+001, 2.1409710E+001, 8.6583919E+000, 2.5559669E+001, 2.1036116E+001, 1.3821358E+001, 7.6552600E+000, 1.4008867E+001, 1.2072839E+001, 8.4514786E+000, 4.3557834E+000, 7.1955039E+000, 6.1283233E+000, 4.1033286E+000, 1.9919929E+000, 4.0752421E+000, 3.0156957E+000, 2.0682158E+000, 1.3277271E+000, 2.3189864E+000, 2.0614604E+000, 1.5874211E+000, 9.6307899E-001, 1.4904065E+000, 1.4689012E+000, 1.2004756E+000, 9.0385080E-001, 5.9669200E-001, 3.8510462E-001, 5.1350354E+000, 3.7221572E+000, 1.4128782E+000, 4.6390241E+000, 3.5247555E+000, 1.1142687E+000, 6.2689515E+000, 6.9392370E+000, 8.4542507E+000, 1.5057684E+000, 1.9092949E+000, 3.2708842E+000, 3.3748919E+000, 4.3601611E-001,-2.3477051E-001,-2.3582258E-001, 2.0730724E-001, 2.8407491E-001,-3.9124646E-002,-3.3395932E-002,-2.1743656E-002, 1.0468743E-002, 4.7922688E-002, 9.2658247E-002, 1.3182462E-001, 1.6289167E-001, 1.8085841E-001, 2.1149960E-001, 2.4966201E-001, 3.7979333E-001, 7.8786183E-002, 1.6922846E-001, 6.1062055E-001, 4.3927490E+000
 9.8000210E+001, 3.1367736E+001, 3.1001230E+001, 4.7586275E+001, 4.5439504E+001, 1.3959389E+001, 4.9775691E+001, 3.7670023E+001, 1.9066923E+001, 7.1052092E+000, 2.9344857E+001, 2.1892513E+001, 1.2589491E+001, 5.2612434E+000, 1.3974820E+001, 1.0469447E+001, 6.8677868E+000, 3.3546940E+000, 7.2983242E+000, 5.9001869E+000, 3.9453621E+000, 2.1892507E+000, 4.5864055E+000, 3.7592073E+000, 2.5366799E+000, 1.5880462E+000, 3.0777597E+000, 2.5084439E+000, 1.8627736E+000, 1.2973414E+000, 1.5049931E+000, 1.4783926E+000, 1.2190620E+000, 9.2727790E-001, 6.1538695E-001, 4.0530055E-001, 5.1200755E+000, 3.7163011E+000, 1.4037744E+000, 4.8514085E+000, 3.6265227E+000, 1.2248858E+000, 6.5559574E+000, 6.9190210E+000, 9.3567287E+000, 1.6552511E+000, 1.8969924E+000, 3.3819257E+000, 3.3412427E+000, 5.1051546E-001,-2.6760582E-001,-2.3041485E-001, 2.4882594E-001, 3.4075090E-001, 3.3405157E-002,-5.5038612E-003,-8.3201063E-003, 2.2577590E-002, 4.4311364E-002, 1.0238368E-001, 1.6649445E-001, 1.9243222E-001, 2.6924645E-001, 3.4327796E-001, 3.8322373E-001, 4.4423990E-001, 9.4310033E-002, 1.0580413E-001, 6.1085355E-001, 4.3838272E+000
 1.0000003E+002, 3.3342851E+001, 2.8428666E+001, 4.3069333E+001, 4.2722601E+001, 1.2661437E+001, 4.8740161E+001, 3.7428915E+001, 1.8010926E+001, 6.8573089E+000, 3.0331734E+001, 2.2045345E+001, 1.2541090E+001, 5.5763647E+000, 1.5273155E+001, 1.1934722E+001, 7.9542253E+000, 3.7978075E+000, 8.5316939E+000, 6.2878052E+000, 3.7771863E+000, 2.2500954E+000, 4.8397727E+000, 3.7179219E+000, 2.5405728E+000, 1.5616918E+000, 3.2106902E+000, 2.6188163E+000, 2.0079798E+000, 1.1493155E+000, 1.5076471E+000, 1.4899332E+000, 1.2229121E+000, 9.2379712E-001, 6.0828241E-001, 3.9679255E-001, 5.0614038E+000, 3.6561517E+000, 1.4052521E+000, 4.8439228E+000, 3.6561976E+000, 1.1877252E+000, 6.5458416E+000, 6.8397348E+000, 9.6418496E+000, 1.6050341E+000, 1.8989893E+000, 3.3978067E+000, 3.2383203E+000, 4.9125241E-001,-2.5822908E-001,-2.8249135E-001, 2.0369006E-001, 2.5082881E-001, 7.0268368E-002, 2.5313572E-002, 5.6478756E-002, 6.6861182E-002, 9.4676637E-002, 1.2000507E-001, 1.5159996E-001, 1.7876338E-001, 2.0529026E-001, 2.4309822E-001, 3.0445357E-001, 2.8268408E-001, 9.8020781E-002, 1.0102097E-001, 6.1032713E-001, 4.3801284E+000
 1.0200009E+002, 5.1269078E+001, 3.2282485E+001, 4.7346667E+001, 4.2343735E+001, 1.3694281E+001, 5.0332469E+001, 3.2752102E+001, 1.7764176E+001, 7.3328072E+000, 2.6692913E+001, 1.8517764E+001, 1.2098423E+001, 6.1188543E+000, 1.3473657E+001, 1.0282713E+001, 6.7508049E+000, 4.1447967E+000, 7.1503566E+000, 5.0086726E+000, 3.0072297E+000, 1.7102288E+000, 4.0212592E+000, 2.8640915E+000, 1.9113546E+000, 1.0849297E+000, 2.7604341E+000, 2.1992717E+000, 1.4889868E+000, 9.2167578E-001, 1.5256721E+000, 1.4987299E+000, 1.2338420E+000, 9.3650015E-001, 6.1861324E-001, 4.0137918E-001, 4.9618627E+000, 3.6688796E+000, 1.2929831E+000, 5.0705284E+000, 3.7494541E+000, 1.3210743E+000, 6.8520654E+000, 6.7052199E+000, 8.6459821E+000, 1.7852355E+000, 1.7472745E+000, 3.4894836E+000, 3.2417384E+000, 6.5009719E-001,-3.8832917E-001,-3.2580076E-001, 3.8873459E-001, 3.9984931E-001, 4.4731537E-002, 1.0718217E-002, 2.0614140E-002, 5.1665497E-002, 8.8464250E-002, 1.1687997E-001, 1.3195384E-001, 1.5473491E-001, 2.1277544E-001, 2.3799371E-001, 2.4034096E-001, 2.1969305E-001, 1.4095971E-001, 1.4001593E-001, 6.1004430E-001, 4.3910251E+000
 1.0400066E+002, 3.9089613E+001, 3.1999764E+001, 5.0092890E+001, 4.7161249E+001, 1.3496547E+001, 5.0355147E+001, 4.0578678E+001, 1.7375671E+001, 6.6659933E+000, 2.7463864E+001, 1.9131277E+001, 1.0194242E+001, 4.5296306E+000, 1.3931710E+001, 9.8354125E+000, 5.3851787E+000, 3.0395771E+000, 8.4123924E+000, 5.5997838E+000, 3.2987564E+000, 2.0330292E+000, 4.7899258E+000, 3.5563839E+000, 2.4388067E+000, 1.4745530E+000, 3.0842072E+000, 2.5145970E+000, 1.8316751E+000, 1.3006283E+000, 1.5291550E+000, 1.5044051E+000, 1.2352685E+000, 9.3812078E-001, 6.2654304E-001, 4.0913899E-001, 5.0580327E+000, 3.6517225E+000, 1.4063102E+000, 5.1559358E+000, 3.7468425E+000, 1.4090933E+000, 6.9674809E+000, 6.8351794E+000, 9.2379379E+000, 1.9041802E+000, 1.9004192E+000, 3.4542523E+000, 3.1940349E+000, 5.9626970E-001,-3.1924731E-001,-3.2132065E-001, 3.4336365E-001, 3.5368995E-001, 3.6066945E-002,-1.8192498E-002, 1.3682306E-002, 4.3476678E-002, 7.9207353E-002, 1.0146250E-001, 1.2761012E-001, 1.5155438E-001, 1.9486216E-001, 2.3331858E-001, 2.7482049E-001, 2.8303856E-001, 9.6302585E-002, 1.1279504E-001, 6.1075752E-001, 4.3813254E+000
 1.0600047E+002, 2.7923242E+001, 2.9243466E+001, 4.3996348E+001, 4.7620497E+001, 1.4589242E+001, 4.8627338E+001, 4.0494926E+001, 2.0026030E+001, 7.9670345E+000, 2.8672374E+001, 2.2406612E+001, 1.3139783E+001, 5.3351177E+000, 1.3212955E+001, 1.0971760E+001, 7.5103179E+000, 3.5972121E+000, 6.9765764E+000, 6.0261593E+000, 4.7014465E+000, 2.7271519E+000, 4.1786654E+000, 3.9107803E+000, 3.0641310E+000, 1.6821601E+000, 2.8293652E+000, 2.7568020E+000, 2.1706797E+000, 1.2367395E+000, 1.5658366E+000, 1.5456469E+000, 1.2638380E+000, 9.5758121E-001, 6.3270098E-001, 4.0805185E-001, 5.1579801E+000, 3.7624842E+000, 1.3954960E+000, 5.0954971E+000, 3.7669417E+000, 1.3285554E+000, 6.8858069E+000, 6.9702434E+000, 7.8679799E+000, 1.7953451E+000, 1.8858053E+000, 3.4497708E+000, 3.3132919E+000, 4.7568255E-001,-2.9199170E-001,-2.1573736E-001, 1.9613797E-001, 2.8580429E-001, 9.5496929E-004,-2.8295157E-002,-6.2531606E-003, 3.0850143E-002, 6.7797451E-002, 1.2279715E-001, 2.2411052E-001, 3.9282548E-001, 4.4458940E-001, 5.1545190E-001, 6.0290283E-001, 6.5691608E-001, 1.2954350E-001, 5.3293103E-002, 6.1052636E-001, 4.3782790E+000
 1.0800072E+002, 3.3461910E+001, 3.0346801E+001, 4.5472897E+001, 4.7220981E+001, 1.3842368E+001, 4.9909336E+001, 3.8876888E+001, 1.8738243E+001, 7.1482434E+000, 2.9770420E+001, 2.1797553E+001, 1.2399916E+001, 5.3263871E+000, 1.6587904E+001, 1.2675847E+001, 8.3890562E+000, 4.4535848E+000, 8.6312746E+000, 7.0781034E+000, 5.0363631E+000, 2.6402774E+000, 4.7120131E+000, 3.7621495E+000, 2.8707940E+000, 1.7459987E+000, 2.7861670E+000, 2.3176705E+000, 1.8795654E+000, 1.3178919E+000, 1.5613611E+000, 1.5421816E+000, 1.2722798E+000, 9.6726048E-001, 6.4273460E-001, 4.1475509E-001, 5.2911143E+000, 3.7912416E+000, 1.4998727E+000, 5.0686061E+000, 3.7379354E+000, 1.3306707E+000, 6.8494677E+000, 7.1501544E+000, 1.0710106E+001, 1.7982036E+000, 2.0268550E+000, 3.3833435E+000, 3.3227822E+000, 4.9882004E-001,-3.0349931E-001,-2.1693944E-001, 2.6457467E-001, 3.5383338E-001,-6.4577696E-003,-6.0002842E-003,-1.1229203E-002, 2.4289811E-002, 6.4343744E-002, 9.7866431E-002, 1.1976805E-001, 1.5904298E-001, 2.8096233E-001, 3.4485411E-001, 3.7034016E-001, 3.7754602E-001, 1.1137024E-001, 1.1735342E-001, 6.1187837E-001, 4.3747461E+000
 1.1000050E+002, 3.8509858E+001, 2.9733925E+001, 4.5223133E+001, 4.6187432E+001, 1.4902144E+001, 4.9628208E+001, 3.8559773E+001, 1.8304308E+001, 6.7237164E+000, 3.1889252E+001, 2.2757444E+001, 1.1460315E+001, 4.8826890E+000, 1.7707029E+001, 1.3281276E+001, 8.0214062E+000, 3.4674670E+000, 9.5831539E+000, 7.5299754E+000, 4.8554840E+000, 2.3403890E+000, 5.5575785E+000, 4.0912327E+000, 2.7780086E+000, 1.5455227E+000, 3.5804549E+000, 2.7745533E+000, 1.9417218E+000, 1.1735365E+000, 1.5446389E+000, 1.5269767E+000, 1.2592671E+000, 9.6081529E-001, 6.4361605E-001, 4.2302728E-001, 5.2996360E+000, 3.7879474E+000, 1.5116886E+000, 5.0694050E+000, 3.7041053E+000, 1.3652997E+000, 6.8505473E+000, 7.1616703E+000, 1.2152368E+001, 1.8449996E+000, 2.0428224E+000, 3.3112796E+000, 3.2929272E+000, 5.0327936E-001,-3.5028502E-001,-2.0947695E-001, 2.3632319E-001, 3.1517517E-001, 1.7748413E-003,-5.8107807E-003, 3.9347372E-003, 3.8205113E-002, 6.5725324E-002, 8.4886867E-002, 1.1113786E-001, 1.6675771E-001, 1.9703982E-001, 2.3156094E-001, 2.6133701E-001, 2.5717125E-001, 9.5215446E-002, 7.8135467E-002, 6.1287841E-001, 4.3626773E+000
 1.1200013E+002, 3.1285915E+001, 2.9989947E+001, 4.5874936E+001, 4.8386333E+001, 1.4923441E+001, 5.1853479E+001, 3.8741668E+001, 1.9203961E+001, 7.2479108E+000, 2.9069939E+001, 2.0221377E+001, 1.2770614E+001, 5.3738784E+000, 1.4497836E+001, 1.0968494E+001, 7.5961688E+000, 3.5117054E+000, 6.5535213E+000, 5.5992237E+000, 4.5246021E+000, 2.6700610E+000, 4.0183312E+000, 3.5565657E+000, 2.8006538E+000, 1.9251817E+000, 2.9304162E+000, 2.4791996E+000, 1.9869689E+000, 1.3909225E+000, 1.5528679E+000, 1.5374455E+000, 1.2670110E+000, 9.6381135E-001, 6.4144756E-001, 4.1961853E-001, 5.1217828E+000, 3.7313387E+000, 1.3904441E+000, 4.8631827E+000, 3.6722266E+000, 1.1909561E+000, 6.5718685E+000, 6.9213281E+000, 7.8314871E+000, 1.6094001E+000, 1.8789785E+000, 3.2486048E+000, 3.1946448E+000, 4.4100335E-001,-2.9124281E-001,-1.9419482E-001, 1.5027895E-001, 2.2337591E-001,-1.7954967E-002,-9.1729971E-003, 3.1715699E-002, 4.6275994E-002, 7.2278660E-002, 1.0920206E-001, 1.5917274E-001, 2.4795111E-001, 3.2712602E-001, 3.4754249E-001, 3.9090159E-001, 4.2451029E-001, 2.6905805E-002, 9.1098268E-002, 6.1313035E-001, 4.3357702E+000
 1.1400026E+002, 3.7454069E+001, 3.0091128E+001, 4.4900932E+001, 4.6200686E+001, 1.3799846E+001, 5.2676253E+001, 4.1965676E+001, 2.0874255E+001, 7.8713128E+000, 3.2515626E+001, 2.3234686E+001, 1.4458269E+001, 6.3436416E+000, 1.5696986E+001, 1.1758714E+001, 6.7606988E+000, 3.2580981E+000, 7.4973788E+000, 5.7626044E+000, 3.7543206E+000, 2.0780341E+000, 4.3354852E+000, 3.4896572E+000, 2.4245455E+000, 1.3229283E+000, 3.0214145E+000, 2.6215767E+000, 2.0641550E+000, 1.2991829E+000, 1.5924365E+000, 1.5656365E+000, 1.2830822E+000, 9.6626725E-001, 6.3593428E-001, 4.1100124E-001, 5.3004638E+000, 3.8151594E+000, 1.4853045E+000, 5.1183047E+000, 3.7534522E+000, 1.3648525E+000, 6.9166279E+000, 7.1627890E+000, 8.8718197E+000, 1.8443952E+000, 2.0071682E+000, 3.3368717E+000, 3.2809054E+000, 4.3552931E-001,-2.9819809E-001,-2.2579649E-001, 1.5205638E-001, 2.3177716E-001,-3.6172784E-003, 6.9249512E-003, 2.6109680E-002, 5.4147838E-002, 6.8495809E-002, 8.2692611E-002, 7.6556756E-002, 1.4419103E-001, 1.5443528E-001, 1.9032854E-001, 2.7021164E-001, 3.1734069E-001, 1.0734693E-001, 8.1293773E-002, 6.1275147E-001, 4.3368172E+000
 1.1600041E+002, 3.3574601E+001, 3.2196421E+001, 4.5628273E+001, 4.4688764E+001, 1.3406825E+001, 5.0630021E+001, 3.7854647E+001, 1.7470604E+001, 6.8782455E+000, 3.0015165E+001, 2.2175588E+001, 1.3586604E+001, 6.5398209E+000, 1.5843503E+001, 1.2860572E+001, 7.7507224E+000, 3.4815919E+000, 9.3362878E+000, 7.2107722E+000, 4.3709960E+000, 2.2279855E+000, 5.7797801E+000, 4.8740712E+000, 3.4844229E+000, 1.6437029E+000, 3.8881378E+000, 3.1675692E+000, 2.3685071E+000, 1.3729286E+000, 1.5861856E+000, 1.5816454E+000, 1.3145024E+000, 1.0058754E+000, 6.7518288E-001, 4.4322927E-001, 5.2776261E+000, 3.8444821E+000, 1.4331440E+000, 5.1420581E+000, 3.8375382E+000, 1.3045200E+000, 6.9487272E+000, 7.1319271E+000, 9.7319396E+000, 1.7628648E+000, 1.9366810E+000, 3.4231952E+000, 3.2959878E+000, 4.2979341E-001,-2.6484146E-001,-1.8015466E-001, 1.9050328E-001, 3.0540629E-001,-1.1643847E-001,-1.2014960E-002, 1.8641125E-002, 3.9424376E-002, 6.2288348E-002, 9.1473924E-002, 1.1150620E-001, 1.8599863E-001, 1.9625790E-001, 2.3052237E-001, 2.5292584E-001, 2.6967865E-001, 1.0700445E-001, 9.1182290E-002, 6.1453372E-001, 4.3243754E+000
 1.1800014E+002, 3.4883690E+001, 3.2273919E+001, 4.8897509E+001, 4.7079529E+001, 1.3393973E+001, 5.1729284E+001, 4.1317509E+001, 2.0383666E+001, 6.9341600E+000, 3.1639797E+001, 2.4803519E+001, 1.3535636E+001, 4.9541477E+000, 1.5404760E+001, 1.1324944E+001, 6.5747724E+000, 2.9136900E+000, 7.8433658E+000, 5.8005750E+000, 3.6753396E+000, 1.9864158E+000, 4.4380382E+000, 3.3918423E+000, 2.2972244E+000, 1.4118068E+000, 3.1340400E+000, 2.4822286E+000, 1.7168110E+000, 9.6160256E-001, 1.5807632E+000, 1.5502637E+000, 1.2683604E+000, 9.5763852E-001, 6.3603716E-001, 4.1483612E-001, 5.2328175E+000, 3.7587388E+000, 1.4740787E+000, 4.9000890E+000, 3.6353976E+000, 1.2646914E+000, 6.6217419E+000, 7.0713751E+000, 9.9568422E+000, 1.7090425E+000, 1.9919983E+000, 3.1429301E+000, 3.1582563E+000, 4.4891141E-001,-2.7234349E-001,-2.0447845E-001, 1.9849534E-001, 2.5385952E-001, 7.2512999E-003,-3.0554757E-002, 1.1509963E-002, 3.9911426E-002, 7.0775631E-002, 1.1365283E-001, 1.4521614E-001, 1.5761702E-001, 1.8896828E-001, 2.1987814E-001, 2.9056069E-001, 3.3566067E-001, 1.1779039E-001, 7.8761643E-002, 6.1463513E-001, 4.3239497E+000
 1.2000056E+002, 2.8034792E+001, 3.2506635E+001, 4.8628834E+001, 4.4986822E+001, 1.5617021E+001, 5.1058990E+001, 3.8628057E+001, 1.8457683E+001, 7.0003768E+000, 3.2893461E+001, 2.2792242E+001, 1.3663247E+001, 6.1093368E+000, 1.8477194E+001, 1.3231539E+001, 7.9415236E+000, 3.6259898E+000, 9.8189876E+000, 6.8797102E+000, 4.0376772E+000, 1.9966175E+000, 5.1954082E+000, 3.6763546E+000, 2.4729196E+000, 1.4446958E+000, 3.4196301E+000, 2.5993960E+000, 1.8413250E+000, 1.1699554E+000, 1.5908723E+000, 1.5703499E+000, 1.2912054E+000, 9.7958722E-001, 6.5077280E-001, 4.2199370E-001, 5.4438744E+000, 3.8120828E+000, 1.6317916E+000, 5.1542865E+000, 3.7558595E+000, 1.3984271E+000, 6.9652521E+000, 7.3565870E+000, 1.2068236E+001, 1.8897663E+000, 2.2051237E+000, 3.2756050E+000, 3.1997301E+000, 4.4981203E-001,-3.2700782E-001,-1.3234766E-001, 1.8413158E-001, 3.1240143E-001,-9.3806567E-002,-2.1770581E-002, 1.1549175E-002, 3.9238705E-002, 8.9510505E-002, 1.0549762E-001, 1.3407633E-001, 1.6864387E-001, 2.0375776E-001, 2.3038778E-001, 2.6082104E-001, 3.8201419E-001, 1.1336814E-001, 1.1792947E-001, 6.1516883E-001, 4.3245908E+000
 1.2200042E+002, 2.5737666E+001, 3.4111849E+001, 4.9571001E+001, 4.5665609E+001, 1.3946577E+001, 5.0303668E+001, 3.6631133E+001, 2.0535923E+001, 7.9390309E+000, 2.9826455E+001, 2.1066236E+001, 1.2641727E+001, 7.2118927E+000, 1.6034268E+001, 1.2066671E+001, 8.4163556E+000, 4.8498892E+000, 8.6425514E+000, 7.1804223E+000, 4.8809127E+000, 3.0268715E+000, 4.6952492E+000, 3.5708379E+000, 2.6197464E+000, 1.8854195E+000, 2.9992186E+000, 2.3429037E+000, 1.8663748E+000, 1.2319312E+000, 1.5947924E+000, 1.5790204E+000, 1.3080512E+000, 9.9629806E-001, 6.6544657E-001, 4.3071909E-001, 5.4332258E+000, 3.8816799E+000, 1.5515458E+000, 4.9526587E+000, 3.6842317E+000, 1.2684269E+000, 6.6927820E+000, 7.3421970E+000, 1.1499344E+001, 1.7140905E+000, 2.0966836E+000, 3.1638673E+000, 3.2583767E+000, 4.1593341E-001,-2.6809136E-001,-1.8315228E-001, 1.0844634E-001, 1.9581857E-001,-1.2578465E-002,-1.6052022E-002, 1.1161721E-002, 4.3178684E-002, 6.9716734E-002, 8.8734045E-002, 1.1681303E-001, 1.3464249E-001, 1.5772512E-001, 2.2368354E-001, 2.4454393E-001, 2.6619526E-001, 1.3452670E-001, 6.5378634E-002, 6.1568832E-001, 4.3209700E+000
 1.2400052E+002, 4.0226600E+001, 3.1190251E+001, 4.8662696E+001, 5.1071349E+001, 1.4146197E+001, 5.0849824E+001, 4.1823445E+001, 2.4295320E+001, 8.1738321E+000, 2.9777987E+001, 2.4165819E+001, 1.4908968E+001, 6.6162847E+000, 1.5390831E+001, 1.2256106E+001, 7.8819825E+000, 4.2796834E+000, 7.6641668E+000, 5.8850387E+000, 4.1051451E+000, 2.7720340E+000, 3.9067233E+000, 3.2184820E+000, 2.6715254E+000, 1.8739025E+000, 2.4218377E+000, 2.1176660E+000, 1.7139908E+000, 1.1256090E+000, 1.6129637E+000, 1.5996327E+000, 1.3136184E+000, 9.9244546E-001, 6.5747215E-001, 4.2414168E-001, 5.4304876E+000, 3.8616034E+000, 1.5688842E+000, 4.9963278E+000, 3.6751807E+000, 1.3211471E+000, 6.7517943E+000, 7.3384968E+000, 9.5125841E+000, 1.7853339E+000, 2.1201138E+000, 3.1352568E+000, 3.2113695E+000, 3.7085230E-001,-1.7760198E-001,-2.5677694E-001,-2.7599407E-002, 4.2527661E-002,-3.0607063E-002,-4.5842542E-002,-2.2567185E-002, 3.5235364E-002, 7.5172220E-002, 1.1452065E-001, 2.0320545E-001, 2.4589094E-001, 2.8479600E-001, 3.3440476E-001, 3.5168691E-001, 4.3113459E-001, 8.0185848E-002, 8.2130037E-002, 6.1550108E-001, 4.3278991E+000
