s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 2.8000256E+001, 2.9765044E+001, 0.0000000E+000,-1.0088500E+001,-1.7101730E+001,-2.7660467E+000, 5.1194621E-003, 0.0000000E+000, 0.0000000E+000,-2.3859369E-001,-1.8611314E-001,-9.3510500E-001, 6.4699998E-004,-1.0894020E-002
 3.0000277E+001, 2.9462390E+001, 0.0000000E+000,-9.8844236E+000,-1.6532650E+001,-2.8861492E+000, 5.0714615E-003, 0.0000000E+000, 0.0000000E+000, 1.1584386E-001, 1.6423857E-001,-9.3728607E-001, 6.4699998E-004,-1.0582532E-002
 3.2000149E+001, 2.9515088E+001, 0.0000000E+000,-9.9802907E+000,-1.6485458E+001,-2.9004403E+000, 5.0145616E-003, 0.0000000E+000, 0.0000000E+000, 1.0383867E-001, 1.5391379E-001,-9.3748364E-001, 6.4699998E-004,-1.0541426E-002
 3.4000038E+001, 3.0156946E+001, 0.0000000E+000,-1.0202274E+001,-1.5515328E+001,-2.7632793E+000, 5.1376735E-003, 0.0000000E+000, 0.0000000E+000, 1.6244731E+000, 1.6812024E+000,-9.4122038E-001, 6.4699998E-004,-9.9786494E-003
 3.6000134E+001, 2.9535024E+001, 0.0000000E+000,-1.0015556E+001,-1.7726550E+001,-2.7775355E+000, 5.2055003E-003, 0.0000000E+000, 0.0000000E+000,-1.0370996E+000,-9.7941109E-001,-9.3265426E-001, 6.4699998E-004,-1.1257860E-002
 3.8000164E+001, 2.9398683E+001, 0.0000000E+000,-9.8405218E+000,-1.7451318E+001,-2.7201932E+000, 5.0573784E-003, 0.0000000E+000, 0.0000000E+000,-6.5639334E-001,-6.0829216E-001,-9.3371451E-001, 6.4699998E-004,-1.1112652E-002
 4.0000317E+001, 2.9656606E+001, 0.0000000E+000,-9.8907425E+000,-1.6410250E+001,-2.7520418E+000, 5.0721445E-003, 0.0000000E+000, 0.0000000E+000, 5.5569844E-001, 6.0864319E-001,-9.3781711E-001, 6.4699998E-004,-1.0444531E-002
 4.2000278E+001, 2.9783789E+001, 0.0000000E+000,-9.9723088E+000,-1.7716548E+001,-2.7595109E+000, 5.1010701E-003, 0.0000000E+000, 0.0000000E+000,-7.0210922E-001,-6.5947741E-001,-9.3282717E-001, 6.4699998E-004,-1.1127267E-002
 4.4000107E+001, 2.9601907E+001, 0.0000000E+000,-9.9635395E+000,-1.5744135E+001,-2.6335529E+000, 5.0931351E-003, 0.0000000E+000, 0.0000000E+000, 1.2128758E+000, 1.2657733E+000,-9.4048164E-001, 6.4699998E-004,-9.9823555E-003
 4.6000164E+001, 2.9738751E+001, 0.0000000E+000,-9.9539333E+000,-1.7636284E+001,-2.6314138E+000, 5.1455418E-003, 0.0000000E+000, 0.0000000E+000,-5.1987064E-001,-4.7773480E-001,-9.3304962E-001, 6.4699998E-004,-1.1151519E-002
 4.8000309E+001, 2.9358725E+001, 0.0000000E+000,-9.7710942E+000,-1.6818240E+001,-2.4141779E+000, 5.0837633E-003, 0.0000000E+000, 0.0000000E+000, 3.0770580E-001, 3.6029647E-001,-9.3646088E-001, 6.4699998E-004,-1.0434177E-002
 5.0000122E+001, 3.0055163E+001, 0.0000000E+000,-9.9151050E+000,-1.7830672E+001,-2.4767953E+000, 5.2484009E-003, 0.0000000E+000, 0.0000000E+000,-2.1420544E-001,-1.6216099E-001,-9.3246951E-001, 6.4699998E-004,-1.1066087E-002
 5.2000175E+001, 2.9660153E+001, 0.0000000E+000,-9.8075633E+000,-1.7062632E+001,-2.3671224E+000, 5.1448573E-003, 0.0000000E+000, 0.0000000E+000, 3.7850355E-001, 4.2798024E-001,-9.3562962E-001, 6.4699998E-004,-1.0462118E-002
 5.4000195E+001, 2.9605543E+001, 0.0000000E+000,-9.8208457E+000,-1.8118886E+001,-2.4288171E+000, 5.2237847E-003, 0.0000000E+000, 0.0000000E+000,-8.0404850E-001,-7.5778219E-001,-9.3137812E-001, 6.4699998E-004,-1.1243432E-002
 5.6000145E+001, 2.9666778E+001, 0.0000000E+000,-9.7751309E+000,-1.6235732E+001,-2.3984639E+000, 5.0636643E-003, 0.0000000E+000, 0.0000000E+000, 1.2077316E+000, 1.2625156E+000,-9.3885017E-001, 6.4699998E-004,-9.9503221E-003
 5.8000309E+001, 2.9718297E+001, 0.0000000E+000,-9.9296389E+000,-1.8627925E+001,-2.5786510E+000, 5.2689782E-003, 0.0000000E+000, 0.0000000E+000,-1.4602143E+000,-1.4126490E+000,-9.2930992E-001, 6.4699998E-004,-1.1631061E-002
 6.0000031E+001, 3.0026850E+001, 0.0000000E+000,-9.9418950E+000,-1.6601506E+001,-2.2993203E+000, 5.2359628E-003, 0.0000000E+000, 0.0000000E+000, 1.1399067E+000, 1.1893656E+000,-9.3735275E-001, 6.4699998E-004,-1.0247362E-002
 6.2000031E+001, 2.9253141E+001, 0.0000000E+000,-9.6631533E+000,-1.7262113E+001,-2.3198112E+000, 5.2424376E-003, 0.0000000E+000, 0.0000000E+000,-3.4447225E-002, 1.3305783E-002,-9.3483017E-001, 6.4699998E-004,-1.0610307E-002
 6.4000076E+001, 2.9697761E+001, 0.0000000E+000,-9.8268492E+000,-1.8005169E+001,-2.4292789E+000, 5.1182535E-003, 0.0000000E+000, 0.0000000E+000,-6.0791374E-001,-5.5841788E-001,-9.3191185E-001, 6.4699998E-004,-1.1058654E-002
 6.6000053E+001, 2.9665143E+001, 0.0000000E+000,-9.8413457E+000,-1.7417764E+001,-2.3060027E+000, 5.2620092E-003, 0.0000000E+000, 0.0000000E+000, 5.0876790E-002, 1.0529224E-001,-9.3421249E-001, 6.4699998E-004,-1.0700760E-002
 6.8000191E+001, 2.9750285E+001, 0.0000000E+000,-9.8533401E+000,-1.6786961E+001,-2.3168996E+000, 5.2585776E-003, 0.0000000E+000, 0.0000000E+000, 7.4673393E-001, 7.9834282E-001,-9.3666307E-001, 6.4699998E-004,-1.0329059E-002
 7.0000237E+001, 2.9525509E+001, 0.0000000E+000,-9.7298424E+000,-1.7672067E+001,-2.2087615E+000, 5.3096118E-003, 0.0000000E+000, 0.0000000E+000,-1.2792169E-001,-7.9852527E-002,-9.3325493E-001, 6.4699998E-004,-1.0810867E-002
 7.2000107E+001, 3.0085162E+001, 0.0000000E+000,-9.9199834E+000,-1.7801199E+001,-2.2653909E+000, 5.2038403E-003, 0.0000000E+000, 0.0000000E+000, 5.2220350E-002, 1.0379219E-001,-9.3277594E-001, 6.4699998E-004,-1.0850570E-002
 7.4000114E+001, 2.9819804E+001, 0.0000000E+000,-9.9361451E+000,-1.7730133E+001,-2.4825865E+000, 5.5903980E-003, 0.0000000E+000, 0.0000000E+000,-3.7718835E-001,-3.2347042E-001,-9.3307300E-001, 6.4699998E-004,-1.0826449E-002
 7.6000359E+001, 2.9658486E+001, 0.0000000E+000,-9.7191519E+000,-1.7222157E+001,-2.4546850E+000, 5.4318031E-003, 0.0000000E+000, 0.0000000E+000, 2.0839689E-001, 2.6792400E-001,-9.3484541E-001, 6.4699998E-004,-1.0707677E-002
 7.8000320E+001, 2.9835885E+001, 0.0000000E+000,-9.8920048E+000,-1.7444797E+001,-2.3528086E+000, 5.4022880E-003, 0.0000000E+000, 0.0000000E+000, 9.8329245E-002, 1.5167673E-001,-9.3410815E-001, 6.4699998E-004,-1.0699624E-002
 8.0000237E+001, 2.9482757E+001, 0.0000000E+000,-9.7995684E+000,-1.6945148E+001,-2.4753052E+000, 5.2084850E-003, 0.0000000E+000, 0.0000000E+000, 2.1321046E-001, 2.6794404E-001,-9.3596691E-001, 6.4699998E-004,-1.0506782E-002
 8.2000114E+001, 2.9470820E+001, 0.0000000E+000,-9.7913841E+000,-1.6375463E+001,-2.2295262E+000, 5.3304713E-003, 0.0000000E+000, 0.0000000E+000, 1.0235175E+000, 1.0797771E+000,-9.3819894E-001, 6.4699998E-004,-1.0130719E-002
 8.4000237E+001, 2.9624981E+001, 0.0000000E+000,-9.8264575E+000,-1.8659427E+001,-2.2111621E+000, 5.2938719E-003, 0.0000000E+000, 0.0000000E+000,-1.1235852E+000,-1.0667712E+000,-9.2937199E-001, 6.4699998E-004,-1.1417207E-002
 8.6000198E+001, 2.9580365E+001, 0.0000000E+000,-9.8157454E+000,-1.7762733E+001,-2.2443488E+000, 5.3406349E-003, 0.0000000E+000, 0.0000000E+000,-2.8844614E-001,-2.3712112E-001,-9.3293390E-001, 6.4699998E-004,-1.0835150E-002
 8.8000183E+001, 3.0034956E+001, 0.0000000E+000,-9.9027592E+000,-1.7490425E+001,-2.1084301E+000, 5.4452738E-003, 0.0000000E+000, 0.0000000E+000, 4.8403619E-001, 5.3878647E-001,-9.3410223E-001, 6.4699998E-004,-1.0547001E-002
 9.0000298E+001, 2.9656832E+001, 0.0000000E+000,-9.7855855E+000,-1.7855427E+001,-2.2083683E+000, 5.4397536E-003, 0.0000000E+000, 0.0000000E+000,-2.4542950E-001,-1.8710960E-001,-9.3261683E-001, 6.4699998E-004,-1.0850533E-002
 9.2000061E+001, 2.9258316E+001, 0.0000000E+000,-9.7714729E+000,-1.7400392E+001,-2.1105414E+000, 5.1284043E-003, 0.0000000E+000, 0.0000000E+000,-6.9670399E-002,-1.8962210E-002,-9.3431127E-001, 6.4699998E-004,-1.0648183E-002
 9.4000183E+001, 3.0232732E+001, 0.0000000E+000,-9.9724910E+000,-1.7137738E+001,-2.0990664E+000, 5.3386044E-003, 0.0000000E+000, 0.0000000E+000, 9.7088236E-001, 1.0287746E+000,-9.3543158E-001, 6.4699998E-004,-1.0362235E-002
 9.6000214E+001, 2.9575120E+001, 0.0000000E+000,-9.8246420E+000,-1.8092076E+001,-2.2234577E+000, 5.2776193E-003, 0.0000000E+000, 0.0000000E+000,-6.1223401E-001,-5.5977797E-001,-9.3164920E-001, 6.4699998E-004,-1.1024085E-002
 9.8000099E+001, 2.9374260E+001, 0.0000000E+000,-9.7083057E+000,-1.7625426E+001,-2.0076210E+000, 5.2449034E-003, 0.0000000E+000, 0.0000000E+000,-1.7984884E-002, 3.8152088E-002,-9.3353048E-001, 6.4699998E-004,-1.0677045E-002
 1.0000032E+002, 2.9564467E+001, 0.0000000E+000,-9.7545172E+000,-1.7326091E+001,-1.9494428E+000, 5.3664164E-003, 0.0000000E+000, 0.0000000E+000, 4.8454951E-001, 5.3978269E-001,-9.3470948E-001, 6.4699998E-004,-1.0472722E-002
 1.0200022E+002, 3.0332823E+001, 0.0000000E+000,-1.0124061E+001,-1.8813819E+001,-2.0109877E+000, 5.2485523E-003, 0.0000000E+000, 0.0000000E+000,-6.6334459E-001,-6.1079605E-001,-9.2888009E-001, 6.4699998E-004,-1.1360609E-002
 1.0400015E+002, 2.9643933E+001, 0.0000000E+000,-9.9375629E+000,-1.7033180E+001,-2.1534240E+000, 5.4465339E-003, 0.0000000E+000, 0.0000000E+000, 4.6617962E-001, 5.2521325E-001,-9.3584133E-001, 6.4699998E-004,-1.0332121E-002
 1.0600011E+002, 2.9513692E+001, 0.0000000E+000,-9.7802277E+000,-1.7213278E+001,-2.0176780E+000, 5.2839649E-003, 0.0000000E+000, 0.0000000E+000, 4.4702252E-001, 5.0779261E-001,-9.3510445E-001, 6.4699998E-004,-1.0463499E-002
 1.0800006E+002, 2.9441542E+001, 0.0000000E+000,-9.8282978E+000,-1.9030550E+001,-1.8137761E+000, 5.4760836E-003, 0.0000000E+000, 0.0000000E+000,-1.2799135E+000,-1.2256062E+000,-9.2815100E-001, 6.4699998E-004,-1.1432673E-002
