s,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW,kW,kW,kW,kW,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m,m,m,deg
 1.8002450E+001, 3.3992320E+001, 3.0815841E+001, 3.2764820E+001, 2.3615120E+001, 7.6348673E+000, 3.2026733E+001, 2.4251519E+001, 1.2575394E+001, 4.5064212E+000, 2.0138900E+001, 1.3353411E+001, 7.2684522E+000, 2.8530553E+000, 1.2438600E+001, 8.1459935E+000, 4.8108026E+000, 2.0724537E+000, 8.2899765E+000, 5.6798352E+000, 3.5059593E+000, 1.5953261E+000, 6.0231289E+000, 4.2370178E+000, 2.8070144E+000, 1.2816559E+000, 4.4408217E+000, 3.4027259E+000, 2.4006604E+000, 1.1273104E+000, 8.3877571E-001, 8.3291087E-001, 6.7756894E-001, 5.2322015E-001, 3.8562522E-001, 2.7751212E-001, 3.6957919E+000, 2.8039966E+000, 8.9179523E-001, 3.7607362E+000, 2.8810808E+000, 8.7965542E-001, 4.8866115E+000, 4.8022243E+000, 1.0230110E+001, 1.1430034E+000, 1.1587776E+000, 3.4198846E+000, 3.3197046E+000, 8.3288603E-001,-6.0965497E-001,-2.5849249E-001, 1.1016070E-001, 1.1016070E-001, 3.3000076E-001, 3.3000076E-001, 5.1958859E-001, 6.1928811E-001, 6.2552998E-001, 6.2290868E-001, 6.6312658E-001, 7.4457204E-001, 8.0945214E-001, 9.1045810E-001, 9.9411396E-001, 1.0817323E+000, 9.4485274E-002, 4.3171320E-002, 6.4161055E-001, 2.5343964E+000
 2.0001835E+001, 3.2555126E+001, 3.0273142E+001, 3.1696449E+001, 2.3561866E+001, 8.2866317E+000, 3.0505493E+001, 2.2731811E+001, 1.2824372E+001, 4.5638102E+000, 1.9152609E+001, 1.2526446E+001, 7.1040353E+000, 2.6831804E+000, 1.0950961E+001, 6.8691027E+000, 4.4622792E+000, 1.7741495E+000, 6.9255888E+000, 4.6386108E+000, 3.2208092E+000, 1.3916967E+000, 5.0018165E+000, 3.7022526E+000, 2.6201304E+000, 1.2143151E+000, 3.9246633E+000, 3.0913572E+000, 2.2288634E+000, 1.0033752E+000, 8.4432055E-001, 8.4563107E-001, 6.9481007E-001, 5.4267908E-001, 4.0266542E-001, 2.8970284E-001, 3.5533382E+000, 2.7998084E+000, 7.5352972E-001, 3.9545673E+000, 2.9525971E+000, 1.0019703E+000, 5.1384711E+000, 4.6171234E+000, 9.2172186E+000, 1.3019364E+000, 9.7911866E-001, 3.4803188E+000, 3.2919224E+000, 8.5062834E-001,-6.2959329E-001,-2.8173422E-001, 1.3272505E-001, 1.3272505E-001, 2.4856034E-001, 2.4856034E-001, 3.3871311E-001, 4.3957521E-001, 5.8094573E-001, 7.1712304E-001, 8.1513338E-001, 8.8783751E-001, 9.4160653E-001, 9.9208207E-001, 1.0271735E+000, 1.0612935E+000, 4.0389273E-002, 3.3672914E-002, 6.5534126E-001, 2.4905116E+000
 2.2002524E+001, 2.8384412E+001, 3.0366894E+001, 3.2563575E+001, 2.6738541E+001, 7.7155440E+000, 3.2512336E+001, 2.5773828E+001, 1.5595511E+001, 5.1148752E+000, 2.0265275E+001, 1.4240379E+001, 8.4506134E+000, 3.4209130E+000, 1.1780877E+001, 7.5365102E+000, 4.6829288E+000, 2.0479044E+000, 7.4770075E+000, 4.5620820E+000, 3.1953721E+000, 1.3379987E+000, 5.3312387E+000, 3.3334416E+000, 2.4508306E+000, 1.0845071E+000, 4.1855794E+000, 2.6936175E+000, 2.0375942E+000, 9.0617077E-001, 8.5964164E-001, 8.6565683E-001, 7.0488193E-001, 5.4166138E-001, 3.9862156E-001, 2.8645006E-001, 3.7446586E+000, 2.8694675E+000, 8.7519108E-001, 3.8799935E+000, 2.9193247E+000, 9.6066874E-001, 5.0415716E+000, 4.8657207E+000, 9.8661433E+000, 1.2482702E+000, 1.1372025E+000, 3.4115304E+000, 3.3558923E+000, 8.8532395E-001,-6.9204569E-001,-3.4444660E-001, 3.7835287E-001, 3.7835287E-001, 5.5129244E-001, 5.5129244E-001, 6.0291299E-001, 7.0666351E-001, 7.8590549E-001, 8.7449332E-001, 9.4240724E-001, 1.0095247E+000, 1.0747154E+000, 1.1448565E+000, 1.1743191E+000, 1.1884416E+000, 3.1410873E-002, 9.7801140E-002, 6.6469590E-001, 2.5229264E+000
 2.4001018E+001, 3.4122603E+001, 3.2869198E+001, 3.3606119E+001, 2.5990569E+001, 8.7563559E+000, 3.2664306E+001, 2.2940001E+001, 1.2973326E+001, 4.6880608E+000, 1.9149310E+001, 1.1829321E+001, 7.0180933E+000, 2.8972603E+000, 1.1341741E+001, 7.3096224E+000, 4.9498633E+000, 2.2654138E+000, 7.0812812E+000, 4.8853764E+000, 3.8109302E+000, 2.0695757E+000, 4.7410379E+000, 3.5330197E+000, 2.9316213E+000, 1.5222835E+000, 3.4963338E+000, 2.7782935E+000, 2.3659943E+000, 1.2093952E+000, 8.6998352E-001, 8.6199784E-001, 7.0059359E-001, 5.4521892E-001, 3.9972274E-001, 2.8469706E-001, 3.7190566E+000, 2.8480244E+000, 8.7103225E-001, 3.8358461E+000, 2.8952453E+000, 9.4060086E-001, 4.9842075E+000, 4.8324540E+000, 9.8773656E+000, 1.2221945E+000, 1.1317987E+000, 3.3579552E+000, 3.3052150E+000, 8.7720334E-001,-6.6818407E-001,-3.1278060E-001, 2.5341968E-001, 2.5341968E-001, 4.3265766E-001, 4.3265766E-001, 5.4557571E-001, 5.9179945E-001, 6.3932068E-001, 6.8382706E-001, 7.4067360E-001, 8.3694000E-001, 9.1203545E-001, 9.1986322E-001, 8.6226116E-001, 8.4486109E-001, 7.3914088E-002, 4.7700033E-002, 6.6850707E-001, 2.6252986E+000
 2.6000434E+001, 3.8647549E+001, 3.0520158E+001, 3.2006168E+001, 2.4081322E+001, 7.8943369E+000, 2.9827639E+001, 2.0888345E+001, 1.1351942E+001, 4.5024498E+000, 1.8528304E+001, 1.1251787E+001, 6.1661215E+000, 2.5189163E+000, 1.1567663E+001, 7.0252651E+000, 4.0711589E+000, 1.6214204E+000, 7.8856395E+000, 5.0441490E+000, 3.1044841E+000, 1.2023539E+000, 5.9792135E+000, 3.9832693E+000, 2.5905043E+000, 1.0819690E+000, 4.6804602E+000, 3.1345872E+000, 2.1325937E+000, 9.4439837E-001, 8.7438627E-001, 8.6667686E-001, 7.0534994E-001, 5.4354476E-001, 4.0215490E-001, 2.8979194E-001, 3.5611254E+000, 2.7698901E+000, 7.9123527E-001, 4.0065616E+000, 2.9894659E+000, 1.0170957E+000, 5.2060312E+000, 4.6272419E+000, 1.0077380E+001, 1.3215900E+000, 1.0281124E+000, 3.4498270E+000, 3.1864305E+000, 8.7193340E-001,-6.5971698E-001,-2.4485435E-001, 1.2038973E-001, 1.2038973E-001, 1.8081136E-001, 1.8081136E-001, 4.2412086E-001, 5.4264186E-001, 6.3873664E-001, 7.4120879E-001, 8.1447681E-001, 8.1323844E-001, 7.8652586E-001, 8.2709543E-001, 9.0353377E-001, 9.4957802E-001, 4.1462649E-002, 1.0176611E-001, 6.7556999E-001, 2.7007404E+000
 2.8000470E+001, 3.1772787E+001, 3.1153543E+001, 3.2828340E+001, 2.4634555E+001, 7.8023284E+000, 3.1895031E+001, 2.3262087E+001, 1.2878187E+001, 4.6883368E+000, 2.0341879E+001, 1.2673622E+001, 7.0592442E+000, 2.8481680E+000, 1.2353660E+001, 7.6079975E+000, 4.6663331E+000, 1.8651880E+000, 8.0893473E+000, 5.4023014E+000, 3.5690563E+000, 1.4716025E+000, 5.8392545E+000, 4.1871814E+000, 2.9778793E+000, 1.3090957E+000, 4.4796305E+000, 3.4569130E+000, 2.5656589E+000, 1.1845288E+000, 8.7565842E-001, 8.7667748E-001, 7.1910827E-001, 5.6067195E-001, 4.1593467E-001, 2.9994969E-001, 3.7234032E+000, 2.8678127E+000, 8.5559048E-001, 3.8911018E+000, 2.9574349E+000, 9.3366690E-001, 5.0560054E+000, 4.8381018E+000, 1.0710039E+001, 1.2131846E+000, 1.1117340E+000, 3.3842527E+000, 3.2889750E+000, 8.9080833E-001,-6.5936231E-001,-3.3796537E-001, 2.3714166E-001, 2.3714166E-001, 4.0321848E-001, 4.0321848E-001, 2.9576009E-001, 3.1248059E-001, 3.9706183E-001, 4.5038847E-001, 5.0115152E-001, 5.6150811E-001, 6.4830205E-001, 7.3064390E-001, 8.2872918E-001, 9.3420500E-001, 6.6915941E-002, 3.5969307E-002, 6.8111470E-001, 2.6608913E+000
 3.0001137E+001, 3.2126273E+001, 3.0015329E+001, 3.0749456E+001, 2.3112264E+001, 7.1393971E+000, 3.3208166E+001, 2.1583295E+001, 1.1494060E+001, 4.3128402E+000, 2.1501941E+001, 1.1844035E+001, 6.3053627E+000, 2.7399867E+000, 1.3372651E+001, 7.1767463E+000, 3.9978814E+000, 1.6892791E+000, 8.9177198E+000, 5.1515769E+000, 3.0800930E+000, 1.2268612E+000, 6.5264549E+000, 4.1085830E+000, 2.6859658E+000, 1.0115155E+000, 5.1630128E+000, 3.3366357E+000, 2.3020643E+000, 9.5753852E-001, 8.7065925E-001, 8.7452228E-001, 7.1889372E-001, 5.6321532E-001, 4.1759131E-001, 3.0139394E-001, 3.7026475E+000, 2.8424684E+000, 8.6017909E-001, 4.0465979E+000, 3.0299964E+000, 1.0166016E+000, 5.2580534E+000, 4.8111324E+000, 1.2098040E+001, 1.3209480E+000, 1.1176963E+000, 3.4510125E+000, 3.2350853E+000, 8.6546405E-001,-6.6831248E-001,-2.5630497E-001, 1.9269232E-001, 1.9269232E-001, 3.1173724E-001, 3.1173724E-001, 3.5469466E-001, 3.7362755E-001, 3.9675833E-001, 4.5344827E-001, 5.6727079E-001, 6.8232533E-001, 7.5018010E-001, 7.6785624E-001, 7.8135875E-001, 7.9024222E-001, 4.7891481E-002, 4.1029316E-002, 6.8885088E-001, 2.6005289E+000
 3.2001611E+001, 3.6254342E+001, 3.0613807E+001, 3.2949991E+001, 2.4640078E+001, 7.4974681E+000, 3.1107148E+001, 2.2225210E+001, 1.1630549E+001, 4.3684405E+000, 1.9366614E+001, 1.1416849E+001, 6.0811051E+000, 2.6060876E+000, 1.2004381E+001, 6.8662449E+000, 4.1155084E+000, 1.6767504E+000, 7.9610835E+000, 4.6717411E+000, 2.9040370E+000, 1.1750580E+000, 5.8833195E+000, 3.6639576E+000, 2.2589268E+000, 9.7752911E-001, 4.6783838E+000, 3.0398793E+000, 2.0129052E+000, 9.9287221E-001, 8.8310328E-001, 8.8154312E-001, 7.2389715E-001, 5.6455997E-001, 4.1969759E-001, 3.0344646E-001, 3.6045620E+000, 2.8109518E+000, 7.9361021E-001, 4.0203660E+000, 3.0053560E+000, 1.0150099E+000, 5.2239683E+000, 4.6836824E+000, 1.0808081E+001, 1.3188799E+000, 1.0311983E+000, 3.3949301E+000, 3.1758788E+000, 8.1970043E-001,-5.9802701E-001,-2.0802671E-001, 2.1151880E-002, 2.1151880E-002, 2.1013468E-001, 2.1013468E-001, 2.9575340E-001, 2.9011420E-001, 3.4406769E-001, 4.2137136E-001, 4.8381370E-001, 5.2871264E-001, 5.4967513E-001, 5.9653923E-001, 6.8961527E-001, 7.5543557E-001, 5.8201310E-002, 5.9006815E-002, 6.9316147E-001, 2.6050527E+000
 3.4000681E+001, 3.1486969E+001, 2.9140985E+001, 3.2935229E+001, 2.6328278E+001, 8.1105040E+000, 3.0839977E+001, 2.4842172E+001, 1.5286058E+001, 5.1824450E+000, 1.9282949E+001, 1.3259926E+001, 8.3960765E+000, 3.2246139E+000, 1.1776846E+001, 7.7340185E+000, 5.1622230E+000, 1.9716458E+000, 7.6827592E+000, 5.0647438E+000, 3.4937594E+000, 1.4087112E+000, 5.3872041E+000, 3.7014382E+000, 2.6087202E+000, 1.0656527E+000, 4.0084415E+000, 2.7878127E+000, 2.0166569E+000, 8.7165067E-001, 9.2116202E-001, 9.2527708E-001, 7.5044341E-001, 5.8255147E-001, 4.2681031E-001, 3.0470595E-001, 3.7350540E+000, 2.9018382E+000, 8.3321576E-001, 4.0218240E+000, 3.0217087E+000, 1.0001154E+000, 5.2258628E+000, 4.8532406E+000, 1.0136452E+001, 1.2995262E+000, 1.0826608E+000, 3.3920795E+000, 3.2702772E+000, 8.2806463E-001,-6.0699587E-001,-2.1835262E-001, 3.7344302E-002, 3.7344302E-002, 2.6383280E-001, 2.6383280E-001, 5.2021439E-001, 6.1442186E-001, 5.9286015E-001, 6.3663664E-001, 7.1442927E-001, 8.1376121E-001, 9.1799287E-001, 9.7223556E-001, 1.0357604E+000, 1.0874774E+000, 4.9357724E-002, 1.0814476E-001, 6.9368570E-001, 2.6746427E+000
 3.6000128E+001, 3.4399499E+001, 2.8935494E+001, 3.1331987E+001, 2.5253075E+001, 7.8371687E+000, 2.9604693E+001, 2.3074282E+001, 1.3813432E+001, 4.7143810E+000, 1.9066734E+001, 1.2969614E+001, 7.7489161E+000, 3.0719854E+000, 1.2172140E+001, 7.8265447E+000, 5.1963963E+000, 2.4619693E+000, 8.0631636E+000, 5.3988500E+000, 3.9561446E+000, 1.9487741E+000, 5.9195269E+000, 4.2857129E+000, 3.1999667E+000, 1.3075751E+000, 4.6685300E+000, 3.5095904E+000, 2.6980717E+000, 1.0143990E+000, 9.0250383E-001, 9.0359949E-001, 7.4432754E-001, 5.8677850E-001, 4.3714782E-001, 3.1528699E-001, 3.7350925E+000, 2.8886212E+000, 8.4647128E-001, 3.9211365E+000, 2.9596701E+000, 9.6146634E-001, 5.0950318E+000, 4.8532907E+000, 1.0674673E+001, 1.2493066E+000, 1.0998847E+000, 3.2935464E+000, 3.2330607E+000, 8.1384493E-001,-5.6731268E-001,-2.1465181E-001, 5.0932479E-004, 5.0932479E-004, 2.3320096E-001, 2.3320096E-001, 4.0116064E-001, 5.1412870E-001, 6.0365245E-001, 5.7586564E-001, 6.1678021E-001, 6.7305263E-001, 7.2277762E-001, 7.5785006E-001, 7.9600753E-001, 8.4140449E-001, 7.2527318E-002, 5.3698922E-002, 6.9554850E-001, 2.6907261E+000
 3.8003049E+001, 2.8783151E+001, 3.1068789E+001, 3.0432248E+001, 2.2839682E+001, 8.1889300E+000, 3.2413700E+001, 2.4267984E+001, 1.4039858E+001, 4.7665756E+000, 2.1142426E+001, 1.3955053E+001, 7.7683266E+000, 3.0213271E+000, 1.3139636E+001, 8.5538167E+000, 5.0450364E+000, 1.9702879E+000, 8.9378061E+000, 5.9326521E+000, 3.5793914E+000, 1.3602635E+000, 6.5387981E+000, 4.1908541E+000, 2.5486035E+000, 1.1391788E+000, 5.0059007E+000, 3.1194785E+000, 1.9252992E+000, 9.1598285E-001, 9.1642256E-001, 9.2149361E-001, 7.5241662E-001, 5.8123873E-001, 4.2860132E-001, 3.0765427E-001, 3.7861308E+000, 2.9035059E+000, 8.8262491E-001, 3.8898569E+000, 2.9774244E+000, 9.1243245E-001, 5.0543878E+000, 4.9196086E+000, 1.1106541E+001, 1.1855931E+000, 1.1468619E+000, 3.2948989E+000, 3.2312913E+000, 7.6571133E-001,-4.7710580E-001,-1.6062223E-001,-1.8259325E-001,-1.8259325E-001,-9.7002419E-002,-9.7002419E-002, 4.7117706E-002, 2.1787057E-001, 3.8584780E-001, 5.2567074E-001, 6.5263901E-001, 7.9932783E-001, 9.3203370E-001, 1.0680991E+000, 1.1594861E+000, 1.2343318E+000, 4.4635557E-002, 7.2428875E-002, 6.9636837E-001, 2.6807406E+000
 4.0001865E+001, 3.4627186E+001, 3.0988494E+001, 3.1824605E+001, 2.4717679E+001, 7.8383200E+000, 3.2530072E+001, 2.4731938E+001, 1.4102155E+001, 5.1879835E+000, 1.9490265E+001, 1.3321269E+001, 7.8392237E+000, 3.0568814E+000, 1.1317173E+001, 7.7037292E+000, 4.8429592E+000, 1.9569323E+000, 7.3185229E+000, 5.1476218E+000, 3.4434343E+000, 1.3144813E+000, 5.3102535E+000, 3.8004161E+000, 2.6861600E+000, 9.6310444E-001, 4.1309680E+000, 3.0264359E+000, 2.1594870E+000, 9.0202160E-001, 9.2442344E-001, 9.2765970E-001, 7.5869450E-001, 5.8950000E-001, 4.3599745E-001, 3.1172957E-001, 3.6558531E+000, 2.8794638E+000, 7.7638939E-001, 3.8779173E+000, 2.9514026E+000, 9.2651471E-001, 5.0388738E+000, 4.7503289E+000, 8.8269840E+000, 1.2038913E+000, 1.0088220E+000, 3.2413615E+000, 3.1822308E+000, 8.0373011E-001,-4.7394737E-001,-2.6322017E-001,-1.1202224E-001,-1.1202224E-001,-1.2045543E-001,-1.2045543E-001, 1.9924335E-001, 3.3450592E-001, 4.1518982E-001, 5.1706179E-001, 6.1573090E-001, 7.4263532E-001, 8.6065675E-001, 9.4514407E-001, 9.9421496E-001, 1.0196983E+000, 6.9388295E-002, 8.6480815E-002, 6.9577717E-001, 2.7164567E+000
 4.2002083E+001, 3.6982153E+001, 3.0854783E+001, 3.3505044E+001, 2.6459452E+001, 8.2074529E+000, 3.2848194E+001, 2.5990685E+001, 1.4947193E+001, 4.8115503E+000, 2.2069111E+001, 1.5233892E+001, 8.5618215E+000, 3.3364159E+000, 1.4013424E+001, 8.9720224E+000, 5.5210165E+000, 2.5442061E+000, 9.3963598E+000, 5.9195802E+000, 3.9508250E+000, 1.9560301E+000, 6.8617589E+000, 4.3779174E+000, 2.9021758E+000, 1.3974312E+000, 5.3203515E+000, 3.5902742E+000, 2.3768933E+000, 1.0418208E+000, 9.2198035E-001, 9.2766958E-001, 7.6597283E-001, 6.0625899E-001, 4.5002766E-001, 3.2312365E-001, 3.9413507E+000, 2.9974223E+000, 9.4392838E-001, 3.8338476E+000, 2.9325225E+000, 9.0132519E-001, 4.9816108E+000, 5.1212977E+000, 1.1659237E+001, 1.1711606E+000, 1.2265182E+000, 3.1997573E+000, 3.3077226E+000, 8.2135961E-001,-5.5412461E-001,-2.7217556E-001, 8.3632194E-002, 8.3632194E-002, 1.2449304E-001, 1.2449304E-001, 2.0012052E-001, 2.8712087E-001, 3.7906769E-001, 5.0718650E-001, 6.2968679E-001, 7.4939840E-001, 8.5573116E-001, 9.4509623E-001, 1.0012765E+000, 1.0732907E+000, 4.6501330E-002, 7.2335919E-002, 6.9678604E-001, 2.7063144E+000
 4.4001089E+001, 2.9569711E+001, 3.1498832E+001, 3.2537894E+001, 2.5739299E+001, 8.3276834E+000, 3.2007267E+001, 2.2752700E+001, 1.3060367E+001, 4.3911464E+000, 2.0716996E+001, 1.2136961E+001, 6.5789029E+000, 2.5506353E+000, 1.2736143E+001, 7.3721928E+000, 4.1237942E+000, 1.5763369E+000, 8.8834539E+000, 5.4922441E+000, 3.2042632E+000, 1.2187803E+000, 6.7032742E+000, 4.4039724E+000, 2.6230762E+000, 9.1001397E-001, 5.1900243E+000, 3.6635542E+000, 2.2439492E+000, 7.7670544E-001, 9.3021158E-001, 9.2966910E-001, 7.6020276E-001, 5.8968291E-001, 4.3601541E-001, 3.1308749E-001, 3.7332920E+000, 2.8641202E+000, 8.6917180E-001, 3.9771107E+000, 3.0139131E+000, 9.6319764E-001, 5.1677634E+000, 4.8509512E+000, 1.1111931E+001, 1.2515562E+000, 1.1293812E+000, 3.2808521E+000, 3.1201147E+000, 7.5139253E-001,-4.2298268E-001,-2.2226876E-001,-1.5262207E-001,-1.5262207E-001,-5.1521548E-002,-5.1521548E-002,-2.6367638E-002, 8.4843089E-002, 2.0990644E-001, 3.6268294E-001, 4.9241361E-001, 6.2486510E-001, 7.7252489E-001, 9.2140740E-001, 1.0484185E+000, 1.1152093E+000, 4.2022133E-002, 6.3042188E-002, 6.9848948E-001, 2.6670337E+000
 4.6002290E+001, 3.1000088E+001, 3.1958000E+001, 3.6444187E+001, 2.6838870E+001, 8.3656205E+000, 3.4063327E+001, 3.0218755E+001, 1.5462815E+001, 5.1854874E+000, 2.1935220E+001, 1.6985117E+001, 9.4071795E+000, 3.4254528E+000, 1.2806949E+001, 9.5241296E+000, 5.9280575E+000, 2.5405701E+000, 7.7711518E+000, 5.8351640E+000, 3.9854578E+000, 1.9679239E+000, 5.2436481E+000, 4.1102960E+000, 3.0389603E+000, 1.5755972E+000, 4.0134089E+000, 3.1746583E+000, 2.3990563E+000, 1.2999248E+000, 9.6196411E-001, 9.6902635E-001, 7.9025078E-001, 6.0431077E-001, 4.4189220E-001, 3.1421117E-001, 3.9959053E+000, 3.0380490E+000, 9.5785628E-001, 3.7575094E+000, 2.9671646E+000, 7.9034481E-001, 4.8824187E+000, 5.1921846E+000, 9.6585703E+000, 1.0269553E+000, 1.2446158E+000, 3.2049393E+000, 3.3161870E+000, 8.3107411E-001,-3.5651495E-001,-5.9666564E-001, 2.9289021E-001, 2.9289021E-001, 3.3706166E-001, 3.3706166E-001, 6.0660890E-001, 6.5869667E-001, 6.9131339E-001, 7.3964080E-001, 8.0335588E-001, 8.3526069E-001, 8.4628004E-001, 8.8543314E-001, 9.4450754E-001, 9.9083701E-001, 3.9193875E-002, 8.5764301E-002, 6.9692590E-001, 2.7103161E+000
 4.8000476E+001, 3.4445522E+001, 3.0543752E+001, 3.3247568E+001, 2.5357147E+001, 7.8102225E+000, 3.2662086E+001, 2.5252485E+001, 1.4448301E+001, 4.6980042E+000, 2.2189347E+001, 1.4931941E+001, 8.3491119E+000, 2.7567125E+000, 1.4742728E+001, 9.3943877E+000, 5.1528350E+000, 1.8086057E+000, 1.0371842E+001, 6.3912036E+000, 3.6535757E+000, 1.3335282E+000, 7.7443181E+000, 4.7694981E+000, 2.8855164E+000, 9.5807388E-001, 5.9020184E+000, 3.7695607E+000, 2.3926669E+000, 9.1212977E-001, 9.1726141E-001, 9.3006484E-001, 7.7294365E-001, 6.0941355E-001, 4.5608912E-001, 3.3032608E-001, 3.9184768E+000, 2.9825281E+000, 9.3594869E-001, 3.8486710E+000, 2.9335811E+000, 9.1508996E-001, 5.0008719E+000, 5.0915759E+000, 1.2604997E+001, 1.1890462E+000, 1.2161495E+000, 3.1442562E+000, 3.2238831E+000, 8.5303287E-001,-2.4876964E-001,-6.6395668E-001, 1.5729482E-001, 1.5729482E-001, 3.5744526E-001, 3.5744526E-001, 5.2075046E-001, 5.0413259E-001, 4.9223114E-001, 4.9762058E-001, 5.5066080E-001, 6.3719215E-001, 7.3319543E-001, 8.1351707E-001, 9.0009703E-001, 9.6073803E-001, 3.8975541E-002, 6.1623159E-002, 7.0203674E-001, 2.6855837E+000
 5.0001146E+001, 3.4745921E+001, 3.1109877E+001, 3.5242754E+001, 2.6289683E+001, 7.6375293E+000, 3.4351874E+001, 2.8180417E+001, 1.5381076E+001, 5.2586869E+000, 2.2021239E+001, 1.4818105E+001, 8.2953060E+000, 3.4544951E+000, 1.3437920E+001, 8.0464936E+000, 4.6654365E+000, 2.1082060E+000, 9.2075900E+000, 5.3827901E+000, 3.1341477E+000, 1.4628031E+000, 6.8284310E+000, 4.1430457E+000, 2.5281787E+000, 1.1944819E+000, 5.3641102E+000, 3.5825514E+000, 2.2926524E+000, 1.0148461E+000, 9.5161909E-001, 9.6672937E-001, 7.9317210E-001, 6.1332156E-001, 4.5404006E-001, 3.2672975E-001, 3.9611203E+000, 3.0245253E+000, 9.3659501E-001, 3.8602765E+000, 2.9909886E+000, 8.6928795E-001, 5.0159518E+000, 5.1469859E+000, 1.1482188E+001, 1.1295322E+000, 1.2169894E+000, 3.1968388E+000, 3.2554625E+000, 8.7188521E-001,-2.6845199E-001,-7.3744446E-001, 3.6888859E-001, 3.6888859E-001, 5.4477182E-001, 5.4477182E-001, 6.8370495E-001, 7.1399662E-001, 6.9556658E-001, 6.2699434E-001, 6.1826052E-001, 6.7183558E-001, 7.4767416E-001, 8.1374509E-001, 8.7017275E-001, 9.2623808E-001, 6.1025857E-002, 6.1562662E-002, 7.0279074E-001, 2.6671892E+000
 5.2002494E+001, 3.5608667E+001, 3.0396710E+001, 3.4454185E+001, 2.6164823E+001, 7.5755541E+000, 3.3539755E+001, 2.7252051E+001, 1.4626508E+001, 4.7927127E+000, 2.3391147E+001, 1.6687510E+001, 8.5919341E+000, 3.0073737E+000, 1.4925000E+001, 1.0324675E+001, 5.8731014E+000, 2.2157360E+000, 1.0036739E+001, 6.9982688E+000, 4.2363341E+000, 1.7821825E+000, 7.2429699E+000, 5.2353153E+000, 3.3676811E+000, 1.2711502E+000, 5.7327786E+000, 4.3204337E+000, 2.7980181E+000, 1.0452176E+000, 9.4519097E-001, 9.5840280E-001, 7.9153954E-001, 6.2691463E-001, 4.6398403E-001, 3.3339126E-001, 4.0110425E+000, 3.0368049E+000, 9.7423758E-001, 3.7895280E+000, 2.9473665E+000, 8.4216147E-001, 4.9240229E+000, 5.2118536E+000, 1.1695086E+001, 1.0942846E+000, 1.2659012E+000, 3.1247288E+000, 3.2490069E+000, 8.4490831E-001,-2.3706190E-001,-6.7880663E-001, 2.2380307E-001, 2.2380307E-001, 4.1629545E-001, 4.1629545E-001, 5.0417727E-001, 5.5179315E-001, 5.7017432E-001, 5.9038291E-001, 6.4585099E-001, 6.8908026E-001, 7.5236156E-001, 8.1824419E-001, 8.8981418E-001, 9.4868681E-001, 4.4948792E-002, 7.7908166E-002, 7.0474857E-001, 2.6626287E+000
 5.4001318E+001, 3.7291319E+001, 3.0302316E+001, 3.3379300E+001, 2.4576548E+001, 7.6482447E+000, 3.3653355E+001, 2.6189937E+001, 1.3629297E+001, 4.7749356E+000, 2.2117779E+001, 1.4284186E+001, 7.4298906E+000, 3.0038563E+000, 1.4191297E+001, 8.3838883E+000, 4.5518789E+000, 1.9549548E+000, 9.7522023E+000, 6.0016399E+000, 3.5187288E+000, 1.3778673E+000, 7.2586671E+000, 4.7934374E+000, 3.1169424E+000, 1.1459324E+000, 5.7335270E+000, 4.0449991E+000, 2.8091644E+000, 1.1771052E+000, 9.5376854E-001, 9.6418755E-001, 7.9317960E-001, 6.1840551E-001, 4.5974118E-001, 3.3148836E-001, 3.8653250E+000, 2.9622713E+000, 9.0305368E-001, 3.8627362E+000, 2.9871431E+000, 8.7559313E-001, 5.0191479E+000, 5.0225117E+000, 1.1506586E+001, 1.1377250E+000, 1.1734066E+000, 3.1552915E+000, 3.1359499E+000, 8.5331366E-001,-2.7095202E-001,-6.8259668E-001, 2.7692670E-001, 2.7692670E-001, 4.0791437E-001, 4.0791437E-001, 3.5948436E-001, 2.8421387E-001, 3.6230077E-001, 4.8556607E-001, 5.8114629E-001, 6.5252120E-001, 7.2857402E-001, 7.9867380E-001, 8.5700552E-001, 8.8164555E-001, 6.5808839E-002, 6.5697546E-002, 7.0616169E-001, 2.6722013E+000
