s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,HFG_x5_y10,HFG_x10_y10,HFG_x15_y10,HFG_x22_y10,HFG_x5_y30,HFG_x10_y30,HFG_x15_y30,HFG_x22_y30,HFG_x5_y50,HFG_x10_y50,HFG_x15_y50,HFG_x22_y50,HFG_x5_y70,HFG_x10_y70,HFG_x15_y70,HFG_x22_y70,HFG_x5_y90,HFG_x10_y90,HFG_x15_y90,HFG_x22_y90,HFG_x5_y110,HFG_x10_y110,HFG_x15_y110,HFG_x22_y110,HFG_x5_y130,HFG_x10_y130,HFG_x15_y130,HFG_x22_y130
91.2,37.33,55.36,21.78,6.29,58.31,45.53,19.37,6.31,45.18,26.98,14.4,5.92,37.2,21.22,10.69,5.07,44.93,30.68,18.9,6.82,48.93,33.48,20.3,8.39,46.86,35.18,18.22,8.68
91.4,45.35,54.04,22.53,6.2,60.7,32.87,15.03,5.66,53.71,37.84,19.69,7.17,55.19,43.38,30.18,11.19,41.14,39.79,33.56,14.33,22.39,20.7,17.56,7.01,14.16,11.1,7.96,6.03
91.6,53.72,48.52,17.09,5.86,60.3,47.45,19.4,6.8,48.19,47.32,28.54,9.39,43.81,31.4,19.74,6.79,41.51,21.18,13.95,9.52,42.62,31.31,27.82,15.5,39.53,38.9,23.86,14.93
91.8,42.12,56.07,29.36,9.81,57.03,36.03,13.63,5.19,47.38,23.98,10.67,4.96,42.91,24.89,19.26,12.12,51.46,37.78,33.85,21.12,46.92,42.57,35.19,24.89,38.48,32.26,22.57,14.56
92,49.02,54.51,15.55,5.64,59.02,40.1,20.79,8.1,52.55,43.97,16.31,6.71,45.87,42.76,19.76,6.82,36.67,27.77,17.13,7.01,32.64,14.67,10.48,7.33,27.05,17.54,16.03,17.68
92.2,41.01,54.5,23.24,5.59,51.6,36.64,11.71,4.49,47.59,24.4,9,4.33,43.74,23.53,10.93,5.29,46.14,36.2,25.22,11.6,52.87,45.74,43.62,38.63,55.88,45.42,40.91,25.67
92.4,41.97,55.72,20.51,5.68,55.4,34.37,11.51,4.24,46.15,33.69,13.51,4.37,44.96,29.99,12.69,5.32,44.85,40.96,20.84,7.87,34.51,36.85,27.39,8.21,24.11,25.63,20.09,10.21
92.6,44.73,55.44,18.95,6,60.45,41.12,19.09,4.96,50.54,31.39,21.61,5.4,46.79,25.53,15.79,5.02,42.71,23.21,8.79,5.28,47.21,29.07,12.49,4.73,47.66,24.54,11.78,5.81
92.8,45.12,58.81,21.49,6.59,55.08,39.26,20.22,5.9,46.67,29.81,15.3,8.08,46.96,34.44,25.2,12.69,42.45,36.81,27.39,16.64,35.64,26.29,17.68,10.22,36.32,16.45,7.69,3.06
93,46.01,58.67,28.35,7.66,62.48,40.26,18.45,8.36,60.27,45.06,34.88,14.42,46.57,39.18,32.16,24.13,28.63,14.16,10.81,10.21,29.15,16.44,12.43,9.91,35.12,24.45,19.83,13.67
93.2,44.04,55.99,26.29,6.64,53.04,41.61,15.29,7.06,51.82,31.7,15.5,6.29,47.85,27.9,18.47,10.01,50.13,32.78,28.92,23.04,36.73,32.79,28.63,25.35,24.98,23.63,14.86,11.28
93.4,46.19,54.2,26.83,6.35,67.36,50.72,32.21,7.59,48.64,47.88,24.04,8.75,40.61,39.63,16.19,5.64,48.62,27.89,14.04,5.56,43.2,19.25,9.17,5.2,42.66,20.67,14.02,10.46
93.6,57.76,54.75,26.16,6.26,52.46,39.45,18.97,5.43,46.3,28.34,16.01,11.01,50.73,36.97,24.6,7.7,46.41,44.71,25.64,10.31,45.6,36.91,17.33,6.73,39.25,32.61,15.46,5.53
93.8,53.58,49.03,18.75,5.44,55.52,44.98,15.66,5.35,48.2,42.89,20.75,6.61,39.68,36.54,22.01,6.89,34.36,26.04,13.39,6.97,30.24,29.73,14.86,4.68,32.53,30.32,12.8,4.68
94,57.73,56.05,32.6,7.28,55.17,36.96,11.64,4.51,47.82,33.66,10.66,4.16,47.96,26.75,14.29,6.15,51.09,32.96,25.34,11.15,51.39,43.82,32.23,18.97,45.09,43.32,29.47,14.07
94.2,48.49,50.75,21.15,6.08,58.73,48.37,28.13,8.79,47.35,39.89,30.42,16.17,44.45,29.08,13.99,5.08,41.76,24.42,7.77,3.77,33.89,17.06,7.18,3.43,36.38,17.72,9.09,5.12
94.4,55.62,55.18,22.56,6.89,56.28,45.2,26.52,7.23,46.86,31.34,22.08,9.15,50.08,37.01,33.39,25.41,52.18,44.26,34.61,20.23,45.71,41.59,30.56,10.81,38.77,31.09,20.36,5.98
94.6,49.17,53.12,21.35,8.16,57.6,33.88,12.76,6.12,52.13,42.18,28.4,19.88,38.53,37.32,28.77,16.66,26.39,23.46,14.34,10.04,28.04,21.68,14.38,9.01,28.38,24.97,18.2,8.88
94.8,37.2,48.71,15.13,5.12,55.86,36.69,12.59,4.93,53.42,28.04,13.55,5.8,45.36,32,19.05,15.5,55.19,52.37,46.23,39.36,40.82,41.46,39.51,31.78,18.67,24.52,22.5,16.41
95,44.53,53.28,24.21,6.48,48.28,33.47,21.65,5.59,46.76,28.78,16.82,5.62,47.5,30.66,11.6,5.15,38.45,17.53,10.27,6.13,38,24.5,16.34,13.76,44.43,35.43,29.27,26.17
95.2,50.04,50.72,20.81,6.1,60.28,39.8,20.28,5.85,51.24,40.32,30.32,14.37,47.23,41.36,29.89,20.2,45.14,28.25,18.38,4.85,29.07,16.51,7.38,3.21,14.12,7.48,4.53,2.65
95.4,59.04,55.45,22.49,6.37,47.7,38.86,17.07,4.77,43.21,34.33,19.43,4.92,49.67,33.22,23.05,15.69,52.82,42.76,34.48,24.44,51.1,44.39,41.57,29.67,45.32,41.39,35.96,21.98
95.6,57.35,57.14,26.53,6.93,55.54,36.42,11.68,5.19,52.1,39.7,18.05,6.58,47.1,41.37,28.11,7.71,41.52,40.78,29.25,8.24,38.84,32.96,24.85,8.07,39.82,33.62,26.83,13.49
95.8,47.6,51.6,23.32,6.79,54.46,46.82,26.24,7.27,56.76,31.35,15.86,6.18,47.93,19.81,9.36,5.26,43.24,27.14,14.99,6.39,43.96,36.8,32.16,13.53,42.9,43.37,37.54,24.88
96,57.35,53.26,28.8,7.61,55.66,35.6,20.15,6.63,53.51,46.01,22.32,9.72,56.3,46.8,39.72,20.74,43.35,33.88,26.84,13.39,32.69,16.51,8.24,4.56,20.19,10.83,5.69,2.93
96.2,39.67,52.66,21.42,6.67,61,50.52,27.98,8.05,47.5,41.4,28.76,8.69,41.22,32.9,18.58,10.14,43.11,29.72,25.52,20.16,48.42,37.88,32.33,25.62,45.09,31.41,28.68,17.68
96.4,52.45,57.33,25.61,7.08,50.55,36.74,22.55,6.16,53.25,36.48,15.73,5.8,59.12,43.89,24.94,7.03,53.26,40.95,24.84,8.49,40.83,19.69,12.52,6.62,36.08,15.65,8.76,5.77
96.6,57.16,50.4,24.85,7.19,64.81,42.17,20.41,6.94,56.31,52.38,35.05,10.49,44.1,36.36,29.09,9.99,39.88,31.43,23.75,6.94,39.8,25.69,14.83,7.14,37.74,18.95,8.81,4.6
96.8,49.44,55.37,25.6,6.89,60.87,47.2,19.01,6.52,46.66,37.62,24.21,7.04,52.28,28.33,15.17,8.05,56.23,40.7,24.18,12.1,48.07,45.65,35.86,17.34,41.28,43.85,42.39,18.46
97,54.92,49.46,16.46,6.42,53.12,35.67,11.56,4.71,50.78,35.09,18.91,7,46.54,45.12,30.64,10.41,46.95,31.55,23.01,9.14,44.1,22.05,11.08,5.11,35.85,17.96,8.44,4.77
97.2,57.93,50.25,23.18,7.56,55.03,40.85,23.07,5.89,49.26,42.04,25.63,7.5,46.75,29.88,16.5,6.11,52.58,36.37,24.34,8.64,61.96,50.93,33.92,14.64,64.34,54.51,40.02,19.93
97.4,53.77,50.16,24.66,6.1,56.39,35.57,14.21,4.95,51.67,35.05,17.61,5.96,53.97,27.93,13.89,7.39,56.04,38.78,16.08,6.26,43.24,36.09,20.73,7.27,39.89,31.4,23.34,7.7
97.6,58.76,53.66,28.92,6.63,58.25,41.96,15.4,5.57,54.97,34.24,20.39,5.62,47.2,32.41,10.88,5.13,49.39,28.84,10.14,4.76,50.31,28.26,12.03,5.56,53.71,31.43,13.85,5.87
97.8,61.56,54.69,22.19,6.65,52.67,48.16,15.69,5.02,49.86,39.41,27.36,5.63,49.69,45.34,22.5,5.78,47.11,42.92,24.73,6.43,38.91,42.6,28.39,8.91,39.9,30.69,24.95,12.83
98,58.18,55.28,29.15,7.09,65.22,42.06,17.58,7.17,55.52,34.48,15.11,6.59,44.65,43.26,33.06,13.22,55.41,46.83,25.13,9.28,53.14,35.23,14.56,6.21,45.02,27.16,18.12,8.1
98.2,54.75,48.75,16.66,5.29,50.88,38.7,12.12,5.29,49.87,44.47,14.01,5.08,48.18,31.62,11.88,5.54,51.02,26.46,21.02,10.64,55.66,39.39,29.66,15.25,42.35,37.65,27.28,17.03
98.4,54.53,54.96,25.08,6.58,52.8,44.65,17.98,4.77,45.32,26.03,9.68,4.16,43.49,29.97,11.19,4.65,49.35,35.76,14.77,5.69,53.03,36.02,22,7,50.86,32.33,15.66,6.76
98.6,59,50.27,32.97,6.75,60.11,46.74,13.7,5.29,52.34,44.71,22.71,7.67,52.31,40.74,37.37,12.33,47.27,31.3,22.83,11.5,36.98,22.82,10.44,5.8,39.91,25.85,12.21,5.15
98.8,44.55,59.95,37.55,7.85,59.58,40.17,26.04,14.56,50.59,37.2,12.8,6.02,46.37,30.72,15.75,6.89,50.96,39.69,28.15,20,51.42,46.85,36.03,29.8,39.59,40.96,38.31,28.95
99,50.47,50.39,20.32,6.19,58.66,42.33,17.18,8.01,55.49,50.46,31.18,26.83,55.97,39.52,31.19,20.41,38.15,20.94,13.68,8.73,24.37,13.18,9.22,5.55,25.41,17.66,10.35,5.75
99.2,43.68,55.01,27.51,6.82,47.46,42.72,14.04,4.97,49.94,32.93,13.71,4.88,48.18,23.84,12.33,8.27,53.91,45.23,33.2,20.39,56.67,47.04,39.09,29.53,42.22,34.61,27.18,20.13
99.4,38.58,49.35,22.3,5.73,55.2,32.77,11.1,4.68,50.93,35.28,17.12,5.57,54.78,40.64,27.35,8.06,33.99,31.47,28.66,12.1,24.79,15.2,10.12,5.83,26.03,21.71,15.05,8.36
99.6,52.83,56.75,19.74,6.8,61.4,49.31,18.34,6.5,52.21,46.83,20.46,6.39,51.48,44.49,26.16,8.67,52.11,33.45,22.97,9.37,53.13,42.67,35.47,20.46,48.59,43.27,35.06,15.53
99.8,49.99,49.63,15.52,5.83,55.98,45.01,15.7,7.34,55.01,51.69,32.4,10.04,46.85,39.85,28.48,9.97,48.98,43.2,30.79,12.14,50.46,38.63,27.07,18.13,33.22,32.3,22.67,10.94
100,44.05,51.89,18.68,5.89,58.16,46.56,15.48,5.75,45.01,30.41,12.68,4.93,48.5,40.51,21.19,9,48.35,44.85,25.93,9.4,46.81,41.16,20.98,10.04,47.52,36.25,22.16,12.1
100.2,55.3,52.29,39.04,9.09,55.38,37.96,13.62,5.57,51.7,42.93,16.31,6.94,59.04,41.65,21.33,9.77,51.14,33.38,18.08,8.38,49.99,35.56,16.86,6.23,46.3,34.31,19.79,8.91
100.4,51.16,47.97,17.33,6.06,60.86,45.49,24.26,11.42,50.84,39.54,27.52,7.6,47.8,23.76,14.22,7.18,49.42,28.54,12.66,5.2,50.74,25.56,12.75,6.14,45.54,28.75,14.24,7.07
100.6,53.61,52.61,20.15,6.37,55.92,34.89,9.55,5.22,57.37,23.23,10.79,6.69,63.43,35.05,24.7,12.46,59.78,33.12,18.04,8.99,49.76,35.41,23.48,8.86,34.65,19.72,14.39,6.32
100.8,43.71,55.23,17.9,6.3,60.8,48.04,18.3,6.69,50.74,33.22,13.93,6.41,45.73,18.22,9.77,5.45,42.18,20.53,9.68,4.31,43.51,19.73,9.98,5.5,47.44,30.37,18.99,11.61
101,55.27,54.7,41.63,7.38,55.59,41.86,18.2,5.22,51.94,38.87,17.13,5.48,51.78,30.47,13.7,6.33,53.25,48.89,28.07,12.14,44.3,42.16,29.48,11.05,39.2,28.84,21.15,9.02
101.2,52.01,58.72,29.65,6.59,60.38,51.54,18.38,6.23,50.65,50.14,23.2,8.56,48.95,35.9,20.35,10.72,43.2,22.26,13.88,6.62,41.9,22.01,13.2,6.8,43.53,32.94,29.64,15.25
101.4,48.17,58.87,35.55,6.9,54.07,44.71,33.13,6.14,46.8,32.6,19.69,6.36,44.36,31.36,12.38,6.45,49.29,41.86,22.6,9.86,54.52,38.61,22.88,9.84,56.68,33.57,19.47,8.69
101.6,60.18,51.27,23.98,6.42,65.74,53.82,22.27,7.87,56.74,52.42,38.39,9.12,44.19,43.39,32.85,11.81,41.37,32.66,27.83,14.66,42.5,25.76,18.33,8.1,39.24,23.2,11.86,5.77
101.8,64,59.42,33.85,7.42,65.35,50.31,25.23,7.06,52.74,27.54,10.9,5.44,55.63,28.67,13.09,4.85,52.19,33.54,18.41,8.48,51.17,38.44,31.94,21.21,56.73,46.4,42.04,28.99
102,57.54,53.14,18.29,5.99,55.39,44.31,12.18,5.56,52.26,42.3,34.35,18.57,54.05,39.38,25.92,14.53,54.66,32.48,17.39,6.16,45.47,21.11,10.47,4.61,36.34,18.79,9.66,4.75
102.2,59.05,59.02,19.43,6.26,57.17,49.9,13.44,5.42,49.54,41.7,15.31,4.95,43.69,34.86,11.34,6.35,46.16,41.11,21.07,10.34,49.96,43.54,25.98,7.36,48.97,38.84,21.77,6.07
102.4,60.44,57.73,18.4,6.91,56.93,42.81,21.18,6.11,48.02,37.27,14.08,5.3,55.5,32.47,19.99,6.27,52.92,31.75,14.32,6.28,52.51,30.57,15.34,5.48,47.02,27.36,16.86,6.39
102.6,58.41,53.73,18.73,6.47,60.68,46.41,15.27,6.89,55.96,48.08,18.42,8.82,53.11,31.69,18.98,8.68,43.1,26.57,13.58,6.32,43.41,25.56,16.04,6.54,50.23,32.3,17.88,7.18
102.8,58.45,57.22,22.62,6.59,56.47,36.13,13.31,5.34,53.16,41.71,15.19,4.94,53.34,34.84,17.73,5.95,60.57,43.43,25.31,9.85,56.23,42.57,27.99,12.88,46.48,33.23,22.29,11.21
103,57.66,55.02,17.58,6.02,55.09,42.25,17,6.75,61.04,30.19,14.56,5.72,54.03,34.15,16.6,6.41,47.17,33,15.11,5.65,43.99,26.69,16.6,6.59,44.57,31.6,16.95,7.82
103.2,53.12,51.96,33.57,6.38,53.63,35.36,10.6,4.64,49.49,24.2,9.97,4.72,50.71,27.12,11.3,5.09,46.02,26.41,15.87,7.51,50.76,42.99,27.03,11.31,54.55,45.79,33.75,15.99
103.4,54.71,53.68,35.06,7.34,56.35,50.33,21.52,9.24,56.88,33.37,13.03,6.22,59.71,28.37,14.41,7.28,52.23,40.47,20.28,7.91,48.98,37.15,18.56,6.76,44.03,32.77,16.21,6.66
103.6,48.78,54.71,24.09,6.9,56.09,46.58,15.43,5.7,53.83,42.12,17.19,5.83,57.84,42.14,16.06,6.43,56.34,27.94,13.56,6.96,44.38,22.28,14.13,8.14,47.07,33.72,21.22,9.66
103.8,54.53,51.06,22.06,6.33,59.95,52.96,24.08,6.73,52.6,39.99,32.21,10.83,48.42,23.85,10.36,5.04,46.52,29.19,13.01,5.39,50.18,39.48,22.24,7.78,47,36.79,24.97,10.78
104,61.78,54.39,28.84,7.09,50.4,40.89,15.34,5.52,47.24,43.27,21.1,8.57,51.95,48.7,44.88,15.33,55.75,42.42,35.34,22,43.84,30.95,20.06,7.4,37.29,20.5,11.31,5.03
104.2,56.57,53.26,21.64,6.37,55.81,47.24,19.86,7.1,50.85,49.16,39.61,14.14,47.37,34.91,17.35,10.18,51.81,24.5,14.05,6.89,54.05,33.3,24.93,14.98,50.18,41.22,28.13,8.4
104.4,50.58,54.86,29.81,6.66,52.49,38.95,24.62,7.02,49.65,42.25,21.97,7.14,48.27,52.57,44.28,23.94,55.07,52.58,51.43,31.5,42.77,34.86,24.91,17.13,30.29,16.56,11.63,6.88
104.6,53.88,56.11,17.44,5.88,53.48,44.51,11.97,5.6,51.12,41.86,22.84,11.41,55.39,42.85,33.12,13.88,44.9,32.95,26.96,17.63,48.23,36.84,29.48,22.71,56.07,45.66,38.68,33.72
104.8,60.53,60.07,22.5,6.63,52.59,44.03,18.83,4.84,48.87,29.54,9.67,4.05,52.95,20.43,9.83,6.36,53.06,37.05,21.73,9.97,48.32,41.92,27.85,10.95,43.48,34.18,21.67,13.33
105,64.16,58.73,20.78,7.05,62.94,42.26,15.8,6.06,51.66,49.89,27.05,6.69,45.13,43.02,30.54,7.91,45.93,30.42,17.74,7.19,39.05,19.1,10.98,4.82,37.84,24.94,16.18,10.68
105.2,60.77,57.32,29.61,6.91,58.85,46.42,23.82,5.99,64.99,36.82,13.44,5.89,53.79,40.23,27.01,8.1,49.16,44.52,38.84,19.72,51.31,47.7,37.67,24.19,50.59,44.53,28.94,13.31
105.4,58.72,59.36,24.46,6.73,57.15,42.65,14.97,5.62,51.2,41.22,27.12,14.79,47.57,39.48,25.9,10.09,55.44,34.68,22.81,8.19,46.5,32.09,22.97,20.35,48.76,35.13,25.58,15.62
105.6,52.42,60.9,27.5,7.56,61.13,49.12,24.46,6.75,53.35,42,23.68,8.68,53.21,34.94,14.45,6.93,54.56,38.57,32.55,12.73,55.4,48.86,42.08,15.91,44.2,43.14,35.52,15.75
105.8,51.5,54.68,23.86,6.65,56.98,41.62,16.89,5.34,56.12,34.82,17.57,9.35,51.24,47.84,29.25,12.62,44.24,37.16,22.09,7.01,37.55,26.64,16.04,7.04,43.16,30.29,18.4,8.2
106,52.46,54.08,26.23,6.45,57.78,44.72,17.56,6.15,58.84,50.35,21.43,7.51,52.31,23.18,11.16,5.31,52.99,27.36,12.62,6.35,52.4,37.29,29.03,10.7,53.12,45.19,26.47,11.07
106.2,57.22,51.35,28.15,7.6,62.33,49.6,16.45,7.07,55.36,39.34,14.88,5.96,56.09,36.81,25.89,9.96,59.03,48,24.77,8.92,53.35,31.75,17.3,7.8,42.89,24.07,11.29,5.53
106.4,58.37,54.59,16.75,6.17,60.67,42.48,17.73,6.4,57.74,49.55,26.65,7.96,53.24,56.8,34.79,10.92,55.87,42.38,23.44,10.74,62.85,42.37,21.59,8.6,63.05,48.5,20.32,8.1
106.6,52.69,53.23,26.67,6.04,49.35,39.84,19.44,4.56,45.42,34.11,17.38,4.4,50.72,41.21,16.56,6.12,59.02,44.33,23.55,12.08,58.74,50.54,34.14,18.65,57.8,51.53,40.92,29.83
106.8,56,51.15,29,5.98,55.82,34.64,16.38,5.17,50.69,41.85,24.65,6.03,47.47,42.21,27.36,8.57,42.51,37.11,22.88,7.37,45.58,36.2,14.02,5.63,47.64,35.76,18.39,10.73
107,61.5,55.39,23.93,6.84,55.94,44.92,13.04,5,53.26,32.5,16.11,5.05,51.24,27.77,12.65,6.51,58.22,38.1,24.19,8.87,59.15,44.32,31.98,18.25,52.1,49.66,32.59,20.12
107.2,56.71,46.3,25.93,6.06,57.61,44.26,20.15,5.97,52.14,48.05,23.93,7.27,57.76,47.85,29.34,12.75,57.88,39.72,27.95,14.83,41.01,19.96,10.99,6.14,42.28,22.37,12.17,6.53
107.4,50.05,53.13,26.29,6.01,51.18,37.94,24.77,6.9,49.17,22.96,11.54,5.2,53.52,35.66,18.96,6.56,53.03,49.93,26.29,11.72,57.38,55.58,40.9,17.98,48.55,44.42,34.48,14.1
107.6,50.14,51.2,20.86,6.08,57.26,38.91,17.66,9.08,54.24,52.4,40.38,33.33,52.28,35.48,27.74,16.72,44.2,20.83,10.54,5.61,41.35,27.63,12.86,5.26,43.51,31.69,21.22,8.4
107.8,50.47,60.15,23,7.18,56.39,41.02,20.76,5.93,53.15,35.7,19.5,6.67,49.03,42.06,29.18,22.25,61.44,50.66,37.36,29.07,51.8,39.62,29.02,15.53,41.28,35.65,20.49,9.01
108,42.79,51.83,17.33,5.98,59.51,50.38,25.15,7.22,60.08,42.59,29,9.53,52.33,28.74,17.54,10.27,47.19,26.99,20.53,10.08,48,34.57,28.68,17.83,57.29,45.91,37.78,21.94
108.2,51.75,56.16,18.3,6.48,51.07,42.45,25.64,9.42,42.85,34.84,12.28,5.33,50.46,42.04,21.52,9.1,68.38,44.33,28.29,11.72,49.91,30.59,18.37,9.87,43.06,23.43,14.78,8.21
108.4,60.03,50.86,21.74,6.47,62.72,44.7,16.28,8.59,58.58,50.49,36.63,21.85,48.73,46.55,36.16,12.61,46.48,36.22,25.56,7.41,60.14,32.29,18.89,7.72,49.6,26.47,13.7,7.15
108.6,59.17,58.99,22.36,7.21,57.85,42.8,18.37,5.46,50.45,36.24,12.15,5.35,58.16,30.09,16.71,10.77,58.44,42.17,31.68,12.46,53.04,51.33,30.69,8.62,55.08,46.68,25.61,9.94
108.8,54.49,56.93,25.93,6.64,61.41,48.38,17.33,5.95,52.56,34.38,11.63,5.62,51.8,32.95,13.61,5.52,47.88,32.17,13.83,5.39,56.87,34.64,16.94,7.75,59.23,45.18,33,12.53
109,53.36,57.28,24.6,6.77,60.12,42.35,13.23,5.7,54.84,51.12,16.54,6.12,54.44,36.66,14.2,6.67,58.64,45.18,22.99,10.22,54.39,52.12,35.41,10.94,45,46.01,32.47,14.61
109.2,44.34,55.56,42.82,7.15,60.54,47.45,16.97,5.6,58.8,42.93,14.43,5.96,48.85,45.04,21.57,6.89,54.2,37.51,26.85,7.9,60.34,37.27,25.24,11.59,62.24,43.06,26.85,13.3
109.4,52.88,57.71,33.91,7.74,54.43,43.23,22.82,5.93,47.88,35.21,15.95,5.16,52.1,43.43,21.05,6.27,57.28,43.34,21.11,7.5,58.55,45.11,34.52,11.69,55.25,44.83,26.48,15.24
109.6,58.07,48.56,36.65,6.94,58.49,47.59,14.09,6.1,53.29,45.56,29.43,8.59,49.48,46.72,32.73,16.6,47.83,43.12,28.44,10.28,48.01,37.86,20.75,6.61,54.54,39.69,24.48,10.37
109.8,59.09,53.51,36.58,7.81,55.52,42.49,35.19,10.26,50.13,37.15,17.06,11.63,51.27,43.55,15.92,11.31,56.59,54.58,39.84,18.97,51.35,50.02,47.31,28.69,47.93,38.96,36.19,26.57
110,57.77,52.67,23.69,6.94,54.43,48.17,17.84,7.07,58.39,59.42,41.08,22.53,51.77,53.29,31.34,14.39,44.8,35.97,22.79,9.59,48.21,29.28,13.82,6.28,43.92,31.09,25.93,12.28
110.2,58.8,54.77,27.34,7.03,55.33,47.41,15.63,6.4,54.61,38.96,27.2,6.92,52.49,37.64,20.08,8.11,61.89,44.58,30,15.48,59.23,45.75,36.85,24.66,58.18,45.22,36.83,20.46
110.4,52.9,53.05,24.3,6.55,52.43,41.4,12.31,5.06,53.24,43.83,20.96,6.13,52.89,43.1,25.88,13.17,45.51,33.47,24.76,17.15,51.54,29.29,18.48,10.47,57.02,32.16,15.31,7.06
110.6,48.33,54.7,30.13,7.22,59.8,52.13,25.84,6.93,49.11,49.96,27.88,9.4,58.39,42.87,28.41,7.37,56.38,36.75,19.34,7.99,53.93,44.52,23.88,14.46,51.44,45.75,31.06,17.27
110.8,53.68,48.23,43.77,7.29,52.76,41.81,20.11,5.53,52,40.91,14.87,6.03,58.22,50.61,33.13,10.07,63.32,54.92,45.2,17.75,53.36,42.58,37.63,16.77,51.58,39.07,26,12.3
111,50.44,51.84,26.78,7.07,61.47,46.26,29.38,7.8,49.62,46.68,38.71,29,48.12,41.63,26.67,14.07,48.55,32.99,13.7,5.3,50.69,31.49,17,6.02,47.38,33.98,22.47,8.97
111.2,56.27,59.27,33.37,7.19,50.48,45.9,31.96,6.8,54.7,44.26,21.74,6.96,57.85,43.48,29.81,14.92,55.75,56.79,47.73,32.15,50.91,50.66,44.59,24.59,48.77,40.69,30.81,14.84
111.4,54.1,51.26,21.42,6.97,58.37,49.08,18.13,6.95,58.51,51.86,37.01,18.26,48.43,49.86,36.88,14.88,47.6,37.73,22.59,8.86,59.12,32.42,21.11,8.74,54.89,33.23,24.85,17.63
111.6,55.19,56.49,40.3,8.32,60.59,45.5,22.04,14.01,53.85,38.34,22.06,5.23,56.15,28.41,11.7,5.64,54.96,36.59,26.89,12.55,62.52,49.53,47.61,13.08,65.75,54.57,42.74,14.5
111.8,52.01,47.7,26.11,6.8,63.14,44.14,13.95,7.19,62.37,52.95,28.84,10.3,69.52,47.29,23.78,10.4,61.63,37.88,18.56,8.61,49.24,22.32,11.23,5.47,47.14,25.01,16.33,7.69
112,57.47,47.38,32,6.77,51.04,44.92,21.12,9.31,50.61,33.92,12.47,5.53,58.36,37.31,20.54,9.15,67.28,45.02,29.26,13.87,69.35,49.84,27.93,12.8,58.11,32.1,19.73,11.54
112.2,59.79,51.88,33.58,6.82,50.07,46.39,24.9,8.51,51.53,46.9,29.74,15.65,57.83,48.36,28.19,17.08,60.26,44.3,22.91,12.62,62.15,39.5,17.15,7.87,58.62,42.18,21.76,8.5
112.4,60.55,61.03,26.03,7.1,59.39,50.88,16.88,6.99,56.23,53.83,37.49,15.61,48.18,49.55,27.73,11.19,58.99,52.83,36.19,15.24,58.36,48.28,45.76,22.26,58.26,42.36,30.18,22.99
112.6,62.52,59.39,27.77,7.87,56.57,57.15,25.8,7.93,48.68,41.92,17.62,5.79,52.77,37.49,21.45,8.45,52.8,46.28,29.7,11.18,54,55.94,41.24,13.41,55.15,58.44,45.03,20.54
112.8,49.13,56.86,30.62,6.95,55.92,46.13,17.89,6.31,52.48,53.21,37.64,20.99,45.97,46.32,39.99,19.44,49.87,36.28,30.62,16.5,47.02,29.66,20.96,12.36,44.22,25.88,15.17,8.47
113,56.26,55.31,25.64,7.78,67.98,49.9,31.09,7.63,48.99,44.08,33.15,8.73,47.71,45.51,27.01,13.1,53.16,44.44,28.89,14.18,58.99,47.84,40.23,24.61,57.54,47.58,44.55,36.74
113.2,58.19,51.81,43.16,8.7,55.07,41.59,19.2,6.57,51.4,45.74,20.37,7.41,53.44,52.9,34.59,21.07,48.71,50.05,42.01,30.35,51.6,44.43,36,31.15,54.92,42.63,28.57,20.59
113.4,57.02,53.73,20.84,7.14,60.3,48,21.74,8.92,57.15,46.37,34.49,20.43,49.17,44.21,19.08,9.07,54.56,35.19,12.4,5.7,60.44,37.98,22.16,11.63,58.18,44.7,30.07,18.76
113.6,58.33,57.97,32.81,7.71,53.07,49.74,21.37,6.15,49.57,40.71,13.41,6.51,53.07,48.81,28.93,15.66,64.55,52.17,41.82,19.56,59.4,41.31,32.38,17.09,51.15,26.92,16.88,10.41
113.8,55.76,53.22,34.63,6.91,59.18,47.98,15.18,5.8,50.58,49.38,22.1,10.83,58,53.19,24.17,8.84,55.65,41.81,16.6,7.58,59.68,40.3,23.58,12.66,63.72,46.54,38.91,16.07
114,67.97,59.61,40.42,8.98,59.71,46.78,26.66,8.94,49.07,46.08,23.31,8.1,48.93,45.96,20.59,7.59,56.92,51.93,20.16,7.59,64.08,49.42,23.39,8.83,63.98,48.01,31.11,12.25
114.2,55.61,54.99,20.91,6.41,58.39,52.79,21.64,7.31,49.44,46.96,20.95,7.32,49.11,48.72,30.59,14.17,51.7,51.67,38.98,13.81,53.44,49.67,34.18,11.5,56.17,39.44,24.52,8.68
114.4,55.95,56.12,29.83,6.81,57.29,47.39,21.47,5.22,50,47.34,15.78,4.94,57.26,49.98,18.03,6.36,63.63,49.4,18.45,7.53,61.85,50.65,25.06,10.65,58.88,53.72,36.21,20.3
