s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,HFG_x5_y10,HFG_x10_y10,HFG_x15_y10,HFG_x22_y10,HFG_x5_y30,HFG_x10_y30,HFG_x15_y30,HFG_x22_y30,HFG_x5_y50,HFG_x10_y50,HFG_x15_y50,HFG_x22_y50,HFG_x5_y70,HFG_x10_y70,HFG_x15_y70,HFG_x22_y70,HFG_x5_y90,HFG_x10_y90,HFG_x15_y90,HFG_x22_y90,HFG_x5_y110,HFG_x10_y110,HFG_x15_y110,HFG_x22_y110,HFG_x5_y130,HFG_x10_y130,HFG_x15_y130,HFG_x22_y130
44.4,34.2,46.81,22.08,4.84,40.64,25.58,15.89,9.62,19.22,7.65,3.94,2.18,15.65,9.17,4.21,2.05,19.51,11,5.7,2.59,14.69,12.65,6.63,2.73,9.75,7.08,4.76,1.63
44.6,24.84,43.9,23.48,5.3,46.75,20.46,14.44,4.64,33.63,24.82,18.1,6.41,29.69,19.62,10.09,3.99,15.65,7.86,4.09,2.17,4.19,2.68,1.48,0.93,2.41,1.52,1.42,1.44
44.8,22.93,47.73,28.03,6.21,47.98,36.21,25.98,5.66,12.72,10.64,14.91,7.44,6.54,4.43,4.14,1.87,11.6,10.03,5.36,1.61,10.73,9.74,5.23,1.83,4.92,4.62,3.2,1.84
45,23.35,43.19,15.57,4.43,43.28,17.29,7.35,3.87,42.62,27.77,22.97,16.6,28.74,24.07,22.62,23.6,7.11,6.01,5.12,3.23,2.37,1.86,1.05,0.65,1.84,1.57,1.18,0.66
45.2,23.52,44.45,20.19,4.69,51.54,31.77,14.23,3.93,35.81,17.86,7.9,2.6,12.11,5.64,4.05,4.49,10.77,7.73,6.82,4.06,6.33,4.66,4.67,3.49,1.72,1.79,1.56,1.38
45.4,26.41,42.16,26.13,5.2,41.78,27.09,7.69,3.07,34.35,25.69,13.24,2.87,28.49,21,8.08,2.77,17.94,10.07,4.79,2.07,10.99,5.74,3.29,2.25,10.9,6.5,3.88,2.54
45.6,32.52,50.34,18.06,5.04,53.94,30.94,15.23,4.24,36.9,15.32,7.45,3.47,24.09,8.33,4.23,2.1,18.85,9.52,4.18,1.22,9.61,5.29,3.66,0.73,4.8,3.22,1.61,0.58
45.8,35.03,47.07,35.81,6.5,40.5,24.41,8.95,3.43,25.08,11.89,6.44,4.82,13.29,6.98,3.46,1.82,8.69,8.7,3.68,1.57,12.63,7.74,4.13,1.92,9.97,6.37,4.33,1.92
46,41.55,39.09,16.92,7.92,44.66,28.1,8.58,3.78,38.97,29.37,14.06,4.47,25.14,17.87,7.28,3.39,10.44,6.79,3.62,1.82,6.17,3.84,2.19,1.19,2.59,2.06,1.31,0.76
46.2,34.07,42.83,32.93,7.07,43.69,32.52,12.02,5.77,27.9,14.78,5.85,2.36,12.22,10.11,3.79,1.56,10.24,6.27,3.58,1.4,8.03,5.34,3.19,1.75,6.11,4.19,2.33,1.07
46.4,43.3,39.44,20.91,4.25,42.32,24.13,8.99,4.28,41.21,27.21,12.62,4.18,32.07,17.35,14.98,4.23,15.5,9.92,7.36,2.23,7.6,3.07,2.19,1.16,4.18,2.6,1.69,1.27
46.6,42.88,47.24,26.34,6.43,43.01,18.64,7.34,3.03,28.95,16.2,5.28,2.08,25.69,16.77,7.38,3.21,28.79,19.82,9.3,3.47,25.22,18.72,9.43,5.04,16.97,11.23,4.9,2.06
46.8,40.27,46.05,18.72,4.79,47.14,33.09,22.85,5.63,36.59,24.28,18.41,7.2,17.27,7.51,5.95,1.9,11.53,4.87,2.1,1.12,5.34,3.15,2.29,1.4,4.71,3.16,2.59,1.68
47,34.72,49.99,15.97,4.95,42.49,27.23,16.6,3.76,34.03,12.16,6.43,4.59,29.48,20.35,20.52,12.85,22.05,16.39,14.45,13.42,10.43,7.06,5.48,4.16,3.92,2.05,1.16,0.7
47.2,32.22,39.94,13.37,4.4,48.26,30.88,10.96,4.95,44.67,30.15,17.12,10.11,24.83,16.64,9.03,2.93,7.53,2.88,2.15,1.53,4.62,3.36,2.68,3.87,5.28,4.2,3.76,4
47.4,35.28,39.29,19.45,5.21,43.5,26.08,8.66,3.29,25.92,13.94,6.19,2.24,21.68,16.75,12.57,3.16,21.67,21.54,13.64,5.12,9.73,10.05,6.41,2.33,2.29,2.03,1.3,0.95
47.6,30.98,43.18,13.8,4.9,45.35,35.63,18.62,5.95,45.78,31.94,17.04,5.77,34.49,20.59,7.99,4.39,22.09,15.6,5.94,2.8,11.67,10.54,6.39,2.37,5.16,3.98,2.39,0.72
47.8,29.13,42.53,27.64,5.73,36.88,30.07,14.39,4.85,12.03,8.52,4.73,2.93,11.8,6.75,2.77,1.54,13.88,6.59,3.05,1.59,13.23,11.87,9.06,3.35,10.93,13.71,7.41,2.87
48,37.05,36.52,19.13,4.52,43.01,19.47,15.09,5.96,37.69,34.34,26.41,7.34,23.62,19.16,11.82,6.55,5.13,5.54,4.27,2.62,2.12,1.75,1.26,0.92,1.9,1.55,1.27,0.73
48.2,25.2,50.15,14.19,4.67,51.91,32.07,18.33,4.63,25.98,16.45,15.81,6.23,10.74,9.67,6.83,4.37,9.68,11.26,11.97,6.23,5.32,6.88,10.63,4.28,2.25,2.64,3.28,2.19
48.4,30.76,37.3,25.7,4.51,48.09,22.12,9.09,3.12,36.66,21.83,8.4,4.67,33.15,17.64,12.58,6.61,21.02,19.87,17.01,8.03,8.65,12.19,9.57,4.65,3.31,3.73,3.41,2.06
48.6,29.39,50.41,25.14,5.35,41.03,38.2,17.58,9.34,25.74,19.48,6.62,2.49,22.82,14.71,5.77,1.92,12.17,9.3,5.18,2.54,8.49,9.34,7.56,4.46,8.36,6.31,6.16,2.83
48.8,37.19,47.34,13.54,4.45,46.75,23.59,10.96,4.66,45.18,31.03,26.42,14.98,27.52,19.83,12.12,5.98,12.3,5.34,4,2.15,4.29,3.87,3.29,2.01,2.31,2.03,1.61,1.33
49,24.41,46.33,26.87,6.21,48.56,31.67,12.02,3.63,34.29,20.92,5.93,2.44,27.87,19.57,6.93,5.29,27.12,18.51,9.53,4.15,16.62,12.33,6.1,1.94,8.92,5.98,3.43,1.51
49.2,27.9,42.96,14.2,4.48,45.28,31.3,13.71,5.83,39.18,37.48,22.65,7.6,24.7,21.6,15.85,5.69,11.89,12.07,6.53,2.35,8.95,6.09,3.12,1.51,7.69,4.68,2.48,1.56
49.4,29.84,47.86,15.22,5.12,56.36,39.75,18.87,5.12,22.95,17.42,10.64,3.3,15.6,12.63,9.19,5.07,18.73,20.63,15.45,4.5,13.56,18.95,12.16,5.37,7.48,11.42,7.59,2.27
49.6,39.6,46.46,16.79,4.71,43.9,19.32,8.1,4.17,48.19,32.41,22.75,9.74,36.55,33.63,20.65,11.24,17.04,14.73,11.85,3.59,6.2,4.07,2.43,1.25,3.17,2.75,2.73,1.63
49.8,35.14,49.12,23.62,4.9,47.92,37.45,17.49,4.1,36.87,24.94,9.63,3.32,16.94,6.82,4.65,4.4,6.95,9.05,12.28,6.07,4.6,7.32,8.54,4.03,3.16,3.49,3.54,1.92
50,39.1,39.71,32.49,5.2,49.81,21.38,8.24,3.13,40.72,19.72,13.17,5.87,32.45,23.86,13.24,5.11,16.52,10.32,5.51,2.71,9.49,6.6,5,2.54,7.35,8.71,8.22,3.7
50.2,32.59,52.12,18.83,5.54,53.49,34.42,21.36,8.25,33.32,16.15,7.8,3.4,18.39,9.12,4.13,2.53,11.14,5.62,3.55,1.91,8.63,3.9,1.76,0.92,3.18,1.61,1.03,0.55
50.4,40.42,46.21,19.92,5.33,44.5,18.78,9.29,4.14,42.2,27.22,19.57,9.05,31.75,19.8,11.79,5.57,16.86,8.41,5.09,3.3,12.33,8.39,4.27,1.9,6.27,4.76,3.16,1.25
50.6,27.06,44.16,14.64,5.04,52.82,35.78,15.11,4.83,40.72,23.64,12.41,3.89,23.99,8.39,4.15,2.96,17.26,7.91,4.4,2.85,9.95,4.65,2.68,1.83,5.69,4.31,3.07,1.91
50.8,36.42,49.58,15.71,5.14,47.44,31.3,12.04,3.58,41.5,24.64,14.3,3.73,30.49,18.89,15.77,8.81,27.6,15.71,7.84,6.07,16.05,12.3,6.84,2.81,5.21,5.49,3.43,1.41
51,32.61,46.29,28.77,5.81,52.03,32.13,16.24,5,40.16,36.51,19.23,8.37,21.11,21.76,12.73,3.49,6.7,7.43,5.25,2.55,6.84,3.95,2.72,2.14,6.48,5.24,3.6,2.25
51.2,26.69,42.33,36.21,5.09,49.31,29.54,17.06,3.33,36.55,21.81,13.07,4.62,33.9,27.59,23.22,13.05,25.26,25.99,19,10.49,11.76,13.09,11.38,7.92,5.83,7.79,6.7,4.21
51.4,30.16,51.93,16.58,4.7,55.14,28.07,16.66,5.05,44.08,18.76,8.99,4.74,24.4,12.45,7.42,2.62,15.7,9.68,5.79,2.72,9.75,6.55,3.95,1.22,4,2.37,2.01,1.09
51.6,35.67,50.05,31.19,5.25,49.88,27.07,8.46,3.41,30.03,15.26,6.39,2.89,27.26,13.08,5.93,3.02,20.35,12.54,6.9,2.94,18.5,10.78,6.35,2.92,13.77,9.21,5.04,2.7
51.8,39.49,40.61,35.7,4.93,44.44,25.8,15.56,4.58,47.03,38.27,21.86,7.31,33.09,30.79,23.2,11.84,12.55,13.69,11.22,4.45,4.35,4.25,2.49,1.4,3.51,2.56,1.44,0.82
52,26.33,53.35,28.47,5.8,47.36,38.86,22.98,6.59,20.16,19.83,16.5,7.66,13.27,16.86,7.32,6.21,12.24,14.8,16.74,17.38,7.13,12.56,12.92,13.34,5.38,5.21,4.11,2.7
52.2,32.43,43.29,25.1,5.26,51.19,17.52,7.61,3.85,41.91,28.88,21.29,11.8,30.66,29.97,27.7,24.95,13.76,12.01,9.59,7.72,3.79,2.14,2.14,2.04,2.17,1.74,1.89,2.38
52.4,31.58,50.35,33.81,6.72,37.33,32.03,21.39,8.29,22.8,11.52,4.47,2.34,12.3,6.03,4.87,4.12,14.84,12.79,13.54,17.79,14.59,15.65,13.95,11.16,6.58,6.41,6.35,3.67
52.6,27.68,44.21,20.62,5.42,49.58,24.76,14.89,7.55,38.26,33,30.96,25.58,22.69,16.31,17.53,13.18,4.78,2.46,1.77,1.48,2.04,1.57,1.15,0.93,2.2,2.38,2.34,2.85
52.8,30.15,45.51,27.53,5.5,48.47,39.95,20.47,7.97,29.65,17.4,7.62,4.24,25.18,17.77,11.09,10.93,15.72,15.22,11.71,8.1,3.17,2.89,2.78,2.04,1.24,1.18,1.15,0.67
53,38.68,43.28,31.88,5.34,50,26.71,9.97,4.56,41.86,32.68,26.88,12.15,31.53,20.95,14.89,7.69,19.4,13.46,7.24,4.23,8.67,5.65,3.68,2.7,4.44,3.75,2.91,2.69
53.2,34.91,57.08,30.66,6.25,46.46,37.33,25.25,6.36,36.15,22.19,14.18,3.35,19.46,11.72,8.79,3.64,18.34,9.01,4.96,3.93,14.22,9.74,5.32,3.04,6.95,3.36,2.4,1.78
53.4,30.17,48.78,21.89,5.05,52.55,30.03,14.51,5.89,45.38,32.97,27.86,9.13,20.91,24.64,26.09,13.08,8.81,12.3,8.59,3.07,4.22,3.11,2.27,1.44,3.29,2.14,1.44,1.26
53.6,28.99,54.44,19.49,4.96,54.68,39.54,16.71,4.76,35.29,30.16,16.42,4.65,23.2,19.36,10.14,6.52,17.12,15.17,14.86,9.71,9.44,6.93,5.6,3.93,3.61,2.77,2.09,1.38
53.8,40.31,39.42,20.72,4.49,51.23,24,8.82,3.61,41.19,24.07,11.38,5.78,37.75,27.46,23.19,9.01,28.12,19.57,12.71,8.29,9.66,6.49,4.49,2.8,3.83,2.61,1.63,1.15
54,26.32,47.63,21.89,4.39,50.72,19.2,7.28,3.65,42.58,19.24,7.41,2.91,23.4,18.49,11.71,2.76,12.69,7.94,5.48,2.68,15.33,10.84,7.72,4.87,13.47,10.28,7.91,5.56
54.2,27.43,48.43,17.76,4.88,47.83,28.36,9.35,3.63,35.03,22.01,7.73,2.58,30.38,14.56,5.83,2.76,27.76,21.06,15.06,7.76,19.59,20.27,14.65,11.09,8.83,8.72,6.01,2.4
54.4,26.37,47.17,36.91,5.28,51.53,27.75,11.28,3.77,49.29,20.51,8.46,3.98,34.5,26.23,16.01,5.26,21.28,18.55,13.35,5.62,5.86,5.43,3.55,2.64,4.04,3.17,3.05,3.68
54.6,27.61,49.99,23.16,5.13,55.03,32.5,13.01,4.2,38.06,21.88,13.48,6.07,27.55,14.38,8.42,3.44,17.88,10.61,5.24,2.31,17.71,19.08,17.03,9.52,5.35,8.4,8.24,6.91
54.8,45.35,41.31,21.01,5.1,43.74,22.74,6.41,2.97,41.77,21.79,7.92,3.17,39.9,18.27,7.67,3.77,32.35,21.06,10.88,3.93,21.02,16.94,8.43,2.84,14.88,11.57,5.48,2.14
55,32.72,55.58,19.88,5.85,56.62,36.26,28.49,12.18,34.43,22.96,15.42,9.81,21.28,8.39,6.11,2.17,14.81,5.45,3.51,1.62,10.17,4.77,2.87,1.46,8.78,5.74,3.65,1.79
55.2,24.52,48.58,17.51,4.92,48.25,28.52,15.68,4.96,35.78,24.59,20.52,11.32,34.79,19.61,11.45,5.55,22.84,15.3,8.6,4.37,17.7,10.98,4.89,2.73,7.49,3.14,2.25,1.41
55.4,27.55,50.24,13.83,4.58,55.88,37.89,13.82,5.98,41.85,33.45,29.61,11.68,13.92,9.66,6.4,3.73,3.54,2.53,2.16,2.29,5.63,4.98,2.65,1.59,9.76,4.63,2.37,1.06
55.6,26.45,46.21,16.45,4.31,40.5,26.85,7.35,2.78,37,11.81,6.73,5.57,40.47,27.38,25.79,19.6,32.27,28.92,29.7,19.97,17.81,19.01,17.04,9.52,5.72,4.84,6.49,4.15
55.8,34.1,54.16,15.78,5.2,60.67,33.91,15.64,5.17,37.49,35.5,20.75,5.78,21.85,11.71,11.42,5.78,8.91,3.85,2.68,2.77,10.23,7.79,7.84,6.86,9.51,10.75,12.61,8.43
56,34.95,50.58,20.95,4.65,43.12,28.38,12.48,3.51,34.34,20.12,7.32,3.89,28.98,23.07,12.59,6.54,28.89,20.28,19.4,9.93,12.75,12.38,7.57,5.52,4.07,3.28,2.53,1.47
56.2,47.63,41.61,12.37,4.87,47.35,19.24,7.31,3.3,39.31,30.14,15.96,5.17,37.06,29.16,20.2,5.41,30.84,21.47,12.2,3.58,21.22,10.27,6.1,4.37,18.57,11.85,7.33,4.34
56.4,38.29,47.65,19.11,4.98,49.71,37.03,13.07,4.23,34.97,26.48,14.67,4.2,12.03,7,3.84,2.51,9.1,7.08,7.19,1.75,12.8,11.84,5.24,1.61,8.02,4.42,2.32,1.35
56.6,47.32,46.06,26.28,8.18,43.29,15.23,7.05,3.28,37.44,19.09,7.44,3.74,37.18,26.78,24.81,5.88,29.65,22.88,19.04,13.87,18.57,13.99,5.17,2.83,10.04,4.45,2.1,1.11
56.8,32.62,53.73,21.9,7.39,58.67,40.59,31.19,16.5,31.59,14.01,8.16,5.74,16.08,6.2,3.54,2.25,14.07,6.48,5.61,5.69,8.62,10.42,6.48,2.92,13.53,9.84,5.32,2.71
57,25.58,48.43,20.99,5.2,47.57,32.82,13.11,8.99,47.22,34.14,25.34,23.68,24.94,17.71,12.93,9.42,6.73,4.92,3.68,2.45,3.78,4.46,2.01,1.11,2.14,2.11,1.81,0.98
57.2,31.49,51.23,22.7,5.22,49.84,23.27,8.78,3.9,38.2,21.48,8.75,3.75,30.22,18.82,8.1,5.35,25.61,15.94,11.83,6.56,14.71,10.51,7.37,3.59,8.12,7.37,5.56,2.71
57.4,27.59,49.75,28.58,5.16,55.8,35.77,13.33,3.95,42.99,24.26,10.91,3.77,32.46,19.5,8.53,3.69,20.05,13.09,6.27,3.22,12,8.36,4.71,2.3,7.16,5.61,3.05,1.62
57.6,35.95,51.54,26.08,5.35,49.89,24.83,11.17,3.7,41.14,27.31,15.88,4.08,34.25,27.14,17.31,6.51,23.31,9.72,5.06,2.62,12.68,7.21,3.73,1.83,6.81,5.64,3.88,1.87
57.8,41.98,48.05,25.26,5.78,48.47,31.07,15.89,4.84,37.92,27.21,18.32,7.35,24.24,15.47,12.09,7.77,25.3,17.91,14.93,12.38,14.51,9.05,6.57,4.2,7.28,3.28,1.76,0.89
58,39.96,42.79,19.94,5.34,53.74,30.61,18.51,6.69,34.69,28.04,21.51,6.74,32.88,27.11,18.21,6.88,23.44,10.91,7.13,4.34,17.17,8.94,4.94,3.13,14.97,10.21,5.17,2.75
58.2,32.43,43.78,19.48,5.27,48.52,24.85,9.1,3.34,36.48,26.47,10.76,4.81,26.8,27.29,20.74,6.21,25.3,29.57,21.09,8.08,14.51,16.61,13.95,9.24,3.08,3.55,3.39,2.25
58.4,31.3,46.03,24.05,5.81,52.18,28.61,16.19,4.8,39.13,27.36,12.96,3.28,28.66,23.63,9.96,2.58,26.72,14.04,7.13,2.66,23.14,17.6,9.04,3.41,14.97,18.64,14.92,7.65
58.6,49.1,47.17,15.78,4.79,52.46,24.99,10.24,4.05,47.7,31.94,16.37,4.38,36.9,29.49,18,5.49,27.03,19.22,12.89,4.6,15.55,8.4,5.88,3.02,13.34,6.29,2.62,1.4
58.8,36.08,50.37,14.4,5.16,50.7,30.73,19.19,8.08,33.67,17.41,9.48,6.9,21.95,10.21,5.15,2.48,20.87,13.58,4.98,2.51,22.35,14.06,9.81,8.78,17.43,14.09,11.32,10.21
59,43.27,47.37,20.38,7.61,49.78,13.55,6.69,3.46,44.54,21.29,17.45,5.69,43.09,28.96,30.04,16.67,27.37,21.69,16.88,9.94,11.79,8.09,5.34,2.73,4.12,1.8,1.1,0.67
59.2,33.9,40.79,14.74,4.98,52.32,39.47,22.72,6.07,27.64,20.83,11.22,3.91,11.26,7.05,4.4,2.85,10.51,7.36,10.3,7.99,16.1,15.62,14.86,8.76,17.25,18.49,16.31,9.76
59.4,49.58,38.32,24.02,6.27,37.24,11.45,5.64,3.3,36.43,18.87,15.65,4.78,35.11,25.41,13.06,6.02,25.18,13.97,9.86,5.5,18.56,13.42,12.59,6.87,9.31,6.89,5.93,2.62
59.6,31.41,51.93,24.09,6.42,54.99,42.42,22.63,10.36,30.17,17.7,9.3,4.27,12.04,5.15,3.19,1.89,9.23,3.06,2.06,1.15,7.21,4.73,3.61,1.76,13.18,8.68,4.68,2.73
59.8,28.39,42.12,31.18,4.97,42.95,28.7,9.57,4.97,41.01,29.86,17.42,7.95,39.12,32.98,22.99,8.48,25.19,22.09,18.82,8.15,6.26,4.55,4.48,2.64,3.22,2.12,1.27,0.7
60,27.52,40.82,26.4,4.85,50.24,28.75,13.68,4.78,40.9,34.54,21.72,6.44,25.42,27.53,15.39,5.59,23.45,20.8,12.69,6.65,20.08,17.06,15.1,13.18,9.21,9.14,7.83,5.63
60.2,39.14,44.2,37,6.16,53.28,38.9,27.62,5.51,40.2,29.29,18.19,5.71,42.82,28.03,16.18,7.03,31.03,29.19,26.51,12.35,20.17,16.36,16.25,11.55,14.19,11.43,9.48,5.36
60.4,46.78,45.97,22.55,5.09,44.89,23.21,11.72,3.84,45.54,25.65,11.74,5.22,41.48,23.96,13.99,6.82,31.22,15.26,7.91,3.47,13.29,7.21,5.11,2.24,6.74,4.08,2.84,1.38
60.6,44.05,46.02,19.51,5.07,52.78,33.38,14.95,4.32,37.2,20.41,13.83,8.87,24.03,12.14,3.96,2.18,23.9,13.37,7,3.74,21.82,13.74,8.45,4.1,16.62,11.73,5.6,2.87
60.8,50.14,42.71,25.12,5.41,49.38,27.2,9.18,3.67,33.96,19.81,14.08,5.41,36.57,26.43,20.38,6.52,29.46,16.95,8.38,3.13,17.67,6.75,3.47,1.78,10.36,4.47,2.41,1.5
61,35.95,41.11,13.16,4.71,46.31,28.42,8.61,3.66,42.65,29.74,13.29,3.36,32.5,21.66,10.45,2.88,24.9,13.51,7.46,3.91,19.83,10.85,6.97,4,17.81,9.12,5.15,2.04
61.2,51.06,45.57,27.45,5.75,51.41,19.39,13.71,3.88,42.65,16.27,6.82,3.18,37.77,23.15,9.9,3.7,33.84,25.13,12.89,4,22.33,22.5,14.45,4.33,17.48,14.8,13.19,6.2
61.4,42.32,42.16,18,4.85,47.06,40.09,15.95,6.02,36.46,29.89,24.57,15.02,26.33,11.62,7.75,3.8,18.6,8.14,3.63,1.88,11.07,9.4,4.23,2.03,7.63,7.04,4.22,2.66
61.6,45.11,42.27,28.98,6.3,42.21,27.89,16.44,3.78,31.36,15.4,11.05,7.12,28.17,27.48,25.19,21.6,28.62,23.58,21.24,18.83,20.29,13.18,10.19,5.28,7.56,3.23,1.92,1.39
61.8,37.39,38.91,13.87,5.23,51.75,28.51,11.52,4.05,44.83,34.03,15.29,4.62,33.97,23.47,10.1,4.23,26.73,14.91,7.14,4.05,18.9,12.06,9.43,7.17,13.28,9.5,11.83,6.68
62,38.27,47.59,29.38,5.88,40.43,25.09,14.22,4.58,29.99,15.74,6.81,3.22,22.71,11.54,6.45,3.06,29.84,16.08,8.92,2.93,33.22,15.73,8.72,2.94,26.48,13.13,5.36,2.44
62.2,33.16,40.36,17.6,4.78,51.61,26.35,19.47,8.33,46.37,33.97,22.94,7.36,31.2,30.31,19.72,4.76,15.51,11.23,12.38,6.42,7.22,3.47,2.83,1.7,4.45,2.22,1.03,0.54
62.4,38.04,41.47,23.68,5.29,45.49,27.47,8.53,3.19,31.97,14.22,8.66,3,23.1,12.96,7.6,2.87,30.48,22.05,15.46,7.65,33.57,26.31,21.81,14.08,26.4,23.96,18.34,14.94
62.6,31.78,46.12,17.75,5.01,47.57,25.48,8.22,3.52,44.94,29.93,14.44,4.12,32.94,25.06,21.6,6.4,23.5,18.58,12.19,8.04,14.68,7.67,4.7,2.65,5.81,3.39,2.56,2
62.8,35.5,46.61,18.63,5.54,51.96,30.93,13.71,4.34,43.21,18.34,7.18,2.85,37.2,19.35,12.83,3.42,30.08,17.2,9.57,3.47,23.84,19.99,15.23,7.23,21.62,16.14,12.28,4.2
63,45.51,43.74,20.26,5.31,49.47,26.28,11.19,5.14,48.44,38.37,30.4,13.67,36.36,23.52,16.02,14.99,30.67,21.01,11.23,2.98,22.76,16.45,10.26,3.17,13.74,9.38,5.07,2
63.2,46,45.35,30.75,5.75,53.64,39.64,20.43,5.85,33.34,22.02,14.63,7.31,34.95,24.48,16.87,6.02,32.42,24.67,23.3,11.9,17.97,12.29,8.85,5.59,7.18,5.2,3.29,2.06
63.4,46.08,44.6,15.92,5.6,50.32,28.1,10.04,3.7,42.77,28.71,15.99,6.19,37.36,28.35,13.91,5.78,31.98,24.07,13.78,4.32,24.27,14.51,6.86,3.53,20.34,9.75,5.23,2.35
63.6,38.08,46.54,26.52,5.2,54.74,30.63,8.83,3.56,45.39,18.93,8.18,3.3,33.08,15.48,5.9,3.14,29.41,12.71,5.64,2.9,23.49,16.69,11.65,4.22,22.5,15.11,7.57,3.71
63.8,44.37,41.83,20.15,7.23,53.19,28.81,12.68,4.47,43.91,36.63,13.94,4.51,28.93,25.24,14.16,3.83,20.87,14.86,7.61,2.54,16.51,9.47,4.44,2.34,19.6,10.54,5.32,2.5
64,47.87,44.27,22.8,5.47,47.05,32.21,15.99,4.54,34.04,25.8,15.3,4.39,33.37,28.56,13.95,6.02,27.69,25.04,25.76,14.83,20.53,18.28,20.44,13.7,8.63,7.55,6.64,4.91
64.2,47.63,48.79,20.3,5.3,49.19,21.29,9.42,4.2,44.78,27.74,11.69,4.78,39.74,35.11,21.85,8.54,27.18,25.13,20.75,5.99,18.22,20.35,16.65,5.41,18.59,15.85,13.12,6.39
64.4,48.91,50.63,13.52,4.92,48.46,30.39,17.15,3.92,39.18,23.01,10.57,4.84,34.16,14.93,6.37,3.35,32.82,15.85,8.05,4.5,22.9,16.63,11.28,4.37,21.5,18.15,12.36,6.01
64.6,49.53,49.93,14.63,4.67,46,26.41,9.56,3.56,34.58,16.18,8.66,7.82,33.81,28.02,15.26,8.01,33.19,30.54,17.66,5.22,24.26,22.48,20.23,7.89,15.04,10.13,9.14,4.94
64.8,51.59,47.35,16.1,4.69,52.56,27.15,9.27,3.98,43.9,30.67,13.21,4.51,26.73,20.89,11.32,3.55,12.11,9.5,5.13,2.7,9.02,8.14,5.52,3.4,8.97,13.42,12.99,8.87
65,44.49,44.35,16.73,4.43,42.23,21.12,8,3.09,35.46,19.63,6.24,2.62,27.14,17.55,8.33,3.26,32.76,24.29,14.92,5.86,28.11,21.22,12.14,5.69,22.56,15.98,8.54,3.79
65.2,43.52,44.41,12.38,4.36,46.45,30.06,14.47,4.1,42.4,27.43,10.74,3.32,38.05,22.35,9.23,4.28,33.11,23.21,10.8,3.87,22.07,18.12,11.34,3.61,12.82,7.33,4.16,2.14
65.4,50.15,59.93,26.97,6.38,50.22,27.04,9.2,3.98,29.07,19.1,7.39,2.88,28.28,17.78,10.2,3.05,25.47,12.51,5.25,2.42,22.75,14.55,10.45,3.53,23.49,18.91,14.9,7.72
65.6,48.12,49.38,13.02,5.09,54.98,24.97,10.09,4.6,55.15,40.76,18.29,6.21,36.39,28.3,14.46,6.48,22.68,12.36,6.33,4.2,9.26,6.2,3.68,1.94,4.31,3.04,1.73,0.96
65.8,32.48,51.77,16.4,5.56,47.4,29.38,11.3,3.79,27.94,15.69,7.89,2.97,17.55,10.59,6.78,3.37,28.23,18.38,8.01,3.3,27.81,17.4,8.48,4.12,23.88,21.03,12.56,6.36
66,32.45,46.16,29.98,5.27,53.32,34.4,9.51,3.85,50.22,25.03,17.82,4.93,41.61,36.51,22.22,6.58,20.11,16.87,12.68,6.02,5.27,3.63,2.69,1.72,3.21,2.54,1.89,1
66.2,31.21,46.4,19.51,4.87,47.59,31.21,20.65,4.9,39.7,27.94,12.32,4.74,34.43,22.57,7.7,3.5,35.45,28.87,18.67,11.17,33.19,28.7,20.32,14.02,19.97,14.94,12.08,10.79
66.4,50.69,42.13,21.14,5.34,48.3,25.06,8.11,3.47,46.29,27.35,12.29,5.55,36.24,38.91,29.85,11.58,35.04,35.61,23.79,14.64,27.71,20.64,10.51,3.63,21.59,17.27,7.6,4.22
66.6,41,50.37,32.6,6.52,46.08,31.89,20.62,5.93,34.7,21.37,8.75,3.45,22.3,14.09,6.77,2.82,26.05,13.56,7.89,5.24,23.94,20.83,20.88,18.17,10.37,15.01,15,15.68
66.8,30.06,52.05,14.92,5.76,54.18,33.17,14.87,5.77,55.28,29.6,17.17,6.97,40.04,26.36,16.62,7.43,31.29,17.46,8.79,4.25,10.44,6.27,4.25,2.38,4.34,3.09,2.27,1.76
67,35.02,54.27,18.8,5.26,54.83,31.83,10.84,4.31,37.81,17.82,8.82,3.88,26.26,11.42,5.9,3.27,28.3,15.69,7.57,3.53,29.28,16,8.5,3.8,17.83,9.73,5.59,2.92
67.2,34.38,49.82,23.28,4.98,49.78,24.65,8.84,3.34,46.4,32.29,12.92,3.98,47.57,35.16,15.28,5.68,30.96,23.5,12.74,4.82,13.37,9,5.46,2.71,9.88,5.26,3.37,2.11
67.4,41.05,48.2,18.05,4.96,48.79,34.99,18.13,5.6,39.05,21.43,13.6,4.39,22.61,13.01,5.45,2.44,25.77,15.61,6.22,2.17,28.09,23.13,11.9,4.26,26.28,21.15,11.8,4.5
67.6,47.18,44.28,16.85,4.43,45.6,26.68,9.46,3.5,40.84,21.65,15.64,5.93,37.1,28.66,20.53,6.63,33.72,26.13,19.09,11.4,17.33,13.23,9.3,5.74,7.68,5.09,3.48,2.09
