cm,K,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg
 3.2750000E+001, 7.0837136E+002, 1.6384901E-001, 2.3492483E-002, 1.6936040E-003, 1.1062927E-003, 3.7649243E-002, 1.3283168E-003, 7.7054897E-001, 1.3208448E-004
 3.3250000E+001, 7.0057808E+002, 1.6489263E-001, 2.3003109E-002, 1.6039353E-003, 1.0431599E-003, 3.6876941E-002, 1.2579885E-003, 7.7100774E-001, 1.2508309E-004
 3.3750000E+001, 6.9291380E+002, 1.6589645E-001, 2.2531855E-002, 1.5179506E-003, 9.8497912E-004, 3.6133718E-002, 1.1905495E-003, 7.7144686E-001, 1.1837480E-004
 3.4250000E+001, 6.8542055E+002, 1.6685888E-001, 2.2077832E-002, 1.4378070E-003, 9.3032452E-004, 3.5421314E-002, 1.1276917E-003, 7.7186423E-001, 1.1212790E-004
 3.4750000E+001, 6.7820635E+002, 1.6778487E-001, 2.1638204E-002, 1.3637437E-003, 8.7808101E-004, 3.4736287E-002, 1.0696029E-003, 7.7226181E-001, 1.0635426E-004
 3.5250000E+001, 6.7116743E+002, 1.6865413E-001, 2.1221172E-002, 1.2988929E-003, 8.2993162E-004, 3.4093783E-002, 1.0187396E-003, 7.7262866E-001, 1.0130097E-004
 3.5750000E+001, 6.6447850E+002, 1.6948681E-001, 2.0822812E-002, 1.2355224E-003, 7.8390803E-004, 3.3478118E-002, 9.6903721E-004, 7.7298153E-001, 9.6357334E-005
 3.6250000E+001, 6.5799257E+002, 1.7029127E-001, 2.0437748E-002, 1.1744804E-003, 7.3980312E-004, 3.2883289E-002, 9.2116110E-004, 7.7332196E-001, 9.1598088E-005
 3.6750000E+001, 6.5162684E+002, 1.7107283E-001, 2.0061460E-002, 1.1175243E-003, 6.9747086E-004, 3.2305663E-002, 8.7648962E-004, 7.7364944E-001, 8.7156675E-005
 3.7250000E+001, 6.4532768E+002, 1.7183927E-001, 1.9690778E-002, 1.0635381E-003, 6.5583520E-004, 3.1739514E-002, 8.3414750E-004, 7.7396838E-001, 8.2944263E-005
 3.7750000E+001, 6.3904196E+002, 1.7259493E-001, 1.9324519E-002, 1.0110331E-003, 6.1594920E-004, 3.1181249E-002, 7.9296714E-004, 7.7428111E-001, 7.8843224E-005
 3.8250000E+001, 6.3284008E+002, 1.7333115E-001, 1.8967599E-002, 9.5986261E-004, 5.7793887E-004, 3.0637209E-002, 7.5283342E-004, 7.7458520E-001, 7.4847186E-005
 3.8750000E+001, 6.2675072E+002, 1.7404292E-001, 1.8622568E-002, 9.1018387E-004, 5.4250851E-004, 3.0110997E-002, 7.1386970E-004, 7.7487849E-001, 7.0969758E-005
 3.9250000E+001, 6.2078083E+002, 1.7473122E-001, 1.8288048E-002, 8.6296440E-004, 5.0928040E-004, 2.9602092E-002, 6.7683482E-004, 7.7516035E-001, 6.7290277E-005
 3.9750000E+001, 6.1496247E+002, 1.7539837E-001, 1.7962253E-002, 8.1876568E-004, 4.7827721E-004, 2.9108878E-002, 6.4216916E-004, 7.7543075E-001, 6.3848124E-005
 4.0250000E+001, 6.0929335E+002, 1.7604788E-001, 1.7644729E-002, 7.7592900E-004, 4.4953982E-004, 2.8628503E-002, 6.0857177E-004, 7.7569271E-001, 6.0506594E-005
 4.0750000E+001, 6.0370924E+002, 1.7668136E-001, 1.7335964E-002, 7.3279669E-004, 4.2409806E-004, 2.8159369E-002, 5.7474250E-004, 7.7594799E-001, 5.7134112E-005
 4.1250000E+001, 5.9822265E+002, 1.7729520E-001, 1.7035885E-002, 6.9167037E-004, 4.0184934E-004, 2.7704495E-002, 5.4248657E-004, 7.7619279E-001, 5.3922550E-005
 4.1750000E+001, 5.9284188E+002, 1.7788780E-001, 1.6741989E-002, 6.5641921E-004, 3.8191991E-004, 2.7265794E-002, 5.1483859E-004, 7.7642253E-001, 5.1178744E-005
 4.2250000E+001, 5.8760534E+002, 1.7846128E-001, 1.6454460E-002, 6.2565958E-004, 3.6330215E-004, 2.6841640E-002, 4.9071339E-004, 7.7664027E-001, 4.8786086E-005
 4.2750000E+001, 5.8252973E+002, 1.7901464E-001, 1.6175390E-002, 5.9771462E-004, 3.4584058E-004, 2.6432547E-002, 4.6879578E-004, 7.7684787E-001, 4.6610127E-005
 4.3250000E+001, 5.7759227E+002, 1.7955217E-001, 1.5904304E-002, 5.7050322E-004, 3.2940445E-004, 2.6035067E-002, 4.4745350E-004, 7.7704923E-001, 4.4486332E-005
 4.3750000E+001, 5.7275909E+002, 1.8007864E-001, 1.5638921E-002, 5.4363356E-004, 3.1391931E-004, 2.5645633E-002, 4.2637926E-004, 7.7724628E-001, 4.2388262E-005
 4.4250000E+001, 5.6796728E+002, 1.8059876E-001, 1.5375295E-002, 5.1861047E-004, 2.9922616E-004, 2.5261036E-002, 4.0675331E-004, 7.7743863E-001, 4.0436715E-005
 4.4750000E+001, 5.6318447E+002, 1.8111567E-001, 1.5112215E-002, 4.9483503E-004, 2.8538798E-004, 2.4878849E-002, 3.8810591E-004, 7.7762791E-001, 3.8581924E-005
 4.5250000E+001, 5.5839038E+002, 1.8162941E-001, 1.4849107E-002, 4.7290599E-004, 2.7253586E-004, 2.4499121E-002, 3.7090666E-004, 7.7781329E-001, 3.6873943E-005
 4.5750000E+001, 5.5364003E+002, 1.8213677E-001, 1.4588037E-002, 4.5253266E-004, 2.6043229E-004, 2.4124208E-002, 3.5492758E-004, 7.7799436E-001, 3.5286433E-005
 4.6250000E+001, 5.4897640E+002, 1.8263255E-001, 1.4332864E-002, 4.3263147E-004, 2.4904383E-004, 2.3757778E-002, 3.3931880E-004, 7.7817098E-001, 3.3733645E-005
 4.6750000E+001, 5.4440851E+002, 1.8311476E-001, 1.4084930E-002, 4.1295585E-004, 2.3832574E-004, 2.3401284E-002, 3.2388694E-004, 7.7834289E-001, 3.2199465E-005
 4.7250000E+001, 5.3994423E+002, 1.8358075E-001, 1.3844924E-002, 3.9436611E-004, 2.2815650E-004, 2.3056805E-002, 3.0930675E-004, 7.7850836E-001, 3.0753500E-005
 4.7750000E+001, 5.3561871E+002, 1.8402765E-001, 1.3613916E-002, 3.7745035E-004, 2.1850947E-004, 2.2726563E-002, 2.9603949E-004, 7.7866586E-001, 2.9439246E-005
 4.8250000E+001, 5.3143050E+002, 1.8445612E-001, 1.3391972E-002, 3.6175024E-004, 2.0920183E-004, 2.2410027E-002, 2.8372568E-004, 7.7881627E-001, 2.8219146E-005
 4.8750000E+001, 5.2738974E+002, 1.8486704E-001, 1.3179540E-002, 3.4622929E-004, 2.0027420E-004, 2.2106388E-002, 2.7155239E-004, 7.7896109E-001, 2.7011114E-005
 4.9250000E+001, 5.2346556E+002, 1.8526393E-001, 1.2974914E-002, 3.3061785E-004, 1.9173529E-004, 2.1813013E-002, 2.5930812E-004, 7.7910166E-001, 2.5795019E-005
 4.9750000E+001, 5.1965232E+002, 1.8564749E-001, 1.2776864E-002, 3.1587222E-004, 1.8332776E-004, 2.1529559E-002, 2.4774292E-004, 7.7923721E-001, 2.4647172E-005
 5.0250000E+001, 5.1595307E+002, 1.8601875E-001, 1.2585091E-002, 3.0169206E-004, 1.7515474E-004, 2.1255221E-002, 2.3662123E-004, 7.7936832E-001, 2.3542711E-005
 5.0750000E+001, 5.1232024E+002, 1.8638281E-001, 1.2397225E-002, 2.8756090E-004, 1.6723951E-004, 2.0986147E-002, 2.2553796E-004, 7.7949709E-001, 2.2441070E-005
 5.1250000E+001, 5.0872823E+002, 1.8674405E-001, 1.2210424E-002, 2.7396663E-004, 1.5944552E-004, 2.0719217E-002, 2.1487579E-004, 7.7962430E-001, 2.1382177E-005
 5.1750000E+001, 5.0517704E+002, 1.8710214E-001, 1.2024489E-002, 2.6135737E-004, 1.5156266E-004, 2.0454773E-002, 2.0498617E-004, 7.7974945E-001, 2.0401448E-005
 5.2250000E+001, 5.0170343E+002, 1.8745362E-001, 1.1841876E-002, 2.4912896E-004, 1.4356739E-004, 2.0195266E-002, 1.9539527E-004, 7.7987230E-001, 1.9450016E-005
 5.2750000E+001, 4.9834232E+002, 1.8779692E-001, 1.1663999E-002, 2.3671963E-004, 1.3523917E-004, 1.9941815E-002, 1.8566246E-004, 7.7999323E-001, 1.8483586E-005
 5.3250000E+001, 4.9507807E+002, 1.8813191E-001, 1.1490863E-002, 2.2413163E-004, 1.2704012E-004, 1.9694433E-002, 1.7578952E-004, 7.8011188E-001, 1.7502071E-005
 5.3750000E+001, 4.9191280E+002, 1.8845593E-001, 1.1323809E-002, 2.1151725E-004, 1.1900776E-004, 1.9455105E-002, 1.6589588E-004, 7.8022726E-001, 1.6515976E-005
 5.4250000E+001, 4.8884189E+002, 1.8876736E-001, 1.1163211E-002, 1.9945629E-004, 1.1110329E-004, 1.9225118E-002, 1.5643631E-004, 7.8033820E-001, 1.5571709E-005
 5.4750000E+001, 4.8590498E+002, 1.8906681E-001, 1.1009946E-002, 1.8662053E-004, 1.0322256E-004, 1.9003837E-002, 1.4636904E-004, 7.8044660E-001, 1.4562139E-005
 5.5250000E+001, 4.8305695E+002, 1.8935420E-001, 1.0863478E-002, 1.7357458E-004, 9.5916617E-005, 1.8791314E-002, 1.3613692E-004, 7.8055134E-001, 1.3536024E-005
 5.5750000E+001, 4.8027106E+002, 1.8963488E-001, 1.0720193E-002, 1.6107346E-004, 8.8980307E-005, 1.8583762E-002, 1.2633212E-004, 7.8065320E-001, 1.2555773E-005
 5.6250000E+001, 4.7751978E+002, 1.8991034E-001, 1.0578187E-002, 1.5029897E-004, 8.2410942E-005, 1.8380249E-002, 1.1788155E-004, 7.8075116E-001, 1.1714617E-005
 5.6750000E+001, 4.7480236E+002, 1.9018180E-001, 1.0437017E-002, 1.4100199E-004, 7.6237494E-005, 1.8179848E-002, 1.1058980E-004, 7.8084585E-001, 1.0989599E-005
 5.7250000E+001, 4.7211451E+002, 1.9045032E-001, 1.0296742E-002, 1.3245498E-004, 7.0572079E-005, 1.7981649E-002, 1.0388626E-004, 7.8093841E-001, 1.0321971E-005
 5.7750000E+001, 4.6944524E+002, 1.9071607E-001, 1.0157363E-002, 1.2455515E-004, 6.5300547E-005, 1.7785518E-002, 9.7690311E-005, 7.8102908E-001, 9.7050171E-006
 5.8250000E+001, 4.6678840E+002, 1.9097857E-001, 1.0019336E-002, 1.1712160E-004, 6.0296624E-005, 1.7591816E-002, 9.1860080E-005, 7.8111804E-001, 9.1240931E-006
 5.8750000E+001, 4.6414648E+002, 1.9123821E-001, 9.8828351E-003, 1.0971462E-004, 5.5542642E-005, 1.7400179E-002, 8.6050684E-005, 7.8120596E-001, 8.5447977E-006
 5.9250000E+001, 4.6154814E+002, 1.9149301E-001, 9.7491126E-003, 1.0214863E-004, 5.1183440E-005, 1.7212022E-002, 8.0116573E-005, 7.8129238E-001, 7.9526857E-006
 5.9750000E+001, 4.5900171E+002, 1.9174317E-001, 9.6182746E-003, 9.4173017E-005, 4.7305217E-005, 1.7027147E-002, 7.3861190E-005, 7.8137760E-001, 7.3287053E-006
 6.0250000E+001, 4.5647613E+002, 1.9198973E-001, 9.4887695E-003, 8.6884871E-005, 4.3769507E-005, 1.6844975E-002, 6.8144997E-005, 7.8146069E-001, 6.7611402E-006
 6.0750000E+001, 4.5398667E+002, 1.9222987E-001, 9.3616172E-003, 8.0878097E-005, 4.0563967E-005, 1.6667667E-002, 6.3433802E-005, 7.8154011E-001, 6.2950597E-006
 6.1250000E+001, 4.5157534E+002, 1.9245967E-001, 9.2390553E-003, 7.6084981E-005, 3.7685969E-005, 1.6498109E-002, 5.9674495E-005, 7.8161480E-001, 5.9236585E-006
 6.1750000E+001, 4.4926567E+002, 1.9267831E-001, 9.1217563E-003, 7.2271979E-005, 3.5105949E-005, 1.6336880E-002, 5.6683905E-005, 7.8168482E-001, 5.6281352E-006
 6.2250000E+001, 4.4704680E+002, 1.9288895E-001, 9.0084134E-003, 6.8945766E-005, 3.2746747E-005, 1.6181572E-002, 5.4075111E-005, 7.8175177E-001, 5.3698782E-006
 6.2750000E+001, 4.4489169E+002, 1.9309510E-001, 8.8973376E-003, 6.5852658E-005, 3.0509681E-005, 1.6029596E-002, 5.1649143E-005, 7.8181704E-001, 5.1292871E-006
 6.3250000E+001, 4.4280774E+002, 1.9329615E-001, 8.7890117E-003, 6.2831710E-005, 2.8322773E-005, 1.5881377E-002, 4.9279773E-005, 7.8188071E-001, 4.8939269E-006
 6.3750000E+001, 4.4080015E+002, 1.9349022E-001, 8.6843587E-003, 6.0019298E-005, 2.6181631E-005, 1.5738327E-002, 4.7073959E-005, 7.8194206E-001, 4.6744143E-006
 6.4250000E+001, 4.3888893E+002, 1.9367495E-001, 8.5848319E-003, 5.7240956E-005, 2.4142876E-005, 1.5602143E-002, 4.4894867E-005, 7.8200058E-001, 4.4568185E-006
 6.4750000E+001, 4.3708750E+002, 1.9384903E-001, 8.4912321E-003, 5.4408853E-005, 2.2218255E-005, 1.5473773E-002, 4.2673610E-005, 7.8205599E-001, 4.2347811E-006
 6.5250000E+001, 4.3537607E+002, 1.9401428E-001, 8.4026992E-003, 5.1375305E-005, 2.0410908E-005, 1.5351872E-002, 4.0294357E-005, 7.8210900E-001, 3.9973613E-006
 6.5750000E+001, 4.3372274E+002, 1.9417256E-001, 8.3182896E-003, 4.8031434E-005, 1.8703792E-005, 1.5235036E-002, 3.7671713E-005, 7.8216029E-001, 3.7357575E-006
 6.6250000E+001, 4.3212954E+002, 1.9432380E-001, 8.2380242E-003, 4.4401404E-005, 1.7056243E-005, 1.5123327E-002, 3.4824631E-005, 7.8220986E-001, 3.4521984E-006
 6.6750000E+001, 4.3059462E+002, 1.9446905E-001, 8.1611274E-003, 4.0724093E-005, 1.5418335E-005, 1.5016037E-002, 3.1940465E-005, 7.8225772E-001, 3.1658748E-006
 6.7250000E+001, 4.2909821E+002, 1.9461097E-001, 8.0858167E-003, 3.7321861E-005, 1.3774344E-005, 1.4911229E-002, 2.9272048E-005, 7.8230430E-001, 2.9014757E-006
 6.7750000E+001, 4.2761876E+002, 1.9475139E-001, 8.0110901E-003, 3.4197244E-005, 1.2144575E-005, 1.4807574E-002, 2.6821368E-005, 7.8235008E-001, 2.6584460E-006
 6.8250000E+001, 4.2616741E+002, 1.9488914E-001, 7.9377573E-003, 3.1155957E-005, 1.0574590E-005, 1.4705886E-002, 2.4436045E-005, 7.8239494E-001, 2.4210585E-006
 6.8750000E+001, 4.2473818E+002, 1.9502463E-001, 7.8657327E-003, 2.8041656E-005, 9.0797733E-006, 1.4605840E-002, 2.1993455E-005, 7.8243918E-001, 2.1771817E-006
