cm,K,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg
 1.0250000E+001, 1.1247914E+003, 5.1831834E-002, 4.6309107E-002, 1.9050258E-002, 9.3666703E-002, 1.2908764E-001, 1.9050258E-002, 6.4100420E-001, 0.0000000E+000
 1.0750000E+001, 1.1233716E+003, 5.4750327E-002, 4.5911965E-002, 1.8486727E-002, 8.8959431E-002, 1.2733194E-001, 1.8486727E-002, 6.4607289E-001, 0.0000000E+000
 1.1250000E+001, 1.1214704E+003, 5.7635505E-002, 4.5496484E-002, 1.7923394E-002, 8.4602929E-002, 1.2553862E-001, 1.7923394E-002, 6.5087967E-001, 0.0000000E+000
 1.1750000E+001, 1.1191589E+003, 6.0497724E-002, 4.5044136E-002, 1.7389667E-002, 8.0480276E-002, 1.2372236E-001, 1.7389667E-002, 6.5547617E-001, 0.0000000E+000
 1.2250000E+001, 1.1167121E+003, 6.3304828E-002, 4.4609897E-002, 1.6840136E-002, 7.6571050E-002, 1.2191391E-001, 1.6840136E-002, 6.5992004E-001, 0.0000000E+000
 1.2750000E+001, 1.1140542E+003, 6.6071759E-002, 4.4198271E-002, 1.6262619E-002, 7.2865282E-002, 1.2010110E-001, 1.6262619E-002, 6.6423835E-001, 0.0000000E+000
 1.3250000E+001, 1.1108856E+003, 6.8849623E-002, 4.3776756E-002, 1.5668041E-002, 6.9364163E-002, 1.1823807E-001, 1.5668041E-002, 6.6843531E-001, 0.0000000E+000
 1.3750000E+001, 1.1072235E+003, 7.1600902E-002, 4.3320644E-002, 1.5107266E-002, 6.6052762E-002, 1.1636408E-001, 1.5107266E-002, 6.7244708E-001, 0.0000000E+000
 1.4250000E+001, 1.1032554E+003, 7.4297504E-002, 4.2839493E-002, 1.4582502E-002, 6.2944614E-002, 1.1450203E-001, 1.4582502E-002, 6.7625136E-001, 0.0000000E+000
 1.4750000E+001, 1.0991469E+003, 7.7051254E-002, 4.2307243E-002, 1.4082904E-002, 5.9877696E-002, 1.1258162E-001, 1.4082904E-002, 6.8001638E-001, 0.0000000E+000
 1.5250000E+001, 1.0943151E+003, 7.9723825E-002, 4.1754468E-002, 1.3623411E-002, 5.7056344E-002, 1.1068912E-001, 1.3623411E-002, 6.8352942E-001, 0.0000000E+000
 1.5750000E+001, 1.0897085E+003, 8.2398574E-002, 4.1196103E-002, 1.3163440E-002, 5.4287851E-002, 1.0878443E-001, 1.3163440E-002, 6.8700616E-001, 0.0000000E+000
 1.6250000E+001, 1.0852650E+003, 8.4999235E-002, 4.0661067E-002, 1.2703246E-002, 5.1628984E-002, 1.0692549E-001, 1.2703246E-002, 6.9037873E-001, 0.0000000E+000
 1.6750000E+001, 1.0807856E+003, 8.7529880E-002, 4.0131027E-002, 1.2262556E-002, 4.9077351E-002, 1.0511007E-001, 1.2262556E-002, 6.9362656E-001, 0.0000000E+000
 1.7250000E+001, 1.0761180E+003, 9.0028803E-002, 3.9592329E-002, 1.1837487E-002, 4.6628865E-002, 1.0330417E-001, 1.1837487E-002, 6.9677086E-001, 0.0000000E+000
 1.7750000E+001, 1.0710795E+003, 9.2495806E-002, 3.9042541E-002, 1.1429228E-002, 4.4299500E-002, 1.0150493E-001, 1.1429228E-002, 6.9979877E-001, 0.0000000E+000
 1.8250000E+001, 1.0657293E+003, 9.4933680E-002, 3.8486605E-002, 1.1029642E-002, 4.2096539E-002, 9.9708033E-002, 1.1029642E-002, 7.0271586E-001, 0.0000000E+000
 1.8750000E+001, 1.0599455E+003, 9.7393985E-002, 3.7900564E-002, 1.0639876E-002, 4.0016266E-002, 9.7867666E-002, 1.0639876E-002, 7.0554177E-001, 0.0000000E+000
 1.9250000E+001, 1.0537068E+003, 9.9877368E-002, 3.7282342E-002, 1.0263512E-002, 3.8045478E-002, 9.5985971E-002, 1.0263512E-002, 7.0828182E-001, 0.0000000E+000
 1.9750000E+001, 1.0472531E+003, 1.0232992E-001, 3.6654349E-002, 9.9032719E-003, 3.6180844E-002, 9.4112433E-002, 9.9032719E-003, 7.1091591E-001, 0.0000000E+000
 2.0250000E+001, 1.0405760E+003, 1.0475878E-001, 3.6012231E-002, 9.5604807E-003, 3.4422299E-002, 9.2240668E-002, 9.5604807E-003, 7.1344506E-001, 0.0000000E+000
 2.0750000E+001, 1.0338149E+003, 1.0712521E-001, 3.5382406E-002, 9.2255810E-003, 3.2761674E-002, 9.0406804E-002, 9.2255810E-003, 7.1587275E-001, 0.0000000E+000
 2.1250000E+001, 1.0270301E+003, 1.0942855E-001, 3.4767152E-002, 8.8972544E-003, 3.1189735E-002, 8.8613127E-002, 8.8972544E-003, 7.1820692E-001, 0.0000000E+000
 2.1750000E+001, 1.0201881E+003, 1.1167007E-001, 3.4174081E-002, 8.5662743E-003, 2.9702705E-002, 8.6858785E-002, 8.5662743E-003, 7.2046181E-001, 0.0000000E+000
 2.2250000E+001, 1.0133192E+003, 1.1386455E-001, 3.3591631E-002, 8.2385748E-003, 2.8298911E-002, 8.5131037E-002, 8.2385748E-003, 7.2263672E-001, 0.0000000E+000
 2.2750000E+001, 1.0062983E+003, 1.1602697E-001, 3.2999731E-002, 7.9314688E-003, 2.6963767E-002, 8.3420010E-002, 7.9314688E-003, 7.2472658E-001, 0.0000000E+000
 2.3250000E+001, 9.9914197E+002, 1.1815095E-001, 3.2402114E-002, 7.6458974E-003, 2.5679985E-002, 8.1734863E-002, 7.6458974E-003, 7.2674030E-001, 0.0000000E+000
 2.3750000E+001, 9.9187833E+002, 1.2021648E-001, 3.1818727E-002, 7.3695120E-003, 2.4442986E-002, 8.0093934E-002, 7.3695120E-003, 7.2868885E-001, 0.0000000E+000
 2.4250000E+001, 9.8449397E+002, 1.2221645E-001, 3.1256788E-002, 7.0961609E-003, 2.3265634E-002, 7.8500872E-002, 7.0961609E-003, 7.3056793E-001, 0.0000000E+000
 2.4750000E+001, 9.7704121E+002, 1.2414832E-001, 3.0721005E-002, 6.8201304E-003, 2.2161507E-002, 7.6955075E-002, 6.8201304E-003, 7.3237383E-001, 0.0000000E+000
 2.5250000E+001, 9.6952489E+002, 1.2602339E-001, 3.0194383E-002, 6.5564366E-003, 2.1121594E-002, 7.5448795E-002, 6.5564366E-003, 7.3409896E-001, 0.0000000E+000
 2.5750000E+001, 9.6202544E+002, 1.2784643E-001, 2.9673338E-002, 6.3081708E-003, 2.0133401E-002, 7.3980307E-002, 6.3081708E-003, 7.3575018E-001, 0.0000000E+000
 2.6250000E+001, 9.5464256E+002, 1.2961590E-001, 2.9164851E-002, 6.0690432E-003, 1.9186790E-002, 7.2552634E-002, 6.0690432E-003, 7.3734174E-001, 0.0000000E+000
 2.6750000E+001, 9.4738301E+002, 1.3132625E-001, 2.8680074E-002, 5.8288148E-003, 1.8282171E-002, 7.1170213E-002, 5.8288148E-003, 7.3888367E-001, 0.0000000E+000
 2.7250000E+001, 9.4006495E+002, 1.3299010E-001, 2.8205947E-002, 5.5956684E-003, 1.7423913E-002, 6.9821201E-002, 5.5956684E-003, 7.4036751E-001, 0.0000000E+000
 2.7750000E+001, 9.3255726E+002, 1.3462207E-001, 2.7725539E-002, 5.3822507E-003, 1.6607752E-002, 6.8493836E-002, 5.3822507E-003, 7.4178631E-001, 0.0000000E+000
 2.8250000E+001, 9.2493581E+002, 1.3622482E-001, 2.7242311E-002, 5.1833166E-003, 1.5831361E-002, 6.7185903E-002, 5.1833166E-003, 7.4314897E-001, 0.0000000E+000
 2.8750000E+001, 9.1739767E+002, 1.3779738E-001, 2.6770411E-002, 4.9833125E-003, 1.5089196E-002, 6.5898586E-002, 4.9833125E-003, 7.4447781E-001, 0.0000000E+000
 2.9250000E+001, 9.0998503E+002, 1.3932296E-001, 2.6319105E-002, 4.7807987E-003, 1.4376485E-002, 6.4647898E-002, 4.7807987E-003, 7.4577195E-001, 0.0000000E+000
 2.9750000E+001, 9.0256192E+002, 1.4079937E-001, 2.5885309E-002, 4.5810773E-003, 1.3688918E-002, 6.3436926E-002, 4.5810773E-003, 7.4702732E-001, 0.0000000E+000
 3.0250000E+001, 8.9498545E+002, 1.4224630E-001, 2.5456383E-002, 4.3884760E-003, 1.3027075E-002, 6.2247972E-002, 4.3884760E-003, 7.4824532E-001, 0.0000000E+000
 3.0750000E+001, 8.8727902E+002, 1.4367962E-001, 2.5025020E-002, 4.2036969E-003, 1.2385949E-002, 6.1067691E-002, 4.2036969E-003, 7.4943432E-001, 0.0000000E+000
 3.1250000E+001, 8.7946078E+002, 1.4511716E-001, 2.4586321E-002, 4.0231119E-003, 1.1764585E-002, 5.9879992E-002, 4.0231119E-003, 7.5060571E-001, 0.0000000E+000
 3.1750000E+001, 8.7157573E+002, 1.4655042E-001, 2.4142090E-002, 3.8493650E-003, 1.1160905E-002, 5.8693085E-002, 3.8493650E-003, 7.5175477E-001, 0.0000000E+000
 3.2250000E+001, 8.6370991E+002, 1.4796504E-001, 2.3701723E-002, 3.6785704E-003, 1.0579055E-002, 5.7518949E-002, 3.6785704E-003, 7.5287809E-001, 0.0000000E+000
 3.2750000E+001, 8.5590066E+002, 1.4933829E-001, 2.3274666E-002, 3.5119027E-003, 1.0017443E-002, 5.6378488E-002, 3.5119027E-003, 7.5396731E-001, 0.0000000E+000
 3.3250000E+001, 8.4817511E+002, 1.5066284E-001, 2.2860197E-002, 3.3542308E-003, 9.4751420E-003, 5.5278741E-002, 3.3542308E-003, 7.5501462E-001, 0.0000000E+000
 3.3750000E+001, 8.4048475E+002, 1.5194721E-001, 2.2456234E-002, 3.2038363E-003, 8.9487445E-003, 5.4212572E-002, 3.2038363E-003, 7.5602756E-001, 0.0000000E+000
 3.4250000E+001, 8.3267063E+002, 1.5320774E-001, 2.2053931E-002, 3.0611537E-003, 8.4497743E-003, 5.3163039E-002, 3.0611537E-003, 7.5700321E-001, 0.0000000E+000
 3.4750000E+001, 8.2483494E+002, 1.5446069E-001, 2.1647929E-002, 2.9264376E-003, 7.9547569E-003, 5.2119973E-002, 2.9264376E-003, 7.5796377E-001, 0.0000000E+000
 3.5250000E+001, 8.1668993E+002, 1.5567062E-001, 2.1246742E-002, 2.8050731E-003, 7.4949956E-003, 5.1109630E-002, 2.8050731E-003, 7.5886786E-001, 0.0000000E+000
 3.5750000E+001, 8.0880713E+002, 1.5685047E-001, 2.0857288E-002, 2.6852516E-003, 7.0413072E-003, 5.0125368E-002, 2.6852516E-003, 7.5975506E-001, 0.0000000E+000
 3.6250000E+001, 8.0106377E+002, 1.5799983E-001, 2.0480154E-002, 2.5637342E-003, 6.6183773E-003, 4.9162627E-002, 2.5637342E-003, 7.6061154E-001, 0.0000000E+000
 3.6750000E+001, 7.9346132E+002, 1.5911809E-001, 2.0111482E-002, 2.4460944E-003, 6.2200058E-003, 4.8223437E-002, 2.4460944E-003, 7.6143479E-001, 0.0000000E+000
 3.7250000E+001, 7.8590603E+002, 1.6020424E-001, 1.9748600E-002, 2.3362134E-003, 5.8445317E-003, 4.7309222E-002, 2.3362134E-003, 7.6222098E-001, 0.0000000E+000
 3.7750000E+001, 7.7839208E+002, 1.6126361E-001, 1.9389303E-002, 2.2346172E-003, 5.4850094E-003, 4.6416524E-002, 2.2346172E-003, 7.6297632E-001, 0.0000000E+000
 3.8250000E+001, 7.7095249E+002, 1.6229335E-001, 1.9036597E-002, 2.1388682E-003, 5.1451424E-003, 4.5547088E-002, 2.1388682E-003, 7.6370009E-001, 0.0000000E+000
 3.8750000E+001, 7.6372595E+002, 1.6328296E-001, 1.8697241E-002, 2.0464797E-003, 4.8260129E-003, 4.4710068E-002, 2.0464797E-003, 7.6439076E-001, 0.0000000E+000
 3.9250000E+001, 7.5667719E+002, 1.6423302E-001, 1.8370439E-002, 1.9575364E-003, 4.5324945E-003, 4.3904011E-002, 1.9575364E-003, 7.6504496E-001, 0.0000000E+000
 3.9750000E+001, 7.4971661E+002, 1.6515672E-001, 1.8050278E-002, 1.8727110E-003, 4.2579790E-003, 4.3118303E-002, 1.8727110E-003, 7.6567130E-001, 0.0000000E+000
 4.0250000E+001, 7.4284751E+002, 1.6606159E-001, 1.7734610E-002, 1.7905739E-003, 4.0019232E-003, 4.2346174E-002, 1.7905739E-003, 7.6627456E-001, 0.0000000E+000
 4.0750000E+001, 7.3604842E+002, 1.6694631E-001, 1.7426122E-002, 1.7090467E-003, 3.7608639E-003, 4.1589382E-002, 1.7090467E-003, 7.6685923E-001, 0.0000000E+000
 4.1250000E+001, 7.2928452E+002, 1.6780162E-001, 1.7127675E-002, 1.6292906E-003, 3.5384685E-003, 4.0855646E-002, 1.6292906E-003, 7.6741800E-001, 0.0000000E+000
 4.1750000E+001, 7.2258354E+002, 1.6862060E-001, 1.6840292E-002, 1.5542971E-003, 3.3302818E-003, 4.0152229E-002, 1.5542971E-003, 7.6794800E-001, 0.0000000E+000
 4.2250000E+001, 7.1609514E+002, 1.6939567E-001, 1.6571697E-002, 1.4787376E-003, 3.1385920E-003, 3.9485270E-002, 1.4787376E-003, 7.6845130E-001, 0.0000000E+000
 4.2750000E+001, 7.0977448E+002, 1.7013779E-001, 1.6313957E-002, 1.4064981E-003, 2.9599978E-003, 3.8845706E-002, 1.4064981E-003, 7.6892955E-001, 0.0000000E+000
 4.3250000E+001, 7.0335755E+002, 1.7087979E-001, 1.6051257E-002, 1.3388237E-003, 2.7935450E-003, 3.8204144E-002, 1.3388237E-003, 7.6939362E-001, 0.0000000E+000
 4.3750000E+001, 6.9675510E+002, 1.7163275E-001, 1.5778086E-002, 1.2767777E-003, 2.6348740E-003, 3.7551446E-002, 1.2767777E-003, 7.6984929E-001, 0.0000000E+000
 4.4250000E+001, 6.9000335E+002, 1.7239879E-001, 1.5496395E-002, 1.2168739E-003, 2.4844986E-003, 3.6885441E-002, 1.2168739E-003, 7.7030113E-001, 0.0000000E+000
 4.4750000E+001, 6.8312829E+002, 1.7316785E-001, 1.5208947E-002, 1.1614605E-003, 2.3402412E-003, 3.6215736E-002, 1.1614605E-003, 7.7074430E-001, 0.0000000E+000
 4.5250000E+001, 6.7621782E+002, 1.7393027E-001, 1.4922541E-002, 1.1073466E-003, 2.2051290E-003, 3.5550339E-002, 1.1073466E-003, 7.7117703E-001, 0.0000000E+000
 4.5750000E+001, 6.6938696E+002, 1.7467488E-001, 1.4642848E-002, 1.0537693E-003, 2.0794037E-003, 3.4899240E-002, 1.0537693E-003, 7.7159609E-001, 0.0000000E+000
 4.6250000E+001, 6.6264116E+002, 1.7539840E-001, 1.4371343E-002, 1.0006687E-003, 1.9637732E-003, 3.4265276E-002, 1.0006687E-003, 7.7199987E-001, 0.0000000E+000
 4.6750000E+001, 6.5608245E+002, 1.7609116E-001, 1.4111666E-002, 9.4916797E-004, 1.8559212E-003, 3.3657679E-002, 9.4916797E-004, 7.7238524E-001, 0.0000000E+000
 4.7250000E+001, 6.4976071E+002, 1.7674986E-001, 1.3865280E-002, 8.9937187E-004, 1.7552214E-003, 3.3079551E-002, 8.9937187E-004, 7.7275134E-001, 0.0000000E+000
 4.7750000E+001, 6.4361580E+002, 1.7738122E-001, 1.3628462E-002, 8.5239795E-004, 1.6589164E-003, 3.2525421E-002, 8.5239795E-004, 7.7310119E-001, 0.0000000E+000
 4.8250000E+001, 6.3758591E+002, 1.7799364E-001, 1.3396970E-002, 8.0869632E-004, 1.5675760E-003, 3.1987600E-002, 8.0869632E-004, 7.7343682E-001, 0.0000000E+000
 4.8750000E+001, 6.3157511E+002, 1.7859540E-001, 1.3166542E-002, 7.6897956E-004, 1.4803078E-003, 3.1458823E-002, 7.6897956E-004, 7.7376097E-001, 0.0000000E+000
 4.9250000E+001, 6.2556157E+002, 1.7918947E-001, 1.2935817E-002, 7.3316634E-004, 1.3980010E-003, 3.0936229E-002, 7.3316634E-004, 7.7407415E-001, 0.0000000E+000
 4.9750000E+001, 6.1960030E+002, 1.7977152E-001, 1.2707953E-002, 6.9998187E-004, 1.3193835E-003, 3.0423908E-002, 6.9998187E-004, 7.7437727E-001, 0.0000000E+000
 5.0250000E+001, 6.1378078E+002, 1.8033633E-001, 1.2486501E-002, 6.6787919E-004, 1.2457602E-003, 2.9926253E-002, 6.6787919E-004, 7.7466939E-001, 0.0000000E+000
 5.0750000E+001, 6.0804805E+002, 1.8088812E-001, 1.2270037E-002, 6.3624245E-004, 1.1775333E-003, 2.9439342E-002, 6.3624245E-004, 7.7495248E-001, 0.0000000E+000
 5.1250000E+001, 6.0235544E+002, 1.8142836E-001, 1.2056327E-002, 6.0683769E-004, 1.1154641E-003, 2.8961794E-002, 6.0683769E-004, 7.7522438E-001, 0.0000000E+000
 5.1750000E+001, 5.9670881E+002, 1.8195688E-001, 1.1845802E-002, 5.7935139E-004, 1.0585627E-003, 2.8493921E-002, 5.7935139E-004, 7.7548613E-001, 0.0000000E+000
 5.2250000E+001, 5.9117347E+002, 1.8247096E-001, 1.1641064E-002, 5.5228648E-004, 1.0058326E-003, 2.8038317E-002, 5.5228648E-004, 7.7573925E-001, 0.0000000E+000
 5.2750000E+001, 5.8579006E+002, 1.8296825E-001, 1.1443285E-002, 5.2561089E-004, 9.5632776E-004, 2.7597271E-002, 5.2561089E-004, 7.7598364E-001, 0.0000000E+000
 5.3250000E+001, 5.8054926E+002, 1.8345056E-001, 1.1251529E-002, 4.9953501E-004, 9.0947896E-004, 2.7169282E-002, 4.9953501E-004, 7.7622008E-001, 0.0000000E+000
 5.3750000E+001, 5.7550061E+002, 1.8391465E-001, 1.1066511E-002, 4.7504358E-004, 8.6437572E-004, 2.6757493E-002, 4.7504358E-004, 7.7644688E-001, 0.0000000E+000
 5.4250000E+001, 5.7066170E+002, 1.8435871E-001, 1.0889218E-002, 4.5215230E-004, 8.1911298E-004, 2.6363913E-002, 4.5215230E-004, 7.7666474E-001, 0.0000000E+000
 5.4750000E+001, 5.6604644E+002, 1.8478253E-001, 1.0719712E-002, 4.3128644E-004, 7.7023751E-004, 2.5989414E-002, 4.3128644E-004, 7.7687553E-001, 0.0000000E+000
 5.5250000E+001, 5.6156247E+002, 1.8518303E-001, 1.0559329E-002, 4.1191199E-004, 7.2315472E-004, 2.5635717E-002, 4.1191199E-004, 7.7707495E-001, 0.0000000E+000
 5.5750000E+001, 5.5732705E+002, 1.8556144E-001, 1.0407499E-002, 3.9380983E-004, 6.7986996E-004, 2.5301293E-002, 3.9380983E-004, 7.7726227E-001, 0.0000000E+000
 5.6250000E+001, 5.5332925E+002, 1.8591577E-001, 1.0265506E-002, 3.7644530E-004, 6.4126982E-004, 2.4987772E-002, 3.7644530E-004, 7.7743680E-001, 0.0000000E+000
 5.6750000E+001, 5.4953883E+002, 1.8624908E-001, 1.0131659E-002, 3.6021762E-004, 6.0690326E-004, 2.4692474E-002, 3.6021762E-004, 7.7759945E-001, 0.0000000E+000
 5.7250000E+001, 5.4593324E+002, 1.8656297E-001, 1.0005836E-002, 3.4452656E-004, 5.7578243E-004, 2.4414116E-002, 3.4452656E-004, 7.7775224E-001, 0.0000000E+000
 5.7750000E+001, 5.4249847E+002, 1.8685765E-001, 9.8879751E-003, 3.2944986E-004, 5.4693575E-004, 2.4152711E-002, 3.2944986E-004, 7.7789583E-001, 0.0000000E+000
 5.8250000E+001, 5.3916383E+002, 1.8713796E-001, 9.7764783E-003, 3.1436638E-004, 5.1959324E-004, 2.3903993E-002, 3.1436638E-004, 7.7803324E-001, 0.0000000E+000
 5.8750000E+001, 5.3586420E+002, 1.8740985E-001, 9.6688107E-003, 2.9916789E-004, 4.9311929E-004, 2.3662714E-002, 2.9916789E-004, 7.7816717E-001, 0.0000000E+000
 5.9250000E+001, 5.3254842E+002, 1.8767722E-001, 9.5620667E-003, 2.8515606E-004, 4.6787479E-004, 2.3425341E-002, 2.8515606E-004, 7.7829719E-001, 0.0000000E+000
 5.9750000E+001, 5.2928062E+002, 1.8793904E-001, 9.4561492E-003, 2.7298466E-004, 4.4391075E-004, 2.3192816E-002, 2.7298466E-004, 7.7842211E-001, 0.0000000E+000
 6.0250000E+001, 5.2609475E+002, 1.8819560E-001, 9.3518767E-003, 2.6170311E-004, 4.1981596E-004, 2.2965125E-002, 2.6170311E-004, 7.7854418E-001, 0.0000000E+000
 6.0750000E+001, 5.2302409E+002, 1.8844655E-001, 9.2499732E-003, 2.5077106E-004, 3.9434113E-004, 2.2742776E-002, 2.5077106E-004, 7.7866482E-001, 0.0000000E+000
 6.1250000E+001, 5.2005238E+002, 1.8869179E-001, 9.1503961E-003, 2.4021935E-004, 3.6818860E-004, 2.2525736E-002, 2.4021935E-004, 7.7878345E-001, 0.0000000E+000
 6.1750000E+001, 5.1718964E+002, 1.8893057E-001, 9.0543038E-003, 2.2889218E-004, 3.4309107E-004, 2.2314298E-002, 2.2889218E-004, 7.7889995E-001, 0.0000000E+000
 6.2250000E+001, 5.1437789E+002, 1.8916462E-001, 8.9595000E-003, 2.1830137E-004, 3.2038587E-004, 2.2106705E-002, 2.1830137E-004, 7.7901219E-001, 0.0000000E+000
 6.2750000E+001, 5.1164526E+002, 1.8939186E-001, 8.8669726E-003, 2.0843436E-004, 2.9969076E-004, 2.1904908E-002, 2.0843436E-004, 7.7911970E-001, 0.0000000E+000
 6.3250000E+001, 5.0898630E+002, 1.8961212E-001, 8.7783535E-003, 1.9740113E-004, 2.8154928E-004, 2.1708872E-002, 1.9740113E-004, 7.7922431E-001, 0.0000000E+000
 6.3750000E+001, 5.0629586E+002, 1.8983174E-001, 8.6894293E-003, 1.8682873E-004, 2.6552852E-004, 2.1513022E-002, 1.8682873E-004, 7.7932662E-001, 0.0000000E+000
 6.4250000E+001, 5.0359008E+002, 1.9005188E-001, 8.5991086E-003, 1.7739026E-004, 2.5162593E-004, 2.1316350E-002, 1.7739026E-004, 7.7942625E-001, 0.0000000E+000
 6.4750000E+001, 5.0092334E+002, 1.9027082E-001, 8.5083132E-003, 1.6894383E-004, 2.3963054E-004, 2.1120450E-002, 1.6894383E-004, 7.7952290E-001, 0.0000000E+000
 6.5250000E+001, 4.9830752E+002, 1.9048753E-001, 8.4176105E-003, 1.6133423E-004, 2.2979399E-004, 2.0926184E-002, 1.6133423E-004, 7.7961622E-001, 0.0000000E+000
 6.5750000E+001, 4.9570981E+002, 1.9070417E-001, 8.3260566E-003, 1.5452436E-004, 2.2210139E-004, 2.0731603E-002, 1.5452436E-004, 7.7970702E-001, 0.0000000E+000
 6.6250000E+001, 4.9309340E+002, 1.9092224E-001, 8.2325693E-003, 1.4910607E-004, 2.1555191E-004, 2.0535580E-002, 1.4910607E-004, 7.7979584E-001, 0.0000000E+000
 6.6750000E+001, 4.9044206E+002, 1.9114374E-001, 8.1376563E-003, 1.4353809E-004, 2.0901311E-004, 2.0336451E-002, 1.4353809E-004, 7.7988606E-001, 0.0000000E+000
 6.7250000E+001, 4.8781501E+002, 1.9136479E-001, 8.0436358E-003, 1.3725647E-004, 2.0159040E-004, 2.0137864E-002, 1.3725647E-004, 7.7997761E-001, 0.0000000E+000
 6.7750000E+001, 4.8519074E+002, 1.9158656E-001, 7.9497124E-003, 1.3058179E-004, 1.9320774E-004, 1.9938791E-002, 1.3058179E-004, 7.8007056E-001, 0.0000000E+000
 6.8250000E+001, 4.8259516E+002, 1.9180725E-001, 7.8558827E-003, 1.2439777E-004, 1.8459884E-004, 1.9740759E-002, 1.2439777E-004, 7.8016271E-001, 0.0000000E+000
 6.8750000E+001, 4.8004243E+002, 1.9202408E-001, 7.7632073E-003, 1.1894539E-004, 1.7575030E-004, 1.9546307E-002, 1.1894539E-004, 7.8025277E-001, 0.0000000E+000
