cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg
 3.1000000E+001, 1.1239626E+003, 1.1463420E+003, 3.7191696E+000, 1.0685372E+002, 2.3611124E+002, 8.6905580E-001, 7.4610958E-002, 5.5195717E-002, 2.6992787E-002, 1.0968591E-002, 1.2352703E-001, 2.1310095E-002, 6.8581630E-001, 6.4148862E-004
 3.3000000E+001, 1.1080874E+003, 1.1247803E+003, 3.7804239E+000, 1.1682530E+002, 2.5383688E+002, 9.4289689E-001, 8.1308500E-002, 5.4393496E-002, 2.3520686E-002, 8.8690559E-003, 1.1758083E-001, 1.8568963E-002, 6.9438299E-001, 5.5808655E-004
 3.5020000E+001, 1.0889451E+003, 1.0995909E+003, 3.8217770E+000, 1.2695414E+002, 2.7048737E+002, 1.0150436E+000, 8.8004246E-002, 5.3301249E-002, 2.0348365E-002, 7.1307142E-003, 1.1160982E-001, 1.6064498E-002, 7.0235115E-001, 4.8207755E-004
 3.7000000E+001, 1.0889451E+003, 1.0995909E+003, 3.8498249E+000, 1.2695414E+002, 2.7048737E+002, 1.0865023E+000, 8.8004246E-002, 5.3301249E-002, 2.0348365E-002, 7.1307142E-003, 1.1160982E-001, 1.6064498E-002, 7.0235115E-001, 4.8207755E-004
 3.9000000E+001, 1.0670016E+003, 1.0714285E+003, 3.8612578E+000, 1.3691631E+002, 2.8572111E+002, 1.1538484E+000, 9.4760036E-002, 5.1953413E-002, 1.7399872E-002, 5.6876015E-003, 1.0556176E-001, 1.3736741E-002, 7.0988304E-001, 4.1160689E-004
 4.1000000E+001, 1.0155178E+003, 1.0074543E+003, 3.8650834E+000, 1.5282042E+002, 3.0855615E+002, 1.2102857E+000, 1.0812762E-001, 4.8496414E-002, 1.2415560E-002, 3.5693208E-003, 9.3573425E-002, 9.8017582E-003, 7.2328985E-001, 2.9277075E-004
 4.3000000E+001, 1.0155178E+003, 1.0074543E+003, 3.8601059E+000, 1.5282042E+002, 3.0855615E+002, 1.2518024E+000, 1.0812762E-001, 4.8496414E-002, 1.2415560E-002, 3.5693208E-003, 9.3573425E-002, 9.8017582E-003, 7.2328985E-001, 2.9277075E-004
 4.5000000E+001, 9.8727041E+002, 9.7320612E+002, 3.8394828E+000, 1.5756321E+002, 3.1586547E+002, 1.3009823E+000, 1.1457965E-001, 4.6496113E-002, 1.0373744E-002, 2.8087555E-003, 8.7788123E-002, 8.1897977E-003, 7.2915716E-001, 2.4421054E-004
 4.7000000E+001, 9.5785669E+002, 9.3825158E+002, 3.8055041E+000, 1.6002531E+002, 3.1975126E+002, 1.3525472E+000, 1.2086227E-001, 4.4362005E-002, 8.5925529E-003, 2.1977148E-003, 8.2158942E-002, 6.7835944E-003, 7.3454043E-001, 2.0191329E-004
 4.9000000E+001, 9.2770372E+002, 9.0346573E+002, 3.7681302E+000, 1.6097859E+002, 3.2040796E+002, 1.3948879E+000, 1.2685939E-001, 4.2175521E-002, 7.0592643E-003, 1.7113664E-003, 7.6790373E-002, 5.5731034E-003, 7.3941815E-001, 1.6556381E-004
 5.1000000E+001, 8.6752977E+002, 8.3717157E+002, 3.7226431E+000, 1.5935285E+002, 3.1386858E+002, 1.4332750E+000, 1.3781029E-001, 3.7863796E-002, 4.6176393E-003, 1.0208302E-003, 6.6999503E-002, 3.6455047E-003, 7.4777240E-001, 1.0781885E-004
 5.3000000E+001, 8.3863823E+002, 8.0672347E+002, 3.6855129E+000, 1.5692392E+002, 3.0751505E+002, 1.4448088E+000, 1.4261323E-001, 3.5833005E-002, 3.7062962E-003, 7.8620739E-004, 6.2714499E-002, 2.9260233E-003, 7.5120400E-001, 8.6332801E-005
 5.5000000E+001, 8.1072306E+002, 7.7811584E+002, 3.6528609E+000, 1.5340764E+002, 2.9946759E+002, 1.4450891E+000, 1.4700023E-001, 3.3897059E-002, 2.9674114E-003, 6.0454999E-004, 5.8807326E-002, 2.3426932E-003, 7.5420720E-001, 6.8970570E-005
 5.7000000E+001, 8.1072306E+002, 7.7811584E+002, 3.6224475E+000, 1.5340764E+002, 2.9946759E+002, 1.4371745E+000, 1.4700023E-001, 3.3897059E-002, 2.9674114E-003, 6.0454999E-004, 5.8807326E-002, 2.3426932E-003, 7.5420720E-001, 6.8970570E-005
 5.9000000E+001, 7.8392832E+002, 7.5127654E+002, 3.5915331E+000, 1.4901972E+002, 2.9019237E+002, 1.4263058E+000, 1.5100544E-001, 3.2060295E-002, 2.3732269E-003, 4.6400435E-004, 5.5246508E-002, 1.8736002E-003, 7.5683814E-001, 5.5064018E-005
 6.1000000E+001, 7.3420584E+002, 7.0290443E+002, 3.5566899E+000, 1.3835829E+002, 2.6914530E+002, 1.4153020E+000, 1.5802073E-001, 2.8694628E-002, 1.5052548E-003, 2.6868672E-004, 4.9023812E-002, 1.1883590E-003, 7.6121050E-001, 3.4815749E-005
 6.3000000E+001, 7.1036319E+002, 6.8030042E+002, 3.5213009E+000, 1.3268345E+002, 2.5773136E+002, 1.4014855E+000, 1.6121322E-001, 2.7093532E-002, 1.1911843E-003, 2.0287001E-004, 4.6198821E-002, 9.4040864E-004, 7.6309030E-001, 2.7508892E-005
 6.5000000E+001, 7.1036319E+002, 6.8030042E+002, 3.4772916E+000, 1.3268345E+002, 2.5773136E+002, 1.3965326E+000, 1.6121322E-001, 2.7093532E-002, 1.1911843E-003, 2.0287001E-004, 4.6198821E-002, 9.4040864E-004, 7.6309030E-001, 2.7508892E-005
 6.7000000E+001, 6.8751451E+002, 6.5882504E+002, 3.4328174E+000, 1.2713371E+002, 2.4633478E+002, 1.3938835E+000, 1.6419833E-001, 2.5563551E-002, 9.3580625E-004, 1.5245757E-004, 4.3560524E-002, 7.3879441E-004, 7.6479581E-001, 2.1567991E-005
 6.9000000E+001, 6.4661635E+002, 6.2097648E+002, 3.3932785E+000, 1.1598734E+002, 2.2438876E+002, 1.3866187E+000, 1.6933408E-001, 2.2876545E-002, 5.5993188E-004, 8.5757857E-005, 3.9026423E-002, 4.4205148E-004, 7.6764247E-001, 1.2840383E-005
 7.1000000E+001, 6.2803699E+002, 6.0400358E+002, 3.3619112E+000, 1.1063889E+002, 2.1386250E+002, 1.3657813E+000, 1.7158432E-001, 2.1668780E-002, 4.3105497E-004, 6.4326274E-005, 3.7043260E-002, 3.4030655E-004, 7.6884275E-001, 9.8643891E-006
 7.3000000E+001, 6.1083181E+002, 5.8841823E+002, 3.3320872E+000, 1.0524119E+002, 2.0351661E+002, 1.3470018E+000, 1.7363642E-001, 2.0554534E-002, 3.2862495E-004, 4.8035907E-005, 3.5236190E-002, 2.5944075E-004, 7.6991754E-001, 7.5028605E-006
 7.4980000E+001, 6.1083181E+002, 5.8841823E+002, 3.3065586E+000, 1.0524119E+002, 2.0351661E+002, 1.3280623E+000, 1.7363642E-001, 2.0554534E-002, 3.2862495E-004, 4.8035907E-005, 3.5236190E-002, 2.5944075E-004, 7.6991754E-001, 7.5028605E-006
 7.7000000E+001, 5.9454285E+002, 5.7382387E+002, 3.2819754E+000, 1.0005776E+002, 1.9329096E+002, 1.3078090E+000, 1.7554073E-001, 1.9508879E-002, 2.4731205E-004, 3.5647494E-005, 3.3560633E-002, 1.9524636E-004, 7.7089709E-001, 5.6326910E-006
 7.9000000E+001, 5.7895366E+002, 5.5993750E+002, 3.2529320E+000, 9.4816827E+001, 1.8287889E+002, 1.2927632E+000, 1.7733061E-001, 1.8515429E-002, 1.8347643E-004, 2.6199274E-005, 3.1987092E-002, 1.4484981E-004, 7.7180162E-001, 4.1701264E-006
 8.1000000E+001, 5.6410161E+002, 5.4678334E+002, 3.2231713E+000, 8.9793827E+001, 1.7259615E+002, 1.2728116E+000, 1.7901655E-001, 1.7569610E-002, 1.3527931E-004, 1.9150156E-005, 3.0506212E-002, 1.0679946E-004, 7.7263848E-001, 3.0689850E-006
 8.3000000E+001, 5.5023046E+002, 5.3440220E+002, 3.1845928E+000, 8.5090231E+001, 1.6303589E+002, 1.2628447E+000, 1.8058619E-001, 1.6681226E-002, 9.9678767E-005, 1.4052993E-005, 2.9128493E-002, 7.8693764E-005, 7.7340584E-001, 2.2568594E-006
 8.5000000E+001, 5.2575628E+002, 5.1249168E+002, 3.1457835E+000, 7.5613876E+001, 1.4542530E+002, 1.2527157E+000, 1.8333538E-001, 1.5111827E-002, 5.3239941E-005, 7.6160637E-006, 2.6717165E-002, 4.2031532E-005, 7.7472962E-001, 1.2002512E-006
 8.7000000E+001, 5.2575628E+002, 5.1249168E+002, 3.1065233E+000, 7.5613876E+001, 1.4542530E+002, 1.2397522E+000, 1.8333538E-001, 1.5111827E-002, 5.3239941E-005, 7.6160637E-006, 2.6717165E-002, 4.2031532E-005, 7.7472962E-001, 1.2002512E-006
 8.9000000E+001, 5.1520820E+002, 5.0298678E+002, 3.0753448E+000, 7.1125536E+001, 1.3759647E+002, 1.2204500E+000, 1.8450672E-001, 1.4438818E-002, 3.8623146E-005, 5.5916889E-006, 2.5690362E-002, 3.0491957E-005, 7.7528714E-001, 8.6911200E-007
 9.1000000E+001, 5.0555988E+002, 4.9430738E+002, 3.0415776E+000, 6.6936287E+001, 1.3022670E+002, 1.2015047E+000, 1.8556544E-001, 1.3828467E-002, 2.7839462E-005, 4.0977811E-006, 2.4762538E-002, 2.1978523E-005, 7.7578801E-001, 6.2538724E-007
 9.3000000E+001, 4.9675225E+002, 4.8636968E+002, 3.0080046E+000, 6.3037165E+001, 1.2331822E+002, 1.1883698E+000, 1.8652878E-001, 1.3271412E-002, 2.0048334E-005, 2.9947742E-006, 2.3918541E-002, 1.5827632E-005, 7.7624122E-001, 4.4976460E-007
 9.5000000E+001, 4.8104896E+002, 4.7217176E+002, 2.9762830E+000, 5.6529577E+001, 1.1133803E+002, 1.1760933E+000, 1.8822938E-001, 1.2284372E-002, 1.0653703E-005, 1.6200893E-006, 2.2429108E-002, 8.4108182E-006, 7.7703583E-001, 2.3847916E-007
 9.7000000E+001, 4.8104896E+002, 4.7217176E+002, 2.9482785E+000, 5.6529577E+001, 1.1133803E+002, 1.1637783E+000, 1.8822938E-001, 1.2284372E-002, 1.0653703E-005, 1.6200893E-006, 2.2429108E-002, 8.4108182E-006, 7.7703583E-001, 2.3847916E-007
 9.9000000E+001, 4.7399935E+002, 4.6573287E+002, 2.9209849E+000, 5.3776846E+001, 1.0620278E+002, 1.1445438E+000, 1.8898852E-001, 1.1842544E-002, 7.9110833E-006, 1.2075782E-006, 2.1764395E-002, 6.2455921E-006, 7.7738871E-001, 1.7692692E-007
