cm,K,K,cm,K,K,K,K,K,K,K,K,K,K
 2.8500000E+001, 1.2594990E+003, 2.0104838E+002, 1.8982759E+001, 8.5150054E+002, 3.7893042E+002, 6.1292918E+002, 3.2820194E+002, 5.3391852E+002, 2.5033835E+002, 4.8772977E+002, 1.7751985E+002, 4.5852959E+002, 1.2199925E+002
 3.0500000E+001, 1.2577794E+003, 2.0800257E+002, 2.1017241E+001, 7.8118196E+002, 3.7803385E+002, 5.8226805E+002, 3.1475638E+002, 5.1628652E+002, 2.4154271E+002, 4.7337066E+002, 1.6743043E+002, 4.4808930E+002, 1.1670930E+002
 3.2500000E+001, 1.2553723E+003, 2.1437057E+002, 2.3051724E+001, 7.2052039E+002, 3.7699203E+002, 5.5905696E+002, 3.0459189E+002, 5.0183197E+002, 2.3476520E+002, 4.6110584E+002, 1.6089095E+002, 4.3837748E+002, 1.1383564E+002
 3.4500000E+001, 1.2522715E+003, 2.2152003E+002, 2.5086207E+001, 6.6410390E+002, 3.6815538E+002, 5.3941545E+002, 2.9211900E+002, 4.8697680E+002, 2.2407655E+002, 4.4826223E+002, 1.5322583E+002, 4.2957820E+002, 1.1130707E+002
 3.6500000E+001, 1.2489767E+003, 2.2904803E+002, 2.7120690E+001, 6.1926381E+002, 3.5329137E+002, 5.2449176E+002, 2.8207057E+002, 4.7039301E+002, 2.0888174E+002, 4.3706179E+002, 1.4649147E+002, 4.2146693E+002, 1.0741576E+002
 3.8500000E+001, 1.2452073E+003, 2.3564708E+002, 2.9155172E+001, 5.8664256E+002, 3.3956527E+002, 5.1074249E+002, 2.7258007E+002, 4.5522342E+002, 1.9588493E+002, 4.2805952E+002, 1.4256483E+002, 4.1329215E+002, 1.0286171E+002
 4.0500000E+001, 1.2404678E+003, 2.4177702E+002, 3.1189655E+001, 5.5285717E+002, 3.1889189E+002, 4.9578603E+002, 2.6284349E+002, 4.4171136E+002, 1.8473695E+002, 4.1810115E+002, 1.3617774E+002, 4.0449819E+002, 9.8792468E+001
 4.2500000E+001, 1.2344877E+003, 2.4775417E+002, 3.3224138E+001, 5.2247477E+002, 3.0535369E+002, 4.7830580E+002, 2.5026995E+002, 4.3004619E+002, 1.7503086E+002, 4.0657722E+002, 1.2591912E+002, 3.9527489E+002, 9.3406443E+001
 4.4500000E+001, 1.2272289E+003, 2.5359673E+002, 3.5258621E+001, 4.9939187E+002, 2.9308642E+002, 4.6272564E+002, 2.3947029E+002, 4.1851704E+002, 1.6418589E+002, 3.9574684E+002, 1.1635428E+002, 3.8609680E+002, 8.9716163E+001
 4.6500000E+001, 1.2185980E+003, 2.5956806E+002, 3.7293103E+001, 4.8008648E+002, 2.8385957E+002, 4.4594617E+002, 2.2458271E+002, 4.0896797E+002, 1.5749989E+002, 3.8707943E+002, 1.1158618E+002, 3.7787727E+002, 8.6317994E+001
 4.8500000E+001, 1.2082408E+003, 2.6612123E+002, 3.9327586E+001, 4.6510537E+002, 2.7598058E+002, 4.2973910E+002, 2.0775220E+002, 3.9992544E+002, 1.5259935E+002, 3.7868733E+002, 1.0623761E+002, 3.7019156E+002, 8.1318735E+001
 5.0500000E+001, 1.1966847E+003, 2.7314939E+002, 4.1362069E+001, 4.4088758E+002, 2.5108665E+002, 4.1444022E+002, 1.9324744E+002, 3.8949063E+002, 1.4368870E+002, 3.6885456E+002, 9.8498981E+001, 3.6234621E+002, 7.6024289E+001
 5.2500000E+001, 1.1841909E+003, 2.8024513E+002, 4.3396552E+001, 4.1086284E+002, 2.2466045E+002, 3.9772501E+002, 1.7614598E+002, 3.7881289E+002, 1.3658443E+002, 3.5998656E+002, 9.1533639E+001, 3.5511271E+002, 7.1421815E+001
 5.4500000E+001, 1.1709252E+003, 2.8690512E+002, 4.5431034E+001, 3.7861751E+002, 1.8349455E+002, 3.7987762E+002, 1.5570552E+002, 3.6752671E+002, 1.2825736E+002, 3.5192889E+002, 8.5473742E+001, 3.4838036E+002, 6.6169589E+001
 5.6500000E+001, 1.1573601E+003, 2.9299881E+002, 4.7465517E+001, 3.5178326E+002, 1.4212653E+002, 3.6300662E+002, 1.3636789E+002, 3.5800417E+002, 1.1830298E+002, 3.4454203E+002, 7.9299576E+001, 3.4183322E+002, 6.1354531E+001
 5.8500000E+001, 1.1433779E+003, 2.9882548E+002, 4.9500000E+001, 3.3177528E+002, 1.0870088E+002, 3.4894197E+002, 1.2274374E+002, 3.4770402E+002, 1.0579913E+002, 3.3705555E+002, 6.9926182E+001, 3.3536522E+002, 5.5930629E+001
 6.0500000E+001, 1.1289522E+003, 3.0435120E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.2500000E+001, 1.1144436E+003, 3.0926036E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.4500000E+001, 1.0995346E+003, 3.1345647E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.6500000E+001, 1.0839602E+003, 3.1707191E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.8500000E+001, 1.0677506E+003, 3.2028160E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.0500000E+001, 1.0512853E+003, 3.2336837E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.2500000E+001, 1.0350502E+003, 3.2631954E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.4500000E+001, 1.0192332E+003, 3.2879114E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.6500000E+001, 1.0036465E+003, 3.3055830E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.8500000E+001, 9.8802251E+002, 3.3170152E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.0500000E+001, 9.7222400E+002, 3.3228219E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.2500000E+001, 9.5649442E+002, 3.3235913E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.4500000E+001, 9.4081913E+002, 3.3191807E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.6500000E+001, 9.2533927E+002, 3.3109390E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.8500000E+001, 9.1015112E+002, 3.3004210E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.0500000E+001, 8.9535184E+002, 3.2863148E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.2500000E+001, 8.8075040E+002, 3.2666624E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.4500000E+001, 8.6639186E+002, 3.2425037E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.6500000E+001, 8.5234444E+002, 3.2162718E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.8500000E+001, 8.3878535E+002, 3.1886485E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0050000E+002, 8.2568162E+002, 3.1578988E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0250000E+002, 8.1294200E+002, 3.1231962E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0450000E+002, 8.0034027E+002, 3.0867875E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0650000E+002, 7.8774310E+002, 3.0511777E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0850000E+002, 7.7519929E+002, 3.0127143E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1050000E+002, 7.6288384E+002, 2.9712463E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1250000E+002, 7.5082785E+002, 2.9291293E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1450000E+002, 7.3908005E+002, 2.8848466E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1650000E+002, 7.2758999E+002, 2.8391344E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1850000E+002, 7.1644950E+002, 2.7901847E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2050000E+002, 7.0563905E+002, 2.7390495E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2250000E+002, 6.9528629E+002, 2.6874426E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2450000E+002, 6.8536815E+002, 2.6385412E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2650000E+002, 6.7600122E+002, 2.5918576E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2850000E+002, 6.6711144E+002, 2.5465741E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3050000E+002, 6.5856978E+002, 2.5021639E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3250000E+002, 6.5047238E+002, 2.4587050E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3450000E+002, 6.4277272E+002, 2.4145886E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3650000E+002, 6.3556984E+002, 2.3693075E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3850000E+002, 6.2871089E+002, 2.3225928E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4050000E+002, 6.2217285E+002, 2.2743441E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4250000E+002, 6.1565863E+002, 2.2227643E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4450000E+002, 6.0928183E+002, 2.1703205E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4650000E+002, 6.0309671E+002, 2.1203424E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4850000E+002, 5.9705702E+002, 2.0727256E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5050000E+002, 5.9125917E+002, 2.0278129E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5250000E+002, 5.8570889E+002, 1.9842319E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5450000E+002, 5.8038502E+002, 1.9419391E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5650000E+002, 5.7530467E+002, 1.9012651E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5850000E+002, 5.7037947E+002, 1.8621817E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6050000E+002, 5.6570692E+002, 1.8250163E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6250000E+002, 5.6123652E+002, 1.7898791E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6450000E+002, 5.5697513E+002, 1.7550079E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6650000E+002, 5.5286614E+002, 1.7204952E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6850000E+002, 5.4889541E+002, 1.6857601E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7050000E+002, 5.4499974E+002, 1.6514137E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7250000E+002, 5.4125059E+002, 1.6175684E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7450000E+002, 5.3764691E+002, 1.5850795E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7650000E+002, 5.3413073E+002, 1.5539419E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7850000E+002, 5.3061303E+002, 1.5217894E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.8050000E+002, 5.2721715E+002, 1.4894766E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.8250000E+002, 5.2392577E+002, 1.4562442E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.8450000E+002, 5.2077320E+002, 1.4227740E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.8650000E+002, 5.1777179E+002, 1.3899913E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.8850000E+002, 5.1482710E+002, 1.3581320E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.9050000E+002, 5.1193931E+002, 1.3279675E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.9250000E+002, 5.0912321E+002, 1.3003065E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.9450000E+002, 5.0638683E+002, 1.2740639E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.9650000E+002, 5.0368056E+002, 1.2493534E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.9850000E+002, 5.0103717E+002, 1.2246611E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.0050000E+002, 4.9846933E+002, 1.2009969E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.0250000E+002, 4.9601246E+002, 1.1769235E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.0450000E+002, 4.9360406E+002, 1.1558864E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.0650000E+002, 4.9118810E+002, 1.1342232E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.0850000E+002, 4.8869788E+002, 1.1137773E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.1050000E+002, 4.8629585E+002, 1.0943771E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
