cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,cm,kW/m2,kW/m2,cm,kW/m2,cm,kW/m2,cm,K,K,K,K,K,K,K,K,K,K
 1.9000000E+001, 1.2185589E+003, 1.2389800E+003, 3.1000864E+000, 1.5803009E+002, 1.7454571E+002, 5.0646897E-001, 5.1509791E-002, 5.7531231E-002, 3.1863630E-002, 2.5359297E-002, 1.7554326E-001, 3.2849104E-002, 6.2424871E-001, 4.5942515E-004, 5.0000000E+000, 3.8227780E+001, 2.2659856E+001, 2.2881356E+001, 7.9673588E-001, 3.6936908E+001, 4.8222779E-001, 1.4000000E+001, 5.6067078E+002, 3.2854747E+002, 3.3614681E+002, 3.4795842E+002, 3.5467342E+002, 1.2084178E+002, 3.6918663E+001, 3.7609929E+001, 4.4182582E+001, 4.3043800E+001
 2.1000000E+001, 1.2101713E+003, 1.2302286E+003, 3.2705214E+000, 1.7926379E+002, 1.9724483E+002, 5.7551073E-001, 5.8324676E-002, 5.7863933E-002, 2.7705456E-002, 1.9910547E-002, 1.6878064E-001, 2.8562326E-002, 6.3790034E-001, 3.9797654E-004, 6.0000000E+000, 3.8227780E+001, 2.2659856E+001, 2.5423729E+001, 7.7472286E-001, 3.9247104E+001, 4.3792892E-001, 1.6000000E+001, 3.0624182E+002, 2.9796554E+002, 2.9868154E+002, 3.0321783E+002, 3.1059754E+002, 9.8659126E+000, 1.2620337E+001, 1.6047709E+001, 2.0478373E+001, 2.3358545E+001
 2.3000000E+001, 1.1958557E+003, 1.2151917E+003, 3.4121438E+000, 2.0006207E+002, 2.1942578E+002, 6.4505984E-001, 6.5501746E-002, 5.7812007E-002, 2.3625272E-002, 1.5502266E-002, 1.6138666E-001, 2.4355950E-002, 6.5100424E-001, 3.3799157E-004, 7.0000000E+000, 3.4046728E+001, 1.8003476E+001, 2.7966102E+001, 7.6083006E-001, 4.1557389E+001, 3.7622038E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.5000000E+001, 1.1958557E+003, 1.2151917E+003, 3.5250511E+000, 2.0006207E+002, 2.1942578E+002, 7.2096530E-001, 6.5501746E-002, 5.7812007E-002, 2.3625272E-002, 1.5502266E-002, 1.6138666E-001, 2.4355950E-002, 6.5100424E-001, 3.3799157E-004, 8.0000000E+000, 2.6901556E+001, 1.2970582E+001, 3.0508475E+001, 7.4563053E-001, 4.3867750E+001, 3.4416665E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.7000000E+001, 1.1485761E+003, 1.1654050E+003, 3.6108381E+000, 2.3792407E+002, 2.5966413E+002, 8.0567319E-001, 8.0993267E-002, 5.6144172E-002, 1.6255136E-002, 9.1056870E-003, 1.4488570E-001, 1.6757872E-002, 6.7529957E-001, 2.3055948E-004, 9.0000000E+000, 2.6901556E+001, 1.2970582E+001, 3.3050847E+001, 7.1215411E-001, 4.6178175E+001, 2.9918249E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.9000000E+001, 1.1171518E+003, 1.1323486E+003, 3.6719970E+000, 2.5372767E+002, 2.7637395E+002, 8.8737693E-001, 8.9037950E-002, 5.4581578E-002, 1.3113066E-002, 6.8774612E-003, 1.3615082E-001, 1.3518624E-002, 6.8626987E-001, 1.8513862E-004, 1.0000000E+001, 1.9048835E+001, 8.8206873E+000, 3.5593220E+001, 6.9573563E-001, 4.8488654E+001, 2.6162198E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.1000000E+001, 1.0816050E+003, 1.0949557E+003, 3.7116689E+000, 2.6697737E+002, 2.9032609E+002, 9.6492665E-001, 9.7079800E-002, 5.2620756E-002, 1.0382663E-002, 5.1444890E-003, 1.2735716E-001, 1.0703777E-002, 6.9635457E-001, 1.4590859E-004, 1.1000000E+001, 1.9048835E+001, 8.8206873E+000, 3.8135593E+001, 6.7711560E-001, 5.0799181E+001, 2.4176569E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.3000000E+001, 1.0430384E+003, 1.0544238E+003, 3.7279086E+000, 2.7665406E+002, 3.0056063E+002, 1.0456525E+000, 1.0500222E-001, 5.0279078E-002, 8.1304492E-003, 3.8334266E-003, 1.1865875E-001, 8.3819064E-003, 7.0543476E-001, 1.1373370E-004, 1.2000000E+001, 1.2125306E+001, 5.7657409E+000, 4.0677966E+001, 6.5798267E-001, 5.3109749E+001, 2.1335006E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.5020000E+001, 1.0028925E+003, 1.0123462E+003, 3.7295334E+000, 2.8204516E+002, 3.0615195E+002, 1.1228906E+000, 1.1266172E-001, 4.7704712E-002, 6.2876942E-003, 2.8415228E-003, 1.1022841E-001, 6.4821589E-003, 7.1357770E-001, 8.7532057E-005, 1.3000000E+001, 1.2125306E+001, 5.7657409E+000, 4.3220339E+001, 6.1861492E-001, 5.5420353E+001, 1.9807013E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.7000000E+001, 1.0028925E+003, 1.0123462E+003, 3.7178789E+000, 2.8204516E+002, 3.0615195E+002, 1.1872196E+000, 1.1266172E-001, 4.7704712E-002, 6.2876942E-003, 2.8415228E-003, 1.1022841E-001, 6.4821589E-003, 7.1357770E-001, 8.7532057E-005, 1.4000000E+001, 1.2125306E+001, 5.7657409E+000, 4.5762712E+001, 5.9858477E-001, 5.7730989E+001, 1.7617589E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.9000000E+001, 9.6216721E+002, 9.6983408E+002, 3.6996096E+000, 2.8352556E+002, 3.0733835E+002, 1.2336630E+000, 1.2001712E-001, 4.5006575E-002, 4.7631267E-003, 2.0800204E-003, 1.0212021E-001, 4.9104399E-003, 7.2093883E-001, 6.5981217E-005, 1.5000000E+001, 6.7387833E+000, 3.8791199E+000, 4.8305085E+001, 5.7844080E-001, 6.0031662E+001, 1.6422170E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.1000000E+001, 8.8149169E+002, 8.8596846E+002, 3.6725959E+000, 2.7495179E+002, 2.9745287E+002, 1.2669542E+000, 1.3351523E-001, 3.9445067E-002, 2.6407435E-003, 1.0977581E-003, 8.7231972E-002, 2.7224160E-003, 7.3325607E-001, 3.6253146E-005,NaN,NaN,NaN, 5.0847458E+001, 5.5827591E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.3000000E+001, 8.8149169E+002, 8.8596846E+002, 3.6351601E+000, 2.7495179E+002, 2.9745287E+002, 1.2968738E+000, 1.3351523E-001, 3.9445067E-002, 2.6407435E-003, 1.0977581E-003, 8.7231972E-002, 2.7224160E-003, 7.3325607E-001, 3.6253146E-005,NaN,NaN,NaN, 5.3389831E+001, 5.1825857E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.5000000E+001, 8.4365417E+002, 8.4684306E+002, 3.5927754E+000, 2.6680189E+002, 2.8836051E+002, 1.3241128E+000, 1.3945901E-001, 3.6777756E-002, 1.9504058E-003, 7.9578115E-004, 8.0677536E-002, 2.0107276E-003, 7.3826176E-001, 2.6672500E-005,NaN,NaN,NaN, 5.5932203E+001, 4.9859460E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.7000000E+001, 8.0818056E+002, 8.1024682E+002, 3.5470399E+000, 2.5700698E+002, 2.7761126E+002, 1.3422576E+000, 1.4485467E-001, 3.4257043E-002, 1.4353965E-003, 5.7733968E-004, 7.4729131E-002, 1.4797903E-003, 7.4261730E-001, 1.9559237E-005,NaN,NaN,NaN, 5.8474576E+001, 4.7929430E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.9000000E+001, 7.7498708E+002, 7.7609691E+002, 3.5015011E+000, 2.4601146E+002, 2.6564129E+002, 1.3535778E+000, 1.4975047E-001, 3.1896140E-002, 1.0512071E-003, 4.1844928E-004, 6.9333489E-002, 1.0837187E-003, 7.4643040E-001, 1.4278342E-005,NaN,NaN,NaN, 6.1016949E+001, 4.4204754E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.1000000E+001, 7.1584983E+002, 7.1571282E+002, 3.4525002E+000, 2.2292252E+002, 2.4067017E+002, 1.3637112E+000, 1.5813799E-001, 2.7706774E-002, 5.5681438E-004, 2.1827358E-004, 6.0094253E-002, 5.7403544E-004, 7.5269272E-001, 7.5164324E-006,NaN,NaN,NaN, 6.3559322E+001, 4.2415135E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.3000000E+001, 6.9029118E+002, 6.8976067E+002, 3.4075776E+000, 2.1205969E+002, 2.2890584E+002, 1.3671773E+000, 1.6163295E-001, 2.5913412E-002, 4.0495325E-004, 1.5783165E-004, 5.6246127E-002, 4.1747758E-004, 7.5521334E-001, 5.4513926E-006,NaN,NaN,NaN, 6.6101695E+001, 4.0676421E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.5000000E+001, 6.6675300E+002, 6.6593592E+002, 3.3667146E+000, 2.0144535E+002, 2.1741741E+002, 1.3653920E+000, 1.6478609E-001, 2.4272037E-002, 2.9455866E-004, 1.1416565E-004, 5.2775299E-002, 3.0366873E-004, 7.5744406E-001, 3.9551118E-006,NaN,NaN,NaN, 6.8644068E+001, 3.8990657E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.7000000E+001, 6.6675300E+002, 6.6593592E+002, 3.3311535E+000, 2.0144535E+002, 2.1741741E+002, 1.3613855E+000, 1.6478609E-001, 2.4272037E-002, 2.9455866E-004, 1.1416565E-004, 5.2775299E-002, 3.0366873E-004, 7.5744406E-001, 3.9551118E-006,NaN,NaN,NaN, 7.1186441E+001, 3.5787396E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.9000000E+001, 6.4489714E+002, 6.4390587E+002, 3.2963329E+000, 1.9103481E+002, 2.0612203E+002, 1.3521629E+000, 1.6765689E-001, 2.2760062E-002, 2.1401523E-004, 8.2689385E-005, 4.9615940E-002, 2.2063426E-004, 7.5944242E-001, 2.8666760E-006,NaN,NaN,NaN, 7.3728814E+001, 3.4272089E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.1000000E+001, 6.0508374E+002, 6.0388598E+002, 3.2607490E+000, 1.7155689E+002, 1.8499798E+002, 1.3407389E+000, 1.7276811E-001, 2.0030887E-002, 1.1298146E-004, 4.3671522E-005, 4.3992531E-002, 1.1647574E-004, 7.6293146E-001, 1.5068603E-006,NaN,NaN,NaN, 7.6271186E+001, 3.2761195E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.3000000E+001, 5.8702188E+002, 5.8576093E+002, 3.2229117E+000, 1.6233869E+002, 1.7501300E+002, 1.3231158E+000, 1.7504895E-001, 1.8801133E-002, 8.1431888E-005, 3.1610621E-005, 4.1483657E-002, 8.3950400E-005, 7.6446647E-001, 1.0836132E-006,NaN,NaN,NaN, 7.8813559E+001, 3.1359901E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.5000000E+001, 5.8702188E+002, 5.8576093E+002, 3.1823036E+000, 1.6233869E+002, 1.7501300E+002, 1.3073513E+000, 1.7504895E-001, 1.8801133E-002, 8.1431888E-005, 3.1610621E-005, 4.1483657E-002, 8.3950400E-005, 7.6446647E-001, 1.0836132E-006,NaN,NaN,NaN, 8.1355932E+001, 2.8717798E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.7000000E+001, 5.7022761E+002, 5.6890707E+002, 3.1410041E+000, 1.5340650E+002, 1.6534209E+002, 1.2914225E+000, 1.7714715E-001, 1.7664587E-002, 5.8415695E-005, 2.2824447E-005, 3.9175931E-002, 6.0222366E-005, 7.6586887E-001, 7.7566307E-007,NaN,NaN,NaN, 8.3898305E+001, 2.7474071E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.9000000E+001, 5.4119731E+002, 5.3987264E+002, 3.1050890E+000, 1.3629629E+002, 1.4703494E+002, 1.2707542E+000, 1.8071113E-001, 1.5724749E-002, 2.9944993E-005, 1.1899195E-005, 3.5256493E-002, 3.0871127E-005, 7.6823388E-001, 3.9625426E-007,NaN,NaN,NaN, 8.6440678E+001, 2.6280651E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.1000000E+001, 5.2892088E+002, 5.2764108E+002, 3.0715964E+000, 1.2851279E+002, 1.3877177E+002, 1.2450259E+000, 1.8219267E-001, 1.4915218E-002, 2.1711413E-005, 8.6860438E-006, 3.3627365E-002, 2.2382900E-005, 7.6921123E-001, 2.8694781E-007,NaN,NaN,NaN, 8.8983051E+001, 2.5136919E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.3000000E+001, 5.1787299E+002, 5.1664820E+002, 3.0409237E+000, 1.2128213E+002, 1.3111070E+002, 1.2209343E+000, 1.8351697E-001, 1.4190211E-002, 1.5935578E-005, 6.4084751E-006, 3.2171198E-002, 1.6428431E-005, 7.7008230E-001, 2.1039927E-007,NaN,NaN,NaN, 9.1525424E+001, 2.2994511E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.4980000E+001, 5.1787299E+002, 5.1664820E+002, 3.0099499E+000, 1.2128213E+002, 1.3111070E+002, 1.1964329E+000, 1.8351697E-001, 1.4190211E-002, 1.5935578E-005, 6.4084751E-006, 3.2171198E-002, 1.6428431E-005, 7.7008230E-001, 2.1039927E-007,NaN,NaN,NaN, 9.4067797E+001, 2.1993001E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.7000000E+001, 5.0776054E+002, 5.0660498E+002, 2.9802123E+000, 1.1471761E+002, 1.2411654E+002, 1.1749862E+000, 1.8471618E-001, 1.3532741E-002, 1.1787102E-005, 4.7653432E-006, 3.0852625E-002, 1.2151652E-005, 7.7086935E-001, 1.5549190E-007,NaN,NaN,NaN, 9.6610169E+001, 2.1036049E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.9000000E+001, 4.9825387E+002, 4.9718606E+002, 2.9514926E+000, 1.0852845E+002, 1.1747308E+002, 1.1540894E+000, 1.8582983E-001, 1.2921524E-002, 8.6815769E-006, 3.5234124E-006, 2.9628158E-002, 8.9500793E-006, 7.7159904E-001, 1.1443620E-007,NaN,NaN,NaN, 9.9152542E+001, 1.9250439E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.1000000E+001, 4.8919304E+002, 4.8822427E+002, 2.9231347E+000, 1.0276353E+002, 1.1132965E+002, 1.1317219E+000, 1.8688302E-001, 1.2342931E-002, 6.3814077E-006, 2.6003508E-006, 2.8470192E-002, 6.5787708E-006, 7.7228808E-001, 8.4054625E-008,NaN,NaN,NaN, 1.0169492E+002, 1.8418915E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.3000000E+001, 4.8058893E+002, 4.7970646E+002, 2.8951522E+000, 9.7596843E+001, 1.0584150E+002, 1.1131749E+000, 1.8787410E-001, 1.1798034E-002, 4.7008880E-006, 1.9222546E-006, 2.7380533E-002, 4.8462762E-006, 7.7293571E-001, 6.1879911E-008,NaN,NaN,NaN, 1.0423729E+002, 1.7625849E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.5000000E+001, 4.6488839E+002, 4.6406996E+002, 2.8646841E+000, 8.8693989E+001, 9.6370506E+001, 1.0962445E+000, 1.8967569E-001, 1.0806710E-002, 2.5663608E-006, 1.0581154E-006, 2.5399781E-002, 2.6457328E-006, 7.7411146E-001, 3.3742667E-008,NaN,NaN,NaN, 1.0677966E+002, 1.6868492E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.7000000E+001, 4.6488839E+002, 4.6406996E+002, 2.8324775E+000, 8.8693989E+001, 9.6370506E+001, 1.0870369E+000, 1.8967569E-001, 1.0806710E-002, 2.5663608E-006, 1.0581154E-006, 2.5399781E-002, 2.6457328E-006, 7.7411146E-001, 3.3742667E-008,NaN,NaN,NaN, 1.0932203E+002, 1.5446338E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.9000000E+001, 4.5786498E+002, 4.5705439E+002, 2.8025520E+000, 8.4719090E+001, 9.2164528E+001, 1.0779451E+000, 1.9047496E-001, 1.0366653E-002, 1.9116212E-006, 7.9118729E-007, 2.4521033E-002, 1.9707435E-006, 7.7463262E-001, 2.5120475E-008,NaN,NaN,NaN, 1.1186441E+002, 1.4778811E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.1000000E+001, 4.5140139E+002, 4.5061735E+002, 2.7774336E+000, 8.0864409E+001, 8.8091918E+001, 1.0633405E+000, 1.9120361E-001, 9.9653775E-003, 1.4293225E-006, 5.9331032E-007, 2.3719933E-002, 1.4735284E-006, 7.7510753E-001, 1.8772732E-008,NaN,NaN,NaN, 1.1440678E+002, 1.4147346E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.3000000E+001, 4.4553337E+002, 4.4479343E+002, 2.7521149E+000, 7.7054760E+001, 8.4084173E+001, 1.0503686E+000, 1.9186414E-001, 9.6015506E-003, 1.0693126E-006, 4.4510572E-007, 2.2993733E-002, 1.1023842E-006, 7.7553792E-001, 1.4036649E-008,NaN,NaN,NaN, 1.1694915E+002, 1.3432988E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.5000000E+001, 4.3484746E+002, 4.3421449E+002, 2.7250354E+000, 6.9828153E+001, 7.6385410E+001, 1.0424832E+000, 1.9306132E-001, 8.9419694E-003, 6.0068303E-007, 2.5114918E-007, 2.1677535E-002, 6.1926085E-007, 7.7631768E-001, 7.8764822E-009,NaN,NaN,NaN, 1.1949153E+002, 1.2240518E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.7000000E+001, 4.3484746E+002, 4.3421449E+002, 2.6985090E+000, 6.9828153E+001, 7.6385410E+001, 1.0337916E+000, 1.9306132E-001, 8.9419694E-003, 6.0068303E-007, 2.5114918E-007, 2.1677535E-002, 6.1926085E-007, 7.7631768E-001, 7.8764822E-009,NaN,NaN,NaN, 1.2203390E+002, 1.1689453E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.9000000E+001, 4.2969466E+002, 4.2912403E+002, 2.6725823E+000, 6.6784588E+001, 7.3052320E+001, 1.0210227E+000, 1.9363295E-001, 8.6269650E-003, 4.5048405E-007, 1.8883296E-007, 2.1049074E-002, 4.6441655E-007, 7.7668989E-001, 5.9043842E-009,NaN,NaN,NaN, 1.2457627E+002, 1.1163639E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2711864E+002, 1.0179563E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2966102E+002, 9.7181838E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3220339E+002, 9.2750544E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
