cm,K,K,cm,K,K,K,K,K,K,K,K,K,K
 2.6500000E+001, 1.2969954E+003, 2.5385724E+002, 1.6500000E+001, 9.9891880E+002, 3.9003717E+002, 6.3173331E+002, 3.2365097E+002, 5.3423921E+002, 2.2827853E+002, 4.8790754E+002, 1.5087479E+002, 4.5057497E+002, 1.0610683E+002
 2.7500000E+001, 1.3000603E+003, 2.5429748E+002, 1.7500000E+001, 9.6675010E+002, 3.9066042E+002, 6.0918763E+002, 3.1718684E+002, 5.2088559E+002, 2.2138086E+002, 4.7894154E+002, 1.4607539E+002, 4.4485718E+002, 1.0253791E+002
 2.8500000E+001, 1.3013702E+003, 2.5515073E+002, 1.8500000E+001, 9.4323892E+002, 3.9909432E+002, 5.8947816E+002, 3.0996176E+002, 5.0922448E+002, 2.1554357E+002, 4.6961318E+002, 1.4054912E+002, 4.3954990E+002, 1.0059054E+002
 2.9500000E+001, 1.2999592E+003, 2.5776239E+002, 1.9500000E+001, 9.2184945E+002, 4.0642471E+002, 5.7219055E+002, 3.0068602E+002, 4.9770009E+002, 2.0934950E+002, 4.6077548E+002, 1.3461264E+002, 4.3437640E+002, 9.9050723E+001
 3.0500000E+001, 1.2969872E+003, 2.6271390E+002, 2.0500000E+001, 8.9214536E+002, 4.0681198E+002, 5.5654074E+002, 2.9166859E+002, 4.8732479E+002, 2.0146100E+002, 4.5173892E+002, 1.2881946E+002, 4.2916135E+002, 9.7267567E+001
 3.1500000E+001, 1.2935096E+003, 2.6919652E+002, 2.1500000E+001, 8.5738277E+002, 4.0396045E+002, 5.4314682E+002, 2.8444705E+002, 4.7790220E+002, 1.9568638E+002, 4.4350598E+002, 1.2497120E+002, 4.2464497E+002, 9.6552712E+001
 3.2500000E+001, 1.2897914E+003, 2.7513155E+002, 2.2500000E+001, 8.2249512E+002, 4.0102438E+002, 5.3138563E+002, 2.7806988E+002, 4.6805850E+002, 1.8904641E+002, 4.3666206E+002, 1.2114901E+002, 4.2024318E+002, 9.5667747E+001
 3.3500000E+001, 1.2856639E+003, 2.8017876E+002, 2.3500000E+001, 7.9349503E+002, 4.0685555E+002, 5.1855530E+002, 2.7037426E+002, 4.5780815E+002, 1.8334027E+002, 4.2949835E+002, 1.1777542E+002, 4.1547514E+002, 9.3514562E+001
 3.4500000E+001, 1.2815437E+003, 2.8548620E+002, 2.4500000E+001, 7.6701182E+002, 4.0992079E+002, 5.0666715E+002, 2.6315179E+002, 4.4844245E+002, 1.7802082E+002, 4.2211952E+002, 1.1524891E+002, 4.1046553E+002, 9.0745694E+001
 3.5500000E+001, 1.2779143E+003, 2.9022137E+002, 2.5500000E+001, 7.4063723E+002, 4.0379927E+002, 4.9707966E+002, 2.5768382E+002, 4.4042756E+002, 1.7119831E+002, 4.1480420E+002, 1.1236542E+002, 4.0490148E+002, 8.7238654E+001
 3.6500000E+001, 1.2743637E+003, 2.9444384E+002, 2.6500000E+001, 7.1928742E+002, 3.9943580E+002, 4.8916416E+002, 2.5484606E+002, 4.3160549E+002, 1.6084000E+002, 4.0762712E+002, 1.0923498E+002, 3.9955231E+002, 8.3695773E+001
 3.7500000E+001, 1.2706370E+003, 2.9824873E+002, 2.7500000E+001, 7.0044213E+002, 3.9734709E+002, 4.8175699E+002, 2.4970235E+002, 4.2249255E+002, 1.5156538E+002, 4.0120215E+002, 1.0633022E+002, 3.9456715E+002, 8.0777132E+001
 3.8500000E+001, 1.2661030E+003, 3.0177840E+002, 2.8500000E+001, 6.8006264E+002, 3.9208922E+002, 4.7350459E+002, 2.4343247E+002, 4.1460633E+002, 1.4475314E+002, 3.9538335E+002, 1.0360383E+002, 3.9001411E+002, 7.8699909E+001
 3.9500000E+001, 1.2610970E+003, 3.0523497E+002, 2.9500000E+001, 6.5936130E+002, 3.8269728E+002, 4.6592071E+002, 2.3822170E+002, 4.0794787E+002, 1.4026306E+002, 3.9040406E+002, 1.0153491E+002, 3.8563331E+002, 7.6427041E+001
 4.0500000E+001, 1.2556604E+003, 3.0865624E+002, 3.0500000E+001, 6.4368064E+002, 3.7866907E+002, 4.5735840E+002, 2.3084580E+002, 4.0212676E+002, 1.3741633E+002, 3.8611467E+002, 9.9498664E+001, 3.8140786E+002, 7.4128064E+001
 4.1500000E+001, 1.2494938E+003, 3.1202317E+002, 3.1500000E+001, 6.2826492E+002, 3.7292911E+002, 4.4853339E+002, 2.2368307E+002, 3.9702532E+002, 1.3565752E+002, 3.8145335E+002, 9.7187699E+001, 3.7729377E+002, 7.2437513E+001
 4.2500000E+001, 1.2429358E+003, 3.1541317E+002, 3.2500000E+001, 6.1548474E+002, 3.7213113E+002, 4.4237269E+002, 2.2017278E+002, 3.9210687E+002, 1.3415203E+002, 3.7635781E+002, 9.3759117E+001, 3.7324908E+002, 7.0932158E+001
 4.3500000E+001, 1.2362248E+003, 3.1892554E+002, 3.3500000E+001, 6.0177390E+002, 3.7158927E+002, 4.3695410E+002, 2.1486623E+002, 3.8674448E+002, 1.3170050E+002, 3.7169835E+002, 9.0174920E+001, 3.6959293E+002, 6.9252411E+001
 4.4500000E+001, 1.2289892E+003, 3.2254912E+002, 3.4500000E+001, 5.8852390E+002, 3.7063629E+002, 4.2964640E+002, 2.0681854E+002, 3.8150674E+002, 1.2733419E+002, 3.6711615E+002, 8.5193070E+001, 3.6562765E+002, 6.7040431E+001
 4.5500000E+001, 1.2214807E+003, 3.2572650E+002, 3.5500000E+001, 5.7619856E+002, 3.7270290E+002, 4.2061481E+002, 1.9650162E+002, 3.7649224E+002, 1.2195473E+002, 3.6284930E+002, 8.0748322E+001, 3.6174603E+002, 6.5330789E+001
 4.6500000E+001, 1.2137699E+003, 3.2823646E+002, 3.6500000E+001, 5.6272265E+002, 3.6986319E+002, 4.1263674E+002, 1.8634461E+002, 3.7204596E+002, 1.1718693E+002, 3.5928833E+002, 7.8509393E+001, 3.5770587E+002, 6.3847263E+001
 4.7500000E+001, 1.2058824E+003, 3.3044488E+002, 3.7500000E+001, 5.4732165E+002, 3.6134509E+002, 4.0642909E+002, 1.7855526E+002, 3.6768276E+002, 1.1272603E+002, 3.5588728E+002, 7.6729506E+001, 3.5408692E+002, 6.2758391E+001
 4.8500000E+001, 1.1979854E+003, 3.3252137E+002, 3.8500000E+001, 5.3144432E+002, 3.5249020E+002, 3.9980735E+002, 1.7185183E+002, 3.6325547E+002, 1.0801053E+002, 3.5236990E+002, 7.5347351E+001, 3.5084511E+002, 6.1314062E+001
 4.9500000E+001, 1.1901877E+003, 3.3462702E+002, 3.9500000E+001, 5.1366728E+002, 3.4074486E+002, 3.9240442E+002, 1.6322783E+002, 3.5926030E+002, 1.0357366E+002, 3.4848815E+002, 7.2048419E+001, 3.4809083E+002, 6.0202129E+001
 5.0500000E+001, 1.1825270E+003, 3.3671390E+002, 4.0500000E+001, 4.9911267E+002, 3.3572124E+002, 3.8568832E+002, 1.5763243E+002, 3.5558436E+002, 9.9650848E+001, 3.4528653E+002, 6.8589298E+001, 3.4539430E+002, 5.9004390E+001
 5.1500000E+001, 1.1751907E+003, 3.3861173E+002, 4.1500000E+001, 4.8257765E+002, 3.2604348E+002, 3.8003418E+002, 1.5326552E+002, 3.5128440E+002, 9.4480955E+001, 3.4238085E+002, 6.5270491E+001, 3.4274750E+002, 5.7576562E+001
 5.2500000E+001, 1.1678870E+003, 3.4015249E+002, 4.2500000E+001, 4.6316558E+002, 3.1238364E+002, 3.7529842E+002, 1.4853021E+002, 3.4640530E+002, 8.9322394E+001, 3.3933992E+002, 6.2445826E+001, 3.3998269E+002, 5.5894220E+001
 5.3500000E+001, 1.1604904E+003, 3.4159822E+002, 4.3500000E+001, 4.4699451E+002, 2.9781608E+002, 3.7104946E+002, 1.4458764E+002, 3.4210951E+002, 8.4799411E+001, 3.3628893E+002, 6.0519008E+001, 3.3739855E+002, 5.3545002E+001
 5.4500000E+001, 1.1528802E+003, 3.4296687E+002, 4.4500000E+001, 4.2689961E+002, 2.7160101E+002, 3.6680620E+002, 1.4097648E+002, 3.3899056E+002, 8.1483040E+001, 3.3346536E+002, 5.8484798E+001, 3.3456490E+002, 5.1096895E+001
 5.5500000E+001, 1.1450863E+003, 3.4419993E+002, 4.5500000E+001, 4.0322510E+002, 2.4604791E+002, 3.6239440E+002, 1.3811021E+002, 3.3607885E+002, 7.8185836E+001, 3.3067241E+002, 5.6739883E+001, 3.3191262E+002, 4.8751325E+001
 5.6500000E+001, 1.1374105E+003, 3.4518626E+002, 4.6500000E+001, 3.7986066E+002, 2.1436678E+002, 3.5712005E+002, 1.3296155E+002, 3.3311017E+002, 7.5012332E+001, 3.2842177E+002, 5.6092379E+001, 3.2904837E+002, 4.5619343E+001
 5.7500000E+001, 1.1297146E+003, 3.4593608E+002, 4.7500000E+001, 3.6114948E+002, 1.8521159E+002, 3.5184377E+002, 1.2719745E+002, 3.3075454E+002, 7.2021813E+001, 3.2613659E+002, 5.5150497E+001, 3.2600164E+002, 4.2223997E+001
 5.8500000E+001, 1.1218016E+003, 3.4662397E+002, 4.8500000E+001, 3.4281815E+002, 1.4769545E+002, 3.4677685E+002, 1.2152829E+002, 3.2800592E+002, 6.7934227E+001, 3.2401852E+002, 5.4598060E+001, 3.2325948E+002, 3.9904407E+001
 5.9500000E+001, 1.1137208E+003, 3.4739290E+002, 4.9500000E+001, 3.2667293E+002, 1.0474187E+002, 3.4282891E+002, 1.1635085E+002, 3.2490111E+002, 6.4195792E+001, 3.2153740E+002, 5.3210949E+001, 3.2067542E+002, 3.7474051E+001
 6.0500000E+001, 1.1053244E+003, 3.4815163E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.1500000E+001, 1.0967823E+003, 3.4907786E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.2500000E+001, 1.0881313E+003, 3.5018353E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.3500000E+001, 1.0794456E+003, 3.5139896E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.4500000E+001, 1.0708027E+003, 3.5252557E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.5500000E+001, 1.0620890E+003, 3.5347981E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.6500000E+001, 1.0533336E+003, 3.5400800E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.7500000E+001, 1.0443620E+003, 3.5425359E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.8500000E+001, 1.0351671E+003, 3.5461382E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.9500000E+001, 1.0257523E+003, 3.5504351E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.0500000E+001, 1.0162149E+003, 3.5543297E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.1500000E+001, 1.0068442E+003, 3.5582969E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.2500000E+001, 9.9769867E+002, 3.5603825E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.3500000E+001, 9.8870397E+002, 3.5592436E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.4500000E+001, 9.7982458E+002, 3.5541502E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.5500000E+001, 9.7096114E+002, 3.5468471E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.6500000E+001, 9.6206237E+002, 3.5384272E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.7500000E+001, 9.5314807E+002, 3.5294365E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.8500000E+001, 9.4436618E+002, 3.5196561E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.9500000E+001, 9.3577048E+002, 3.5082795E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.0500000E+001, 9.2719546E+002, 3.4953869E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.1500000E+001, 9.1856427E+002, 3.4813993E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.2500000E+001, 9.0993521E+002, 3.4667178E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.3500000E+001, 9.0141691E+002, 3.4532217E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.4500000E+001, 8.9313672E+002, 3.4405180E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.5500000E+001, 8.8507630E+002, 3.4279019E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.6500000E+001, 8.7713409E+002, 3.4157679E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.7500000E+001, 8.6930959E+002, 3.4048251E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.8500000E+001, 8.6159940E+002, 3.3935728E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.9500000E+001, 8.5399463E+002, 3.3809643E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.0500000E+001, 8.4648116E+002, 3.3662865E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.1500000E+001, 8.3891452E+002, 3.3493299E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.2500000E+001, 8.3130118E+002, 3.3311954E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.3500000E+001, 8.2378188E+002, 3.3132628E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.4500000E+001, 8.1646148E+002, 3.2947989E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.5500000E+001, 8.0928437E+002, 3.2749352E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.6500000E+001, 8.0221483E+002, 3.2526729E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.7500000E+001, 7.9518207E+002, 3.2259562E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.8500000E+001, 7.8819777E+002, 3.1955752E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.9500000E+001, 7.8132520E+002, 3.1643711E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0050000E+002, 7.7458966E+002, 3.1334963E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0150000E+002, 7.6807723E+002, 3.1023242E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0250000E+002, 7.6178478E+002, 3.0703328E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0350000E+002, 7.5569753E+002, 3.0378461E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0450000E+002, 7.4978655E+002, 3.0057271E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0550000E+002, 7.4409274E+002, 2.9743075E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0650000E+002, 7.3856647E+002, 2.9429025E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0750000E+002, 7.3314413E+002, 2.9117643E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0850000E+002, 7.2778417E+002, 2.8809982E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0950000E+002, 7.2244958E+002, 2.8503496E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1050000E+002, 7.1718851E+002, 2.8199278E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1150000E+002, 7.1202488E+002, 2.7906326E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1250000E+002, 7.0712531E+002, 2.7629203E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1350000E+002, 7.0251504E+002, 2.7360658E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1450000E+002, 6.9813820E+002, 2.7088306E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1550000E+002, 6.9379910E+002, 2.6795577E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1650000E+002, 6.8937030E+002, 2.6473874E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1750000E+002, 6.8476490E+002, 2.6132509E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1850000E+002, 6.8012934E+002, 2.5801282E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1950000E+002, 6.7559893E+002, 2.5496347E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2050000E+002, 6.7116978E+002, 2.5212127E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2150000E+002, 6.6684594E+002, 2.4939064E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2250000E+002, 6.6259971E+002, 2.4673540E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2350000E+002, 6.5841463E+002, 2.4414083E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2450000E+002, 6.5424665E+002, 2.4150349E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2550000E+002, 6.5003936E+002, 2.3873850E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2650000E+002, 6.4578908E+002, 2.3588119E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2750000E+002, 6.4152755E+002, 2.3294589E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2850000E+002, 6.3735753E+002, 2.2995271E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2950000E+002, 6.3344679E+002, 2.2709175E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3050000E+002, 6.2972857E+002, 2.2441020E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3150000E+002, 6.2610351E+002, 2.2186187E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3250000E+002, 6.2253791E+002, 2.1927699E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
