cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,cm,kW/m2,kW/m2,cm,kW/m2,cm,kW/m2,cm,K,K,K,K,K,K,K,K,K,K
 1.9000000E+001, 1.1556151E+003, 1.1576311E+003, 2.6604801E+000, 2.7091190E+002, 3.3702386E+002, 7.9785293E-001, 4.7518396E-002, 5.7483380E-002, 2.7943819E-002, 1.3809657E-001, 1.4562394E-001, 2.7943819E-002, 5.5539008E-001, 0.0000000E+000, 5.0000000E+000, 2.3324647E+001, 2.1944507E+001, 2.2881356E+001, 1.1205201E+000, 3.6932576E+001, 8.5692262E-001, 1.4000000E+001, 3.0536515E+002, 3.9203518E+002, 3.7322691E+002, 3.7979666E+002, 3.8540870E+002, 8.0718415E+000, 1.0371315E+002, 7.9962780E+001, 8.9407966E+001, 8.4029437E+001
 2.1000000E+001, 1.1599145E+003, 1.1586144E+003, 2.8165793E+000, 2.8195390E+002, 3.5558223E+002, 8.9778035E-001, 5.4793657E-002, 5.7099983E-002, 2.6279385E-002, 1.1479431E-001, 1.4330049E-001, 2.6279385E-002, 5.7745278E-001, 0.0000000E+000, 6.0000000E+000, 2.3784743E+001, 2.2125403E+001, 2.5423729E+001, 1.1139955E+000, 3.9247104E+001, 7.3408195E-001, 1.6000000E+001, 2.9582330E+002, 3.4481765E+002, 3.3016705E+002, 3.3663189E+002, 3.4199586E+002, 3.7472961E-001, 7.9903454E+001, 5.7137829E+001, 6.3832332E+001, 5.5449488E+001
 2.3000000E+001, 1.1590909E+003, 1.1544210E+003, 2.9486101E+000, 2.9565918E+002, 3.7518405E+002, 9.8603188E-001, 6.2233123E-002, 5.6393569E-002, 2.4428635E-002, 9.4418068E-002, 1.4013711E-001, 2.4428635E-002, 5.9796086E-001, 0.0000000E+000, 7.0000000E+000, 2.4502633E+001, 2.2148803E+001, 2.7966102E+001, 1.1196103E+000, 4.1557389E+001, 6.5618481E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.5000000E+001, 1.1510562E+003, 1.1421817E+003, 3.0593493E+000, 3.0963738E+002, 3.9509314E+002, 1.0564215E+000, 7.0007962E-002, 5.5272036E-002, 2.2318189E-002, 7.7307004E-002, 1.3587613E-001, 2.2318189E-002, 6.1690049E-001, 0.0000000E+000, 8.0000000E+000, 2.6650531E+001, 2.1867754E+001, 3.0508475E+001, 1.1120044E+000, 4.3867750E+001, 5.8921336E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.7000000E+001, 1.1348985E+003, 1.1213748E+003, 3.1397113E+000, 3.2391579E+002, 4.1384036E+002, 1.1246811E+000, 7.8108891E-002, 5.3704811E-002, 2.0061912E-002, 6.3213755E-002, 1.3057030E-001, 2.0061912E-002, 6.3427842E-001, 0.0000000E+000, 9.0000000E+000, 2.7870931E+001, 2.1275320E+001, 3.3050847E+001, 1.0896284E+000, 4.6178175E+001, 5.2506754E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.9000000E+001, 1.1127851E+003, 1.0952335E+003, 3.2047625E+000, 3.3585817E+002, 4.2766181E+002, 1.1749731E+000, 8.6193021E-002, 5.1809002E-002, 1.7879568E-002, 5.1687257E-002, 1.2467255E-001, 1.7879568E-002, 6.4987903E-001, 0.0000000E+000, 1.0000000E+001, 2.8309731E+001, 2.0285663E+001, 3.5593220E+001, 1.0632871E+000, 4.8488654E+001, 4.7531806E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.1000000E+001, 1.0872847E+003, 1.0660180E+003, 3.2519564E+000, 3.4649602E+002, 4.3895040E+002, 1.2197375E+000, 9.4056823E-002, 4.9697757E-002, 1.5944885E-002, 4.1869961E-002, 1.1858389E-001, 1.5944885E-002, 6.6390180E-001, 0.0000000E+000, 1.1000000E+001, 2.8080652E+001, 1.9671816E+001, 3.8135593E+001, 1.0363737E+000, 5.0799181E+001, 4.3165779E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.3000000E+001, 1.0622071E+003, 1.0381901E+003, 3.2897210E+000, 3.5460371E+002, 4.4674605E+002, 1.2443062E+000, 1.0112281E-001, 4.7784637E-002, 1.4079354E-002, 3.3809487E-002, 1.1295207E-001, 1.4079354E-002, 6.7617229E-001, 0.0000000E+000, 1.2000000E+001, 2.6639779E+001, 1.8277283E+001, 4.0677966E+001, 1.0193051E+000, 5.3109749E+001, 3.8901024E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.5000000E+001, 1.0434363E+003, 1.0176597E+003, 3.3160526E+000, 3.5882537E+002, 4.5064970E+002, 1.2576819E+000, 1.0606101E-001, 4.6400455E-002, 1.2802974E-002, 2.8451198E-002, 1.0894817E-001, 1.2802974E-002, 6.8453322E-001, 0.0000000E+000, 1.3000000E+001, 2.2937184E+001, 1.5919974E+001, 4.3220339E+001, 9.9823125E-001, 5.5420353E+001, 3.5539660E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.7000000E+001, 1.0081455E+003, 9.8001863E+002, 3.3289056E+000, 3.6393428E+002, 4.5373855E+002, 1.2748201E+000, 1.1408543E-001, 4.3937165E-002, 1.0813798E-002, 2.1184133E-002, 1.0209367E-001, 1.0813798E-002, 6.9707200E-001, 0.0000000E+000, 1.4000000E+001, 2.1393660E+001, 1.5062563E+001, 4.5762712E+001, 9.7079703E-001, 5.7730989E+001, 3.2553020E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.9000000E+001, 9.7604948E+002, 9.4608044E+002, 3.3372499E+000, 3.6537562E+002, 4.5278744E+002, 1.2888742E+000, 1.2034491E-001, 4.1749373E-002, 9.4556808E-003, 1.6877242E-002, 9.6402196E-002, 9.4556808E-003, 7.0571492E-001, 0.0000000E+000, 1.5000000E+001, 5.5031276E-002,-1.9418392E-001, 4.8305085E+001, 9.3945881E-001, 6.0041652E+001, 2.9605605E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.1000000E+001, 9.4413616E+002, 9.1403210E+002, 3.3464901E+000, 3.6868799E+002, 4.5159903E+002, 1.2951599E+000, 1.2595418E-001, 3.9734690E-002, 8.2120769E-003, 1.3616886E-002, 9.1165329E-002, 8.2120769E-003, 7.1310476E-001, 0.0000000E+000,NaN,NaN,NaN, 5.0847458E+001, 9.0697560E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.3000000E+001, 9.1309465E+002, 8.8381325E+002, 3.3526461E+000, 3.6916053E+002, 4.4656161E+002, 1.2957329E+000, 1.3124349E-001, 3.7799936E-002, 7.0240906E-003, 1.0920735E-002, 8.6140773E-002, 7.0240906E-003, 7.1984688E-001, 0.0000000E+000,NaN,NaN,NaN, 5.3389831E+001, 8.7642002E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.5000000E+001, 8.8816020E+002, 8.5964977E+002, 3.3372098E+000, 3.6744920E+002, 4.4063053E+002, 1.3014398E+000, 1.3523975E-001, 3.6229019E-002, 6.2358790E-003, 9.2950244E-003, 8.2233611E-002, 6.2358790E-003, 7.2453084E-001, 0.0000000E+000,NaN,NaN,NaN, 5.5932203E+001, 8.4796705E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.7000000E+001, 8.5557674E+002, 8.2819645E+002, 3.3142701E+000, 3.6348849E+002, 4.3167809E+002, 1.3052395E+000, 1.4033582E-001, 3.4165475E-002, 5.2992117E-003, 7.4097418E-003, 7.7198004E-002, 5.2992117E-003, 7.3029253E-001, 0.0000000E+000,NaN,NaN,NaN, 5.8474576E+001, 8.1962285E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.9000000E+001, 8.1660852E+002, 7.9103265E+002, 3.2914190E+000, 3.5875636E+002, 4.1996227E+002, 1.3047570E+000, 1.4607780E-001, 3.1764586E-002, 4.3171915E-003, 5.5837835E-003, 7.1444507E-002, 4.3171915E-003, 7.3649494E-001, 0.0000000E+000,NaN,NaN,NaN, 6.1016949E+001, 7.8287728E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.1000000E+001, 7.8771365E+002, 7.6375494E+002, 3.2723127E+000, 3.5256315E+002, 4.0890127E+002, 1.3035595E+000, 1.5020972E-001, 3.0013232E-002, 3.6328431E-003, 4.3659610E-003, 6.7278808E-002, 3.6328431E-003, 7.4086659E-001, 0.0000000E+000,NaN,NaN,NaN, 6.3559322E+001, 7.4956720E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.3000000E+001, 7.6726490E+002, 7.4463778E+002, 3.2450336E+000, 3.4682612E+002, 3.9981873E+002, 1.3049609E+000, 1.5305939E-001, 2.8773792E-002, 3.2015010E-003, 3.6011146E-003, 6.4382820E-002, 3.2015010E-003, 7.4377988E-001, 0.0000000E+000,NaN,NaN,NaN, 6.6101695E+001, 7.1546876E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.5000000E+001, 7.3655758E+002, 7.1623011E+002, 3.2314477E+000, 3.3759194E+002, 3.8570505E+002, 1.2970816E+000, 1.5723504E-001, 2.6955887E-002, 2.5621054E-003, 2.5313658E-003, 6.0128354E-002, 2.5621054E-003, 7.4802514E-001, 0.0000000E+000,NaN,NaN,NaN, 6.8644068E+001, 6.8211326E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.7000000E+001, 7.1865197E+002, 6.9938229E+002, 3.2139778E+000, 3.3036332E+002, 3.7596477E+002, 1.2878470E+000, 1.5963241E-001, 2.5886458E-002, 2.2168330E-003, 2.0333557E-003, 5.7655624E-002, 2.2168330E-003, 7.5035848E-001, 0.0000000E+000,NaN,NaN,NaN, 7.1186441E+001, 6.5154170E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.9000000E+001, 6.8880282E+002, 6.7112081E+002, 3.1906123E+000, 3.1605102E+002, 3.5801622E+002, 1.2796410E+000, 1.6346429E-001, 2.4103561E-002, 1.7525787E-003, 1.4465536E-003, 5.3642573E-002, 1.7525787E-003, 7.5383787E-001, 0.0000000E+000,NaN,NaN,NaN, 7.3728814E+001, 6.2306200E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.1000000E+001, 6.6650141E+002, 6.5024418E+002, 3.1667153E+000, 3.0483718E+002, 3.4383725E+002, 1.2593709E+000, 1.6620235E-001, 2.2776494E-002, 1.4882993E-003, 1.1576771E-003, 5.0735463E-002, 1.4882993E-003, 7.5615141E-001, 0.0000000E+000,NaN,NaN,NaN, 7.6271186E+001, 5.9620050E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.3000000E+001, 6.4540153E+002, 6.3096652E+002, 3.1420241E+000, 2.9173508E+002, 3.2730346E+002, 1.2399157E+000, 1.6877094E-001, 2.1518092E-002, 1.2499298E-003, 9.5680670E-004, 4.7990610E-002, 1.2499298E-003, 7.5826369E-001, 0.0000000E+000,NaN,NaN,NaN, 7.8813559E+001, 5.7042264E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.5000000E+001, 6.2551526E+002, 6.1232697E+002, 3.1121300E+000, 2.7843513E+002, 3.1120043E+002, 1.2184623E+000, 1.7125101E-001, 2.0307162E-002, 1.0169220E-003, 7.4122017E-004, 4.5345793E-002, 1.0169220E-003, 7.6032097E-001, 0.0000000E+000,NaN,NaN,NaN, 8.1355932E+001, 5.4475816E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.7000000E+001, 6.1076033E+002, 5.9828835E+002, 3.0782255E+000, 2.6651762E+002, 2.9758941E+002, 1.1957521E+000, 1.7309512E-001, 1.9406568E-002, 8.4139656E-004, 5.9355185E-004, 4.3376527E-002, 8.4139656E-004, 7.6184544E-001, 0.0000000E+000,NaN,NaN,NaN, 8.3898305E+001, 5.1870488E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.9000000E+001, 5.9057795E+002, 5.7926871E+002, 3.0555206E+000, 2.5182145E+002, 2.8047252E+002, 1.1734916E+000, 1.7552074E-001, 1.8212829E-002, 6.2384197E-004, 4.1357056E-004, 4.0781160E-002, 6.2384197E-004, 7.6382402E-001, 0.0000000E+000,NaN,NaN,NaN, 8.6440678E+001, 4.9220328E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.1000000E+001, 5.7805155E+002, 5.6745908E+002, 3.0335063E+000, 2.4499965E+002, 2.7210407E+002, 1.1566867E+000, 1.7699507E-001, 1.7479443E-002, 5.0760273E-004, 2.9368200E-004, 3.9203955E-002, 5.0760273E-004, 7.6501264E-001, 0.0000000E+000,NaN,NaN,NaN, 8.8983051E+001, 4.6649035E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.3000000E+001, 5.6393958E+002, 5.5428687E+002, 3.0110331E+000, 2.3350470E+002, 2.5867575E+002, 1.1390597E+000, 1.7863710E-001, 1.6630700E-002, 4.2568154E-004, 2.0458295E-004, 3.7430572E-002, 4.2568154E-004, 7.6624569E-001, 0.0000000E+000,NaN,NaN,NaN, 9.1525424E+001, 4.3691611E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.5000000E+001, 5.5033339E+002, 5.4138353E+002, 2.9878603E+000, 2.2141013E+002, 2.4497390E+002, 1.1183791E+000, 1.8023890E-001, 1.5802042E-002, 3.4083025E-004, 1.4790983E-004, 3.5694217E-002, 3.4083025E-004, 7.6743527E-001, 0.0000000E+000,NaN,NaN,NaN, 9.4067797E+001, 4.1388197E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.7000000E+001, 5.3789254E+002, 5.2971704E+002, 2.9636443E+000, 2.0943375E+002, 2.3151540E+002, 1.1119290E+000, 1.8164974E-001, 1.5068529E-002, 2.6580830E-004, 1.3097683E-004, 3.4157186E-002, 2.6580830E-004, 7.6846195E-001, 0.0000000E+000,NaN,NaN,NaN, 9.6610169E+001, 3.9254107E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.9000000E+001, 5.2719837E+002, 5.1973290E+002, 2.9430176E+000, 2.0050780E+002, 2.2130867E+002, 1.0982634E+000, 1.8281589E-001, 1.4445157E-002, 2.3120056E-004, 1.3104565E-004, 3.2879760E-002, 2.3120056E-004, 7.6926575E-001, 0.0000000E+000,NaN,NaN,NaN, 9.9152542E+001, 3.7259433E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.1000000E+001, 5.1685362E+002, 5.1003551E+002, 2.9185883E+000, 1.9316574E+002, 2.1274044E+002, 1.0931251E+000, 1.8394761E-001, 1.3839439E-002, 2.0103036E-004, 1.2089191E-004, 3.1641977E-002, 2.0103036E-004, 7.7004802E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0169492E+002, 3.5362404E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.3000000E+001, 5.0931109E+002, 5.0278524E+002, 2.8990903E+000, 1.8708316E+002, 2.0595100E+002, 1.0791860E+000, 1.8480013E-001, 1.3385288E-002, 1.7698214E-004, 1.0120966E-004, 3.0712551E-002, 1.7698214E-004, 7.7064686E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0423729E+002, 3.3763124E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.5000000E+001, 4.9796679E+002, 4.9186958E+002, 2.8806023E+000, 1.7565805E+002, 1.9381204E+002, 1.0671402E+000, 1.8608393E-001, 1.2702175E-002, 1.3796918E-004, 7.8428838E-005, 2.9311715E-002, 1.3796918E-004, 7.7154781E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0677966E+002, 3.1951208E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.7000000E+001, 4.9001079E+002, 4.8426983E+002, 2.8662586E+000, 1.6632455E+002, 1.8388721E+002, 1.0549006E+000, 1.8699514E-001, 1.2219809E-002, 1.0724621E-004, 5.5482291E-005, 2.8319424E-002, 1.0724621E-004, 7.7219565E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0932203E+002, 3.0143429E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.9000000E+001, 4.8411665E+002, 4.7873503E+002, 2.8479763E+000, 1.5980602E+002, 1.7674029E+002, 1.0418047E+000, 1.8767042E-001, 1.1866861E-002, 7.8394709E-005, 2.9038502E-005, 2.7587091E-002, 7.8394709E-005, 7.7268980E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1186441E+002, 2.8349472E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.1000000E+001, 4.7388472E+002, 4.6906352E+002, 2.8253251E+000, 1.4668119E+002, 1.6275274E+002, 1.0296134E+000, 1.8883079E-001, 1.1251763E-002, 3.7928393E-005, 1.3652697E-005, 2.6320424E-002, 3.7928393E-005, 7.7350752E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1440678E+002, 2.6590123E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.3000000E+001, 4.6760939E+002, 4.6317065E+002, 2.7983404E+000, 1.3838271E+002, 1.5394791E+002, 1.0072864E+000, 1.8952917E-001, 1.0873015E-002, 2.7771431E-005, 9.0050575E-006, 2.5555071E-002, 2.7771431E-005, 7.7397820E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1694915E+002, 2.4886388E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.5000000E+001, 4.5832067E+002, 4.5441043E+002, 2.7714400E+000, 1.2692674E+002, 1.4170295E+002, 9.8625905E-001, 1.9055808E-001, 1.0312738E-002, 1.6725149E-005, 2.7797934E-006, 2.4426831E-002, 1.6725149E-005, 7.7466613E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1949153E+002, 2.3260609E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.7000000E+001, 4.5334210E+002, 4.4967319E+002, 2.7446692E+000, 1.2134200E+002, 1.3568580E+002, 9.7203551E-001, 1.9110609E-001, 1.0013829E-002, 1.1299546E-005, 1.4912074E-006, 2.3825368E-002, 1.1299546E-005, 7.7503062E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2203390E+002, 2.1445435E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.9000000E+001, 4.4696526E+002, 4.4362413E+002, 2.7193779E+000, 1.1489151E+002, 1.2858614E+002, 9.5921628E-001, 1.9179343E-001, 9.6374433E-003, 6.9374794E-006, 8.5644474E-007, 2.3070449E-002, 6.9374794E-006, 7.7548395E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2457627E+002, 2.0074422E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2711864E+002, 1.8847130E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2966102E+002, 1.7760425E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3220339E+002, 1.6810622E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
