Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
   18, 9.220E+02, 1.003E+04, 4.726E+03, 5.905E+03, 6.052E+03, 1.172E+03, 2.534E+03, 2.058E+01, 3.097E+05, 1.957E+02, 1.012E+05, 0.000E+00, 0.000E+00, 4.301E+03, 0.000E+00, 4.468E+05
   19, 7.853E+02, 9.892E+03, 4.696E+03, 5.844E+03, 5.859E+03, 1.164E+03, 1.770E+03, 1.979E+01, 3.100E+05, 1.942E+02, 1.022E+05, 0.000E+00, 0.000E+00, 4.344E+03, 0.000E+00, 4.468E+05
   20, 9.634E+02, 1.005E+04, 4.713E+03, 5.819E+03, 5.998E+03, 1.166E+03, 2.374E+03, 2.049E+01, 2.996E+05, 1.927E+02, 1.118E+05, 0.000E+00, 0.000E+00, 4.159E+03, 0.000E+00, 4.468E+05
   21,-1.880E+02, 9.712E+03, 4.704E+03, 5.965E+03, 6.063E+03, 1.319E+03, 1.704E+03, 1.941E+01, 3.097E+05, 6.875E+02, 1.027E+05, 0.000E+00, 0.000E+00, 4.420E+03, 0.000E+00, 4.468E+05
   22,-1.760E+02, 9.934E+03, 4.710E+03, 5.935E+03, 6.062E+03, 1.314E+03, 1.649E+03, 1.916E+01, 3.085E+05, 8.451E+02, 1.037E+05, 0.000E+00, 0.000E+00, 4.317E+03, 0.000E+00, 4.468E+05
   23, 6.594E+02, 9.971E+03, 4.667E+03, 6.001E+03, 6.120E+03, 1.281E+03, 7.763E+02, 1.752E+01, 3.102E+05, 2.009E+02, 1.025E+05, 0.000E+00, 0.000E+00, 4.407E+03, 0.000E+00, 4.468E+05
   24, 9.979E+02, 9.253E+03, 4.318E+03, 5.514E+03, 5.966E+03, 1.188E+03, 2.725E+03, 1.870E+01, 3.106E+05, 1.920E+02, 1.020E+05, 0.000E+00, 0.000E+00, 3.955E+03, 0.000E+00, 4.468E+05
   25,-2.122E+02, 9.424E+03, 4.251E+03, 5.572E+03, 5.972E+03, 1.330E+03, 1.740E+03, 1.694E+01, 3.112E+05, 6.567E+02, 1.029E+05, 0.000E+00, 0.000E+00, 3.981E+03, 0.000E+00, 4.468E+05
   26,-2.318E+02, 9.294E+03, 4.387E+03, 5.627E+03, 5.928E+03, 1.346E+03, 1.824E+03, 1.866E+01, 3.146E+05, 7.136E+02, 9.920E+04, 0.000E+00, 0.000E+00, 4.041E+03, 0.000E+00, 4.468E+05
   27, 5.936E+02, 9.779E+03, 4.330E+03, 5.741E+03, 6.041E+03, 1.395E+03, 9.895E+02, 1.735E+01, 3.027E+05, 2.009E+02, 1.109E+05, 0.000E+00, 0.000E+00, 4.024E+03, 0.000E+00, 4.468E+05
   28, 1.279E+03, 9.690E+03, 4.435E+03, 5.365E+03, 5.714E+03, 1.087E+03, 3.997E+03, 1.899E+01, 3.052E+05, 1.924E+02, 1.060E+05, 0.000E+00, 0.000E+00, 3.812E+03, 0.000E+00, 4.468E+05
   29, 1.098E+03, 9.404E+03, 4.152E+03, 5.459E+03, 5.941E+03, 1.182E+03, 2.841E+03, 1.843E+01, 3.097E+05, 1.972E+02, 1.029E+05, 0.000E+00, 0.000E+00, 3.921E+03, 0.000E+00, 4.468E+05
   30, 1.076E+03, 9.441E+03, 4.196E+03, 5.456E+03, 5.959E+03, 1.179E+03, 2.814E+03, 1.848E+01, 3.097E+05, 1.976E+02, 1.028E+05, 0.000E+00, 0.000E+00, 3.932E+03, 0.000E+00, 4.468E+05
   31, 7.478E+02, 9.658E+03, 4.361E+03, 5.610E+03, 5.831E+03, 1.276E+03, 1.981E+03, 1.817E+01, 3.025E+05, 1.950E+02, 1.107E+05, 0.000E+00, 0.000E+00, 3.917E+03, 0.000E+00, 4.468E+05
   32, 1.212E+03, 1.006E+04, 4.496E+03, 5.419E+03, 5.906E+03, 9.985E+02, 3.700E+03, 1.971E+01, 2.867E+05, 1.793E+02, 1.240E+05, 0.000E+00, 0.000E+00, 4.138E+03, 0.000E+00, 4.468E+05
   33, 1.096E+03, 1.032E+04, 4.538E+03, 5.723E+03, 6.081E+03, 1.146E+03, 2.936E+03, 2.051E+01, 2.884E+05, 1.896E+02, 1.220E+05, 0.000E+00, 0.000E+00, 4.276E+03, 0.000E+00, 4.468E+05
   34, 1.037E+03, 1.036E+04, 4.561E+03, 5.753E+03, 6.075E+03, 1.141E+03, 2.849E+03, 2.035E+01, 2.883E+05, 1.874E+02, 1.222E+05, 0.000E+00, 0.000E+00, 4.273E+03, 0.000E+00, 4.468E+05
   35, 9.924E+02, 1.010E+04, 4.509E+03, 5.703E+03, 5.949E+03, 1.168E+03, 1.794E+03, 1.912E+01, 2.901E+05, 1.886E+02, 1.220E+05, 0.000E+00, 0.000E+00, 4.319E+03, 0.000E+00, 4.468E+05
   36, 1.104E+03, 9.990E+03, 4.529E+03, 5.625E+03, 6.037E+03, 1.115E+03, 2.650E+03, 2.010E+01, 2.907E+05, 1.920E+02, 1.205E+05, 0.000E+00, 0.000E+00, 4.276E+03, 0.000E+00, 4.468E+05
   37, 9.009E+02, 1.023E+04, 4.611E+03, 5.768E+03, 5.699E+03, 1.272E+03, 1.924E+03, 1.930E+01, 2.907E+05, 8.402E+02, 1.205E+05, 0.000E+00, 0.000E+00, 4.320E+03, 0.000E+00, 4.468E+05
   38, 9.193E+02, 1.008E+04, 4.616E+03, 5.689E+03, 5.696E+03, 1.275E+03, 1.895E+03, 1.914E+01, 2.912E+05, 1.015E+03, 1.200E+05, 0.000E+00, 0.000E+00, 4.309E+03, 0.000E+00, 4.468E+05
   39, 8.859E+02, 9.822E+03, 4.492E+03, 5.825E+03, 5.890E+03, 1.267E+03, 7.241E+02, 1.776E+01, 2.918E+05, 1.997E+02, 1.215E+05, 0.000E+00, 0.000E+00, 4.419E+03, 0.000E+00, 4.468E+05
   40, 1.084E+03, 9.303E+03, 4.523E+03, 5.687E+03, 6.060E+03, 1.111E+03, 2.900E+03, 1.966E+01, 2.965E+05, 1.739E+02, 1.151E+05, 0.000E+00, 0.000E+00, 4.282E+03, 0.000E+00, 4.468E+05
   41, 9.253E+02, 1.002E+04, 4.598E+03, 5.846E+03, 5.737E+03, 1.265E+03, 2.363E+03, 1.751E+01, 2.883E+05, 7.146E+02, 1.226E+05, 0.000E+00, 0.000E+00, 4.435E+03, 0.000E+00, 4.468E+05
   42, 9.394E+02, 1.010E+04, 4.596E+03, 5.752E+03, 5.743E+03, 1.277E+03, 2.393E+03, 1.769E+01, 2.873E+05, 8.102E+02, 1.234E+05, 0.000E+00, 0.000E+00, 4.428E+03, 0.000E+00, 4.468E+05
   43, 9.312E+02, 1.002E+04, 4.501E+03, 5.873E+03, 5.997E+03, 1.287E+03, 2.254E+03, 1.741E+01, 2.874E+05, 1.962E+02, 1.238E+05, 0.000E+00, 0.000E+00, 4.430E+03, 0.000E+00, 4.468E+05
   44, 1.286E+03, 1.017E+04, 4.534E+03, 5.527E+03, 5.952E+03, 9.846E+02, 3.983E+03, 1.981E+01, 2.847E+05, 1.802E+02, 1.253E+05, 0.000E+00, 0.000E+00, 4.173E+03, 0.000E+00, 4.468E+05
   45, 1.103E+03, 9.399E+03, 4.530E+03, 5.777E+03, 6.109E+03, 1.131E+03, 3.037E+03, 1.975E+01, 3.022E+05, 1.737E+02, 1.091E+05, 0.000E+00, 0.000E+00, 4.281E+03, 0.000E+00, 4.468E+05
   46, 1.101E+03, 1.023E+04, 4.608E+03, 5.780E+03, 6.099E+03, 1.138E+03, 3.012E+03, 1.991E+01, 2.853E+05, 1.884E+02, 1.250E+05, 0.000E+00, 0.000E+00, 4.305E+03, 0.000E+00, 4.468E+05
   47, 1.092E+03, 9.346E+03, 4.513E+03, 5.761E+03, 6.016E+03, 1.135E+03, 2.903E+03, 1.935E+01, 3.036E+05, 1.743E+02, 1.079E+05, 0.000E+00, 0.000E+00, 4.285E+03, 0.000E+00, 4.468E+05
   48, 1.438E+03, 1.022E+04, 4.538E+03, 5.272E+03, 5.827E+03, 9.182E+02, 4.355E+03, 1.992E+01, 2.839E+05, 1.744E+02, 1.261E+05, 0.000E+00, 0.000E+00, 4.064E+03, 0.000E+00, 4.468E+05
   49, 1.225E+03, 1.041E+04, 4.529E+03, 5.525E+03, 6.055E+03, 1.069E+03, 3.786E+03, 1.986E+01, 2.864E+05, 1.865E+02, 1.234E+05, 0.000E+00, 0.000E+00, 4.212E+03, 0.000E+00, 4.468E+05
   50, 1.226E+03, 1.040E+04, 4.551E+03, 5.531E+03, 6.036E+03, 1.064E+03, 3.854E+03, 1.977E+01, 2.865E+05, 1.876E+02, 1.232E+05, 0.000E+00, 0.000E+00, 4.219E+03, 0.000E+00, 4.468E+05
   51, 1.205E+03, 1.034E+04, 4.521E+03, 5.495E+03, 6.046E+03, 1.053E+03, 3.613E+03, 1.965E+01, 2.865E+05, 1.825E+02, 1.236E+05, 0.000E+00, 0.000E+00, 4.214E+03, 0.000E+00, 4.468E+05
   52, 1.227E+03, 1.050E+04, 4.571E+03, 5.424E+03, 6.026E+03, 1.004E+03, 3.462E+03, 1.949E+01, 2.862E+05, 1.821E+02, 1.241E+05, 0.000E+00, 0.000E+00, 4.096E+03, 0.000E+00, 4.468E+05
   53, 1.075E+03, 1.016E+04, 4.623E+03, 5.626E+03, 6.090E+03, 1.180E+03, 3.028E+03, 1.793E+01, 2.883E+05, 7.406E+02, 1.216E+05, 0.000E+00, 0.000E+00, 4.266E+03, 0.000E+00, 4.468E+05
   54, 1.081E+03, 1.002E+04, 4.662E+03, 5.609E+03, 6.100E+03, 1.178E+03, 3.046E+03, 1.758E+01, 2.889E+05, 9.308E+02, 1.210E+05, 0.000E+00, 0.000E+00, 4.187E+03, 0.000E+00, 4.468E+05
   55, 1.082E+03, 1.004E+04, 4.511E+03, 5.704E+03, 6.014E+03, 1.166E+03, 2.952E+03, 1.736E+01, 2.885E+05, 1.939E+02, 1.223E+05, 0.000E+00, 0.000E+00, 4.293E+03, 0.000E+00, 4.468E+05
   56, 1.209E+03, 1.018E+04, 4.497E+03, 5.549E+03, 6.121E+03, 1.039E+03, 3.591E+03, 1.979E+01, 2.829E+05, 1.820E+02, 1.274E+05, 0.000E+00, 0.000E+00, 4.131E+03, 0.000E+00, 4.468E+05
   57, 1.027E+03, 9.349E+03, 4.595E+03, 5.694E+03, 6.169E+03, 1.185E+03, 3.055E+03, 1.885E+01, 2.988E+05, 6.026E+02, 1.120E+05, 0.000E+00, 0.000E+00, 4.289E+03, 0.000E+00, 4.468E+05
   58, 1.024E+03, 9.575E+03, 4.618E+03, 5.662E+03, 6.205E+03, 1.174E+03, 3.030E+03, 1.865E+01, 2.925E+05, 7.189E+02, 1.181E+05, 0.000E+00, 0.000E+00, 4.212E+03, 0.000E+00, 4.468E+05
   59, 1.037E+03, 9.283E+03, 4.484E+03, 5.639E+03, 6.129E+03, 1.164E+03, 2.737E+03, 1.727E+01, 3.003E+05, 1.777E+02, 1.116E+05, 0.000E+00, 0.000E+00, 4.218E+03, 0.000E+00, 4.468E+05
   60, 1.431E+03, 1.034E+04, 4.532E+03, 5.226E+03, 5.949E+03, 8.564E+02, 4.447E+03, 2.002E+01, 2.818E+05, 1.783E+02, 1.279E+05, 0.000E+00, 0.000E+00, 4.059E+03, 0.000E+00, 4.468E+05
   61, 1.234E+03, 1.033E+04, 4.524E+03, 5.527E+03, 6.161E+03, 1.029E+03, 3.932E+03, 2.002E+01, 2.825E+05, 1.839E+02, 1.272E+05, 0.000E+00, 0.000E+00, 4.157E+03, 0.000E+00, 4.468E+05
   62, 1.212E+03, 1.034E+04, 4.626E+03, 5.507E+03, 6.156E+03, 1.027E+03, 3.930E+03, 2.012E+01, 2.822E+05, 1.834E+02, 1.274E+05, 0.000E+00, 0.000E+00, 4.141E+03, 0.000E+00, 4.468E+05
   63, 1.221E+03, 1.038E+04, 4.499E+03, 5.476E+03, 6.111E+03, 1.017E+03, 3.476E+03, 1.967E+01, 2.821E+05, 1.836E+02, 1.282E+05, 0.000E+00, 0.000E+00, 4.147E+03, 0.000E+00, 4.468E+05
   64, 9.954E+02, 1.022E+04, 4.474E+03, 5.417E+03, 6.002E+03, 1.059E+03, 2.012E+03, 2.016E+01, 2.841E+05, 1.839E+02, 1.282E+05, 0.000E+00, 0.000E+00, 4.179E+03, 0.000E+00, 4.468E+05
   65, 1.086E+03, 1.049E+04, 4.500E+03, 5.485E+03, 6.053E+03, 1.038E+03, 2.762E+03, 1.983E+01, 2.844E+05, 1.820E+02, 1.266E+05, 0.000E+00, 0.000E+00, 4.147E+03, 0.000E+00, 4.468E+05
   66, 1.019E+03, 1.044E+04, 4.464E+03, 5.466E+03, 6.081E+03, 1.062E+03, 2.459E+03, 1.962E+01, 2.838E+05, 1.810E+02, 1.276E+05, 0.000E+00, 0.000E+00, 4.124E+03, 0.000E+00, 4.468E+05
   67, 1.290E+03, 9.180E+03, 4.494E+03, 5.132E+03, 5.936E+03, 8.916E+02, 4.281E+03, 1.984E+01, 2.987E+05, 1.656E+02, 1.127E+05, 0.000E+00, 0.000E+00, 3.993E+03, 0.000E+00, 4.468E+05
   68, 8.751E+02, 1.029E+04, 4.476E+03, 5.372E+03, 5.620E+03, 1.179E+03, 1.067E+03, 1.715E+01, 2.845E+05, 1.904E+02, 1.290E+05, 0.000E+00, 0.000E+00, 4.207E+03, 0.000E+00, 4.468E+05
   69, 8.303E+02, 1.042E+04, 4.522E+03, 5.580E+03, 6.050E+03, 1.158E+03, 1.391E+03, 1.773E+01, 2.846E+05, 1.885E+02, 1.278E+05, 0.000E+00, 0.000E+00, 4.212E+03, 0.000E+00, 4.468E+05
   70, 8.877E+02, 1.031E+04, 4.515E+03, 5.610E+03, 6.066E+03, 1.167E+03, 1.418E+03, 1.853E+01, 2.856E+05, 1.906E+02, 1.268E+05, 0.000E+00, 0.000E+00, 4.218E+03, 0.000E+00, 4.468E+05
   71, 1.061E+03, 9.504E+03, 4.677E+03, 5.393E+03, 6.099E+03, 1.018E+03, 2.181E+03, 1.964E+01, 2.897E+05, 1.752E+02, 1.230E+05, 0.000E+00, 0.000E+00, 3.989E+03, 0.000E+00, 4.468E+05
   72, 8.064E+02, 9.333E+03, 4.493E+03, 5.390E+03, 5.609E+03, 1.188E+03, 1.696E+03, 1.989E+01, 2.969E+05, 1.726E+02, 1.169E+05, 0.000E+00, 0.000E+00, 4.265E+03, 0.000E+00, 4.468E+05
   73, 7.678E+02, 9.834E+03, 4.531E+03, 5.623E+03, 5.968E+03, 1.179E+03, 2.028E+03, 2.003E+01, 2.863E+05, 1.920E+02, 1.261E+05, 0.000E+00, 0.000E+00, 4.255E+03, 0.000E+00, 4.468E+05
   74, 8.287E+02, 9.971E+03, 4.515E+03, 5.620E+03, 5.950E+03, 1.161E+03, 2.083E+03, 1.997E+01, 2.854E+05, 1.902E+02, 1.268E+05, 0.000E+00, 0.000E+00, 4.261E+03, 0.000E+00, 4.468E+05
   75, 8.970E+02, 1.037E+04, 4.519E+03, 5.368E+03, 6.027E+03, 1.016E+03, 3.156E+03, 1.987E+01, 2.836E+05, 1.807E+02, 1.276E+05, 0.000E+00, 0.000E+00, 4.065E+03, 0.000E+00, 4.468E+05
   76, 8.966E+02, 1.030E+04, 4.532E+03, 5.414E+03, 6.003E+03, 1.047E+03, 2.577E+03, 1.962E+01, 2.835E+05, 1.820E+02, 1.282E+05, 0.000E+00, 0.000E+00, 4.128E+03, 0.000E+00, 4.468E+05
   77, 9.836E+02, 1.033E+04, 4.600E+03, 5.450E+03, 6.019E+03, 1.041E+03, 3.167E+03, 1.972E+01, 2.831E+05, 1.823E+02, 1.278E+05, 0.000E+00, 0.000E+00, 4.125E+03, 0.000E+00, 4.468E+05
   78, 1.002E+03, 9.259E+03, 4.473E+03, 5.466E+03, 6.037E+03, 1.038E+03, 3.121E+03, 1.989E+01, 3.038E+05, 1.693E+02, 1.083E+05, 0.000E+00, 0.000E+00, 4.107E+03, 0.000E+00, 4.468E+05
   79, 1.175E+03, 1.036E+04, 4.480E+03, 5.149E+03, 5.942E+03, 8.815E+02, 4.551E+03, 2.015E+01, 2.824E+05, 1.765E+02, 1.276E+05, 0.000E+00, 0.000E+00, 4.027E+03, 0.000E+00, 4.468E+05
   80, 6.588E+02, 9.945E+03, 4.809E+03, 6.073E+03, 6.613E+03, 1.237E+03, 1.028E+03, 2.134E+01, 3.051E+05, 1.951E+02, 1.067E+05, 0.000E+00, 0.000E+00, 4.433E+03, 0.000E+00, 4.468E+05
   81, 6.714E+02, 1.002E+04, 4.785E+03, 6.243E+03, 6.659E+03, 1.237E+03, 1.887E+03, 2.151E+01, 3.030E+05, 1.935E+02, 1.076E+05, 0.000E+00, 0.000E+00, 4.466E+03, 0.000E+00, 4.468E+05
   82, 7.298E+02, 9.894E+03, 4.822E+03, 6.149E+03, 6.654E+03, 1.180E+03, 1.654E+03, 2.160E+01, 3.119E+05, 1.978E+02, 9.913E+04, 0.000E+00, 0.000E+00, 4.496E+03, 0.000E+00, 4.468E+05
   83, 8.812E+02, 1.028E+04, 4.828E+03, 5.868E+03, 6.568E+03, 1.091E+03, 3.447E+03, 2.131E+01, 2.959E+05, 1.892E+02, 1.134E+05, 0.000E+00, 0.000E+00, 4.293E+03, 0.000E+00, 4.468E+05
   84, 4.524E+02, 9.912E+03, 4.764E+03, 6.367E+03, 6.559E+03, 1.317E+03, 3.501E+02, 1.844E+01, 3.094E+05, 1.959E+02, 1.029E+05, 0.000E+00, 0.000E+00, 4.581E+03, 0.000E+00, 4.468E+05
   85, 4.745E+02, 9.889E+03, 4.857E+03, 6.393E+03, 6.635E+03, 1.289E+03, 5.400E+02, 1.954E+01, 3.129E+05, 1.968E+02, 9.897E+04, 0.000E+00, 0.000E+00, 4.597E+03, 0.000E+00, 4.468E+05
   86, 4.798E+02, 9.958E+03, 4.768E+03, 6.371E+03, 6.663E+03, 1.305E+03, 5.520E+02, 1.959E+01, 3.096E+05, 1.948E+02, 1.023E+05, 0.000E+00, 0.000E+00, 4.590E+03, 0.000E+00, 4.468E+05
   87, 6.252E+02, 1.012E+04, 4.816E+03, 6.125E+03, 6.713E+03, 1.155E+03, 1.059E+03, 2.093E+01, 3.103E+05, 1.896E+02, 1.013E+05, 0.000E+00, 0.000E+00, 4.379E+03, 0.000E+00, 4.468E+05
   88, 3.651E+02, 9.845E+03, 4.779E+03, 6.178E+03, 6.496E+03, 1.321E+03, 6.810E+02, 2.106E+01, 3.110E+05, 2.000E+02, 1.014E+05, 0.000E+00, 0.000E+00, 4.461E+03, 0.000E+00, 4.468E+05
   89, 3.214E+02, 9.916E+03, 5.018E+03, 6.331E+03, 6.652E+03, 1.350E+03, 9.197E+02, 2.100E+01, 3.160E+05, 1.979E+02, 9.548E+04, 0.000E+00, 0.000E+00, 4.535E+03, 0.000E+00, 4.468E+05
   90, 3.740E+02, 9.896E+03, 4.874E+03, 6.184E+03, 6.585E+03, 1.336E+03, 1.004E+03, 2.112E+01, 3.115E+05, 2.009E+02, 1.004E+05, 0.000E+00, 0.000E+00, 4.484E+03, 0.000E+00, 4.468E+05
   91, 5.057E+02, 1.055E+04, 5.144E+03, 6.227E+03, 6.827E+03, 1.203E+03, 1.820E+03, 2.194E+01, 3.073E+05, 1.938E+02, 1.027E+05, 0.000E+00, 0.000E+00, 4.387E+03, 0.000E+00, 4.468E+05
   92, 5.564E+02, 1.029E+04, 5.025E+03, 6.182E+03, 6.621E+03, 1.205E+03, 1.809E+03, 2.164E+01, 3.120E+05, 1.980E+02, 9.849E+04, 0.000E+00, 0.000E+00, 4.428E+03, 0.000E+00, 4.468E+05
   93, 5.533E+02, 1.032E+04, 4.998E+03, 6.285E+03, 6.667E+03, 1.197E+03, 2.493E+03, 2.171E+01, 3.111E+05, 1.976E+02, 9.857E+04, 0.000E+00, 0.000E+00, 4.422E+03, 0.000E+00, 4.468E+05
   94, 5.566E+02, 1.041E+04, 4.942E+03, 6.274E+03, 6.663E+03, 1.197E+03, 2.500E+03, 2.184E+01, 3.089E+05, 1.983E+02, 1.007E+05, 0.000E+00, 0.000E+00, 4.444E+03, 0.000E+00, 4.468E+05
   95, 7.457E+02, 1.014E+04, 4.918E+03, 5.877E+03, 6.526E+03, 1.050E+03, 3.648E+03, 2.149E+01, 3.119E+05, 1.939E+02, 9.754E+04, 0.000E+00, 0.000E+00, 4.271E+03, 0.000E+00, 4.468E+05
   96, 9.599E+02, 9.341E+03, 3.983E+03, 5.196E+03, 5.914E+03, 1.145E+03, 1.224E+03, 1.793E+01, 2.857E+05, 1.848E+02, 1.292E+05, 0.000E+00, 0.000E+00, 3.963E+03, 0.000E+00, 4.468E+05
   97, 1.109E+03, 9.565E+03, 4.048E+03, 5.201E+03, 5.950E+03, 1.143E+03, 2.070E+03, 1.804E+01, 2.846E+05, 1.860E+02, 1.289E+05, 0.000E+00, 0.000E+00, 3.962E+03, 0.000E+00, 4.468E+05
   98, 1.037E+03, 9.360E+03, 4.030E+03, 5.163E+03, 5.949E+03, 1.124E+03, 1.888E+03, 1.801E+01, 2.856E+05, 1.845E+02, 1.285E+05, 0.000E+00, 0.000E+00, 3.969E+03, 0.000E+00, 4.468E+05
   99, 1.282E+03, 9.516E+03, 4.045E+03, 4.929E+03, 5.824E+03, 9.864E+02, 3.704E+03, 1.807E+01, 2.840E+05, 1.792E+02, 1.285E+05, 0.000E+00, 0.000E+00, 3.824E+03, 0.000E+00, 4.468E+05
  100, 8.339E+02, 9.142E+03, 3.991E+03, 5.277E+03, 5.927E+03, 1.246E+03, 5.614E+02, 1.553E+01, 2.870E+05, 2.113E+02, 1.285E+05, 0.000E+00, 0.000E+00, 4.096E+03, 0.000E+00, 4.468E+05
  101, 8.394E+02, 8.651E+03, 4.011E+03, 5.356E+03, 5.951E+03, 1.246E+03, 7.574E+02, 1.602E+01, 2.895E+05, 1.849E+02, 1.263E+05, 0.000E+00, 0.000E+00, 4.056E+03, 0.000E+00, 4.468E+05
  102, 9.142E+02, 9.318E+03, 4.059E+03, 5.409E+03, 5.993E+03, 1.245E+03, 7.686E+02, 1.630E+01, 2.862E+05, 1.924E+02, 1.286E+05, 0.000E+00, 0.000E+00, 4.063E+03, 0.000E+00, 4.468E+05
  103, 1.066E+03, 9.510E+03, 4.052E+03, 5.113E+03, 5.987E+03, 1.105E+03, 1.263E+03, 1.782E+01, 2.854E+05, 1.858E+02, 1.292E+05, 0.000E+00, 0.000E+00, 3.891E+03, 0.000E+00, 4.468E+05
  104, 7.772E+02, 9.001E+03, 3.959E+03, 5.250E+03, 5.824E+03, 1.254E+03, 8.857E+02, 1.680E+01, 2.868E+05, 1.906E+02, 1.288E+05, 0.000E+00, 0.000E+00, 4.013E+03, 0.000E+00, 4.468E+05
