s,kg/m2/s,kW/m2,kW/m2,C,C,m/s
 1.0331927E+000, 1.2635526E-002, 2.0503146E+001, 1.8657863E-002, 5.5697352E+001, 5.5697352E+001, 2.3624889E-001
 1.0404727E+000, 1.2682617E-002, 2.0595369E+001, 1.8741786E-002, 5.5811756E+001, 5.5811756E+001, 2.4103177E-001
 1.0477527E+000, 1.2729177E-002, 2.0776001E+001, 1.8906161E-002, 5.5924872E+001, 5.5924872E+001, 2.4523471E-001
 1.0540190E+000, 1.2768833E-002, 2.0881307E+001, 1.9001989E-002, 5.6021213E+001, 5.6021213E+001, 2.4821338E-001
 1.0602854E+000, 1.2808101E-002, 2.1163683E+001, 1.9258951E-002, 5.6116613E+001, 5.6116613E+001, 2.5156504E-001
 1.0665517E+000, 1.2846984E-002, 2.1184323E+001, 1.9277734E-002, 5.6211078E+001, 5.6211078E+001, 2.5557837E-001
 1.0728181E+000, 1.2885485E-002, 2.1327058E+001, 1.9407623E-002, 5.6304615E+001, 5.6304615E+001, 2.5972465E-001
 1.0790844E+000, 1.2923607E-002, 2.1423241E+001, 1.9495149E-002, 5.6397229E+001, 5.6397229E+001, 2.6329234E-001
 1.0853508E+000, 1.2961352E-002, 2.1683828E+001, 1.9732284E-002, 5.6488928E+001, 5.6488928E+001, 2.6670703E-001
 1.0916171E+000, 1.2998722E-002, 2.1979696E+001, 2.0001523E-002, 5.6579718E+001, 5.6579718E+001, 2.7040528E-001
 1.0972483E+000, 1.3031988E-002, 2.2169815E+001, 2.0174532E-002, 5.6660534E+001, 5.6660534E+001, 2.7489639E-001
 1.1028795E+000, 1.3064955E-002, 2.2402431E+001, 2.0386212E-002, 5.6740627E+001, 5.6740627E+001, 2.8090561E-001
 1.1085107E+000, 1.3097626E-002, 2.2506882E+001, 2.0481262E-002, 5.6819999E+001, 5.6819999E+001, 2.8723971E-001
 1.1141419E+000, 1.3130002E-002, 2.2809456E+001, 2.0756605E-002, 5.6898656E+001, 5.6898656E+001, 2.9255514E-001
 1.1197731E+000, 1.3162087E-002, 2.3052485E+001, 2.0977761E-002, 5.6976603E+001, 5.6976603E+001, 2.9737938E-001
 1.1248059E+000, 1.3190516E-002, 2.3442440E+001, 2.1332621E-002, 5.7045670E+001, 5.7045670E+001, 3.0196254E-001
 1.1298387E+000, 1.3218714E-002, 2.3637359E+001, 2.1509997E-002, 5.7114176E+001, 5.7114176E+001, 3.0664144E-001
 1.1348714E+000, 1.3246683E-002, 2.3971867E+001, 2.1814399E-002, 5.7182125E+001, 5.7182125E+001, 3.1112463E-001
 1.1399042E+000, 1.3274424E-002, 2.4250824E+001, 2.2068249E-002, 5.7249521E+001, 5.7249521E+001, 3.1500956E-001
 1.1449370E+000, 1.3301939E-002, 2.4470051E+001, 2.2267746E-002, 5.7316366E+001, 5.7316366E+001, 3.1777745E-001
 1.1499698E+000, 1.3329228E-002, 2.4507663E+001, 2.2301973E-002, 5.7382665E+001, 5.7382665E+001, 3.1950400E-001
 1.1550026E+000, 1.3356294E-002, 2.4610939E+001, 2.2395955E-002, 5.7448420E+001, 5.7448420E+001, 3.2082443E-001
 1.1600353E+000, 1.3383138E-002, 2.4742697E+001, 2.2515855E-002, 5.7513635E+001, 5.7513635E+001, 3.2230488E-001
 1.1650681E+000, 1.3409760E-002, 2.4880723E+001, 2.2641458E-002, 5.7578314E+001, 5.7578314E+001, 3.2433081E-001
 1.1701009E+000, 1.3436164E-002, 2.4844679E+001, 2.2608658E-002, 5.7642459E+001, 5.7642459E+001, 3.2709087E-001
 1.1751337E+000, 1.3462349E-002, 2.4932082E+001, 2.2688195E-002, 5.7706074E+001, 5.7706074E+001, 3.2986025E-001
 1.1801665E+000, 1.3488317E-002, 2.5086381E+001, 2.2828606E-002, 5.7769162E+001, 5.7769162E+001, 3.3253667E-001
 1.1851992E+000, 1.3514069E-002, 2.5362676E+001, 2.3080035E-002, 5.7831727E+001, 5.7831727E+001, 3.3562491E-001
 1.1902320E+000, 1.3539608E-002, 2.5573269E+001, 2.3271675E-002, 5.7893772E+001, 5.7893772E+001, 3.3936270E-001
 1.1952648E+000, 1.3564934E-002, 2.5621612E+001, 2.3315667E-002, 5.7955301E+001, 5.7955301E+001, 3.4368867E-001
 1.2008008E+000, 1.3592549E-002, 2.5785212E+001, 2.3464543E-002, 5.8022389E+001, 5.8022389E+001, 3.4820118E-001
 1.2063369E+000, 1.3619910E-002, 2.5930412E+001, 2.3596675E-002, 5.8088861E+001, 5.8088861E+001, 3.5185885E-001
 1.2124266E+000, 1.3649716E-002, 2.5980330E+001, 2.3642100E-002, 5.8161274E+001, 5.8161274E+001, 3.5499548E-001
 1.2185162E+000, 1.3679220E-002, 2.6061756E+001, 2.3716198E-002, 5.8232951E+001, 5.8232951E+001, 3.5751953E-001
 1.2246059E+000, 1.3708424E-002, 2.6218404E+001, 2.3858748E-002, 5.8303900E+001, 5.8303900E+001, 3.5942478E-001
 1.2313045E+000, 1.3740204E-002, 2.6322279E+001, 2.3953274E-002, 5.8381109E+001, 5.8381109E+001, 3.6118713E-001
 1.2380031E+000, 1.3771627E-002, 2.6459543E+001, 2.4078184E-002, 5.8457451E+001, 5.8457451E+001, 3.6292110E-001
 1.2447018E+000, 1.3802697E-002, 2.6485415E+001, 2.4101727E-002, 5.8532933E+001, 5.8532933E+001, 3.6461689E-001
 1.2504969E+000, 1.3829293E-002, 2.6479041E+001, 2.4095928E-002, 5.8597547E+001, 5.8597547E+001, 3.6513363E-001
 1.2562919E+000, 1.3855629E-002, 2.6505988E+001, 2.4120449E-002, 5.8661529E+001, 5.8661529E+001, 3.6468888E-001
 1.2620870E+000, 1.3881707E-002, 2.6589124E+001, 2.4196103E-002, 5.8724883E+001, 5.8724883E+001, 3.6304181E-001
 1.2678821E+000, 1.3907528E-002, 2.6573500E+001, 2.4181885E-002, 5.8787615E+001, 5.8787615E+001, 3.6139174E-001
 1.2736772E+000, 1.3933096E-002, 2.6493304E+001, 2.4108906E-002, 5.8849730E+001, 5.8849730E+001, 3.6049296E-001
 1.2794723E+000, 1.3958411E-002, 2.6515920E+001, 2.4129487E-002, 5.8911232E+001, 5.8911232E+001, 3.6067037E-001
 1.2852673E+000, 1.3983477E-002, 2.6425775E+001, 2.4047455E-002, 5.8972127E+001, 5.8972127E+001, 3.6200155E-001
 1.2904608E+000, 1.4005729E-002, 2.6371445E+001, 2.3998015E-002, 5.9026188E+001, 5.9026188E+001, 3.6454793E-001
 1.2956543E+000, 1.4027784E-002, 2.6415091E+001, 2.4037733E-002, 5.9079769E+001, 5.9079769E+001, 3.6764090E-001
 1.3003227E+000, 1.4047441E-002, 2.6402142E+001, 2.4025949E-002, 5.9127526E+001, 5.9127526E+001, 3.7064745E-001
 1.3049911E+000, 1.4066941E-002, 2.6371904E+001, 2.3998433E-002, 5.9174899E+001, 5.9174899E+001, 3.7474695E-001
 1.3096594E+000, 1.4086284E-002, 2.6266270E+001, 2.3902306E-002, 5.9221893E+001, 5.9221893E+001, 3.7988684E-001
 1.3143278E+000, 1.4105472E-002, 2.6235283E+001, 2.3874107E-002, 5.9268509E+001, 5.9268509E+001, 3.8586748E-001
 1.3189962E+000, 1.4124505E-002, 2.6236432E+001, 2.3875153E-002, 5.9314750E+001, 5.9314750E+001, 3.9337762E-001
 1.3236646E+000, 1.4143386E-002, 2.6112872E+001, 2.3762714E-002, 5.9360618E+001, 5.9360618E+001, 4.0318262E-001
 1.3283329E+000, 1.4162113E-002, 2.6037090E+001, 2.3693752E-002, 5.9406116E+001, 5.9406116E+001, 4.1523791E-001
 1.3330013E+000, 1.4180690E-002, 2.6079158E+001, 2.3732034E-002, 5.9451246E+001, 5.9451246E+001, 4.2858186E-001
 1.3376697E+000, 1.4199116E-002, 2.6024246E+001, 2.3682064E-002, 5.9496011E+001, 5.9496011E+001, 4.4249305E-001
 1.3423381E+000, 1.4217393E-002, 2.5959720E+001, 2.3623345E-002, 5.9540414E+001, 5.9540414E+001, 4.5743427E-001
 1.3470065E+000, 1.4235521E-002, 2.5902664E+001, 2.3571424E-002, 5.9584457E+001, 5.9584457E+001, 4.7318867E-001
 1.3516748E+000, 1.4253503E-002, 2.5894165E+001, 2.3563690E-002, 5.9628142E+001, 5.9628142E+001, 4.9044506E-001
 1.3563432E+000, 1.4271338E-002, 2.5835026E+001, 2.3509873E-002, 5.9671471E+001, 5.9671471E+001, 5.0911368E-001
 1.3610116E+000, 1.4289028E-002, 2.5850145E+001, 2.3523632E-002, 5.9714448E+001, 5.9714448E+001, 5.2917789E-001
 1.3656800E+000, 1.4306574E-002, 2.5780708E+001, 2.3460445E-002, 5.9757075E+001, 5.9757075E+001, 5.4904101E-001
 1.3703483E+000, 1.4323976E-002, 2.5780932E+001, 2.3460649E-002, 5.9799354E+001, 5.9799354E+001, 5.6903744E-001
 1.3750167E+000, 1.4341237E-002, 2.5771370E+001, 2.3451947E-002, 5.9841287E+001, 5.9841287E+001, 5.8902843E-001
 1.3796851E+000, 1.4358356E-002, 2.5956684E+001, 2.3620583E-002, 5.9882877E+001, 5.9882877E+001, 6.0935424E-001
 1.3843535E+000, 1.4375335E-002, 2.6100500E+001, 2.3751455E-002, 5.9924126E+001, 5.9924126E+001, 6.2951989E-001
 1.3890218E+000, 1.4392175E-002, 2.6342509E+001, 2.3971683E-002, 5.9965038E+001, 5.9965038E+001, 6.4970699E-001
 1.3936902E+000, 1.4408876E-002, 2.6412184E+001, 2.4035087E-002, 6.0005613E+001, 6.0005613E+001, 6.7074082E-001
 1.3983586E+000, 1.4425440E-002, 2.6471184E+001, 2.4088778E-002, 6.0045855E+001, 6.0045855E+001, 6.9195160E-001
 1.4030270E+000, 1.4441868E-002, 2.6664597E+001, 2.4264784E-002, 6.0085766E+001, 6.0085766E+001, 7.1344053E-001
 1.4076953E+000, 1.4458161E-002, 2.6747943E+001, 2.4340628E-002, 6.0125348E+001, 6.0125348E+001, 7.3611937E-001
 1.4123637E+000, 1.4474319E-002, 2.6890305E+001, 2.4470178E-002, 6.0164603E+001, 6.0164603E+001, 7.6070308E-001
 1.4170321E+000, 1.4490344E-002, 2.6947456E+001, 2.4522185E-002, 6.0203534E+001, 6.0203534E+001, 7.8852379E-001
 1.4217005E+000, 1.4506236E-002, 2.6867074E+001, 2.4449037E-002, 6.0242144E+001, 6.0242144E+001, 8.2045499E-001
 1.4258053E+000, 1.4520101E-002, 2.6813261E+001, 2.4400067E-002, 6.0275829E+001, 6.0275829E+001, 8.5091918E-001
 1.4299102E+000, 1.4533865E-002, 2.6883207E+001, 2.4463718E-002, 6.0309268E+001, 6.0309268E+001, 8.8653263E-001
 1.4340150E+000, 1.4547529E-002, 2.6999547E+001, 2.4569587E-002, 6.0342464E+001, 6.0342464E+001, 9.2717202E-001
 1.4381199E+000, 1.4561093E-002, 2.7138362E+001, 2.4695909E-002, 6.0375417E+001, 6.0375417E+001, 9.7357369E-001
 1.4422247E+000, 1.4574558E-002, 2.7185620E+001, 2.4738914E-002, 6.0408129E+001, 6.0408129E+001, 1.0263907E+000
 1.4463295E+000, 1.4587925E-002, 2.7207955E+001, 2.4759239E-002, 6.0440602E+001, 6.0440602E+001, 1.0847269E+000
 1.4504344E+000, 1.4601193E-002, 2.7192075E+001, 2.4744788E-002, 6.0472838E+001, 6.0472838E+001, 1.1470286E+000
 1.4545392E+000, 1.4614365E-002, 2.7243745E+001, 2.4791808E-002, 6.0504837E+001, 6.0504837E+001, 1.2132042E+000
 1.4586441E+000, 1.4627440E-002, 2.7333312E+001, 2.4873314E-002, 6.0536602E+001, 6.0536602E+001, 1.2840109E+000
 1.4627489E+000, 1.4640418E-002, 2.7474879E+001, 2.5002139E-002, 6.0568133E+001, 6.0568133E+001, 1.3582075E+000
 1.4668538E+000, 1.4653302E-002, 2.7544788E+001, 2.5065757E-002, 6.0599433E+001, 6.0599433E+001, 1.4343586E+000
 1.4709586E+000, 1.4666091E-002, 2.7761777E+001, 2.5263217E-002, 6.0630502E+001, 6.0630502E+001, 1.5115098E+000
 1.4750634E+000, 1.4678785E-002, 2.7940376E+001, 2.5425742E-002, 6.0661343E+001, 6.0661343E+001, 1.5903067E+000
 1.4791683E+000, 1.4691386E-002, 2.8099891E+001, 2.5570901E-002, 6.0691957E+001, 6.0691957E+001, 1.6694129E+000
 1.4827489E+000, 1.4702302E-002, 2.8234459E+001, 2.5693358E-002, 6.0718476E+001, 6.0718476E+001, 1.7395307E+000
 1.4863294E+000, 1.4713148E-002, 2.8427269E+001, 2.5868815E-002, 6.0744825E+001, 6.0744825E+001, 1.8135888E+000
 1.4899100E+000, 1.4723923E-002, 2.8670259E+001, 2.6089936E-002, 6.0771004E+001, 6.0771004E+001, 1.8955323E+000
 1.4934906E+000, 1.4734630E-002, 2.8839722E+001, 2.6244147E-002, 6.0797014E+001, 6.0797014E+001, 1.9873510E+000
 1.4970712E+000, 1.4745267E-002, 2.8879836E+001, 2.6280651E-002, 6.0822857E+001, 6.0822857E+001, 2.0951626E+000
 1.5006518E+000, 1.4755835E-002, 2.9092145E+001, 2.6473852E-002, 6.0848532E+001, 6.0848532E+001, 2.2226713E+000
 1.5042324E+000, 1.4766335E-002, 2.9177247E+001, 2.6551295E-002, 6.0874042E+001, 6.0874042E+001, 2.3722462E+000
 1.5078129E+000, 1.4776768E-002, 2.9355444E+001, 2.6713454E-002, 6.0899386E+001, 6.0899386E+001, 2.5454661E+000
 1.5113935E+000, 1.4787132E-002, 2.9413020E+001, 2.6765848E-002, 6.0924567E+001, 6.0924567E+001, 2.7395281E+000
 1.5149741E+000, 1.4797430E-002, 2.9509418E+001, 2.6853571E-002, 6.0949584E+001, 6.0949584E+001, 2.9568617E+000
 1.5185547E+000, 1.4807661E-002, 2.9465155E+001, 2.6813291E-002, 6.0974440E+001, 6.0974440E+001, 3.1944444E+000
 1.5221353E+000, 1.4817825E-002, 2.9511337E+001, 2.6855317E-002, 6.0999134E+001, 6.0999134E+001, 3.4403660E+000
 1.5257158E+000, 1.4827924E-002, 2.9527460E+001, 2.6869989E-002, 6.1023668E+001, 6.1023668E+001, 3.6821651E+000
 1.5292964E+000, 1.4837957E-002, 2.9612011E+001, 2.6946930E-002, 6.1048043E+001, 6.1048043E+001, 3.9068323E+000
 1.5328770E+000, 1.4847925E-002, 2.9587163E+001, 2.6924318E-002, 6.1072259E+001, 6.1072259E+001, 4.1005308E+000
 1.5364576E+000, 1.4857828E-002, 2.9644291E+001, 2.6976305E-002, 6.1096318E+001, 6.1096318E+001, 4.2571087E+000
 1.5400382E+000, 1.4867667E-002, 2.9638247E+001, 2.6970805E-002, 6.1120221E+001, 6.1120221E+001, 4.3667009E+000
 1.5436187E+000, 1.4877441E-002, 2.9725978E+001, 2.7050640E-002, 6.1143967E+001, 6.1143967E+001, 4.4257385E+000
 1.5471993E+000, 1.4887152E-002, 2.9690370E+001, 2.7018237E-002, 6.1167559E+001, 6.1167559E+001, 4.4383403E+000
 1.5507799E+000, 1.4896799E-002, 2.9730835E+001, 2.7055059E-002, 6.1190998E+001, 6.1190998E+001, 4.4083866E+000
 1.5543605E+000, 1.4906384E-002, 2.9640528E+001, 2.6972881E-002, 6.1214283E+001, 6.1214283E+001, 4.3476419E+000
 1.5579411E+000, 1.4915906E-002, 2.9666797E+001, 2.6996785E-002, 6.1237416E+001, 6.1237416E+001, 4.2611200E+000
 1.5615216E+000, 1.4925366E-002, 2.9595895E+001, 2.6932264E-002, 6.1260398E+001, 6.1260398E+001, 4.1590487E+000
 1.5651022E+000, 1.4934764E-002, 2.9595476E+001, 2.6931883E-002, 6.1283230E+001, 6.1283230E+001, 4.0626962E+000
 1.5686828E+000, 1.4944101E-002, 2.9540967E+001, 2.6882280E-002, 6.1305913E+001, 6.1305913E+001, 3.9748850E+000
 1.5722634E+000, 1.4953376E-002, 2.9560644E+001, 2.6900186E-002, 6.1328447E+001, 6.1328447E+001, 3.9022566E+000
 1.5758440E+000, 1.4962591E-002, 2.9534754E+001, 2.6876626E-002, 6.1350834E+001, 6.1350834E+001, 3.8462368E+000
 1.5794245E+000, 1.4971745E-002, 2.9573007E+001, 2.6911437E-002, 6.1373074E+001, 6.1373074E+001, 3.7966283E+000
 1.5830051E+000, 1.4980840E-002, 2.9502122E+001, 2.6846931E-002, 6.1395169E+001, 6.1395169E+001, 3.7873624E+000
 1.5865857E+000, 1.4989874E-002, 2.9644868E+001, 2.6976830E-002, 6.1417118E+001, 6.1417118E+001, 3.8028835E+000
 1.5901663E+000, 1.4998850E-002, 2.9645915E+001, 2.6977783E-002, 6.1438923E+001, 6.1438923E+001, 3.8290369E+000
 1.5937469E+000, 1.5007766E-002, 2.9619218E+001, 2.6953488E-002, 6.1460585E+001, 6.1460585E+001, 3.8660877E+000
 1.5973275E+000, 1.5016624E-002, 2.9564684E+001, 2.6903862E-002, 6.1482105E+001, 6.1482105E+001, 3.8968761E+000
 1.6009080E+000, 1.5025424E-002, 2.9711880E+001, 2.7037811E-002, 6.1503483E+001, 6.1503483E+001, 3.9691392E+000
 1.6044886E+000, 1.5034165E-002, 2.9677106E+001, 2.7006166E-002, 6.1524720E+001, 6.1524720E+001, 3.9788031E+000
 1.6080692E+000, 1.5042849E-002, 2.9661918E+001, 2.6992346E-002, 6.1545818E+001, 6.1545818E+001, 3.9744263E+000
 1.6116498E+000, 1.5051476E-002, 2.9670860E+001, 2.7000483E-002, 6.1566777E+001, 6.1566777E+001, 3.9616245E+000
 1.6152304E+000, 1.5060046E-002, 2.9688792E+001, 2.7016801E-002, 6.1587597E+001, 6.1587597E+001, 3.9538805E+000
 1.6188109E+000, 1.5068560E-002, 2.9561744E+001, 2.6901187E-002, 6.1608281E+001, 6.1608281E+001, 3.9394160E+000
 1.6223915E+000, 1.5077017E-002, 2.9540404E+001, 2.6881768E-002, 6.1628827E+001, 6.1628827E+001, 3.9292350E+000
 1.6259721E+000, 1.5085419E-002, 2.9477159E+001, 2.6824215E-002, 6.1649239E+001, 6.1649239E+001, 3.9495516E+000
 1.6295527E+000, 1.5093765E-002, 2.9440300E+001, 2.6790673E-002, 6.1669515E+001, 6.1669515E+001, 3.9791122E+000
 1.6331333E+000, 1.5102056E-002, 2.9439884E+001, 2.6790294E-002, 6.1689657E+001, 6.1689657E+001, 4.0323855E+000
 1.6367138E+000, 1.5110292E-002, 2.9459998E+001, 2.6808599E-002, 6.1709666E+001, 6.1709666E+001, 4.1163821E+000
 1.6402944E+000, 1.5118474E-002, 2.9386035E+001, 2.6741291E-002, 6.1729543E+001, 6.1729543E+001, 4.2586388E+000
 1.6438750E+000, 1.5126601E-002, 2.9404231E+001, 2.6757850E-002, 6.1749288E+001, 6.1749288E+001, 4.4357181E+000
 1.6474556E+000, 1.5134675E-002, 2.9322878E+001, 2.6683819E-002, 6.1768903E+001, 6.1768903E+001, 4.6671221E+000
 1.6510362E+000, 1.5142695E-002, 2.9413367E+001, 2.6766164E-002, 6.1788387E+001, 6.1788387E+001, 4.9311609E+000
 1.6546167E+000, 1.5150662E-002, 2.9396303E+001, 2.6750636E-002, 6.1807742E+001, 6.1807742E+001, 5.2215234E+000
 1.6581973E+000, 1.5158576E-002, 2.9474533E+001, 2.6821825E-002, 6.1826969E+001, 6.1826969E+001, 5.5421105E+000
 1.6617779E+000, 1.5166437E-002, 2.9404785E+001, 2.6758355E-002, 6.1846068E+001, 6.1846068E+001, 5.8420790E+000
 1.6653585E+000, 1.5174246E-002, 2.9488016E+001, 2.6834095E-002, 6.1865040E+001, 6.1865040E+001, 6.0792857E+000
 1.6689391E+000, 1.5182004E-002, 2.9475826E+001, 2.6823001E-002, 6.1883887E+001, 6.1883887E+001, 6.2890809E+000
 1.6725196E+000, 1.5189710E-002, 2.9548254E+001, 2.6888911E-002, 6.1902608E+001, 6.1902608E+001, 6.4215820E+000
 1.6761002E+000, 1.5197364E-002, 2.9580456E+001, 2.6918215E-002, 6.1921204E+001, 6.1921204E+001, 6.4601460E+000
 1.6796808E+000, 1.5204968E-002, 2.9600059E+001, 2.6936054E-002, 6.1939677E+001, 6.1939677E+001, 6.4136222E+000
 1.6826990E+000, 1.5211338E-002, 2.9504655E+001, 2.6849236E-002, 6.1955153E+001, 6.1955153E+001, 6.2902454E+000
 1.6857173E+000, 1.5217672E-002, 2.9538032E+001, 2.6879609E-002, 6.1970542E+001, 6.1970542E+001, 6.1174076E+000
 1.6887355E+000, 1.5223971E-002, 2.9612754E+001, 2.6947606E-002, 6.1985844E+001, 6.1985844E+001, 5.9017969E+000
 1.6917537E+000, 1.5230235E-002, 2.9684133E+001, 2.7012561E-002, 6.2001061E+001, 6.2001061E+001, 5.6607330E+000
