s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
 5.400E+01, 7.795E+01,-2.338E+01,-4.987E+01,-4.655E+00, 6.915E-01, 0.000E+00, 0.000E+00, 1.006E+00, 7.346E-01, 0.000E+00, 1.222E-03, 0.000E+00, 0.000E+00, 7.697E-04
 5.600E+01, 8.057E+01,-2.468E+01,-5.036E+01,-4.511E+00, 6.908E-01, 0.000E+00, 0.000E+00, 1.947E+00, 1.701E+00, 0.000E+00, 1.241E-03, 0.000E+00, 0.000E+00, 8.474E-04
 5.800E+01, 8.574E+01,-2.567E+01,-5.383E+01,-4.724E+00, 7.307E-01, 0.000E+00, 0.000E+00, 2.643E+00, 2.245E+00, 0.000E+00, 1.261E-03, 0.000E+00, 0.000E+00, 1.005E-03
 6.000E+01, 8.947E+01,-2.715E+01,-6.034E+01,-4.915E+00, 7.249E-01, 0.000E+00, 0.000E+00,-1.758E+00,-2.213E+00, 0.000E+00, 1.281E-03, 0.000E+00, 0.000E+00, 1.108E-03
 6.200E+01, 9.295E+01,-2.789E+01,-5.913E+01,-4.949E+00, 7.476E-01, 0.000E+00, 0.000E+00, 2.097E+00, 1.728E+00, 0.000E+00, 1.295E-03, 0.000E+00, 0.000E+00, 1.251E-03
 6.400E+01, 9.904E+01,-2.979E+01,-6.210E+01,-5.549E+00, 7.437E-01, 0.000E+00, 0.000E+00, 2.837E+00, 2.345E+00, 0.000E+00, 1.305E-03, 0.000E+00, 0.000E+00, 1.361E-03
 6.600E+01, 1.013E+02,-3.091E+01,-6.856E+01,-5.117E+00, 7.239E-01, 0.000E+00, 0.000E+00,-2.058E+00,-2.541E+00, 0.000E+00, 1.314E-03, 0.000E+00, 0.000E+00, 1.458E-03
 6.800E+01, 1.051E+02,-3.196E+01,-6.536E+01,-5.167E+00, 7.525E-01, 0.000E+00, 0.000E+00, 3.837E+00, 3.394E+00, 0.000E+00, 1.323E-03, 0.000E+00, 0.000E+00, 1.588E-03
 7.000E+01, 1.096E+02,-3.456E+01,-7.071E+01,-5.587E+00, 7.404E-01, 0.000E+00, 0.000E+00,-1.214E-02,-5.111E-01, 0.000E+00, 1.332E-03, 0.000E+00, 0.000E+00, 1.660E-03
 7.200E+01, 1.122E+02,-3.473E+01,-7.198E+01,-5.676E+00, 7.642E-01, 0.000E+00, 0.000E+00, 1.100E+00, 5.963E-01, 0.000E+00, 1.342E-03, 0.000E+00, 0.000E+00, 1.773E-03
 7.400E+01, 1.167E+02,-3.575E+01,-7.522E+01,-5.820E+00, 7.647E-01, 0.000E+00, 0.000E+00, 1.305E+00, 6.992E-01, 0.000E+00, 1.351E-03, 0.000E+00, 0.000E+00, 1.978E-03
 7.600E+01, 1.190E+02,-3.752E+01,-7.791E+01,-6.049E+00, 7.565E-01, 0.000E+00, 0.000E+00,-1.215E+00,-1.704E+00, 0.000E+00, 1.360E-03, 0.000E+00, 0.000E+00, 2.054E-03
 7.800E+01, 1.274E+02,-3.895E+01,-7.859E+01,-6.118E+00, 7.751E-01, 0.000E+00, 0.000E+00, 5.116E+00, 4.555E+00, 0.000E+00, 1.369E-03, 0.000E+00, 0.000E+00, 2.246E-03
 8.000E+01, 1.338E+02,-4.064E+01,-8.830E+01,-6.155E+00, 7.725E-01, 0.000E+00, 0.000E+00, 3.276E-03,-4.904E-01, 0.000E+00, 1.378E-03, 0.000E+00, 0.000E+00, 2.484E-03
 8.200E+01, 1.392E+02,-4.254E+01,-8.760E+01,-6.641E+00, 7.712E-01, 0.000E+00, 0.000E+00, 3.731E+00, 3.143E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 2.713E-03
 8.400E+01, 1.451E+02,-4.512E+01,-9.540E+01,-6.538E+00, 7.856E-01, 0.000E+00, 0.000E+00,-5.473E-01,-1.179E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 2.796E-03
 8.600E+01, 1.505E+02,-4.737E+01,-9.311E+01,-6.705E+00, 7.811E-01, 0.000E+00, 0.000E+00, 4.759E+00, 4.113E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 3.013E-03
 8.800E+01, 1.534E+02,-4.701E+01,-1.012E+02,-7.574E+00, 7.685E-01, 0.000E+00, 0.000E+00,-7.202E-01,-1.572E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 3.139E-03
 9.000E+01, 1.583E+02,-4.912E+01,-1.041E+02,-7.025E+00, 7.711E-01, 0.000E+00, 0.000E+00,-3.931E-01,-1.214E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 3.422E-03
 9.200E+01, 1.694E+02,-5.343E+01,-1.035E+02,-7.570E+00, 7.964E-01, 0.000E+00, 0.000E+00, 6.222E+00, 5.651E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 3.694E-03
 9.400E+01, 1.757E+02,-5.527E+01,-1.154E+02,-8.187E+00, 7.587E-01, 0.000E+00, 0.000E+00,-1.604E+00,-2.383E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 3.853E-03
 9.600E+01, 1.789E+02,-5.631E+01,-1.131E+02,-7.644E+00, 7.560E-01, 0.000E+00, 0.000E+00, 3.317E+00, 2.575E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 4.107E-03
 9.800E+01, 1.888E+02,-6.087E+01,-1.219E+02,-8.576E+00, 7.862E-01, 0.000E+00, 0.000E+00,-8.817E-01,-1.739E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 4.324E-03
 1.000E+02, 1.985E+02,-6.237E+01,-1.272E+02,-8.501E+00, 7.816E-01, 0.000E+00, 0.000E+00, 2.150E+00, 1.178E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 4.758E-03
 1.020E+02, 2.118E+02,-6.669E+01,-1.327E+02,-8.746E+00, 7.821E-01, 0.000E+00, 0.000E+00, 5.386E+00, 4.500E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 5.120E-03
 1.040E+02, 2.244E+02,-7.093E+01,-1.466E+02,-9.153E+00, 7.964E-01, 0.000E+00, 0.000E+00,-5.342E-01,-1.500E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 5.743E-03
 1.060E+02, 2.434E+02,-7.626E+01,-1.514E+02,-9.922E+00, 8.061E-01, 0.000E+00, 0.000E+00, 7.927E+00, 6.606E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 6.351E-03
 1.080E+02, 2.566E+02,-8.212E+01,-1.660E+02,-1.052E+01, 8.004E-01, 0.000E+00, 0.000E+00,-1.066E-01,-1.329E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 6.737E-03
 1.100E+02, 2.702E+02,-8.725E+01,-1.689E+02,-1.107E+01, 8.071E-01, 0.000E+00, 0.000E+00, 5.410E+00, 3.856E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 7.114E-03
 1.120E+02, 2.847E+02,-9.160E+01,-1.834E+02,-1.096E+01, 7.950E-01, 0.000E+00, 0.000E+00, 5.922E-01,-4.402E-01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 7.752E-03
 1.140E+02, 2.990E+02,-9.631E+01,-1.900E+02,-1.154E+01, 7.872E-01, 0.000E+00, 0.000E+00, 2.933E+00, 1.909E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 8.331E-03
 1.160E+02, 3.194E+02,-9.972E+01,-2.062E+02,-1.227E+01, 7.892E-01, 0.000E+00, 0.000E+00, 3.331E+00, 1.982E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 8.887E-03
 1.180E+02, 3.433E+02,-1.084E+02,-2.120E+02,-1.189E+01, 8.152E-01, 0.000E+00, 0.000E+00, 1.328E+01, 1.188E+01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 9.713E-03
 1.200E+02, 3.688E+02,-1.165E+02,-2.483E+02,-1.416E+01, 8.040E-01, 0.000E+00, 0.000E+00,-7.136E+00,-9.279E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 1.088E-02
 1.220E+02, 4.057E+02,-1.281E+02,-2.534E+02,-1.446E+01, 7.697E-01, 0.000E+00, 0.000E+00, 1.207E+01, 1.054E+01, 0.000E+00, 1.310E-03, 0.000E+00, 0.000E+00, 1.188E-02
 1.240E+02, 4.217E+02,-1.336E+02,-2.776E+02,-1.475E+01, 7.163E-01, 0.000E+00, 0.000E+00,-1.806E+00,-3.596E+00, 0.000E+00, 1.166E-03, 0.000E+00, 0.000E+00, 1.295E-02
 1.260E+02, 4.609E+02,-1.480E+02,-2.900E+02,-1.612E+01, 6.397E-01, 0.000E+00, 0.000E+00, 9.363E+00, 7.462E+00, 0.000E+00, 1.021E-03, 0.000E+00, 0.000E+00, 1.431E-02
 1.280E+02, 4.883E+02,-1.547E+02,-3.211E+02,-1.533E+01, 5.573E-01, 0.000E+00, 0.000E+00,-3.640E-01,-2.355E+00, 0.000E+00, 8.758E-04, 0.000E+00, 0.000E+00, 1.543E-02
 1.300E+02, 5.226E+02,-1.650E+02,-3.469E+02,-1.733E+01, 4.869E-01, 0.000E+00, 0.000E+00,-3.271E+00,-6.109E+00, 0.000E+00, 7.309E-04, 0.000E+00, 0.000E+00, 1.709E-02
 1.320E+02, 5.592E+02,-1.732E+02,-3.603E+02,-1.803E+01, 4.327E-01, 0.000E+00, 0.000E+00, 1.061E+01, 8.151E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.841E-02
 1.340E+02, 5.896E+02,-1.824E+02,-4.000E+02,-1.768E+01, 4.370E-01, 0.000E+00, 0.000E+00,-7.510E+00,-1.007E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.958E-02
 1.360E+02, 6.639E+02,-2.071E+02,-4.132E+02,-2.006E+01, 4.477E-01, 0.000E+00, 0.000E+00, 2.710E+01, 2.402E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.192E-02
 1.380E+02, 7.264E+02,-2.273E+02,-4.868E+02,-1.888E+01, 4.226E-01, 0.000E+00, 0.000E+00,-3.702E+00,-6.226E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.464E-02
 1.400E+02, 8.024E+02,-2.501E+02,-5.258E+02,-2.190E+01, 4.274E-01, 0.000E+00, 0.000E+00, 7.674E+00, 5.008E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.679E-02
 1.420E+02, 8.856E+02,-2.762E+02,-5.795E+02,-2.236E+01, 3.961E-01, 0.000E+00, 0.000E+00, 1.067E+01, 7.936E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.027E-02
 1.440E+02, 1.021E+03,-3.195E+02,-6.719E+02,-2.429E+01, 3.840E-01, 0.000E+00, 0.000E+00, 8.929E+00, 6.052E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.452E-02
 1.460E+02, 1.125E+03,-3.564E+02,-7.365E+02,-2.385E+01, 3.731E-01, 0.000E+00, 0.000E+00, 1.136E+01, 8.992E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.876E-02
 1.480E+02, 1.226E+03,-3.867E+02,-8.060E+02,-2.454E+01, 3.655E-01, 0.000E+00, 0.000E+00, 1.109E+01, 9.284E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.174E-02
 1.500E+02, 1.313E+03,-4.194E+02,-8.747E+02,-2.630E+01, 3.583E-01, 0.000E+00, 0.000E+00,-4.318E+00,-6.775E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.527E-02
 1.520E+02, 1.393E+03,-4.448E+02,-9.331E+02,-2.935E+01, 3.351E-01, 0.000E+00, 0.000E+00,-1.312E+01,-1.409E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.851E-02
 1.540E+02, 1.478E+03,-4.818E+02,-9.676E+02,-2.607E+01, 3.217E-01, 0.000E+00, 0.000E+00, 4.511E+00, 3.048E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.172E-02
 1.560E+02, 1.582E+03,-5.070E+02,-1.024E+03,-2.772E+01, 3.107E-01, 0.000E+00, 0.000E+00, 2.359E+01, 2.344E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.442E-02
 1.580E+02, 1.593E+03,-5.164E+02,-1.043E+03,-2.841E+01, 3.020E-01, 0.000E+00, 0.000E+00, 6.989E+00, 5.806E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.619E-02
 1.600E+02, 1.665E+03,-5.354E+02,-1.101E+03,-3.091E+01, 3.014E-01, 0.000E+00, 0.000E+00,-4.664E+00,-1.296E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.840E-02
 1.620E+02, 1.729E+03,-5.562E+02,-1.131E+03,-2.941E+01, 2.951E-01, 0.000E+00, 0.000E+00, 1.178E+01, 1.206E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.120E-02
 1.640E+02, 1.775E+03,-5.729E+02,-1.181E+03,-3.040E+01, 2.740E-01, 0.000E+00, 0.000E+00,-8.907E+00,-8.337E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.345E-02
 1.660E+02, 1.841E+03,-5.944E+02,-1.200E+03,-3.090E+01, 2.766E-01, 0.000E+00, 0.000E+00, 1.419E+01, 1.580E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.436E-02
 1.680E+02, 1.859E+03,-6.115E+02,-1.224E+03,-3.138E+01, 2.710E-01, 0.000E+00, 0.000E+00,-8.991E+00,-7.658E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.633E-02
 1.700E+02, 1.905E+03,-6.198E+02,-1.245E+03,-3.253E+01, 2.765E-01, 0.000E+00, 0.000E+00, 6.864E+00, 8.447E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.773E-02
 1.720E+02, 1.965E+03,-6.463E+02,-1.278E+03,-3.059E+01, 2.594E-01, 0.000E+00, 0.000E+00, 9.698E+00, 1.019E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.112E-02
 1.740E+02, 2.045E+03,-6.614E+02,-1.350E+03,-3.269E+01, 2.646E-01, 0.000E+00, 0.000E+00,-2.647E-01, 7.523E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.347E-02
 1.760E+02, 1.996E+03,-6.552E+02,-1.318E+03,-3.199E+01, 2.597E-01, 0.000E+00, 0.000E+00,-8.691E+00,-8.635E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.265E-02
 1.780E+02, 2.073E+03,-6.770E+02,-1.354E+03,-3.271E+01, 2.438E-01, 0.000E+00, 0.000E+00, 8.307E+00, 9.921E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.531E-02
 1.800E+02, 2.111E+03,-6.891E+02,-1.388E+03,-3.320E+01, 2.519E-01, 0.000E+00, 0.000E+00,-1.948E+00, 9.999E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.696E-02
 1.820E+02, 2.142E+03,-6.990E+02,-1.404E+03,-3.465E+01, 2.445E-01, 0.000E+00, 0.000E+00, 1.157E+00, 3.971E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.759E-02
 1.840E+02, 2.176E+03,-7.094E+02,-1.427E+03,-3.273E+01, 2.383E-01, 0.000E+00, 0.000E+00, 4.848E+00, 7.995E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.929E-02
 1.860E+02, 2.202E+03,-7.162E+02,-1.443E+03,-3.424E+01, 2.431E-01, 0.000E+00, 0.000E+00, 8.249E+00, 8.302E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.984E-02
 1.880E+02, 2.252E+03,-7.437E+02,-1.466E+03,-3.431E+01, 2.310E-01, 0.000E+00, 0.000E+00, 6.965E+00, 8.168E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.237E-02
 1.900E+02, 2.307E+03,-7.499E+02,-1.512E+03,-3.565E+01, 2.421E-01, 0.000E+00, 0.000E+00, 5.273E+00, 1.039E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.410E-02
 1.920E+02, 2.310E+03,-7.625E+02,-1.502E+03,-3.646E+01, 2.276E-01, 0.000E+00, 0.000E+00, 5.224E+00, 9.956E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.636E-02
 1.940E+02, 2.284E+03,-7.536E+02,-1.507E+03,-3.554E+01, 2.233E-01, 0.000E+00, 0.000E+00,-1.436E+01,-1.128E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.697E-02
 1.960E+02, 2.304E+03,-7.519E+02,-1.509E+03,-3.419E+01, 2.273E-01, 0.000E+00, 0.000E+00, 6.205E+00, 9.954E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.554E-02
 1.980E+02, 2.297E+03,-7.672E+02,-1.496E+03,-3.574E+01, 2.159E-01, 0.000E+00, 0.000E+00,-6.482E+00,-1.488E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.836E-02
 2.000E+02, 2.357E+03,-7.684E+02,-1.550E+03,-3.544E+01, 2.370E-01, 0.000E+00, 0.000E+00, 4.944E-01, 3.943E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.731E-02
 2.020E+02, 2.394E+03,-7.920E+02,-1.557E+03,-3.785E+01, 2.149E-01, 0.000E+00, 0.000E+00, 3.207E+00, 7.318E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.155E-02
 2.040E+02, 2.415E+03,-8.075E+02,-1.561E+03,-3.446E+01, 2.108E-01, 0.000E+00, 0.000E+00, 9.106E+00, 1.274E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.063E-02
 2.060E+02, 2.420E+03,-7.948E+02,-1.592E+03,-3.527E+01, 1.929E-01, 0.000E+00, 0.000E+00,-4.884E+00,-1.275E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.079E-02
 2.080E+02, 2.449E+03,-8.028E+02,-1.604E+03,-3.595E+01, 1.918E-01, 0.000E+00, 0.000E+00, 1.442E+00, 6.364E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.222E-02
 2.100E+02, 2.368E+03,-7.726E+02,-1.555E+03,-3.708E+01, 2.112E-01, 0.000E+00, 0.000E+00,-2.273E+00, 4.008E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.024E-02
 2.120E+02, 2.475E+03,-8.118E+02,-1.628E+03,-3.707E+01, 2.148E-01, 0.000E+00, 0.000E+00,-5.264E+00,-1.489E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.304E-02
 2.140E+02, 2.527E+03,-8.333E+02,-1.655E+03,-3.516E+01, 2.017E-01, 0.000E+00, 0.000E+00,-1.595E+00, 3.881E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.687E-02
 2.160E+02, 2.524E+03,-8.275E+02,-1.637E+03,-3.694E+01, 1.878E-01, 0.000E+00, 0.000E+00, 1.185E+01, 2.201E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.651E-02
 2.180E+02, 2.514E+03,-8.168E+02,-1.671E+03,-3.609E+01, 1.816E-01, 0.000E+00, 0.000E+00,-1.441E+01,-9.660E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.589E-02
 2.200E+02, 2.481E+03,-8.222E+02,-1.614E+03,-3.474E+01, 1.940E-01, 0.000E+00, 0.000E+00, 8.043E+00, 9.901E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.731E-02
 2.220E+02, 2.552E+03,-8.387E+02,-1.663E+03,-3.649E+01, 1.891E-01, 0.000E+00, 0.000E+00, 8.050E+00, 1.445E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.967E-02
 2.240E+02, 2.552E+03,-8.441E+02,-1.663E+03,-3.664E+01, 1.773E-01, 0.000E+00, 0.000E+00, 2.104E+00, 8.153E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.835E-02
 2.260E+02, 2.570E+03,-8.449E+02,-1.700E+03,-3.785E+01, 1.665E-01, 0.000E+00, 0.000E+00,-2.083E+01,-1.248E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.713E-02
