s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
 4.600E+02, 3.630E+02,-1.089E+02,-2.477E+02,-5.880E+00, 5.714E-01, 0.000E+00, 0.000E+00, 2.706E+00, 1.086E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.139E-02
 4.620E+02, 3.642E+02,-1.100E+02,-2.522E+02,-6.994E+00, 5.691E-01, 0.000E+00, 0.000E+00,-2.659E+00,-4.468E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.168E-02
 4.640E+02, 3.604E+02,-1.085E+02,-2.546E+02,-7.076E+00, 5.782E-01, 0.000E+00, 0.000E+00,-7.547E+00,-9.265E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.146E-02
 4.660E+02, 3.540E+02,-1.064E+02,-2.348E+02,-6.851E+00, 5.731E-01, 0.000E+00, 0.000E+00, 8.254E+00, 6.545E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.122E-02
 4.680E+02, 3.535E+02,-1.059E+02,-2.471E+02,-5.854E+00, 5.723E-01, 0.000E+00, 0.000E+00,-3.225E+00,-4.849E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.116E-02
 4.700E+02, 3.418E+02,-1.031E+02,-2.340E+02,-6.153E+00, 5.775E-01, 0.000E+00, 0.000E+00, 7.623E-01,-8.128E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.082E-02
 4.720E+02, 3.424E+02,-1.021E+02,-2.378E+02,-6.774E+00, 5.791E-01, 0.000E+00, 0.000E+00,-2.155E+00,-3.691E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.081E-02
 4.740E+02, 3.338E+02,-9.968E+01,-2.397E+02,-6.851E+00, 5.834E-01, 0.000E+00, 0.000E+00,-1.003E+01,-1.182E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.054E-02
 4.760E+02, 3.298E+02,-9.902E+01,-2.201E+02,-5.601E+00, 5.822E-01, 0.000E+00, 0.000E+00, 7.102E+00, 5.631E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.042E-02
 4.780E+02, 3.267E+02,-9.817E+01,-2.222E+02,-6.070E+00, 5.840E-01, 0.000E+00, 0.000E+00, 2.421E+00, 9.048E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.031E-02
 4.800E+02, 3.204E+02,-9.554E+01,-2.233E+02,-6.769E+00, 5.823E-01, 0.000E+00, 0.000E+00,-3.003E+00,-4.674E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.004E-02
 4.820E+02, 3.213E+02,-9.620E+01,-2.191E+02,-5.714E+00, 5.850E-01, 0.000E+00, 0.000E+00, 2.400E+00, 8.892E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.012E-02
 4.840E+02, 3.151E+02,-9.435E+01,-2.257E+02,-5.387E+00, 5.838E-01, 0.000E+00, 0.000E+00,-8.490E+00,-9.748E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.857E-03
 4.860E+02, 3.070E+02,-9.143E+01,-2.101E+02,-5.825E+00, 5.826E-01, 0.000E+00, 0.000E+00, 1.840E+00, 2.375E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.623E-03
 4.880E+02, 3.090E+02,-9.179E+01,-2.195E+02,-6.181E+00, 5.827E-01, 0.000E+00, 0.000E+00,-6.428E+00,-7.887E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.732E-03
 4.900E+02, 3.022E+02,-8.971E+01,-2.092E+02,-5.499E+00, 5.835E-01, 0.000E+00, 0.000E+00,-2.500E-01,-1.638E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.360E-03
 4.920E+02, 3.022E+02,-8.985E+01,-2.008E+02,-6.043E+00, 5.830E-01, 0.000E+00, 0.000E+00, 7.533E+00, 6.037E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.489E-03
 4.940E+02, 3.008E+02,-9.002E+01,-2.050E+02,-4.686E+00, 5.856E-01, 0.000E+00, 0.000E+00, 2.977E+00, 1.652E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.324E-03
 4.960E+02, 2.969E+02,-8.830E+01,-2.066E+02,-5.408E+00, 5.927E-01, 0.000E+00, 0.000E+00,-1.399E+00,-2.854E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.283E-03
 4.980E+02, 2.970E+02,-8.868E+01,-2.086E+02,-5.237E+00, 5.906E-01, 0.000E+00, 0.000E+00,-3.700E+00,-4.909E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.280E-03
 5.000E+02, 2.876E+02,-8.579E+01,-1.989E+02,-4.088E+00, 5.869E-01, 0.000E+00, 0.000E+00, 5.335E-01,-5.288E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.905E-03
 5.020E+02, 2.893E+02,-8.536E+01,-2.039E+02,-5.642E+00, 5.929E-01, 0.000E+00, 0.000E+00,-3.349E+00,-5.007E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.984E-03
 5.040E+02, 2.789E+02,-8.236E+01,-1.907E+02,-5.470E+00, 5.921E-01, 0.000E+00, 0.000E+00, 2.259E+00, 9.533E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.654E-03
 5.060E+02, 2.737E+02,-8.039E+01,-1.971E+02,-4.677E+00, 5.973E-01, 0.000E+00, 0.000E+00,-6.516E+00,-7.882E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.450E-03
 5.080E+02, 2.755E+02,-8.106E+01,-1.888E+02,-4.702E+00, 5.966E-01, 0.000E+00, 0.000E+00, 2.776E+00, 1.515E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.499E-03
 5.100E+02, 2.669E+02,-7.845E+01,-1.871E+02,-5.037E+00, 5.891E-01, 0.000E+00, 0.000E+00,-1.719E+00,-3.088E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.225E-03
 5.120E+02, 2.726E+02,-8.058E+01,-1.847E+02,-4.817E+00, 5.989E-01, 0.000E+00, 0.000E+00, 4.579E+00, 3.084E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.391E-03
 5.140E+02, 2.673E+02,-7.906E+01,-1.946E+02,-5.048E+00, 5.968E-01, 0.000E+00, 0.000E+00,-9.316E+00,-1.082E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.255E-03
 5.160E+02, 2.664E+02,-7.808E+01,-1.791E+02,-4.301E+00, 5.914E-01, 0.000E+00, 0.000E+00, 6.629E+00, 5.457E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.151E-03
 5.180E+02, 2.613E+02,-7.660E+01,-1.896E+02,-5.264E+00, 6.024E-01, 0.000E+00, 0.000E+00,-7.909E+00,-9.567E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.090E-03
 5.200E+02, 2.560E+02,-7.492E+01,-1.750E+02,-4.279E+00, 5.911E-01, 0.000E+00, 0.000E+00, 3.508E+00, 2.330E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.805E-03
 5.220E+02, 2.608E+02,-7.629E+01,-1.761E+02,-4.670E+00, 5.978E-01, 0.000E+00, 0.000E+00, 5.691E+00, 4.351E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.994E-03
 5.240E+02, 2.560E+02,-7.529E+01,-1.863E+02,-4.549E+00, 5.962E-01, 0.000E+00, 0.000E+00,-8.392E+00,-9.534E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.857E-03
 5.260E+02, 2.539E+02,-7.442E+01,-1.764E+02,-4.094E+00, 5.986E-01, 0.000E+00, 0.000E+00, 6.896E-01,-3.966E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.751E-03
 5.280E+02, 2.524E+02,-7.435E+01,-1.740E+02,-3.867E+00, 6.007E-01, 0.000E+00, 0.000E+00, 1.816E+00, 7.640E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.687E-03
 5.300E+02, 2.443E+02,-7.131E+01,-1.698E+02,-4.282E+00, 6.026E-01, 0.000E+00, 0.000E+00, 6.018E-01,-4.388E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.405E-03
 5.320E+02, 2.440E+02,-7.141E+01,-1.722E+02,-3.805E+00, 6.032E-01, 0.000E+00, 0.000E+00,-1.838E+00,-2.819E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.476E-03
 5.340E+02, 2.420E+02,-7.103E+01,-1.702E+02,-3.671E+00, 6.043E-01, 0.000E+00, 0.000E+00,-1.096E+00,-2.343E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.324E-03
 5.360E+02, 2.384E+02,-6.957E+01,-1.675E+02,-4.039E+00, 5.991E-01, 0.000E+00, 0.000E+00,-9.923E-01,-2.191E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.273E-03
 5.380E+02, 2.401E+02,-6.994E+01,-1.653E+02,-3.797E+00, 6.042E-01, 0.000E+00, 0.000E+00, 2.888E+00, 1.642E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.277E-03
 5.400E+02, 2.337E+02,-6.814E+01,-1.709E+02,-3.686E+00, 6.016E-01, 0.000E+00, 0.000E+00,-7.302E+00,-8.470E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.065E-03
 5.420E+02, 2.354E+02,-6.878E+01,-1.594E+02,-3.497E+00, 6.062E-01, 0.000E+00, 0.000E+00, 5.605E+00, 4.360E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.119E-03
 5.440E+02, 2.310E+02,-6.788E+01,-1.677E+02,-3.091E+00, 6.023E-01, 0.000E+00, 0.000E+00,-6.097E+00,-7.102E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.976E-03
 5.460E+02, 2.289E+02,-6.666E+01,-1.601E+02,-3.753E+00, 6.063E-01, 0.000E+00, 0.000E+00, 2.585E-01,-9.882E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.882E-03
 5.480E+02, 2.264E+02,-6.542E+01,-1.607E+02,-3.763E+00, 6.051E-01, 0.000E+00, 0.000E+00,-1.559E+00,-2.811E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.814E-03
 5.500E+02, 2.202E+02,-6.373E+01,-1.545E+02,-3.510E+00, 6.071E-01, 0.000E+00, 0.000E+00, 3.486E-01,-9.607E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.566E-03
 5.520E+02, 2.201E+02,-6.390E+01,-1.528E+02,-3.420E+00, 6.058E-01, 0.000E+00, 0.000E+00, 1.974E+00, 6.631E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.664E-03
 5.540E+02, 2.200E+02,-6.366E+01,-1.597E+02,-3.769E+00, 6.026E-01, 0.000E+00, 0.000E+00,-5.382E+00,-6.601E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.531E-03
 5.560E+02, 2.147E+02,-6.216E+01,-1.436E+02,-3.130E+00, 6.080E-01, 0.000E+00, 0.000E+00, 7.569E+00, 6.376E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.386E-03
 5.580E+02, 2.138E+02,-6.196E+01,-1.569E+02,-3.591E+00, 6.068E-01, 0.000E+00, 0.000E+00,-6.857E+00,-8.073E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.428E-03
 5.600E+02, 2.127E+02,-6.137E+01,-1.507E+02,-3.003E+00, 6.039E-01, 0.000E+00, 0.000E+00,-7.917E-01,-1.708E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.265E-03
 5.620E+02, 2.109E+02,-6.136E+01,-1.411E+02,-2.675E+00, 6.051E-01, 0.000E+00, 0.000E+00, 7.294E+00, 6.350E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.310E-03
 5.640E+02, 2.097E+02,-6.102E+01,-1.553E+02,-3.082E+00, 6.084E-01, 0.000E+00, 0.000E+00,-7.951E+00,-9.114E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.197E-03
 5.660E+02, 2.070E+02,-5.995E+01,-1.390E+02,-2.376E+00, 6.098E-01, 0.000E+00, 0.000E+00, 7.255E+00, 6.347E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.143E-03
 5.680E+02, 2.060E+02,-5.988E+01,-1.517E+02,-3.071E+00, 6.039E-01, 0.000E+00, 0.000E+00,-7.053E+00,-7.999E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.170E-03
 5.700E+02, 2.014E+02,-5.792E+01,-1.400E+02,-2.820E+00, 6.029E-01, 0.000E+00, 0.000E+00, 2.144E+00, 1.237E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.895E-03
 5.720E+02, 2.010E+02,-5.797E+01,-1.424E+02,-2.810E+00, 6.106E-01, 0.000E+00, 0.000E+00,-6.042E-01,-1.597E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.941E-03
 5.740E+02, 1.956E+02,-5.638E+01,-1.402E+02,-2.889E+00, 6.044E-01, 0.000E+00, 0.000E+00,-2.393E+00,-3.274E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.729E-03
 5.760E+02, 1.949E+02,-5.611E+01,-1.363E+02,-2.101E+00, 6.071E-01, 0.000E+00, 0.000E+00, 1.748E+00, 9.749E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.705E-03
 5.780E+02, 1.970E+02,-5.684E+01,-1.394E+02,-2.507E+00, 6.072E-01, 0.000E+00, 0.000E+00,-3.492E-01,-1.138E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.826E-03
 5.800E+02, 1.926E+02,-5.539E+01,-1.370E+02,-2.490E+00, 6.050E-01, 0.000E+00, 0.000E+00,-8.509E-01,-1.646E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.618E-03
 5.820E+02, 1.928E+02,-5.529E+01,-1.356E+02,-2.692E+00, 6.056E-01, 0.000E+00, 0.000E+00, 7.773E-01,-1.901E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.669E-03
 5.840E+02, 1.897E+02,-5.457E+01,-1.375E+02,-2.424E+00, 6.107E-01, 0.000E+00, 0.000E+00,-3.477E+00,-4.211E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.525E-03
 5.860E+02, 1.874E+02,-5.344E+01,-1.299E+02,-2.827E+00, 6.137E-01, 0.000E+00, 0.000E+00, 2.909E+00, 1.788E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.463E-03
 5.880E+02, 1.850E+02,-5.303E+01,-1.333E+02,-2.971E+00, 6.116E-01, 0.000E+00, 0.000E+00,-2.553E+00,-3.674E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.379E-03
 5.900E+02, 1.811E+02,-5.192E+01,-1.314E+02,-2.050E+00, 6.076E-01, 0.000E+00, 0.000E+00,-2.985E+00,-3.697E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.228E-03
 5.920E+02, 1.841E+02,-5.256E+01,-1.246E+02,-2.590E+00, 6.092E-01, 0.000E+00, 0.000E+00, 5.950E+00, 4.909E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.315E-03
 5.940E+02, 1.771E+02,-5.071E+01,-1.318E+02,-2.560E+00, 6.106E-01, 0.000E+00, 0.000E+00,-6.440E+00,-7.373E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.135E-03
 5.960E+02, 1.756E+02,-5.004E+01,-1.223E+02,-2.129E+00, 6.152E-01, 0.000E+00, 0.000E+00, 2.517E+00, 1.713E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.034E-03
 5.980E+02, 1.749E+02,-4.990E+01,-1.268E+02,-1.834E+00, 6.125E-01, 0.000E+00, 0.000E+00,-2.431E+00,-3.013E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.025E-03
 6.000E+02, 1.713E+02,-4.905E+01,-1.182E+02,-1.941E+00, 6.103E-01, 0.000E+00, 0.000E+00, 3.519E+00, 2.701E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.895E-03
