s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,MLR_PRODUCTS 2,MLR_MMA
 4.540E+02, 6.624E+01,-1.755E+01,-5.336E+01,-7.399E-01, 6.062E-01, 0.000E+00, 0.000E+00,-4.546E+00,-4.800E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.245E-03
 4.560E+02, 6.370E+01,-1.676E+01,-4.701E+01, 3.026E-01, 6.042E-01, 0.000E+00, 0.000E+00, 1.047E+00, 8.366E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.174E-03
 4.580E+02, 6.400E+01,-1.692E+01,-4.616E+01,-1.079E-01, 5.957E-01, 0.000E+00, 0.000E+00, 1.547E+00, 1.411E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.185E-03
 4.600E+02, 6.190E+01,-1.631E+01,-5.000E+01,-1.152E-01, 6.049E-01, 0.000E+00, 0.000E+00,-3.683E+00,-3.916E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.097E-03
 4.620E+02, 6.202E+01,-1.632E+01,-4.349E+01, 8.144E-02, 6.043E-01, 0.000E+00, 0.000E+00, 3.143E+00, 2.887E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.107E-03
 4.640E+02, 6.104E+01,-1.612E+01,-4.799E+01,-5.210E-01, 5.952E-01, 0.000E+00, 0.000E+00,-2.758E+00,-2.989E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.078E-03
 4.660E+02, 5.945E+01,-1.566E+01,-4.468E+01, 2.158E-01, 5.863E-01, 0.000E+00, 0.000E+00, 1.489E-01,-8.381E-02, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.037E-03
 4.680E+02, 6.073E+01,-1.602E+01,-4.572E+01,-4.365E-01, 5.925E-01, 0.000E+00, 0.000E+00,-5.505E-01,-8.556E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.053E-03
 4.700E+02, 5.841E+01,-1.536E+01,-4.535E+01,-2.625E-01, 5.989E-01, 0.000E+00, 0.000E+00,-1.762E+00,-1.960E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.852E-04
 4.720E+02, 5.867E+01,-1.545E+01,-4.103E+01,-2.146E-03, 6.017E-01, 0.000E+00, 0.000E+00, 2.992E+00, 2.789E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.931E-04
 4.740E+02, 5.764E+01,-1.517E+01,-4.570E+01,-2.123E-01, 5.947E-01, 0.000E+00, 0.000E+00,-2.675E+00,-2.854E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.537E-04
 4.760E+02, 5.545E+01,-1.452E+01,-4.347E+01, 2.604E-01, 5.948E-01, 0.000E+00, 0.000E+00,-1.442E+00,-1.689E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.022E-04
 4.780E+02, 5.703E+01,-1.501E+01,-4.085E+01,-1.996E-01, 5.984E-01, 0.000E+00, 0.000E+00, 1.739E+00, 1.563E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 9.144E-04
 4.800E+02, 5.399E+01,-1.414E+01,-4.262E+01,-2.401E-02, 5.980E-01, 0.000E+00, 0.000E+00,-2.035E+00,-2.199E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.388E-04
 4.820E+02, 5.441E+01,-1.426E+01,-3.905E+01,-2.403E-02, 5.993E-01, 0.000E+00, 0.000E+00, 1.897E+00, 1.675E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 8.351E-04
 4.840E+02, 5.296E+01,-1.386E+01,-4.037E+01,-2.068E-01, 5.917E-01, 0.000E+00, 0.000E+00,-7.601E-01,-8.913E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.999E-04
 4.860E+02, 5.165E+01,-1.344E+01,-4.161E+01, 2.167E-01, 5.867E-01, 0.000E+00, 0.000E+00,-2.371E+00,-2.603E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.703E-04
 4.880E+02, 5.277E+01,-1.384E+01,-3.757E+01, 1.222E-01, 5.868E-01, 0.000E+00, 0.000E+00, 2.206E+00, 2.077E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.841E-04
 4.900E+02, 5.136E+01,-1.344E+01,-4.071E+01, 1.832E-01, 5.899E-01, 0.000E+00, 0.000E+00,-1.846E+00,-2.022E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.326E-04
 4.920E+02, 5.165E+01,-1.345E+01,-3.699E+01, 1.201E-01, 5.958E-01, 0.000E+00, 0.000E+00, 2.119E+00, 1.930E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.428E-04
 4.940E+02, 5.072E+01,-1.324E+01,-3.955E+01,-2.369E-01, 5.977E-01, 0.000E+00, 0.000E+00,-1.539E+00,-1.708E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 7.165E-04
 4.960E+02, 4.928E+01,-1.282E+01,-3.824E+01, 3.473E-01, 5.927E-01, 0.000E+00, 0.000E+00,-6.598E-01,-8.411E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.827E-04
 4.980E+02, 5.025E+01,-1.312E+01,-3.813E+01, 3.002E-02, 5.982E-01, 0.000E+00, 0.000E+00,-2.004E-01,-3.754E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.902E-04
 5.000E+02, 4.802E+01,-1.250E+01,-3.805E+01, 2.246E-01, 5.943E-01, 0.000E+00, 0.000E+00,-1.525E+00,-1.703E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.232E-04
 5.020E+02, 4.778E+01,-1.245E+01,-3.455E+01, 3.860E-01, 5.784E-01, 0.000E+00, 0.000E+00, 1.919E+00, 1.743E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.282E-04
 5.040E+02, 4.732E+01,-1.229E+01,-3.726E+01, 6.098E-02, 5.831E-01, 0.000E+00, 0.000E+00,-1.474E+00,-1.581E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.028E-04
 5.060E+02, 4.659E+01,-1.207E+01,-3.613E+01, 5.363E-01, 5.897E-01, 0.000E+00, 0.000E+00,-3.082E-01,-4.817E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.740E-04
 5.080E+02, 4.673E+01,-1.214E+01,-3.372E+01, 2.219E-01, 5.983E-01, 0.000E+00, 0.000E+00, 1.851E+00, 1.688E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.820E-04
 5.100E+02, 4.563E+01,-1.183E+01,-3.793E+01, 7.442E-02, 5.915E-01, 0.000E+00, 0.000E+00,-3.284E+00,-3.465E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.271E-04
 5.120E+02, 4.555E+01,-1.178E+01,-3.518E+01, 3.047E-01, 5.892E-01, 0.000E+00, 0.000E+00,-3.244E-01,-5.206E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.444E-04
 5.140E+02, 4.497E+01,-1.165E+01,-3.283E+01, 1.999E-03, 5.961E-01, 0.000E+00, 0.000E+00, 1.322E+00, 1.089E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.167E-04
 5.160E+02, 4.431E+01,-1.145E+01,-3.525E+01, 4.802E-01, 5.823E-01, 0.000E+00, 0.000E+00,-1.168E+00,-1.334E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.991E-04
 5.180E+02, 4.459E+01,-1.155E+01,-3.321E+01,-5.058E-02, 5.960E-01, 0.000E+00, 0.000E+00, 5.898E-01, 3.745E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.107E-04
 5.200E+02, 4.361E+01,-1.128E+01,-3.390E+01, 2.410E-01, 5.944E-01, 0.000E+00, 0.000E+00,-5.507E-01,-7.464E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.612E-04
 5.220E+02, 4.345E+01,-1.123E+01,-3.366E+01, 3.886E-01, 5.933E-01, 0.000E+00, 0.000E+00,-2.952E-01,-4.529E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.787E-04
 5.240E+02, 4.361E+01,-1.134E+01,-3.405E+01, 1.810E-01, 5.904E-01, 0.000E+00, 0.000E+00,-8.906E-01,-1.010E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.593E-04
 5.260E+02, 4.203E+01,-1.084E+01,-3.218E+01, 5.944E-01, 5.777E-01, 0.000E+00, 0.000E+00, 2.887E-01, 1.820E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.408E-04
 5.280E+02, 4.342E+01,-1.125E+01,-3.140E+01,-6.403E-04, 5.835E-01, 0.000E+00, 0.000E+00, 1.518E+00, 1.364E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.560E-04
 5.300E+02, 4.198E+01,-1.082E+01,-3.335E+01, 5.282E-01, 5.889E-01, 0.000E+00, 0.000E+00,-9.444E-01,-1.069E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.197E-04
 5.320E+02, 4.318E+01,-1.119E+01,-3.274E+01, 1.727E-01, 5.857E-01, 0.000E+00, 0.000E+00, 1.962E-01, 1.114E-02, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.378E-04
 5.340E+02, 4.174E+01,-1.083E+01,-3.139E+01, 2.153E-01, 5.860E-01, 0.000E+00, 0.000E+00, 4.694E-01, 3.209E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.229E-04
 5.360E+02, 4.186E+01,-1.081E+01,-3.256E+01, 5.887E-01, 5.872E-01, 0.000E+00, 0.000E+00,-1.975E-01,-3.347E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.066E-04
 5.380E+02, 4.234E+01,-1.095E+01,-3.384E+01, 5.000E-02, 5.952E-01, 0.000E+00, 0.000E+00,-1.631E+00,-1.802E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.214E-04
 5.400E+02, 4.136E+01,-1.069E+01,-3.356E+01, 2.225E-01, 5.987E-01, 0.000E+00, 0.000E+00,-1.907E+00,-2.068E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.869E-04
 5.420E+02, 4.125E+01,-1.064E+01,-3.011E+01, 5.224E-01, 5.754E-01, 0.000E+00, 0.000E+00, 1.724E+00, 1.605E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.067E-04
 5.440E+02, 4.117E+01,-1.071E+01,-3.134E+01, 7.402E-02, 5.900E-01, 0.000E+00, 0.000E+00,-8.147E-02,-2.197E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.796E-04
 5.460E+02, 4.004E+01,-1.033E+01,-3.098E+01, 4.408E-01, 5.784E-01, 0.000E+00, 0.000E+00,-1.092E-01,-2.565E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.633E-04
 5.480E+02, 4.131E+01,-1.068E+01,-3.034E+01, 1.299E-01, 5.873E-01, 0.000E+00, 0.000E+00, 1.175E+00, 1.012E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.837E-04
 5.500E+02, 4.034E+01,-1.046E+01,-3.352E+01, 1.907E-01, 5.900E-01, 0.000E+00, 0.000E+00,-2.704E+00,-2.854E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.529E-04
 5.520E+02, 4.002E+01,-1.033E+01,-2.870E+01, 5.846E-01, 5.767E-01, 0.000E+00, 0.000E+00, 2.267E+00, 2.152E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.652E-04
 5.540E+02, 4.027E+01,-1.043E+01,-3.119E+01, 2.128E-01, 5.882E-01, 0.000E+00, 0.000E+00,-4.373E-01,-5.455E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.470E-04
 5.560E+02, 3.987E+01,-1.033E+01,-3.091E+01, 4.935E-01, 5.894E-01, 0.000E+00, 0.000E+00,-1.560E-01,-2.849E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.375E-04
 5.580E+02, 4.004E+01,-1.034E+01,-3.228E+01, 1.636E-01, 5.874E-01, 0.000E+00, 0.000E+00,-1.720E+00,-1.833E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.507E-04
 5.600E+02, 3.935E+01,-1.021E+01,-3.028E+01, 4.339E-01, 5.801E-01, 0.000E+00, 0.000E+00, 6.164E-03,-1.270E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.170E-04
 5.620E+02, 4.006E+01,-1.036E+01,-2.768E+01, 2.783E-01, 5.890E-01, 0.000E+00, 0.000E+00, 3.056E+00, 2.886E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.370E-04
 5.640E+02, 3.847E+01,-1.000E+01,-3.278E+01, 4.774E-01, 5.722E-01, 0.000E+00, 0.000E+00,-3.102E+00,-3.253E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.208E-04
 5.660E+02, 3.918E+01,-1.018E+01,-3.037E+01, 4.164E-01, 5.796E-01, 0.000E+00, 0.000E+00,-1.873E-01,-3.769E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.021E-04
 5.680E+02, 3.865E+01,-9.982E+00,-2.825E+01, 2.334E-01, 5.833E-01, 0.000E+00, 0.000E+00, 1.382E+00, 1.241E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.149E-04
 5.700E+02, 3.848E+01,-9.950E+00,-3.070E+01, 4.083E-01, 5.835E-01, 0.000E+00, 0.000E+00,-1.070E+00,-1.181E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.849E-04
 5.720E+02, 3.878E+01,-1.006E+01,-3.026E+01, 2.952E-01, 5.806E-01, 0.000E+00, 0.000E+00,-5.035E-01,-6.565E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.013E-04
 5.740E+02, 3.811E+01,-9.872E+00,-2.800E+01, 2.631E-01, 5.868E-01, 0.000E+00, 0.000E+00, 1.241E+00, 1.084E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.829E-04
 5.760E+02, 3.762E+01,-9.678E+00,-2.993E+01, 5.983E-01, 5.806E-01, 0.000E+00, 0.000E+00,-7.120E-01,-8.089E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.726E-04
