s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 2.800E+01, 3.151E+01,-9.079E+00,-1.889E+01,-3.442E+00, 4.646E-01, 0.000E+00, 0.000E+00, 5.946E-01, 5.684E-01, 0.000E+00, 6.994E-04, 0.000E+00
 3.000E+01, 3.431E+01,-1.000E+01,-1.943E+01,-3.382E+00, 5.076E-01, 0.000E+00, 0.000E+00, 2.032E+00, 2.005E+00, 0.000E+00, 7.600E-04, 0.000E+00
 3.200E+01, 3.686E+01,-1.077E+01,-2.272E+01,-3.609E+00, 5.515E-01, 0.000E+00, 0.000E+00, 3.404E-01, 3.201E-01, 0.000E+00, 8.206E-04, 0.000E+00
 3.400E+01, 3.975E+01,-1.186E+01,-2.330E+01,-3.477E+00, 5.856E-01, 0.000E+00, 0.000E+00, 1.695E+00, 1.698E+00, 0.000E+00, 8.812E-04, 0.000E+00
 3.600E+01, 4.244E+01,-1.253E+01,-2.633E+01,-3.637E+00, 6.262E-01, 0.000E+00, 0.000E+00, 6.184E-01, 5.728E-01, 0.000E+00, 9.418E-04, 0.000E+00
 3.800E+01, 4.626E+01,-1.347E+01,-2.811E+01,-4.051E+00, 6.984E-01, 0.000E+00, 0.000E+00, 1.403E+00, 1.333E+00, 0.000E+00, 1.002E-03, 0.000E+00
 4.000E+01, 4.685E+01,-1.385E+01,-2.844E+01,-3.658E+00, 7.201E-01, 0.000E+00, 0.000E+00, 1.688E+00, 1.626E+00, 0.000E+00, 1.063E-03, 0.000E+00
 4.200E+01, 5.011E+01,-1.463E+01,-3.245E+01,-3.922E+00, 7.294E-01, 0.000E+00, 0.000E+00,-1.220E-01,-1.698E-01, 0.000E+00, 1.103E-03, 0.000E+00
 4.400E+01, 5.087E+01,-1.507E+01,-3.267E+01,-4.128E+00, 7.599E-01, 0.000E+00, 0.000E+00,-2.083E-01,-2.312E-01, 0.000E+00, 1.123E-03, 0.000E+00
 4.600E+01, 5.069E+01,-1.505E+01,-3.374E+01,-3.678E+00, 7.464E-01, 0.000E+00, 0.000E+00,-9.754E-01,-1.032E+00, 0.000E+00, 1.143E-03, 0.000E+00
 4.800E+01, 5.362E+01,-1.574E+01,-3.368E+01,-3.989E+00, 7.905E-01, 0.000E+00, 0.000E+00, 1.029E+00, 1.008E+00, 0.000E+00, 1.162E-03, 0.000E+00
 5.000E+01, 5.381E+01,-1.605E+01,-3.505E+01,-3.705E+00, 7.927E-01, 0.000E+00, 0.000E+00,-1.908E-01,-2.044E-01, 0.000E+00, 1.182E-03, 0.000E+00
 5.200E+01, 5.431E+01,-1.620E+01,-3.321E+01,-4.177E+00, 8.059E-01, 0.000E+00, 0.000E+00, 1.576E+00, 1.525E+00, 0.000E+00, 1.202E-03, 0.000E+00
 5.400E+01, 5.599E+01,-1.632E+01,-3.757E+01,-3.803E+00, 8.537E-01, 0.000E+00, 0.000E+00,-8.172E-01,-8.599E-01, 0.000E+00, 1.222E-03, 0.000E+00
 5.600E+01, 5.630E+01,-1.664E+01,-3.452E+01,-3.724E+00, 8.389E-01, 0.000E+00, 0.000E+00, 2.269E+00, 2.250E+00, 0.000E+00, 1.241E-03, 0.000E+00
 5.800E+01, 5.692E+01,-1.673E+01,-3.944E+01,-3.920E+00, 8.607E-01, 0.000E+00, 0.000E+00,-2.227E+00,-2.307E+00, 0.000E+00, 1.261E-03, 0.000E+00
 6.000E+01, 5.746E+01,-1.722E+01,-3.532E+01,-3.672E+00, 8.236E-01, 0.000E+00, 0.000E+00, 2.092E+00, 2.065E+00, 0.000E+00, 1.281E-03, 0.000E+00
 6.200E+01, 5.938E+01,-1.750E+01,-4.008E+01,-4.319E+00, 8.792E-01, 0.000E+00, 0.000E+00,-1.541E+00,-1.638E+00, 0.000E+00, 1.295E-03, 0.000E+00
 6.400E+01, 6.008E+01,-1.749E+01,-3.860E+01,-3.939E+00, 8.567E-01, 0.000E+00, 0.000E+00, 9.906E-01, 9.112E-01, 0.000E+00, 1.305E-03, 0.000E+00
 6.600E+01, 5.865E+01,-1.735E+01,-3.934E+01,-3.577E+00, 8.759E-01, 0.000E+00, 0.000E+00,-7.241E-01,-7.446E-01, 0.000E+00, 1.314E-03, 0.000E+00
 6.800E+01, 6.064E+01,-1.791E+01,-3.884E+01,-3.989E+00, 8.904E-01, 0.000E+00, 0.000E+00, 8.878E-01, 7.881E-01, 0.000E+00, 1.323E-03, 0.000E+00
 7.000E+01, 6.034E+01,-1.801E+01,-4.165E+01,-3.530E+00, 8.934E-01, 0.000E+00, 0.000E+00,-1.900E+00,-1.954E+00, 0.000E+00, 1.332E-03, 0.000E+00
 7.200E+01, 6.142E+01,-1.824E+01,-3.778E+01,-3.987E+00, 9.156E-01, 0.000E+00, 0.000E+00, 2.374E+00, 2.328E+00, 0.000E+00, 1.342E-03, 0.000E+00
 7.400E+01, 6.281E+01,-1.856E+01,-4.009E+01,-3.668E+00, 9.298E-01, 0.000E+00, 0.000E+00, 1.502E+00, 1.425E+00, 0.000E+00, 1.351E-03, 0.000E+00
 7.600E+01, 6.136E+01,-1.831E+01,-4.111E+01,-3.684E+00, 9.409E-01, 0.000E+00, 0.000E+00,-6.991E-01,-8.048E-01, 0.000E+00, 1.360E-03, 0.000E+00
 7.800E+01, 6.126E+01,-1.800E+01,-4.018E+01,-3.584E+00, 9.352E-01, 0.000E+00, 0.000E+00, 4.791E-01, 4.294E-01, 0.000E+00, 1.369E-03, 0.000E+00
 8.000E+01, 6.130E+01,-1.832E+01,-4.247E+01,-3.636E+00, 9.184E-01, 0.000E+00, 0.000E+00,-2.138E+00,-2.216E+00, 0.000E+00, 1.378E-03, 0.000E+00
 8.200E+01, 6.506E+01,-1.902E+01,-4.334E+01,-3.661E+00, 9.271E-01, 0.000E+00, 0.000E+00, 3.411E-02,-2.603E-02, 0.000E+00, 1.383E-03, 0.000E+00
 8.400E+01, 6.148E+01,-1.820E+01,-4.010E+01,-3.634E+00, 9.312E-01, 0.000E+00, 0.000E+00, 5.134E-01, 4.768E-01, 0.000E+00, 1.383E-03, 0.000E+00
 8.600E+01, 6.483E+01,-1.938E+01,-4.091E+01,-3.560E+00, 9.478E-01, 0.000E+00, 0.000E+00, 1.996E+00, 1.932E+00, 0.000E+00, 1.383E-03, 0.000E+00
 8.800E+01, 6.294E+01,-1.853E+01,-4.344E+01,-3.543E+00, 9.627E-01, 0.000E+00, 0.000E+00,-1.549E+00,-1.607E+00, 0.000E+00, 1.383E-03, 0.000E+00
 9.000E+01, 6.152E+01,-1.855E+01,-3.990E+01,-3.348E+00, 9.107E-01, 0.000E+00, 0.000E+00, 7.726E-01, 6.321E-01, 0.000E+00, 1.383E-03, 0.000E+00
 9.200E+01, 6.331E+01,-1.861E+01,-4.426E+01,-3.649E+00, 9.661E-01, 0.000E+00, 0.000E+00,-2.167E+00,-2.248E+00, 0.000E+00, 1.383E-03, 0.000E+00
 9.400E+01, 6.410E+01,-1.865E+01,-4.074E+01,-3.488E+00, 9.238E-01, 0.000E+00, 0.000E+00, 2.197E+00, 2.154E+00, 0.000E+00, 1.383E-03, 0.000E+00
 9.600E+01, 6.152E+01,-1.836E+01,-4.109E+01,-3.263E+00, 9.436E-01, 0.000E+00, 0.000E+00,-1.847E-01,-2.538E-01, 0.000E+00, 1.383E-03, 0.000E+00
 9.800E+01, 6.322E+01,-1.854E+01,-4.311E+01,-3.506E+00, 9.472E-01, 0.000E+00, 0.000E+00,-9.332E-01,-9.835E-01, 0.000E+00, 1.383E-03, 0.000E+00
 1.000E+02, 6.367E+01,-1.883E+01,-4.242E+01,-3.146E+00, 9.697E-01, 0.000E+00, 0.000E+00, 2.883E-01, 2.406E-01, 0.000E+00, 1.383E-03, 0.000E+00
