s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 1.0000506E+001, 9.1502654E+000, 0.0000000E+000,-1.5425566E+000,-7.7471873E+000,-4.7904310E-003, 6.5123520E-003, 0.0000000E+000,-4.0902126E-002,-1.8920641E-001,-1.7865880E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 3.8895076E-002, 0.0000000E+000, 2.1951871E-005
 1.1000436E+001, 9.1538355E+000, 0.0000000E+000,-1.5214429E+000,-7.5098570E+000,-3.7696237E-003, 6.7157202E-003, 0.0000000E+000,-3.9728185E-002, 7.4616748E-002, 8.5753496E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.7533898E-002, 0.0000000E+000, 2.1951871E-005
 1.2000812E+001, 9.1496428E+000, 0.0000000E+000,-1.4827412E+000,-7.5615731E+000,-4.2956597E-003, 6.8366651E-003, 0.0000000E+000,-3.8351586E-002, 4.6282874E-002, 6.9517944E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 5.6175637E-002, 0.0000000E+000, 2.1951872E-005
 1.3000843E+001, 9.1523336E+000, 0.0000000E+000,-1.4602081E+000,-7.6699802E+000,-5.4348067E-003, 6.9274039E-003, 0.0000000E+000,-3.7128104E-002,-2.1000140E-002,-1.3490160E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 6.4816568E-002, 0.0000000E+000, 2.1951872E-005
 1.4001226E+001, 9.1489541E+000, 0.0000000E+000,-1.4426923E+000,-7.7724871E+000,-3.8649206E-003, 6.9716549E-003, 0.0000000E+000,-3.6126960E-002,-1.2883327E-001,-9.9245497E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 7.3457986E-002, 0.0000000E+000, 2.1951872E-005
 1.5001665E+001, 9.1547424E+000, 0.0000000E+000,-1.4133514E+000,-7.6486283E+000,-3.0101030E-003, 6.9930121E-003, 0.0000000E+000,-3.5040610E-002, 4.3698068E-002, 6.1705068E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 8.2102821E-002, 0.0000000E+000, 2.1951872E-005
 1.6001144E+001, 9.1528806E+000, 0.0000000E+000,-1.3829885E+000,-7.8544635E+000,-3.1760524E-003, 6.9870660E-003, 0.0000000E+000,-3.4350518E-002,-1.5249115E-001,-1.1511091E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 9.0741419E-002, 0.0000000E+000, 2.1951872E-005
 1.7002192E+001, 9.1599401E+000, 0.0000000E+000,-1.3507002E+000,-7.6582210E+000,-2.9714200E-003, 7.0111482E-003, 0.0000000E+000,-3.3604042E-002, 1.1655994E-001, 1.2145466E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 9.9384493E-002, 0.0000000E+000, 2.1951872E-005
 1.8000772E+001, 9.1508409E+000, 0.0000000E+000,-1.3523680E+000,-7.9107785E+000,-2.6602034E-003, 6.9966656E-003, 0.0000000E+000,-3.3071800E-002,-1.6227300E-001,-1.4104092E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 1.0802215E-001, 0.0000000E+000, 2.1951872E-005
 1.9001459E+001, 9.1532653E+000, 0.0000000E+000,-1.3475317E+000,-7.8817668E+000,-3.0502296E-003, 6.9987165E-003, 0.0000000E+000,-3.2523657E-002,-1.2111852E-001,-1.0460838E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 1.1665900E-001, 0.0000000E+000, 2.1951872E-005
 2.0000748E+001, 9.1470523E+000, 0.0000000E+000,-1.3007308E+000,-7.7022071E+000,-2.4933466E-003, 6.9619422E-003, 0.0000000E+000,-3.1734207E-002, 9.1546877E-002, 1.1684879E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 1.2529979E-001, 0.0000000E+000, 2.1951872E-005
 2.1001884E+001, 9.1561045E+000, 0.0000000E+000,-1.2912053E+000,-7.8839823E+000,-2.3667673E-003, 6.9478512E-003, 0.0000000E+000,-3.1175254E-002,-6.3548245E-002,-4.5677304E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 1.3394021E-001, 0.0000000E+000, 2.1951872E-005
 2.2001007E+001, 9.1458368E+000, 0.0000000E+000,-1.2666986E+000,-7.7182980E+000,-1.7866430E-003, 6.9023609E-003, 0.0000000E+000,-3.0473412E-002, 1.2230686E-001, 1.3548252E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 1.4258221E-001, 0.0000000E+000, 2.1951872E-005
 2.3000597E+001, 9.1532977E+000, 0.0000000E+000,-1.2421377E+000,-7.9734182E+000,-1.8013611E-003, 6.8301290E-003, 0.0000000E+000,-2.9826375E-002,-1.0179700E-001,-8.7055762E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 1.5121659E-001, 0.0000000E+000, 2.1951872E-005
 2.4001247E+001, 9.1494020E+000, 0.0000000E+000,-1.2317757E+000,-7.9128503E+000,-1.8456069E-003, 6.7706071E-003, 0.0000000E+000,-2.9158107E-002,-2.2961343E-002,-1.9457123E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 1.5985772E-001, 0.0000000E+000, 2.1951872E-005
 2.5002193E+001, 9.1221034E+000, 0.0000000E+000,-1.1709046E+000,-7.7332002E+000,-1.9144040E-003, 6.6013571E-003, 0.0000000E+000,-2.7703709E-002, 1.6226769E-001, 1.9498177E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 1.6850262E-001, 0.0000000E+000, 2.1951872E-005
 2.6002058E+001, 9.1018712E+000, 0.0000000E+000,-1.1182790E+000,-8.3111208E+000,-1.5140117E-003, 6.2326227E-003, 0.0000000E+000,-2.5558289E-002,-3.6399526E-001,-3.4836829E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 1.7714801E-001, 0.0000000E+000, 2.1951872E-005
 2.7000288E+001, 9.1429034E+000, 0.0000000E+000,-1.0686981E+000,-7.9021399E+000,-1.7850041E-003, 5.8709498E-003, 0.0000000E+000,-2.4043591E-002, 1.2293263E-001, 1.5210770E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 1.8577988E-001, 0.0000000E+000, 2.1951872E-005
 2.8001001E+001, 9.1524855E+000, 0.0000000E+000,-1.0156618E+000,-8.0324736E+000,-1.9889871E-003, 5.7297174E-003, 0.0000000E+000,-2.3697880E-002, 6.6782739E-002, 8.4392952E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 1.9441491E-001, 0.0000000E+000, 2.1951872E-005
 2.9001038E+001, 9.1442875E+000, 0.0000000E+000,-9.8690321E-001,-8.1050559E+000,-1.9742572E-003, 5.5737403E-003, 0.0000000E+000,-2.3319722E-002,-2.6234036E-003, 3.2608152E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.0305871E-001, 0.0000000E+000, 2.1951872E-005
 3.0000729E+001, 9.1327437E+000, 0.0000000E+000,-9.2133209E-001,-8.2578858E+000,-1.2588145E-003, 5.4485988E-003, 0.0000000E+000,-2.2803122E-002,-1.2558877E-001,-6.5087533E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.1169667E-001, 0.0000000E+000, 2.1951872E-005
 3.1002056E+001, 9.1303679E+000, 0.0000000E+000,-9.0954679E-001,-8.2525170E+000,-1.6304850E-003, 5.1922516E-003, 0.0000000E+000,-2.1865982E-002,-9.0056717E-002,-5.0000050E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.2034076E-001, 0.0000000E+000, 2.1951872E-005
 3.2002285E+001, 9.1227001E+000, 0.0000000E+000,-8.2665512E-001,-8.0836803E+000,-1.1396075E-003, 5.0176327E-003, 0.0000000E+000,-2.1052436E-002, 1.4081307E-001, 1.9519032E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.2898743E-001, 0.0000000E+000, 2.1951872E-005
 3.3000469E+001, 9.0866436E+000, 0.0000000E+000,-7.5958903E-001,-8.3382025E+000,-1.7893068E-003, 4.7541629E-003, 0.0000000E+000,-2.0312411E-002,-7.4938149E-002,-2.8495463E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.3762172E-001, 0.0000000E+000, 2.1951872E-005
 3.4001125E+001, 9.1160251E+000, 0.0000000E+000,-7.2984160E-001,-8.2539091E+000,-1.2799570E-003, 4.4973686E-003, 0.0000000E+000,-1.9319467E-002, 7.2813339E-002, 1.1617236E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.4625498E-001, 0.0000000E+000, 2.1951872E-005
 3.5000961E+001, 9.1099778E+000, 0.0000000E+000,-6.6795282E-001,-8.5726911E+000,-1.3931809E-003, 4.2898584E-003, 0.0000000E+000,-1.8486054E-002,-1.7168099E-001,-1.4625549E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.5490022E-001, 0.0000000E+000, 2.1951872E-005
 3.6001133E+001, 9.0106324E+000, 0.0000000E+000,-5.8553748E-001,-8.2899464E+000,-7.1496435E-004, 4.0885479E-003, 0.0000000E+000,-1.8093402E-002, 9.5366270E-002, 1.2042872E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.6353861E-001, 0.0000000E+000, 2.1951872E-005
 3.7000237E+001, 8.8712032E+000, 0.0000000E+000,-5.1899002E-001,-8.3877340E+000,-9.6258726E-004, 3.4732664E-003, 0.0000000E+000,-1.7759354E-002,-9.1675054E-002,-5.0769540E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.7217592E-001, 0.0000000E+000, 2.1951872E-005
 3.8001534E+001, 8.9861399E+000, 0.0000000E+000,-5.0504662E-001,-8.1095962E+000,-7.8668528E-004, 2.9334054E-003, 0.0000000E+000,-1.7612457E-002, 3.4377865E-001, 3.5603134E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.8081739E-001, 0.0000000E+000, 2.1951872E-005
 3.9000309E+001, 9.0792851E+000, 0.0000000E+000,-4.4551506E-001,-8.8952328E+000,-7.9128035E-004, 3.0936126E-003, 0.0000000E+000,-1.6966410E-002,-3.0424498E-001,-2.7612677E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.8945669E-001, 0.0000000E+000, 2.1951872E-005
 4.0001724E+001, 8.9618329E+000, 0.0000000E+000,-3.8251694E-001,-8.4393803E+000,-7.8810666E-004, 2.9887038E-003, 0.0000000E+000,-1.8335453E-002, 7.5854675E-002, 1.2380081E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 2.9809845E-001, 0.0000000E+000, 2.1951872E-005
 4.1001186E+001, 8.7251068E+000, 0.0000000E+000,-3.5060094E-001,-8.5498950E+000,-3.5181141E-004, 2.6575689E-003, 0.0000000E+000,-1.8183153E-002,-2.3848967E-001,-1.9126648E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 3.0674173E-001, 0.0000000E+000, 2.1951872E-005
 4.2000748E+001, 8.7544627E+000, 0.0000000E+000,-2.9726672E-001,-8.3853744E+000,-7.1796646E-004, 2.2756950E-003, 0.0000000E+000,-1.6801741E-002, 2.1084504E-002, 5.6577607E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 3.1537850E-001, 0.0000000E+000, 2.1951872E-005
 4.3000103E+001, 8.6650307E+000, 0.0000000E+000,-2.4068305E-001,-8.4927147E+000,-5.7640045E-004, 2.3352902E-003, 0.0000000E+000,-8.6820507E-003,-1.0754654E-001,-7.5290214E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 3.2401358E-001, 0.0000000E+000, 2.1951872E-005
 4.4000977E+001, 7.5592828E+000, 0.0000000E+000,-1.6000818E-001,-7.6528431E+000,-1.9395171E-004, 2.1830701E-003, 0.0000000E+000,-2.0604250E-003,-2.7081579E-001,-2.5363969E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 3.3265456E-001, 0.0000000E+000, 2.1951872E-005
 4.5000160E+001, 6.6063119E+000, 0.0000000E+000,-8.8887281E-002,-6.8556679E+000,-4.7282096E-004, 1.8720122E-003, 0.0000000E+000,-7.7744850E-004,-3.4482339E-001,-3.3762157E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 3.4129697E-001, 0.0000000E+000, 2.1951872E-005
 4.6000317E+001, 5.9629737E+000, 0.0000000E+000,-5.6755434E-002,-6.6889919E+000,-7.0372780E-005, 1.5598620E-003, 0.0000000E+000,-6.0840596E-004,-7.8516088E-001,-7.8189248E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 3.4993373E-001, 0.0000000E+000, 2.1951872E-005
 4.7001446E+001, 3.0121210E+000, 0.0000000E+000,-1.8251552E-002,-4.7165168E+000, 2.5542003E-004, 1.3792929E-003, 0.0000000E+000,-3.3687886E-004,-1.7426554E+000,-1.7213495E+000, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 3.5858489E-001, 0.0000000E+000, 2.1951872E-005
 4.8004070E+001, 2.0401256E+000, 0.0000000E+000,-7.2782791E-003,-2.7978627E+000, 4.0331378E-004, 1.3958226E-003, 0.0000000E+000,-2.3405073E-004,-7.8638869E-001,-7.6345036E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 3.6724450E-001, 0.0000000E+000, 2.1951872E-005
 4.9004780E+001, 2.1391364E+000, 0.0000000E+000,-3.9898061E-003,-2.5877441E+000, 4.3382980E-004, 1.4196922E-003, 0.0000000E+000,-2.3264137E-004,-4.6698739E-001,-4.5097658E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 3.7590325E-001, 0.0000000E+000, 2.1951872E-005
 5.0004944E+001, 3.6518103E-001, 0.0000000E+000, 1.3613030E-004,-6.0786623E-001, 4.3314965E-004, 1.4584555E-003, 0.0000000E+000,-2.7281484E-004,-2.5419359E-001,-2.4093028E-001, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 3.8457465E-001, 0.0000000E+000, 2.1951872E-005
 5.1002090E+001, 0.0000000E+000, 0.0000000E+000, 4.0425187E-004, 1.0076247E-002, 4.1322330E-004, 1.3194084E-003, 0.0000000E+000,-2.3980981E-004,-2.2813303E-004, 1.1973321E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 3.9321561E-001, 0.0000000E+000, 2.1951872E-005
 5.2012939E+001, 0.0000000E+000, 0.0000000E+000, 3.9041312E-004, 1.1230583E-002, 3.7128566E-004, 1.2807580E-003, 0.0000000E+000,-2.2608586E-004, 4.1985934E-004, 1.3046953E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.0189133E-001, 0.0000000E+000, 2.1951872E-005
 5.3006332E+001, 0.0000000E+000, 0.0000000E+000, 3.7863998E-004, 1.3835229E-002, 4.1148951E-004, 1.4172832E-003, 0.0000000E+000,-2.2887285E-004, 1.9690066E-003, 1.5813769E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.1054492E-001, 0.0000000E+000, 2.1951872E-005
 5.4006554E+001, 0.0000000E+000, 0.0000000E+000, 3.6660007E-004, 1.0639220E-002, 4.0140806E-004, 1.3084041E-003, 0.0000000E+000,-2.2751626E-004,-1.2343646E-003, 1.2488116E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.1915592E-001, 0.0000000E+000, 2.1951872E-005
 5.5006771E+001, 0.0000000E+000, 0.0000000E+000, 3.5884622E-004, 8.9020555E-003, 4.1953456E-004, 1.2638738E-003, 0.0000000E+000,-2.0562359E-004,-3.1641971E-003, 1.0738687E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.2779832E-001, 0.0000000E+000, 2.1951872E-005
 5.6004910E+001, 0.0000000E+000, 0.0000000E+000, 3.5223215E-004, 1.1164950E-002, 3.9636907E-004, 1.2506352E-003, 0.0000000E+000,-2.0987448E-004,-1.0449927E-003, 1.2954311E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.3643371E-001, 0.0000000E+000, 2.1951872E-005
 5.7002220E+001, 0.0000000E+000, 0.0000000E+000, 3.4322049E-004, 1.1999388E-002, 3.8180309E-004, 1.0748525E-003, 0.0000000E+000,-2.0123196E-004,-3.7756316E-004, 1.3598032E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.4504889E-001, 0.0000000E+000, 2.1951872E-005
 5.8013187E+001, 0.0000000E+000, 0.0000000E+000, 3.3639242E-004, 1.1528051E-002, 3.8941820E-004, 1.2395247E-003, 0.0000000E+000,-2.0963149E-004,-1.3635541E-003, 1.3283755E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.5372341E-001, 0.0000000E+000, 2.1951872E-005
 5.9010498E+001, 0.0000000E+000, 0.0000000E+000, 3.2837443E-004, 1.2085523E-002, 4.0217931E-004, 1.2216884E-003, 0.0000000E+000,-2.1492243E-004,-7.1218144E-004, 1.3822843E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.6240309E-001, 0.0000000E+000, 2.1951872E-005
 6.0001999E+001, 0.0000000E+000, 0.0000000E+000, 3.2202970E-004, 1.1990109E-002, 4.2248844E-004, 1.2982850E-003, 0.0000000E+000,-2.3460792E-004,-7.1994451E-004, 1.3798304E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.7099135E-001, 0.0000000E+000, 2.1951872E-005
 6.1002003E+001, 0.0000000E+000, 0.0000000E+000, 3.1520290E-004, 1.2772681E-002, 3.7228760E-004, 1.2362955E-003, 0.0000000E+000,-2.8383618E-004,-2.6951867E-004, 1.4412631E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.7958870E-001, 0.0000000E+000, 2.1951872E-005
 6.2002007E+001, 0.0000000E+000, 0.0000000E+000, 3.0721363E-004, 1.3786442E-002, 3.4530733E-004, 1.0870463E-003, 0.0000000E+000,-2.3808060E-004, 3.3054344E-004, 1.5287928E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.8822922E-001, 0.0000000E+000, 2.1951872E-005
 6.3002007E+001, 0.0000000E+000, 0.0000000E+000, 3.0173539E-004, 1.3160695E-002, 3.5425804E-004, 1.0658666E-003, 0.0000000E+000,-2.3877111E-004,-4.5066665E-004, 1.4643784E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 4.9686974E-001, 0.0000000E+000, 2.1951872E-005
 6.4002014E+001, 0.0000000E+000, 0.0000000E+000, 2.9431592E-004, 1.6141668E-002, 3.4086584E-004, 1.0623200E-003, 0.0000000E+000,-2.3768105E-004, 2.3594917E-003, 1.7601489E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 5.0551027E-001, 0.0000000E+000, 2.1951872E-005
 6.5000000E+001, 0.0000000E+000, 0.0000000E+000, 2.8802247E-004, 1.0997395E-002, 3.2775752E-004, 1.0082030E-003, 0.0000000E+000,-1.9411847E-004,-2.9923888E-003, 1.2427260E-002, 3.2112000E-001, 0.0000000E+000, 1.7845343E-004, 0.0000000E+000, 0.0000000E+000, 5.1413950E-001, 0.0000000E+000, 2.1951872E-005
