Time,HRR,MLR
203.0000,18.3570,0.000870
204.0000,18.5797,0.000881
205.0000,19.1479,0.000907
206.0000,18.8497,0.000893
207.0000,19.8861,0.000942
208.0000,18.8025,0.000891
209.0000,18.0008,0.000853
210.0000,18.9468,0.000898
211.0000,20.0073,0.000948
212.0000,18.6517,0.000884
213.0000,17.9414,0.000850
214.0000,19.9165,0.000944
215.0000,19.5861,0.000928
216.0000,19.2530,0.000912
217.0000,17.6747,0.000838
218.0000,19.4651,0.000923
219.0000,20.2858,0.000961
220.0000,19.1974,0.000910
221.0000,18.7856,0.000890
222.0000,18.1365,0.000860
223.0000,19.4013,0.000919
224.0000,20.2216,0.000958
225.0000,18.4797,0.000876
226.0000,18.5942,0.000881
227.0000,19.6173,0.000930
228.0000,20.0210,0.000949
229.0000,19.7091,0.000934
230.0000,18.7186,0.000887
231.0000,18.9637,0.000899
232.0000,19.2208,0.000911
233.0000,19.9098,0.000944
234.0000,19.0178,0.000901
235.0000,18.3646,0.000870
236.0000,19.5290,0.000926
237.0000,20.3651,0.000965
238.0000,19.7336,0.000935
239.0000,18.8270,0.000892
240.0000,18.3331,0.000869
