m,m/s,m/s,m/s,m/s,m/s,m/s,kg/kg,kg/kg,kg/kg,m/s,m/s,m/s,m/s,m/s,m/s,kg/kg,kg/kg,kg/kg,,,,,,,,,,,
-0.051724138,1.699111761,2.857156131,3.294354261,0.25463983,0.101456556,0.053948604,0.37495908,0.269273386,0.206016236,0.676044415,1.176166809,1.406144012,0.39987844,0.423245926,0.480524849,0.131236115,0.127517701,0.120572334,,,,,,,,,,,
-0.017241379,1.68352368,2.9843367,3.484617505,0.098501129,0.038396034,0.027281418,0.39072054,0.295408579,0.228387125,0.630028105,1.193638592,1.473332473,0.390554919,0.430498066,0.482715646,0.123239266,0.124795835,0.121430305,,,,,,,,,,,
0.017241379,1.693701476,2.995990808,3.490712178,-0.052947837,-0.033052024,-0.002887245,0.394607178,0.297998813,0.228631356,0.632209636,1.176346522,1.445466055,0.399247028,0.43470939,0.479946721,0.124600498,0.122818352,0.118158425,,,,,,,,,,,
0.051724138,1.72321707,2.906401305,3.343793666,-0.211328944,-0.079597969,-0.019693658,0.385396481,0.278294586,0.210676342,0.675830521,1.137676721,1.361963586,0.404115914,0.439733035,0.484507925,0.132446471,0.123438566,0.113446433,,,,,,,,,,,
0.086206897,1.69500861,2.686051029,3.055711435,-0.346176479,-0.116418374,-0.02767809,0.348277877,0.23849953,0.178829566,0.739905062,1.104419813,1.25102063,0.398466041,0.441980532,0.488345169,0.140455098,0.12146628,0.105858879,,,,,,,,,,,
0.120689655,1.585234094,2.344997296,2.615157616,-0.430885389,-0.147802593,-0.039595959,0.29410542,0.185930826,0.138104153,0.781282344,1.013958467,1.083311651,0.39323928,0.435241964,0.483950162,0.144422382,0.11357746,0.094659555,,,,,,,,,,,
0.155172414,1.449585625,1.945859511,2.155506984,-0.48837056,-0.169019036,-0.053274243,0.23699169,0.137501236,0.102803906,0.779022053,0.870251761,0.917109806,0.383159611,0.416052783,0.486490674,0.14312978,0.101690451,0.083592593,,,,,,,,,,,
0.189655172,1.251829418,1.560067979,1.736107065,-0.494901857,-0.183699172,-0.074716809,0.182314956,0.099298467,0.077673508,0.717241962,0.727182735,0.797096302,0.360689224,0.39176601,0.485195932,0.133497543,0.087440664,0.074369341,,,,,,,,,,,
0.224137931,1.050040421,1.23489384,1.381472471,-0.464861801,-0.185544465,-0.10449562,0.136883439,0.075853443,0.062375137,0.642857308,0.636638888,0.711546122,0.330644998,0.398252834,0.480323601,0.121121166,0.075999339,0.065895428,,,,,,,,,,,
0.25862069,0.850971631,0.941998956,1.054530339,-0.426528319,-0.181757968,-0.121900513,0.101248238,0.060607637,0.05076854,0.562981222,0.585210887,0.638270423,0.315121066,0.397598862,0.451863897,0.103015215,0.066955803,0.058109532,,,,,,,,,,,
0.293103448,0.619525344,0.667382237,0.76030161,-0.385129327,-0.178703908,-0.132192541,0.075621223,0.046019472,0.039059797,0.484347035,0.521623533,0.567145207,0.301824237,0.374339821,0.411106666,0.083592921,0.057473283,0.048689349,,,,,,,,,,,
0.327586207,0.396137634,0.426705353,0.517218584,-0.327747543,-0.180945875,-0.141206671,0.051814469,0.032247746,0.027127401,0.39891456,0.441541087,0.48642636,0.282253644,0.333658189,0.360243382,0.061256155,0.047546473,0.037749183,,,,,,,,,,,
0.362068966,0.212229778,0.242777887,0.322434136,-0.276135612,-0.186971336,-0.150516629,0.033500641,0.020725654,0.017071148,0.317911677,0.368022131,0.408909402,0.252864141,0.287465416,0.30453434,0.0451241,0.037814995,0.029266674,,,,,,,,,,,
0.396551724,0.082227732,0.106363208,0.177144322,-0.238186743,-0.176907063,-0.155574323,0.019484242,0.011530852,0.010374739,0.240886265,0.281429092,0.334594319,0.219586352,0.244552562,0.256793083,0.032318804,0.027192556,0.022952018,,,,,,,,,,,
0.431034483,-0.008528302,0.020843339,0.083540982,-0.207374147,-0.171876206,-0.154956457,0.00841333,0.005302249,0.005722833,0.175979982,0.199601474,0.255254898,0.183821253,0.204412298,0.216587659,0.019704882,0.017244124,0.01648605,,,,,,,,,,,
0.465517241,-0.054786404,-0.019588577,0.02261824,-0.193447861,-0.167822207,-0.148576506,0.002492121,0.00200286,0.002639645,0.128517627,0.147671992,0.176350452,0.144717266,0.166311319,0.18109071,0.009700291,0.010042894,0.009984035,,,,,,,,,,,
0.5,-0.065586582,-0.0359829,-0.009208045,-0.185881271,-0.163456227,-0.142893119,0.000231075,0.000550107,0.000798769,0.093459423,0.110233196,0.123656124,0.106066916,0.129403854,0.148011746,0.00195915,0.004749223,0.004343025,,,,,,,,,,,
